GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ndv,nrv,adv_16,arv_16,adv_18,arv_18,adv_20,arv_20
22019000326,LA,Calcasieu Parish,000326,1754,85,1367,249,9,18,3,1,22,1429,59,1144,187,7,16,0,0,16,193.7,605.2,231,761,234,689,116,365.5
22019000327,LA,Calcasieu Parish,000327,909,87,485,248,16,16,1,6,50,710,60,418,168,13,12,1,4,34,99.8,180.5,123,231,110,168,66.5,142.5
22019000328,LA,Calcasieu Parish,000328,2354,190,701,1262,6,41,0,16,138,1796,128,625,894,4,37,0,7,101,612.7,322.2,683,422.5,674,317,481,227
22019000329,LA,Calcasieu Parish,000329,2898,159,473,2067,7,62,0,13,117,2030,111,396,1409,6,37,0,6,65,624.7,196.3,723,288,655,182,496,119
22019000330,LA,Calcasieu Parish,000330,3537,180,380,2798,16,9,9,16,129,2455,109,330,1912,13,1,9,10,71,728.5,111.8,827.5,159.5,723,101,635,75
22019000331,LA,Calcasieu Parish,000331,1047,38,872,76,1,10,0,6,44,879,31,744,55,1,10,0,6,32,111.5,453.7,125.5,614,148,514,61,233
22019000333,LA,Calcasieu Parish,000333,3570,341,2502,366,11,228,1,15,106,2783,256,1964,296,9,178,1,9,70,258,1068.2,262,1419,320,1298,192,487.5
22019000334,LA,Calcasieu Parish,000334,2216,232,1411,333,7,123,4,15,91,1757,161,1184,242,5,95,2,13,55,165.5,482.7,197.5,612,177,527,122,309
22019000335,LA,Calcasieu Parish,000335,1079,58,820,146,0,34,1,6,14,913,43,729,96,0,26,1,4,14,96.8,448,111.5,580.5,98,507,81,256.5
22019000336,LA,Calcasieu Parish,000336,3872,223,2509,654,33,295,20,20,118,3049,152,2082,489,21,207,17,13,68,273.8,745.7,285.5,990.5,282,787,254,459.5
22019000337,LA,Calcasieu Parish,000337,1077,69,825,108,1,20,1,4,49,843,40,675,78,1,17,1,0,31,145.2,441.3,162.5,573,179,516,94,235
22019000338,LA,Calcasieu Parish,000338,1682,103,1051,365,5,71,2,5,80,1395,74,904,287,5,59,2,4,60,188.8,514,212.5,638,220,597,134,307
22019000339,LA,Calcasieu Parish,000339,2471,134,1877,219,7,117,2,7,108,1874,89,1492,141,7,88,2,1,54,228.8,977.3,262.5,1244.5,259,1053,165,634.5
22019000340,LA,Calcasieu Parish,000340,2719,247,1625,561,2,191,1,8,84,2088,192,1295,387,2,147,1,4,60,228,499.8,254,598,242,539,188,362.5
22019000360,LA,Calcasieu Parish,000360,805,40,650,63,4,4,0,2,42,664,27,544,51,4,4,0,1,33,68.9,297.6,82.7,361.3,86.4,297,37.6,234.6
22019000361,LA,Calcasieu Parish,000361,2256,47,340,1789,3,7,0,2,68,1533,23,291,1171,3,7,0,0,38,610.8,103.8,649.9,137.9,590.1,91.3,592.5,82
22019000362,LA,Calcasieu Parish,000362,1695,99,1363,74,4,92,1,5,57,1317,58,1111,47,4,54,0,5,38,108.8,679.4,122.4,881.8,132,779.2,72,377.1
22019000363,LA,Calcasieu Parish,000363,2646,144,2209,93,8,111,2,11,68,2006,85,1719,70,5,75,2,4,46,210.9,1219.6,210.7,1560.1,283.5,1455.9,138.7,642.9
22019000364,LA,Calcasieu Parish,000364,3165,195,1373,1297,8,84,4,38,166,2483,131,1159,997,4,61,2,34,95,593.3,496.7,617.5,562.5,694,469,468.5,458.5
22019000365,LA,Calcasieu Parish,000365,2840,112,2359,79,8,135,2,15,130,2114,71,1783,60,2,101,1,12,84,156.1,981,154,1039.5,204.6,1125.6,109.8,778
22019000366,LA,Calcasieu Parish,000366,1794,171,1150,270,11,84,9,21,78,1384,120,915,191,7,64,8,15,64,144.5,490.2,160,586.5,164,475,109.5,409
22019000367,LA,Calcasieu Parish,000367,2040,101,1630,161,17,35,4,6,86,1509,85,1234,100,14,25,1,5,45,118,585.5,127.5,720.5,116,568,110.5,468
22019000368,LA,Calcasieu Parish,000368,2879,165,2232,221,13,130,0,11,107,2175,110,1727,159,13,92,0,3,71,213,1133.2,228,1403.5,262,1294,149,702
22019000369,LA,Calcasieu Parish,000369,3215,235,2152,537,9,154,2,33,93,2425,150,1705,365,7,112,1,25,60,268.8,817,287,987,271,789,248.5,675
22019000370,LA,Calcasieu Parish,000370,2736,158,1669,748,25,43,0,11,82,2077,104,1343,519,19,31,0,6,55,366.7,655.8,426,801.5,412,622,262,544
22019000372,LA,Calcasieu Parish,000372,2195,110,1750,160,12,82,5,17,59,1667,79,1351,107,8,70,2,11,39,189.8,945.3,203.5,1143,232,981,134,712
22019000400,LA,Calcasieu Parish,000400,3498,299,2856,162,23,14,0,2,142,2648,212,2217,101,14,14,0,0,90,133.6,683.6,134.2,888.2,123.2,469.2,143.5,693.5
22019000401,LA,Calcasieu Parish,000401,2167,120,1575,338,11,19,1,0,103,1551,67,1189,213,9,17,1,0,55,118,449.3,110,577,93,344,151,427
22019000402,LA,Calcasieu Parish,000402,1654,109,1337,99,17,6,0,3,83,1237,77,1028,73,11,0,0,1,47,92.7,470,106.8,602.5,79.4,355.6,92,452
22019000403,LA,Calcasieu Parish,000403,1893,89,1396,280,2,11,2,5,108,1444,67,1089,214,2,9,2,1,60,178,539.3,192.5,667,176,451,165.5,500
22019000404,LA,Calcasieu Parish,000404,3181,273,2538,193,7,33,0,4,133,2345,177,1942,117,6,22,0,3,78,197.3,876.5,211.5,1101.5,223,741,157.5,787
22019000405,LA,Calcasieu Parish,000405,3485,313,2684,255,7,79,1,7,139,2646,215,2093,196,6,63,0,1,72,228.1,1102.8,250.4,1389.5,195.5,1010.2,238.4,908.6
22019000406,LA,Calcasieu Parish,000406,2352,179,1809,213,9,12,2,9,119,1787,136,1403,150,9,12,2,4,71,133.3,557.3,138.5,660.1,111.4,409.7,150,602
22019000407,LA,Calcasieu Parish,000407,1755,84,1437,127,5,24,1,2,75,1323,48,1115,91,5,24,1,0,39,111.5,586.3,122.5,763,113,501,99,495
22019000408,LA,Calcasieu Parish,000408,1725,107,1471,52,9,14,0,6,66,1304,68,1130,47,5,12,0,0,42,131.2,624.2,137,768.5,140,519,116.5,585
22019000440,LA,Calcasieu Parish,000440,2377,139,1694,433,8,19,1,2,81,1803,74,1319,317,7,19,1,2,64,300,833.8,315.5,926.5,302,720,282.5,855
22019000441,LA,Calcasieu Parish,000441,2026,132,1414,388,2,20,0,0,70,1526,79,1071,313,2,16,0,0,45,258.7,600.5,260.4,663,216.9,500,298.8,638.6
22019000461,LA,Calcasieu Parish,000461,1693,103,1307,212,1,8,3,0,59,1259,55,998,163,1,8,3,0,31,229.6,612.3,267.1,559.7,176.6,365.9,245.2,911.3
22019000463,LA,Calcasieu Parish,000463,3218,180,2654,269,7,16,0,6,86,2453,124,2065,194,7,13,0,2,48,189.3,1089.1,185.5,1159.2,174.5,907.9,208,1200.2
22019000464,LA,Calcasieu Parish,000464,2078,54,1828,102,7,14,0,11,62,1602,42,1425,66,7,12,0,6,44,105.2,807.2,112.2,854.2,98.5,675.3,104.8,892.2
22019000465,LA,Calcasieu Parish,000465,947,33,840,25,3,4,0,5,37,706,22,632,19,3,4,0,3,23,42.1,337.4,43.7,364.4,36.6,250.4,46,397.5
22019000467,LA,Calcasieu Parish,000467,3559,227,2622,320,10,224,8,8,140,2605,144,2010,198,6,171,8,3,65,170.3,783.3,163,788,134,569,214,993
22019000468,LA,Calcasieu Parish,000468,1734,85,1557,35,7,9,0,1,40,1340,47,1232,26,6,9,0,1,19,75.5,839,77,901.5,69.4,623.5,80.2,992
22019000469,LA,Calcasieu Parish,000469,1527,50,1394,23,5,3,0,13,39,1090,30,1018,11,3,1,0,8,19,84.8,664.2,95,690,69,482,90.5,820.5
22019000560,LA,Calcasieu Parish,000560,1119,5,1052,27,7,0,0,0,28,898,3,841,23,7,0,0,0,24,70.9,496.3,71.8,439.1,50.4,306.3,90.4,743.5
22019000561,LA,Calcasieu Parish,000561,990,22,898,27,4,1,0,0,38,787,17,720,22,2,1,0,0,25,54.6,470.3,55.2,413.5,37.3,286,71.2,711.5
22019000562,LA,Calcasieu Parish,000562,654,21,598,17,3,0,0,4,11,504,16,457,15,2,0,0,4,10,36.7,259.8,30.5,241.5,16,170,63.5,368
22019000600,LA,Calcasieu Parish,000600,710,21,651,23,6,0,1,0,8,549,16,512,13,3,0,1,0,4,56.5,545.9,43,465.7,64.2,599.6,62.3,572.3
22019000601,LA,Calcasieu Parish,000601,982,23,843,55,7,2,0,0,52,749,19,651,47,5,0,0,0,27,55,474,56,392,52,480,57,550
22019000602,LA,Calcasieu Parish,000602,848,17,698,79,10,3,0,0,41,625,14,517,53,8,3,0,0,30,74.6,452.9,64.3,361.2,75.1,484.7,84.5,512.7
22019000603,LA,Calcasieu Parish,000603,745,25,280,417,3,2,0,0,18,532,19,186,315,0,0,0,0,12,286,128.3,234,113.5,274,147,350,124.5
22019000660,LA,Calcasieu Parish,000660,1868,20,1740,46,5,4,1,2,50,1396,16,1314,34,3,2,1,0,26,69,996.6,79.5,998.8,60.8,710.4,66.8,1280.7
22019000661,LA,Calcasieu Parish,000661,813,15,671,81,8,1,0,1,36,607,11,505,61,7,1,0,1,21,71.2,396.7,74.2,416.8,59.9,335.4,79.4,438
22019000662,LA,Calcasieu Parish,000662,890,17,638,174,16,6,0,1,38,672,11,491,123,9,3,0,1,34,78.7,335.8,92.5,322.5,60,270,83.5,415
22019000663,LA,Calcasieu Parish,000663,652,16,597,3,4,4,0,1,27,466,6,435,2,0,4,0,1,18,20.9,229.3,30.4,238.3,13.1,167.4,19.1,282.3
22019000664,LA,Calcasieu Parish,000664,1782,55,1578,90,7,2,0,1,49,1360,27,1215,78,7,1,0,1,31,92.5,590.9,117.3,755.9,88.6,543.4,71.5,473.3
22019000700,LA,Calcasieu Parish,000700,1007,55,731,156,11,10,0,0,44,748,37,560,114,7,10,0,0,20,100.3,328.2,91,351,92,240,118,393.5
22019000701,LA,Calcasieu Parish,000701,451,39,144,222,5,3,0,7,31,321,22,98,177,3,2,0,7,12,197.5,51,179.5,43,152,44,261,66
22019000702,LA,Calcasieu Parish,000702,1119,110,817,143,0,5,0,3,41,775,53,602,96,0,3,0,3,18,101.3,381.4,95,379,77.6,278.6,131.3,486.5
22019000703,LA,Calcasieu Parish,000703,885,87,593,144,12,8,0,1,40,656,64,455,98,10,8,0,1,20,93.8,284.2,82,285,65,203,134.5,364.5
22019000760,LA,Calcasieu Parish,000760,1095,37,951,47,11,3,0,5,41,815,26,712,44,9,3,0,3,18,63.9,478.7,70.3,477.5,42.7,316,78.8,642.5
22019000761,LA,Calcasieu Parish,000761,928,29,812,31,5,2,0,3,46,687,14,618,23,2,0,0,1,29,55.9,463.7,47,454,39.4,307.5,81.3,629.5
22019000762,LA,Calcasieu Parish,000762,658,18,607,12,3,0,0,0,18,467,6,450,6,1,0,0,0,4,38.3,304.8,38,311,27,193,50,410.5
22019000800,LA,Calcasieu Parish,000800,1879,54,935,786,3,10,3,0,88,1264,27,703,485,2,7,0,0,40,360.3,461.1,298.1,449.8,316.2,407.3,466.6,526.2
22019000801,LA,Calcasieu Parish,000801,1622,34,1199,281,8,9,2,7,82,1189,24,921,175,7,7,0,6,49,171.4,727.5,149.4,730.5,183.2,678.8,181.4,773.3
2201900160E,LA,Calcasieu Parish,00160E,1630,61,1393,86,9,20,0,5,56,1189,43,1021,52,7,19,0,5,42,72.7,538.8,63,532,81,417,74,667.5
2201900160W,LA,Calcasieu Parish,00160W,1381,48,1195,70,6,8,0,5,49,996,30,865,53,5,7,0,5,31,44.5,472.4,39.2,484.8,43.1,399.4,51.1,533
2201900162E,LA,Calcasieu Parish,00162E,3171,146,2598,197,18,41,1,2,168,2246,99,1877,126,13,29,1,2,99,142,909.8,117.9,944,149.7,839.1,158.5,946.3
2201900162W,LA,Calcasieu Parish,00162W,1868,49,1671,68,6,10,0,0,64,1415,37,1293,46,3,3,0,0,33,56.1,614,54.5,621.2,58.6,612.2,55.2,608.5
2201900166E,LA,Calcasieu Parish,00166E,1714,83,1455,81,4,16,0,8,67,1259,49,1098,61,1,8,0,8,34,90.1,530.2,74.6,541.2,91.7,506.8,104.1,542.5
2201900166W,LA,Calcasieu Parish,00166W,2240,83,1750,309,12,21,0,4,61,1632,51,1295,226,6,13,0,3,38,163.5,570.6,142.9,610.2,166.1,456.2,181.5,645.5
2201900309E,LA,Calcasieu Parish,00309E,545,20,63,416,0,21,0,4,21,380,12,51,289,0,13,0,0,15,143.5,22,152.4,23.1,137.8,23.5,140.2,19.4
2201900309W,LA,Calcasieu Parish,00309W,1446,39,100,1219,0,3,1,26,58,1087,18,83,920,0,3,1,21,41,479.7,52.7,556.5,63.5,516,71,366.5,23.5
2201900313E,LA,Calcasieu Parish,00313E,1562,110,609,809,1,7,1,1,24,1444,90,593,740,1,3,0,1,16,154.5,18.9,210.2,20.9,183.7,21.7,69.6,14.1
2201900313W,LA,Calcasieu Parish,00313W,646,20,33,583,0,3,0,0,7,459,14,33,402,0,3,0,0,7,220.1,16,242.5,22.5,243.4,18.1,174.5,7.5
2201900315E,LA,Calcasieu Parish,00315E,1575,42,224,1230,3,6,0,7,63,1184,28,190,915,2,2,0,7,40,555.7,92.7,639,119.5,619,110,409,48.5
2201900315W,LA,Calcasieu Parish,00315W,626,35,428,137,2,9,0,1,14,528,20,377,110,2,9,0,1,9,179,229.7,200.4,294,236.5,235,100,160
2201900316E,LA,Calcasieu Parish,00316E,1705,111,513,974,4,31,0,2,70,1235,87,456,618,4,25,0,2,43,203,121.7,235,161.5,185,117,189,86.5
2201900316W,LA,Calcasieu Parish,00316W,999,104,282,554,5,25,0,6,23,698,68,238,352,1,22,0,4,13,104.2,82,142.8,124.3,97.6,79.4,72.2,42.1
2201900319N,LA,Calcasieu Parish,00319N,672,38,192,411,4,2,0,5,20,523,29,174,297,4,2,0,5,12,105,69.7,98.8,82.5,87.1,65.1,129,61.5
2201900319S,LA,Calcasieu Parish,00319S,867,47,380,391,12,4,1,2,30,645,29,317,272,8,4,1,1,13,108.5,122.8,122.5,162.5,110,101,93,105
2201900320E,LA,Calcasieu Parish,00320E,929,28,129,738,0,17,0,4,13,692,18,119,531,0,10,0,4,10,348,69.2,412,106.5,384,54,248,47
2201900320W,LA,Calcasieu Parish,00320W,1110,61,264,738,0,6,0,4,37,854,28,235,548,0,6,0,4,33,361.9,101.8,371,120.9,393.6,118,321,66.5
2201900332N,LA,Calcasieu Parish,00332N,1632,159,757,524,0,79,7,5,101,1322,127,657,385,0,74,7,1,71,185.7,179.8,203,227.5,191,151,163,161
2201900332S,LA,Calcasieu Parish,00332S,2043,169,922,664,14,162,0,8,104,1700,139,832,506,13,129,0,8,73,232.7,245.3,218,320.5,236,227,244,188.5
2201900371N,LA,Calcasieu Parish,00371N,2226,184,843,1018,4,92,0,13,72,1598,118,702,637,4,75,0,13,49,304.7,264.8,293,280.5,322,264,299,250
2201900371S,LA,Calcasieu Parish,00371S,4257,289,2815,925,29,21,4,14,160,3019,164,2153,584,15,15,3,10,75,313,1019.5,361,1228,321,938,257,892.5
2201900460E,LA,Calcasieu Parish,00460E,931,36,839,26,0,0,0,3,27,685,19,628,14,0,0,0,1,23,40.1,357.3,42.6,373.2,29.9,284.6,47.8,414.2
2201900460W,LA,Calcasieu Parish,00460W,1927,65,1762,45,11,6,0,2,36,1392,33,1307,26,3,4,0,0,19,70.2,708.5,68.8,767.3,66.8,498.8,75,859.5
2201900466E,LA,Calcasieu Parish,00466E,3012,124,2723,67,19,8,0,3,68,2229,88,2011,50,14,8,0,2,56,104.2,1006.9,109,1082.9,88.6,762.3,115,1175.5
2201900466W,LA,Calcasieu Parish,00466W,2155,74,1984,43,8,2,0,8,36,1603,51,1506,22,5,2,0,4,13,101.2,1145.2,112.5,1274.5,102,950,89,1211
2201900860N,LA,Calcasieu Parish,00860N,1905,33,1685,107,12,7,0,8,53,1423,19,1268,75,12,7,0,6,36,116.4,829.5,123.7,890,121.7,592.8,103.8,1005.5
2201900860S,LA,Calcasieu Parish,00860S,2218,77,1753,302,13,17,0,13,43,1639,47,1292,236,9,16,0,12,27,256.2,838.2,251.5,837,215,540,302.1,1137.6
2201900861E,LA,Calcasieu Parish,00861E,2049,141,1285,509,8,4,0,10,92,1435,90,948,332,5,4,0,5,51,253,536.2,253.9,607,193.5,366.8,311.4,634.8
2201900861W,LA,Calcasieu Parish,00861W,1796,92,1030,591,9,6,0,10,58,1324,60,789,423,9,1,0,8,34,268.8,341.2,257,386,256,239,293.5,398.5
220210001-1,LA,Caldwell Parish,0001-1,374,12,273,75,1,0,0,2,11,283,3,206,65,1,0,0,0,8,95.1,118.8,109.2,132.8,94.2,97.3,82,126.2
220210001-2,LA,Caldwell Parish,0001-2,860,12,824,7,1,0,0,0,16,704,9,672,7,1,0,0,0,15,34.3,453.4,49.6,541.6,35.1,384.3,18.2,434.4
220210002-1,LA,Caldwell Parish,0002-1,459,14,392,19,0,20,2,0,12,372,8,319,15,0,20,2,0,8,16.4,204.6,17,236.8,17.6,181.8,14.4,195.1
220210002-2,LA,Caldwell Parish,0002-2,545,26,496,10,0,0,0,1,12,415,23,376,10,0,0,0,0,6,27.4,294.8,45.4,335.4,23.8,255,13,294
220210003-1,LA,Caldwell Parish,0003-1,261,6,248,0,0,0,0,0,7,185,4,174,0,0,0,0,0,7,6.5,105.2,7,125,10,75,2.6,115.6
220210003-2,LA,Caldwell Parish,0003-2,732,7,568,110,5,1,0,0,41,532,7,437,64,2,1,0,0,21,61.3,313.2,77.7,371,59.8,267.5,46.4,301.1
220210003-3,LA,Caldwell Parish,0003-3,345,2,285,47,1,0,0,0,10,262,0,214,40,0,0,0,0,8,49.2,152.3,71,194.5,44,128,32.5,134.5
220210004-1,LA,Caldwell Parish,0004-1,241,7,143,78,0,2,0,0,11,195,5,119,66,0,2,0,0,3,46.5,85,68.2,98.7,63.1,100.7,8.2,55.8
220210004-2,LA,Caldwell Parish,0004-2,811,24,261,487,0,4,0,0,35,572,22,211,324,0,4,0,0,11,226.6,96.5,277.5,123,206,68,196.4,98.4
220210005-1,LA,Caldwell Parish,0005-1,404,11,349,34,2,1,0,1,6,305,7,264,28,2,1,0,0,3,30.6,258.3,44.2,290.9,24.3,191.4,23.2,292.8
220210005-2,LA,Caldwell Parish,0005-2,134,5,114,10,0,0,0,0,5,101,5,86,5,0,0,0,0,5,5.2,58,6.8,60,7.2,55.5,1.6,58.5
220210005-3,LA,Caldwell Parish,0005-3,740,21,620,67,4,2,0,2,24,562,14,495,36,3,2,0,0,12,37.1,258.8,47.7,294.4,33.4,247.4,30.2,234.6
220210006-1,LA,Caldwell Parish,0006-1,489,5,427,35,0,2,0,0,20,381,4,334,25,0,2,0,0,16,24.8,199.3,31.6,220.8,21.3,124.3,21.3,253
220210006-2,LA,Caldwell Parish,0006-2,472,4,455,5,0,0,0,0,8,353,3,341,4,0,0,0,0,5,12.8,281.2,19.5,337.5,6,248,13,258
220210006-3,LA,Caldwell Parish,0006-3,1052,31,524,477,4,8,0,0,8,925,28,439,445,1,8,0,0,4,116.3,164.3,127.5,209.5,123,115,98.5,168.5
220210007-1,LA,Caldwell Parish,0007-1,670,10,598,38,0,0,0,0,24,523,7,467,32,0,0,0,0,17,30.8,301.2,31,315,42.8,261.9,18.6,326.8
220210007-2,LA,Caldwell Parish,0007-2,526,10,505,5,0,0,0,0,6,388,9,374,4,0,0,0,0,1,16.5,246.3,19.5,288.5,22,201,8,249.5
220210007-3,LA,Caldwell Parish,0007-3,431,10,383,18,1,2,1,0,16,341,1,308,16,0,2,1,0,13,18.2,189.7,23.5,203.7,17,146.8,14.2,218.5
22021004-1A,LA,Caldwell Parish,004-1A,99,4,86,6,0,0,0,0,3,79,4,70,3,0,0,0,0,2,23.8,56.7,12.5,56,21,46,38,68
22023000001,LA,Cameron Parish,000001,309,6,297,0,1,1,0,0,4,240,4,234,0,1,1,0,0,0,36.9,266.4,34.6,242.6,26.1,147.8,50,409
22023000002,LA,Cameron Parish,000002,28,2,22,0,1,0,0,0,3,18,2,16,0,0,0,0,0,0,3.8,25.2,4.5,22.5,7,27,0,26
22023000004,LA,Cameron Parish,000004,926,22,879,0,5,1,0,0,19,733,15,701,0,0,1,0,0,16,68.4,591.9,93.7,709.8,75.2,418.9,36.4,647.1
22023000008,LA,Cameron Parish,000008,56,4,45,0,2,2,0,0,3,49,3,41,0,2,2,0,0,1,9.8,51.7,3.5,45.5,14,28,12,81.5
22023000009,LA,Cameron Parish,000009,197,3,190,1,0,0,0,0,3,163,2,157,1,0,0,0,0,3,8.9,147.1,10.6,121,1.1,100.2,15.1,219.9
22023000012,LA,Cameron Parish,000012,173,7,166,0,0,0,0,0,0,148,7,141,0,0,0,0,0,0,16.8,128,26.5,149,24,92,0,143
22023000013,LA,Cameron Parish,000013,362,5,324,25,3,0,0,0,5,287,2,259,22,0,0,0,0,4,19.8,122.9,20.2,144.2,23.7,99.4,15.4,125.2
22023000015,LA,Cameron Parish,000015,287,6,254,14,4,0,1,1,7,244,6,214,12,4,0,1,1,6,29,87.3,25.6,74.8,22,58,39.5,129
22023000017,LA,Cameron Parish,000017,203,13,186,2,0,0,0,0,2,187,12,174,0,0,0,0,0,1,46.5,288.8,46.1,351.8,57.2,268.9,36.2,245.8
2202300005N,LA,Cameron Parish,00005N,737,14,694,11,0,3,0,0,15,564,10,529,11,0,3,0,0,11,33.3,389.7,41,474,36,326,23,369
2202300005S,LA,Cameron Parish,00005S,787,37,694,6,11,3,0,2,34,596,21,539,3,8,3,0,2,20,26.8,402.6,35.7,492.6,29.8,342.6,15,372.5
2202300016A,LA,Cameron Parish,00016A,685,30,627,10,0,0,0,3,15,506,16,477,2,0,0,0,3,8,39.3,413.8,51,510.5,50,383,17,348
2202300016B,LA,Cameron Parish,00016B,684,25,651,0,1,0,0,2,5,493,17,472,0,1,0,0,0,3,33.5,342.2,45,389,37,295,18.5,342.5
2202300016C,LA,Cameron Parish,00016C,183,23,145,2,0,3,0,0,10,130,13,109,0,0,3,0,0,5,11.2,96,10.1,99.8,17.1,68.6,6.6,119.6
220250001-1,LA,Catahoula Parish,0001-1,447,23,339,52,4,2,2,0,25,360,17,283,40,0,2,2,0,16,44.6,230.6,57.9,268.8,39.2,191.6,36.8,231.5
220250001-2,LA,Catahoula Parish,0001-2,389,5,120,251,0,1,0,0,12,247,3,94,138,0,1,0,0,11,67.5,72.1,88,93.4,66,46.4,48.5,76.4
220250001-3,LA,Catahoula Parish,0001-3,8,1,4,0,1,0,0,0,2,4,0,4,0,0,0,0,0,0,0.6,12.9,0.7,16.8,0.2,7.9,0.9,14
220250001-4,LA,Catahoula Parish,0001-4,199,1,178,15,0,0,0,0,5,168,1,154,11,0,0,0,0,2,3.4,92.2,7.1,113.3,1.8,81.8,1.4,81.4
220250002-1,LA,Catahoula Parish,0002-1,366,3,96,251,2,0,0,4,10,293,1,80,199,1,0,0,4,8,164,109.3,184,133.5,171,102,137,92.5
220250002-2,LA,Catahoula Parish,0002-2,539,13,449,62,2,2,0,0,11,433,7,359,56,0,1,0,0,10,50.6,258.6,68.6,313.2,43.9,238.4,39.4,224.2
220250003-1,LA,Catahoula Parish,0003-1,375,9,359,0,0,0,0,0,7,282,7,269,0,0,0,0,0,6,10.6,183,17.5,200.9,7.1,144,7,204.2
220250003-2,LA,Catahoula Parish,0003-2,641,9,607,14,0,1,0,0,10,489,2,467,9,0,1,0,0,10,13.2,376.8,22,443.4,11,291.5,6.4,395.5
220250003-3,LA,Catahoula Parish,0003-3,23,1,19,0,0,0,0,0,3,17,1,13,0,0,0,0,0,3,0,3.4,0,4.2,0,2.5,0,3.5
220250003-4,LA,Catahoula Parish,0003-4,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0.5,20,1.5,24,0,22,0,14
220250004-1,LA,Catahoula Parish,0004-1,277,18,198,57,0,1,0,0,3,218,17,156,43,0,1,0,0,1,50.5,103.3,58.5,105,54,96,39,109
220250004-2,LA,Catahoula Parish,0004-2,1030,472,500,39,2,8,1,0,8,897,466,382,34,0,8,0,0,7,19.4,223.1,29.6,244.8,14.5,218.4,14.1,206
220250005-1,LA,Catahoula Parish,0005-1,1054,5,1007,12,2,0,1,0,27,796,3,765,10,2,0,1,0,15,25.3,516,34.5,615,27,407,14.5,526
220250006-1,LA,Catahoula Parish,0006-1,685,16,562,76,8,5,1,0,17,543,9,446,61,8,4,1,0,14,31.5,321.9,53,358.1,26.9,238,14.6,369.6
220250006-2,LA,Catahoula Parish,0006-2,122,2,103,9,0,2,0,0,6,98,2,86,8,0,0,0,0,2,7.9,61.7,7.6,68.9,7.2,57.1,8.8,59.2
220250006-3,LA,Catahoula Parish,0006-3,104,0,70,29,0,0,0,2,3,87,0,60,23,0,0,0,2,2,20,81,21,97.2,14.3,55.4,24.6,90.3
220250006-5,LA,Catahoula Parish,0006-5,93,2,43,45,0,0,0,0,3,66,0,40,24,0,0,0,0,2,16.8,30,20,43,14,28,16.5,19
220250007-1,LA,Catahoula Parish,0007-1,642,4,47,581,0,0,0,1,9,477,1,33,434,0,0,0,1,8,402.7,26.3,444,19,400,47,364,13
220250007-3,LA,Catahoula Parish,0007-3,242,6,77,148,2,0,0,0,9,182,3,64,108,0,0,0,0,7,47.2,53.8,47,71.5,52,51,42.5,39
220250007-5,LA,Catahoula Parish,0007-5,65,3,8,54,0,0,0,0,0,46,0,5,41,0,0,0,0,0,53.7,4.5,61,6,54,5,46,2.5
220250008-1,LA,Catahoula Parish,0008-1,698,11,193,476,2,2,1,2,11,521,8,163,337,1,2,1,2,7,217.5,125.8,244,144.5,205,111,203.5,122
220250009-1,LA,Catahoula Parish,0009-1,172,0,171,0,0,0,0,0,1,135,0,134,0,0,0,0,0,1,3.3,51.8,4,50.9,4.8,40.4,1.2,64
220250009-2,LA,Catahoula Parish,0009-2,284,3,229,46,1,0,0,0,5,225,3,179,40,0,0,0,0,3,40.7,199.7,48.4,218.8,29.9,159.3,43.9,221.1
220250009-3,LA,Catahoula Parish,0009-3,212,7,178,12,6,1,0,0,8,170,7,142,8,6,1,0,0,6,21.6,156.4,25.4,176.9,19.2,118.1,20.1,174.2
220250009-4,LA,Catahoula Parish,0009-4,232,0,174,46,2,1,0,1,8,190,0,146,42,0,1,0,1,0,37.4,104,46.9,142.4,36.6,72.8,28.8,96.9
22027000001,LA,Claiborne Parish,000001,985,10,552,387,2,2,0,3,29,794,7,465,293,2,2,0,0,25,198.8,479.3,245,552,137,388,214.5,498
22027000003,LA,Claiborne Parish,000003,636,7,472,125,1,0,0,2,29,517,4,387,110,1,0,0,0,15,50,262,62.4,301,42,256.5,45.5,228.5
22027000005,LA,Claiborne Parish,000005,695,26,347,296,0,1,0,0,25,555,15,284,235,0,0,0,0,21,190.9,310.1,237.2,364,144.9,285.2,190.5,281.1
22027000007,LA,Claiborne Parish,000007,1209,19,848,301,1,6,0,7,27,970,14,723,215,1,2,0,0,15,165.6,616.8,204.8,709.9,103.6,482.4,188.3,658.2
22027000008,LA,Claiborne Parish,000008,742,17,250,433,6,8,0,0,28,569,12,196,328,3,8,0,0,22,210.5,127.4,247.4,150.2,193.5,119.9,190.5,112
22027000010,LA,Claiborne Parish,000010,234,1,44,186,1,0,0,0,2,166,1,23,139,1,0,0,0,2,136.2,28.9,167.1,36.9,105.4,25.2,136,24.5
22027000011,LA,Claiborne Parish,000011,253,3,118,118,3,1,0,1,9,217,2,96,106,3,1,0,0,9,80,105.8,86,120,62,78,92,119.5
22027000021,LA,Claiborne Parish,000021,118,2,108,5,0,0,0,0,3,99,2,90,5,0,0,0,0,2,5.5,57,8,61.5,6,46,2.5,63.5
