GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_ben,uss_16_rep_gle,gov_18_dem_pol,gov_18_rep_sta,atg_18_dem_wei,atg_18_rep_bra,sos_18_dem_gri,sos_18_rep_wil,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_hic,uss_20_rep_gar,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
08001001184,CO,Adams County,001184,688,209,414,16,4,19,0,0,26,500,126,320,16,3,19,0,0,16,70.7,128.1,70.7,127.2,68,103.3,58.3,111.3,63.6,104.2,117.5,147.5,117.5,148.4,127.6,70.7,106.3,63.3,147.9,117.5,124.3,80.9
08001001185,CO,Adams County,001185,818,243,537,3,1,3,1,2,28,575,164,391,0,1,1,0,2,16,168.3,289.9,192.3,266.8,183,263.7,169.7,270.7,170.4,267.8,248.5,350.5,235.5,367.6,278.4,180.3,267.4,174.4,359.1,242,296.7,195.4
08001001186,CO,Adams County,001186,2974,1568,1260,26,13,28,1,7,71,2096,1003,996,18,12,24,0,5,38,410,518,420,484,376,472,380,473,400,456,512,612,502,609,501,415,467,385.3,610.5,507,517.7,428.6
08001001187,CO,Adams County,001187,2393,1118,1110,17,9,39,10,16,74,1818,742,942,14,8,39,8,8,57,404,419,423,390,337,348,307,374,337,349,430,464,417,469,404.5,413.5,357,327,466.5,423.5,401.9,379.3
08001001188,CO,Adams County,001188,1286,440,738,12,5,35,4,7,45,961,291,592,9,4,21,0,7,37,233,395,252,372,235,399,240,385,254,373,305,422,294,433,383.5,242.5,385.7,243,427.5,299.5,397,259
08001001189,CO,Adams County,001189,1122,281,758,9,2,19,1,3,49,896,208,616,9,2,15,1,3,42,252,394,278,366,240,385,220,391,245,365,290,421,293,423,380,265,380.3,235,422,291.5,392.1,259.7
08001001190,CO,Adams County,001190,2061,860,1036,19,7,35,7,15,82,1566,560,873,12,6,30,7,8,70,381,539,438,493,377,464,364,468,398,439,432,594,435,583,516,409.5,457,379.7,588.5,433.5,511.4,403.6
08001001191,CO,Adams County,001191,3133,1633,1272,27,16,27,8,38,112,2390,1145,1076,26,14,24,4,22,79,571.4,509,570.9,488.2,510.2,419.6,487.1,424.5,530.1,393.8,679.5,615.9,667.4,600.7,498.6,571.1,412.6,509.1,608.3,673.4,493.1,573.8
08001001192,CO,Adams County,001192,2011,1189,714,9,17,15,8,8,51,1485,818,591,9,11,11,8,6,31,294.7,256.5,319.6,228.3,276.4,185.9,273.9,185.1,290.5,173.5,376,255.7,359.4,268.1,242.4,307.1,181.5,280.3,261.9,367.7,221.9,312.9
08001001193,CO,Adams County,001193,2593,1233,1139,50,8,45,4,13,101,1788,762,872,38,3,38,3,8,64,238.8,278.7,256.1,264.6,240.2,210.1,225.8,217.8,249.3,203,340.2,299.5,337.4,299.7,271.6,247.5,210.3,238.5,299.6,338.8,253.3,269.7
08001001194,CO,Adams County,001194,1030,406,542,17,13,26,6,0,20,747,253,436,9,8,18,6,0,17,105.7,213.2,124.8,189.1,113.2,167.6,101.1,178.7,114.2,174.5,173.7,226,165.7,230.1,201.1,115.2,173.6,109.5,228.1,169.7,197,128.3
08001001195,CO,Adams County,001195,726,176,471,11,2,29,2,3,32,557,109,395,8,2,20,0,3,20,124.7,160,133,152.6,166.5,188.9,152.6,200,160,187,202.8,225.2,197.2,231.7,156.3,128.9,192,159.7,228.4,200,192.2,162.4
08001001196,CO,Adams County,001196,457,237,180,7,6,10,1,0,16,268,139,104,7,6,8,0,0,4,36,41,34,41,22,21,27,22,29,19,89,82,86,82,41,35,20.7,26,82,87.5,44,46.1
08001001197,CO,Adams County,001197,719,217,415,11,4,36,1,1,34,591,168,358,7,4,30,0,1,23,21.5,42.5,25.2,39.9,69,91,66.1,93.7,71.7,89.8,162.6,174.9,154.2,186.4,41.2,23.4,91.5,68.9,180.7,158.4,102.6,81.5
08001001198,CO,Adams County,001198,1145,378,658,8,13,38,0,4,46,909,255,583,7,6,33,0,4,21,165.5,353.2,203.6,311.2,171.4,314.9,154.8,323.7,182.1,301.3,282.1,453.8,250.9,473.3,332.2,184.5,313.3,169.4,463.6,266.5,361.6,201.5
08001001199,CO,Adams County,001199,1657,503,887,66,1,91,1,10,98,1160,315,673,50,0,64,0,10,48,199.6,339.3,211.6,331.3,212.4,279.4,193.5,296.3,202.5,290.3,345.9,408.2,334,413.2,335.3,205.6,288.7,202.8,410.7,339.9,336.9,242.8
08001001200,CO,Adams County,001200,186,46,124,4,0,7,0,0,5,136,19,105,2,0,6,0,0,4,21.9,86.7,26.9,85.7,17,84.7,17,81.8,17.9,77.8,25.9,83.7,22.9,90.7,86.2,24.4,81.4,17.3,87.2,24.4,84.5,21.4
08001001201,CO,Adams County,001201,721,221,404,31,0,23,0,1,41,495,125,307,21,0,14,0,1,27,95,116.1,94,114.1,93,105.1,92,105.1,99,99.1,224,211.1,208,219.1,115.1,94.5,103.1,94.7,215.1,216,138.5,129.3
08001001202,CO,Adams County,001202,1187,377,643,16,5,91,0,1,54,865,260,479,16,5,71,0,1,33,148,172.1,151,167.1,164,186.1,154,188.1,163,176.1,286,295.1,282,300.1,169.6,149.5,183.4,160.4,297.6,284,212.1,192.6
08001001203,CO,Adams County,001203,920,250,542,28,8,66,0,1,25,749,177,480,21,8,50,0,1,12,135,137.1,132,145.1,176,211.1,169,216.1,185,207.1,296,335.1,287,345.1,141.1,133.5,211.4,176.7,340.1,291.5,228.1,197.2
08001001204,CO,Adams County,001204,1369,532,694,41,2,46,4,6,44,937,329,506,27,2,34,4,4,31,272.6,302.6,271.8,300.4,253.6,224.4,248,224.7,269.6,196.1,361.9,311.7,362.6,310.1,301.5,272.2,215.1,257.1,310.9,362.3,267.1,291.5
08001001205,CO,Adams County,001205,2446,935,1246,59,3,103,1,2,97,1680,613,904,43,3,75,1,2,39,476.5,515.4,478.5,478.6,475.5,418.9,448.7,418.9,482.5,389,614.8,566.1,582,589,497,477.5,408.9,468.9,577.6,598.4,482.3,508.4
08001001206,CO,Adams County,001206,2457,1059,1143,38,7,101,6,12,91,1746,694,889,21,7,62,3,12,58,463.7,511.9,498.7,441.7,441.7,425.4,450.5,424.4,463.7,402.2,616.5,622.2,605.3,620.3,476.8,481.2,417.3,452,621.3,610.9,492.6,505.7
08001001207,CO,Adams County,001207,1257,455,673,21,1,65,1,8,33,892,280,508,18,1,54,1,8,22,253.3,234.3,277,213.4,253.3,194.5,242.8,199.2,254.2,188.8,334.9,275.1,329.2,281.8,223.9,265.1,194.2,250.1,278.4,332,226.7,277.8
08001001208,CO,Adams County,001208,1377,813,422,61,2,26,0,7,46,947,523,329,47,2,19,0,4,23,260.2,163.7,242.2,152.4,205.4,116,207.4,121.9,218.5,104.9,309.2,197,307.1,199.9,158.1,251.2,114.3,210.4,198.4,308.1,150.8,250
08001001209,CO,Adams County,001209,2145,814,912,181,16,137,7,20,58,1446,508,684,105,12,89,1,12,35,324.4,233.1,300.4,236.7,268.1,208,251.1,212.9,259.3,219.8,511.9,343.5,499.7,344.3,234.9,312.4,213.6,259.5,343.9,505.8,256.9,345
