GEOID20,state,county,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_rin,uss_18_rep_bra,gov_18_dem_mil,gov_18_rep_moo,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
230190090001049,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002000,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,2,19,13,20,16,29,12,32,25,14,19.5,7.5,30.5,14,25,11.4
230190090002001,ME,Penobscot County,16,0,15,0,0,0,0,0,1,12,0,12,0,0,0,0,0,0,13,22,2,16,11,18,14,25,10,28,22,13,17,6.5,26.5,12,21.8,10
230190090002002,ME,Penobscot County,471,0,466,1,0,1,0,1,2,374,0,371,1,0,1,0,1,0,39,69,6,51,35,55,44,79,32,88,69,39,53,20.5,83.5,38,68.4,31.2
230190090002003,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002004,ME,Penobscot County,169,1,164,0,0,0,0,0,4,147,1,142,0,0,0,0,0,4,2,4,0,3,2,3,2,4,2,5,4,2,3,1,4.5,2,3.8,1.6
230190090002005,ME,Penobscot County,154,1,152,0,0,0,0,0,1,141,1,139,0,0,0,0,0,1,15,26,2,19,13,21,17,30,12,34,26,15,20,7.5,32,14.5,26,11.8
230190090002006,ME,Penobscot County,30,0,28,0,0,0,0,0,2,18,0,18,0,0,0,0,0,0,3,5,0,4,3,4,3,6,2,7,5,3,4,1.5,6.5,2.5,5.2,2.2
230190090002007,ME,Penobscot County,48,2,43,0,0,0,0,0,3,42,2,37,0,0,0,0,0,3,1,2,0,2,1,2,1,2,1,3,2,1,2,0.5,2.5,1,2.2,0.8
230190090002008,ME,Penobscot County,148,0,144,1,2,0,0,0,1,128,0,125,1,2,0,0,0,0,8,14,1,11,7,12,9,17,7,18,14,8,11.5,4,17.5,8,14.4,6.4
230190090002009,ME,Penobscot County,7,4,1,0,0,0,0,0,2,4,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002010,ME,Penobscot County,11,0,4,0,0,0,0,0,7,11,0,4,0,0,0,0,0,7,58,102,10,75,52,82,66,117,48,130,102,58,78.5,31,123.5,57,101.2,46.8
230190090002011,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002012,ME,Penobscot County,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,5,0,4,3,4,3,6,2,7,5,3,4,1.5,6.5,2.5,5.2,2.2
230190090002013,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002014,ME,Penobscot County,107,0,106,0,0,0,0,0,1,78,0,77,0,0,0,0,0,1,4,7,1,5,3,5,4,8,3,8,7,4,5,2,8,3.5,6.6,3
230190090002015,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,1,11,8,12,9,17,7,19,15,8,11.5,4.5,18,8,14.8,6.6
230190090002016,ME,Penobscot County,24,0,19,1,0,0,0,3,1,15,0,11,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002017,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002018,ME,Penobscot County,87,4,79,0,0,1,0,0,3,76,4,68,0,0,1,0,0,3,29,51,5,38,26,41,33,59,24,66,51,29,39.5,15.5,62.5,28.5,51,23.4
230190090002019,ME,Penobscot County,19,0,19,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090002020,ME,Penobscot County,31,3,22,0,0,0,0,0,6,20,0,18,0,0,0,0,0,2,8,15,1,11,8,12,9,17,7,19,15,8,11.5,4.5,18,8,14.8,6.6
230190090003000,ME,Penobscot County,21,1,16,0,0,0,0,0,4,20,1,15,0,0,0,0,0,4,27,47,4,35,24,38,30,54,22,60,47,27,36.5,14,57,26,46.8,21.4
230190090003001,ME,Penobscot County,10,0,7,0,2,0,0,0,1,10,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003002,ME,Penobscot County,35,0,28,0,5,0,0,0,2,33,0,28,0,4,0,0,0,1,9,16,2,12,8,13,11,19,8,21,16,9,12.5,5,20,9.5,16.2,7.6
230190090003003,ME,Penobscot County,93,0,87,5,0,0,0,0,1,81,0,77,4,0,0,0,0,0,34,59,6,44,30,47,38,68,28,75,59,34,45.5,18,71.5,33,58.6,27.2
230190090003004,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,7,5,8,6,11,4,12,9,5,7.5,3,11.5,5,9.4,4.2
230190090003005,ME,Penobscot County,390,4,363,1,2,2,0,4,14,315,4,293,1,2,2,0,4,9,28,49,5,37,25,40,32,57,23,63,49,28,38.5,15,60,27.5,49.2,22.6
230190090003006,ME,Penobscot County,39,0,33,0,0,0,0,0,6,36,0,31,0,0,0,0,0,5,10,18,2,13,9,14,12,21,8,23,18,10,13.5,5.5,22,10,17.8,8.2
230190090003007,ME,Penobscot County,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003008,ME,Penobscot County,91,4,79,0,1,0,2,0,5,78,3,67,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003009,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003010,ME,Penobscot County,31,0,25,2,0,0,0,0,4,31,0,25,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003011,ME,Penobscot County,143,0,128,0,0,2,0,0,13,110,0,100,0,0,2,0,0,8,22,38,4,28,19,30,24,43,18,48,38,22,29,11.5,45.5,21,37.4,17.4
230190090003012,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090003013,ME,Penobscot County,11,0,8,0,0,1,0,0,2,9,0,7,0,0,1,0,0,1,26,46,4,34,24,37,30,53,22,59,46,26,35.5,14,56,26,45.8,21.2
230190090003014,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,62,6,46,32,50,40,71,29,79,62,35,48,19,75,34.5,61.6,28.4
230190090003015,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,2,19,13,21,17,30,12,34,26,15,20,7.5,32,14.5,26,11.8
230190090003016,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,3,23,16,24,20,35,14,39,30,17,23.5,9.5,37,17,30.2,14
230190090003017,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,2,17,12,19,15,27,11,29,23,13,18,7,28,13,23,10.6
230190090004000,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,2,14,11,17,15,21,11,23,19,12,15.5,6.5,22,13,18.8,10.2
230190090004001,ME,Penobscot County,277,1,273,0,0,2,0,0,1,221,0,219,0,0,2,0,0,0,43,66,6,49,39,59,52,71,39,80,66,43,54,22.5,75.5,45.5,65,35.8
230190090004002,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090004003,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,79,7,59,47,70,62,85,46,96,79,51,64.5,27,90.5,54,77.8,42.6
230190090004004,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090004005,ME,Penobscot County,202,0,199,0,2,1,0,0,0,154,0,151,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090004006,ME,Penobscot County,312,2,300,0,6,0,0,0,4,258,2,246,0,6,0,0,0,4,2,3,0,2,2,3,3,3,2,4,3,2,2.5,1,3.5,2.5,3,1.8
230190090004007,ME,Penobscot County,69,1,61,0,1,0,0,0,6,61,1,53,0,1,0,0,0,6,20,31,3,23,18,27,24,33,18,37,31,20,25,10.5,35,21,30.2,16.6
230190090004008,ME,Penobscot County,18,0,16,0,0,0,0,2,0,18,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090004009,ME,Penobscot County,26,0,23,0,0,0,0,0,3,20,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090004010,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005000,ME,Penobscot County,80,7,72,0,0,0,0,1,0,60,3,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005001,ME,Penobscot County,13,2,9,0,0,0,0,0,2,13,2,9,0,0,0,0,0,2,40,61,5,46,36,54,48,66,36,74,61,40,50,20.5,70,42,60.2,33
230190090005002,ME,Penobscot County,171,4,161,0,2,0,0,0,4,149,4,140,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005003,ME,Penobscot County,220,8,206,0,0,0,0,0,6,167,4,157,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005004,ME,Penobscot County,38,1,35,0,0,0,0,0,2,32,1,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005005,ME,Penobscot County,31,5,23,0,0,0,0,0,3,30,4,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090005006,ME,Penobscot County,265,3,253,1,1,0,0,0,7,235,1,227,0,1,0,0,0,6,218,339,28,252,201,300,265,362,199,410,339,218,276,114.5,386,232,332.6,182.2
230190090005007,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,2,1,2,2,1,1,0.5,2,1,1.6,0.8
230190090005008,ME,Penobscot County,13,2,8,1,0,0,0,2,0,12,2,7,1,0,0,0,2,0,11,18,1,13,11,16,14,19,10,21,18,11,14.5,6,20,12,17.4,9.4
230190090005009,ME,Penobscot County,13,0,12,0,0,0,0,0,1,13,0,12,0,0,0,0,0,1,5,8,1,6,5,7,6,9,5,10,8,5,6.5,3,9.5,5.5,8,4.4
230190090005010,ME,Penobscot County,43,2,34,0,0,0,0,0,7,28,2,26,0,0,0,0,0,0,2,3,0,2,2,3,3,3,2,4,3,2,2.5,1,3.5,2.5,3,1.8
230190090005011,ME,Penobscot County,26,1,24,0,0,0,0,0,1,22,0,21,0,0,0,0,0,1,2,3,0,2,2,3,3,3,2,4,3,2,2.5,1,3.5,2.5,3,1.8
230190090005012,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006000,ME,Penobscot County,707,11,676,5,0,4,0,1,10,563,11,534,4,0,4,0,1,9,6,10,1,7,6,9,8,10,6,12,10,6,8,3.5,11,7,9.6,5.4
230190090006001,ME,Penobscot County,9,0,8,0,0,0,1,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006002,ME,Penobscot County,217,1,203,3,0,1,0,0,9,180,1,166,3,0,1,0,0,9,5,8,1,6,5,7,6,9,5,10,8,5,6.5,3,9.5,5.5,8,4.4
230190090006003,ME,Penobscot County,25,0,23,0,0,0,0,0,2,16,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006004,ME,Penobscot County,21,0,17,1,0,0,0,0,3,18,0,17,1,0,0,0,0,0,27,42,4,31,25,37,33,45,25,51,42,27,34,14.5,48,29,41.2,22.8
230190090006005,ME,Penobscot County,21,1,18,0,2,0,0,0,0,20,1,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006006,ME,Penobscot County,36,2,33,0,0,1,0,0,0,33,2,30,0,0,1,0,0,0,51,79,7,59,47,70,62,85,46,96,79,51,64.5,27,90.5,54,77.8,42.6
230190090006007,ME,Penobscot County,41,2,34,0,0,0,0,0,5,32,2,25,0,0,0,0,0,5,30,47,4,35,28,41,37,50,27,57,47,30,38,16,53.5,32,46,25.2
230190090006008,ME,Penobscot County,21,1,19,0,0,0,0,0,1,16,1,14,0,0,0,0,0,1,96,148,12,110,88,131,116,159,87,180,148,96,120.5,50,169.5,101.5,145.6,79.8
230190090006009,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,63,5,47,37,56,49,67,37,76,63,41,51.5,21,71.5,43,61.8,33.8
230190090006010,ME,Penobscot County,249,0,244,1,0,0,0,0,4,212,0,208,0,0,0,0,0,4,19,29,2,22,17,26,23,31,17,35,29,19,24,9.5,33,20,28.6,15.6
230190090006011,ME,Penobscot County,32,2,28,0,1,0,0,0,1,23,2,19,0,1,0,0,0,1,11,18,1,13,11,16,14,19,10,21,18,11,14.5,6,20,12,17.4,9.4
230190090006012,ME,Penobscot County,57,0,52,0,0,0,0,0,5,49,0,45,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006013,ME,Penobscot County,24,3,17,0,4,0,0,0,0,24,3,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190090006014,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,48,4,36,29,43,38,52,28,59,48,31,39.5,16.5,55.5,33,47.6,26
230190100001000,ME,Penobscot County,14,1,10,0,0,2,0,0,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001001,ME,Penobscot County,254,0,239,4,0,5,0,0,6,213,0,200,4,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001002,ME,Penobscot County,94,4,88,0,0,0,0,0,2,71,4,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001003,ME,Penobscot County,392,5,367,0,0,3,0,0,17,302,5,285,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001004,ME,Penobscot County,665,1,648,2,0,4,0,1,9,507,1,497,0,0,0,0,1,8,2,3,0,2,1,2,2,3,2,4,3,2,2,0.5,3.5,2,2.8,1.4
230190100001005,ME,Penobscot County,34,0,30,0,0,0,0,0,4,28,0,24,0,0,0,0,0,4,1,2,0,1,1,1,1,2,1,2,2,1,1,0.5,2,1,1.6,0.8
230190100001006,ME,Penobscot County,372,1,353,0,0,8,0,0,10,304,1,289,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001007,ME,Penobscot County,31,0,26,0,0,0,0,0,5,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001008,ME,Penobscot County,104,0,89,0,0,0,0,0,15,65,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001009,ME,Penobscot County,75,3,65,0,0,0,0,0,7,62,0,58,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001010,ME,Penobscot County,41,0,36,0,0,0,0,0,5,37,0,32,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100001011,ME,Penobscot County,201,3,194,0,1,0,0,2,1,163,2,158,0,0,0,0,2,1,11,21,2,15,10,16,14,24,11,27,21,11,15.5,6,25.5,12.5,20.6,9.6
230190100002000,ME,Penobscot County,209,0,199,0,3,0,0,1,6,164,0,156,0,3,0,0,1,4,29,58,5,40,27,45,39,65,29,72,58,29,42.5,16,68.5,34,56,25.8
230190100002001,ME,Penobscot County,160,1,152,1,3,0,0,0,3,118,0,112,1,3,0,0,0,2,1,2,0,1,1,1,1,2,1,2,2,1,1,0.5,2,1,1.6,0.8
230190100002002,ME,Penobscot County,70,4,60,0,0,0,0,0,6,50,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002003,ME,Penobscot County,145,5,131,0,0,2,0,0,7,101,5,92,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002004,ME,Penobscot County,23,2,16,0,0,0,0,0,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002005,ME,Penobscot County,72,10,52,0,3,3,0,2,2,50,6,41,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002006,ME,Penobscot County,624,1,612,0,4,0,0,0,7,450,1,440,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002007,ME,Penobscot County,89,0,84,0,0,2,0,0,3,71,0,68,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002008,ME,Penobscot County,85,2,80,0,1,0,0,0,2,66,0,64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002009,ME,Penobscot County,41,0,35,0,2,1,0,1,2,33,0,30,0,0,1,0,1,1,9,17,2,12,8,13,11,19,8,21,17,9,12.5,5,20,9.5,16.4,7.6
230190100002010,ME,Penobscot County,87,0,87,0,0,0,0,0,0,72,0,72,0,0,0,0,0,0,327,641,59,443,302,497,431,717,322,800,641,327,470,180.5,758.5,376.5,619.6,288.2
230190100002011,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002012,ME,Penobscot County,248,3,235,0,0,0,0,0,10,195,3,186,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002013,ME,Penobscot County,206,1,193,2,0,0,0,7,3,153,1,149,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002014,ME,Penobscot County,56,0,56,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,12,23,2,16,11,18,15,25,11,28,23,12,17,6.5,26.5,13,22,10.2
230190100002015,ME,Penobscot County,349,6,337,0,1,1,0,0,4,258,4,250,0,1,0,0,0,3,7,14,1,9,6,11,9,15,7,17,14,7,10,3.5,16,8,13.2,6
230190100002016,ME,Penobscot County,14,5,8,0,0,0,0,0,1,14,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002017,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,6,4,7,6,10,5,11,9,5,6.5,2.5,10.5,5.5,8.6,4.2
230190100002018,ME,Penobscot County,49,0,46,0,0,0,0,0,3,36,0,34,0,0,0,0,0,2,158,310,29,214,146,240,208,347,156,387,310,158,227,87.5,367,182,299.6,139.4
230190100002019,ME,Penobscot County,73,4,53,4,0,0,0,0,12,56,1,47,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002020,ME,Penobscot County,58,1,51,4,0,0,0,0,2,38,1,37,0,0,0,0,0,0,5,9,1,6,4,7,6,10,5,11,9,5,6.5,2.5,10.5,5.5,8.6,4.2
230190100002021,ME,Penobscot County,35,2,31,0,1,0,0,0,1,28,2,24,0,1,0,0,0,1,57,112,10,78,53,87,76,126,56,140,112,57,82.5,31.5,133,66,108.6,50.4
230190100002022,ME,Penobscot County,136,2,126,5,0,0,0,0,3,109,0,103,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002023,ME,Penobscot County,7,1,4,1,0,0,0,0,1,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002024,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002025,ME,Penobscot County,40,0,33,1,0,0,0,0,6,22,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002026,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002027,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002028,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002029,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100002030,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,59,5,41,28,46,40,66,30,74,59,30,43.5,16.5,70,35,57.2,26.6
230190100003000,ME,Penobscot County,223,0,204,8,7,0,0,0,4,201,0,182,8,7,0,0,0,4,2,3,0,2,1,2,2,3,2,4,3,2,2,0.5,3.5,2,2.8,1.4
230190100003001,ME,Penobscot County,165,4,156,0,1,0,0,0,4,125,0,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003002,ME,Penobscot County,16,1,2,2,0,0,0,1,10,9,1,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003003,ME,Penobscot County,111,0,104,0,0,1,0,0,6,79,0,72,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003004,ME,Penobscot County,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,5,9,1,6,4,7,6,10,5,11,9,5,6.5,2.5,10.5,5.5,8.6,4.2
230190100003005,ME,Penobscot County,35,1,30,0,1,0,0,1,2,32,0,30,0,0,0,0,1,1,21,41,4,28,19,32,28,46,21,51,41,21,30,11.5,48.5,24.5,39.6,18.6
230190100003006,ME,Penobscot County,285,1,274,0,0,4,0,2,4,232,0,224,0,0,4,0,1,3,67,132,12,91,62,102,89,148,66,165,132,67,96.5,37,156.5,77.5,127.6,59.2
230190100003007,ME,Penobscot County,13,0,12,0,1,0,0,0,0,12,0,11,0,1,0,0,0,0,4,8,1,5,4,6,5,8,4,9,8,4,5.5,2.5,8.5,4.5,7.2,3.6
230190100003008,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,4,3,5,4,7,3,8,6,3,4.5,2,7.5,3.5,6,2.8
230190100003009,ME,Penobscot County,16,0,6,7,0,0,0,0,3,14,0,6,5,0,0,0,0,3,2,3,0,2,1,2,2,3,2,4,3,2,2,0.5,3.5,2,2.8,1.4
230190100003010,ME,Penobscot County,28,0,26,0,0,2,0,0,0,23,0,22,0,0,1,0,0,0,81,158,15,109,75,122,106,177,79,197,158,81,115.5,45,187,92.5,152.6,71.2
230190100003011,ME,Penobscot County,10,0,5,2,2,0,0,0,1,5,0,2,0,2,0,0,0,1,15,29,3,20,14,22,19,32,15,36,29,15,21,8.5,34,17,27.8,13.2
230190100003012,ME,Penobscot County,45,0,43,0,0,0,0,0,2,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003013,ME,Penobscot County,157,1,147,0,0,0,0,3,6,110,1,109,0,0,0,0,0,0,40,77,7,54,37,60,52,87,39,97,77,40,57,22,92,45.5,75,35
230190100003014,ME,Penobscot County,169,0,161,0,0,0,0,0,8,126,0,121,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003015,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,6,4,7,6,10,5,11,9,5,6.5,2.5,10.5,5.5,8.6,4.2
230190100003016,ME,Penobscot County,10,0,6,0,0,1,0,0,3,10,0,6,0,0,1,0,0,3,26,50,5,35,24,39,34,56,25,63,50,26,37,14.5,59.5,29.5,48.6,22.8
230190100003017,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,4,29,20,33,29,48,21,53,43,22,31,12,50.5,25,41.2,19.2
230190100003018,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190100003019,ME,Penobscot County,22,3,17,0,0,0,0,0,2,14,0,12,0,0,0,0,0,2,2,3,0,2,1,2,2,3,2,4,3,2,2,0.5,3.5,2,2.8,1.4
230190100003020,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,325,30,225,153,252,218,364,163,406,325,166,238.5,91.5,385,190.5,314.4,146
230190100003021,ME,Penobscot County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190110001000,ME,Penobscot County,61,0,57,0,0,0,0,0,4,56,0,52,0,0,0,0,0,4,44,96,8,67,41,74,53,112,40,119,96,44,70.5,24.5,115.5,46.5,93.6,37.2
230190110001001,ME,Penobscot County,3,0,2,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,7,15,1,10,6,11,8,17,6,18,15,7,10.5,3.5,17.5,7,14.2,5.6
230190110001002,ME,Penobscot County,15,3,12,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190110001003,ME,Penobscot County,37,0,28,0,0,0,0,0,9,28,0,19,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230190110001004,ME,Penobscot County,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
