GEOID20,state,county,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_rin,uss_18_rep_bra,gov_18_dem_mil,gov_18_rep_moo,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
230050001002006,ME,Cumberland County,128,1,117,7,0,3,0,0,0,112,1,104,4,0,3,0,0,0,24,3,6,2,23,3,25,3,20,4,3,24,2.5,14.5,3.5,22.5,3,19.6
230050001002007,ME,Cumberland County,90,2,81,0,0,0,0,1,6,89,2,80,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050001002008,ME,Cumberland County,59,0,48,7,0,0,0,2,2,57,0,46,7,0,0,0,2,2,45,6,12,4,43,5,47,6,38,8,6,45,4.5,27.5,7,42.5,5.8,37
230050001003000,ME,Cumberland County,76,4,62,0,2,4,0,3,1,70,4,56,0,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050001003001,ME,Cumberland County,50,0,49,0,0,0,0,1,0,47,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050001003002,ME,Cumberland County,70,0,62,0,0,0,0,0,8,69,0,62,0,0,0,0,0,7,48,6,13,4,45,5,50,6,40,8,6,48,4.5,29,7,45,5.8,39.2
230050001003003,ME,Cumberland County,274,5,185,65,0,3,0,0,16,229,5,170,38,0,3,0,0,13,67,9,18,6,63,8,70,8,56,12,9,67,7,40.5,10,63,8.6,54.8
230050001003004,ME,Cumberland County,166,1,153,0,0,9,0,1,2,150,1,139,0,0,9,0,1,0,65,8,17,5,61,7,67,8,54,11,8,65,6,39,9.5,60.5,7.8,52.8
230050001003005,ME,Cumberland County,56,1,47,2,1,0,0,2,3,45,0,40,2,1,0,0,2,0,146,19,39,12,137,17,152,18,121,25,19,146,14.5,88,21.5,136.5,18.2,119
230050001003006,ME,Cumberland County,62,1,59,0,0,2,0,0,0,58,0,57,0,0,1,0,0,0,96,13,26,8,90,11,100,12,79,17,13,96,9.5,58,14.5,89.5,12.2,78.2
230050001003007,ME,Cumberland County,63,0,53,3,0,0,0,3,4,54,0,50,0,0,0,0,3,1,36,5,10,3,34,4,37,4,30,6,5,36,3.5,22,5,33.5,4.4,29.4
230050001003008,ME,Cumberland County,66,3,55,0,0,1,0,0,7,64,3,53,0,0,1,0,0,7,478,63,128,40,450,55,500,59,397,83,63,478,47.5,289,71,448.5,60,390.6
230050002001000,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,9,3,32,4,35,4,28,6,4,33,3.5,20.5,5,31.5,4.2,27.4
230050002001001,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,19,38,12,135,16,150,18,119,25,19,144,14,86.5,21.5,134.5,18,117.2
230050002001002,ME,Cumberland County,74,2,67,1,0,1,0,0,3,72,1,67,0,0,1,0,0,3,50,7,13,4,47,6,52,6,42,9,7,50,5,30,7.5,47,6.4,40.8
230050002001003,ME,Cumberland County,52,2,43,2,0,0,0,5,0,46,2,38,1,0,0,0,5,0,148,19,40,12,140,17,155,18,123,26,19,148,14.5,90,22,139,18.4,121.2
230050002001004,ME,Cumberland County,103,1,95,2,0,1,0,0,4,91,1,86,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002001005,ME,Cumberland County,79,3,70,0,0,2,0,0,4,77,3,70,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002001006,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,14,4,50,6,55,7,44,9,7,53,5,32,8,49.5,6.6,43.2
230050002001007,ME,Cumberland County,43,3,36,0,0,0,0,0,4,38,3,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002001008,ME,Cumberland County,149,0,137,0,3,0,0,0,9,140,0,131,0,3,0,0,0,6,69,9,19,6,65,8,72,9,57,12,9,69,7,42,10.5,64.5,8.8,56.4
230050002001009,ME,Cumberland County,68,0,63,0,0,4,0,0,1,66,0,63,0,0,3,0,0,0,50,7,13,4,47,6,52,6,42,9,7,50,5,30,7.5,47,6.4,40.8
230050002002000,ME,Cumberland County,99,4,90,2,0,0,0,0,3,83,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002002001,ME,Cumberland County,75,1,64,0,0,2,0,0,8,74,1,64,0,0,1,0,0,8,115,15,31,10,108,13,120,14,95,20,15,115,11.5,69.5,17,107.5,14.4,93.8
230050002002002,ME,Cumberland County,43,0,33,3,0,0,0,0,7,42,0,32,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002002003,ME,Cumberland County,78,4,65,5,0,2,0,0,2,62,2,56,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002002004,ME,Cumberland County,48,0,45,1,0,0,0,0,2,43,0,41,0,0,0,0,0,2,29,4,8,2,27,3,30,4,24,5,4,29,2.5,17.5,4.5,27,3.6,23.6
230050002002005,ME,Cumberland County,107,3,95,3,0,0,0,1,5,92,3,86,0,0,0,0,1,2,45,6,12,4,43,5,47,6,38,8,6,45,4.5,27.5,7,42.5,5.8,37
230050002002006,ME,Cumberland County,72,8,56,3,0,0,0,0,5,64,6,52,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002002007,ME,Cumberland County,84,2,75,2,0,1,0,0,4,76,2,69,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002003000,ME,Cumberland County,73,2,64,2,0,2,0,1,2,67,2,60,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002003001,ME,Cumberland County,75,1,69,0,0,0,0,1,4,64,1,61,0,0,0,0,0,2,24,3,6,2,23,3,25,3,20,4,3,24,2.5,14.5,3.5,22.5,3,19.6
230050002003002,ME,Cumberland County,107,0,96,10,0,0,0,0,1,102,0,94,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002003003,ME,Cumberland County,9,3,5,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,179,24,48,15,169,20,187,22,149,31,24,179,17.5,108.5,26.5,168,22.4,146.4
230050002003004,ME,Cumberland County,50,7,41,0,0,0,0,0,2,46,4,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050002003005,ME,Cumberland County,80,4,71,2,0,0,0,0,3,73,2,71,0,0,0,0,0,0,117,15,31,10,110,13,122,15,97,20,15,117,11.5,70.5,17.5,109.5,14.6,95.4
230050002003006,ME,Cumberland County,85,5,65,4,1,2,0,1,7,73,4,60,0,1,2,0,1,5,22,3,6,2,20,2,22,3,18,4,3,22,2,13,3.5,20,2.8,17.6
230050002003007,ME,Cumberland County,106,11,77,5,0,6,0,0,7,96,8,76,5,0,6,0,0,1,12,2,3,1,11,1,12,1,10,2,2,12,1,7,1.5,11,1.4,9.6
230050002003008,ME,Cumberland County,465,6,205,241,0,3,0,2,8,299,1,164,126,0,2,0,2,4,110,14,29,9,104,13,115,14,91,19,14,110,11,66.5,16.5,103,13.8,89.8
230050002003009,ME,Cumberland County,57,2,47,0,0,3,0,0,5,53,1,46,0,0,3,0,0,3,7,1,2,1,7,1,7,1,6,1,1,7,1,4.5,1,6.5,1,5.8
230050002003010,ME,Cumberland County,58,3,42,7,0,2,0,0,4,50,3,38,4,0,2,0,0,3,14,2,4,1,14,2,15,2,12,2,2,14,1.5,9,2,13.5,1.8,11.8
230050002003011,ME,Cumberland County,77,1,61,10,0,2,0,0,3,72,1,60,9,0,2,0,0,0,72,9,19,6,68,8,75,9,59,12,9,72,7,43.5,10.5,67,8.8,58.6
230050003001000,ME,Cumberland County,36,1,28,0,0,1,0,5,1,36,1,28,0,0,1,0,5,1,5,1,1,0,5,1,5,1,4,1,1,5,0.5,3,1,4.5,0.8,4
230050003001001,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001002,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001003,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001004,ME,Cumberland County,94,0,89,0,0,0,0,0,5,92,0,87,0,0,0,0,0,5,19,4,8,2,19,3,23,4,20,5,4,19,2.5,13.5,4.5,21.5,3.6,17.8
230050003001005,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,5,0,4,1,0,4,0,2.5,0.5,4.5,0.2,3.6
230050003001006,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,16,4,39,6,47,7,41,10,8,40,5,27.5,8.5,44,7,36.6
230050003001007,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001008,ME,Cumberland County,16,1,13,0,0,0,0,0,2,16,1,13,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0.5,0,1,0,0.8
230050003001009,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001010,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001011,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001012,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001013,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,3,0,2,1,0,2,0,1.5,0.5,2.5,0.2,2
230050003001014,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003001015,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001016,ME,Cumberland County,47,1,46,0,0,0,0,0,0,47,1,46,0,0,0,0,0,0,13,3,5,2,13,2,16,3,14,3,3,13,2,9,3,15,2.6,12.2
230050003001017,ME,Cumberland County,112,4,97,2,0,0,0,2,7,109,4,94,2,0,0,0,2,7,15,3,6,2,15,2,18,3,15,4,3,15,2,10.5,3.5,16.5,2.8,13.8
230050003001018,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001019,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,8,2,20,3,24,4,21,5,4,20,2.5,14,4.5,22.5,3.6,18.6
230050003001020,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003001021,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003001022,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001023,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,10,3,26,4,32,5,27,6,5,27,3.5,18,5.5,29.5,4.6,24.4
230050003001024,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001025,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001026,ME,Cumberland County,29,3,26,0,0,0,0,0,0,29,3,26,0,0,0,0,0,0,13,3,5,1,13,2,16,2,13,3,3,13,1.5,9,2.5,14.5,2.2,12
230050003001027,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.5,0,1,0,0.8
230050003001028,ME,Cumberland County,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,18,4,7,2,18,3,22,3,19,4,4,18,2.5,12.5,3.5,20.5,3.2,16.8
230050003001029,ME,Cumberland County,39,3,36,0,0,0,0,0,0,39,3,36,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0.5,0,1,0,0.8
230050003001030,ME,Cumberland County,10,1,5,0,0,4,0,0,0,9,1,4,0,0,4,0,0,0,3,1,1,0,3,1,4,1,4,1,1,3,0.5,2,1,4,0.8,3
230050003001031,ME,Cumberland County,37,1,36,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001032,ME,Cumberland County,50,3,43,0,0,0,0,0,4,50,3,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001033,ME,Cumberland County,15,1,9,0,0,2,0,0,3,14,1,9,0,0,2,0,0,2,80,16,32,9,78,12,96,15,82,20,16,80,10.5,55,17.5,89,14.4,73.6
230050003001034,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001035,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,5,1,5,1,1,4,1,3,1,5,1,4
230050003001036,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003001037,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,4,1,4,1,1,3,0.5,2,1,4,0.8,3
230050003001038,ME,Cumberland County,71,0,66,2,0,1,1,0,1,70,0,66,1,0,1,1,0,1,22,5,9,2,22,3,26,4,23,5,5,22,2.5,15.5,4.5,24.5,3.8,20.4
230050003001039,ME,Cumberland County,53,0,53,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,33,7,13,4,32,5,40,6,34,8,7,33,4.5,22.5,7,37,6,30.4
230050003001040,ME,Cumberland County,211,5,153,31,0,10,1,0,11,199,3,149,26,0,10,1,0,10,8,2,3,1,8,1,10,2,9,2,2,8,1,5.5,2,9.5,1.6,7.6
230050003001041,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001042,ME,Cumberland County,93,2,83,4,0,0,0,2,2,93,2,83,4,0,0,0,2,2,5,1,2,1,5,1,6,1,5,1,1,5,1,3.5,1,5.5,1,4.6
230050003001043,ME,Cumberland County,31,1,28,0,0,0,0,0,2,30,0,28,0,0,0,0,0,2,58,12,23,7,56,9,69,11,59,14,12,58,8,39.5,12.5,64,10.6,53
230050003001044,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001045,ME,Cumberland County,18,0,16,0,0,0,0,0,2,15,0,13,0,0,0,0,0,2,28,6,11,3,28,4,34,5,29,7,6,28,3.5,19.5,6,31.5,5,26
230050003001046,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001047,ME,Cumberland County,19,0,19,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001048,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,3,1,3,1,1,3,0,2,1,3,0.6,2.6
230050003001049,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,4,1,4,1,4,1,1,4,0.5,2.5,1,4,0.8,3.4
230050003001050,ME,Cumberland County,17,1,15,0,0,0,0,0,1,16,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001051,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001052,ME,Cumberland County,8,3,1,0,0,1,0,0,3,8,3,1,0,0,1,0,0,3,2,0,1,0,2,0,3,0,2,1,0,2,0,1.5,0.5,2.5,0.2,2
230050003001053,ME,Cumberland County,7,2,4,0,0,0,0,0,1,6,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001054,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001055,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,7,1,21,2,26,2,22,3,2,22,1.5,14,2.5,24,2,19.6
230050003001056,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001057,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,15,3,46,4,59,5,49,7,5,50,3.5,30.5,6,54,4.8,43.8
230050003001058,ME,Cumberland County,212,0,97,111,1,1,0,0,2,164,0,92,69,0,1,0,0,2,334,34,98,20,311,28,394,32,330,47,34,334,24,204.5,39.5,362,32.2,293.4
230050003001059,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,1,10,1,13,1,11,2,1,11,1,6.5,1.5,12,1.2,9.6
230050003001060,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,16,3,40,4,54,5,44,7,6,41,3.5,28,6,49,5,39
230050003001061,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,6,1,8,1,7,1,1,7,0.5,4,1,7.5,0.8,6
230050003001062,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001063,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,31,34,20,129,26,156,29,125,41,31,143,23,81.5,35,140.5,29.4,117.4
230050003001064,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001065,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001066,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001067,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001068,ME,Cumberland County,6,1,1,3,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0.5,0,1,0,0.8
230050003001069,ME,Cumberland County,9,0,6,0,0,0,0,0,3,8,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001070,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001071,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,2,15,2,19,3,16,4,3,16,2,10.5,3.5,17.5,2.8,14.4
230050003001072,ME,Cumberland County,116,7,94,9,0,0,0,0,6,114,7,92,9,0,0,0,0,6,16,3,6,2,16,2,19,3,17,4,3,16,2,11,3.5,18,2.8,14.8
230050003001073,ME,Cumberland County,24,5,16,0,0,1,0,1,1,24,5,16,0,0,1,0,1,1,8,2,3,1,8,1,10,2,8,2,2,8,1,5.5,2,9,1.6,7.4
230050003001074,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003001075,ME,Cumberland County,10,2,7,0,0,1,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003002000,ME,Cumberland County,9,3,0,2,0,0,0,0,4,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003002001,ME,Cumberland County,13,4,2,4,3,0,0,0,0,12,3,2,4,3,0,0,0,0,163,33,64,18,159,25,195,31,167,40,33,163,21.5,111.5,35.5,181,29.4,149.6
230050003002002,ME,Cumberland County,29,3,26,0,0,0,0,0,0,28,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003002003,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003002004,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,4,1,3,1,1,3,0,2,1,3.5,0.6,2.8
230050003002005,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003002006,ME,Cumberland County,83,10,52,11,0,2,0,2,6,81,8,52,11,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003002007,ME,Cumberland County,21,1,18,0,1,0,0,0,1,21,1,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003002008,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003002009,ME,Cumberland County,87,5,54,13,1,8,0,1,5,83,4,53,13,1,8,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003002010,ME,Cumberland County,367,12,259,77,0,0,0,1,18,305,8,239,42,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003003000,ME,Cumberland County,11,1,3,0,0,0,0,0,7,8,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003003001,ME,Cumberland County,76,1,65,6,2,2,0,0,0,72,0,62,6,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003003002,ME,Cumberland County,90,8,75,0,0,5,0,0,2,90,8,75,0,0,5,0,0,2,5,1,2,1,5,1,6,1,5,1,1,5,1,3.5,1,5.5,1,4.6
230050003003003,ME,Cumberland County,83,3,63,10,0,3,1,1,2,82,2,63,10,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003003004,ME,Cumberland County,122,12,94,6,0,0,0,4,6,118,8,94,6,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050003003005,ME,Cumberland County,89,9,69,5,0,0,0,1,5,82,5,67,4,0,0,0,1,5,5,1,2,1,5,1,6,1,5,1,1,5,1,3.5,1,5.5,1,4.6
230050003003006,ME,Cumberland County,191,2,138,40,0,6,0,0,5,187,2,134,40,0,6,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.4
230050003003007,ME,Cumberland County,294,7,258,6,0,7,0,0,16,289,7,253,6,0,7,0,0,16,2,0,1,0,2,0,3,0,3,0,0,2,0,1.5,0,3,0,2.2
230050003003008,ME,Cumberland County,231,4,211,1,0,11,0,0,4,222,4,203,0,0,11,0,0,4,59,8,23,5,58,6,77,8,64,10,8,59,5.5,40.5,9,70.5,7.4,56.2
230050005001000,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,4,1,5,1,4,1,1,4,0.5,3,1,4.5,0.8,3.8
230050005001001,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,13,26,7,64,10,78,12,67,16,13,65,8.5,45,14,72.5,11.6,60
230050005001002,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050005001003,ME,Cumberland County,117,5,101,10,0,0,0,1,0,105,5,89,10,0,0,0,1,0,32,7,13,4,31,5,38,6,33,8,7,32,4.5,22,7,35.5,6,29.4
230050005001004,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,9,3,22,3,27,4,23,5,5,22,3,15.5,4.5,25,4,20.6
230050005001005,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,8,2,20,3,25,4,21,5,4,21,2.5,14,4.5,23,3.6,19
230050005001006,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,9,1,11,2,9,2,2,9,1,6.5,2,10,1.6,8.4
230050005001007,ME,Cumberland County,31,3,19,7,0,1,0,0,1,26,0,19,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050005001008,ME,Cumberland County,108,5,59,36,0,5,0,0,3,83,5,49,21,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230050005001009,ME,Cumberland County,117,8,63,40,0,5,0,0,1,99,7,62,24,0,5,0,0,1,6,1,2,1,6,1,7,1,6,1,1,6,1,4,1,6.5,1,5.4
230050005001010,ME,Cumberland County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,5,1,7,1,6,1,1,5,1,3.5,1,6.5,1,5
