GEOID20,state,county,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
150010201001000,HI,Hawaii County,59,5,12,0,0,17,3,0,22,44,1,11,0,0,16,0,0,16,58.9,19.7,65.4,13.8,64,15.4,56.5,19.6,83.1,26.1,16.8,62.2,17.5,60.2,26.1,83.1,18.9,65.6
150010201001001,HI,Hawaii County,36,1,3,0,0,21,1,0,10,32,1,2,0,0,19,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001002,HI,Hawaii County,112,13,12,0,0,70,5,6,6,92,9,12,0,0,54,5,6,6,0.6,0.2,0.7,0.1,0.7,0.2,0.6,0.2,0.9,0.3,0.2,0.6,0.2,0.6,0.3,0.9,0.2,0.7
150010201001003,HI,Hawaii County,17,5,6,0,0,0,0,0,6,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001004,HI,Hawaii County,32,6,2,0,0,5,7,0,12,19,6,0,0,0,3,1,0,9,2.6,0.9,2.9,0.6,2.9,0.7,2.5,0.9,3.7,1.2,0.8,2.8,0.8,2.7,1.2,3.7,0.9,2.9
150010201001005,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.6,0.1,0.5,0.1,0.5,0.2,0.7,0.2,0.2,0.6,0.2,0.5,0.2,0.7,0.2,0.6
150010201001006,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0.1,0,0.1
150010201001007,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,1.1,0.2,1.1,0.3,1,0.3,1.4,0.4,0.2,1,0.3,1,0.4,1.4,0.3,1.1
150010201001008,HI,Hawaii County,34,2,4,0,0,14,2,1,11,21,2,4,0,0,8,0,1,6,5.4,1.8,5.9,1.3,5.8,1.4,5.1,1.8,7.6,2.4,1.6,5.7,1.6,5.4,2.4,7.6,1.7,6
150010201001009,HI,Hawaii County,41,6,11,0,0,7,10,0,7,28,4,7,0,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001010,HI,Hawaii County,86,6,21,0,0,41,0,0,18,71,5,17,0,0,35,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001011,HI,Hawaii County,64,3,7,0,0,36,7,0,11,52,2,7,0,0,31,5,0,7,4.6,1.5,5.1,1.1,4.9,1.2,4.4,1.5,6.4,2,1.3,4.8,1.4,4.7,2,6.4,1.5,5.1
150010201001012,HI,Hawaii County,46,6,0,0,0,37,0,0,3,32,1,0,0,0,28,0,0,3,10.4,3.5,11.6,2.4,11.3,2.7,10,3.5,14.7,4.6,3,11,3.1,10.7,4.6,14.7,3.3,11.6
150010201001013,HI,Hawaii County,52,12,1,0,0,26,0,0,13,46,8,1,0,0,24,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001014,HI,Hawaii County,29,3,1,0,0,20,1,0,4,27,3,0,0,0,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001015,HI,Hawaii County,56,4,7,0,0,22,7,0,16,43,3,5,0,0,22,5,0,8,0.8,0.3,0.9,0.2,0.9,0.2,0.8,0.3,1.1,0.4,0.2,0.9,0.2,0.9,0.4,1.1,0.3,0.9
150010201001016,HI,Hawaii County,24,1,7,0,0,2,0,0,14,14,1,5,0,0,2,0,0,6,1.6,0.5,1.8,0.4,1.8,0.4,1.6,0.5,2.3,0.7,0.4,1.7,0.4,1.7,0.7,2.3,0.5,1.8
150010201001017,HI,Hawaii County,261,20,14,0,0,15,178,1,33,152,13,14,0,0,12,92,1,20,9.4,3.2,10.5,2.2,10.2,2.5,9,3.1,13.3,4.2,2.7,9.9,2.8,9.6,4.2,13.3,3,10.5
150010201001018,HI,Hawaii County,121,11,51,0,0,38,11,0,10,99,6,46,0,0,29,11,0,7,4.8,1.6,5.3,1.1,5.2,1.2,4.6,1.6,6.7,2.1,1.4,5,1.4,4.9,2.1,6.7,1.5,5.3
150010201001019,HI,Hawaii County,162,9,8,0,0,6,130,0,9,90,3,8,0,0,6,69,0,4,18.6,6.2,20.7,4.4,20.2,4.9,17.9,6.2,26.3,8.3,5.3,19.6,5.6,19,8.3,26.3,6,20.7
150010201001020,HI,Hawaii County,190,15,48,0,0,74,27,0,26,158,12,34,0,0,68,24,0,20,3.3,1.1,3.7,0.8,3.6,0.9,3.2,1.1,4.7,1.5,1,3.5,1,3.4,1.5,4.7,1.1,3.7
150010201001021,HI,Hawaii County,64,4,2,0,0,30,8,0,20,55,3,2,0,0,30,6,0,14,0.4,0.1,0.4,0.1,0.4,0.1,0.4,0.1,0.6,0.2,0.1,0.4,0.1,0.4,0.2,0.6,0.1,0.4
150010201001022,HI,Hawaii County,195,17,26,0,0,93,18,0,41,166,15,26,0,0,83,12,0,30,0.2,0.1,0.2,0,0.2,0.1,0.2,0.1,0.3,0.1,0,0.2,0.1,0.2,0.1,0.3,0.1,0.2
150010201001023,HI,Hawaii County,38,0,10,0,0,11,5,0,12,24,0,4,0,0,11,0,0,9,4.2,1.4,4.6,1,4.5,1.1,4,1.4,5.9,1.8,1.2,4.4,1.2,4.2,1.8,5.9,1.3,4.6
150010201001024,HI,Hawaii County,62,2,7,0,0,40,2,0,11,52,1,4,0,0,35,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201001025,HI,Hawaii County,45,5,7,5,0,3,8,0,17,33,2,7,5,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002000,HI,Hawaii County,7,1,5,0,0,0,0,0,1,6,1,5,0,0,0,0,0,0,3.7,1.3,4.2,0.9,4.1,1,3.6,1.2,5.3,1.7,1.1,4,1.1,3.8,1.7,5.3,1.2,4.2
150010201002001,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,6.7,22.2,4.7,21.7,5.2,19.1,6.6,28.1,8.8,5.7,21,5.9,20.4,8.8,28.1,6.4,22.2
150010201002002,HI,Hawaii County,13,4,2,2,0,0,0,0,5,4,1,0,2,0,0,0,0,1,20.6,6.9,22.8,4.8,22.3,5.4,19.7,6.8,29,9.1,5.8,21.7,6.1,21,9.1,29,6.6,22.9
150010201002003,HI,Hawaii County,37,5,18,0,0,3,1,0,10,32,4,14,0,0,3,1,0,10,5.9,2,6.5,1.4,6.4,1.5,5.6,1.9,8.3,2.6,1.7,6.2,1.7,6,2.6,8.3,1.9,6.5
150010201002004,HI,Hawaii County,133,15,51,1,1,25,17,1,22,108,7,46,1,1,24,12,1,16,1.6,0.5,1.8,0.4,1.8,0.4,1.6,0.5,2.3,0.7,0.4,1.7,0.4,1.7,0.7,2.3,0.5,1.8
150010201002005,HI,Hawaii County,50,7,19,0,0,5,8,0,11,44,4,19,0,0,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002006,HI,Hawaii County,17,0,13,0,0,2,0,0,2,14,0,10,0,0,2,0,0,2,0.5,0.2,0.6,0.1,0.5,0.1,0.5,0.2,0.7,0.2,0.2,0.6,0.2,0.5,0.2,0.7,0.2,0.6
150010201002007,HI,Hawaii County,6,3,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002008,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.5,0.2,0.7,0.2,0,0,0.2,0.5,0.2,0.7,0.1,0.3
150010201002009,HI,Hawaii County,8,0,2,0,0,1,0,0,5,7,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002010,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002011,HI,Hawaii County,9,1,6,0,0,0,0,0,2,9,1,6,0,0,0,0,0,2,0.9,0.3,1,0.2,1,0.2,0.9,0.3,1.3,0.4,0.2,0.9,0.2,0.9,0.4,1.3,0.3,1
150010201002012,HI,Hawaii County,8,1,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,1,1.8,0.6,2,0.4,2,0.5,1.7,0.6,2.6,0.8,0.5,1.9,0.6,1.9,0.8,2.6,0.6,2
150010201002013,HI,Hawaii County,22,0,18,0,0,2,0,0,2,16,0,12,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002014,HI,Hawaii County,4,0,3,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,14,4.7,15.5,3.3,15.2,3.6,13.4,4.6,19.7,6.2,4,14.8,4.1,14.3,6.2,19.7,4.5,15.6
150010201002015,HI,Hawaii County,13,1,4,0,0,0,0,3,5,7,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002016,HI,Hawaii County,6,0,4,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002017,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,12,39.7,8.4,38.8,9.3,34.3,11.9,50.4,15.8,10.2,37.7,10.6,36.5,15.8,50.4,11.5,39.8
150010201002018,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.5,1.6,0.3,1.5,0.4,1.4,0.5,2,0.6,0.4,1.5,0.4,1.4,0.6,2,0.5,1.6
150010201002019,HI,Hawaii County,12,1,8,0,0,0,0,0,3,9,0,8,0,0,0,0,0,1,5.5,1.8,6.1,1.3,5.9,1.4,5.2,1.8,7.7,2.4,1.6,5.8,1.6,5.6,2.4,7.7,1.7,6.1
150010201002020,HI,Hawaii County,17,1,10,0,0,6,0,0,0,16,0,10,0,0,6,0,0,0,1.1,0.4,1.2,0.3,1.2,0.3,1.1,0.4,1.6,0.5,0.3,1.1,0.3,1.1,0.5,1.6,0.4,1.2
150010201002021,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002022,HI,Hawaii County,15,5,0,0,0,3,4,0,3,14,4,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002023,HI,Hawaii County,15,1,11,0,0,1,0,0,2,14,0,11,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002024,HI,Hawaii County,15,2,8,0,1,0,0,0,4,9,2,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002025,HI,Hawaii County,41,3,11,0,0,14,2,5,6,35,2,11,0,0,14,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002026,HI,Hawaii County,22,4,14,0,0,0,1,0,3,17,1,13,0,0,0,0,0,3,5.6,1.9,6.2,1.3,6,1.5,5.3,1.8,7.9,2.5,1.6,5.9,1.6,5.7,2.5,7.9,1.8,6.2
150010201002027,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002028,HI,Hawaii County,20,0,7,0,0,8,0,0,5,18,0,7,0,0,8,0,0,3,2.2,0.7,2.5,0.5,2.4,0.6,2.1,0.7,3.1,1,0.6,2.4,0.6,2.2,1,3.1,0.7,2.5
150010201002029,HI,Hawaii County,10,2,5,0,0,3,0,0,0,10,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002030,HI,Hawaii County,48,1,20,0,0,16,4,0,7,46,1,18,0,0,16,4,0,7,2.8,0.9,3.1,0.7,3.1,0.7,2.7,0.9,4,1.3,0.8,3,0.8,2.9,1.3,4,0.9,3.1
150010201002031,HI,Hawaii County,20,1,9,0,0,2,0,0,8,18,1,9,0,0,0,0,0,8,1.7,0.6,1.9,0.4,1.9,0.4,1.7,0.6,2.4,0.8,0.5,1.8,0.5,1.8,0.8,2.4,0.6,1.9
150010201002032,HI,Hawaii County,21,1,16,0,0,0,3,0,1,21,1,16,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002033,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002034,HI,Hawaii County,11,0,6,0,0,0,0,0,5,11,0,6,0,0,0,0,0,5,5,1.7,5.5,1.2,5.4,1.3,4.8,1.6,7,2.2,1.4,5.2,1.5,5.1,2.2,7,1.6,5.5
150010201002035,HI,Hawaii County,10,0,2,0,0,6,0,1,1,6,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002036,HI,Hawaii County,12,0,6,0,0,2,0,0,4,9,0,3,0,0,2,0,0,4,8.2,2.7,9.1,1.9,8.9,2.1,7.9,2.7,11.6,3.6,2.3,8.6,2.4,8.4,3.6,11.6,2.6,9.1
150010201002037,HI,Hawaii County,5,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,2,2,2.9,1,3.3,0.7,3.2,0.8,2.8,1,4.1,1.3,0.8,3.1,0.9,3,1.3,4.1,1,3.3
150010201002038,HI,Hawaii County,9,0,0,0,3,0,0,0,6,8,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002039,HI,Hawaii County,36,2,13,0,0,0,7,0,14,36,2,13,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002040,HI,Hawaii County,33,1,6,0,0,19,0,0,7,31,0,6,0,0,19,0,0,6,5.8,1.9,6.4,1.4,6.3,1.5,5.5,1.9,8.1,2.6,1.6,6.1,1.7,5.9,2.6,8.1,1.9,6.4
150010201002041,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.3,1.3,0.4,1.9,0.6,0,0,0.3,1.4,0.6,1.9,0.3,0.9
150010201002042,HI,Hawaii County,30,14,0,0,0,3,0,0,13,13,5,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002043,HI,Hawaii County,24,2,10,0,0,0,4,4,4,22,2,9,0,0,0,4,4,3,6.3,2.1,7,1.5,6.8,1.6,6,2.1,8.9,2.8,1.8,6.7,1.9,6.4,2.8,8.9,2,7
150010201002044,HI,Hawaii County,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002045,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.5,1.6,0.3,1.5,0.4,1.4,0.5,2,0.6,0.4,1.5,0.4,1.4,0.6,2,0.5,1.6
150010201002046,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.6,1.9,0.4,1.9,0.4,1.7,0.6,2.4,0.8,0.5,1.8,0.5,1.8,0.8,2.4,0.6,1.9
150010201002047,HI,Hawaii County,97,11,19,2,0,29,3,0,33,81,6,19,2,0,29,3,0,22,2.8,0.9,3.1,0.7,3.1,0.7,2.7,0.9,4,1.3,0.8,3,0.8,2.9,1.3,4,0.9,3.1
150010201002048,HI,Hawaii County,42,7,5,1,0,23,0,0,6,34,5,5,1,0,19,0,0,4,1.8,0.6,2,0.4,2,0.5,1.7,0.6,2.6,0.8,0.5,1.9,0.6,1.9,0.8,2.6,0.6,2
150010201002049,HI,Hawaii County,37,9,8,0,0,6,1,0,13,29,8,4,0,0,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002050,HI,Hawaii County,26,8,3,0,1,5,1,3,5,20,7,3,0,1,3,0,3,3,7.1,2.4,7.9,1.7,7.7,1.8,6.8,2.4,10,3.1,2,7.5,2.1,7.2,3.1,10,2.3,7.9
150010201002051,HI,Hawaii County,11,0,0,0,0,7,0,0,4,9,0,0,0,0,7,0,0,2,1.7,0.6,1.9,0.4,1.9,0.4,1.7,0.6,2.4,0.8,0.5,1.8,0.5,1.8,0.8,2.4,0.6,1.9
150010201002052,HI,Hawaii County,8,2,5,0,0,0,1,0,0,6,2,3,0,0,0,1,0,0,0.4,0.1,0.4,0.1,0.4,0.1,0.4,0.1,0.6,0.2,0.1,0.4,0.1,0.4,0.2,0.6,0.1,0.4
150010201002053,HI,Hawaii County,24,0,21,0,0,2,0,0,1,23,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002054,HI,Hawaii County,34,4,19,0,0,6,0,0,5,33,4,19,0,0,6,0,0,4,2.9,1,3.3,0.7,3.2,0.8,2.8,1,4.1,1.3,0.8,3.1,0.9,3,1.3,4.1,1,3.3
150010201002055,HI,Hawaii County,3,0,2,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201002056,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2.8,9.4,2,9.2,2.2,8.2,2.8,12,3.8,2.4,8.9,2.5,8.7,3.8,12,2.7,9.5
150010201003000,HI,Hawaii County,23,0,9,0,0,14,0,0,0,23,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003001,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.7,0.2,1,0.3,0,0,0.2,0.8,0.3,1,0.1,0.5
150010201003002,HI,Hawaii County,10,1,0,0,0,4,0,0,5,4,0,0,0,0,3,0,0,1,14.2,4.7,15.7,3.3,15.4,3.7,13.6,4.7,20,6.3,4,14.9,4.2,14.5,6.3,20,4.5,15.8
150010201003003,HI,Hawaii County,10,0,3,0,0,2,3,0,2,8,0,3,0,0,0,3,0,2,3.2,1.1,3.6,0.8,3.5,0.8,3.1,1.1,4.6,1.4,1,3.4,1,3.3,1.4,4.6,1,3.6
150010201003004,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,1,0.2,0.8,0.3,0.8,0.3,1.1,0.4,0.2,0.9,0.3,0.8,0.4,1.1,0.3,0.9
150010201003005,HI,Hawaii County,6,3,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,12,4,13.4,2.8,13.1,3.1,11.6,4,17,5.3,3.4,12.7,3.5,12.3,5.3,17,3.8,13.4
150010201003006,HI,Hawaii County,8,0,4,0,0,3,0,0,1,6,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003007,HI,Hawaii County,8,0,0,0,0,3,0,0,5,8,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003008,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.8,2.2,0.8,3.1,1.2,0,0,0.8,2.3,1.2,3.1,0.6,1.5
150010201003009,HI,Hawaii County,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4.9,1.6,5.4,1.1,5.3,1.3,4.7,1.6,6.9,2.2,1.4,5.2,1.5,5,2.2,6.9,1.6,5.4
150010201003010,HI,Hawaii County,11,1,7,0,0,0,3,0,0,11,1,7,0,0,0,3,0,0,1.9,0.6,2.1,0.5,2.1,0.5,1.8,0.6,2.7,0.9,0.6,2,0.6,2,0.9,2.7,0.6,2.1
150010201003011,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003012,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.5,1.6,0.3,1.5,0.4,1.4,0.5,2,0.6,0.4,1.5,0.4,1.4,0.6,2,0.5,1.6
150010201003013,HI,Hawaii County,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.7,0.2,0.7,0.2,0.7,0.2,0.6,0.2,0.9,0.3,0.2,0.7,0.2,0.6,0.3,0.9,0.2,0.7
150010201003014,HI,Hawaii County,24,0,23,0,0,0,0,0,1,16,0,15,0,0,0,0,0,1,91.3,30.5,101.4,21.4,99.1,23.8,87.6,30.3,128.8,40.5,26,96.3,27,93.3,40.5,128.8,29.3,101.6
150010201003015,HI,Hawaii County,7,2,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1.6,0.5,1.8,0.4,1.8,0.4,1.6,0.5,2.3,0.7,0.4,1.7,0.4,1.7,0.7,2.3,0.5,1.8
150010201003016,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003017,HI,Hawaii County,14,5,5,0,0,4,0,0,0,9,2,3,0,0,4,0,0,0,4.2,1.4,4.6,1,4.5,1.1,4,1.4,5.9,1.8,1.2,4.4,1.2,4.2,1.8,5.9,1.3,4.6
150010201003018,HI,Hawaii County,6,0,5,0,0,0,0,0,1,6,0,5,0,0,0,0,0,1,25.3,8.5,28.1,5.9,27.5,6.6,24.3,8.4,35.7,11.2,7.2,26.7,7.5,25.9,11.2,35.7,8.1,28.2
150010201003019,HI,Hawaii County,35,2,13,0,0,3,0,0,17,28,0,13,0,0,3,0,0,12,21,7,23.3,4.9,22.8,5.5,20.2,7,29.7,9.3,6,22.1,6.2,21.5,9.3,29.7,6.7,23.4
150010201003020,HI,Hawaii County,36,3,13,0,0,4,1,0,15,27,0,13,0,0,4,0,0,10,348.5,121.9,393.2,80.5,355,102.7,323.6,117,466.9,167.5,101.2,370.9,109.8,339.3,167.5,466.9,117.9,377.4
150010201003021,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003022,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,1,0.2,1,0.2,0.9,0.3,1.3,0.4,0.2,0.9,0.2,0.9,0.4,1.3,0.3,1
150010201003023,HI,Hawaii County,12,0,3,0,0,9,0,0,0,11,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003024,HI,Hawaii County,31,2,28,0,0,1,0,0,0,17,2,15,0,0,0,0,0,0,1,0.4,1.2,0.2,1,0.3,0.9,0.3,1.3,0.5,0.3,1.1,0.3,0.9,0.5,1.3,0.3,1.1
150010201003025,HI,Hawaii County,16,2,10,0,0,2,0,0,2,9,1,6,0,0,0,0,0,2,2.2,0.7,2.5,0.5,2.4,0.6,2.1,0.7,3.1,1,0.6,2.4,0.6,2.2,1,3.1,0.7,2.5
150010201003026,HI,Hawaii County,9,1,0,0,0,2,2,0,4,8,1,0,0,0,2,1,0,4,3.6,1.2,4,0.9,4,0.9,3.5,1.2,5.1,1.6,1,3.8,1,3.8,1.6,5.1,1.2,4
150010201003027,HI,Hawaii County,18,2,10,0,0,1,1,0,4,14,0,10,0,0,1,0,0,3,18.1,6.1,20.1,4.3,19.7,4.7,17.4,6,25.6,8,5.2,19.1,5.3,18.5,8,25.6,5.8,20.2
150010201003028,HI,Hawaii County,19,0,11,0,0,1,0,0,7,18,0,11,0,0,1,0,0,6,2.3,0.8,2.5,0.5,2.5,0.6,2.2,0.8,3.2,1,0.7,2.4,0.7,2.4,1,3.2,0.7,2.5
150010201003029,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010201003030,HI,Hawaii County,8,1,7,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,3.9,1.3,4.3,0.9,4.2,1,3.7,1.3,5.5,1.7,1.1,4.1,1.1,4,1.7,5.5,1.2,4.3
150010201003031,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.4,1.5,0.3,1.4,0.3,1.3,0.4,1.9,0.6,0.3,1.4,0.3,1.4,0.6,1.9,0.4,1.5
150010201003032,HI,Hawaii County,6,0,3,0,0,0,0,0,3,3,0,1,0,0,0,0,0,2,1,0.3,1.1,0.2,1.1,0.3,1,0.3,1.4,0.4,0.2,1,0.3,1,0.4,1.4,0.3,1.1
150010201003033,HI,Hawaii County,9,1,3,0,0,0,0,0,5,7,0,3,0,0,0,0,0,4,2.6,0.9,2.9,0.6,2.9,0.7,2.5,0.9,3.7,1.2,0.8,2.8,0.8,2.7,1.2,3.7,0.9,2.9
150010201003034,HI,Hawaii County,7,0,3,0,0,0,0,0,4,7,0,3,0,0,0,0,0,4,2.4,0.8,2.7,0.6,2.6,0.6,2.3,0.8,3.4,1.1,0.7,2.5,0.7,2.5,1.1,3.4,0.8,2.7
150010201003035,HI,Hawaii County,9,1,0,0,0,3,0,0,5,7,1,0,0,0,3,0,0,3,12.9,4.3,14.3,3,14,3.4,12.3,4.3,18.2,5.7,3.6,13.6,3.8,13.2,5.7,18.2,4.1,14.3
150010201003036,HI,Hawaii County,16,1,8,0,0,4,0,0,3,10,1,5,0,0,4,0,0,0,13.6,4.5,15.1,3.2,14.7,3.5,13,4.5,19.1,6,3.9,14.3,4,13.8,6,19.1,4.3,15.1
150010201003037,HI,Hawaii County,20,1,7,0,0,4,0,4,4,19,0,7,0,0,4,0,4,4,1.8,0.6,2,0.4,2,0.5,1.7,0.6,2.6,0.8,0.5,1.9,0.6,1.9,0.8,2.6,0.6,2
150010201003038,HI,Hawaii County,23,0,11,0,0,6,1,0,5,19,0,11,0,0,3,0,0,5,16.1,5.4,17.9,3.8,17.5,4.2,15.4,5.3,22.7,7.1,4.6,17,4.8,16.4,7.1,22.7,5.2,17.9
150010201003039,HI,Hawaii County,21,1,14,0,0,0,6,0,0,19,0,13,0,0,0,6,0,0,18.9,6.3,21,4.4,20.6,4.9,18.2,6.3,26.7,8.4,5.3,20,5.6,19.4,8.4,26.7,6.1,21.1
150010201003040,HI,Hawaii County,15,0,4,0,0,4,5,0,2,11,0,4,0,0,3,2,0,2,9.9,3.3,10.9,2.3,10.7,2.6,9.5,3.3,13.9,4.4,2.8,10.4,3,10.1,4.4,13.9,3.2,11
150010201003041,HI,Hawaii County,14,7,1,0,0,1,0,0,5,12,7,1,0,0,0,0,0,4,5,1.7,5.5,1.2,5.4,1.3,4.8,1.6,7,2.2,1.4,5.2,1.5,5.1,2.2,7,1.6,5.5
