GEOID20,state,county,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
150010212031009,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.3,1.5,0.2,1.2,0.2,1.1,0.3,1.4,0.6,0.2,1.4,0.2,1.1,0.6,1.4,0.3,1.3
150010212031010,HI,Hawaii County,8,0,4,0,1,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031011,HI,Hawaii County,88,17,14,0,0,40,7,2,8,56,6,11,0,0,34,1,2,2,0.3,0.1,0.3,0,0.2,0,0.2,0.1,0.3,0.1,0,0.3,0,0.2,0.1,0.3,0.1,0.3
150010212031012,HI,Hawaii County,23,12,2,0,0,2,0,0,7,15,9,2,0,0,2,0,0,2,0.2,0.1,0.2,0,0.2,0,0.2,0,0.2,0.1,0,0.2,0,0.2,0.1,0.2,0,0.2
150010212031013,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031014,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031015,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031016,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,11.6,40.7,9.4,41.9,11.7,36.5,14.7,54.2,16.2,10.5,39.4,13.2,39.2,16.2,54.2,12.7,42.3
150010212031017,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.6,2.7,0.3,2.2,0.4,2,0.5,2.6,1.1,0.4,2.6,0.4,2.1,1.1,2.6,0.6,2.4
150010212031018,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.1,68.8,242,56,249.3,69.3,217,87.2,322.4,96.3,62.4,234.1,78.2,233.2,96.3,322.4,75.5,251.4
150010212031019,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031020,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,2.9,10.1,2.3,10.4,2.9,9.1,3.7,13.5,4,2.6,9.8,3.3,9.8,4,13.5,3.2,10.5
150010212031021,HI,Hawaii County,6,4,0,0,0,0,2,0,0,5,4,0,0,0,0,1,0,0,2,0.5,2.1,0.2,1.8,0.3,1.6,0.4,2.1,0.9,0.3,2,0.3,1.7,0.9,2.1,0.5,1.9
150010212031022,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031023,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9,25.8,90.9,21,93.6,26,81.5,32.8,121.1,36.2,23.4,87.9,29.4,87.6,36.2,121.1,28.4,94.4
150010212031024,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7.9,27.8,6.4,28.6,8,24.9,10,37,11.1,7.2,26.9,9,26.8,11.1,37,8.7,28.9
150010212031025,HI,Hawaii County,17,0,8,0,0,0,2,0,7,15,0,8,0,0,0,2,0,5,19.6,6,20.9,4.8,21.6,6,18.8,7.5,27.9,8.3,5.4,20.2,6.8,20.2,8.3,27.9,6.5,21.8
150010212031026,HI,Hawaii County,7,0,6,0,0,0,0,0,1,7,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031027,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.7,3,0.3,2.5,0.4,2.3,0.6,2.9,1.2,0.5,2.9,0.5,2.4,1.2,2.9,0.6,2.7
150010212031028,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031029,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.8,3.6,0.4,2.9,0.5,2.7,0.7,3.4,1.5,0.6,3.5,0.6,2.8,1.5,3.4,0.8,3.2
150010212031030,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031031,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031032,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0.1,0,0.1,0,0.2,0.1,0,0.2,0,0.1,0.1,0.2,0,0.2
150010212031033,HI,Hawaii County,10,1,5,0,0,2,0,0,2,9,0,5,0,0,2,0,0,2,2.5,0.6,2.7,0.3,2.2,0.4,2,0.5,2.6,1.1,0.4,2.6,0.4,2.1,1.1,2.6,0.6,2.4
150010212031034,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.7,10.7,48.6,5.5,40.1,6.5,36.6,9.8,47,19.9,8.1,46.7,8.2,38.4,19.9,47,10.5,43.4
150010212031035,HI,Hawaii County,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0.2,0.1,0.2,0,0.2,0,0.2,0,0.2,0.1,0,0.2,0,0.2,0.1,0.2,0,0.2
150010212031036,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031037,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,2.6,11.8,1.3,9.7,1.6,8.9,2.4,11.4,4.8,2,11.3,2,9.3,4.8,11.4,2.5,10.5
150010212031038,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.9,4,0.5,3.3,0.5,3,0.8,3.9,1.6,0.7,3.9,0.7,3.1,1.6,3.9,0.9,3.6
150010212031039,HI,Hawaii County,16,3,13,0,0,0,0,0,0,13,1,12,0,0,0,0,0,0,86.9,20.8,94.4,10.7,77.9,12.6,71.2,19.1,91.3,38.7,15.8,90.7,15.9,74.6,38.7,91.3,20.4,84.3
150010212031040,HI,Hawaii County,11,2,6,0,0,0,0,0,3,9,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031041,HI,Hawaii County,3,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,3.1,0.7,3.3,0.4,2.8,0.4,2.5,0.7,3.2,1.4,0.6,3.2,0.6,2.6,1.4,3.2,0.7,3
150010212031042,HI,Hawaii County,5,3,2,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,13.3,3.2,14.4,1.6,11.9,1.9,10.9,2.9,13.9,5.9,2.4,13.9,2.4,11.4,5.9,13.9,3.1,12.9
150010212031043,HI,Hawaii County,16,3,9,0,0,0,0,0,4,13,0,9,0,0,0,0,0,4,5,1.2,5.4,0.6,4.5,0.7,4.1,1.1,5.2,2.2,0.9,5.2,0.9,4.3,2.2,5.2,1.2,4.8
150010212031044,HI,Hawaii County,12,0,4,2,0,0,4,0,2,12,0,4,2,0,0,4,0,2,9.1,2.2,9.9,1.1,8.2,1.3,7.4,2,9.5,4.1,1.7,9.5,1.6,7.8,4.1,9.5,2.1,8.8
150010212031045,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,2.8,12.8,1.4,10.5,1.7,9.6,2.6,12.4,5.2,2.1,12.3,2.1,10.1,5.2,12.4,2.7,11.4
150010212031046,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.6,2.9,0.3,2.4,0.4,2.2,0.6,2.8,1.2,0.4,2.8,0.5,2.3,1.2,2.8,0.6,2.6
150010212031047,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0.1,0,0.1
150010212031048,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.7,3.2,0.4,2.6,0.4,2.4,0.6,3.1,1.3,0.6,3,0.5,2.5,1.3,3.1,0.7,2.8
150010212031049,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031050,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031051,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031052,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0,0.2,0,0.2,0,0.2,0.1,0,0.2,0,0.2,0.1,0.2,0,0.2
150010212031053,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031054,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.6,2.9,0.3,2.4,0.4,2.2,0.6,2.8,1.2,0.4,2.8,0.5,2.3,1.2,2.8,0.6,2.6
150010212031055,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0,0.3,0.1,0.3,0.1,0.4,0.2,0,0.4,0.1,0.3,0.2,0.4,0.1,0.4
150010212031056,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031057,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.9,4.1,0.5,3.4,0.5,3.1,0.8,4,1.7,0.7,3.9,0.7,3.2,1.7,4,0.9,3.7
150010212031058,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.8,3.5,0.4,2.9,0.5,2.6,0.7,3.4,1.4,0.6,3.4,0.6,2.8,1.4,3.4,0.8,3.1
150010212031059,HI,Hawaii County,6,0,3,0,1,0,1,0,1,5,0,3,0,0,0,1,0,1,41.7,10,45.3,5.1,37.4,6,34.2,9.2,43.8,18.6,7.6,43.5,7.6,35.8,18.6,43.8,9.8,40.5
150010212031060,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,2.4,11,1.2,9.1,1.5,8.3,2.2,10.7,4.5,1.8,10.6,1.9,8.7,4.5,10.7,2.4,9.9
150010212031061,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031062,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1.3,5.7,0.6,4.7,0.8,4.3,1.2,5.5,2.3,0.9,5.5,1,4.5,2.3,5.5,1.2,5.1
150010212031063,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031064,HI,Hawaii County,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.4,1.1,4.8,0.5,4,0.6,3.6,1,4.7,2,0.8,4.6,0.8,3.8,2,4.7,1,4.3
150010212031065,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,4.5,20.2,2.3,16.7,2.7,15.2,4.1,19.5,8.3,3.4,19.4,3.4,15.9,8.3,19.5,4.4,18
150010212031066,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.3,1.5,0.2,1.2,0.2,1.1,0.3,1.4,0.6,0.2,1.4,0.2,1.1,0.6,1.4,0.3,1.3
150010212031067,HI,Hawaii County,8,5,3,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,4.1,1,4.5,0.5,3.7,0.6,3.4,0.9,4.3,1.8,0.8,4.3,0.8,3.5,1.8,4.3,1,4
150010212031068,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031069,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031070,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031071,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0,0.3,0.1,0.3,0.1,0.4,0.2,0,0.4,0.1,0.3,0.2,0.4,0.1,0.4
150010212031072,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0.9,4.2,0.5,3.4,0.6,3.1,0.8,4,1.7,0.7,4,0.7,3.2,1.7,4,0.9,3.7
150010212031073,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,2.5,11.2,1.3,9.2,1.5,8.4,2.3,10.8,4.6,1.9,10.8,1.9,8.8,4.6,10.8,2.4,10
150010212031074,HI,Hawaii County,89,5,10,1,0,39,9,1,24,70,4,7,1,0,36,9,0,13,0.4,0.1,0.5,0.1,0.4,0.1,0.4,0.1,0.5,0.2,0.1,0.4,0.1,0.4,0.2,0.5,0.1,0.4
150010212031075,HI,Hawaii County,78,2,0,0,0,56,7,0,13,58,2,0,0,0,40,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031076,HI,Hawaii County,72,15,3,0,0,25,5,0,24,49,7,3,0,0,23,0,0,16,0.9,0.2,1,0.1,0.8,0.1,0.7,0.2,0.9,0.4,0.2,0.9,0.2,0.8,0.4,0.9,0.2,0.9
150010212031077,HI,Hawaii County,178,13,23,0,0,83,13,0,46,138,9,23,0,0,74,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031078,HI,Hawaii County,29,4,8,0,0,8,7,0,2,15,0,8,0,0,0,6,0,1,0.6,0.1,0.7,0.1,0.6,0.1,0.5,0.1,0.7,0.3,0.1,0.6,0.1,0.6,0.3,0.7,0.1,0.6
150010212031079,HI,Hawaii County,39,5,8,0,0,11,14,0,1,33,1,8,0,0,9,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031080,HI,Hawaii County,46,4,0,0,0,9,14,0,19,35,0,0,0,0,6,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031081,HI,Hawaii County,48,8,2,0,0,24,4,0,10,40,3,2,0,0,23,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031082,HI,Hawaii County,37,11,4,0,0,8,4,1,9,27,5,3,0,0,8,4,0,7,5.1,1.2,5.6,0.6,4.6,0.7,4.2,1.1,5.4,2.3,0.9,5.3,0.9,4.4,2.3,5.4,1.2,5
150010212031083,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031084,HI,Hawaii County,82,16,9,0,0,36,9,0,12,67,6,8,0,0,36,8,0,9,1.3,0.3,1.5,0.2,1.2,0.2,1.1,0.3,1.4,0.6,0.2,1.4,0.2,1.1,0.6,1.4,0.3,1.3
150010212031085,HI,Hawaii County,75,8,1,0,0,37,8,0,21,59,2,1,0,0,37,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031086,HI,Hawaii County,78,4,2,0,0,23,23,2,24,53,3,2,0,0,18,12,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031087,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.5,0.1,0.4,0.1,0.4,0.1,0.5,0.2,0.1,0.4,0.1,0.4,0.2,0.5,0.1,0.4
150010212031088,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031089,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212031090,HI,Hawaii County,16,0,2,0,0,6,5,0,3,16,0,2,0,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032000,HI,Hawaii County,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032001,HI,Hawaii County,21,1,12,0,0,1,1,0,6,18,0,12,0,0,0,0,0,6,26.5,19.5,30.3,14.1,25.4,13.9,23.9,13.3,36.1,25.1,16.8,28.4,13.6,24.6,25.1,36.1,17.2,28.4
150010212032002,HI,Hawaii County,6,3,1,0,0,0,1,0,1,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032003,HI,Hawaii County,19,0,3,0,0,6,5,0,5,16,0,3,0,0,3,5,0,5,0.6,0.4,0.7,0.3,0.6,0.3,0.5,0.3,0.8,0.6,0.3,0.6,0.3,0.6,0.6,0.8,0.4,0.6
150010212032004,HI,Hawaii County,11,2,3,0,0,4,0,0,2,11,2,3,0,0,4,0,0,2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
150010212032005,HI,Hawaii County,11,2,2,0,2,1,2,0,2,7,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032006,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032007,HI,Hawaii County,13,1,4,2,0,0,0,0,6,8,0,0,2,0,0,0,0,6,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.3,0.3,0.4,0.2,0.3
150010212032008,HI,Hawaii County,12,0,0,0,0,0,3,0,9,12,0,0,0,0,0,3,0,9,0.4,0.3,0.5,0.2,0.4,0.2,0.4,0.2,0.5,0.4,0.2,0.4,0.2,0.4,0.4,0.5,0.3,0.4
150010212032009,HI,Hawaii County,11,0,6,0,0,0,0,0,5,9,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032010,HI,Hawaii County,31,6,14,0,0,0,7,0,4,26,4,14,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032011,HI,Hawaii County,17,0,11,0,0,0,0,0,6,16,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032012,HI,Hawaii County,6,0,3,0,0,0,0,0,3,5,0,3,0,0,0,0,0,2,0.6,0.4,0.7,0.3,0.6,0.3,0.5,0.3,0.8,0.6,0.3,0.6,0.3,0.6,0.6,0.8,0.4,0.6
150010212032013,HI,Hawaii County,19,0,15,0,1,3,0,0,0,19,0,15,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032014,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.9,4.6,2.1,3.8,2.1,3.6,2,5.4,3.8,2.5,4.3,2,3.7,3.8,5.4,2.6,4.3
150010212032015,HI,Hawaii County,18,7,9,0,0,0,2,0,0,13,3,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032016,HI,Hawaii County,16,0,13,0,0,0,0,0,3,11,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032017,HI,Hawaii County,25,3,10,5,0,4,2,1,0,20,3,10,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032018,HI,Hawaii County,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2.9,4.6,2.1,3.8,2.1,3.6,2,5.4,3.8,2.5,4.3,2,3.7,3.8,5.4,2.6,4.3
150010212032019,HI,Hawaii County,31,0,26,0,0,0,0,0,5,24,0,21,0,0,0,0,0,3,1.5,1.1,1.7,0.8,1.4,0.8,1.3,0.8,2,1.4,1,1.6,0.8,1.4,1.4,2,1,1.6
150010212032020,HI,Hawaii County,17,1,9,0,0,3,1,0,3,12,0,7,0,0,3,1,0,1,3.1,2.3,3.5,1.6,3,1.6,2.8,1.6,4.2,2.9,2,3.3,1.6,2.9,2.9,4.2,2,3.3
150010212032021,HI,Hawaii County,25,5,17,0,1,0,0,0,2,22,5,15,0,0,0,0,0,2,7.2,5.3,8.2,3.8,6.9,3.8,6.5,3.6,9.8,6.8,4.6,7.7,3.7,6.7,6.8,9.8,4.7,7.7
150010212032022,HI,Hawaii County,20,3,14,0,0,0,1,1,1,16,3,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032023,HI,Hawaii County,23,2,14,0,0,3,3,0,1,20,2,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032024,HI,Hawaii County,21,5,6,0,0,0,3,0,7,17,3,6,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032025,HI,Hawaii County,24,0,22,0,0,0,2,0,0,20,0,20,0,0,0,0,0,0,3.8,2.8,4.3,2,3.6,2,3.4,1.9,5.2,3.6,2.4,4,2,3.5,3.6,5.2,2.5,4.1
150010212032026,HI,Hawaii County,32,7,13,0,0,2,4,0,6,24,0,13,0,0,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032027,HI,Hawaii County,16,3,6,0,0,2,0,0,5,15,3,6,0,0,2,0,0,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
150010212032028,HI,Hawaii County,22,2,15,0,1,0,1,0,3,19,2,15,0,1,0,1,0,0,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.3,0.1,0.2
150010212032029,HI,Hawaii County,18,2,8,2,0,0,3,0,3,13,1,7,2,0,0,1,0,2,7,5.1,8,3.7,6.7,3.7,6.3,3.5,9.5,6.6,4.4,7.5,3.6,6.5,6.6,9.5,4.5,7.5
150010212032030,HI,Hawaii County,13,3,4,0,0,1,0,0,5,11,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032031,HI,Hawaii County,10,1,7,0,0,0,2,0,0,10,1,7,0,0,0,2,0,0,1.1,0.8,1.3,0.6,1.1,0.6,1,0.6,1.5,1,0.7,1.2,0.6,1,1,1.5,0.7,1.2
150010212032032,HI,Hawaii County,10,1,2,0,2,0,4,0,1,8,1,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032033,HI,Hawaii County,12,1,9,2,0,0,0,0,0,12,1,9,2,0,0,0,0,0,7.2,5.3,8.2,3.8,6.9,3.8,6.5,3.6,9.8,6.8,4.6,7.7,3.7,6.7,6.8,9.8,4.7,7.7
150010212032034,HI,Hawaii County,8,0,5,0,0,0,0,0,3,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032035,HI,Hawaii County,5,0,2,0,0,0,3,0,0,5,0,2,0,0,0,3,0,0,2.5,1.8,2.8,1.3,2.4,1.3,2.2,1.3,3.4,2.4,1.6,2.6,1.3,2.3,2.4,3.4,1.6,2.7
150010212032036,HI,Hawaii County,6,2,0,0,0,1,0,0,3,6,2,0,0,0,1,0,0,3,5.1,3.7,5.8,2.7,4.9,2.7,4.6,2.6,6.9,4.8,3.2,5.4,2.7,4.8,4.8,6.9,3.3,5.5
150010212032037,HI,Hawaii County,2,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032038,HI,Hawaii County,14,2,6,2,0,1,0,0,3,12,2,6,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032039,HI,Hawaii County,5,0,4,0,0,0,0,0,1,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032040,HI,Hawaii County,7,1,6,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032041,HI,Hawaii County,4,0,3,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0.6,0.4,0.7,0.3,0.6,0.3,0.5,0.3,0.8,0.6,0.3,0.6,0.3,0.6,0.6,0.8,0.4,0.6
150010212032042,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032043,HI,Hawaii County,3,1,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,1.5,1.1,1.7,0.8,1.4,0.8,1.3,0.8,2,1.4,1,1.6,0.8,1.4,1.4,2,1,1.6
150010212032044,HI,Hawaii County,5,1,1,0,0,1,0,0,2,4,1,1,0,0,1,0,0,1,4,2.9,4.6,2.1,3.8,2.1,3.6,2,5.4,3.8,2.5,4.3,2,3.7,3.8,5.4,2.6,4.3
150010212032045,HI,Hawaii County,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.7,1.1,0.5,1,0.5,0.9,0.5,1.4,0.9,0.6,1,0.5,0.9,0.9,1.4,0.6,1.1
150010212032046,HI,Hawaii County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
