GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,sos_16_rep_esp,sos_16_dem_oli,uss_18_dem_hei,uss_18_rep_ric,gov_18_dem_luj,gov_18_rep_pea,atg_18_dem_bal,atg_18_rep_hen,sos_18_dem_tou,sos_18_rep_cla,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
35045000070,NM,San Juan County,000070,1450,482,634,6,301,3,1,4,19,1068,318,511,3,222,3,1,2,8,354.4,91,346.5,126,95.4,245.9,99.7,296.6,124.2,262.5,98.9,283.5,350.4,108.5,272.1,104.6,NA,NA,298.2,105.9
35045000071,NM,San Juan County,000071,640,107,390,2,125,1,0,2,13,499,66,314,2,103,0,0,2,12,604.9,113.6,569.7,174.2,131.2,385.7,130.2,483.6,180.1,408.2,142.9,437.6,587.3,143.9,428.7,146.1,NA,NA,481.6,145.4
35045000072,NM,San Juan County,000072,1385,553,695,5,50,3,3,10,66,1132,416,620,0,32,2,3,8,51,410.8,124.9,391.8,170.9,142.9,260.9,145.9,329.8,184.9,272.9,142.9,311.8,401.3,147.9,293.8,154.2,NA,NA,329.7,152.1
35045000073,NM,San Juan County,000073,1290,701,481,1,60,4,0,3,40,987,511,392,0,49,4,0,2,29,324,77.2,312.4,113.9,83.5,226.2,81.1,266.1,97.3,235,80.3,246,318.2,95.6,243.3,85.6,NA,NA,268.3,88.9
35045000074,NM,San Juan County,000074,1908,562,785,9,470,20,2,5,55,1324,357,613,8,289,20,2,1,34,452.9,138.3,451.7,193.3,141.5,277.3,152.2,350.6,175.6,299.4,150.3,324.7,452.3,165.8,313,154.9,NA,NA,359.4,158.6
35045000075,NM,San Juan County,000075,1548,511,545,6,417,11,0,9,49,1055,329,411,6,267,6,0,7,29,266.4,86.6,242.6,128.8,80.2,154.9,80.7,207.7,97.5,172.7,80.2,189.3,254.5,107.7,181.1,84.7,NA,NA,205.6,92.3
35045000076,NM,San Juan County,000076,1665,550,647,1,376,17,0,7,67,1217,363,554,1,230,17,0,7,45,652.5,163.4,622,246.6,174.9,412.7,158.2,555.7,215.4,452.9,168,502.9,637.2,205,481,179.1,NA,NA,533.1,187.8
35045000077,NM,San Juan County,000077,948,362,438,4,109,1,0,6,28,682,230,358,3,80,0,0,5,6,374,65.6,358.8,105.6,87.3,251.4,84.4,306.6,109.9,266.4,85.7,281.9,366.4,85.6,276.6,91.8,NA,NA,306.5,89.7
35045000078,NM,San Juan County,000078,1106,353,593,3,106,3,2,7,39,823,226,484,3,81,2,2,1,24,357.4,60,342.5,97.5,81.5,241,79.5,292.8,104.1,254.3,80.5,269.2,350,78.8,264.3,86.4,NA,NA,292.9,83.9
35045000079,NM,San Juan County,000079,1119,312,453,2,319,3,0,6,24,823,213,368,2,219,2,0,3,16,45,13.4,41,20.1,12.7,26.5,12.8,35,15.8,29.2,12.9,31.8,43,16.8,30.6,13.6,NA,NA,34.7,14.6
35045000080,NM,San Juan County,000080,1517,482,558,2,430,4,0,1,40,1063,309,442,1,282,3,0,1,25,252,77,251.3,107.6,78.7,154.3,84.7,195.1,97.7,166.6,83.7,180.7,251.7,92.3,174.2,86.2,NA,NA,200,88.2
35045000081,NM,San Juan County,000081,762,226,381,2,119,5,0,3,26,562,154,311,2,75,5,0,2,13,42.2,10.6,40.2,15.9,11.3,26.6,10.2,35.9,13.9,29.2,10.8,32.5,41.2,13.3,31.1,11.6,NA,NA,34.4,12.1
35045000090,NM,San Juan County,000090,1043,285,583,3,104,8,1,4,55,766,189,466,1,57,8,0,0,45,429.3,71.4,407,116.1,81.3,277.6,77.8,353.3,111,301,87.7,321.4,418.1,93.7,313.3,89.5,NA,NA,348.3,90.9
35045000100,NM,San Juan County,000100,1226,394,361,1,434,6,0,2,28,861,236,297,1,299,4,0,2,22,376.9,135.2,380.7,180.8,125.6,231,149.8,281.1,152.3,251.3,134.5,263.3,378.8,158,256.7,140.6,NA,NA,297.4,146.4
35045000101,NM,San Juan County,000101,1049,372,208,0,443,2,0,2,22,744,245,174,0,305,2,0,2,16,136.3,48.9,137.7,65.4,45.4,83.5,54.1,101.7,55.1,90.9,48.6,95.2,137,57.1,92.8,50.8,NA,NA,107.5,52.9
35045000102,NM,San Juan County,000102,639,171,287,2,159,0,0,5,15,473,108,234,0,116,0,0,5,10,210.5,42.1,210.9,63.3,50.8,147.5,53.9,181.6,63.7,160.4,50.5,170.2,210.7,52.7,164.9,54.7,NA,NA,180.2,54.1
35045000103,NM,San Juan County,000103,1381,302,860,11,112,16,1,8,71,1027,216,669,8,87,14,1,6,26,866.1,198.1,863.6,266.6,209.7,574.2,211.8,748.2,275,637.9,229.3,679.4,864.8,232.3,659.9,231.4,NA,NA,728.2,231.7
35045000104,NM,San Juan County,000104,977,226,497,8,170,17,0,3,56,712,138,406,7,110,17,0,3,31,725.2,204.6,751.6,253.7,204.6,494.1,198,637.5,235.8,551.7,208.4,581.8,738.4,229.1,566.3,211.7,NA,NA,623.6,217.5
35045000105,NM,San Juan County,000105,1089,309,556,4,185,1,0,2,32,827,200,464,4,138,1,0,1,19,147.8,53.9,145.7,68.8,48.8,91,48.3,118.1,61.6,96.9,47.3,108.7,146.8,61.4,103.7,51.5,NA,NA,118,54.8
35045000106,NM,San Juan County,000106,954,162,484,7,199,23,0,6,73,722,114,407,7,135,17,0,6,36,221,54.2,229.3,72,60.5,154.4,63.7,194.5,71.2,172.9,61.4,182.4,225.2,63.1,176,64.2,NA,NA,192.4,63.8
35045000107,NM,San Juan County,000107,1348,278,860,16,96,9,3,8,78,1010,164,709,8,65,7,2,8,47,786.5,220.3,798,285.8,233.6,530.8,231.8,677.7,279.6,585.6,233.6,623.7,792.2,253,604.5,244.6,NA,NA,667,247.4
35045000108,NM,San Juan County,000108,966,181,607,5,127,4,1,2,39,717,104,490,2,88,4,1,2,26,134.5,22.3,137,32.9,28,95.3,29,115.4,36.3,101.1,28.6,108.2,135.8,27.6,105,30.5,NA,NA,115.2,29.5
35045000109,NM,San Juan County,000109,1402,321,306,37,681,7,1,10,39,1029,251,254,37,440,7,1,10,29,218,82.9,222.3,104,79.2,133.9,84.8,172.2,93.3,148,79.8,161.6,220.1,93.4,153.9,84.3,NA,NA,176,87.3
35045000110,NM,San Juan County,000110,1730,379,88,6,1209,5,0,2,41,1118,199,70,6,813,4,0,1,25,201.2,131.5,205.7,168.1,136.6,127.6,150.7,179.3,156.8,155.2,148.4,155.2,203.5,149.8,154.3,148.1,NA,NA,170.7,148.7
35045000120,NM,San Juan County,000120,1287,19,6,2,1237,3,1,0,19,945,8,6,1,918,3,0,0,9,64.9,100.7,66.4,122.4,96.2,30.5,101.2,64.9,102.5,47.6,101.5,48.3,65.6,111.6,47.8,100.4,NA,NA,53.8,104.1
35045000121,NM,San Juan County,000121,910,79,130,5,644,6,0,0,46,654,51,99,4,470,6,0,0,24,281.4,184.3,294.9,224.2,176.3,164,189.8,237.1,205.8,196.6,186.8,207,288.1,204.3,201.2,189.7,NA,NA,230.2,194.5
35045000130,NM,San Juan County,000130,1447,18,3,1,1401,0,3,0,21,967,10,3,1,942,0,2,0,9,198.2,557.6,253.4,599.1,471,115.2,512.4,241.5,510.6,180.6,513.4,172.3,225.8,578.3,177.4,501.8,NA,NA,193.5,527.3
35045000131,NM,San Juan County,000131,913,9,15,2,829,48,0,0,10,682,4,14,0,631,26,0,0,7,153.2,448.8,209.7,493,394.4,84.5,446.9,167.3,429.9,129.4,425.6,130.4,181.5,470.9,127.9,424.2,NA,NA,145.8,439.8
35047000001,NM,San Miguel County,000001,693,471,188,12,2,0,1,3,16,586,380,172,12,2,0,1,3,16,34,198,47,212,178,21,194,39,202,24,191,33,40.5,205,29.2,191.2,NA,NA,33,195.8
35047000002,NM,San Miguel County,000002,1394,724,470,83,56,24,1,5,31,1198,561,449,83,52,24,1,4,24,79,324,97,341,290,46,308,78,326,45,303,64,88,332.5,58.2,306.8,NA,NA,68.2,315.3
35047000003,NM,San Miguel County,000003,909,744,129,6,16,4,0,1,9,739,595,117,4,13,0,0,1,9,44.7,313.2,73.4,311.2,287.4,25.8,304.3,57.6,327.1,21.9,310.2,35.8,59,312.2,35.3,307.3,NA,NA,43.2,308.9
35047000004,NM,San Miguel County,000004,1295,1096,140,12,16,11,0,5,15,970,801,126,12,8,10,0,4,9,116.3,382.2,125.3,410.6,342.8,65.8,365.6,104.6,396.1,63.7,369.8,83.8,120.8,396.4,79.5,368.6,NA,NA,93.3,377.9
35047000005,NM,San Miguel County,000005,2059,1785,185,12,19,22,0,13,23,1580,1334,163,11,18,22,0,12,20,135.2,497.4,184.2,496.5,425.4,77.1,447.4,123.2,478.5,81.1,445.4,101.1,159.7,497,95.6,449.2,NA,NA,117,465.1
35047000006,NM,San Miguel County,000006,705,556,116,10,3,11,0,2,7,560,442,95,6,2,11,0,1,3,63.6,150.1,67.6,161,132.2,24.9,136.2,53.7,164,22.9,146.1,35.8,65.6,155.5,34.3,144.6,NA,NA,44.7,148.2
35047000007,NM,San Miguel County,000007,847,705,112,3,1,2,0,5,19,651,532,100,3,1,2,0,5,8,68,201.4,79.4,214.8,148.3,42.2,166.3,67,194.8,34.6,169.3,52.7,73.7,208.1,49.1,169.7,NA,NA,57.3,182.5
35047000008,NM,San Miguel County,000008,1117,952,141,11,3,3,0,2,5,885,757,110,7,3,3,0,2,3,54.1,296.1,79.4,298,252.7,19,280.7,49,297.2,23.2,280.3,34.4,66.8,297.1,31.4,277.7,NA,NA,43.2,284.2
35047000009,NM,San Miguel County,000009,423,216,180,2,5,3,0,2,15,345,166,168,2,0,3,0,2,4,90.3,127.3,108.3,133.9,143.9,66.9,141.4,95,167,63.5,145.4,81.4,99.3,130.6,76.7,149.4,NA,NA,84.2,143.1
35047000010,NM,San Miguel County,000010,649,392,229,1,8,2,0,0,17,545,322,203,1,4,2,0,0,13,91.3,202.5,121.8,213,205.5,60.2,215.6,97.4,250.3,53.1,222.5,76.6,106.5,207.7,71.8,223.5,NA,NA,83.4,218.2
35047000011,NM,San Miguel County,000011,293,258,27,5,0,0,0,0,3,244,216,23,5,0,0,0,0,0,2,7.4,2.5,7.9,7.7,1.3,7.9,2.8,9.1,1.2,7.9,2.5,2.3,7.7,2,8.1,NA,NA,2.1,8
35047000012,NM,San Miguel County,000012,1250,839,319,30,30,6,0,7,19,1033,644,304,29,25,5,0,7,19,102.7,307,130.6,346,309.6,46.2,321.8,103.2,348.6,56.3,323.8,84.2,116.7,326.5,72.5,326,NA,NA,87.2,326.1
35047000013,NM,San Miguel County,000013,269,226,32,0,0,1,0,5,5,195,158,28,0,0,1,0,5,3,13.4,52.7,17.4,54,48.4,8,49.2,15.5,55.3,7.8,50.2,10.4,15.4,53.3,10.4,50.8,NA,NA,12.1,51.6
35047000014,NM,San Miguel County,000014,104,61,39,0,1,0,0,0,3,95,57,34,0,1,0,0,0,3,18,15.1,19.5,17.4,12.3,13.8,12.9,16.4,13,14.3,11,15.4,18.8,16.3,15,12.3,NA,NA,16.2,13.6
35047000015,NM,San Miguel County,000015,289,90,187,0,1,2,0,0,9,262,79,174,0,1,2,0,0,6,81.4,23.5,72.5,34.6,23.4,48.4,27.4,69.4,36.4,52.4,27.3,60.4,76.9,29,57.6,28.6,NA,NA,64.1,28.8
35047000016,NM,San Miguel County,000016,1257,859,361,3,5,2,0,1,26,1021,657,337,3,3,1,0,1,19,130.3,286.2,143.5,313.1,272.3,81.9,280.5,126,301,85.7,291,103.3,136.9,299.7,99.2,286.2,NA,NA,111.8,290.7
35047000017,NM,San Miguel County,000017,229,211,16,0,0,1,0,0,1,163,149,12,0,0,1,0,0,1,30.5,93.3,37.6,103.8,77.4,16.2,82.2,31.8,91.5,18,87,22.8,34.1,98.6,22.2,84.6,NA,NA,26.2,89.2
35047000018,NM,San Miguel County,000018,388,294,65,0,1,0,0,6,22,325,248,56,0,1,0,0,6,14,36.4,105.1,37.8,109.2,98.9,15.1,106.4,26.1,110.6,17.2,107.1,21.3,37.1,107.1,19.9,105.7,NA,NA,25.6,106.2
35047000019,NM,San Miguel County,000019,888,622,222,5,10,2,0,3,24,691,461,194,5,10,2,0,1,18,64.4,320.3,83.7,318.4,291.8,37.1,317.4,56.2,324.3,35.3,316.5,41.8,74,319.3,42.6,312.5,NA,NA,53.1,314.8
35047000020,NM,San Miguel County,000020,233,192,32,1,3,1,0,0,4,177,148,21,0,3,1,0,0,4,27.5,74.3,28.3,80.6,70.6,13,72.4,20.8,77.4,12.8,74.1,15.5,27.9,77.4,15.5,73.6,NA,NA,19.7,74.9
35047000021,NM,San Miguel County,000021,821,501,267,5,21,2,0,2,23,684,405,237,5,17,1,0,2,17,90.3,297.7,116.1,290.9,259,49.8,268.4,82,286.8,54,266.8,70.2,103.2,294.3,64,270.2,NA,NA,77.1,278.3
35047000022,NM,San Miguel County,000022,457,257,186,2,0,1,0,2,9,378,204,163,2,0,1,0,1,7,79.5,170.3,83.6,184.6,163.6,38.7,171.4,66.2,180.5,48.1,176.3,55.1,81.6,177.4,52,173,NA,NA,61.9,174.4
35047000023,NM,San Miguel County,000023,1652,1312,280,6,9,5,0,12,28,1317,1033,238,6,6,5,0,8,21,52.2,118.6,58,124.2,112.7,30.4,119.4,49.6,124.7,35.5,122.2,39,55.1,121.4,38.7,119.8,NA,NA,44.1,120.3
35047000024,NM,San Miguel County,000024,967,682,262,1,4,5,0,6,7,807,547,246,1,1,5,0,4,3,68.1,176.7,67.6,199.6,176.1,34.4,188.1,58.5,202.1,33.4,190.5,47.5,67.8,188.1,43.4,189.2,NA,NA,51.6,188.8
35047000025,NM,San Miguel County,000025,575,403,152,5,5,3,0,1,6,482,327,140,3,3,3,0,1,5,51,231,70,241,211,31,232,54,244,36,229,39,60.5,236,40,229,NA,NA,46.8,231.3
35047000026,NM,San Miguel County,000026,1829,1536,215,14,24,6,0,12,22,1480,1210,203,13,24,3,0,10,17,91.3,534.1,138.4,519.2,433.2,49.2,464.2,95.4,485.4,53.2,464.2,65.4,114.9,526.7,65.8,461.8,NA,NA,82.2,483.4
35047000027,NM,San Miguel County,000027,1468,1218,189,11,14,5,0,5,26,1146,910,185,10,12,5,0,4,20,117,381,138,416,350,71,363,129,407,72,370,102,127.5,398.5,93.5,372.5,NA,NA,104.8,381.2
35047000028,NM,San Miguel County,000028,1242,1081,123,13,4,0,0,5,16,989,847,115,12,4,0,0,4,7,84.8,227.6,90.8,246.5,222.6,42.9,221.6,92.8,247.5,57.9,228.6,71.9,87.8,237,66.4,230.1,NA,NA,73.5,232.4
35047000029,NM,San Miguel County,000029,666,572,73,5,6,4,0,4,2,515,430,70,5,4,2,0,4,0,51.7,169.8,55.7,182.4,152.2,29.2,162.4,46.4,175.9,28.3,164.2,37.2,53.7,176.1,35.3,163.7,NA,NA,41.4,167.8
35047000030,NM,San Miguel County,000030,825,694,100,1,6,3,0,7,14,696,574,93,1,5,2,0,7,14,62.5,330.7,90.3,333.6,280.8,22.9,312,56.8,331.6,27.1,311.7,40.3,76.4,332.1,36.8,309,NA,NA,50,316.7
35047000031,NM,San Miguel County,000031,1016,678,299,4,1,0,0,12,22,824,532,263,4,1,0,0,6,18,226.7,513,252.9,535.4,486.9,132.9,515.7,216.3,537.8,155.9,527.4,170.3,239.8,524.2,168.8,516.9,NA,NA,192.5,519.4
35047000032,NM,San Miguel County,000032,290,204,71,1,4,0,0,4,6,242,164,64,1,4,0,0,4,5,37.2,145.8,48,149.4,134,22.1,136.6,42.4,153.1,21.4,139.5,28.7,42.6,147.6,28.6,140.8,NA,NA,33.3,143.1
35047000033,NM,San Miguel County,000033,102,59,40,0,0,1,0,0,2,86,49,34,0,0,1,0,0,2,18.8,15.2,20.3,17.8,12.2,14.8,12.7,17.3,12.7,15.2,10.7,16.3,19.6,16.5,15.9,12.1,NA,NA,17.1,13.6
35049000001,NM,Santa Fe County,000001,964,610,297,0,23,14,1,7,12,771,459,269,0,16,13,1,5,8,113.2,301.8,119.1,307.7,276.4,71.9,296.5,114.9,314.2,77.2,288.2,93.7,116.1,304.7,89.4,293.8,NA,NA,98.3,297.5
35049000002,NM,Santa Fe County,000002,474,362,88,2,8,1,0,6,7,383,276,85,2,8,1,0,6,5,47,98,51,113,96,20,109,43,119,22,107,33,49,105.5,29.5,107.8,NA,NA,36,107
35049000003,NM,Santa Fe County,000003,751,595,141,4,1,0,1,2,7,631,496,124,2,1,0,1,1,6,42.8,219.5,50,213.9,198.9,21.5,208.9,44.4,225,21.1,220.3,26.8,46.4,216.7,28.4,213.3,NA,NA,34.4,214.4
35049000004,NM,Santa Fe County,000004,167,123,39,0,2,0,0,0,3,139,99,38,0,1,0,0,0,1,16.2,50.1,17.2,55.1,50,7.1,56.1,13.2,53.2,8.1,57.1,9.1,16.7,52.6,9.4,54.1,NA,NA,11.8,53.6
35049000005,NM,Santa Fe County,000005,1329,933,294,0,54,9,0,3,36,1062,716,275,0,34,7,0,1,29,139.1,427.2,163.9,427.2,367.6,93.4,419.3,158,409.3,81.5,416.3,126.2,151.5,427.2,114.8,403.1,NA,NA,127,411.2
35049000006,NM,Santa Fe County,000006,436,27,6,1,392,0,0,0,10,303,11,4,0,281,0,0,0,7,3,100,9,118,113,0,130,5,131,1,128,4,6,109,2.5,125.5,NA,NA,3.7,120
35049000007,NM,Santa Fe County,000007,1200,689,380,3,75,11,0,8,34,905,479,333,2,46,11,0,4,30,65.7,296.9,85.9,304.1,262.5,44.2,287,63.9,275.8,48.3,273.9,57.6,75.8,300.5,53.5,274.8,NA,NA,60.9,283.4
35049000008,NM,Santa Fe County,000008,891,210,607,4,20,7,1,4,38,826,183,582,4,18,7,1,2,29,59.1,368.3,64.2,375.7,353.4,40.2,370.6,65.4,364.8,44.7,365.4,55.6,61.7,372,51.5,363.6,NA,NA,54.9,366.4
35049000009,NM,Santa Fe County,000009,739,174,517,1,9,5,0,7,26,675,152,480,0,8,5,0,7,23,21.7,96.1,24.4,97,97.8,13.3,100.3,21,100.4,16.3,101,17.3,23.1,96.6,17,99.9,NA,NA,19,98.8
35049000010,NM,Santa Fe County,000010,748,99,598,4,2,11,0,5,29,688,85,561,3,2,9,0,3,25,100.4,426.2,120.3,414.4,418.1,80.4,430.3,113.8,430.3,88.6,428.7,102.4,110.3,420.3,96.3,426.8,NA,NA,101,424.7
35049000011,NM,Santa Fe County,000011,1040,330,651,3,6,13,0,9,28,934,289,599,3,4,10,0,9,20,55.8,364.4,66.5,377.3,359.2,37.5,377.4,53.5,376.5,35.9,370.9,43.6,61.2,370.8,42.6,371,NA,NA,48.8,370.9
35049000012,NM,Santa Fe County,000012,1322,915,330,3,14,19,0,9,32,1070,708,298,3,10,19,0,9,23,105.7,430,120.8,445.1,412.9,59.7,449.2,107.7,467.1,69.3,441,89.2,113.2,437.6,81.5,442.6,NA,NA,92,440.9
35049000013,NM,Santa Fe County,000013,999,488,457,6,10,10,0,6,22,840,385,408,3,10,10,0,6,18,56.7,276.3,62.5,285.8,267.8,39.6,276.9,63.9,279.6,46.7,274.9,55.2,59.6,281,51.3,274.8,NA,NA,54.1,276.9
35049000014,NM,Santa Fe County,000014,501,314,144,15,14,4,0,0,10,414,249,122,15,14,4,0,0,10,47.1,151.7,53.8,158.8,126.7,29.2,139.2,44.2,145.8,31.2,139.6,35,50.4,155.2,34.9,137.8,NA,NA,40.1,143.6
35049000015,NM,Santa Fe County,000015,1192,258,844,13,14,5,0,20,38,973,180,716,12,14,1,0,18,32,350.2,198.5,365.2,242.7,211.6,282.9,227.7,358,261.9,294.7,228.7,327.9,357.7,220.6,315.9,232.4,NA,NA,329.8,228.5
35049000016,NM,Santa Fe County,000016,513,82,387,8,6,3,0,6,21,437,62,335,8,6,3,0,6,17,118,86,130,92,94,76,98,97,111,75,99,87,124,89,83.8,100.5,NA,NA,97.2,96.7
35049000017,NM,Santa Fe County,000017,479,90,346,2,6,8,0,3,24,438,81,324,0,5,7,0,3,18,62,210,63,239,229,47,233,68,236,46,228,57,62.5,224.5,54.5,231.5,NA,NA,57.2,229.2
35049000018,NM,Santa Fe County,000018,1580,403,1062,10,15,10,0,5,75,1213,276,844,9,14,8,0,5,57,406.1,168,403.1,229.1,176,316,174,411.1,215.1,334.1,186,370.1,404.6,198.5,357.8,187.8,NA,NA,373.4,191.4
35049000019,NM,Santa Fe County,000019,298,117,172,0,2,0,0,2,5,245,92,147,0,2,0,0,2,2,83,59,66,89,78,48,75,76,92,49,82,62,74.5,74,58.8,81.8,NA,NA,64,79.2
35049000020,NM,Santa Fe County,000020,637,158,420,0,1,16,0,4,38,548,147,358,0,0,13,0,4,26,74.7,630.1,91.6,637.3,632.8,46.2,664.8,68.4,642.6,52.4,648.8,65.8,83.1,633.7,58.2,647.3,NA,NA,66.5,642.7
35049000021,NM,Santa Fe County,000021,1062,312,618,5,14,45,0,15,53,918,253,564,1,11,43,0,15,31,70.7,408.2,82.4,410.1,405.6,47.8,425.9,70,414.2,56.4,416.1,61.7,76.6,409.2,59,415.5,NA,NA,64.8,413.4
35049000022,NM,Santa Fe County,000022,695,192,456,1,8,5,0,4,29,638,167,431,1,8,5,0,4,22,20.1,129,25.3,129.6,121.6,13.5,129.8,20.7,128.2,15.9,128.4,17.9,22.7,129.3,17,127,NA,NA,18.9,127.7
35049000023,NM,Santa Fe County,000023,1189,655,354,5,140,8,0,2,25,980,525,321,5,105,6,0,2,16,117,368,128,393,340,81,374,127,378,77,375,101,122.5,380.5,96.5,366.8,NA,NA,105.2,371.3
35049000024,NM,Santa Fe County,000024,1123,529,520,13,8,13,0,6,34,1001,458,476,12,5,13,0,6,31,89,578,105,616,598,43,633,87,639,46,627,66,97,597,60.5,624.2,NA,NA,72.7,615.2
35049000025,NM,Santa Fe County,000025,981,459,437,20,20,13,0,2,30,883,393,414,20,15,13,0,2,26,45.1,386.2,47.1,411.7,380.4,21.6,401.9,42.1,386.2,30.4,398,28.4,46.1,399,30.6,391.6,NA,NA,35.8,394.1
35049000026,NM,Santa Fe County,000026,640,246,330,8,14,3,0,3,36,587,214,317,8,14,3,0,3,28,32,318,37,332,300,12,320,29,312,21,312,25,34.5,325,21.8,311,NA,NA,26,315.7
35049000027,NM,Santa Fe County,000027,672,211,406,10,13,10,0,6,16,610,178,382,8,12,10,0,6,14,12.5,111.2,13,114.1,111.7,8.4,119.3,12.6,116.3,9.5,115.1,10.7,12.8,112.6,10.3,115.6,NA,NA,11.1,114.6
35049000028,NM,Santa Fe County,000028,576,70,464,5,3,8,0,2,24,555,59,458,4,3,8,0,2,21,60,382,65,373,350,48,360,69,355,57,346,68,62.5,377.5,60.5,352.8,NA,NA,61.2,361
35049000029,NM,Santa Fe County,000029,815,322,427,13,5,15,4,2,27,677,252,378,10,3,11,4,2,17,151.3,487,163.2,505,483.2,84.1,511.2,134.5,522.4,100.9,507.5,115.8,157.2,496,108.8,506.1,NA,NA,125,502.7
35049000030,NM,Santa Fe County,000030,810,145,609,3,10,7,0,4,32,755,132,571,1,10,6,0,3,32,17.9,99.3,20.5,101.7,101.4,11.3,104.3,17.9,102.2,14,102,15.4,19.2,100.5,14.7,102.5,NA,NA,16.2,101.8
35049000031,NM,Santa Fe County,000031,1158,710,352,18,20,21,0,1,36,990,584,323,17,19,12,0,1,34,72.6,303.4,80.9,314.4,307.1,37.7,336.5,65.3,339.3,40.5,329.1,54.2,76.8,308.9,49.4,328,NA,NA,58.5,321.6
35049000032,NM,Santa Fe County,000032,1106,573,459,5,16,14,0,6,33,970,480,426,5,12,13,0,6,28,78.8,510.4,93.5,539.2,517.4,40.3,547.5,78.1,548.1,48.7,538.5,57,86.1,524.8,56,537.9,NA,NA,66.1,533.5
35049000033,NM,Santa Fe County,000033,1286,534,644,10,11,15,0,14,58,1156,466,594,10,11,14,0,14,47,86,586,101,611,571,51,607,91,592,62,606,64,93.5,598.5,67,594,NA,NA,75.8,595.5
35049000034,NM,Santa Fe County,000034,982,468,444,16,14,17,0,5,18,815,354,400,11,13,15,0,5,17,96.3,583.8,117.8,609.9,556,66.2,585.3,98.6,603,68.5,587.6,86.2,107,596.8,79.9,583,NA,NA,88.9,587.6
35049000035,NM,Santa Fe County,000035,432,198,186,3,11,15,0,1,18,352,153,164,1,7,12,0,1,14,38.4,188.9,38.4,205,142.8,24.2,145.9,33.3,150.9,24.2,144.9,27.3,38.4,197,27.3,146.1,NA,NA,31,163.1
35049000036,NM,Santa Fe County,000036,636,96,493,5,3,10,1,2,26,600,79,478,4,3,10,1,2,23,52,389,61,396,364,30,380,52,368,43,374,43,56.5,392.5,42,371.5,NA,NA,46.8,378.5
35049000037,NM,Santa Fe County,000037,1369,580,703,16,12,18,0,10,30,1165,439,656,14,6,17,0,10,23,101.2,569.5,118.1,581.4,539.7,64.5,567.5,98.2,563.5,70.4,563.5,83.3,109.6,575.4,79.1,558.6,NA,NA,89.3,564.2
35049000038,NM,Santa Fe County,000038,1386,599,648,22,15,32,4,12,54,1194,470,607,17,13,25,4,9,49,47,180.6,56.7,182.4,177.3,27.6,193.4,40.4,195.7,29.1,188.6,35,51.9,181.5,33,188.8,NA,NA,39.3,186.3
35049000039,NM,Santa Fe County,000039,857,563,229,3,29,2,2,9,20,714,462,196,3,26,2,2,8,15,127,377.1,123,428.7,374.1,57.5,382,113.1,411.8,62.5,388,91.3,125,402.9,81.1,389,NA,NA,95.8,393.6
35049000040,NM,Santa Fe County,000040,690,99,46,2,528,5,0,0,10,487,62,44,2,371,4,0,0,4,30.4,158.9,51.2,142.2,147.8,16.3,161.8,45.2,155.9,21.1,145.1,28.3,40.8,150.6,27.8,152.6,NA,NA,32.1,152
35049000041,NM,Santa Fe County,000041,1561,1114,301,17,54,22,1,12,40,1157,779,266,11,42,17,0,7,35,33,224,46,242,213,23,231,39,228,31,225,31,39.5,233,31,224.2,NA,NA,33.8,227.2
35049000042,NM,Santa Fe County,000042,881,343,446,8,23,23,3,3,32,758,292,395,6,11,19,2,3,30,53,420,64,435,417,29,440,53,437,35,439,39,58.5,427.5,39,433.2,NA,NA,45.5,431.3
35049000043,NM,Santa Fe County,000043,710,207,438,5,5,11,0,6,38,615,170,394,4,1,11,0,6,29,52,379,59,392,378,32,399,48,386,40,388,42,55.5,385.5,40.5,387.8,NA,NA,45.5,387
35049000044,NM,Santa Fe County,000044,1109,244,797,12,5,8,0,5,38,1027,210,758,11,5,8,0,5,30,51,626,67,657,639,37,679,59,652,56,662,51,59,641.5,50.8,658,NA,NA,53.5,652.5
35049000045,NM,Santa Fe County,000045,614,127,450,2,10,8,0,2,15,542,101,417,1,9,6,0,1,7,64,312,71,330,328,37,326,75,337,46,334,53,67.5,321,52.8,331.2,NA,NA,57.7,327.8
35049000046,NM,Santa Fe County,000046,544,95,385,3,5,23,0,8,25,475,81,342,3,4,21,0,6,18,51,296.3,66.1,294.3,260.3,36,277.3,57,261.3,52,272.3,48,58.6,295.3,48.3,267.8,NA,NA,51.7,277
35049000047,NM,Santa Fe County,000047,547,84,422,4,2,11,0,8,16,501,76,389,4,2,8,0,8,14,29.6,248.7,39.4,243.4,231.6,18.2,240,30,231.6,23.5,233.9,29.2,34.5,246,25.2,234.3,NA,NA,28.3,238.2
35049000048,NM,Santa Fe County,000048,911,226,629,3,3,10,0,6,34,798,181,574,3,3,10,0,5,22,76,470.7,85.3,486.5,492.5,50.8,507.4,71.3,494.6,62.7,504.9,61.9,80.7,478.6,61.7,499.8,NA,NA,68,492.8
