GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_pau,uss_16_dem_gra,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
2101500A121,KY,Boone County,00A121,3573,104,3095,55,8,85,2,18,206,2317,55,2031,36,6,68,1,15,105,1072,396,1181,378,1126.5,387,NA,NA,NA,NA,1126.5,387
2101500A122,KY,Boone County,00A122,1895,57,1518,170,2,14,11,10,113,1298,30,1115,76,2,12,7,8,48,522.3,153.2,550.2,175.1,536.3,164.2,NA,NA,NA,NA,536.3,164.2
2101500A123,KY,Boone County,00A123,2861,100,2451,90,6,55,7,10,142,1944,56,1703,62,3,43,3,8,66,775,296,855,292,815,294,NA,NA,NA,NA,815,294
2101500B114,KY,Boone County,00B114,1819,33,1688,10,3,11,0,10,64,1350,17,1265,3,2,8,0,5,50,662.3,140.2,674.2,163.1,668.2,151.6,NA,NA,NA,NA,668.2,151.6
2101500B115,KY,Boone County,00B115,1082,39,976,21,6,4,0,1,35,810,18,758,12,6,2,0,0,14,398.8,178.4,449.6,180.2,424.2,179.3,NA,NA,NA,NA,424.2,179.3
2101500B116,KY,Boone County,00B116,1734,91,1373,47,0,115,2,16,90,1393,60,1125,36,0,87,2,11,72,544.8,217.6,564.3,231.1,554.6,224.3,NA,NA,NA,NA,554.6,224.3
2101500B117,KY,Boone County,00B117,2469,107,2106,56,4,74,2,20,100,1911,74,1651,44,3,64,2,15,58,821.7,341.7,890,354.3,855.8,348,NA,NA,NA,NA,855.8,348
2101500B118,KY,Boone County,00B118,973,60,787,25,5,25,0,2,69,810,45,687,20,4,19,0,0,35,275.1,144.6,304.9,143,290,143.8,NA,NA,NA,NA,290,143.8
2101500B119,KY,Boone County,00B119,1187,62,1027,45,1,11,1,3,37,964,43,848,38,1,11,0,0,23,342.9,178.4,384.5,171.4,363.7,174.9,NA,NA,NA,NA,363.7,174.9
2101500B120,KY,Boone County,00B120,1356,26,1224,40,2,15,3,2,44,1028,11,946,32,2,7,3,0,27,535.8,201.2,585.6,184.2,560.7,192.7,NA,NA,NA,NA,560.7,192.7
2101500B121,KY,Boone County,00B121,3495,104,3157,45,1,73,0,18,97,2533,62,2325,41,0,49,0,9,47,1195.7,426.9,1293.4,426.7,1244.6,426.8,NA,NA,NA,NA,1244.6,426.8
2101500B122,KY,Boone County,00B122,2503,70,2251,70,0,35,0,1,76,1703,41,1570,32,0,25,0,0,35,680.5,213,707.4,208.2,693.9,210.6,NA,NA,NA,NA,693.9,210.6
2101500B123,KY,Boone County,00B123,3921,172,3232,119,7,259,4,12,116,2809,99,2380,85,6,172,0,7,60,1035.8,407.2,1133,401.5,1084.4,404.4,NA,NA,NA,NA,1084.4,404.4
2101500B124,KY,Boone County,00B124,2381,86,2075,40,3,54,1,14,108,1673,59,1475,29,0,39,1,11,59,455.5,175.6,497.4,169.8,476.4,172.7,NA,NA,NA,NA,476.4,172.7
2101500B125,KY,Boone County,00B125,2907,101,2488,42,8,141,4,12,111,2007,55,1773,26,2,86,2,6,57,889.2,357.9,1002.4,360.4,945.8,359.1,NA,NA,NA,NA,945.8,359.1
2101500B126,KY,Boone County,00B126,1754,38,1628,5,3,12,0,12,56,1287,21,1212,5,2,6,0,6,35,757.6,180.8,783.4,202.7,770.5,191.7,NA,NA,NA,NA,770.5,191.7
2101500B127,KY,Boone County,00B127,3247,115,2865,34,3,45,2,12,171,2127,52,1933,22,0,29,0,7,84,846.3,249.6,891,283.4,868.7,266.5,NA,NA,NA,NA,868.7,266.5
2101500B128,KY,Boone County,00B128,2500,74,2265,28,6,18,6,6,97,1763,38,1608,28,5,14,1,4,65,671.5,170.6,689.8,201.8,680.6,186.2,NA,NA,NA,NA,680.6,186.2
2101500B129,KY,Boone County,00B129,2153,60,1871,32,0,109,0,8,73,1522,32,1341,21,0,87,0,1,40,637.6,246.4,738.7,223.7,688.1,235,NA,NA,NA,NA,688.1,235
2101500B130,KY,Boone County,00B130,2355,76,2015,51,3,101,0,2,107,1796,49,1578,43,3,78,0,2,43,1404.1,535,1578.6,477.2,1491.3,506.1,NA,NA,NA,NA,1491.3,506.1
2101500B131,KY,Boone County,00B131,2046,62,1829,28,5,32,3,12,75,1589,37,1461,16,3,27,3,5,37,758,340,834,337,796,338.5,NA,NA,NA,NA,796,338.5
2101500B132,KY,Boone County,00B132,3042,90,2590,109,5,105,5,14,124,1968,50,1709,63,0,82,1,0,63,840,380,965,343,902.5,361.5,NA,NA,NA,NA,902.5,361.5
2101500B133,KY,Boone County,00B133,2996,141,2468,100,4,100,2,20,161,2030,86,1705,66,4,81,2,10,76,771.1,333.1,873,347,822,340.1,NA,NA,NA,NA,822,340.1
2101500B134,KY,Boone County,00B134,1702,34,1560,15,1,31,0,2,59,1359,22,1274,8,1,17,0,0,37,657.1,203.9,687.4,216.1,672.3,210,NA,NA,NA,NA,672.3,210
2101500B135,KY,Boone County,00B135,2729,46,2416,63,3,147,0,0,54,1876,26,1690,36,3,99,0,0,22,354.4,136.4,388,131,371.2,133.7,NA,NA,NA,NA,371.2,133.7
2101500C102,KY,Boone County,00C102,2512,135,2103,112,3,57,6,7,89,1986,79,1702,92,3,48,6,6,50,765.7,281.8,814,289.8,789.8,285.8,NA,NA,NA,NA,789.8,285.8
2101500C110,KY,Boone County,00C110,5388,1245,3239,487,5,35,1,16,360,3498,710,2379,215,5,25,1,1,162,703.6,335.8,707.6,377.8,705.6,356.8,NA,NA,NA,NA,705.6,356.8
2101500C117,KY,Boone County,00C117,1486,64,1291,30,0,22,6,1,72,1117,39,985,25,0,14,3,0,51,567.2,203.8,625.9,187.9,596.6,195.8,NA,NA,NA,NA,596.6,195.8
2101500C121,KY,Boone County,00C121,2181,179,1646,163,1,85,4,2,101,1762,126,1369,118,1,66,4,2,76,510.6,304.6,555.7,315.5,533.2,310.1,NA,NA,NA,NA,533.2,310.1
2101500C123,KY,Boone County,00C123,1278,111,892,102,3,8,80,6,76,935,69,688,68,2,8,47,2,51,259.1,152.5,289.2,148.8,274.1,150.7,NA,NA,NA,NA,274.1,150.7
2101500C124,KY,Boone County,00C124,2678,454,1592,453,2,28,6,5,138,2106,282,1366,321,2,28,6,5,96,469,308.7,508.7,300.7,488.8,304.7,NA,NA,NA,NA,488.8,304.7
2101500C125,KY,Boone County,00C125,1205,86,948,58,4,18,0,8,83,938,56,759,45,4,18,0,8,48,289.4,118.4,292.3,131.6,290.9,125,NA,NA,NA,NA,290.9,125
2101500C126,KY,Boone County,00C126,1516,263,903,237,3,11,6,0,93,1172,165,765,185,3,8,2,0,44,189,167.7,211.2,164.3,200.1,166,NA,NA,NA,NA,200.1,166
2101500C127,KY,Boone County,00C127,1951,195,1480,169,1,45,2,3,56,1574,119,1261,112,1,44,1,2,34,384.2,195.9,405.4,207.9,394.8,201.9,NA,NA,NA,NA,394.8,201.9
2101500C128,KY,Boone County,00C128,1152,106,926,45,2,6,0,0,67,912,62,766,41,2,4,0,0,37,310.8,131.9,334.3,137.3,322.5,134.6,NA,NA,NA,NA,322.5,134.6
2101500C129,KY,Boone County,00C129,1423,135,1150,55,4,8,1,4,66,1078,85,902,37,4,5,1,4,40,372,187,403.1,196.7,387.6,191.8,NA,NA,NA,NA,387.6,191.8
2101500C130,KY,Boone County,00C130,2401,167,1877,142,0,103,15,3,94,1915,118,1527,110,0,83,11,0,66,567.7,316.2,610.1,335.5,588.9,325.8,NA,NA,NA,NA,588.9,325.8
2101500C131,KY,Boone County,00C131,2714,349,1742,420,11,59,7,21,105,2081,238,1413,285,11,47,6,15,66,468.2,322.6,504.6,331.7,486.4,327.2,NA,NA,NA,NA,486.4,327.2
2101500C132,KY,Boone County,00C132,2349,238,1511,382,6,18,21,16,157,1664,147,1136,235,6,14,15,16,95,467.6,251.3,473.7,268.4,470.6,259.8,NA,NA,NA,NA,470.6,259.8
2101500C133,KY,Boone County,00C133,1271,127,987,85,2,6,0,5,59,940,67,767,62,2,6,0,5,31,250.2,98.1,249.5,115.2,249.8,106.7,NA,NA,NA,NA,249.8,106.7
2101500C134,KY,Boone County,00C134,2982,137,2356,116,5,228,0,8,132,2323,96,1888,89,2,166,0,6,76,886.3,396.8,986.5,375.8,936.4,386.3,NA,NA,NA,NA,936.4,386.3
2101500C135,KY,Boone County,00C135,1742,94,1440,63,1,76,11,0,57,1371,71,1151,49,1,51,11,0,37,497.5,244.6,542.5,251.6,520,248.1,NA,NA,NA,NA,520,248.1
2101500C136,KY,Boone County,00C136,1145,53,976,37,0,24,9,7,39,897,23,803,23,0,18,5,2,23,378.3,139.4,389.4,144,383.9,141.7,NA,NA,NA,NA,383.9,141.7
2101500C137,KY,Boone County,00C137,2072,80,1770,70,5,53,0,5,89,1691,60,1479,54,5,32,0,2,59,673,302.9,730.4,309.5,701.7,306.2,NA,NA,NA,NA,701.7,306.2
2101700B101,KY,Bourbon County,00B101,1560,75,1419,22,4,5,0,7,28,1217,48,1129,22,4,1,0,0,13,435,176.4,342.8,293.3,388.9,234.8,NA,NA,NA,NA,388.9,234.8
2101700B103,KY,Bourbon County,00B103,1140,97,866,90,6,7,0,5,69,845,60,688,59,6,5,0,1,26,227.3,151.1,185.2,214.2,206.2,182.6,NA,NA,NA,NA,206.2,182.6
2101700C101,KY,Bourbon County,00C101,990,64,880,8,1,6,1,1,29,748,28,692,6,1,3,1,0,17,302.2,104.3,235.6,192.1,268.9,148.2,NA,NA,NA,NA,268.9,148.2
2101700C102,KY,Bourbon County,00C102,294,4,281,7,0,0,0,0,2,244,1,234,7,0,0,0,0,2,142,56,107,97,124.5,76.5,NA,NA,NA,NA,124.5,76.5
2101700C103,KY,Bourbon County,00C103,1502,132,1200,101,1,2,0,4,62,1168,80,970,78,1,2,0,4,33,262,234,213,308,237.5,271,NA,NA,NA,NA,237.5,271
2101700D101,KY,Bourbon County,00D101,1627,135,1394,25,3,2,2,7,59,1257,87,1097,21,3,2,1,1,45,470.2,202.5,350.7,356.6,410.5,279.6,NA,NA,NA,NA,410.5,279.6
2101700D103,KY,Bourbon County,00D103,1218,203,893,59,0,9,1,1,52,900,116,709,47,0,6,0,1,21,287.9,130.6,222.7,210.9,255.3,170.7,NA,NA,NA,NA,255.3,170.7
2101700E101,KY,Bourbon County,00E101,1148,72,1048,4,1,2,0,2,19,919,42,859,4,1,1,0,1,11,504,196.6,418.5,314.6,461.2,255.6,NA,NA,NA,NA,461.2,255.6
2101700E103,KY,Bourbon County,00E103,1589,89,1269,143,0,7,0,3,78,1197,46,1011,106,0,1,0,0,33,361,186,261,305,311,245.5,NA,NA,NA,NA,311,245.5
2101700F101,KY,Bourbon County,00F101,1096,63,978,11,6,8,0,7,23,863,30,798,9,6,6,0,5,9,375.9,143,300.8,259.6,338.4,201.3,NA,NA,NA,NA,338.4,201.3
2101700F102,KY,Bourbon County,00F102,1237,44,1084,55,4,3,0,0,47,952,28,845,44,4,3,0,0,28,440,167,378,265,409,216,NA,NA,NA,NA,409,216
2101700F103,KY,Bourbon County,00F103,772,95,626,5,0,6,0,2,38,596,53,505,1,0,4,0,2,31,221.1,74,182.2,136.4,201.6,105.2,NA,NA,NA,NA,201.6,105.2
2101700G101,KY,Bourbon County,00G101,1176,43,1102,6,0,2,1,1,21,915,23,870,4,0,2,1,1,14,413.6,173.8,352.9,264.7,383.2,219.3,NA,NA,NA,NA,383.2,219.3
2101700G102,KY,Bourbon County,00G102,1743,152,1361,93,0,10,3,13,111,1323,90,1076,75,0,7,3,7,65,381,237.2,275.9,362.2,328.5,299.7,NA,NA,NA,NA,328.5,299.7
2101700H101,KY,Bourbon County,00H101,1342,54,1208,30,1,6,0,5,38,1043,28,952,30,1,5,0,2,25,459.5,187.6,369.2,305.4,414.4,246.5,NA,NA,NA,NA,414.4,246.5
2101700H102,KY,Bourbon County,00H102,1818,164,1161,374,1,2,0,12,104,1313,102,836,320,1,0,0,3,51,213.5,341.4,154.8,418.2,184.2,379.8,NA,NA,NA,NA,184.2,379.8
2101900A101,KY,Boyd County,00A101,1804,17,1694,29,0,10,0,6,48,1510,15,1423,29,0,10,0,5,28,346.8,221.3,252.5,333.6,299.6,277.5,NA,NA,NA,NA,299.6,277.5
2101900A105,KY,Boyd County,00A105,766,3,743,3,2,0,0,0,15,604,2,590,2,2,0,0,0,8,346.5,115.7,247,220.5,296.8,168.1,NA,NA,NA,NA,296.8,168.1
2101900A106,KY,Boyd County,00A106,763,5,727,0,1,3,0,1,26,633,4,605,0,1,2,0,1,20,197.2,59.2,150.7,112.8,173.9,86,NA,NA,NA,NA,173.9,86
2101900A107,KY,Boyd County,00A107,1487,13,1416,5,0,2,0,5,46,1158,12,1102,2,0,2,0,5,35,533.6,145.1,385.4,295.6,459.5,220.3,NA,NA,NA,NA,459.5,220.3
2101900A108,KY,Boyd County,00A108,733,2,709,2,0,3,0,1,16,587,1,570,0,0,3,0,1,12,438.7,131.8,335.3,251,387,191.4,NA,NA,NA,NA,387,191.4
2101900A109,KY,Boyd County,00A109,715,8,659,19,2,0,0,2,25,489,5,465,6,1,0,0,1,11,189.3,63.2,134.9,120.4,162.1,91.8,NA,NA,NA,NA,162.1,91.8
2101900A110,KY,Boyd County,00A110,1512,43,1345,27,3,11,0,2,81,1133,18,1047,26,3,5,0,0,34,278.6,159.1,208.8,244.4,243.7,201.7,NA,NA,NA,NA,243.7,201.7
2101900A111,KY,Boyd County,00A111,779,12,721,23,0,1,0,5,17,591,3,561,13,0,0,0,5,9,266.3,143.3,233.9,194.1,250.1,168.7,NA,NA,NA,NA,250.1,168.7
2101900A113,KY,Boyd County,00A113,824,11,772,2,0,5,0,8,26,650,6,619,0,0,2,0,8,15,300.3,122.3,251.3,195.3,275.8,158.8,NA,NA,NA,NA,275.8,158.8
2101900A114,KY,Boyd County,00A114,657,11,561,38,4,4,0,0,39,515,9,456,32,1,3,0,0,14,75,57,61,75,68,66,NA,NA,NA,NA,68,66
2101900A115,KY,Boyd County,00A115,1125,33,982,40,2,9,0,2,57,858,16,779,24,2,7,0,2,28,272.2,183.1,212.2,267.2,242.2,225.1,NA,NA,NA,NA,242.2,225.1
2101900A116,KY,Boyd County,00A116,818,18,743,15,0,5,0,3,34,640,13,591,14,0,5,0,3,14,242.8,143.9,199.8,206.8,221.3,175.4,NA,NA,NA,NA,221.3,175.4
2101900A118,KY,Boyd County,00A118,1437,7,1386,3,2,7,0,1,31,1132,4,1096,3,2,6,0,0,21,676.2,141.4,569.8,266.8,623,204.1,NA,NA,NA,NA,623,204.1
2101900A119,KY,Boyd County,00A119,1220,12,1156,4,0,3,0,4,41,951,9,905,1,0,0,0,3,33,439.4,141.2,349.7,240,394.6,190.6,NA,NA,NA,NA,394.6,190.6
2101900A121,KY,Boyd County,00A121,1235,20,1154,13,3,2,0,1,42,952,14,892,10,3,1,0,0,32,318.7,97.4,256.8,182,287.7,139.7,NA,NA,NA,NA,287.7,139.7
2101900A122,KY,Boyd County,00A122,11,0,11,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,9,1,4,5,6.5,3,NA,NA,NA,NA,6.5,3
2101900B101,KY,Boyd County,00B101,1201,20,1034,63,5,18,0,4,57,1026,12,893,49,2,18,0,4,48,229.1,164.7,199.7,208.7,214.4,186.7,NA,NA,NA,NA,214.4,186.7
2101900B102,KY,Boyd County,00B102,1536,20,1350,54,4,0,0,7,101,1042,5,934,33,4,0,0,7,59,189.5,119.1,138.2,174.7,163.8,146.9,NA,NA,NA,NA,163.8,146.9
2101900B103,KY,Boyd County,00B103,1344,19,1191,44,5,7,3,0,75,1034,10,935,33,5,7,3,0,41,222.6,143.8,176.7,207.6,199.7,175.7,NA,NA,NA,NA,199.7,175.7
2101900B105,KY,Boyd County,00B105,1257,31,1021,102,8,8,0,6,81,931,18,785,82,8,6,0,3,29,196,143,169,189,182.5,166,NA,NA,NA,NA,182.5,166
2101900B106,KY,Boyd County,00B106,942,10,857,25,4,0,1,3,42,738,8,688,19,4,0,1,2,16,264.2,164.6,243,214.9,253.6,189.7,NA,NA,NA,NA,253.6,189.7
2101900B107,KY,Boyd County,00B107,558,9,528,3,0,5,0,2,11,446,8,425,3,0,3,0,2,5,204,107,181,154,192.5,130.5,NA,NA,NA,NA,192.5,130.5
2101900B108,KY,Boyd County,00B108,834,10,756,22,0,5,0,1,40,638,6,584,20,0,5,0,1,22,298.4,127.7,220.6,216.6,259.5,172.2,NA,NA,NA,NA,259.5,172.2
2101900B109,KY,Boyd County,00B109,1390,24,1283,19,0,11,0,0,53,1103,15,1038,18,0,6,0,0,26,307.8,163.8,250.6,231.8,279.2,197.8,NA,NA,NA,NA,279.2,197.8
2101900B110,KY,Boyd County,00B110,1119,17,983,40,3,2,0,3,71,862,11,776,34,3,1,0,3,34,264.6,195.3,258.9,245.5,261.8,220.4,NA,NA,NA,NA,261.8,220.4
2101900B114,KY,Boyd County,00B114,1176,19,1074,25,3,9,0,4,42,934,12,867,19,0,6,0,4,26,229,176,191,240,210,208,NA,NA,NA,NA,210,208
2101900B115,KY,Boyd County,00B115,1177,16,1065,33,1,12,0,1,49,923,11,868,23,0,4,0,0,17,383.6,206.3,308.4,299.4,346,252.8,NA,NA,NA,NA,346,252.8
2101900B116,KY,Boyd County,00B116,729,13,663,17,0,7,0,0,29,587,7,545,12,0,7,0,0,16,247,143,196,203,221.5,173,NA,NA,NA,NA,221.5,173
2101900B117,KY,Boyd County,00B117,660,8,616,11,5,1,0,4,15,539,4,511,10,5,1,0,2,6,215.6,113.7,182,162.2,198.8,138,NA,NA,NA,NA,198.8,138
2101900B118,KY,Boyd County,00B118,797,3,773,2,0,5,0,0,14,629,0,613,1,0,5,0,0,10,260,75.6,172.8,169.6,216.4,122.6,NA,NA,NA,NA,216.4,122.6
2101900B119,KY,Boyd County,00B119,834,8,769,15,1,10,0,4,27,653,5,604,13,1,9,0,4,17,309.2,110.6,255.4,175.4,282.3,143,NA,NA,NA,NA,282.3,143
2101900B121,KY,Boyd County,00B121,852,12,794,18,0,7,0,0,21,675,5,640,9,0,7,0,0,14,307.1,160.4,264.2,221.5,285.7,190.9,NA,NA,NA,NA,285.7,190.9
2101900C102,KY,Boyd County,00C102,964,6,926,10,1,5,0,8,8,773,4,753,7,0,0,0,3,6,295,95,233,177,264,136,NA,NA,NA,NA,264,136
2101900C103,KY,Boyd County,00C103,926,11,867,7,3,0,0,0,38,702,9,662,6,2,0,0,0,23,256,90,191,159,223.5,124.5,NA,NA,NA,NA,223.5,124.5
2101900C104,KY,Boyd County,00C104,1300,8,1226,12,2,9,1,1,41,1068,7,1015,11,2,8,1,0,24,392,115,316,212,354,163.5,NA,NA,NA,NA,354,163.5
2101900C105,KY,Boyd County,00C105,922,6,866,11,1,1,0,6,31,730,6,695,5,0,1,0,2,21,361.6,155.2,251.3,272.4,306.5,213.8,NA,NA,NA,NA,306.5,213.8
2101900C106,KY,Boyd County,00C106,979,6,905,10,0,10,0,4,44,774,6,727,7,0,8,0,0,26,343.3,133,239.4,249.1,291.3,191.1,NA,NA,NA,NA,291.3,191.1
2101900C107,KY,Boyd County,00C107,825,15,771,7,0,3,0,1,28,633,12,597,5,0,3,0,0,16,211.6,124,149.2,196.6,180.4,160.3,NA,NA,NA,NA,180.4,160.3
2101900C108,KY,Boyd County,00C108,932,10,845,14,3,12,0,10,38,748,8,691,8,2,8,0,1,30,263.3,131.2,209.6,198.7,236.5,164.9,NA,NA,NA,NA,236.5,164.9
2101900C109,KY,Boyd County,00C109,759,62,619,12,3,20,0,2,41,568,37,495,4,3,12,0,0,17,148.2,91.9,115.6,127.5,131.9,109.7,NA,NA,NA,NA,131.9,109.7
2101900C110,KY,Boyd County,00C110,9,0,9,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,2,1,2.5,0.5,NA,NA,NA,NA,2.5,0.5
2101900C111,KY,Boyd County,00C111,252,0,249,0,0,0,1,0,2,197,0,194,0,0,0,1,0,2,91,46,69,70,80,58,NA,NA,NA,NA,80,58
2101900C112,KY,Boyd County,00C112,1097,11,1041,0,0,2,0,0,43,875,6,828,0,0,2,0,0,39,335,132,250,235,292.5,183.5,NA,NA,NA,NA,292.5,183.5
2101900C113,KY,Boyd County,00C113,1056,9,1010,7,2,2,0,0,26,826,4,800,5,2,2,0,0,13,405,136,318,232,361.5,184,NA,NA,NA,NA,361.5,184
2101900C114,KY,Boyd County,00C114,1234,19,1161,6,0,9,0,4,35,925,9,875,6,0,8,0,1,26,388.4,124.6,303.1,229.9,345.7,177.3,NA,NA,NA,NA,345.7,177.3
2101900C115,KY,Boyd County,00C115,2745,76,2124,478,11,25,0,0,31,2423,73,1820,472,11,24,0,0,23,470.4,201.4,367,323.1,418.7,262.3,NA,NA,NA,NA,418.7,262.3
2101900C116,KY,Boyd County,00C116,1126,11,1072,11,2,0,0,0,30,906,7,867,9,2,0,0,0,21,382,142,293,236,337.5,189,NA,NA,NA,NA,337.5,189
2101900C117,KY,Boyd County,00C117,843,10,808,5,3,7,0,0,10,655,7,634,3,3,6,0,0,2,297,95,244,155,270.5,125,NA,NA,NA,NA,270.5,125
2102100A101,KY,Boyle County,00A101,1119,16,1005,30,2,3,0,3,60,831,11,759,24,2,0,0,3,32,428,114,341,211,384.5,162.5,NA,NA,NA,NA,384.5,162.5
2102100A102,KY,Boyle County,00A102,1248,29,1154,9,7,0,0,4,45,924,14,874,8,7,0,0,4,17,465.7,148.2,384.4,248.6,425,198.4,NA,NA,NA,NA,425,198.4
2102100A103,KY,Boyle County,00A103,778,21,704,6,1,3,0,1,42,596,6,561,0,0,1,0,0,28,563.1,125.9,458.2,247.7,510.7,186.8,NA,NA,NA,NA,510.7,186.8
2102100A104,KY,Boyle County,00A104,1090,9,1044,4,0,1,0,0,32,849,6,815,2,0,1,0,0,25,175.1,27.6,146.7,64.1,160.9,45.9,NA,NA,NA,NA,160.9,45.9
2102100A105,KY,Boyle County,00A105,296,12,276,4,0,0,0,0,4,264,11,245,4,0,0,0,0,4,145.3,51.5,125.2,84.4,135.3,67.9,NA,NA,NA,NA,135.3,67.9
2102100B101,KY,Boyle County,00B101,407,10,371,2,0,6,0,2,16,319,5,295,2,0,6,0,0,11,194.8,40.3,165.1,81.1,179.9,60.7,NA,NA,NA,NA,179.9,60.7
2102100B102,KY,Boyle County,00B102,994,9,948,12,0,5,0,0,20,799,8,763,10,0,3,0,0,15,333.6,111.8,292.1,168.2,312.9,140,NA,NA,NA,NA,312.9,140
2102100B103,KY,Boyle County,00B103,1986,71,1798,34,2,14,0,3,64,1461,33,1366,19,0,12,0,2,29,631.6,217.5,483.4,401.3,557.5,309.4,NA,NA,NA,NA,557.5,309.4
2102100B104,KY,Boyle County,00B104,1333,82,1155,33,1,6,0,3,53,1048,49,942,24,0,5,0,0,28,378.4,97.5,288,203,333.2,150.3,NA,NA,NA,NA,333.2,150.3
2102100C101,KY,Boyle County,00C101,1730,172,1192,243,0,10,0,11,102,1441,134,1045,192,0,7,0,7,56,332.4,249.5,299.3,301.8,315.9,275.6,NA,NA,NA,NA,315.9,275.6
2102100C102,KY,Boyle County,00C102,1679,154,1183,194,1,22,0,7,118,1281,87,958,153,1,18,0,4,60,365.8,216.9,300.9,301.9,333.3,259.4,NA,NA,NA,NA,333.3,259.4
2102100C103,KY,Boyle County,00C103,668,14,497,90,0,12,0,3,52,520,8,399,73,0,9,0,3,28,153,101,139,130,146,115.5,NA,NA,NA,NA,146,115.5
2102100C104,KY,Boyle County,00C104,1363,145,896,226,1,7,1,9,78,1029,75,705,199,1,5,1,6,37,181,219,147,278,164,248.5,NA,NA,NA,NA,164,248.5
2102100D101,KY,Boyle County,00D101,1710,72,1337,186,0,14,0,8,93,1257,41,1022,145,0,9,0,3,37,416,314.4,398.5,368.1,407.2,341.3,NA,NA,NA,NA,407.2,341.3
2102100D102,KY,Boyle County,00D102,2707,256,2083,277,2,22,0,16,51,2424,249,1835,276,2,14,0,10,38,489.7,211,458.3,293.7,474,252.3,NA,NA,NA,NA,474,252.3
2102100D103,KY,Boyle County,00D103,1378,35,1247,29,2,25,1,0,39,1087,21,1000,20,2,13,1,0,30,630.7,214.8,543.3,329.1,587,272,NA,NA,NA,NA,587,272
2102100E101,KY,Boyle County,00E101,1242,27,1037,90,0,14,0,7,67,967,18,838,61,0,9,0,3,38,286.1,239,253.2,299.6,269.7,269.3,NA,NA,NA,NA,269.7,269.3
2102100E102,KY,Boyle County,00E102,1151,48,945,57,2,9,1,5,84,903,26,766,45,1,8,1,4,52,252,221,224,284,238,252.5,NA,NA,NA,NA,238,252.5
2102100E103,KY,Boyle County,00E103,927,52,705,113,1,4,0,0,52,747,42,586,86,1,4,0,0,28,116,159,122,189,119,174,NA,NA,NA,NA,119,174
2102100E104,KY,Boyle County,00E104,1786,102,1298,156,10,141,0,3,76,1694,96,1249,138,10,141,0,0,60,110,306,127,307,118.5,306.5,NA,NA,NA,NA,118.5,306.5
2102100F101,KY,Boyle County,00F101,1164,62,858,168,0,5,0,7,64,895,28,695,139,0,5,0,4,24,224,198,190,250,207,224,NA,NA,NA,NA,207,224
2102100F102,KY,Boyle County,00F102,881,23,764,30,0,7,0,5,52,677,22,606,17,0,6,0,2,24,303,180,269,242,286,211,NA,NA,NA,NA,286,211
2102100F103,KY,Boyle County,00F103,1362,32,1183,51,2,23,0,0,71,1048,16,947,37,2,13,0,0,33,427,212,411,263,419,237.5,NA,NA,NA,NA,419,237.5
2102100F104,KY,Boyle County,00F104,1010,29,876,57,4,5,0,0,39,799,23,703,44,4,3,0,0,22,281,175,252,234,266.5,204.5,NA,NA,NA,NA,266.5,204.5
2102100F105,KY,Boyle County,00F105,605,8,518,54,0,3,0,0,22,466,6,401,42,0,3,0,0,14,193.9,135,193.8,171.4,193.8,153.2,NA,NA,NA,NA,193.8,153.2
2102300A101,KY,Bracken County,00A101,1145,8,1081,4,0,2,0,4,46,890,5,851,1,0,0,0,4,29,412,85.7,396,105.6,404,95.7,NA,NA,NA,NA,404,95.7
2102300B101,KY,Bracken County,00B101,1021,9,967,7,4,1,0,0,33,778,2,742,3,4,1,0,0,26,305.5,104.1,279.3,126.5,292.4,115.3,NA,NA,NA,NA,292.4,115.3
2102300C101,KY,Bracken County,00C101,1008,24,934,12,0,5,0,0,33,792,15,739,12,0,5,0,0,21,283,95.8,264.9,126.8,274,111.3,NA,NA,NA,NA,274,111.3
2102300D101,KY,Bracken County,00D101,1024,4,993,3,2,1,0,1,20,777,3,762,1,2,0,0,1,8,397.3,70.1,373.3,89.1,385.3,79.6,NA,NA,NA,NA,385.3,79.6
2102300E101,KY,Bracken County,00E101,891,15,844,5,2,0,0,0,25,696,9,668,1,2,0,0,0,16,321.2,79.3,291.5,122,306.4,100.6,NA,NA,NA,NA,306.4,100.6
2102300F101,KY,Bracken County,00F101,1096,6,1042,9,2,0,0,1,36,778,1,746,6,2,0,0,1,22,338,87,306,125,322,106,NA,NA,NA,NA,322,106
2102300G101,KY,Bracken County,00G101,1192,13,1136,5,1,4,0,0,33,878,2,856,0,1,2,0,0,17,341,79,310,118,325.5,98.5,NA,NA,NA,NA,325.5,98.5
2102300H101,KY,Bracken County,00H101,1023,11,967,3,3,0,0,0,39,771,10,737,3,3,0,0,0,18,273.2,90.8,233.1,131.8,253.2,111.3,NA,NA,NA,NA,253.2,111.3
2102500A101,KY,Breathitt County,00A101,215,2,196,2,0,1,0,0,14,162,2,149,2,0,1,0,0,8,34.4,15.8,25.5,27,30,21.4,NA,NA,NA,NA,30,21.4
