GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_rep_jam,uss_18_dem_sta,gov_18_rep_sch,gov_18_dem_whi,atg_18_rep_leo,atg_18_dem_nes,sos_18_rep_lan,sos_18_dem_ben,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_jam,uss_20_dem_pet,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
26021021023,MI,Berrien County,021023,2244,88,1909,33,20,19,0,3,172,1820,58,1582,24,17,14,0,2,123,248.3,673,557.9,279.9,534,288.6,545.5,257.9,550.3,272.3,774.6,348,763.1,333.6,673,248.3,546.9,274.7,768.9,340.8,628.3,289.8
26021021024,MI,Berrien County,021024,1412,19,1319,8,10,5,0,6,45,1099,11,1043,6,5,5,0,2,27,195,399,329,221,317,220,316,199,324,215,546,252,517,264,399,195,321.5,213.8,531.5,258,392.6,223.7
26021021025,MI,Berrien County,021025,1422,59,1215,54,11,10,0,9,64,1182,41,1034,34,11,10,0,6,46,232.4,525.3,435.2,233.3,422.2,247.3,425.2,221.3,422.2,241.3,561.3,308.4,558.3,298.4,525.3,232.4,426.2,235.8,559.8,303.4,478.5,254.7
26021021026,MI,Berrien County,021026,1821,84,1542,54,8,13,2,11,107,1482,57,1289,42,8,13,2,7,64,281.6,570.1,466.3,275.6,452.5,289.5,445.6,261.8,454.5,271.7,646.1,369.5,651.1,345.8,570.1,281.6,454.7,274.7,648.6,357.7,526.6,299.4
26021021027,MI,Berrien County,021027,3316,126,2913,48,9,26,0,12,182,2669,68,2435,33,9,21,0,7,96,464,1152,1011.9,480.6,993,485.6,999,434.8,1011.9,440.8,1394,668.6,1411.9,616.9,1152,464,1003.9,460.4,1402.9,642.8,1139.1,513
26021021028,MI,Berrien County,021028,2972,114,2620,52,3,69,3,8,103,2389,65,2147,47,3,53,3,8,63,529,1147,1057,564,1023,582,1028,514,1048,530,1152,739,1241,642,1147,529,1039,547.5,1196.5,690.5,1099.4,585.7
26021021029,MI,Berrien County,021029,2342,138,1973,40,5,79,0,1,106,1750,68,1523,28,4,55,0,0,72,371,732,672,362,643,378,647,343,654,355,772,539,819,464,732,371,654,359.5,795.5,501.5,705.6,401.7
26021021030,MI,Berrien County,021030,3426,115,2845,127,7,195,0,7,130,2770,75,2354,100,2,159,0,7,73,606.4,951,838.4,624.1,818.7,625.1,830.5,566.9,832.5,583.6,1048.8,840.4,1089.3,771.3,951,606.4,830,599.9,1069,805.8,915.6,659.7
26021021031,MI,Berrien County,021031,2867,127,2354,59,20,172,0,17,118,2090,78,1791,40,15,104,0,9,53,488,999,950.1,478.4,920,510.4,939,443.2,929.1,463.2,1074,718.4,1144.1,630.1,999,488,934.6,473.8,1109.1,674.2,993.6,533.1
26021021032,MI,Berrien County,021032,1760,96,1493,47,5,28,0,12,79,1396,58,1221,38,3,26,0,6,44,308,664,547.4,303.3,527.9,317.9,535.7,277.1,539.6,299.4,657.2,446.2,686.4,409.3,664,308,537.6,299.4,671.8,427.8,594,337.3
26021021033,MI,Berrien County,021033,1562,57,1366,32,3,30,0,0,74,1303,36,1175,26,3,20,0,0,43,255,578,520,232,496,238,498,218,503,230,620,349,639,315,578,255,504.2,229.5,629.5,332,550.6,262.4
26021021034,MI,Berrien County,021034,1708,114,1496,17,7,12,2,12,48,1450,79,1296,14,7,12,2,10,30,436.9,417.5,372.7,432.7,338.7,453,356,417,354.3,440.3,466.3,561.3,486.1,525.8,417.5,436.9,355.4,435.8,476.2,543.6,398.8,466.7
26021021035,MI,Berrien County,021035,2455,129,2142,56,1,13,1,9,104,2069,93,1845,48,1,13,1,3,65,639.3,598.3,542.6,631.5,530.7,629.6,521.8,608.8,538.6,620.7,697.8,886.5,731.4,828.2,598.3,639.3,533.4,622.6,714.6,857.4,594.5,692.1
26021021036,MI,Berrien County,021036,2773,246,1778,477,32,29,0,11,200,2041,144,1416,336,21,18,0,6,100,373.5,405.8,285.1,329.8,282.1,330.7,274.4,305.7,284,320.2,444.5,463,447.3,436.9,405.8,373.5,281.4,321.6,445.9,450,346.2,365.7
26021021037,MI,Berrien County,021037,3082,207,2319,271,18,29,0,9,229,2395,130,1891,211,9,25,0,3,126,480,504,402,449,370,457,376,433,385,443,583,636,590,605,504,480,383.2,445.5,586.5,620.5,458.6,500.4
26021021038,MI,Berrien County,021038,3119,258,2225,344,36,37,5,19,195,2407,158,1800,260,28,31,5,13,112,460.9,482.4,374.9,364.3,356.7,375.4,351.3,357.3,358.8,368.4,557.4,555.9,544.1,529.7,482.4,460.9,360.4,366.3,550.7,542.8,432.2,430.3
26021021039,MI,Berrien County,021039,3014,157,2417,181,11,18,2,17,211,2278,82,1922,128,8,15,1,9,113,501.1,716.5,602.1,461.7,572.3,487.6,585.7,435.7,575.2,462.6,739.6,651.1,756.9,597.3,716.5,501.1,583.8,461.9,748.3,624.2,649.8,513.9
26021021040,MI,Berrien County,021040,2581,189,2162,59,16,28,0,12,115,2014,99,1736,44,13,27,0,12,83,407.9,762.8,640.6,430.1,618.7,438.1,611.5,401.5,645.6,417.8,946,500.6,950.7,466.6,762.8,407.9,629.1,421.9,948.4,483.6,739.4,437.5
26021021041,MI,Berrien County,021041,1909,129,1545,94,7,9,0,14,111,1508,86,1266,72,6,9,0,8,61,309.2,423.6,331.9,278.2,323.9,275.2,312,261.3,324.9,275.2,523.6,406.4,503.8,386.5,423.6,309.2,323.2,272.5,513.7,396.5,392,313.2
26021021042,MI,Berrien County,021042,4361,295,3410,305,20,26,0,20,285,3330,153,2746,224,15,21,0,13,158,498.9,837.9,658.1,462.4,630.1,484.3,630.1,447.4,631.1,469.3,983.6,652.1,974.6,629.1,837.9,498.9,637.4,465.8,979.1,640.6,763.7,520.5
26021021043,MI,Berrien County,021043,3038,167,2587,67,19,15,2,11,170,2438,99,2142,60,3,8,2,4,120,402,722.4,586.7,398.4,567.8,409.4,562.8,376.5,571.8,396.4,895.5,515,898.5,480.1,722.4,402,572.3,395.2,897,497.6,686.5,425.4
26021021044,MI,Berrien County,021044,2528,84,2180,91,17,27,1,12,116,2008,53,1770,71,9,21,0,7,77,464.3,748.1,683.5,473.1,686.4,473.1,676.5,441.6,679.5,458.3,883.1,620,919.6,563.7,748.1,464.3,681.5,461.5,901.3,591.9,753.8,499.1
26021021045,MI,Berrien County,021045,2668,241,2058,148,13,61,11,16,120,2095,157,1661,110,12,54,9,12,80,479.2,873.6,824.4,475.8,821.1,470,814.1,423.5,812.2,451.5,1011.3,608.5,1077.9,535.2,873.6,479.2,817.9,455.2,1044.6,571.8,890.7,491.9
26021021046,MI,Berrien County,021046,1888,281,1079,227,13,125,15,18,130,1436,196,853,168,9,95,8,14,93,371.2,357.1,329.8,341.8,312.4,351.4,300.4,322.1,314.7,344.5,442.9,490,452.7,445.9,357.1,371.2,314.3,339.9,447.8,468,358.6,381
26021021047,MI,Berrien County,021047,4670,605,1619,1403,11,680,38,40,274,3993,495,1437,1168,9,599,33,27,225,721.2,374.3,353.1,561.9,346.2,556.5,347.2,509.8,352,544.2,484.1,874.3,522.9,801.6,374.3,721.2,349.6,543.1,503.5,837.9,397.1,652.8
26021021048,MI,Berrien County,021048,2177,243,1735,67,14,7,0,8,103,1706,147,1426,55,10,6,0,6,56,237,730,599,250,577,267,570,225,586,239,846,337,852,301,730,237,583,245.2,849,319,680,265.1
26021021049,MI,Berrien County,021049,2451,98,2020,72,7,119,0,11,124,1939,65,1615,65,4,98,0,6,86,410.9,770.4,757.8,408.6,750.2,411,745.5,373,747.6,391.6,896.4,556.8,944,516,770.4,410.9,750.3,396,920.2,536.4,801.7,438.3
26021021050,MI,Berrien County,021050,2690,130,2183,60,6,186,2,10,113,2013,81,1680,41,6,135,2,5,63,377,915,782.4,365.6,757.2,379.6,768.4,332.1,782.4,347,981.4,547.9,1039.1,473.5,915,377,772.6,356.1,1010.3,510.7,860.8,403.2
26021021051,MI,Berrien County,021051,2925,113,2484,81,6,76,1,14,150,2490,89,2154,63,6,55,0,13,110,705.3,634.6,727,756.1,700.6,772.3,695.7,734.1,705,746.2,769.7,1046.8,862.4,936.1,634.6,705.3,707.1,752.2,816,991.5,727.8,813.8
26021021052,MI,Berrien County,021052,2494,106,2125,59,8,91,0,16,89,1987,74,1743,44,8,65,0,10,43,747,715,647,736,601,762,600,718,634,709,676,969,751,894,715,747,620.5,731.2,713.5,931.5,660.6,790.7
26021021053,MI,Berrien County,021053,2494,118,1977,133,6,155,1,6,98,2164,90,1748,111,6,125,0,6,78,609.3,578.3,516.8,640.6,474.5,664.1,481.4,617,493.2,636.6,608.1,842,663.2,782,578.3,609.3,491.5,639.6,635.7,812,545.1,684.5
26021021054,MI,Berrien County,021054,2937,104,1704,903,12,37,1,10,166,2441,73,1472,735,12,30,0,10,109,1003,670.5,621,882,595,880,574,863,600,875,730,1201,763,1130,670.5,1003,597.5,875,746.5,1165.5,650.5,976.3
26021021055,MI,Berrien County,021055,2055,51,1743,45,2,138,0,16,60,1662,34,1432,38,2,98,0,10,48,449.6,697.4,625.5,460.6,609.5,475.6,632.4,421.8,632.5,440.7,742.3,630.4,801.1,569.5,697.4,449.6,625,449.7,771.7,600,677.2,492.6
26021021056,MI,Berrien County,021056,1747,79,1451,63,4,94,2,1,53,1347,42,1161,45,4,65,2,0,28,366,644,539,357,528,360,537,326,542,337,602,523,633,479,644,366,536.5,345,617.5,501,575,392.6
26021021057,MI,Berrien County,021057,3207,141,2730,70,6,106,0,22,132,2546,92,2225,53,5,86,0,9,76,650.9,1120.7,1011,658,964,696,974,622,964,664,1143,909,1222,820,1120.7,650.9,978.2,660,1182.5,864.5,1057,717.1
26021021058,MI,Berrien County,021058,1995,167,1593,115,11,10,0,0,99,1651,103,1365,102,7,10,0,0,64,333.1,685.6,622.5,342.4,612.6,337.5,623.4,300.8,624.4,318,796.9,433,823.5,401.2,685.6,333.1,620.7,324.7,810.2,417.1,684.1,352.3
26021021059,MI,Berrien County,021059,2324,112,2076,17,11,13,0,7,88,1906,66,1726,13,10,11,0,7,73,479,701,589,519,596,507,582,476,593,493,756,580,751,557,701,479,590,498.8,753.5,568.5,652.6,515.9
26021021060,MI,Berrien County,021060,1669,156,1323,23,29,11,1,8,118,1263,86,1042,18,19,7,0,8,83,196,416.7,303.3,222.4,288.2,229.5,300,199.2,311.3,210.2,477.1,260.1,464.1,246.9,416.7,196,300.7,215.3,470.6,253.5,365.8,223.5
26021021061,MI,Berrien County,021061,3036,216,2515,77,43,16,3,1,165,2364,121,2050,46,31,14,3,1,98,352.7,904.3,734.8,395.7,718.9,407,697.5,370,736.4,376.5,1062.3,479.9,1058.8,451.5,904.3,352.7,721.9,387.3,1060.6,465.7,844.7,404.7
26021021062,MI,Berrien County,021062,1832,62,1668,11,9,4,0,0,78,1495,32,1385,4,9,2,0,0,63,266,632,492,266,474,268,468,241,481,245,701,342,689,335,632,266,478.8,255,695,338.5,562.4,280.4
26021ZZZZZZ,MI,Berrien County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6,169.2,144.4,120.6,138,120.7,140.8,110.9,140.9,115.9,183.9,159.1,192.1,146.7,169.2,113.6,141,117,188,152.9,158.5,126.8
26023023001,MI,Branch County,023001,2033,29,1943,5,2,10,1,7,36,1459,18,1397,1,1,6,0,3,33,202,600,514,210,509,218,518,174,503,202,713,244,704,234,600,202,511,201,708.5,239,580.1,212
26023023002,MI,Branch County,023002,1323,86,1167,5,2,0,2,2,59,1036,47,948,1,2,0,2,0,36,140,413,307,123.9,302.5,123,321.4,96,306.1,113.1,452.5,171.3,437.8,167.6,413,140,309.2,114,445.2,169.5,362.9,133.6
26023023003,MI,Branch County,023003,1431,100,1248,4,4,4,0,2,69,1032,60,914,4,3,4,0,0,47,117,383,331.8,144.6,322.3,152.4,337.4,120.5,320.8,144.3,487.6,158.3,471.4,159,383,117,328.1,140.5,479.5,158.6,379.2,142.3
26023023004,MI,Branch County,023004,2307,484,1712,9,17,20,0,3,62,1617,286,1254,9,14,12,0,3,39,194,488,348,179,326,194,325,162,317,191,589,247,553,260,488,194,329,181.5,571,253.5,420.9,203.9
26023023005,MI,Branch County,023005,1288,78,1156,6,3,0,0,1,44,934,46,849,2,3,0,0,0,34,135,431,344,148,327,172,335,140,321,157,538,149,528,158,431,135,331.8,154.2,533,153.5,403.4,151.3
26023023006,MI,Branch County,023006,1417,25,1353,1,2,4,0,0,32,999,12,957,0,2,2,0,0,26,125,386,319,145,327,134,331,115,326,128,459,154,454,148,386,125,325.8,130.5,456.5,151,371.7,135.6
26023023007,MI,Branch County,023007,1181,11,1133,0,2,1,1,17,16,648,7,632,0,1,1,0,0,7,41,168,139.3,57,135.2,60.3,134.4,54.1,133.2,58.5,227.1,59.9,221.2,60.4,168,41,135.5,57.5,224.1,60.1,165.5,55.9
26023023008,MI,Branch County,023008,3368,330,2853,28,5,32,0,3,117,2271,180,1971,19,5,16,0,1,79,420.4,385.4,325.4,376.5,303,394.9,319.8,357.9,305.1,384,512.1,492.8,482.7,486.7,385.4,420.4,313.3,378.3,497.4,489.7,376.2,416.2
26023023009,MI,Branch County,023009,3196,333,2591,64,5,36,0,9,158,2509,239,2089,47,5,29,0,6,94,387,617.8,454.8,375.9,434.1,383.9,456.9,332.3,442,362.1,742.7,479.2,714.1,475.3,617.8,387,446.9,363.5,728.4,477.2,551.8,399.4
26023023010,MI,Branch County,023010,3071,194,2685,39,4,45,0,5,99,2243,123,2016,19,2,34,0,2,47,457,836.9,674,486,645,503,691,427,675,466,912.9,597,917.9,561,836.9,457,671.2,470.5,915.4,579,764.7,499.5
26023023011,MI,Branch County,023011,2751,234,2294,43,7,21,1,10,141,2012,146,1700,33,7,20,0,9,97,330.3,478.6,365.4,323.2,348.3,328.4,376.5,281.8,345.3,326.1,615.9,420.6,580.8,419.6,478.6,330.3,358.9,314.9,598.4,420.1,444.4,347.1
26023023012,MI,Branch County,023012,4842,226,3602,832,20,18,1,13,130,4114,141,3016,827,20,17,0,7,86,449.3,1181.3,1018.4,426.4,996.7,449.8,1039.8,346,1003.6,404.8,1306.3,494.4,1288.3,488.5,1181.3,449.3,1014.6,406.8,1297.3,491.5,1119.2,437
26023023013,MI,Branch County,023013,656,16,614,2,6,1,0,0,17,507,12,478,2,4,1,0,0,10,76,213,218.1,89.6,212,95.9,225.3,75.3,212,91.8,285.3,113,279.6,109.4,213,76,216.9,88.2,282.4,111.2,235,93
26023023014,MI,Branch County,023014,1770,52,1632,5,1,16,0,12,52,1405,24,1328,2,1,14,0,2,34,226,639,503.1,249.1,502.2,245.2,522.8,199.9,498.2,230.4,760.1,261.9,726.6,274.7,639,226,506.6,231.2,743.4,268.3,593.2,241
26023023015,MI,Branch County,023015,1427,28,1346,0,1,13,0,0,39,1227,22,1164,0,1,13,0,0,27,200,549,436.6,188.4,434.7,195.8,439.3,163.6,433.8,174.6,617.6,237.1,622.2,224.3,549,200,436.1,180.6,619.9,230.7,504.8,197.7
26023023016,MI,Branch County,023016,1173,19,1070,17,4,4,0,7,52,936,7,868,12,4,4,0,6,35,166,391,322.5,172.6,312.6,175.5,336.3,134.1,317.5,166.7,453.6,204.1,456.6,189.3,391,166,322.2,162.2,455.1,196.7,370,172.6
26023023017,MI,Branch County,023017,458,26,408,0,3,1,0,4,16,330,14,302,0,3,0,0,4,7,44,184,151,41,151,40,152,32,153,35,211,54,213,55,184,44,151.8,37,212,54.5,173.6,43
26023023018,MI,Branch County,023018,2161,46,2033,9,11,12,0,1,49,1850,39,1742,9,11,9,0,1,39,369,905,787.2,349.5,756.2,355.6,802.2,286.5,770.1,328.6,1083.9,408.4,1063.8,417.4,905,369,778.9,330,1073.9,412.9,881.2,359.3
26023023019,MI,Branch County,023019,1336,56,1209,12,1,4,1,10,43,1002,35,917,8,0,4,0,8,30,161,470,368,166,346,185,359,149,358,166,522,203,502,209,470,161,357.8,166.5,512,206,417.9,177
26023023020,MI,Branch County,023020,2772,87,2595,8,5,10,0,13,54,2105,43,1995,3,1,10,0,13,40,248,722,578,268,557,273,585,224,569,255,842,316,827,312,722,248,572.2,255,834.5,314,668.6,270.9
26023023021,MI,Branch County,023021,1959,57,1754,10,4,1,0,9,124,1540,29,1410,7,3,1,0,6,84,252,589,489.5,252.4,473.4,265.5,484.7,215.9,468.5,260.3,749.4,272.9,707.4,275.7,589,252,479,248.5,728.4,274.3,566,256.4
26023023022,MI,Branch County,023022,2942,66,2627,25,23,13,3,7,178,2231,40,2021,18,23,7,3,6,113,321,755,670.9,371.9,659.9,378.8,671.2,312.1,642.8,359.6,982.9,421.1,930.4,434.3,755,321,661.2,355.6,956.6,427.7,759,371.3
26025025001,MI,Calhoun County,025001,1327,76,462,692,3,0,0,8,86,896,41,343,479,3,0,0,6,24,413,70,80,352,65,370,64,343,65,367,92,446,88,438,70,413,68.5,358,90,442,74.9,389.9
26025025002,MI,Calhoun County,025002,1101,106,408,471,10,0,0,8,98,741,58,285,329,8,0,0,6,55,301.7,66,57.2,236.7,44.6,251.3,41.7,243.5,47.5,252.2,87.3,304.6,80.5,304.6,66,301.7,47.8,245.9,83.9,304.6,60.7,270.7
26025025003,MI,Calhoun County,025003,1403,97,764,470,4,3,1,3,61,1043,61,587,345,0,3,0,2,45,391,174,154,360,139,363,145,346,142,361,194,435,208,411,174,391,145,357.5,201,423,165.1,381
26025025004,MI,Calhoun County,025004,1131,127,719,166,2,32,0,11,74,911,97,594,131,2,30,0,11,46,217,128,106,190,101,194,110,172,101,191,184,306,180,301,128,217,104.5,186.8,182,303.5,130,224.4
26025025005,MI,Calhoun County,025005,1421,107,893,322,3,8,0,3,85,1118,64,734,268,2,7,0,3,40,391.9,207.9,159.9,375.9,149.9,376.9,167.9,348.9,150.9,383.9,256.9,444.8,245.9,434.8,207.9,391.9,157.2,371.4,251.4,439.8,191.4,393.9
26025025006,MI,Calhoun County,025006,1317,142,1022,36,1,47,0,13,56,1206,135,932,33,0,47,0,13,46,185,101,87,183,87,182,93,162,79,180,125,206,122,206,101,185,86.5,176.8,123.5,206,99.1,186.3
26025025007,MI,Calhoun County,025007,1094,30,1011,19,2,4,0,5,23,860,22,809,9,2,3,0,1,14,164,373,281,199,289,187,305,152,299,174,460,187,427,197,373,164,293.5,178,443.5,192,347.7,180
26025025008,MI,Calhoun County,025008,2444,69,2166,20,75,2,0,16,96,1883,43,1709,11,55,2,0,13,50,300,834,634,302,624,314,650,255,615,301,946,354,921,350,834,300,630.8,293,933.5,352,746.3,310.9
26025025009,MI,Calhoun County,025009,2139,90,1481,342,25,64,0,7,130,1684,53,1218,273,17,41,0,4,78,352,337.6,237,317,229.2,318.4,236.9,297.8,218.6,332.4,388.5,398.3,387.2,390.9,337.6,352,230.4,316.4,387.8,394.6,290.7,343.8
26025025010,MI,Calhoun County,025010,3479,157,2357,632,10,41,0,21,261,2681,97,1942,450,4,33,0,13,142,682.8,505.4,434,613.9,380.2,645.7,404.1,571.9,377.1,633.9,627.4,802.7,602.5,781.8,505.4,682.8,398.9,616.4,615,792.2,475.8,676.1
26025025011,MI,Calhoun County,025011,2294,127,1521,220,19,259,1,20,127,1689,88,1203,146,19,166,0,14,53,320,440,319,305,293,324,306,268,297,310,454,383,451,371,440,320,303.8,301.8,452.5,377,365.7,325.9
26025025012,MI,Calhoun County,025012,2526,198,1757,133,16,239,2,18,163,1896,120,1427,82,11,147,1,15,93,427,534,375,419,359,417,379,382,353,426,573,484,550,481,534,427,366.5,411,561.5,482.5,446.1,433.7
26025025013,MI,Calhoun County,025013,2115,416,849,645,7,11,0,13,174,1440,252,649,431,2,8,0,8,90,389.3,153.8,125.2,231.6,117.3,249.3,116.3,225.7,111.4,253.3,187.3,366.6,174.4,349.9,153.8,389.3,117.5,240,180.9,358.3,140.8,295.1
26025025014,MI,Calhoun County,025014,2185,163,569,1239,7,8,1,18,180,1581,92,458,907,7,7,0,10,100,610.7,94.2,95.8,425.4,81.7,442.6,79.7,437.3,74.6,450.7,126.7,620.4,123.6,603.1,94.2,610.7,83,439,125.1,611.7,96.6,512.9
26025025015,MI,Calhoun County,025015,3174,504,1475,889,23,47,3,20,213,2407,345,1225,647,18,32,3,17,120,439.1,163.5,164.3,340.7,129.8,356.9,145.6,324.7,126.4,359.6,256.6,546.6,244.7,525.9,163.5,439.1,141.5,345.5,250.6,536.2,175.8,413.3
26025025016,MI,Calhoun County,025016,2948,198,1060,1417,14,14,0,20,225,2180,127,842,1062,12,11,0,14,112,780,154,165,595,131,620,137,595,130,627,232,852,235,806,154,780,140.8,609.2,233.5,829,169.1,696.4
26025025017,MI,Calhoun County,025017,2436,277,1343,539,12,13,3,34,215,1763,169,1096,363,9,13,1,11,101,350.4,283.7,208.1,296.6,187.7,323.7,184.4,299.9,182,320,322.3,414.2,300.1,410.8,283.7,350.4,190.5,310.1,311.2,412.5,238.3,345.1
26025025018,MI,Calhoun County,025018,2580,132,1812,450,19,27,0,9,131,1970,81,1455,329,15,23,0,9,58,695.5,462.9,466,722,426,743,456,671,431,736,528,905,558,862,462.9,695.5,444.8,718,543,883.5,475.4,762.1
26025025019,MI,Calhoun County,025019,3146,258,2015,547,20,26,0,14,266,2371,150,1640,398,16,19,0,7,141,623.3,442,378.4,548,330.6,590.4,359,528.2,326.3,584.3,540.2,734.8,536.7,705.9,442,623.3,348.6,562.7,538.5,720.4,416.2,616.4
26025025020,MI,Calhoun County,025020,1740,193,1048,321,8,8,0,25,137,1283,117,847,229,7,8,0,14,61,295,171,141,250,129,257,143,222,132,256,222,324,216,314,171,295,136.2,246.2,219,319,164.9,274
26025025021,MI,Calhoun County,025021,1846,147,1319,98,10,121,0,12,139,1406,84,1086,65,8,74,0,6,83,415.4,472.7,367.8,414.3,339.7,440.4,365,379.4,334.6,426.3,474,441,472,428,472.7,415.4,351.8,415.1,473,434.5,403.7,420.7
26025025022,MI,Calhoun County,025022,2274,138,1653,81,12,268,1,9,112,1716,83,1332,64,6,159,1,7,64,445.7,548.8,508.4,453.1,479.8,479.6,517.9,396.6,486.9,454.2,767,728,784.1,694.4,548.8,445.7,498.3,445.9,775.5,711.2,584.7,521.7
26025025023,MI,Calhoun County,025023,1985,55,1470,126,7,245,1,4,77,1554,34,1233,98,6,137,1,2,43,416.3,469.5,433.7,457.3,407.9,481.6,450.7,394.7,420.5,450.9,526.3,527.3,515.4,508.4,469.5,416.3,428.2,446.1,520.8,517.8,460.6,462.4
26025025024,MI,Calhoun County,025024,2784,399,1574,490,18,36,0,9,258,1957,263,1208,315,13,27,0,9,122,342,286.9,205.8,301.4,175.8,327.5,189.3,278.2,172,316.9,332.3,447.3,311.1,438.6,286.9,342,185.7,306,321.7,442.9,239,350.3
26025025025,MI,Calhoun County,025025,2079,70,1594,59,2,232,0,6,116,1637,40,1349,41,2,129,0,4,72,457,682,594,447,579,457,603,397,577,437,725,553,748,519,682,457,588.2,434.5,736.5,536,644,466.7
26025025026,MI,Calhoun County,025026,2335,75,1622,81,8,480,0,0,69,1852,45,1337,71,8,346,0,0,45,487.6,573.4,574.5,508.3,570.6,500.4,594.3,448,580.5,476.6,711,662.5,743.6,622,573.4,487.6,580,483.3,727.3,642.3,621.1,529.3
26025025027,MI,Calhoun County,025027,2394,92,1924,118,8,156,0,1,95,1873,55,1558,87,2,107,0,0,64,563.9,761.6,737.9,568.8,683.1,619.7,717,544.8,694.3,599.6,845,738.6,885,690.1,761.6,563.9,708.1,583.2,865,714.3,760.6,617.9
26025025028,MI,Calhoun County,025028,3990,250,2472,791,28,143,0,10,296,3048,157,2054,546,21,127,0,4,139,699.3,574.3,463.6,582.7,454.7,587.2,451.5,543.3,447.5,579.2,716.5,849.6,729.6,822,574.3,699.3,454.3,573.1,723.1,835.8,548.2,666.2
26025025029,MI,Calhoun County,025029,2270,124,1706,88,11,232,0,16,93,1765,92,1346,68,5,182,0,14,58,460.9,742,655.5,418.7,635.4,435.6,668.7,364,626.5,425.4,787,595.5,817.4,559,742,460.9,646.5,410.9,802.2,577.2,704.6,465.6
26025025030,MI,Calhoun County,025030,2361,130,2015,60,3,19,1,7,126,1923,91,1671,45,3,15,1,7,90,395.9,777.4,621,402.1,618,397,622.5,350.6,595,407.3,1106.4,601.8,1097,591.1,777.4,395.9,614.1,389.3,1101.7,596.4,776.8,449.4
26025025031,MI,Calhoun County,025031,3320,157,2735,195,21,26,4,27,155,2637,86,2272,141,14,17,4,6,97,600.8,1016.4,843.3,635.6,823.9,647.3,845.2,550.1,786.5,648.2,869.9,587.5,853.2,581.3,1016.4,600.8,824.7,620.3,861.6,584.4,862.6,607.2
26025025032,MI,Calhoun County,025032,3517,151,2464,665,17,20,0,10,190,2757,74,1980,552,17,14,0,7,113,749.9,742.9,598.8,702.8,562.6,717,593.3,637.5,559.1,712.9,856.8,848.1,849.1,825,742.9,749.9,578.5,692.5,852.9,836.6,680.4,741.9
26025025034,MI,Calhoun County,025034,1957,33,1814,12,21,5,1,4,67,1476,18,1395,3,12,2,1,3,42,235,644,505,265,498,256,516,210,483,256,741,293,699,301,644,235,500.5,246.8,720,297,583.7,259.4
26025025035,MI,Calhoun County,025035,1903,39,1788,11,2,4,0,0,59,1542,26,1463,11,2,4,0,0,36,278,718,575,286,542,312,578,236,579,259,856,319,810,340,718,278,568.5,273.2,833,329.5,665.4,290
26025025036,MI,Calhoun County,025036,1181,18,1103,6,2,1,2,2,47,890,5,856,0,2,1,0,2,24,116,387,293,124,288,127,286,108,285,125,476,149,452,151,387,116,288,121,464,150,352.4,128.6
26025025037,MI,Calhoun County,025037,1508,35,1394,13,4,2,0,5,55,1190,21,1110,10,4,2,0,5,38,212,505,511.8,281.9,486.6,297.6,511.1,240.2,495.1,278.4,717.8,305.4,701,307.2,505,212,501.1,274.5,709.4,306.3,561.2,274.7
26025025038,MI,Calhoun County,025038,1298,21,1236,6,1,0,0,3,31,1017,11,977,3,1,0,0,3,22,150,557,430,179,436,166,437,138,431,157,613,184,603,182,557,150,433.5,160,608,183,501,165.1
26025025039,MI,Calhoun County,025039,2634,113,2215,128,7,6,0,5,160,2067,67,1803,88,6,6,0,2,95,289.6,509.6,380.8,281.4,359.4,299,379.6,262.2,336.2,306.7,572,357.9,562.3,344.4,509.6,289.6,364,287.4,567.2,351.1,442.9,305.9
26025025040,MI,Calhoun County,025040,2884,101,2527,56,13,26,1,4,156,2186,63,1954,44,7,24,0,1,93,536,916,758,503,690,538,744,439,725,503,1094,582,1088,580,916,536,729.2,495.8,1091,581,859.3,525.9
26025025041,MI,Calhoun County,025041,2964,152,2333,173,14,80,0,13,199,2414,91,1967,137,10,61,0,12,136,458.4,641.9,464.4,369.7,438.9,381.5,457.6,321.7,430.1,385.3,711.7,587.8,699.9,570.1,641.9,458.4,447.8,364.6,705.8,578.9,549.2,439.2
26025025042,MI,Calhoun County,025042,3245,125,2876,45,20,36,0,6,137,2537,84,2288,36,15,31,0,6,77,637.5,1227.3,870,509,843.2,524.6,868.3,434.6,807.7,522.9,1112.4,626.8,1113.3,609.5,1227.3,637.5,847.3,497.8,1112.9,618.1,977.5,552.1
26025025043,MI,Calhoun County,025043,1585,26,1489,6,3,4,0,5,52,1304,19,1246,6,2,4,0,2,25,250.7,536,472,260,445,280,480,213,464,258,646,310,651,309,536,250.7,465.2,252.8,648.5,309.5,527.7,268.7
26025025044,MI,Calhoun County,025044,2896,69,2717,11,9,3,2,0,85,2103,34,2004,5,3,0,0,0,57,256,720,553,246,520,275,532,211,525,256,911,288,841,325,720,256,532.5,247,876,306.5,657.4,265.3
