GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_rep_jam,uss_18_dem_sta,gov_18_rep_sch,gov_18_dem_whi,atg_18_rep_leo,atg_18_dem_nes,sos_18_rep_lan,sos_18_dem_ben,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_jam,uss_20_dem_pet,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
26163163394,MI,Wayne County,163394,657,16,28,594,0,2,0,3,14,440,13,20,395,0,0,0,2,10,257,2,6,215,4,218,3,211,2,220,8,297,8,297,2,257,3.8,216,8,297,4.7,245
26163163395,MI,Wayne County,163395,1389,21,59,1257,0,3,0,14,35,957,12,53,868,0,0,0,5,19,468,4,12,355,6,359,6,351,7,358,16,553,17,535,4,468,7.8,355.8,16.5,544,9.7,425.6
26163163396,MI,Wayne County,163396,1495,14,33,1399,11,1,0,2,35,1046,9,28,978,8,0,0,2,21,608,9,12,496,10,495,12,480,13,497,14,862,21,814,9,608,11.8,492,17.5,838,13,607.4
26163163397,MI,Wayne County,163397,981,11,30,919,1,0,0,3,17,761,10,24,707,1,0,0,3,16,502,4,9,336,8,339,12,317,9,335,19,510,21,503,4,502,9.5,331.8,20,506.5,11.7,406
26163163398,MI,Wayne County,163398,189,2,4,182,1,0,0,0,0,147,2,3,141,1,0,0,0,0,89,9,12,77,11,75,9,76,7,80,11,69,10,71,9,89,9.8,77,10.5,70,9.9,76.7
26163163399,MI,Wayne County,163399,807,13,22,755,0,0,0,3,14,613,8,11,581,0,0,0,3,10,416,7,8,184,3,191,5,181,7,182,6,326,11,313,7,416,5.8,184.5,8.5,319.5,6.7,256.1
26163163400,MI,Wayne County,163400,893,37,96,721,0,1,0,3,35,721,30,89,575,0,1,0,3,23,322,7,11,236,5,247,5,242,7,244,27,384,29,368,7,322,7,242.2,28,376,13,291.9
26163163401,MI,Wayne County,163401,1667,24,151,1433,2,0,0,9,48,1264,16,140,1063,2,0,0,6,37,673,35,41,569,33,584,34,548,27,578,42,720,37,704,35,673,33.8,569.8,39.5,712,35.6,625.1
26163163402,MI,Wayne County,163402,1003,27,139,782,5,5,2,7,36,773,16,129,580,5,5,2,4,32,452.9,39.6,27,350,19,359,24,341,25,350,23,459,33,453,39.6,452.9,23.8,350,28,456,27.2,395
26163163403,MI,Wayne County,163403,1440,24,105,1238,4,8,0,4,57,1050,11,96,893,4,8,0,0,38,668,22,40,572,28,579,25,563,30,578,53,629,54,622,22,668,30.8,573,53.5,625.5,36,601.6
26163163404,MI,Wayne County,163404,1954,47,327,1477,2,4,0,11,86,1532,31,310,1113,2,4,0,8,64,921,52,56,766,46,768,52,742,47,771,65,854,66,840,52,921,50.2,761.8,65.5,847,54.9,808.9
26163163405,MI,Wayne County,163405,648,13,14,593,0,5,0,1,22,449,6,13,414,0,2,0,0,14,253,1,7,166,5,165,3,161,3,168,8,318,11,307,1,253,4.5,165,9.5,312.5,5.4,219.7
26163163406,MI,Wayne County,163406,502,1,7,483,0,0,0,1,10,415,1,7,399,0,0,0,1,7,155,3,1,72,2,69,0,68,0,70,0,137,0,128,3,155,0.8,69.8,0,132.5,0.9,99.9
26163163407,MI,Wayne County,163407,1670,27,40,1544,3,13,2,8,33,1125,15,36,1024,3,13,2,8,24,582,18,13,428,13,434,10,423,8,439,30,654,29,635,18,582,11,431,29.5,644.5,17.3,513.6
26163163408,MI,Wayne County,163408,1311,15,33,1224,2,1,0,3,33,856,12,32,795,2,0,0,0,15,438,14,15,304,13,311,8,315,9,315,22,508,19,494,14,438,11.2,311.2,20.5,501,14.3,383.6
26163163409,MI,Wayne County,163409,1759,34,82,1585,5,0,0,4,49,1178,14,79,1057,5,0,0,4,19,643,29,23,457,20,450,24,439,18,451,19,639,23,622,29,643,21.2,449.2,21,630.5,22.3,528.7
26163163410,MI,Wayne County,163410,1407,6,64,1299,0,0,0,4,34,980,5,61,886,0,0,0,4,24,510.1,14.5,18,344,9,361,8,348,7,355,16,540,20,525,14.5,510.1,10.5,352,18,532.5,13.2,426.2
26163163411,MI,Wayne County,163411,942,14,39,858,3,2,0,2,24,662,9,39,592,2,2,0,2,16,393,14,17,242,11,245,16,233,16,240,14,434,9,433,14,393,15,240,11.5,433.5,13.9,317.1
26163163412,MI,Wayne County,163412,833,8,20,776,1,3,0,1,24,594,5,20,543,1,2,0,1,22,306,3,11,206,9,216,11,200,7,211,19,310,18,293,3,306,9.5,208.2,18.5,301.5,11.1,248.9
26163163413,MI,Wayne County,163413,2237,28,31,2086,1,5,0,11,75,1555,16,31,1453,1,4,0,10,40,678,13,16,458,12,463,6,445,16,456,24,724,23,695,13,678,12.5,455.5,23.5,709.5,15.7,559.9
26163163414,MI,Wayne County,163414,1652,23,22,1585,0,0,0,5,17,1153,11,16,1109,0,0,0,5,12,612,10,23,395,15,404,15,401,19,404,18,510,18,510,10,612,18,401,18,510,16.9,462.3
26163163415,MI,Wayne County,163415,1703,21,32,1600,3,0,0,9,38,1232,8,32,1161,2,0,0,5,24,530,14,11,415,13,412,9,409,17,410,30,524,20,519,14,530,12.5,411.5,25,521.5,16.3,459.9
26163163416,MI,Wayne County,163416,523,3,20,484,3,1,0,2,10,378,2,19,351,0,0,0,0,6,236,2,6,153,3,161,2,153,7,159,11,200,11,197,2,236,4.5,156.5,11,198.5,6,179.9
26163163417,MI,Wayne County,163417,1418,25,27,1302,2,3,0,7,52,1036,9,20,967,2,3,0,5,30,594,7,8,429,7,432,8,420,5,427,24,566,16,572,7,594,7,427,20,569,10.7,491.4
26163163418,MI,Wayne County,163418,312,5,13,268,0,1,0,10,15,229,5,12,189,0,1,0,9,13,133,3,3,89,3,92,3,89,4,91,6,113,4,116,3,133,3.2,90.2,5,114.5,3.7,103.3
26163163419,MI,Wayne County,163419,999,27,27,896,2,2,0,3,42,707,17,26,644,0,0,0,1,19,399,10,7,227,7,234,9,219,4,231,10,359,6,354,10,399,6.8,227.8,8,356.5,7.6,289
26163163420,MI,Wayne County,163420,1212,3,24,1145,8,0,0,6,26,810,1,12,773,6,0,0,6,12,338,2,5,271,3,266,0,267,3,268,9,344,9,331,2,338,2.8,268,9,337.5,4.4,297.9
26163163421,MI,Wayne County,163421,1145,14,39,1056,3,0,0,5,28,789,9,33,728,3,0,0,0,16,420.2,8.9,10.8,272.2,1,283.1,4.9,274.2,3,279.1,12.8,470.5,13.8,452.8,8.9,420.2,4.9,277.2,13.3,461.6,7.9,350.3
26163163422,MI,Wayne County,163422,1322,14,31,1240,3,0,0,5,29,975,10,26,909,2,0,0,4,24,486,11,18,349,8,362,9,344,12,354,13,460,12,450,11,486,11.8,352.2,12.5,455,11.9,400.7
26163163423,MI,Wayne County,163423,1692,11,23,1615,2,2,0,10,29,1175,11,23,1114,2,2,0,10,13,558,9,17,394,12,394,11,389,6,410,20,527,18,503,9,558,11.5,396.8,19,515,13.3,453.6
26163163424,MI,Wayne County,163424,333,2,4,322,1,0,0,0,4,259,1,4,249,1,0,0,0,4,223,3,9,157,9,166,6,158,5,166,11,271,14,263,3,223,7.2,161.8,12.5,267,8.1,200.6
26163163425,MI,Wayne County,163425,1279,6,32,1208,4,0,0,3,26,947,4,32,889,4,0,0,1,17,540,7,14,343,7,349,12,340,15,340,15,482,19,452,7,540,12,343,17,467,12.7,406.6
26163163426,MI,Wayne County,163426,972,12,11,920,4,0,0,1,24,696,7,11,660,4,0,0,1,13,426,11,14,306,9,305,6,299,12,304,21,409,19,393,11,426,10.2,303.5,20,401,13.1,348.9
26163163427,MI,Wayne County,163427,999,12,23,929,2,3,0,1,29,728,10,23,667,0,3,0,1,24,373,6,6,219,8,222,13,220,8,225,2,321,16,298,6,373,8.8,221.5,9,309.5,8.4,268.3
26163163428,MI,Wayne County,163428,777,9,17,724,2,1,0,4,20,573,1,16,538,2,1,0,0,15,306,8,16,183,8,187,4,181,2,189,7,242,8,233,8,306,7.5,185,7.5,237.5,7.6,217.3
26163163429,MI,Wayne County,163429,1059,5,29,978,1,6,0,2,38,723,2,29,668,1,6,0,2,15,391,4,7,283,6,280,3,278,1,284,12,388,12,373,4,391,4.2,281.2,12,380.5,6.4,325.3
26163163430,MI,Wayne County,163430,1345,8,25,1267,1,1,1,4,38,930,6,24,873,1,1,0,1,24,549,14,21,364,18,373,15,368,17,364,19,507,14,500,14,549,17.8,367.2,16.5,503.5,16.9,432.1
26163163431,MI,Wayne County,163431,406,5,11,381,0,0,0,3,6,303,2,11,289,0,0,0,0,1,180,11,7,128,8,129,9,117,8,127,5,155,5,152,11,180,8,125.2,5,153.5,7.6,141.1
26163163432,MI,Wayne County,163432,754,5,18,712,2,3,0,1,13,575,4,17,545,1,2,0,0,6,307,9,6,223,8,224,8,213,8,219,9,325,12,316,9,307,7.5,219.8,10.5,320.5,8.6,261
26163163433,MI,Wayne County,163433,498,9,13,468,0,0,0,3,5,355,8,13,327,0,0,0,2,5,188,0,7,97,2,101,0,99,2,103,4,183,4,179,0,188,2.8,100,4,181,2.7,135.7
26163163434,MI,Wayne County,163434,486,14,21,400,1,21,0,7,22,356,9,14,292,0,21,0,7,13,173,4,5,117,5,118,2,115,4,119,10,271,5,269,4,173,4,117.2,7.5,270,5,168.9
26163163435,MI,Wayne County,163435,1605,18,21,1528,4,1,0,9,24,1229,15,20,1169,3,1,0,5,16,666.5,10.6,9,405,3,406,8,393,5,407,14,535,14,513,10.6,666.5,6.2,402.8,14,524,9.1,475.1
26163163436,MI,Wayne County,163436,105,0,1,101,0,0,0,1,2,76,0,1,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1
26163163437,MI,Wayne County,163437,1311,10,100,1169,4,2,0,3,23,1110,5,100,987,3,2,0,0,13,438,6,13,278,9,279,4,279,7,284,18,400,14,388,6,438,8.2,280,16,394,10.1,335.1
26163163438,MI,Wayne County,163438,1079,12,16,1003,12,6,0,1,29,823,1,10,778,5,6,0,0,23,456,8,7,350,9,343,5,337,8,352,8,509,18,498,8,456,7.2,345.5,13,503.5,9,406.4
26163163439,MI,Wayne County,163439,663,9,8,633,1,0,0,2,10,499,2,7,486,0,0,0,0,4,331,8,13,212,16,216,10,221,14,216,9,268,18,249,8,331,13.2,216.2,13.5,258.5,12.6,244.7
26163163440,MI,Wayne County,163440,1001,27,74,865,1,4,0,5,25,776,19,71,662,0,1,0,0,23,266,2,6,175,0,178,0,180,2,181,6,242,3,236,2,266,2,178.5,4.5,239,2.7,208.3
26163163441,MI,Wayne County,163441,654,6,22,601,0,5,0,1,19,528,5,15,486,0,5,0,0,17,321,8,17,206,5,215,6,210,5,214,17,265,20,249,8,321,8.2,211.2,18.5,257,11.1,240
26163163442,MI,Wayne County,163442,1527,21,23,1437,1,3,0,9,33,1106,13,21,1045,0,3,0,5,19,592.5,9.4,19,423,15,436,11,425,15,428,26,661,27,650,9.4,592.5,15,428,26.5,655.5,17.5,516.5
26163163443,MI,Wayne County,163443,868,17,164,652,0,8,0,5,22,685,12,158,491,0,7,0,2,15,393.1,34.4,24,388,22,387,26,375,21,391,56,370,49,369,34.4,393.1,23.2,385.2,52.5,369.5,33.2,381.9
26163163444,MI,Wayne County,163444,1076,13,43,959,0,8,0,2,51,752,13,37,666,0,8,0,2,26,404.9,11.5,9,302,9,296,11,288,14,299,25,458,17,460,11.5,404.9,10.8,296.2,21,459,13.8,358.3
26163163445,MI,Wayne County,163445,923,25,117,719,5,3,0,8,46,763,25,104,581,4,3,0,8,38,340,12,15,203,8,210,11,199,10,207,9,396,13,375,12,340,11,204.8,11,385.5,11.1,275.7
26163163446,MI,Wayne County,163446,1832,31,76,1665,6,9,0,8,37,1474,23,73,1327,6,9,0,7,29,473.3,14.3,26.6,397.2,16.2,409.6,10.4,385.9,15.2,402,17.1,518,23.8,496.1,14.3,473.3,17.1,398.7,20.4,507,17.7,440.3
26163163447,MI,Wayne County,163447,1189,14,50,1066,2,5,0,3,49,962,10,36,866,1,5,0,3,41,575,9,37,783,25,795,24,767,17,792,21,612,20,593,9,575,25.8,784.2,20.5,602.5,21.9,702.4
26163163448,MI,Wayne County,163448,2011,12,1508,320,0,45,0,9,117,1243,2,886,247,0,32,0,4,72,412,13,19,292,20,308,11,297,14,302,36,484,28,475,13,412,16,299.8,32,479.5,20.1,367.1
26163163449,MI,Wayne County,163449,149,1,61,79,0,2,0,2,4,132,1,59,68,0,2,0,0,2,108.2,6.4,1.8,69.1,2.7,73.7,1.8,67.3,2.7,70,13.6,105.5,11.8,106.4,6.4,108.2,2.3,70,12.7,105.9,5.8,85.7
26163163450,MI,Wayne County,163450,1457,22,85,1301,2,6,0,0,41,1103,19,69,979,2,6,0,0,28,696,9,17,503,12,516,11,495,15,511,18,670,21,643,9,696,13.8,506.2,19.5,656.5,14.7,576.3
26163163451,MI,Wayne County,163451,799,15,12,739,3,2,0,5,23,631,12,12,576,3,2,0,5,21,379,3,3,297,5,294,2,281,7,288,11,435,11,422,3,379,4.2,290,11,428.5,6,342.3
26163163452,MI,Wayne County,163452,556,0,10,534,1,0,0,2,9,434,0,10,412,1,0,0,2,9,282,5,5,186,3,194,3,189,1,196,6,269,11,251,5,282,3,191.2,8.5,260,4.9,223.9
26163163453,MI,Wayne County,163453,1029,10,19,962,7,0,1,2,28,854,7,19,798,7,0,1,2,20,490,13,14,355,8,365,14,353,7,366,9,443,15,425,13,490,10.8,359.8,12,434,11.4,399.6
26163163454,MI,Wayne County,163454,834,12,75,699,2,7,0,6,33,639,10,57,550,0,7,0,1,14,416,2,7,306,10,308,9,293,2,306,4,314,16,310,2,416,7,303.2,10,312,7.1,321.9
26163163455,MI,Wayne County,163455,805,13,31,733,5,0,0,0,23,634,10,31,576,1,0,0,0,16,388,8,11,247,6,251,4,252,5,252,14,427,11,415,8,388,6.5,250.5,12.5,421,8.4,318.9
26163163456,MI,Wayne County,163456,926,4,39,839,4,2,3,4,31,760,2,39,687,2,1,0,4,25,456,4,7,286,7,286,1,284,10,287,16,439,17,432,4,456,6.2,285.8,16.5,435.5,8.9,352.9
26163163457,MI,Wayne County,163457,635,9,33,559,3,0,1,4,26,533,4,33,471,3,0,1,4,17,273,9,6,173,4,177,6,174,2,180,14,252,14,238,9,273,4.5,176,14,245,7.9,209.6
26163163458,MI,Wayne County,163458,1515,52,481,864,2,81,1,0,34,1448,38,475,828,2,80,1,0,24,852,44,63,907,40,934,45,903,46,903,63,904,80,881,44,852,48.5,911.8,71.5,892.5,54.4,897.7
26163163459,MI,Wayne County,163459,3321,125,1251,1543,9,243,0,17,133,3174,117,1198,1469,9,240,0,17,124,1001,37,38,834,26,855,32,804,28,844,54,733,65,710,37,1001,31,834.2,59.5,721.5,40,825.9
26163163460,MI,Wayne County,163460,2367,76,748,1358,4,75,0,11,95,2217,75,732,1247,2,75,0,6,80,679.1,37.9,62.3,811.4,39.9,831.8,38.9,795.8,40.9,819.2,61.3,919.4,78.8,909.6,37.9,679.1,45.5,814.5,70,914.5,51.4,823.8
26163163461,MI,Wayne County,163461,1331,23,48,1229,3,4,1,6,17,1153,19,48,1060,0,4,1,6,15,137.4,4.6,19,350,12,368,12,351,8,370,21,341,17,326,4.6,137.4,12.8,359.8,19,333.5,13.4,320.5
26163163462,MI,Wayne County,163462,1177,42,180,897,3,8,2,4,41,1055,26,177,803,3,8,2,4,32,532,5,19,397,11,402,8,388,16,402,21,557,21,553,5,532,13.5,397.2,21,555,14.4,461.6
26163163463,MI,Wayne County,163463,1097,45,308,666,3,26,0,12,37,978,32,301,585,2,25,0,8,25,377,20,22,324,14,333,16,318,12,327,23,420,28,411,20,377,16,325.5,25.5,415.5,19.3,358.6
26163163464,MI,Wayne County,163464,1158,15,52,1027,4,7,0,6,47,1028,11,42,918,4,7,0,6,40,408,8,13,276,11,288,6,273,10,278,13,392,13,380,8,408,10,278.8,13,386,10.6,327.9
26163163465,MI,Wayne County,163465,1004,31,109,817,0,5,2,7,33,843,19,106,684,0,5,0,4,25,501,3,24,460,12,475,13,454,18,473,15,568,26,546,3,501,16.8,465.5,20.5,557,15.9,496.7
26163163466,MI,Wayne County,163466,2852,22,380,2310,7,41,0,23,69,2754,21,374,2227,7,39,0,19,67,1115,39,53,910,33,926,36,881,40,921,68,939,78,913,39,1115,40.5,909.5,73,926,49.6,943.6
26163163467,MI,Wayne County,163467,1528,60,744,620,4,14,1,17,68,1264,47,622,522,4,13,1,11,44,700,78,79,638,72,644,73,618,60,647,73,651,97,646,78,700,71,636.8,85,648.5,76,649.1
26163163468,MI,Wayne County,163468,1550,49,544,844,2,23,0,5,83,1411,30,528,753,2,23,0,4,71,752,26,32,617,19,628,21,606,22,621,27,579,41,556,26,752,23.5,618,34,567.5,26.9,622.7
26163163469,MI,Wayne County,163469,1658,51,318,1207,0,21,1,5,55,1562,47,307,1141,0,19,1,5,42,362.8,22.5,26.5,343.6,19.7,352,22.7,338.3,22,345.9,20.4,364.8,25.7,360.3,22.5,362.8,22.7,345,23.1,362.6,22.8,352.5
26163163470,MI,Wayne County,163470,2644,70,336,2050,0,106,0,4,78,2277,58,332,1742,0,89,0,4,52,833,22,43,774,31,785,27,757,26,783,33,872,36,838,22,833,31.8,774.8,34.5,855,31.1,806
26163163471,MI,Wayne County,163471,905,36,129,673,6,10,0,0,51,698,21,119,508,4,9,0,0,37,356.4,24.6,23.2,283,27.2,279.4,24.2,267.8,24.2,272.1,31.2,335.1,26,327.2,24.6,356.4,24.7,275.6,28.6,331.2,25.8,303
26163163472,MI,Wayne County,163472,459,15,38,314,2,74,0,6,10,394,14,38,260,2,67,0,6,7,308,8,10,195,7,195,5,186,11,192,10,284,10,272,8,308,8.2,192,10,278,8.7,233.1
26163163473,MI,Wayne County,163473,1404,58,244,1005,10,31,0,6,50,989,37,209,670,3,29,0,5,36,426,14,37,333,28,345,29,329,22,340,58,495,64,469,14,426,29,336.8,61,482,36,391
26163163474,MI,Wayne County,163474,492,13,38,415,2,4,0,0,20,427,11,38,353,2,4,0,0,19,240,0,2,173,3,174,2,165,2,171,2,305,4,301,0,240,2.2,170.8,3,303,2.1,218.4
26163163475,MI,Wayne County,163475,1952,17,18,1886,2,1,0,3,25,1302,17,14,1249,2,1,0,1,18,736,6,11,471,7,464,2,457,5,472,15,635,25,596,6,736,6.2,466,20,615.5,10.1,547.3
26163163476,MI,Wayne County,163476,731,17,136,549,2,0,1,8,18,615,16,122,458,2,0,0,6,11,374,7,10,294,10,295,9,287,10,290,13,336,19,311,7,374,9.8,291.5,16,323.5,11.1,312.4
26163163477,MI,Wayne County,163477,1043,41,566,250,1,124,0,13,48,985,35,546,230,1,122,0,13,38,326,37,44,310,29,320,38,303,29,322,25,249,33,251,37,326,35,313.8,29,250,33.6,297.3
26163163478,MI,Wayne County,163478,1196,126,666,294,3,63,0,10,34,1117,117,640,260,2,63,0,9,26,181.5,21.6,34.3,148.2,30.4,144.2,28.5,147.2,29.4,150.1,29.4,236.5,31.4,217.8,21.6,181.5,30.7,147.4,30.4,227.2,29.3,175.1
26163163479,MI,Wayne County,163479,1345,5,34,1278,2,2,0,0,24,752,3,19,711,2,1,0,0,16,560,8,9,390,4,406,4,377,7,398,22,906,28,834,8,560,6,392.8,25,870,11.7,553
26163163480,MI,Wayne County,163480,1665,35,295,1235,7,10,0,9,74,1315,18,266,959,6,9,0,7,50,814,25,40,640,32,664,34,619,37,645,43,851,58,840,25,814,35.8,642,50.5,845.5,38.4,724.7
26163163481,MI,Wayne County,163481,924,24,198,646,5,5,0,1,45,772,21,180,528,4,5,0,1,33,460,17,26,406,18,410,19,399,16,412,17,445,19,439,17,460,19.8,406.8,18,442,18.9,424.4
26163163482,MI,Wayne County,163482,1238,31,204,923,5,14,0,6,55,1008,24,178,742,2,10,0,6,46,554,18,25,488,12,500,18,478,16,496,40,574,41,558,18,554,17.8,490.5,40.5,566,24.3,521.1
26163163483,MI,Wayne County,163483,1838,46,266,1416,5,12,0,9,84,1549,39,245,1186,4,12,0,8,55,657,17,23,554,12,564,17,540,20,561,31,664,41,634,17,657,18,554.8,36,649,23,596.3
26163163484,MI,Wayne County,163484,447,0,41,383,0,7,0,2,14,336,0,39,281,0,7,0,2,7,214,2,11,157,5,155,5,151,3,155,13,225,14,232,2,214,6,154.5,13.5,228.5,7.6,184.1
26163163485,MI,Wayne County,163485,1935,36,200,1513,0,88,1,19,78,1629,34,193,1259,0,81,1,18,43,685,14,25,503,20,512,16,503,20,514,33,597,32,599,14,685,20.2,508,32.5,598,22.9,559
26163163486,MI,Wayne County,163486,2251,73,539,1444,5,97,1,7,85,1941,57,510,1203,5,97,1,6,62,651.4,19.9,24,539,21,550,23,526,30,537,38,722,46,677,19.9,651.4,24.5,538,42,699.5,28.8,600.3
26163163487,MI,Wayne County,163487,895,11,60,781,0,3,0,7,33,591,8,57,508,0,0,0,7,11,283.1,3.8,13.3,167.2,7.6,173.8,9.5,168.1,6.7,176.7,10.4,304,5.7,301.1,3.8,283.1,9.3,171.5,8.1,302.6,8.1,224.9
26163163488,MI,Wayne County,163488,890,23,190,620,1,13,0,7,36,743,18,185,498,0,13,0,7,22,447,12,21,385,18,391,22,372,19,386,46,486,56,462,12,447,20,383.5,51,474,27.7,418.4
26163163489,MI,Wayne County,163489,1391,37,160,1127,2,10,1,5,49,1111,20,150,888,2,10,0,5,36,645,4,20,435,8,448,12,431,15,444,33,658,29,659,4,645,13.8,439.5,31,658.5,17.3,531.4
26163163490,MI,Wayne County,163490,1176,40,204,828,1,23,1,15,64,996,31,190,686,1,23,1,9,55,375,24,28,289,15,305,15,291,14,294,25,452,33,425,24,375,18,294.8,29,438.5,22,347.3
26163163491,MI,Wayne County,163491,848,20,107,678,3,8,0,1,31,725,18,96,581,0,5,0,0,25,283.4,6.1,9,231.9,5,232,9,227.9,9,233.9,13.2,297.4,13.2,285.4,6.1,283.4,8,231.4,13.2,291.4,9.2,256
26163163492,MI,Wayne County,163492,673,21,48,582,1,4,0,4,13,521,17,41,451,1,3,0,0,8,394,6,11,264,5,271,4,264,4,269,10,442,6,432,6,394,6,267,8,437,6.6,333.7
26163163493,MI,Wayne County,163493,610,14,90,469,2,3,1,1,30,521,11,85,394,2,3,1,1,24,210,16,13,175,12,173,11,174,6,181,25,248,21,252,16,210,10.5,175.8,23,250,14.9,201.9
26163163494,MI,Wayne County,163494,924,15,23,864,0,2,0,0,20,695,5,15,656,0,2,0,0,17,282,0,6,193,1,204,6,194,2,200,7,301,8,291,0,282,3.8,197.8,7.5,296,4.3,237.9
26163163495,MI,Wayne County,163495,1082,29,11,996,0,2,0,3,41,826,23,5,763,0,1,0,2,32,484,12,14,333,13,332,14,311,10,330,28,393,19,384,12,484,12.8,326.5,23.5,388.5,15.7,366.7
26163163496,MI,Wayne County,163496,1098,8,45,998,2,9,0,1,35,866,5,31,790,2,9,0,0,29,477,7,17,322,9,324,13,317,13,323,20,495,19,480,7,477,13,321.5,19.5,487.5,14,391.1
26163163497,MI,Wayne County,163497,1025,9,38,937,0,7,0,6,28,770,7,31,706,0,6,0,6,14,402,1,9,305,13,303,10,294,11,308,20,364,22,349,1,402,10.8,302.5,21,356.5,12.3,332.1
26163163498,MI,Wayne County,163498,1267,18,65,1107,0,2,1,9,65,971,15,58,853,0,1,1,6,37,471,8,13,281,10,284,8,281,10,286,14,370,12,368,8,471,10.2,283,13,369,10.7,334.4
26163163499,MI,Wayne County,163499,486,6,1,468,0,0,0,0,11,351,5,1,337,0,0,0,0,8,217,18,7,157,9,158,2,156,6,158,9,212,10,205,18,217,6,157.2,9.5,208.5,8.7,180.4
26163163500,MI,Wayne County,163500,1253,22,131,1047,1,6,2,2,42,1025,14,107,867,1,1,2,1,32,567,31,56,458,35,480,38,457,36,468,55,613,54,613,31,567,41.2,465.8,54.5,613,43.6,522.3
26163163501,MI,Wayne County,163501,785,15,43,692,3,2,0,7,23,605,11,38,537,1,1,0,6,11,375,5,8,279,7,278,7,263,7,276,9,396,14,383,5,375,7.2,274,11.5,389.5,8.1,321.4
26163163502,MI,Wayne County,163502,839,14,36,755,2,3,0,2,27,617,11,31,550,2,3,0,2,18,366,3,5,242,5,242,3,241,3,239,6,396,12,355,3,366,4,241,9,375.5,5.3,297.3
26163163503,MI,Wayne County,163503,936,10,40,840,3,1,0,17,25,734,6,34,661,0,1,0,11,21,355,4,12,256,8,261,6,244,10,256,14,354,15,348,4,355,9,254.2,14.5,351,9.9,296.3
26163163504,MI,Wayne County,163504,571,12,30,496,4,1,0,3,25,437,6,28,385,2,0,0,2,14,148.9,0,5.8,90.9,2.5,90.1,3.3,83.6,4.9,85.2,4.1,99.5,5.8,90.5,0,148.9,4.1,87.4,4.9,95,3.8,98.4
26163163505,MI,Wayne County,163505,37,0,2,30,0,0,0,0,5,30,0,2,24,0,0,0,0,4,9,1,0,8,1,7,0,8,1,7,2,7,2,7,1,9,0.5,7.5,2,7,1,7.6
26163163506,MI,Wayne County,163506,723,30,76,592,0,0,0,2,23,542,22,68,435,0,0,0,2,15,234,4,4,152,3,153,4,142,3,147,6,297,4,294,4,234,3.5,148.5,5,295.5,4,202.7
26163163507,MI,Wayne County,163507,82,10,1,66,0,0,0,0,5,61,1,1,54,0,0,0,0,5,46,0,2,34,0,38,2,34,0,38,0,37,0,37,0,46,1,36,0,37,0.6,37.7
26163163508,MI,Wayne County,163508,1068,28,73,920,7,2,0,2,36,884,13,73,761,7,1,0,2,27,412,4,15,290,8,293,8,278,5,295,12,422,16,397,4,412,9,289,14,409.5,9.7,341
26163163509,MI,Wayne County,163509,777,30,63,660,1,3,0,3,17,595,19,58,499,1,3,0,3,12,352,4,12,304,9,312,4,301,5,313,17,361,16,343,4,352,7.5,307.5,16.5,352,9.6,326.6
26163163510,MI,Wayne County,163510,835,18,14,778,1,2,0,2,20,644,11,14,609,0,1,0,0,9,318,9,9,232,3,241,7,220,5,240,10,313,8,319,9,318,6,233.2,9,316,7.3,269
26163163511,MI,Wayne County,163511,1365,20,27,1263,0,6,0,5,44,1006,11,20,933,0,6,0,2,34,611,18,19,407,18,407,11,398,13,414,23,544,17,518,18,611,15.2,406.5,20,531,17,471.3
26163163512,MI,Wayne County,163512,595,13,23,529,1,0,0,12,17,454,1,22,407,1,0,0,8,15,258,6,6,197,5,195,4,193,2,194,3,269,10,259,6,258,4.2,194.8,6.5,264,5.1,223.6
26163163513,MI,Wayne County,163513,1127,33,55,1014,0,3,0,2,20,868,18,49,784,0,2,0,2,13,460,12,10,337,7,338,9,324,11,333,21,450,27,432,12,460,9.2,333,24,441,13.9,382
26163163514,MI,Wayne County,163514,681,46,18,602,2,0,0,3,10,499,19,13,459,1,0,0,2,5,300,10,16,220,17,216,14,209,11,222,20,257,18,251,10,300,14.5,216.8,19,254,15.1,239.3
26163163515,MI,Wayne County,163515,34,1,7,22,0,0,0,1,3,32,0,7,22,0,0,0,0,3,5,0,0,3,0,3,0,3,0,2,0,0,0,0,0,5,0,2.8,0,0,0,2.3
26163163516,MI,Wayne County,163516,404,2,12,373,3,0,0,2,12,338,2,8,316,3,0,0,0,9,142,5,7,95,3,96,5,91,7,94,4,280,4,274,5,142,5.5,94,4,277,5,153.1
26163163517,MI,Wayne County,163517,303,13,33,224,1,4,0,10,18,247,10,25,186,1,3,0,9,13,150.9,1.2,4.7,124.8,1.4,127.2,1.5,120.9,2.4,124.3,4.6,185,2.3,184.9,1.2,150.9,2.5,124.3,3.4,184.9,2.6,145.4
