GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_fis,uss_18_dem_ray,gov_18_rep_ric,gov_18_dem_kri,atg_18_rep_pet,sos_18_rep_evn,sos_18_dem_dan,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_sas,uss_20_dem_jan,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
3115500004P,NE,Saunders County,00004P,1766,39,1653,8,1,8,0,9,48,1375,24,1307,3,1,6,0,3,31,756.3,250.1,599.9,209.2,595.9,240.1,687.5,605.8,196.3,919,280,900,189,756.3,250.1,622.3,215.2,909.5,234.5,723.5,227.5
3115500004W,NE,Saunders County,00004W,1876,70,1727,4,13,4,0,4,54,1408,42,1318,3,13,3,0,0,29,498.6,225.2,475.6,238.2,463.6,272.2,565.7,480.6,190.2,639.8,291.2,640.8,175.2,498.6,225.2,496.4,233.5,640.3,233.2,537.8,232
3115500006P,NE,Saunders County,00006P,845,5,817,0,0,3,0,2,18,664,3,644,0,0,3,0,2,12,360.4,84.1,302.1,80,305.1,90,301.1,276.1,80,399.5,101.1,381.5,92.1,360.4,84.1,296.1,83.4,390.5,96.6,332.3,87.9
3115500007P,NE,Saunders County,00007P,578,9,539,0,1,5,0,4,20,425,6,398,0,0,5,0,1,15,232,60,197,72,206,85,209,190,58,259,92,259,54,232,60,200.5,71.7,259,73,221.7,70.2
3115500008P,NE,Saunders County,00008P,725,14,692,0,1,3,0,0,15,488,10,470,0,1,1,0,0,6,234.6,62.3,245.2,73.1,246.2,87.9,256.2,230.5,75,323.9,92.8,325.9,62.2,234.6,62.3,244.5,78.7,324.9,77.5,266.1,75.5
3115500009P,NE,Saunders County,00009P,931,40,853,0,2,5,0,0,31,686,19,641,0,2,2,0,0,22,306,93,239,97,248,109,286,240,99,347,112,352,61,306,93,253.2,101.7,349.5,86.5,288.3,95.2
311550000W1,NE,Saunders County,0000W1,1449,52,1283,5,15,5,3,8,78,1109,33,1002,3,10,5,0,8,48,318.4,176.6,280.5,177.6,282.5,200.5,353.3,286.5,175.6,412.2,208.5,438.1,115.7,318.4,176.6,300.7,184.5,425.2,162.1,338.8,175.7
311550000W2,NE,Saunders County,0000W2,1298,49,1153,3,9,6,0,4,74,975,27,891,3,6,5,0,4,39,355.2,159.6,268,167.6,283,181.7,356.3,283,162.6,523.5,265.8,554.6,153.4,355.2,159.6,297.6,170.7,539,209.6,374.8,181.8
311550000W3,NE,Saunders County,0000W3,1390,59,1282,3,1,3,0,3,39,996,40,929,2,0,2,0,2,21,428.4,170.1,386.6,183.5,393.5,201.8,458.9,373.4,174.5,464.3,209,482.4,130.2,428.4,170.1,403.1,186.6,473.4,169.6,426.8,178.2
311550000W5,NE,Saunders County,0000W5,1536,65,1402,12,7,8,1,4,37,1089,34,1016,9,7,4,0,1,18,425,132.1,407.1,171.8,403.1,203.5,463.7,400.1,159.8,553,219.4,570.9,131.1,425,132.1,418.5,178.4,562,175.2,460.4,169.6
3115500010P,NE,Saunders County,00010P,2351,47,2211,11,6,9,0,0,67,1730,23,1644,7,3,6,0,0,47,861.7,219.9,721.1,229.8,719.1,261.9,789.5,707.2,236.7,988,345,999,185,861.7,219.9,734.2,242.8,993.5,265,826.5,246.4
3115500011P,NE,Saunders County,00011P,809,12,769,3,4,1,0,6,14,607,7,590,2,0,1,0,0,7,325,76,271,91,271,110,301,264,84,359,96,351,60,325,76,276.8,95,355,78,306,86.2
3115500012P,NE,Saunders County,00012P,906,30,821,0,7,1,0,6,41,670,16,615,0,4,1,0,4,30,353.1,61.3,339.2,72.4,346.2,86.5,347.2,332.1,68.4,439,100.6,425,62.4,353.1,61.3,341.2,75.7,432,81.5,368.8,75.3
3115500014P,NE,Saunders County,00014P,1220,17,1161,2,4,3,0,9,24,964,13,922,1,1,2,0,5,20,512,180,386,198,388,213,462,384,187,552,220,576,122,512,180,405,199.3,564,171,465.7,186.7
3115500015P,NE,Saunders County,00015P,1547,32,1457,7,3,4,0,3,41,1136,16,1087,6,2,3,0,3,19,588.3,226.1,476.3,271.1,488.3,282.1,578.3,493.3,233.1,685,273,710,147,588.3,226.1,509.1,262.1,697.5,210,574.2,238.7
3115500018P,NE,Saunders County,00018P,1664,21,1566,11,0,17,1,3,45,1248,16,1188,5,0,11,0,3,25,491.8,183.9,466.8,175.9,451.8,213.9,545.8,467.8,166.9,622.7,225.9,637.7,131.9,491.8,183.9,483,185.6,630.2,178.9,526.4,183.1
3115700001P,NE,Scotts Bluff County,00001P,385,30,349,0,0,1,0,0,5,283,22,256,0,0,1,0,0,4,163,22,114,25,114,23,126,121,21,175,32,161,30,163,22,118.8,23,168,31,139.1,25.5
3115700002P,NE,Scotts Bluff County,00002P,189,30,156,0,0,1,0,2,0,152,21,131,0,0,0,0,0,0,121,17,78,16,72,23,84,79,17,105,18,103,14,121,17,78.2,18.7,104,16,91.7,17.5
3115700003P,NE,Scotts Bluff County,00003P,943,68,824,4,4,0,1,3,39,757,48,672,4,2,0,1,2,28,389.5,74.7,281,64.4,272.9,82.7,299.1,280,66.5,449.4,78.7,417,62.5,389.5,74.7,283.2,71.2,433.2,70.6,341.3,71.6
3115700004P,NE,Scotts Bluff County,00004P,700,76,603,0,4,2,0,1,14,535,45,479,0,0,2,0,1,8,238,61,188,63,178,77,208,193,62,287,81,294,54,238,61,191.8,67.3,290.5,67.5,226.6,66.3
3115700005P,NE,Scotts Bluff County,00005P,1089,82,958,0,4,7,0,6,32,852,57,761,0,4,2,0,6,22,504,61,366,59,360,79,385,367,64,555,77,539,55,504,61,369.5,67.3,547,66,439.4,65.8
3115700006P,NE,Scotts Bluff County,00006P,628,39,573,0,1,2,0,0,13,477,23,443,0,1,1,0,0,9,222,35,167,35,161,43,181,164,36,247.9,50,236.9,40,222,35,168.2,38,242.4,45,197.1,39.8
3115700007P,NE,Scotts Bluff County,00007P,621,46,549,0,2,4,1,0,19,447,29,400,0,0,2,1,0,15,228,41,151,46,151,48,175,152,44,283,59,270,41,228,41,157.2,46,276.5,50,201.4,46.5
3115700008P,NE,Scotts Bluff County,00008P,1198,136,997,5,28,5,0,2,25,959,96,806,2,27,4,0,2,22,333,62.6,261.9,62.1,250.1,85.8,287.2,265.9,68.7,426,84,402.3,65.8,333,62.6,266.3,72.2,414.1,74.9,318,71.5
3115700009P,NE,Scotts Bluff County,00009P,1929,201,1626,3,7,19,0,7,66,1494,115,1310,3,5,16,0,6,39,560.9,155.3,463.8,175.2,457.5,205.5,550,479.8,180.6,717.3,290.1,723.2,191.3,560.9,155.3,487.8,187.1,720.2,240.7,564.6,199.7
3115700010P,NE,Scotts Bluff County,00010P,1990,326,1560,6,26,4,0,10,58,1499,204,1222,6,13,4,0,9,41,603.4,174.8,452.2,168,437.1,202.3,516.4,450.1,179.6,674,291.9,666,214.4,603.4,174.8,464,183.3,670,253.1,542.7,205.2
3115700011P,NE,Scotts Bluff County,00011P,1812,549,1105,34,29,9,3,10,73,1394,357,913,31,27,8,3,10,45,422.7,138.3,270.4,130.7,270,148.4,332.4,272.9,137.4,429.5,197.2,423.4,152.7,422.7,138.3,286.4,138.8,426.5,174.9,345.9,150.8
3115700012P,NE,Scotts Bluff County,00012P,2619,502,1967,15,16,20,2,9,88,1950,309,1536,15,14,17,2,9,48,721.6,204.2,524.9,204.2,514.7,246.3,625.5,542.7,212.9,809.5,305.1,788.5,229.1,721.6,204.2,551.9,221.1,799,267.1,646.8,233.6
3115700013P,NE,Scotts Bluff County,00013P,474,36,430,0,0,1,0,1,6,357,22,328,0,0,0,0,1,6,141.5,37.3,113,25.6,104.2,37.3,120.8,111,28.5,188.6,37.3,169,30.5,141.5,37.3,112.3,30.5,178.8,33.9,135.4,32.8
3115700014P,NE,Scotts Bluff County,00014P,773,130,610,1,9,5,0,3,15,593,94,473,1,8,5,0,2,10,270,51,190,37,187,50,211,192,43,294,49,278,32,270,51,195,43.3,286,40.5,231.8,43.7
3115700015P,NE,Scotts Bluff County,00015P,715,257,427,1,7,1,0,0,22,552,170,358,0,7,0,0,0,17,197,79,148,72,135,89,170,135,90,168,72,172,58,197,79,147,83.7,170,65,160.7,76.7
3115700016P,NE,Scotts Bluff County,00016P,605,51,518,1,3,6,0,1,25,479,27,430,0,2,5,0,0,15,194,37,156,35,155,51,176,168,35,216,43,212,30,194,37,163.8,40.3,214,36.5,182.4,38.5
3115700017P,NE,Scotts Bluff County,00017P,743,206,486,0,2,3,0,2,44,554,135,385,0,2,1,0,1,30,233,94,180,85,177,109,225,184,94,213,83,207,69,233,94,191.5,96,210,76,202.7,89
3115700018P,NE,Scotts Bluff County,00018P,805,183,591,0,3,6,0,1,21,619,129,469,0,3,5,0,1,12,264,50,199,51,198,61,213,191,62,235,83,235,64,264,50,200.2,58,235,73.5,219.3,61.8
3115700019P,NE,Scotts Bluff County,00019P,896,158,694,1,3,8,1,0,31,689,100,560,0,3,5,1,0,20,332,81,248,73,249,90,281,242,92,311,93,312,66,332,81,255,85,311.5,79.5,282.1,82.5
3115700020P,NE,Scotts Bluff County,00020P,148,14,127,0,0,2,0,0,5,112,12,97,0,0,0,0,0,3,64,9,41,7,43,9,40,42,5,58,9,57,6,64,9,41.5,7,57.5,7.5,49.3,7.5
3115700021P,NE,Scotts Bluff County,00021P,1791,194,1451,42,11,17,3,9,64,1409,127,1174,37,7,13,3,9,39,694,181,507,181,502,209,572,519,165,687,274,707,164,694,181,525,185,697,219,598.3,195.7
3115700022P,NE,Scotts Bluff County,00022P,2241,677,1442,17,25,23,1,3,53,1668,431,1156,10,15,21,1,3,31,504,286,379,233,370,268,484,401,229,579,351,606,234,504,286,408.5,243.3,592.5,292.5,474.7,266.8
3115700023P,NE,Scotts Bluff County,00023P,1896,986,774,11,62,3,5,4,51,1354,623,648,5,35,2,5,4,32,200,203,133,138,125,154,179,132,149,201,238,215,177,200,203,142.2,147,208,207.5,169.3,176.5
3115700024P,NE,Scotts Bluff County,00024P,1626,1095,409,4,76,4,1,6,31,1115,720,312,3,54,4,1,6,15,97,140,67,118,68,130,118,66,130,105,137,100,114,97,140,79.8,126,102.5,125.5,88.7,128.2
3115700025P,NE,Scotts Bluff County,00025P,1562,391,1096,10,11,8,2,3,41,1176,232,886,8,10,7,2,1,30,436.2,161.4,303,152.2,301.1,170.4,378.8,322,143.5,432.4,202.7,436.2,142.5,436.2,161.4,326.2,155.4,434.3,172.6,372.8,162.1
3115700026P,NE,Scotts Bluff County,00026P,1643,461,1043,2,45,15,2,2,73,1205,278,836,2,26,15,2,2,44,332,168,242,139,236,161,321,246,151,369,204,362,156,332,168,261.2,150.3,365.5,180,301.1,163.2
3115700027P,NE,Scotts Bluff County,00027P,1892,510,1263,30,20,13,0,7,49,1402,317,1016,15,18,11,0,3,22,423,185,289,151,287,180,377,300,161,439,230,434,171,423,185,313.2,164,436.5,200.5,364.1,179.7
3115700028P,NE,Scotts Bluff County,00028P,1766,252,1375,22,13,76,1,4,23,1469,167,1191,20,13,59,1,1,17,447,202,331,159,329,174,398,343,156,509,240,521,165,447,202,350.2,163,515,202.5,411.1,182.7
3115700029P,NE,Scotts Bluff County,00029P,1059,353,594,12,47,5,2,4,42,764,226,464,11,27,5,2,2,27,251.3,82.4,180.7,69.6,185.5,84.4,224.8,180.7,89.2,263.3,102,253.4,87.3,251.3,82.4,192.9,81.1,258.4,94.6,219.9,85.8
3115700030P,NE,Scotts Bluff County,00030P,1346,164,1114,13,8,7,0,0,40,1053,103,908,7,8,3,0,0,24,489,113,373,112,351,148,423,380,109,525,184,519,126,489,113,381.8,123,522,155,437.1,132
3115900001P,NE,Seward County,00001P,602,0,589,0,1,1,0,0,11,447,0,443,0,1,1,0,0,2,223,72,175,114,188,106,214,173,94,242,86,237,62,223,72,187.5,104.7,239.5,74,207.4,89
3115900002P,NE,Seward County,00002P,401,3,381,1,0,0,0,1,15,306,1,301,1,0,0,0,1,2,156,31,123,46,142,45,139,128,44,189,52,179,44,156,31,133,45,184,48,150.9,43.7
3115900003P,NE,Seward County,00003P,1264,19,1221,2,2,0,0,0,20,933,7,909,2,2,0,0,0,13,420,159,368,191,387,201,464,384,179,534,209,543,126,420,159,400.8,190.3,538.5,167.5,442.9,177.5
3115900004P,NE,Seward County,00004P,1014,18,947,0,1,8,1,5,34,739,7,706,0,0,8,0,3,15,381,84,329,119,337,134,385,327,114,452,105,448,73,381,84,344.5,122.3,450,89,379.9,104.8
3115900006P,NE,Seward County,00006P,541,6,521,1,0,2,0,0,11,406,2,395,1,0,2,0,0,6,202.2,74.4,186.5,73.4,189.5,79.6,224.6,185.1,68.5,231.6,98.3,256.9,36.4,202.2,74.4,196.4,73.8,244.2,67.3,210.9,71.8
3115900007P,NE,Seward County,00007P,638,17,596,6,2,0,0,2,15,490,11,462,5,2,0,0,2,8,243,51,210,60,223,69,230,194,69,291,68,300,37,243,51,214.2,66,295.5,52.5,241.6,59
3115900008P,NE,Seward County,00008P,712,22,665,2,0,3,0,6,14,515,10,484,1,0,3,0,6,11,246,82,200,103,221,101,263,223,79,304,92,294,59,246,82,226.8,94.3,299,75.5,250.1,86
3115900009P,NE,Seward County,00009P,505,10,483,2,0,0,0,0,10,387,9,373,0,0,0,0,0,5,196,50,163,66,147,93,190,163,60,238,55,229,39,196,50,165.8,73,233.5,47,189.4,60.5
3115900010P,NE,Seward County,00010P,338,11,316,1,1,0,0,0,9,256,7,239,0,1,0,0,0,9,168,49,128,59,121,69,148,142,41,172,39,168,36,168,49,134.8,56.3,170,37.5,149.6,48.8
3115900011P,NE,Seward County,00011P,650,14,619,5,5,0,0,4,3,459,7,440,1,5,0,0,4,2,286.3,72,241.4,81.9,244.4,90.5,274,242.6,71.4,320.8,92.4,328.8,57.3,286.3,72,250.6,81.3,324.8,74.8,276.9,77.6
3115900012P,NE,Seward County,00012P,1241,27,1170,3,3,1,1,0,36,940,14,907,1,2,0,0,0,16,466,122,367,145,369,160,423,380,123,545,154,542,101,466,122,384.8,142.7,543.5,127.5,441.7,134.2
3115900013P,NE,Seward County,00013P,2108,64,1981,14,1,4,0,5,39,1623,30,1550,9,1,2,0,5,26,602.5,311.2,497.4,316.2,539.4,287.2,644.5,508.4,254.2,745.5,418.3,804.5,233.2,602.5,311.2,547.4,285.9,775,325.7,620.3,303.4
3115900014P,NE,Seward County,00014P,1867,87,1647,25,5,13,3,7,80,1447,54,1309,21,5,4,0,7,47,443.4,214.4,352.1,213.4,376.1,218.2,456.9,366.5,192.3,541.9,258.4,527.5,182.4,443.4,214.4,387.9,208,534.7,220.4,437.8,213.2
3115900015P,NE,Seward County,00015P,1715,87,1531,24,4,11,0,4,54,1460,62,1317,21,4,11,0,4,41,286,124,256,128,274,127,325,263,107,339,179,392,89,286,124,279.5,120.7,365.5,134,305,125.7
3115900016P,NE,Seward County,00016P,1858,47,1754,8,8,2,0,0,39,1348,28,1276,8,8,1,0,0,27,607,251,569,285,612,264,694,568,256,745,335,838,180,607,251,610.8,268.3,791.5,257.5,661.9,261.8
3115900017P,NE,Seward County,00017P,1032,26,945,7,4,2,1,3,44,760,18,702,2,3,2,0,3,30,353.2,84,294.5,123.2,292.6,147.3,366,293.5,121,403.7,140.3,429.8,73.8,353.2,84,311.7,130.5,416.7,107.1,347.6,115
3115900018P,NE,Seward County,00018P,1123,38,1016,1,7,10,0,7,44,900,31,822,1,4,10,0,7,25,174.5,43.9,147.1,49.9,149,55.2,167,147.9,43.5,195.5,56.3,200.4,34.9,174.5,43.9,152.7,49.5,198,45.6,168.8,47.3
3116100001P,NE,Sheridan County,00001P,989,18,886,1,38,5,0,4,37,773,15,708,1,24,2,0,4,19,422,54,296,60,270,95,311,302,59,415,74,387,57,422,54,294.8,71.3,401,65.5,343.3,66.5
3116100002P,NE,Sheridan County,00002P,699,37,482,0,143,4,0,2,31,552,23,403,0,100,4,0,2,20,334,46,281,33,229,86,274,271,41,353,46,303,46,334,46,263.8,53.3,328,46,292.1,49.7
3116100003P,NE,Sheridan County,00003P,196,4,181,1,4,1,0,0,5,167,1,157,1,2,1,0,0,5,161,6,137,8,122,32,137,146,4,163,12,138,9,161,6,135.5,14.7,150.5,10.5,143.5,11.8
3116100004P,NE,Sheridan County,00004P,662,37,505,6,81,3,0,0,30,503,23,409,1,55,3,0,0,12,243,45,179,42,148,81,193,178,44,241,49,209,46,243,45,174.5,55.7,225,47.5,198.7,51.2
3116100005P,NE,Sheridan County,00005P,973,39,733,5,148,6,1,0,41,721,23,568,3,92,5,1,0,29,361,47,281,59,271,92,314,290,61,351,65,317,56,361,47,289,70.7,334,60.5,312.1,63.3
3116100006P,NE,Sheridan County,00006P,895,71,651,0,96,7,1,3,66,676,37,533,0,64,7,1,3,31,340,64,240,53,227,76,263,242,57,331,56,303,49,340,64,243,62,317,52.5,278,59.2
3116100007P,NE,Sheridan County,00007P,285,7,263,2,5,2,0,0,6,221,7,207,0,2,0,0,0,5,163.4,17.6,112.5,12.7,107.6,21.5,112.5,116.4,13.7,157,17,145,13,163.4,17.6,112.3,16,151,15,130.6,15.9
3116100008P,NE,Sheridan County,00008P,428,9,394,0,7,1,0,1,16,348,4,325,0,7,0,0,1,11,186.6,7.4,143.5,7.3,138.4,14.5,142.5,147.6,7.3,281,21,240,14,186.6,7.4,143,9.7,260.5,17.5,182.8,11.9
3116300001P,NE,Sherman County,00001P,369,5,352,0,2,1,1,0,8,296,2,283,0,2,1,1,0,7,129.7,48.3,101.3,45.3,112.3,37.3,116.3,92.2,43.2,145,45,141,31,129.7,48.3,105.6,41.9,143,38,119.7,41.7
3116300002P,NE,Sherman County,00002P,643,18,606,0,5,4,1,0,9,503,7,486,0,5,0,1,0,4,200,106,158,115,171,112,197,144,115,226,113,220,76,200,106,167.5,114,223,94.5,188,106.2
3116300003P,NE,Sherman County,00003P,418,6,401,0,1,0,0,1,9,341,4,328,0,1,0,0,1,7,177,35,131,48,149,43,140,114,50,204,48,176,42,177,35,133.5,47,190,45,155.9,44.3
3116300004P,NE,Sherman County,00004P,582,11,552,0,1,0,0,0,18,454,7,437,0,1,0,0,0,9,276,44.5,209.6,44.5,215.7,47.5,222,204.7,37.5,307,44,290,29,276,44.5,213,43.2,298.5,36.5,246.4,41.2
3116300005P,NE,Sherman County,00005P,511,28,453,0,3,0,0,0,27,392,21,353,0,3,0,0,0,15,199,61,160,67,177,60,183,153,63,225,53,210,43,199,61,168.2,63.3,217.5,48,186.7,57.8
3116300006P,NE,Sherman County,00006P,436,14,410,0,4,0,0,0,8,340,6,328,0,4,0,0,0,2,168.3,45.3,113.2,50.2,123,46.2,147.6,120,42.3,215,40,196,26,168.3,45.3,126,46.2,205.5,33,154.7,41.7
3116500001P,NE,Sioux County,00001P,654,22,610,0,1,4,0,0,17,523,14,494,0,1,4,0,0,10,369,57,277,43,269,62,273,277,50,375,48,348,34,369,57,274,51.7,361.5,41,312.6,49
3116500003P,NE,Sioux County,00003P,481,21,445,0,1,0,2,4,8,382,11,359,0,1,0,2,4,5,246.4,23.9,169.6,25.9,171.6,33.9,180.6,170.6,29.9,266.4,23.9,248.4,18,246.4,23.9,173.1,29.9,257.4,21,207.7,25.9
3116700001P,NE,Stanton County,00001P,1797,175,1521,9,3,3,1,3,82,1325,113,1155,9,2,1,0,3,42,553.2,114.8,487.5,111.8,501.2,125.5,545.3,491.4,113.8,691.5,176.3,639.3,126.1,553.2,114.8,506.4,117,665.4,151.2,558.5,128
3116700002P,NE,Stanton County,00002P,576,55,473,8,17,2,0,2,19,385,23,343,3,6,2,0,2,6,137.4,39.3,110.6,33.3,112.8,43.5,124.3,104.7,44.3,210,49,182.4,36.5,137.4,39.3,113.1,40.4,196.2,42.7,140.3,41
3116700003P,NE,Stanton County,00003P,195,6,183,0,3,0,1,0,2,136,2,129,0,3,0,0,0,2,93,17,68,15,71,18,74,67,18,98,15,88,10,93,17,70,17,93,12.5,79.9,15.5
3116700004P,NE,Stanton County,00004P,474,37,425,0,0,3,0,0,9,364,21,336,0,0,1,0,0,6,215.2,36.9,201.2,34.9,203.2,43.8,201.2,186.3,43.8,209.2,39.8,191.2,22.9,215.2,36.9,198,40.8,200.2,31.4,201.1,37
3116700006P,NE,Stanton County,00006P,235,17,210,0,0,0,0,1,7,170,7,158,0,0,0,0,1,4,131.4,24.5,118.1,11.5,119.2,17.5,116.4,109.1,17.5,134,21,121,12,131.4,24.5,115.7,15.5,127.5,16.5,121.3,17.3
3116700007P,NE,Stanton County,00007P,920,29,859,0,1,4,1,2,24,728,19,687,0,1,4,0,2,15,293.4,56.5,230.4,48.6,229.4,48.6,238.2,217.3,47.5,382.6,82.6,341,62.6,293.4,56.5,228.8,48.2,361.8,72.6,276.1,57.7
3116700008P,NE,Stanton County,00008P,724,23,660,5,3,4,0,2,27,519,7,483,5,3,1,0,2,18,266,50,197,36,192,49,193,174,42,329,60,287,37,266,50,189,42.3,308,48.5,234,45.7
3116700009P,NE,Stanton County,00009P,74,0,73,0,0,0,0,0,1,64,0,64,0,0,0,0,0,0,41.6,2.5,30.6,1.4,29.6,1.4,28.8,26.7,0.5,43.4,8.4,43,4.4,41.6,2.5,28.9,1.1,43.2,6.4,34.8,3.1
3116700010P,NE,Stanton County,00010P,86,3,83,0,0,0,0,0,0,80,3,77,0,0,0,0,0,0,43.9,8.1,44.8,10.1,45.8,9.2,42.8,38.7,14.2,49.8,12.2,42.8,6.1,43.9,8.1,43,11.2,46.3,9.1,44.1,10
3116700011P,NE,Stanton County,00011P,101,2,97,0,0,0,0,0,2,72,0,71,0,0,0,0,0,1,59,9,45,7,42,11,42,38,8,50,9,48,5,59,9,41.8,8.7,49,7,46.3,8.2
3116700012P,NE,Stanton County,00012P,116,2,109,0,0,1,1,1,2,100,0,97,0,0,1,0,1,1,60,16,55,11,50,20,49,47,11,71,13,64,12,60,16,50.2,14,67.5,12.5,56.6,13.8
3116700013P,NE,Stanton County,00013P,136,2,128,0,0,0,1,0,5,87,0,85,0,0,0,0,0,2,74,10,46,10,45,14,47,41,8,57,12,44,11,74,10,44.8,10.7,50.5,11.5,50.6,10.8
3116700014P,NE,Stanton County,00014P,130,0,122,0,0,1,1,0,6,93,0,86,0,0,1,0,0,6,51,7,55,4,57,4,52,51,6,66,9,61,7,51,7,53.8,4.7,63.5,8,56.1,6.2
3116700015P,NE,Stanton County,00015P,150,0,146,0,0,0,0,0,4,112,0,111,0,0,0,0,0,1,101,8,82,9,83,11,80,74,8,93,7,82,10,101,8,79.8,9.3,87.5,8.5,85,8.8
3116700016P,NE,Stanton County,00016P,128,1,126,0,0,0,1,0,0,100,0,100,0,0,0,0,0,0,65,17,44,19,46,18,59,43,19,74,17,67,11,65,17,48,18.7,70.5,14,56.9,16.8
3116900001P,NE,Thayer County,00001P,660,14,635,0,0,0,0,0,11,488,4,475,0,0,0,0,0,9,288,64,235,59,243,52,232,221,56,328,71,314,51,288,64,232.8,55.7,321,61,265.9,58.8
3116900002P,NE,Thayer County,00002P,537,13,516,0,0,0,0,0,8,429,7,419,0,0,0,0,0,3,218.1,56.1,167.1,58.8,173.2,59.8,184.5,164,52.9,268,58,269,40,218.1,56.1,172.2,57.2,268.5,49,206.3,54.3
3116900004P,NE,Thayer County,00004P,387,12,364,1,1,1,0,0,8,307,2,296,0,1,1,0,0,7,148.9,51.9,98.9,36.2,107.8,40.2,119.5,98,42.1,163,46,167,24,148.9,51.9,106,39.5,165,35,129,40.1
3116900007P,NE,Thayer County,00007P,915,31,845,4,1,1,2,0,31,701,20,655,2,1,1,2,0,20,353,85,289,94,308,93,318,277,91,379,127,401,69,353,85,298,92.7,390,98,332.1,93.2
3116900008P,NE,Thayer County,00008P,704,11,685,1,2,1,0,0,4,527,1,519,1,2,1,0,0,3,348,39,247,51,266,48,251,240,45,366,69,368,43,348,39,251,48,367,56,298,49.2
3116900013P,NE,Thayer County,00013P,674,19,639,3,1,1,0,1,10,519,8,497,3,1,1,0,1,8,356,95.5,279.8,131.2,316.4,131.2,333.8,286.5,104.2,390.7,133.1,411.9,74.3,356,95.5,304.1,122.2,401.3,103.7,339.3,111.6
3116900014P,NE,Thayer County,00014P,1157,36,1085,1,4,6,3,2,20,909,21,863,1,4,6,3,2,9,339,107.5,289.2,108.8,300.6,116.8,310.2,269.5,101.8,413.3,119.9,425.1,70.7,339,107.5,292.4,109.1,419.2,95.3,335.3,104.3
3117100001P,NE,Thomas County,00001P,669,29,623,0,3,0,0,0,14,524,19,492,0,3,0,0,0,10,343.2,29.9,290.3,35.9,299.3,43.9,280.3,284.3,28.9,376.1,44.9,328.2,39.9,343.2,29.9,288.5,36.2,352.1,42.4,314.5,37.2
3117300001P,NE,Thurston County,00001P,238,9,164,0,53,0,0,0,12,183,5,144,0,26,0,0,0,8,77,26,72,13,69,22,74,65,21,89,33,91,23,77,26,70,18.7,90,28,76.7,23
3117300002P,NE,Thurston County,00002P,353,9,315,1,19,0,0,0,9,257,1,230,1,16,0,0,0,9,104,19,106,27,109,32,109,96,29,143,25,136,20,104,19,105,29.3,139.5,22.5,114.7,25.3
3117300003P,NE,Thurston County,00003P,110,15,92,0,3,0,0,0,0,90,8,79,0,3,0,0,0,0,51,9,55,8,55,9,59,48,9,59,8,58,9,51,9,54.2,8.7,58.5,8.5,55,8.7
3117300004P,NE,Thurston County,00004P,1297,53,1173,3,35,5,3,3,22,1027,36,940,3,23,5,3,3,14,492,128,368,76,366,88,376,325,80,508,142,531,82,492,128,358.8,81.3,519.5,112,423.7,99.3
3117300005P,NE,Thurston County,00005P,73,4,61,0,8,0,0,0,0,52,1,43,0,8,0,0,0,0,40,2,37,3,40,2,33,36,2,44,6,41,3,40,2,36.5,2.3,42.5,4.5,38.7,3
3117300006P,NE,Thurston County,00006P,302,30,195,0,66,1,0,1,9,225,17,167,0,32,1,0,1,7,88,21,92,40,100,40,103,87,39,102,39,95,33,88,21,95.5,39.7,98.5,36,95.3,35.3
3117300007P,NE,Thurston County,00007P,1414,16,60,0,1320,1,0,6,11,821,11,50,0,745,1,0,6,8,19,218,33,186,33,193,60,27,191,32,239,40,191,19,218,38.2,190,36,215,34.9,203
3117300008P,NE,Thurston County,00008P,997,49,253,3,681,1,0,0,10,646,18,204,3,416,1,0,0,4,117.4,173.4,150.4,151.4,137.4,165.4,171,116.4,164.4,140.5,189.3,149.6,152.8,117.4,173.4,143.8,160.4,145,171.1,140.4,166.1
3117300009P,NE,Thurston County,00009P,1989,75,131,17,1712,0,1,6,47,1209,48,104,17,1000,0,1,6,33,54.6,322.6,56.6,312.6,53.6,324.6,128,47.6,323.6,62.5,440.7,76.4,371.2,54.6,322.6,71.5,320.2,69.5,405.9,68.5,349.2
3117500001P,NE,Valley County,00001P,522,4,504,0,0,0,0,1,13,416,2,404,0,0,0,0,0,10,302,43.6,226.5,41.2,225.1,58.8,219.8,208.1,49.1,311.6,48.7,289,40.9,302,43.6,219.9,49.7,300.3,44.8,254.6,47.1
3117500003P,NE,Valley County,00003P,562,12,536,0,0,1,0,3,10,392,4,380,0,0,1,0,0,7,259,45,186,41,196,36,194,184,29,282,48,268,26,259,45,190,35.3,275,37,224.1,37.5
3117500004P,NE,Valley County,00004P,580,11,555,1,1,0,1,1,10,443,5,426,1,1,0,1,0,9,245.8,40.9,212.8,56.3,232.1,44.8,224.4,208.8,51.4,293.2,70.9,281.6,47.6,245.8,40.9,219.5,50.9,287.4,59.2,242.7,52
3117500005P,NE,Valley County,00005P,524,14,495,0,0,0,0,0,15,420,12,398,0,0,0,0,0,10,260,46,199,52,203,55,218,195,50,263,53,242,41,260,46,203.8,52.3,252.5,47,225.7,49.5
