GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_blu,uss_16_dem_kan,gov_16_rep_gre,gov_16_dem_kos,atg_16_rep_haw,atg_16_dem_hen,sos_16_rep_ash,sos_16_dem_smi,uss_18_rep_haw,uss_18_dem_mcc,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_par,gov_20_dem_gal,atg_20_rep_sch,atg_20_dem_fin,sos_20_rep_ash,sos_20_dem_fal,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
29013002849,MO,Bates County,002849,2132,45,1988,12,7,6,0,2,72,1668,22,1577,6,7,5,0,2,49,649,200.3,504.3,347.3,522.3,344.5,568.5,309.2,617.4,214,472.1,245.6,680.8,187.4,651.1,201.4,656.6,165.3,679.2,145.8,572.3,283.1,472.1,245.6,666.9,175,600.1,236.1
29013002850,MO,Bates County,002850,1069,29,953,26,12,2,1,2,44,830,15,750,26,8,2,1,1,27,447.1,149.4,341.6,251.9,367.1,250,400.5,227.7,423.8,168.9,326,174.5,434.8,144,418.4,152.2,414.1,131.7,436.3,116.4,396,209.6,326,174.5,425.9,136.1,401,176.7
29013002868,MO,Bates County,002868,630,10,576,5,4,6,2,0,27,474,6,433,3,4,6,2,0,20,276.4,46,196.6,113.6,199.7,120,226.5,90.4,238.9,62.9,199.2,64.8,311.4,65.7,301.4,70.8,284,73.5,300.8,61.3,227.6,86.6,199.2,64.8,299.4,67.8,253.5,76.9
29013002892,MO,Bates County,002892,1373,22,1290,9,10,3,3,1,35,1053,15,1001,4,7,1,3,1,21,444.8,122,357.5,183.8,340.5,236.8,405.9,166.3,402.6,138,316.3,126,493.8,123.6,483.6,125.4,473.8,107,493.6,100.1,390.2,169.4,316.3,126,486.2,114,421.2,142.9
29013002904,MO,Bates County,002904,803,15,750,8,1,1,0,0,28,628,9,594,7,1,0,0,0,17,315.7,80.8,244.2,127.6,228.6,153.3,270.8,109.2,269.9,98.2,216.6,82.6,327.7,70.7,319.4,77.1,304.7,72.5,318.5,67,265.8,113.8,216.6,82.6,317.6,71.8,281.6,93.9
29013002930,MO,Bates County,002930,206,4,189,0,2,0,0,0,11,171,3,159,0,2,0,0,0,7,121.7,14.4,92.2,37,97.3,35.9,92,41.5,96.7,30.5,82.2,12.6,117.4,27.4,116,27.4,115,22.5,115.3,25.1,100,31.9,82.2,12.6,115.9,25.6,104.6,27.4
29015000001,MO,Benton County,000001,1579,27,1449,8,9,5,0,5,76,1303,16,1209,4,7,4,0,5,58,537.2,148.5,469.4,194.4,460.4,217.3,518.2,187.4,520.2,151.5,466.4,163.5,699.5,173.4,696.5,168.4,706.5,161.4,706.5,156.5,501.1,179.8,466.4,163.5,702.3,164.9,578.1,172.2
29015000002,MO,Benton County,000002,3211,31,3019,9,17,5,0,1,129,2456,17,2339,3,9,5,0,1,82,1481,214,1274,417,1255,467,1399,340,1405,277,1162,282,1697,283,1679,303,1696,243,1712,245,1362.8,343,1162,282,1696,268.5,1476,307.1
29015000004,MO,Benton County,000004,582,11,533,0,4,2,0,5,27,519,11,480,0,3,2,0,0,23,340.1,112.1,274.2,159.8,277.3,177,316.1,149.7,314,125.9,276.7,131.5,413.3,114.6,399.2,124.4,401.7,105.7,412.4,100.8,304.4,144.9,276.7,131.5,406.6,111.4,342.5,130.2
29015000005,MO,Benton County,000005,2041,31,1906,5,12,6,0,3,78,1769,24,1653,2,11,5,0,3,71,671,194,544,297,556,303,617,262,625,217,539,218,835,224,826,212,824,194,816,200,602.6,254.6,539,218,825.2,207.5,685.3,232.1
29015000007,MO,Benton County,000007,2254,24,2096,9,13,1,0,6,105,1988,19,1866,5,11,1,0,3,83,868.3,333.4,678.8,477.5,706.2,495.6,771.4,454.4,808.3,341.4,680.8,398,983.5,415.4,974.4,405.1,1002.6,357.6,977.5,387.1,766.6,420.5,680.8,398,984.5,391.3,845.2,406.5
29015000008,MO,Benton County,000008,2559,28,2357,17,14,7,0,6,130,2173,23,1994,17,12,7,0,6,114,741.5,244.1,598.1,348,604.7,385.6,689.2,325.9,684.6,274.2,603.4,286.3,901.4,249.6,870.6,271,876,230.1,899.4,219.4,663.6,315.6,603.4,286.3,886.9,242.5,746.9,283.4
29015000009,MO,Benton County,000009,2369,39,2211,5,9,8,0,2,95,1786,21,1684,0,7,8,0,0,66,970,191,793,327,825,339,893,257,914,215,759,192,1066,200,1067,191,1063,160,1083,161,879,265.8,759,192,1069.8,178,943.3,223.3
290150012-6,MO,Benton County,0012-6,4799,119,4363,22,22,17,0,16,240,3922,85,3610,14,16,17,0,8,172,1603.2,587.6,1259,876,1361.8,814.1,1519.4,712.3,1554.3,582.6,1197.2,646.5,1512.4,519.8,1503.5,503.8,1506.5,448,1553.4,408,1459.6,714.5,1197.2,646.5,1518.9,469.9,1457.1,609.9
29017000003,MO,Bollinger County,000003,658,4,622,0,0,0,0,1,31,511,0,484,0,0,0,0,0,27,355.1,47,300.5,97,290,104.1,335.6,68.4,333.4,64.8,307.5,52,423,55,419.4,58.9,418.6,52.6,425.2,46.9,322.9,76.3,307.5,52,421.6,53.3,360.8,64.7
29017000005,MO,Bollinger County,000005,615,4,589,0,3,0,0,1,18,484,2,464,0,0,0,0,0,18,294.9,51.8,248.1,84.7,242.1,100.6,285,60.8,274,64.8,245.1,61.8,314.8,48.8,303.9,54.8,299.9,49.8,305.9,41.9,268.8,72.5,245.1,61.8,306.1,48.8,281.4,62
29017000006,MO,Bollinger County,000006,1582,21,1487,2,1,4,0,3,64,1270,13,1199,1,1,4,0,2,50,820.6,111,685.5,222.9,702.2,226.2,764.5,161.2,758,143,653.5,145.8,795.6,111,774.2,108.2,777.9,98,800.2,73.4,746.2,172.9,653.5,145.8,787,97.6,753.2,140.1
29017000007,MO,Bollinger County,000007,2299,43,2137,11,2,9,3,0,94,1754,25,1632,8,2,9,3,0,75,917,124,766,249.1,784.6,252.8,854.3,180.1,847,159.9,730.3,162.9,889.5,124.1,865.6,121,869.8,109.6,894.6,82.1,833.8,193.2,730.3,162.9,879.9,109.2,841.9,156.5
29017000009,MO,Bollinger County,000009,1663,37,1521,6,7,4,0,5,83,1298,17,1206,6,4,4,0,3,58,770.7,141.1,630.6,244.5,650.5,242.7,711.5,186.4,697.2,179.8,626.4,144.5,905.1,131.3,883.4,144.5,866.2,131.1,906.6,106.8,692.1,198.9,626.4,144.5,890.3,128.4,764.8,165.3
29017000010,MO,Bollinger County,000010,899,13,855,6,3,0,0,0,22,717,10,682,6,3,0,0,0,16,398,52,329,112,326,116,357,92,349,92,308,77,421,61,415,63,407,49,420,39,351.8,92.8,308,77,415.8,53,373,75.3
29017000011,MO,Bollinger County,000011,1044,17,962,4,3,1,0,8,49,820,9,763,3,1,1,0,3,40,451.3,74,364.4,149.5,376.5,144.3,423.4,102.6,401.8,105.2,362.6,96.5,552.9,94.7,541.6,96.5,533.8,86.9,556.4,65.2,403.5,115.1,362.6,96.5,546.2,85.8,456.5,101.5
29017000012,MO,Bollinger County,000012,654,2,612,1,1,0,0,4,34,491,2,460,1,1,0,0,2,25,292.1,42.9,248.1,81.7,248.1,83.8,268.7,61.2,248.6,74.1,235.8,64.1,327,49.9,334.9,38.9,318.9,41.8,333,38.6,261.1,68.7,235.8,64.1,328.5,42.3,285.5,57.7
29017000015,MO,Bollinger County,000015,1153,12,1077,5,10,2,0,0,47,901,5,845,5,8,2,0,0,36,527.2,61.3,443.8,137.6,430.9,145.6,481.1,101.4,483,94.4,376.9,81.4,538,74.3,525,87.2,527,75.2,538.1,60.2,473.2,108.1,376.9,81.4,532,74.2,487.1,91.9
29019000007,MO,Boone County,000007,2867,75,2601,18,20,14,0,14,125,2193,43,2018,5,17,13,0,11,86,969.6,398.8,801.7,564.8,836.7,554.8,917.7,469.8,873.7,457.8,772.7,476.8,1255.5,482.8,1266.5,479.8,1265.5,425.8,1318.5,409.8,879.9,489.2,772.7,476.8,1276.5,449.6,1027.8,472.1
29019000008,MO,Boone County,000008,2285,51,2047,20,6,3,0,9,149,1768,34,1604,17,6,1,0,8,98,823.8,287.9,692.8,421.9,682.8,446.9,800.8,344.9,784.8,295.9,654.9,332.9,1050.8,390.9,1072.7,363.9,1053.8,339.9,1113.7,298.9,757,359.5,654.9,332.9,1072.7,348.4,873.1,352.4
29019000009,MO,Boone County,000009,917,17,852,11,2,0,1,4,30,700,8,661,2,2,0,0,4,23,619.2,185.9,529.6,277.5,534.1,290.1,592.2,243.2,605.1,194.7,503.1,233.6,814.9,238.3,816,239.8,811,208.5,832.8,212.8,576,238.3,503.1,233.6,818.7,224.9,665.8,232.5
29019000010,MO,Boone County,000010,1564,46,1446,8,0,5,0,1,58,1114,26,1047,4,0,5,0,1,31,281.7,104.5,223.4,164.6,243.3,153.2,272.5,129.6,269.6,115.5,228.2,110.8,388,158.7,381.4,165,390.3,142.1,399.9,132.9,258.1,133.5,228.2,110.8,389.9,149.7,307.8,137.7
29019000011,MO,Boone County,000011,1510,24,1411,10,1,4,1,7,52,1133,16,1057,8,1,3,0,7,41,324.3,97.1,277.7,144.7,279.8,151.6,310.2,127.1,317.1,101.6,263.5,122.3,426.6,124,427.3,124.7,424.5,108.4,435.9,110.9,301.8,124.4,263.5,122.3,428.6,117,348.7,121.2
29019000012,MO,Boone County,000012,1467,40,1299,33,5,4,2,4,80,1113,26,987,25,5,4,0,4,62,476.8,176.6,378.3,278.1,411.8,259,461.1,219.1,456.2,195.2,386.2,187.4,656.5,268,645.4,278.5,660.2,239.9,676.5,224.4,436.9,225.6,386.2,187.4,659.6,252.7,520.9,232.6
29019000015,MO,Boone County,000015,2133,54,1717,149,6,18,0,14,175,1641,38,1370,90,5,14,0,11,113,556.9,314.8,480.8,402.9,502.8,392.9,565.9,349.9,537.9,322.8,489.5,389.7,679.7,433.1,681.9,407.8,685.5,357.9,717.3,339.1,528.8,356.7,489.5,389.7,691.1,384.5,589.8,371.1
29019000016,MO,Boone County,000016,2206,49,1989,20,5,4,2,8,129,1586,26,1459,12,5,2,2,3,77,743,254,636,370,626,391,736,315,711,270,654,342,982,381,993,374,984,345,1037,315,690.4,320,654,342,999,353.8,810.2,335.7
29019000017,MO,Boone County,000017,2432,43,2065,59,13,72,2,15,163,1854,29,1604,54,13,40,2,9,103,682.2,369.4,595.3,459.8,621.6,450.5,697.3,395.9,687.5,358.7,533.1,429.2,802.9,537,820.7,515.2,833.6,465.2,872.2,437.8,656.8,406.9,533.1,429.2,832.4,488.8,714.6,441.9
29019000018,MO,Boone County,000018,680,17,599,9,0,17,0,0,38,556,15,491,8,0,14,0,0,28,358.6,193.8,336.4,244.9,317.1,266.5,388.7,201.2,369.9,197.8,332.4,223.9,391,218.8,402.9,206.8,406.9,174.5,422.8,175,354.1,220.8,332.4,223.9,405.9,193.8,372.7,210.3
29019000019,MO,Boone County,000019,978,25,872,23,1,12,0,2,43,747,15,679,16,1,6,0,1,29,268.2,144.9,251.6,183.2,237.2,199.3,290.7,150.5,276.7,147.9,248.7,167.5,292.4,163.7,301.4,154.7,304.3,130.5,316.2,130.9,264.9,165.2,248.7,167.5,303.6,144.9,278.8,157.3
2901900001A,MO,Boone County,00001A,1855,100,1141,403,15,48,3,31,114,1585,75,1050,286,12,43,2,27,90,77,421,66,442,73,431,91,441,81,421,53,378,66,478,71,470,74,457,74,439,77.6,431.2,53,378,71.2,461,72.6,437.8
2901900001B,MO,Boone County,00001B,947,47,623,76,0,167,0,5,29,908,47,594,76,0,157,0,5,29,70,266,67,267,84,242,95,218,86,222,40,204,79,240,86,221,85,203,86,197,80.4,243,40,204,84,215.2,77.8,228
2901900001C,MO,Boone County,00001C,1739,82,1311,219,5,19,0,9,94,1447,59,1134,164,5,19,0,3,63,118,857,119,887,117,879,163,853,150,844,112,720.4,112,788,119,785,123,737,134,718,133.4,864,112,720.4,122,757,126.7,806.8
2901900001D,MO,Boone County,00001D,2233,73,810,1022,7,163,0,13,145,1715,60,717,729,7,105,0,10,87,95,616,92,611,103,592,132,605,116,589,66,562,81,754,91,728,92,723,93,709,107.6,602.6,66,562,89.2,728.5,96.1,648.9
2901900001E,MO,Boone County,00001E,3894,166,2996,486,11,80,0,17,138,3874,160,2992,483,10,77,0,17,135,247,493.2,238.1,492.6,234.7,453,251.1,372.5,242.2,380,111.2,423,223.2,681.4,243.2,631,240.7,575,246.2,559.6,242.6,438.3,111.2,423,238.3,611.7,227.7,506.1
2901900001F,MO,Boone County,00001F,516,39,343,96,0,6,0,1,31,434,33,299,70,0,6,0,0,26,87.4,280.2,75.2,300.9,86.2,286.2,104.1,283.4,97.6,272.4,67.9,272.4,87,371.6,94.3,361.9,93.1,345.6,99.6,337.5,90.1,284.6,67.9,272.4,93.5,354.2,89.2,311.2
2901900001G,MO,Boone County,00001G,1020,53,638,193,8,7,1,7,113,839,41,545,158,8,7,0,6,74,96.4,416.4,94.4,420.4,103.4,426.4,125.2,414.4,118.3,405.5,80.5,517.4,101.4,469.1,127.2,449.2,122.2,440.3,113.3,431.3,107.5,416.6,80.5,517.4,116,447.5,108.2,439.1
2901900001I,MO,Boone County,00001I,3557,108,3077,128,0,151,5,14,74,3448,89,3006,125,0,141,5,14,68,119.2,140.2,124.4,133.2,125.9,124.1,126.8,97.8,122.7,94.8,72.3,161.3,57.1,174.2,62.2,161.3,61.5,147,63,143.1,123.8,118,72.3,161.3,60.9,156.4,93.5,137.7
29019000020,MO,Boone County,000020,1217,32,1062,22,4,19,0,2,76,994,22,878,19,3,15,0,2,55,382.2,324.4,351.8,366,345.1,389.1,398.6,347.7,373.8,336.2,347,360,404.5,306.5,420.7,282.6,424.2,258.1,432.8,259,370.3,352.7,347,360,420.5,276.5,388.1,323
29019000021,MO,Boone County,000021,1982,126,1353,287,1,28,2,18,167,1417,74,1043,184,0,21,2,5,88,287.4,455.6,302.5,486.7,314.6,479.3,398.5,433,363.8,410.3,281.9,467.5,323.5,659.8,351,651.4,349.5,591.4,359.5,573.7,333.3,453,281.9,467.5,345.9,619.1,333.2,520.9
29019000022,MO,Boone County,000022,2290,93,1599,311,9,102,1,14,161,1699,57,1234,232,9,68,1,6,92,423.4,433.4,380.4,490.3,396.8,480.5,440.4,452.4,454.2,400.9,188.9,253.7,506.9,555.4,497.2,569.6,509.4,501.3,514.8,509.8,419,451.5,188.9,253.7,507.1,534,431.2,464.7
29019000023,MO,Boone County,000023,1462,72,922,332,2,8,2,4,120,1096,39,761,227,0,7,2,2,58,245.3,262,227.7,285.4,242.8,283.8,277.1,263.7,260.3,246.1,218.5,272.9,139.1,105.3,141.8,100.6,142.8,91.7,145.6,92.2,250.6,268.2,218.5,272.9,142.3,97.4,204.1,200.4
29019000024,MO,Boone County,000024,1626,57,1335,115,11,19,0,9,80,1253,32,1080,72,4,10,0,4,51,513.8,286,456.6,361.2,477.6,359.1,526.4,319.8,532.8,281.1,516.5,486.7,689.1,516,702.9,492.4,706.9,449,721,451,501.5,321.4,516.5,486.7,705,477.1,584.4,400.2
29019000025,MO,Boone County,000025,821,10,738,15,1,2,0,11,44,677,7,623,7,1,2,0,9,28,329,175,297,207,290,226,338,175,335,159,300.9,313.1,347,202,365,182,370,151,369,177,317.8,188.4,300.9,313.1,362.8,178,334.1,196.7
29019000026,MO,Boone County,000026,2030,70,1613,134,6,42,1,10,154,1579,42,1320,88,6,28,1,9,85,572.6,511.4,554.5,563.3,533.9,588.2,622.9,492.6,606.3,464.7,513,522,556,574.1,610.9,521.6,602.6,488.8,616.3,492.7,578,524,513,522,596.5,519.3,578.9,521.9
29019000027,MO,Boone County,000027,2336,56,1955,105,9,74,0,14,123,1737,32,1513,68,4,51,0,5,64,752.7,575.2,740.4,607.3,706.4,659.8,810.8,560.6,803.4,524.5,657.8,633.3,766.9,773.3,812.8,740.7,819.6,691.4,838.3,678.9,762.7,585.5,657.8,633.3,809.4,721.1,770.9,644.5
29019000028,MO,Boone County,000028,1194,267,754,62,6,20,0,2,83,889,184,586,46,6,20,0,0,47,93.5,100.9,91.9,101.8,91.7,106,104.2,93.4,101.4,88.8,107.6,114.4,82.1,109,89.9,100.1,90.6,91.5,94.4,87.2,96.5,98.2,107.6,114.4,89.2,96.9,94.7,99.3
29019000029,MO,Boone County,000029,1269,29,1015,116,4,19,3,7,76,999,23,811,83,2,13,3,6,58,339.1,295.8,315.9,341.6,306.4,351.5,369.7,307.6,344.8,298.2,404.1,413.6,374.9,305.1,388.2,295.7,403,254.6,411.3,257.4,335.2,318.9,404.1,413.6,394.4,278.2,365.7,312.1
2901900002A,MO,Boone County,00002A,1524,79,1138,142,1,59,2,4,99,1175,49,924,102,0,47,1,4,48,337.4,582.8,305.2,640.7,312.8,642.5,366.5,612.3,359.6,548.8,221,515.5,327,742.7,341.6,728.8,361,674.6,378.5,661.3,336.3,605.4,221,515.5,352,701.9,331,635
2901900002B,MO,Boone County,00002B,1651,151,1038,248,11,64,2,18,119,1298,94,870,186,11,52,0,8,77,119.6,122.2,105.4,137.6,111.9,133.8,124,127.5,115.9,119.6,79.1,156,269,537,295,514,279,483,286,485,115.4,128.2,79.1,156,282.2,504.8,178.5,281.6
2901900002C,MO,Boone County,00002C,1450,80,967,197,8,90,0,4,104,1117,52,780,139,8,77,0,2,59,58.9,72.3,52.9,82.5,59.1,78.3,66.6,72.8,63.2,67.9,197.5,298.6,57.5,100.6,59.9,95.5,61.4,89.8,63.5,86.9,60.1,74.8,197.5,298.6,60.6,93.2,74,104.5
2901900002D,MO,Boone County,00002D,2847,150,1871,377,12,228,6,21,182,2051,95,1442,266,10,137,6,12,83,472.3,604.1,451.4,648.6,468.5,655.3,567.1,569.9,532,552.9,418.2,663.8,476.1,828.8,506.4,789,505.5,728.3,525.4,722.6,498.2,606.2,418.2,663.8,503.3,767.2,492.3,676.3
2901900002F,MO,Boone County,00002F,1676,87,1115,255,8,84,0,5,122,1232,57,887,170,4,54,0,4,56,183.9,282,168.8,316.3,181.8,301.6,204.3,286.5,199,267.2,308.5,466.4,205.1,340.4,212.9,326.5,214.1,308.1,221.5,298.7,187.6,290.7,308.5,466.4,213.4,318.4,210,319.4
2901900002G,MO,Boone County,00002G,952,36,676,115,1,31,0,1,92,737,25,562,82,1,22,0,0,45,193.8,297.9,177.8,333.9,191.4,318.8,215.2,302.8,209.6,282.6,134.2,313.1,215.7,359.3,224.1,344.7,225.4,325.2,233.1,315.4,197.6,307.2,134.2,313.1,224.6,336.2,202,319.4
2901900002H,MO,Boone County,00002H,3071,138,1628,925,4,141,5,22,208,2169,83,1287,584,4,105,3,7,96,414.6,679.6,386.1,705,423.7,684.5,462.6,651.9,445.2,618.9,312.5,631.7,392.9,843.3,417.4,812.5,416.6,769.8,445.1,740.3,426.4,668,312.5,631.7,418,791.5,411.7,713.8
2901900002I,MO,Boone County,00002I,2598,114,1817,350,11,108,0,11,187,1925,69,1431,233,8,86,0,5,93,463.6,604.5,437.9,675.3,473.4,646.1,530.5,578.4,523.6,549.3,379.3,668.3,567.6,891.8,595.3,861.4,608,772.2,648.6,728.6,485.8,610.7,379.3,668.3,604.9,813.5,522.8,697.6
2901900002J,MO,Boone County,00002J,1952,387,790,493,6,77,14,18,167,1427,258,673,311,6,61,8,8,102,144,368,123,384,135,383,159,389,156,345,263.9,521,188,454,187,453,198,419,208,413,143.4,373.8,263.9,521,195.2,434.8,176.2,412.9
2901900002K,MO,Boone County,00002K,1496,61,1190,50,2,121,1,7,64,1154,45,946,42,2,82,1,4,32,204,260.6,208.4,263.3,198.8,275.6,240,238.3,230.7,230.4,209.1,287.6,210.2,281.3,222.3,266.7,230.7,244.3,236.9,236.2,216.4,253.6,209.1,287.6,225,257.1,219.1,258.4
29019000030,MO,Boone County,000030,2408,47,2148,23,17,20,3,9,141,1749,32,1570,20,17,12,2,7,89,853.1,390,712.7,546.2,726.5,555.5,812.3,459.8,803.7,434.3,640.1,426,916.3,494.8,937,477.4,947.5,445,992.5,420.2,781.7,477.1,640.1,426,948.3,459.4,834.2,464.9
29019000031,MO,Boone County,000031,2716,40,2533,11,10,4,0,20,98,2044,26,1913,3,10,4,0,15,73,950.9,461,803.5,631.6,811.5,641.6,894.7,553.8,916.4,489.6,723.8,504.7,1544,675.6,1564.2,644,1558.2,568,1614,550.5,875.4,555.5,723.8,504.7,1570.1,609.5,1138.1,572
29019000032,MO,Boone County,000032,407,25,338,3,3,0,0,7,31,303,8,261,3,1,0,0,4,26,427.6,180.6,368,252.4,373.2,256.2,424.6,204.1,425.4,176.1,250.9,178.8,536.2,265.6,571.9,235.8,569.9,214.3,591.4,204.5,403.8,213.9,250.9,178.8,567.4,230,453.9,216.8
29019000033,MO,Boone County,000033,1323,42,1065,114,2,14,0,9,77,1040,34,860,87,0,11,0,4,44,322.2,285.6,283.6,335.7,279.8,347.9,340.2,312,317.6,283.6,147.6,141.6,355.3,485.4,380.4,452.3,352.4,443.1,374.5,419,308.7,313,147.6,141.6,365.7,450,315.4,350.6
29019000034,MO,Boone County,000034,1413,47,936,264,4,27,0,5,130,1040,36,745,174,4,18,0,0,63,270.2,313,254.6,346.1,250.4,344.8,294.6,319.9,295.5,287.5,214.9,223.9,562.9,552.4,595.3,522.1,606.5,474.1,628.2,466.3,273.1,322.2,214.9,223.9,598.2,503.7,397.3,385
29019000035,MO,Boone County,000035,1802,17,1692,9,5,2,0,0,77,1272,10,1207,5,5,1,0,0,44,95.2,41.6,83,52.9,84.3,54.6,95.2,46.7,94.2,39,237.6,137.4,80.2,39.7,85.6,35.3,85.3,32.1,88.5,30.6,90.4,46.9,237.6,137.4,84.9,34.4,102.9,51
29019000036,MO,Boone County,000036,1028,63,700,167,3,17,2,0,76,732,37,527,113,3,16,2,0,34,363,327,364.1,357.8,362.4,369.9,413.4,310.8,403,289.9,294.5,316.2,399.8,455.6,433.2,429.7,441.2,375,459.7,362.3,381.2,331.1,294.5,316.2,433.4,405.7,393.4,359.4
29019000037,MO,Boone County,000037,115,2,105,1,0,5,0,1,1,82,0,75,1,0,4,0,1,1,149.9,192,159.6,198.4,142.4,213,170.6,186.5,168,179,147,172.6,109.9,199.5,119.5,192.4,122,180.2,132,169.9,158.1,193.8,147,172.6,120.8,185.5,142.1,188.3
29019000038,MO,Boone County,000038,2107,78,1832,40,5,55,0,6,91,1627,52,1433,35,5,36,0,5,61,677.2,458.8,632.4,544.9,605.1,574.1,705.5,504.8,706.5,447.6,607.2,524.5,799.6,604.9,830.8,590.8,838.8,543.7,862,527.5,665.3,506.1,607.2,524.5,832.8,566.7,726.5,532.2
29019000039,MO,Boone County,000039,2504,26,2353,20,2,11,0,7,85,1791,17,1702,16,1,9,0,5,41,845.5,255.9,703.6,388.8,709.6,409.8,811.5,310.8,821.5,255.9,698.6,298.8,1107.4,328.8,1096.4,351.8,1113.4,294.8,1157.4,269.9,778.4,324.2,698.6,298.8,1118.6,311.3,906.5,316.5
2901900003A,MO,Boone County,00003A,3035,192,1878,657,6,65,3,20,214,2306,112,1538,460,6,50,3,14,123,441,653,393.4,727.8,429.4,705.5,507.9,643.4,457.6,610.4,238.3,391,544.2,880.7,547.2,882.5,548.2,796.3,601.4,763.3,445.9,668,238.3,391,560.2,830.7,470.9,705.4
2901900003B,MO,Boone County,00003B,2291,142,1181,696,8,69,0,24,171,1829,95,1064,501,8,57,0,10,94,170.2,453.8,176.9,460.1,188.5,448.7,213.4,430.2,208.2,414.6,143.2,440.4,187.1,612.5,192.4,606,198.6,579.4,211.9,563.1,191.4,441.5,143.2,440.4,197.5,590.3,189,500.9
2901900003C,MO,Boone County,00003C,3051,246,1533,950,11,59,12,24,216,2286,160,1302,611,10,49,10,11,133,371.1,601.9,285.5,674.5,345.2,624.8,392,617.8,380,568.1,254.7,584,321.4,852.6,349.2,809.8,358.2,769,368.1,761.1,354.8,617.4,254.7,584,349.2,798.1,342.5,686.4
2901900003D,MO,Boone County,00003D,2819,162,1982,398,11,57,1,18,190,2459,134,1821,292,11,51,1,10,139,232,1010,227,1032,238,994,276,994,247,941,195,879,211,1004,220,977,216,939,227,915,244,994.2,195,879,218.5,958.8,228.9,968.5
2901900003E,MO,Boone County,00003E,1802,87,1196,282,5,61,0,29,142,1351,50,987,178,5,46,0,20,65,315.6,357.4,304.1,401.5,306.1,395.9,361.3,356.1,351.3,332,239.6,363,316.5,494,337.3,466.5,335.2,435.3,356,410.9,327.7,368.6,239.6,363,336.2,451.7,322.3,401.3
2901900003F,MO,Boone County,00003F,3127,141,1896,690,8,130,1,15,246,2362,109,1547,442,7,106,0,9,142,537.6,602,493.2,690.1,537.9,660,608.3,598.7,591.1,570.6,419.6,631.3,599.1,1034.2,631.2,996.3,650,905.5,668.1,899,553.6,624.3,419.6,631.3,637.1,958.8,573.6,758.8
29019000040,MO,Boone County,000040,1046,46,793,84,6,18,4,6,89,791,30,626,61,6,13,4,3,48,386.3,406.1,341.3,455.1,363.3,442.5,402.5,421.4,376.6,395.5,204.2,183.8,271.4,202.8,273.4,191.8,274.8,171.1,287.9,162.7,374,424.1,204.2,183.8,276.9,182.1,318.2,303.3
29019000041,MO,Boone County,000041,1865,63,1397,233,4,28,4,15,121,1441,39,1142,150,1,21,0,10,78,484.3,513.5,450.4,571.4,446.5,578.1,535.5,502.6,503.6,479,379.3,551.4,481.4,570.6,493,561.4,493,536.8,523.2,499.9,484.1,528.9,379.3,551.4,497.7,542.2,479,536.5
29019000042,MO,Boone County,000042,1744,46,1576,21,4,10,0,5,82,1189,30,1101,12,1,4,0,5,36,191.8,84.4,164.2,117.3,166.3,119.1,187.6,97.3,189.1,84.7,572.7,335.6,279,122,282.4,116.4,281.3,102.6,291.4,99.5,179.8,100.6,572.7,335.6,283.6,110.2,260.6,127.9
2901900004A,MO,Boone County,00004A,1205,27,1045,53,0,30,1,7,42,938,19,830,35,0,30,1,6,17,260,479,280,477,251,494,297,457,295,446,221.4,493,250.3,472.8,269.9,461.9,283.5,424.9,290.5,421.1,276.6,470.6,221.4,493,273.5,445.2,269.9,462.7
2901900004B,MO,Boone County,00004B,2264,67,1762,76,1,188,0,18,152,1622,37,1280,57,1,141,0,13,93,569.5,602.7,599.7,626.2,558,662,652.6,562.7,666.1,515.9,550.5,581.6,557.4,674.1,571.4,656.1,604.4,574.2,633.4,557.2,609.2,593.9,550.5,581.6,591.6,615.4,596.3,601.3
2901900004C,MO,Boone County,00004C,1449,40,1234,62,1,41,1,2,68,1076,29,945,41,1,25,0,2,33,237.2,546.7,241,571.6,214.8,596.9,282.9,543,263.4,528.4,174.6,684.7,183.5,446.2,183.8,435,202.8,398.9,197.8,411.8,247.8,557.3,174.6,684.7,192,423,218.2,516.3
2901900004D,MO,Boone County,00004D,903,19,829,10,0,13,0,4,28,738,13,690,8,0,9,0,4,14,135.9,511.7,132.9,532.7,131.9,529.7,159.9,503.7,153.9,494.7,98.8,388.4,81,428.8,96,407.8,99,387.8,101.9,378.8,142.9,514.5,98.8,388.4,94.4,400.8,119.1,456.4
2901900004E,MO,Boone County,00004E,2024,55,1667,125,1,47,0,11,118,1656,35,1402,93,1,46,0,11,68,324.9,859.6,359.1,896.7,350.3,907.4,435.2,832.3,412.7,807.9,297.6,876.9,306.6,848,359.3,806.2,358.3,781.3,377.2,763.4,376.4,860.8,297.6,876.9,350.3,799.7,358.1,838
2901900004F,MO,Boone County,00004F,589,16,525,6,3,14,1,3,21,508,12,457,5,3,13,1,1,16,54,230.6,63.8,234.1,59.6,235.7,73.8,219.9,71,215,50.3,231.5,48.5,163.3,52.4,161.9,56.1,150.3,55.7,146.8,64.4,227.1,50.3,231.5,53.2,155.6,58.5,198.9
