GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_she,uss_16_dem_cru,gov_18_rep_ive,gov_18_dem_mad,atg_18_rep_mar,atg_18_dem_sie,sos_18_rep_mer,sos_18_dem_mil,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_tub,uss_20_dem_jon,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
01057000801,AL,Fayette County,000801,530,6,497,7,2,2,0,1,15,417,6,388,7,2,1,0,1,12,238,17,229,19,221,39,227,25,230,18,286,19,277,26,233.5,18,226,27.3,281.5,22.5,244,23.3
01057000901,AL,Fayette County,000901,1472,33,1268,86,5,2,0,8,70,1080,17,960,62,5,2,0,2,32,625.9,70.1,624.1,83.1,522.4,128.1,501.9,127.2,521.4,89.1,692,78.1,678.3,111.4,625,76.6,515.2,114.8,685.1,94.8,595.1,98.2
01057001001,AL,Fayette County,001001,635,17,572,25,1,0,0,1,19,489,11,449,18,1,0,0,0,10,319.3,14.4,300.8,33,280.2,38.2,251.6,46.1,273.3,22.4,346.8,21.4,337.9,36.3,310,23.7,268.4,35.5,342.3,28.9,301.4,30.2
01057001101,AL,Fayette County,001101,935,45,814,40,3,4,0,2,27,710,19,627,35,3,4,0,0,22,398.4,71.6,378.4,87.7,315,123.1,301.9,119.7,321.3,73,454.3,67.6,439.4,90.7,388.4,79.6,312.8,105.3,446.8,79.1,372.7,90.5
01057001201,AL,Fayette County,001201,333,1,321,4,0,1,0,0,6,276,0,267,3,0,1,0,0,5,156.7,9.7,154.3,11.8,138.9,8.4,133,14,136.7,6.4,185.9,9,182,13,155.5,10.8,136.2,9.6,184,11,155.3,10.3
01057001301,AL,Fayette County,001301,459,2,430,9,1,1,0,0,16,377,1,353,9,1,1,0,0,12,208.6,16.1,203.9,16.4,173.2,30.2,161.7,35.8,176,17.4,234.9,21,223.5,30.9,206.2,16.3,170.3,27.8,229.2,25.9,197.4,24
01057001401,AL,Fayette County,001401,602,6,566,13,1,2,0,0,14,476,0,451,12,1,2,0,0,10,306.5,31.8,297,40.5,276.7,45.7,258.8,49.1,269.2,31.9,307.7,32.7,303.3,37,301.7,36.1,268.2,42.2,305.5,34.9,288.5,38.4
01057001501,AL,Fayette County,001501,275,8,248,3,2,0,0,1,13,224,7,202,2,2,0,0,0,11,127,15,122,20,104,33,105,25,108,16,128,17,128,19,124.5,17.5,105.7,24.7,128,18,117.4,20.7
01057001601,AL,Fayette County,001601,271,17,247,4,0,0,0,0,3,217,6,206,4,0,0,0,0,1,136.3,10.3,130.7,13.2,124.1,21.6,126,16,136.3,6.6,156.1,15,158,15,133.5,11.8,128.8,14.7,157,15,138.2,14
01057001701,AL,Fayette County,001701,252,4,113,126,0,2,0,0,7,206,2,98,101,0,1,0,0,4,120.3,86.9,121.2,81.9,88.5,83.6,85.7,82.7,87.6,77.5,127.2,92.8,117.9,99.4,120.7,84.4,87.3,81.3,122.5,96.1,106.9,86.4
01057001801,AL,Fayette County,001801,805,6,773,4,3,0,0,1,18,609,3,586,2,3,0,0,0,15,340.5,37.8,335,37.8,265.8,64.6,252.8,64.6,274.1,37.8,371.9,34.1,361.7,46.1,337.7,37.8,264.2,55.7,366.8,40.1,314.5,46.1
01057001901,AL,Fayette County,001901,272,9,247,5,0,1,0,1,9,229,4,217,2,0,1,0,0,5,100.6,19.2,92.6,24.2,76.2,28.3,71.2,27.3,78.3,16.2,119.7,17.2,114.7,22.2,96.6,21.7,75.2,23.9,117.2,19.7,93.3,22.1
01057002001,AL,Fayette County,002001,363,1,351,0,1,0,0,0,10,274,0,264,0,1,0,0,0,9,193.5,7.7,193.5,11.6,144.4,30.8,144.4,24.1,148.2,14.4,218.7,9.4,209.3,17.1,193.5,9.6,145.7,23.1,214,13.2,178.9,16.4
01057002201,AL,Fayette County,002201,194,1,190,0,0,0,0,0,3,161,1,159,0,0,0,0,0,1,78,6,72,9,58,15,52,14,60,8,86,8,85,8,75,7.5,56.7,12.3,85.5,8,70.1,9.7
01059000001,AL,Franklin County,000001,867,39,790,4,4,0,0,3,27,691,24,642,2,3,0,0,3,17,410,25,360,63,283,59,266,70,304,25,441,24,433,35,385,44,284.3,51.3,437,29.5,356.7,43
01059000002,AL,Franklin County,000002,10196,4003,5032,848,28,25,0,33,227,7202,2340,4012,667,21,19,0,15,128,1973.8,909.6,1837.2,1045.7,1340,862.4,1174.1,974,1354.2,758.8,2158.5,906.1,2024.6,1035.3,1905.5,977.7,1289.4,865.1,2091.6,970.7,1694.6,927.4
01059000003,AL,Franklin County,000003,545,10,509,4,0,0,0,0,22,443,9,413,4,0,0,0,0,17,207.8,30,192.1,41,160.4,40.5,137.9,53.9,151.5,31,249.8,28.6,242.6,39.9,199.9,35.5,149.9,41.8,246.2,34.2,191.7,37.9
01059000004,AL,Franklin County,000004,338,9,325,0,0,1,0,0,3,264,8,253,0,0,1,0,0,2,145,25.5,120.6,31.7,108.9,32.6,92.6,40.8,98.8,31.6,151.3,30.5,138.1,43.7,132.8,28.6,100.1,35,144.7,37.1,122.2,33.8
01059000005,AL,Franklin County,000005,3475,182,3099,40,23,8,2,8,113,2704,106,2462,37,20,8,2,5,64,1216.6,166.8,1116.4,218.6,900.1,193.8,811.5,241.6,845.5,188.7,1309.2,149.9,1253.5,207.5,1166.5,192.7,852.4,208,1281.4,178.7,1064.7,195.3
01059000006,AL,Franklin County,000006,1116,21,1067,3,12,0,0,1,12,850,11,822,0,6,0,0,1,10,428.7,66.4,366.5,92.5,284.1,55.5,263.8,69.6,261,67.4,492,53.3,466.8,67.4,397.6,79.4,269.6,64.2,479.4,60.4,366.1,67.4
01059000007,AL,Franklin County,000007,1393,57,1286,12,1,3,0,1,33,1075,35,1002,10,1,3,0,0,24,602,103,557.6,150.2,441.5,115.9,380.4,168.8,435,103.8,642.9,80.6,613.3,113.2,579.8,126.6,419,129.5,628.1,96.9,524.7,119.4
01059000008,AL,Franklin County,000008,533,13,513,1,3,0,0,0,3,404,4,394,0,3,0,0,0,3,240.8,26,216.2,48.2,152.7,30.6,147.8,35.2,160.7,22.3,241.4,20.2,233.6,26.1,228.5,37.1,153.8,29.3,237.5,23.2,199,29.8
01059000009,AL,Franklin County,000009,1991,71,1829,5,0,6,0,7,73,1541,45,1449,5,0,1,0,1,40,692.1,111.6,645.5,157.3,411.6,128.1,390.2,143.7,448.5,91.2,725.1,92.2,698.9,115.5,668.8,134.4,416.8,121,712,103.9,573.1,120
01059000010,AL,Franklin County,000010,1168,267,833,19,6,1,0,1,41,884,164,679,12,6,1,0,1,21,284.5,60.5,262.6,81.9,200.1,59.1,175.6,76.6,192.7,57.1,291.1,62.4,276.7,74.9,273.6,71.2,189.4,64.3,283.9,68.6,240.5,67.5
01059000011,AL,Franklin County,000011,1248,210,956,22,13,8,0,3,36,917,116,743,21,7,3,0,0,27,398.7,75.4,365,109.6,279.6,94.3,249.8,103.9,282.8,68.8,448.8,76.9,421.4,101.1,381.9,92.5,270.7,89,435.1,89,349.4,90
01059000012,AL,Franklin County,000012,540,38,453,18,2,2,0,0,27,427,22,368,13,2,0,0,0,22,185,30,165,46,118,31,98,47,115,25,195,22,180,36,175,38,110.3,34.3,187.5,29,150.9,33.9
01059000013,AL,Franklin County,000013,1256,247,900,42,7,9,0,2,49,940,156,721,31,3,8,0,0,21,301,83,275,108,202,70,176,90,194,66,337,76,322,94,288,95.5,190.7,75.3,329.5,85,258.1,83.9
01059000014,AL,Franklin County,000014,1005,35,937,0,3,0,0,0,30,791,22,743,0,3,0,0,0,23,440.5,59.9,408,83.3,343.8,75.4,301.9,100.8,325.2,68.7,490.1,50.1,464.7,73.6,424.3,71.6,323.6,81.6,477.4,61.9,396.3,73.1
01059000015,AL,Franklin County,000015,795,11,758,1,0,1,0,3,21,629,9,607,1,0,0,0,0,12,324.6,53.1,307.2,65.9,190.6,71.5,179.4,80,204.6,54.8,342,41.9,329.9,54.9,315.9,59.5,191.6,68.8,335.9,48.4,268.3,60.3
01059000016,AL,Franklin County,000016,1304,637,600,33,7,0,0,8,19,922,403,474,33,1,0,0,3,8,175.1,65.2,169.3,73.5,105.4,58.6,99,62.3,115.9,45.2,190.6,73.1,175.6,90.6,172.2,69.4,106.8,55.4,183.1,81.8,147.2,66.9
01059000017,AL,Franklin County,000017,1015,94,868,18,3,1,0,2,29,767,54,684,9,3,1,0,0,16,293.6,63.5,258,88,200.6,89,180.6,101.3,202.7,74.6,329.2,68.2,311.3,89.9,275.8,75.8,194.6,88.3,320.3,79.1,253.7,82.1
01059000018,AL,Franklin County,000018,1302,92,1158,10,0,0,0,1,41,983,60,885,8,0,0,0,1,29,462,89,423,138,327,104,286,135,343,74,547,74,512,109,442.5,113.5,318.7,104.3,529.5,91.5,414.3,103.3
01059000019,AL,Franklin County,000019,1410,81,1273,3,13,1,0,3,36,1048,52,954,1,13,1,0,2,25,558.8,64.8,501,116.7,343.3,82.1,331.8,90.5,359.3,52.3,633.1,61.2,614.5,81.8,529.9,90.7,344.8,75,623.8,71.5,477.4,78.5
01059000020,AL,Franklin County,000020,616,142,395,56,3,1,0,1,18,449,89,300,51,1,0,0,0,8,125.5,88.7,123.7,90.8,72.3,82.6,67.4,86.2,73.8,79.7,160.7,94.8,143.5,115.5,124.6,89.8,71.2,82.8,152.1,105.2,109.6,91.2
01061000003,AL,Geneva County,000003,3182,161,2744,112,14,5,2,3,141,2469,94,2172,90,12,5,2,3,91,1224,95,1194,122,925,91,882,121,909,85,1308,96,1248,163,1209,108.5,905.3,99,1278,129.5,1098.6,110.4
01061000004,AL,Geneva County,000004,1615,127,1385,30,16,1,0,3,53,1263,83,1106,25,14,1,0,1,33,643,38,617,53,497,43,485,50,495,36,734,60,702,98,630,45.5,492.3,43,718,79,596.1,54
01061000005,AL,Geneva County,000005,3114,191,2356,375,13,8,2,4,165,2433,106,1876,315,13,8,2,4,109,1064,290,1023,326,794,232,746,267,773,234,1175,307,1119,374,1043.5,308,771,244.3,1147,340.5,956.3,290
01061000006,AL,Geneva County,000006,1608,97,1347,65,5,2,0,14,78,1251,66,1067,51,4,2,0,10,51,604.8,102.4,581.1,121.2,476,79.3,467.8,86.9,471.7,80.6,661.3,112,639.2,134.4,593,111.8,471.8,82.3,650.3,123.2,557.4,102.4
01061000007,AL,Geneva County,000007,3298,140,2480,487,16,4,0,20,151,2602,98,1998,385,12,4,0,9,96,1010.8,171.1,971.1,202.6,795.5,132.5,781.7,145.2,788.3,134.7,1105.2,187.2,1068.2,224.7,990.9,186.9,788.5,137.5,1086.7,205.9,931.6,171.1
01061000008,AL,Geneva County,000008,790,31,725,6,0,6,0,4,18,588,16,549,3,0,6,0,3,11,412.2,46.4,393.7,62.3,328.5,37.1,317.9,43.5,320.1,41.5,459,44.4,433,71.5,402.9,54.3,322.1,40.7,446,58,380.6,49.5
01061000009,AL,Geneva County,000009,1181,27,923,144,4,5,0,3,75,938,15,758,118,1,2,0,2,42,540.6,102.7,518,117.2,429.2,104.1,424.9,105.3,437,93.2,608.2,111,576.6,147.6,529.3,110,430.4,100.9,592.4,129.3,504.9,111.6
01061000010,AL,Geneva County,000010,4329,126,3386,535,33,33,3,8,205,3446,81,2769,427,21,30,3,6,109,1552,347,1514.4,369.1,1259.1,267.3,1195.5,313.6,1220.7,272,1636.6,354.1,1554.7,440.1,1533.2,358.1,1225.1,284.3,1595.6,397.1,1419,337.6
01061000011,AL,Geneva County,000011,740,23,677,8,4,2,0,1,25,572,12,534,4,3,2,0,1,16,307,30,297,33,226,20,214,27,217,22,317,32,302,49,302,31.5,219,23,309.5,40.5,268.6,30.4
01061000012,AL,Geneva County,000012,730,12,652,23,3,6,0,0,34,559,9,510,16,3,6,0,0,15,302.7,37,290,46.5,251.1,29.2,243.9,33.3,248.9,26.1,353,33.4,328.1,62.3,296.4,41.8,248,29.5,340.6,47.9,288.3,38.3
01061000013,AL,Geneva County,000013,2865,272,2120,332,30,5,0,6,100,2144,158,1647,249,27,5,0,4,54,1026.1,156.9,980,189,766.8,97.8,735.8,124.8,743.9,106.7,1055.4,154,1023.3,194,1003.1,172.9,748.8,109.8,1039.4,174,904.5,146.2
01061000014,AL,Geneva County,000014,457,27,387,10,8,5,0,1,19,352,12,308,8,5,5,0,1,13,220.5,8.4,209.3,15.6,189.8,15.1,188.7,15.2,190.7,14.1,240,18.1,235.9,26.2,214.9,12,189.7,14.8,237.9,22.2,210.7,16.1
01061000015,AL,Geneva County,000015,868,20,802,2,18,0,0,0,26,715,13,671,2,15,0,0,0,14,368,22.2,337.6,39.5,284.7,22.5,282.1,25,287.7,18.5,425.9,25.9,414.7,41,352.8,30.9,284.8,22,420.3,33.5,343,27.8
01061000016,AL,Geneva County,000016,762,25,698,5,1,1,0,4,28,599,16,551,5,1,1,0,4,21,324.4,24.4,306,39,261.8,15.7,259.4,19,259.7,17.6,362.6,22,355.1,31.8,315.2,31.7,260.3,17.4,358.9,26.9,304.1,24.2
01061000017,AL,Geneva County,000017,1120,17,972,97,1,3,0,1,29,889,14,779,73,1,3,0,1,18,393.7,53.4,373.8,67,299.7,33.5,292.4,36.2,294.3,29,406.6,38,382.1,64.3,383.8,60.2,295.5,32.9,394.4,51.2,349,45.9
01063000101,AL,Greene County,000101,279,2,56,218,0,0,0,0,3,242,0,56,183,0,0,0,0,3,38.4,129.4,42.9,124.5,30.9,116,28.1,116.9,31.3,113.1,41,131.6,38.8,133.5,40.6,127,30.1,115.3,39.9,132.6,35.9,123.6
01063000102,AL,Greene County,000102,162,3,81,74,0,0,0,2,2,135,1,64,67,0,0,0,2,1,19.7,78.7,22.4,76.2,16.5,69.6,15.5,70.2,15.8,69.7,23.8,77.8,22.5,79.1,21,77.5,15.9,69.8,23.2,78.4,19.5,74.5
01063000103,AL,Greene County,000103,502,7,113,377,1,0,0,0,4,400,6,98,291,1,0,0,0,4,78.8,248.1,78.9,235.1,63.7,220.1,60.6,216.1,64.7,209.1,87.8,248.1,84.7,256.2,78.8,241.6,63,215.1,86.2,252.2,74.2,233.2
01063000104,AL,Greene County,000104,352,2,70,275,0,0,0,2,3,299,2,59,235,0,0,0,2,1,53.9,243.9,56.8,236.2,45.6,206,45.3,207.3,42.4,199.2,51.1,226.5,43.6,234.9,55.3,240.1,44.5,204.1,47.4,230.7,48.4,222
01063000105,AL,Greene County,000105,776,10,122,630,0,2,0,2,10,596,10,106,468,0,2,0,2,8,147.9,303.8,154.2,292,115.8,262.4,106.5,269.2,117.6,253.2,130.4,284.1,125.8,290.6,151.1,297.9,113.3,261.6,128.1,287.3,128.3,279.3
01063000201,AL,Greene County,000201,967,12,314,613,2,4,0,2,20,835,12,270,533,2,4,0,2,12,119.8,374,131,356.4,96,327.9,87.9,333.5,96.9,318.8,108.8,347,102.1,357.1,125.4,365.2,93.6,326.7,105.5,352.1,106.1,345
01063000202,AL,Greene County,000202,407,5,84,308,0,1,0,0,9,339,3,73,253,0,1,0,0,9,66,363.8,78,345.4,53.8,323.6,49.7,326,53.1,317.7,75.2,361.3,71.5,363.3,72,354.6,52.2,322.5,73.3,362.3,63.9,343
01063000301,AL,Greene County,000301,1088,4,40,1023,0,0,0,1,20,778,3,32,725,0,0,0,1,17,49.2,451.6,61.8,429.2,42.6,388.3,39,390,41.8,383.6,57.2,435.3,48.7,446.6,55.5,440.4,41.1,387.3,53,441,48.6,417.8
01063000302,AL,Greene County,000302,671,3,32,633,0,0,0,0,3,452,3,25,421,0,0,0,0,3,17.7,362.5,26.5,345.4,20.4,296.8,18.1,298.2,19.5,295.6,26.2,357.8,19.9,365.4,22.1,354,19.3,296.9,23,361.6,21.2,331.7
01063000401,AL,Greene County,000401,950,5,215,713,2,0,0,2,13,756,4,183,556,2,0,0,2,9,163.6,548.8,168.1,525.2,109.8,495.2,107.3,494.2,111.1,486,176.8,538.2,169.1,545,165.8,537,109.4,491.8,172.9,541.6,143.7,519
01063000402,AL,Greene County,000402,359,2,44,309,0,0,0,0,4,301,2,41,254,0,0,0,0,4,20.9,246.1,23,237.7,14.7,229.1,11.6,230.7,12.7,229.2,23.8,255.9,21.5,257.9,22,241.9,13,229.7,22.6,256.9,18.3,240.9
01063000501,AL,Greene County,000501,751,4,86,638,0,0,0,0,23,549,3,66,464,0,0,0,0,16,60.1,336.9,63.8,322.5,44.2,273.1,41.3,273.8,49.3,265.4,57.7,299.7,55.2,307.3,61.9,329.7,44.9,270.8,56.5,303.5,53.1,297
01063000502,AL,Greene County,000502,314,0,15,284,0,0,0,0,15,258,0,14,230,0,0,0,0,14,11.5,246,15.2,234,14.1,227.8,13.2,226.8,14.2,223.9,24.3,249.9,23.3,250.8,13.3,240,13.8,226.2,23.8,250.4,16.5,237
01063000503,AL,Greene County,000503,152,2,13,132,0,0,0,0,5,130,1,12,112,0,0,0,0,5,11.9,39.8,13.4,38.6,9.8,34.8,9.2,35.2,9.4,35,14,39,13.3,39.8,12.7,39.2,9.5,35,13.6,39.4,11.6,37.4
01065000001,AL,Hale County,000001,392,8,254,123,1,0,0,0,6,311,6,202,99,1,0,0,0,3,114,108,113,105,93,102,85,103,97,95,134,118,132,120,113.5,106.5,91.7,100,133,119,109.7,107.3
01065000002,AL,Hale County,000002,895,8,409,449,3,2,0,0,24,720,2,326,374,1,2,0,0,15,197.9,375.3,203.4,366.4,150.5,326.7,143.7,329.9,154.2,314.2,232.1,428.6,219.5,442.4,200.7,370.9,149.5,323.6,225.8,435.5,185.9,369.1
01065000003,AL,Hale County,000003,196,3,127,59,0,0,0,0,7,155,0,106,43,0,0,0,0,6,91.4,47.5,91.4,45.7,73.8,52.8,80,46.6,83.5,43.1,98.5,47.5,97.6,51.9,91.4,46.6,79.1,47.5,98,49.7,88,47.8
01065000004,AL,Hale County,000004,5188,26,1206,3842,9,7,4,12,82,3943,13,1012,2843,6,7,3,3,56,721.5,2059,747.6,2023.8,507.5,1753.4,512.7,1738.2,551.1,1670.7,675.9,1786.6,640.5,1827.2,734.6,2041.4,523.8,1720.7,658.2,1806.9,622.4,1837
01065000005,AL,Hale County,000005,598,11,209,357,0,1,0,0,20,462,7,163,277,0,1,0,0,14,139,232,143,190,119,200,116,197,117,177,131,243,126,251,141,211,117.3,191.3,128.5,247,127.3,212.9
01065000006,AL,Hale County,000006,1324,2,212,1096,2,0,1,1,10,1064,2,171,881,2,0,1,0,7,98.7,672.2,117.8,642.4,66.3,567.5,53.8,569.4,58.4,543.9,97.2,637.9,89,642.1,108.2,657.3,59.5,560.2,93.1,640,83,610.8
01065000007,AL,Hale County,000007,468,4,207,244,0,1,0,0,12,386,3,181,191,0,1,0,0,10,79.4,131.2,79.4,128.9,67.5,114.9,68.2,114.2,69.7,108.3,99.1,131.9,95.4,134.8,79.4,130.1,68.4,112.5,97.2,133.4,79.8,123.5
01065000008,AL,Hale County,000008,576,4,311,252,4,0,0,1,4,448,3,230,208,3,0,0,0,4,166.9,190.9,172.9,188.5,155.5,176.7,154.7,177.5,160,172.3,196.9,221.1,194.1,224.6,169.9,189.7,156.7,175.5,195.5,222.8,171.6,193.1
01065000009,AL,Hale County,000009,472,4,142,317,0,0,0,1,8,358,3,103,244,0,0,0,0,8,59,218,58,218,50,182,49,174,47,171,51,241,52,240,58.5,218,48.7,175.7,51.5,240.5,52.3,206.3
01065000010,AL,Hale County,000010,340,0,177,149,2,2,0,0,10,288,0,149,128,0,2,0,0,9,131,98,133,97,86,96,82,98,90,88,129,119,126,121,132,97.5,86,94,127.5,120,111,102.4
01065000011,AL,Hale County,000011,313,3,229,66,2,0,0,0,13,256,3,192,53,0,0,0,0,8,132,39.1,127,38,92.5,42.6,90,40.1,93.3,33.8,136.6,40.1,130.5,48.5,129.5,38.6,91.9,38.8,133.6,44.3,114.6,40.3
01065000012,AL,Hale County,000012,3409,64,2065,1192,11,5,0,8,64,2603,42,1603,892,11,4,0,0,51,1012.7,578.1,995.8,576.1,724.7,552.2,696.8,559.2,745.6,492.4,951.9,577.1,932,599.1,1004.3,577.1,722.3,534.6,942,588.1,865.6,562
01065000013,AL,Hale County,000013,30,5,19,6,0,0,0,0,0,19,5,14,0,0,0,0,0,0,24,3,25,2,22,3,22,3,21,3,30,4,31,4,24.5,2.5,21.7,3,30.5,4,25,3.1
01065000016,AL,Hale County,000016,584,7,405,161,0,0,0,0,11,470,4,341,116,0,0,0,0,9,191.9,82.7,190.9,83.6,142.7,91.5,141.7,90.5,154.5,78.7,214.5,121,208.6,135.8,191.4,83.1,146.3,86.9,211.6,128.4,177.8,97.7
01067000001,AL,Henry County,000001,6310,70,4758,1228,12,31,0,16,195,4808,49,3659,954,4,22,0,11,109,1924,533,1907,556,1634,544,1551,606,1653,499,2577,700,2514,791,1915.5,544.5,1612.7,549.7,2545.5,745.5,1965.7,604.1
01067000002,AL,Henry County,000002,701,23,583,75,0,2,0,2,16,552,17,466,53,0,1,0,2,13,373,29,374,36,279,31,273,37,274,27,388,32,374,48,373.5,32.5,275.3,31.7,381,40,333.6,34.3
01067000003,AL,Henry County,000003,667,16,600,25,4,3,0,5,14,528,11,478,22,2,1,0,3,11,347,25,330,35,276,27,266,34,269,26,368,25,352,41,338.5,30,270.3,29,360,33,315.4,30.4
01067000004,AL,Henry County,000004,443,5,376,37,4,2,0,3,16,357,3,300,33,4,0,0,3,14,214,47,212,51,167,49,169,48,173,40,256,36,243,55,213,49,169.7,45.7,249.5,45.5,204.9,46.6
01067000005,AL,Henry County,000005,516,9,353,134,3,0,0,0,17,412,7,284,104,3,0,0,0,14,188,66,182,67,154,57,135,69,144,52,202,81,199,82,185,66.5,144.3,59.3,200.5,81.5,172,67.7
01067000006,AL,Henry County,000006,722,28,378,288,3,0,0,3,22,553,21,289,223,3,0,0,3,14,236.6,166,214.6,184.1,199.3,131.9,177.2,149.1,182.2,138.9,260.9,188.1,255.8,196.2,225.6,175,186.2,140,258.3,192.2,218.1,164.9
01067000007,AL,Henry County,000007,1365,59,833,391,8,7,0,4,63,1096,31,674,330,7,7,0,4,43,434.4,278,416.4,280,345.7,255.1,306.9,281,330.8,248.1,501.1,290.9,480.2,324.8,425.4,279,327.8,261.4,490.7,307.8,402.2,279.7
01067000008,AL,Henry County,000008,541,13,390,123,1,1,0,4,9,445,11,317,110,1,1,0,2,3,185,61,177,67,144,64,131,66,139,55,193,66,183,77,181,64,138,61.7,188,71.5,164.6,65.1
01067000009,AL,Henry County,000009,448,7,245,183,0,1,0,0,12,385,2,208,165,0,1,0,0,9,125,86,117,78,118,70,107,76,107,74,138,99,134,103,121,82,110.7,73.3,136,101,120.9,83.7
01067000010,AL,Henry County,000010,2731,71,1282,1272,7,16,0,9,74,2183,42,1079,1003,7,11,0,1,40,681,620,674,619,546,490,488,546,525,485,702,686,681,717,677.5,619.5,519.7,507,691.5,701.5,613.9,594.7
01067000011,AL,Henry County,000011,295,10,174,95,3,1,0,0,12,253,6,149,90,3,1,0,0,4,102,106,101,102,100,76,87,90,83,84,113,108,108,109,101.5,104,90,83.3,110.5,108.5,99.1,96.4
01067000012,AL,Henry County,000012,1926,21,1580,209,5,6,0,3,102,1670,13,1386,183,5,6,0,2,75,676,163,660,177,568,156,544,176,555,152,740,174,711,205,668,170,555.7,161.3,725.5,189.5,636.3,171.9
01067000013,AL,Henry County,000013,481,2,290,172,0,3,0,0,14,399,2,234,151,0,1,0,0,11,146,112,141,114,124,94,108,105,110,97,168,120,164,123,143.5,113,114,98.7,166,121.5,137.3,109.3
01069000101,AL,Houston County,000101,3348,62,2543,570,14,10,2,14,133,2607,37,2003,458,8,8,0,13,80,1150.8,336,1129.6,355.1,840.6,257.8,814.3,280.1,837.6,251.7,1270.6,416.1,1242.1,465.7,1140.2,345.6,830.8,263.2,1256.4,440.9,1040.8,337.5
01069000111,AL,Houston County,000111,1301,62,1022,149,7,16,0,3,42,965,30,778,115,7,10,0,0,25,496.8,77.6,493.3,74.1,449.3,73.4,430.3,89.4,440.3,80.4,632.8,121.4,610.7,144.5,495.1,75.8,440,81.1,621.8,133,507.6,94.4
01069000121,AL,Houston County,000121,1745,31,1377,256,5,4,2,5,65,1397,12,1132,213,5,0,2,5,28,660,129,638,141,494,110,475,128,488,113,709,155,683,193,649,135,485.7,117,696,174,592.4,138.4
01069000131,AL,Houston County,000131,2826,81,2209,363,18,13,1,4,137,2236,62,1781,273,17,13,0,3,87,1010,209,998,216,711,151,673,184,699,151,1101,260,1032,337,1004,212.5,694.3,162,1066.5,298.5,889.1,215.4
01069000141,AL,Houston County,000141,3038,68,2448,374,15,3,0,6,124,2383,37,1970,282,11,0,0,3,80,1125.1,181.4,1090,215.5,794,163.3,771.9,188.5,786,159.3,1207.9,264.4,1154.7,329.7,1107.5,198.5,784,170.4,1181.3,297,990,214.6
01069000152,AL,Houston County,000152,7750,389,4048,2870,16,44,0,35,348,5957,255,3433,1977,12,35,0,26,219,1782.8,772,1789.7,833.2,1328.7,663.4,1248.8,742.3,1286.3,680.1,1487.7,935.8,1421.5,1032.6,1786.3,802.6,1287.9,695.3,1454.6,984.2,1477.9,808.5
01069000171,AL,Houston County,000171,1874,38,1666,89,7,9,0,8,57,1516,30,1355,61,7,9,0,7,47,817.3,66.4,784.7,85.2,573.9,69.8,549.3,100.2,575.8,59.9,923.7,92.4,883.4,149.4,801,75.8,566.3,76.6,903.5,120.9,729.7,89
01069000181,AL,Houston County,000181,8331,622,5233,1975,17,151,6,29,298,6523,421,4287,1468,13,112,6,16,200,2173.1,921.2,2198.2,933.2,1686.8,712.2,1613.5,785.5,1661.7,728.3,2779.6,1102.6,2681.4,1254.6,2185.6,927.2,1654,742,2730.5,1178.6,2113.5,919.7
01069000191,AL,Houston County,000191,478,3,228,218,1,1,0,4,23,375,2,172,189,0,0,0,0,12,97.6,162.4,96.6,147.5,73.7,104.6,71.7,104.6,67.8,104.6,120.6,162.4,110.6,169.4,97.1,154.9,71.1,104.6,115.6,165.9,91.2,136.5
01069000211,AL,Houston County,000211,3143,118,2644,217,15,9,1,3,136,2529,71,2160,182,15,8,1,0,92,1188.5,118.8,1128.6,171.8,843.3,121.3,824.1,139.6,843.2,114.4,995.9,166.3,954.6,214.8,1158.6,145.3,836.9,125.1,975.3,190.5,968.3,149.5
01069000221,AL,Houston County,000221,6087,216,759,4874,17,19,2,20,180,4495,137,647,3559,14,17,0,13,108,258,1580.1,294.5,1555.7,218.4,1288.6,170.8,1337.1,181.6,1310,231.2,1615.5,223.1,1605.9,276.2,1567.9,190.3,1311.9,227.1,1610.7,225.4,1470.4
01069000233,AL,Houston County,000233,3056,134,1681,1140,6,13,0,4,78,2295,88,1379,762,6,12,0,1,47,617.1,386.7,615.9,379.4,632,304,602,332,621,308,898,560,861,601,616.5,383,618.3,314.7,879.5,580.5,692.4,410.2
01069000241,AL,Houston County,000241,5645,200,3060,2137,27,47,2,28,144,4367,112,2478,1618,24,37,1,18,79,1503.1,848.7,1533.4,846.2,1040.3,632.2,986.2,675.5,1026.6,620.5,1251.7,826,1214.3,885.9,1518.3,847.5,1017.7,642.7,1233,856,1222.2,762.1
01069000251,AL,Houston County,000251,2628,71,1055,1357,1,44,0,13,87,2068,50,914,1005,1,43,0,8,47,300.6,390.6,314.9,387.8,227.8,293.2,211.5,309.5,214.4,305.6,294.9,431.8,284.4,441.3,307.7,389.2,217.9,302.8,289.6,436.5,264.1,365.7
01069000271,AL,Houston County,000271,762,15,486,224,2,2,2,3,28,630,10,404,190,2,0,2,0,22,209,128,200,124,141,104,141,106,147,99,220,148,203,164,204.5,126,143,103,211.5,156,180.1,124.7
