GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,ndv,nrv,adv_16,arv_16,adv_18,arv_18,adv_20,arv_20
10005007-39,DE,Sussex County,007-39,3147,554,1925,498,11,18,0,7,134,2452,320,1628,399,11,15,0,3,76,434,595.7,456.8,631.4,365,478,480.2,677.8
10005007-40,DE,Sussex County,007-40,3912,155,2887,578,5,67,1,25,194,3003,110,2292,429,5,50,1,14,102,517.7,908.9,542.9,945.1,439.4,712.4,570.9,1069.2
10005007-41,DE,Sussex County,007-41,2752,714,1521,370,5,40,0,11,91,2120,462,1287,283,3,21,0,5,59,420.7,589.1,449.1,591.3,344.8,503,468.3,673
10005008-20,DE,Sussex County,008-20,878,96,664,53,3,3,0,8,51,676,50,541,45,3,3,0,4,30,131.9,246.2,140.4,254.2,115,202,140.3,282.5
10005008-36,DE,Sussex County,008-36,932,481,370,60,1,0,0,2,18,612,241,309,47,0,0,0,2,13,60.8,127.6,60.8,138.2,49.4,105,72.2,139.7
10005008-38,DE,Sussex County,008-38,2875,157,2462,110,5,36,0,13,92,2531,93,2238,96,3,32,0,9,60,420.8,915.1,334.5,733.1,370.2,801.2,557.7,1211.1
10005008-40,DE,Sussex County,008-40,1771,396,1203,97,2,19,0,4,50,1325,216,978,80,2,16,0,0,33,256.9,439,267.6,431.4,222.6,355,280.5,530.7
10005008-41,DE,Sussex County,008-41,1644,331,912,296,10,9,0,12,74,1308,189,776,271,8,7,0,10,47,269.2,370.5,260.9,373.6,227.6,297.8,319.2,440.1
10005009-20,DE,Sussex County,009-20,593,55,468,35,2,4,0,0,29,472,40,388,24,2,4,0,0,14,101.9,168.5,95.8,165.2,89.6,147.4,120.3,193
10005009-36,DE,Sussex County,009-36,365,151,159,20,0,1,0,5,29,270,107,128,15,0,0,0,1,19,26.9,65.4,31.4,62.2,21,54.8,28.3,79.2
10005010-20,DE,Sussex County,010-20,383,6,355,8,0,3,1,3,7,330,4,309,6,0,3,1,3,4,87.6,153.8,80.9,154.4,82.3,129.8,99.7,177.2
10005010-36,DE,Sussex County,010-36,289,39,219,10,0,0,0,3,18,242,19,198,10,0,0,0,3,12,43.7,66.4,47,73.2,36.4,46.8,47.8,79.2
10005011-36,DE,Sussex County,011-36,571,44,461,45,1,0,0,1,19,444,26,376,28,1,0,0,0,13,130.6,164.4,117.4,148.8,113.6,128.2,160.7,216.2
