GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_lee,uss_16_dem_sno,gov_16_rep_her,gov_16_dem_wei,atg_16_rep_rey,atg_16_dem_har,uss_18_rep_rom,uss_18_dem_wil,pre_20_rep_tru,pre_20_dem_bid,gov_20_rep_cox,gov_20_dem_pet,atg_20_rep_rey,atg_20_dem_sko,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
49049AF0006,UT,Utah County,AF0006,2543,128,2242,6,2,42,21,3,99,1580,78,1398,6,2,37,15,3,41,569.3,128.9,911.9,114.6,911.1,105.2,877,91.4,754.3,117.3,1096.9,327.8,1177.6,204.9,1160.9,249.8,817.3,110,754.3,117.3,1145.1,260.8,932.4,167.5
49049AF0007,UT,Utah County,AF0007,3020,294,2481,27,12,48,37,8,113,2091,190,1749,20,12,34,24,4,58,632,162,1041,154,1031,162,972,151,832,154,969,410,1107,263,1060,325,919,157.2,832,154,1045.3,332.7,955.5,222.6
49049AF0008,UT,Utah County,AF0008,2476,115,2212,9,9,32,23,3,73,1726,69,1562,6,5,31,7,3,43,493,111,736,117,717,142,681,122,689,151,872,306,955,217,889,277,656.8,123,689,151,905.3,266.7,754,180.4
49049AF0009,UT,Utah County,AF0009,1802,109,1590,17,6,8,9,12,51,1163,55,1047,8,6,8,7,7,25,368,86,630,99,637,91,592,85,518,106,637,245,711,156,665,210,556.8,90.2,518,106,671,203.7,594.8,134.8
49049AF0010,UT,Utah County,AF0010,2526,153,2205,14,5,48,14,6,81,1669,103,1462,10,2,37,11,2,42,522,85,852,67,849,73,816,61,727,71,1063,337,1216,183,1156,245,759.8,71.5,727,71,1145,255,900.1,140.2
49049AF0011,UT,Utah County,AF0011,1695,118,1453,17,11,19,11,16,50,1108,84,946,8,5,16,8,12,29,286,97,570,77,567,92,535,72,466,98,546,274,618,190,579,221,489.5,84.5,466,98,581,228.3,520.9,140.1
49049AF0012,UT,Utah County,AF0012,2517,384,1931,9,12,23,36,14,108,1830,257,1466,4,10,15,19,8,51,350,153,588,144,579,161,546,137,409,151,585,349,641,267,615,295,515.8,148.8,409,151,613.7,303.7,539.1,207.1
49049AF0013,UT,Utah County,AF0013,2445,252,2051,11,6,27,25,6,67,1679,170,1413,10,5,23,18,2,38,248.4,55.4,371,42.7,348.4,59,330.2,46.3,320,74.9,717.3,306.9,783.5,223.6,767.1,242.6,324.5,50.8,320,74.9,756,257.7,485.8,131.4
49049AF0014,UT,Utah County,AF0014,127,21,87,0,0,3,4,0,12,80,14,55,0,0,0,4,0,7,51.3,12.8,71.2,11.5,67.8,14.2,63.9,9.9,57.3,14.3,121,43.5,125,33.7,127.2,34.7,63.6,12.1,57.3,14.3,124.4,37.3,85.6,21.8
49049AF006S,UT,Utah County,AF006S,595,48,483,3,4,14,4,4,35,306,30,252,3,4,11,0,3,3,52.9,8.5,94.8,5.7,98.3,7.8,87.2,8.5,110.4,18.5,156.2,55.9,172.8,31.3,164,45.9,83.3,7.6,110.4,18.5,164.3,44.4,117.1,22.8
49049AF010S,UT,Utah County,AF010S,190,16,162,2,0,1,1,2,6,121,5,109,2,0,0,1,0,4,46.2,2.1,81.9,6.5,75.7,10.1,70.1,5.6,62.7,7.4,79.3,23,86.7,17.4,81.2,20.2,68.5,6.1,62.7,7.4,82.4,20.2,73,11.5
49049AL0002,UT,Utah County,AL0002,1850,40,1714,10,5,15,6,7,53,1224,29,1149,10,5,10,5,0,16,458,88,719.1,58,708.1,77,700.1,52,635.3,62.5,816.1,264,938.1,144,897.1,192,646.3,68.8,635.3,62.5,883.8,200,734,117.2
49049AL0003,UT,Utah County,AL0003,1833,72,1682,4,0,9,5,2,59,1270,43,1186,0,0,7,2,0,32,571,117,834,88,816,97,785,91,689,98,835,253,950,148,891,203,751.5,98.2,689,98,892,201.3,796.4,136.9
49049AL0004,UT,Utah County,AL0004,2063,107,1854,9,1,2,4,1,85,1415,63,1300,4,1,2,0,1,44,721.5,112,1016,94.5,1000.8,101.4,962.3,86,710.6,92.9,1196.8,270.6,1223.6,177,1217.5,206.9,925.2,98.5,710.6,92.9,1212.6,218.2,1006.1,142.7
49049AL0005,UT,Utah County,AL0005,1333,64,1199,3,1,18,2,7,39,933,36,862,0,1,9,1,4,20,369,71,586.9,56,586.9,51,536.9,49,522.9,63,641.9,156,687.9,84,683.9,104,519.9,56.7,522.9,63,671.2,114.7,577,79.2
49049AL0006,UT,Utah County,AL0006,1436,44,1294,9,0,17,4,6,62,1052,24,971,2,0,11,1,5,38,463.2,90,652.2,68,636.2,93,610.2,81,586.2,76,685.3,218.1,762.3,130.1,733.3,171.1,590.5,83,586.2,76,726.9,173.1,641.1,115.9
49049AL001I,UT,Utah County,AL001I,1736,64,1572,6,4,33,3,2,52,1157,41,1054,6,4,23,2,0,27,168.1,50.6,248.8,40,254,38,238.5,36.4,580,89,274.9,96.5,302.2,59.7,294.7,75.2,227.4,41.2,580,89,290.6,77.1,295.2,60.7
49049AL001U,UT,Utah County,AL001U,13,4,8,0,1,0,0,0,0,9,1,7,0,1,0,0,0,0,256.9,77.4,380.2,61,388,58,364.5,55.6,2.7,1.5,420.1,147.5,461.8,91.3,450.3,114.8,347.4,63,2.7,1.5,444,117.9,340.5,75.9
49049BE002U,UT,Utah County,BE002U,170,12,148,0,1,4,0,0,5,111,3,101,0,1,1,0,0,5,26.7,5.9,31.7,6.9,28.7,8.9,27.7,6.9,26.7,9.9,62.3,7.9,60.4,5,54.4,11.9,28.7,7.2,26.7,9.9,59,8.2,39.8,7.9
49049BE01UN,UT,Utah County,BE01UN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.2,1.7,0.2,1.7,0.2,1.6,0.1,1.3,0.1,2.5,1,2.6,0.4,1.6,1.4,1.6,0.2,1.3,0.1,2.3,0.9,1.8,0.4
49049BE01US,UT,Utah County,BE01US,36,3,21,0,4,0,1,0,7,25,2,18,0,4,0,0,0,1,0.6,0,0.6,0,0.6,0,0.6,0,0,0,1.1,0.6,1.1,0,0,1.1,0.6,0,0,0,0.7,0.6,0.6,0.2
49049BL000A,UT,Utah County,BL000A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.3,0.2,0.3,0.3,0.3,0.3,5.7,1.5,53.9,31.2,62.4,21.6,59.9,22.7,0.2,0.2,5.7,1.5,58.7,25.2,22.9,9.8
49049BL000B,UT,Utah County,BL000B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.3,1.3,1.1,1.3,1.3,1.3,1.3,28.8,7.5,270.6,156.8,313.1,108.4,300.4,113.9,1.3,1.3,28.8,7.5,294.7,126.4,114.7,49
49049CF0001,UT,Utah County,CF0001,427,8,390,0,2,0,5,0,22,312,1,293,0,0,0,0,0,18,121.4,19.7,137.1,20.9,140.7,20,124.1,18.9,116.3,18.7,191.7,37.7,184.7,22.8,170.9,41.6,130.8,19.9,116.3,18.7,182.4,34,148.4,25
49049CF000U,UT,Utah County,CF000U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,1.3,6.4,1.3,6.1,1.3,5.9,1.2,5.5,1.4,8.6,2.3,8.4,1.9,7.9,2.4,5.9,1.3,5.5,1.4,8.3,2.2,6.8,1.6
49049CF001U,UT,Utah County,CF001U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3.2,24.6,2.8,23.8,3.4,21.9,3,21.7,3.4,55.9,21.7,59.1,14.7,58.8,15.8,21.3,3.1,21.7,3.4,57.9,17.4,35.1,8.5
49049CF002U,UT,Utah County,CF002U,5,0,0,1,0,0,1,2,1,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49049CH0001,UT,Utah County,CH0001,1573,86,1410,3,6,7,5,3,53,958,43,877,1,4,7,3,3,20,383.9,48,581.3,41,585.3,36.1,525.6,36,454.3,53,549.3,174.7,596.2,115.5,597.2,125.8,519,40.3,454.3,53,580.9,138.7,534.1,78.8
49049CH0002,UT,Utah County,CH0002,1862,104,1647,1,4,25,21,4,56,1215,65,1087,1,4,20,14,2,22,451.9,91.3,767.8,61.6,798.3,58.9,739.9,55.5,611.2,77.7,836.6,219,920.1,127.5,866.8,194.8,689.5,66.8,611.2,77.7,874.5,180.4,749.1,110.8
49049CH0003,UT,Utah County,CH0003,2746,229,2326,8,8,26,21,8,120,1652,121,1423,6,6,23,15,4,54,567.5,136.7,890.5,122.3,867.7,126.9,832.8,121.3,701.1,129.4,932.8,337.3,950,232.9,961.1,278.6,789.6,126.8,701.1,129.4,948,282.9,837.9,185.7
49049CH0004,UT,Utah County,CH0004,1975,119,1722,3,2,26,16,6,81,1379,70,1220,3,2,22,13,1,48,484.8,80.3,775.4,77,779.5,76.3,719.5,80.5,629.1,82.4,797.2,234.1,870.5,129.8,846.2,170.9,689.8,78.5,629.1,82.4,838,178.3,737.8,116.4
49049CH005A,UT,Utah County,CH005A,22,11,9,0,0,0,0,0,2,11,4,7,0,0,0,0,0,0,1.6,0.2,2.1,0.2,2,0.2,2,0.2,1.5,0.2,2.4,0.4,2.4,0.4,2.4,0.4,1.9,0.2,1.5,0.2,2.4,0.4,2,0.3
49049CH005I,UT,Utah County,CH005I,1841,153,1547,8,4,31,18,2,78,1211,72,1063,8,4,21,12,0,31,64.3,11.5,97,9.8,95.7,12.4,92.9,9.7,84.6,10.5,107.6,31,118.1,19.7,114.6,23.4,87.5,10.8,84.6,10.5,113.4,24.7,96.9,16
49049CH005U,UT,Utah County,CH005U,3,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,501.7,92.9,777,81.2,769.6,99.2,738,80.5,675.9,89.2,848.1,259.3,939.2,162.4,908.9,194.8,696.6,88.5,675.9,89.2,898.7,205.5,769.8,132.5
49049DF000U,UT,Utah County,DF000U,280,16,252,0,1,0,0,0,11,188,13,172,0,1,0,0,0,2,103.6,23,149.7,18,143.9,20.7,137.6,15,131.7,15.4,187.3,55.4,196.1,37.5,190.5,49.2,133.7,19.2,131.7,15.4,191.3,47.4,155,29.3
49049DR0001,UT,Utah County,DR0001,3284,211,2772,14,13,70,20,17,167,2082,111,1800,6,10,53,13,10,79,503.4,313,768.4,296.8,746,306.5,719.8,257.6,622.2,324,919.6,785.7,1067.7,580.2,967.5,657.7,684.4,293.5,622.2,324,984.9,674.6,789.3,440.2
49049EL001U,UT,Utah County,EL001U,284,131,150,0,0,0,0,0,3,201,96,105,0,0,0,0,0,0,34.9,13.4,55.7,12.4,51.7,12.4,49.8,12.4,54.7,11.9,84.5,19.8,80.6,7,85.5,8.9,48,12.7,54.7,11.9,83.5,11.9,62.2,12.3
49049EL002U,UT,Utah County,EL002U,158,38,117,0,1,0,0,0,2,114,28,85,0,1,0,0,0,0,49.6,3.3,69.6,3.3,64.2,5.4,67.1,3.3,49.9,2.3,83.4,5.6,72,2.4,75.1,1.5,62.6,3.8,49.9,2.3,76.8,3.1,66.4,3.4
49049EM0001,UT,Utah County,EM0001,4109,544,3226,30,3,25,73,27,181,2413,310,1939,18,3,18,26,15,84,562,116,862,112,842,128,778,113,717,123,1265,319,1225,243,1269,264,761,117.2,717,123,1253,275.3,940,177.2
49049EM0002,UT,Utah County,EM0002,6100,690,5017,21,19,35,26,15,277,3482,391,2890,14,8,24,24,12,119,590,133,983,157,954,158,922,138,773,167,1739,505,1723,415,1763,425,862.2,146.5,773,167,1741.7,448.3,1180.9,262.2
49049EM0003,UT,Utah County,EM0003,5143,549,4196,24,10,28,50,19,267,2826,296,2339,12,10,21,25,10,113,419.7,113.6,695.7,106.9,682.4,108.9,637.6,104.3,544,118.3,1052,338.8,1098.1,248.6,1068.7,280,608.8,108.4,544,118.3,1072.9,289.2,774.8,177.4
49049EM0004,UT,Utah County,EM0004,5410,726,4240,57,23,30,59,26,249,2998,401,2394,31,13,23,26,12,98,518,146,881,160,848,198,803,143,703,191,1340,473,1360,379,1375,382,762.5,161.8,703,191,1358.3,411.3,978.5,259
49049EM0005,UT,Utah County,EM0005,4897,588,3846,32,14,43,57,27,290,2682,331,2130,20,11,34,30,16,110,602.2,173.3,1000.6,170.1,966,198.4,934.9,150.5,758.6,162.9,1197.6,436.4,1249.3,326.4,1270.4,350.1,875.9,173.1,758.6,162.9,1239.1,371,997.4,246
49049EM0006,UT,Utah County,EM0006,6240,783,4971,47,16,67,51,16,289,3541,418,2858,40,15,44,31,16,119,596,167,1025,156,1005,178,954,143,843,177,1603,586,1656,427,1664,465,895,161,843,177,1641,492.7,1168.2,287.4
49049EM0007,UT,Utah County,EM0007,4154,225,3766,11,5,17,9,8,113,2191,110,2003,7,1,13,8,2,47,493.6,58.1,703.3,49.2,662.9,68,616,56.3,653.2,73.5,1579.1,274.6,1366.4,193.3,1482.6,224.8,619,57.9,653.2,73.5,1476,230.9,944.6,124.7
49049EM0008,UT,Utah County,EM0008,7079,855,5616,65,19,94,94,44,292,3706,441,2971,38,12,61,49,25,109,487.8,121.7,830.3,122.6,817.2,127.7,780.8,98.6,763.5,190,1828,675.2,1905.8,499.5,1906.6,546.7,729,117.6,763.5,190,1880.1,573.8,1165,297.7
49049EM0009,UT,Utah County,EM0009,491,40,411,2,4,0,0,0,34,300,19,261,0,4,0,0,0,16,56,4.6,85.3,9.8,76.2,13,76.8,8.5,51.4,3.9,105.5,14.3,103.5,7.8,100.3,13,73.6,9,51.4,3.9,103.1,11.7,81.9,9.4
49049EM005A,UT,Utah County,EM005A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9,54.1,331.3,51,324.7,52.3,303.9,49.5,257.4,56,496.2,160.4,518.1,117.7,505,132.4,289.9,51.7,257.4,56,506.4,136.8,367.1,84.2
49049ER0001,UT,Utah County,ER0001,3311,168,2956,13,3,18,20,11,122,1940,92,1763,4,3,12,7,5,54,532.2,47,740.5,42.2,695.7,61,675.7,48,830.1,71,1285.2,256.7,1311,163,1308,202.7,661,49.6,830.1,71,1301.4,207.5,922.3,111.5
49049ER0002,UT,Utah County,ER0002,1325,61,1218,3,3,9,7,0,24,894,37,839,2,3,5,6,0,2,348,40.9,475.2,42.7,451.1,48.6,439.1,39.8,419.8,44.6,628.4,107.7,645.1,67.2,627.8,86.8,428.4,43,419.8,44.6,633.8,87.2,504.3,59.8
49049ER001S,UT,Utah County,ER001S,63,5,55,0,0,1,0,0,2,37,3,33,0,0,1,0,0,0,0.8,0,1.5,0.8,2.3,0,2.3,0,3.8,0,33.8,2.3,33,0,30,2.3,1.7,0.2,3.8,0,32.3,1.5,13.4,0.7
49049FF0001,UT,Utah County,FF0001,160,10,146,0,0,0,1,1,2,118,8,109,0,0,0,1,0,0,63.4,16.6,87.7,16.5,84.1,19,79.1,14.9,55.8,19,124.6,24.1,120.9,20,114.8,24.4,78.6,16.7,55.8,19,120.1,22.8,91.3,19.3
49049FF000U,UT,Utah County,FF000U,33,9,24,0,0,0,0,0,0,32,9,23,0,0,0,0,0,0,5.2,1.2,6.8,1,6.1,1.1,6.4,0.9,5.4,1.5,9.1,2.2,8.9,2.1,8.5,2.2,6.1,1.1,5.4,1.5,8.8,2.2,7,1.5
49049GE0001,UT,Utah County,GE0001,1548,92,1422,0,5,1,3,0,25,990,63,909,0,4,1,2,0,11,420.7,32,540,31.1,497.9,44.5,486.2,37.6,441,32.2,754.2,65.8,700.7,51.5,715.3,63.5,486.2,36.3,441,32.2,723.4,60.2,569.5,44.8
49049GO0001,UT,Utah County,GO0001,563,156,394,0,1,0,0,0,12,340,67,264,0,1,0,0,0,8,95,17,110,25,100,29,103,24,89,23,142,31,125,22,127,30,102,23.8,89,23,131.3,27.7,111.4,25.1
49049GO0002,UT,Utah County,GO0002,415,59,346,0,2,0,1,0,7,300,40,253,0,2,0,1,0,4,104,16,128.1,19,121,26,109,19,97,22,165.1,28,143.1,26,143.1,31,115.5,20,97,22,150.4,28.3,126.3,23.4
49049HI0001,UT,Utah County,HI0001,2211,84,2012,9,4,22,7,8,65,1312,54,1185,3,4,15,5,8,38,446.6,90.3,749.2,69.1,746.5,73.4,716.2,63,628.7,87.6,802.5,257.8,922.1,125.7,882.4,176.8,664.6,74,628.7,87.6,869,186.8,736.8,118
49049HI0002,UT,Utah County,HI0002,1631,80,1451,5,1,14,22,2,56,1156,35,1060,1,1,11,18,0,30,532,85,762,76,759,72,730,67,623,79,779,207,816,141,821,167,695.8,75,623,79,805.3,171.7,727.8,111.8
49049HI0003,UT,Utah County,HI0003,1650,58,1512,8,3,19,10,3,37,1055,31,975,7,1,16,6,1,18,352,50.8,515.5,41.1,509.8,38.7,482.4,44.3,485,52.4,612.9,166.7,661.2,101.5,641.9,130.5,464.9,43.7,485,52.4,638.7,132.9,532.6,78.2
49049HI0004,UT,Utah County,HI0004,1925,86,1686,5,8,37,17,4,82,1164,45,1046,1,0,31,6,4,31,426,78,628,63,617,61,595,57,600,65,803,227,883,121,850,171,566.5,64.8,600,65,845.3,173,675.2,105.4
49049HI0005,UT,Utah County,HI0005,2205,75,1985,2,6,19,2,12,104,1378,36,1261,1,3,15,2,5,55,482.7,117.3,740.9,103.6,742.7,98.2,683.6,103.6,618.3,95.6,782.7,241.8,862.7,159.1,805.5,206.4,662.5,105.7,618.3,95.6,817,202.4,714.9,140.7
49049HI0006,UT,Utah County,HI0006,2024,129,1785,4,3,29,2,5,67,1297,87,1156,2,1,20,1,4,26,569.2,64.2,870.7,60.1,822.6,78.1,798.5,60.1,589.3,83.2,853.1,228.6,911.3,133.4,905.2,180.4,765.3,65.6,589.3,83.2,889.9,180.8,790,111
49049HI0007,UT,Utah County,HI0007,1879,70,1710,12,0,10,14,4,59,1251,42,1164,2,0,8,6,1,28,496,81,759,81,735,82,720,75,655,100,856,212,862,143,868,185,677.5,79.8,655,100,862,180,743.9,119.9
49049HI0008,UT,Utah County,HI0008,2904,104,2588,8,4,53,7,7,133,1688,56,1526,3,3,41,1,7,51,449,97.2,710.5,66.1,707.5,57.3,671.6,61.2,713.4,99.1,1001,345,1132.2,190.5,1056.4,269.2,634.6,70.5,713.4,99.1,1063.2,268.2,805.2,148.2
49049HI0009,UT,Utah County,HI0009,2342,136,2066,8,4,29,5,8,86,1615,93,1436,7,4,15,4,8,48,454.5,97.8,712.5,78.4,695.7,95.3,666.1,81.8,752,101,892.1,202.4,908.1,142.5,914,172.9,632.2,88.3,752,101,904.8,172.6,749.4,121.5
49049HI0010,UT,Utah County,HI0010,618,41,545,5,3,4,1,2,17,372,27,331,5,3,2,0,0,4,214.7,29.3,312.4,22.2,309.6,23.8,290.1,27.9,251.4,35.2,364.8,102.7,401.9,63.5,383.2,71,281.7,25.8,251.4,35.2,383.3,79.1,316,47
49049LE0001,UT,Utah County,LE0001,2645,274,2172,6,7,30,8,14,134,1800,154,1536,1,2,16,3,13,75,596.4,124.9,878.2,120.4,859.6,145.2,809.7,112.5,575.8,164.8,829.4,310.5,889.9,225.9,861.7,260.2,786,125.8,575.8,164.8,860.3,265.5,787.6,183.1
49049LE0002,UT,Utah County,LE0002,2375,377,1864,21,10,8,14,1,80,1604,218,1306,8,10,7,6,1,48,421,85,659,86,617,127,583,100,504,127,704,239,736,171,707,204,570,99.5,504,127,715.7,204.7,616.4,142.4
49049LE0003,UT,Utah County,LE0003,2408,98,2184,13,4,17,18,1,73,1574,69,1435,8,4,14,13,1,30,506,120,846,108,805,142,776,113,682,108,906,281,961,184,918,221,733.2,120.8,682,108,928.3,228.7,800,159.6
49049LE0004,UT,Utah County,LE0004,3556,327,2979,18,13,22,32,7,158,1979,163,1683,8,10,16,17,5,77,415,106,693,108,692,113,657,90,613,141,1006,393,1137,279,1073,308,614.2,104.2,613,141,1072,326.7,785.7,192.2
49049LE0005,UT,Utah County,LE0005,2854,230,2488,5,14,21,9,2,85,1715,131,1521,4,12,6,5,1,35,466,114,727,129,700,146,686,119,640,131,920,307,951,217,962,242,644.8,127,640,131,944.3,255.3,756.5,175.6
49049LE0006,UT,Utah County,LE0006,2923,191,2529,7,8,56,31,22,79,1916,105,1702,0,6,41,7,21,34,645.1,121.5,986.2,112.3,965.6,122.2,909.8,113.5,801.6,111.5,1083.8,305.1,1144.2,205.7,1107,250.1,876.7,117.4,801.6,111.5,1111.7,253.6,955.4,167.7
49049LE0007,UT,Utah County,LE0007,1852,172,1515,11,3,28,15,4,104,1207,99,1036,3,1,20,11,0,37,370,82,602,96,575,111,549,97,495,106,659,216,678,155,673,173,524,96.5,495,106,670,181.3,575.1,129.5
49049LE0008,UT,Utah County,LE0008,4069,372,3377,25,8,58,15,10,204,2312,225,1920,9,8,48,15,8,79,580.9,125,899.9,117,889.9,124,857.9,106,786.9,137,1202.9,425,1292.9,291,1239.9,354,807.2,118,786.9,137,1245.2,356.6,968.9,209.9
49049LE0009,UT,Utah County,LE0009,1618,68,1453,7,4,28,16,1,41,1033,46,931,4,4,14,10,0,24,361.6,64.1,661.9,44.3,654.4,54.1,615.2,43.6,532.4,71.3,665.8,221.5,753.7,127.2,705.1,151.6,573.3,51.6,532.4,71.3,708.2,166.8,618.8,97.2
49049LE0010,UT,Utah County,LE0010,3092,120,2768,9,3,34,19,4,135,1992,64,1818,2,3,30,11,3,61,812.6,118.1,1304.5,105.4,1321.1,87,1240.6,101.6,1093.2,111.3,1434.7,370.6,1589.1,210.3,1522.1,285.7,1169.7,103,1093.2,111.3,1515.3,288.9,1289.7,173.8
49049LE0011,UT,Utah County,LE0011,3219,201,2877,2,6,27,16,5,85,1952,119,1751,1,3,24,5,3,46,609,127,946,119,918,141,902,110,779,141,1085,334,1157,230,1107,280,843.8,124.2,779,141,1116.3,281.3,937.9,185.2
49049LE0012,UT,Utah County,LE0012,4486,285,3884,15,10,112,14,6,160,2523,135,2204,6,9,79,14,3,73,604.1,141.9,1031.8,119.5,1042.7,116.5,988,107.2,930.7,144,1499,503.4,1687.7,332.7,1642.7,363.7,916.6,121.3,930.7,144,1609.8,400,1178.3,228.6
49049LE0013,UT,Utah County,LE0013,5203,641,3848,34,17,268,58,21,316,3561,409,2701,23,17,204,44,12,151,61.3,26.7,120.9,25.3,115.9,29,112.2,24.3,192.1,53.3,1044.4,610.7,1209.2,423.1,1159.7,444.8,102.6,26.3,192.1,53.3,1137.8,492.9,502,204.6
49049LE0014,UT,Utah County,LE0014,3448,484,2527,20,24,78,79,28,208,2026,284,1469,20,16,68,44,19,106,238.8,116.2,516.6,112,492.1,128.5,479.8,104,444.1,157.7,524.7,384.5,619.3,279.4,591.2,288.2,431.9,115.2,444.1,157.7,578.4,317.4,488.3,196.3
49049LE0015,UT,Utah County,LE0015,3232,334,2560,33,19,87,51,10,138,2058,229,1630,23,14,60,28,9,65,415.2,161.1,808.7,134.3,787.6,152.5,739,112.3,554.2,144.6,719.7,399.5,795.5,303,794.4,322.3,687.6,140.1,554.2,144.6,769.9,341.6,701.8,216.2
49049LE0016,UT,Utah County,LE0016,1460,104,1261,12,3,25,8,7,40,930,47,836,6,2,21,5,3,10,222.8,53.6,446.3,42.4,445.3,42.6,419.1,42.4,391.1,63.1,478.9,165.6,529.8,79,486.5,132.4,383.4,45.3,391.1,63.1,498.4,125.7,427.5,77.6
49049LE0017,UT,Utah County,LE0017,1813,112,1589,6,5,19,6,3,73,1100,65,976,1,3,15,1,0,39,369,62,589,52,579,57,560,44,469,75,664,232,758,145,706,181,524.2,53.8,469,75,709.3,186,586.8,106
49049LE0018,UT,Utah County,LE0018,3179,262,2388,33,9,247,56,21,163,2020,154,1532,23,9,185,34,14,69,181.3,63.3,290.8,55.6,283.3,62.5,274.3,49.4,515.9,141.3,777.1,405.5,827.3,303.8,822.9,311.3,257.4,57.7,515.9,141.3,809.1,340.2,496.6,174.1
49049LE0019,UT,Utah County,LE0019,4926,405,4194,29,18,94,32,4,150,2602,200,2251,10,8,57,18,1,57,491,107,813.7,113.7,804.3,107,774.2,84.4,730.1,137.9,1138.1,423.8,1268.2,251.2,1217.4,311.7,720.8,103,730.1,137.9,1207.9,328.9,904.6,192.1
49049LE001S,UT,Utah County,LE001S,10,3,7,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0.8,0,0,1,0.3,0.7,0.5,0.4
49049LE0021,UT,Utah County,LE0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2.7,7.7,2.5,7.5,2.6,7.3,2.2,5.4,2.8,8.1,6.9,9.4,5.1,8.6,5.8,6.9,2.5,5.4,2.8,8.7,5.9,7.4,3.8
49049LE0022,UT,Utah County,LE0022,1888,216,1565,2,4,13,10,0,78,1041,110,893,2,3,11,2,0,20,200.2,72.8,361.8,69.5,358.9,74.4,341.1,66.5,443,89,555,220,642,127,600,171,315.5,70.8,443,89,599,172.7,437.8,111.3
49049LE0023,UT,Utah County,LE0023,2958,234,2522,18,7,29,18,13,117,1582,124,1363,5,5,24,7,12,42,425.4,146.7,765.7,135.8,761.3,140.9,716.3,124.3,601,126,778.5,319.8,882.5,216.9,845.5,252.8,667.2,137,601,126,835.5,263.2,722,182.9
49049LE0024,UT,Utah County,LE0024,2932,297,2391,15,3,62,25,5,134,1771,170,1450,8,3,56,17,4,63,579.1,233.6,1112.3,223.7,1088.3,245.9,1043.1,211.8,594,161,741,457,893,298,854,334,955.7,228.7,594,161,829.3,363,863.1,270.6
49049LE0025,UT,Utah County,LE0025,3724,295,2750,38,9,394,28,33,177,2318,170,1695,28,8,304,17,19,77,203.7,58,324,50.6,314.8,55.9,305.2,44.1,407.1,113.1,841.2,421.5,914.4,299.4,909,324.7,286.9,52.2,407.1,113.1,888.2,348.5,527.4,170.9
49049LE0026,UT,Utah County,LE0026,3240,233,2819,13,8,28,20,5,114,1814,134,1584,9,6,23,8,2,48,282.5,84.2,479.8,78.5,474.8,84.6,446.8,73,667.9,115,945.8,326.2,1060.2,195.9,1014.4,254.6,421,80.1,667.9,115,1006.8,258.9,671.5,151.5
49049LE006S,UT,Utah County,LE006S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,1.2,0.1,1.2,0.1,0.5,0.7,0,0,0.7,0.2,0.7,0.1,0.7,0.1,0.8,0.2,0,0,0.7,0.2,0.7,0.2
49049LE020E,UT,Utah County,LE020E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,2.9,7.2,2.7,7,2.8,6.8,2.4,5.8,3,26.8,17.1,30,12.6,28.7,13.7,6.4,2.7,5.8,3,28.5,14.4,14.6,7.1
49049LE020I,UT,Utah County,LE020I,3050,260,2386,19,20,123,67,26,149,1705,155,1319,12,7,93,42,11,66,777.3,257.8,1244,226.1,1210.9,252.9,1172.7,199.9,405.4,110.1,543.8,291.3,597.5,214.1,587.2,225.1,1101.2,234.2,405.4,110.1,576.2,243.5,817.3,222.2
49049LE020W,UT,Utah County,LE020W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.7,100.2,206.2,73.6,202.7,77.4,0,0,0,0,198.9,83.7,74.6,31.4
49049LI0001,UT,Utah County,LI0001,3984,440,3260,3,15,67,61,8,130,2660,273,2215,2,15,45,35,5,70,835.4,132.5,1180.6,114.8,1148.9,156.3,1099.9,125.6,976.7,159,1493.8,420.6,1560.2,282,1546.3,332.1,1066.2,132.3,976.7,159,1533.4,344.9,1230.2,215.4
