GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two
54069000143,WV,Ohio County,000143,1327,23,1241,11,2,4,0,5,41,1084,14,1025,8,2,4,0,5,26
54069000146,WV,Ohio County,000146,1731,22,1581,28,4,28,1,2,65,1352,14,1239,18,4,24,1,2,50
54069000148,WV,Ohio County,000148,1157,5,1088,25,1,8,1,1,28,996,1,944,18,1,7,1,0,24
54069000158,WV,Ohio County,000158,1847,25,1658,66,5,20,0,14,59,1692,21,1527,61,4,20,0,14,45
54069000161,WV,Ohio County,000161,1939,20,1825,3,4,3,1,7,76,1506,17,1423,3,3,1,1,7,51
54071000001,WV,Pendleton County,000001,150,6,142,0,0,0,0,2,0,128,5,121,0,0,0,0,2,0
54071000002,WV,Pendleton County,000002,464,1,447,1,0,0,0,1,14,384,0,373,0,0,0,0,1,10
54071000003,WV,Pendleton County,000003,617,5,602,1,2,0,0,0,7,511,2,503,1,2,0,0,0,3
54071000005,WV,Pendleton County,000005,481,5,443,8,0,0,0,2,23,405,5,378,7,0,0,0,2,13
54071000006,WV,Pendleton County,000006,1050,7,980,37,1,0,0,6,19,874,6,815,32,1,0,0,6,14
54071000007,WV,Pendleton County,000007,648,3,628,7,1,0,0,1,8,539,3,520,7,1,0,0,1,7
54071000008,WV,Pendleton County,000008,662,1,622,6,2,0,0,1,30,562,0,530,4,2,0,0,1,25
54071000009,WV,Pendleton County,000009,289,8,273,0,1,0,0,0,7,229,6,219,0,1,0,0,0,3
54071000011,WV,Pendleton County,000011,546,8,511,12,0,0,0,0,15,465,7,435,11,0,0,0,0,12
54071000012,WV,Pendleton County,000012,439,5,417,5,0,0,0,0,12,351,4,331,5,0,0,0,0,11
54071000013,WV,Pendleton County,000013,188,2,180,1,0,0,0,0,5,154,1,150,0,0,0,0,0,3
54071000014,WV,Pendleton County,000014,458,4,446,2,0,0,0,0,6,383,1,374,2,0,0,0,0,6
54071000015,WV,Pendleton County,000015,151,2,144,1,0,0,2,0,2,117,2,115,0,0,0,0,0,0
54073000001,WV,Pleasants County,000001,804,1,780,3,0,0,0,0,20,650,1,632,3,0,0,0,0,14
54073000002,WV,Pleasants County,000002,875,15,811,4,3,4,0,0,38,710,7,670,3,3,3,0,0,24
54073000003,WV,Pleasants County,000003,356,0,347,0,0,0,0,0,9,275,0,270,0,0,0,0,0,5
54073000004,WV,Pleasants County,000004,415,0,388,1,4,2,0,1,19,324,0,305,0,3,0,0,1,15
54073000005,WV,Pleasants County,000005,583,5,547,3,0,0,0,0,28,475,3,450,1,0,0,0,0,21
54073000006,WV,Pleasants County,000006,1669,9,1555,70,2,5,0,4,24,1492,5,1396,69,2,0,0,4,16
54073000007,WV,Pleasants County,000007,330,1,309,2,1,0,0,0,17,262,0,246,0,1,0,0,0,15
54073000008,WV,Pleasants County,000008,421,5,393,3,2,2,0,1,15,317,2,297,3,2,1,0,1,11
54073000009,WV,Pleasants County,000009,1624,15,1535,6,10,4,0,3,51,1263,11,1192,5,10,4,0,2,39
54073000011,WV,Pleasants County,000011,576,12,550,3,0,0,0,1,10,447,8,427,1,0,0,0,1,10
54075000001,WV,Pocahontas County,000001,435,6,422,0,0,0,0,1,6,360,4,350,0,0,0,0,0,6
54075000002,WV,Pocahontas County,000002,472,1,458,1,0,0,0,1,11,382,1,370,1,0,0,0,0,10
54075000003,WV,Pocahontas County,000003,1195,15,1128,1,4,2,0,6,39,992,13,945,1,3,2,0,4,24
54075000004,WV,Pocahontas County,000004,231,5,207,3,2,0,0,0,14,183,2,167,3,1,0,0,0,10
54075000010,WV,Pocahontas County,000010,986,20,921,4,4,1,0,9,27,782,10,742,1,4,1,0,5,19
54075000012,WV,Pocahontas County,000012,657,13,629,3,2,3,0,1,6,563,8,541,3,2,3,0,1,5
54075000013,WV,Pocahontas County,000013,504,5,488,0,0,0,0,0,11,424,3,413,0,0,0,0,0,8
54075000015,WV,Pocahontas County,000015,400,6,369,3,0,3,0,2,17,336,5,314,1,0,3,0,2,11
54075000018,WV,Pocahontas County,000018,495,1,483,2,2,0,0,0,7,407,1,396,2,1,0,0,0,7
54075000021,WV,Pocahontas County,000021,297,7,284,0,0,0,0,0,6,238,3,232,0,0,0,0,0,3
54075000023,WV,Pocahontas County,000023,797,9,756,4,2,0,0,0,26,652,5,629,3,1,0,0,0,14
54075000026,WV,Pocahontas County,000026,189,2,185,0,0,0,0,0,2,164,1,161,0,0,0,0,0,2
54075000027,WV,Pocahontas County,000027,889,13,826,28,7,0,0,3,12,774,11,727,25,4,0,0,3,4
54075000029,WV,Pocahontas County,000029,322,4,299,2,0,0,0,2,15,266,1,248,2,0,0,0,2,13
54077000000,WV,Preston County,NA,34216,695,30348,2001,69,53,5,37,1008,27778,586,24396,1981,66,42,4,22,681
54079000001,WV,Putnam County,000001,1181,9,1122,5,3,1,0,4,37,938,7,889,5,3,0,0,4,30
54079000002,WV,Putnam County,000002,1248,25,1154,2,4,0,0,1,62,994,16,930,2,4,0,0,0,42
54079000004,WV,Putnam County,000004,1035,13,977,2,0,10,0,0,33,763,10,728,2,0,10,0,0,13
54079000006,WV,Putnam County,000006,3217,47,3005,27,5,22,0,6,105,2430,25,2292,20,5,14,0,3,71
54079000007,WV,Putnam County,000007,1193,34,1081,14,2,10,0,2,50,878,22,809,11,2,10,0,1,23
54079000008,WV,Putnam County,000008,1799,17,1673,34,3,9,0,9,54,1379,15,1295,26,3,8,0,6,26
54079000009,WV,Putnam County,000009,1379,32,1268,10,1,12,4,1,51,1051,20,976,6,1,10,4,1,33
54079000010,WV,Putnam County,000010,2867,33,2703,13,9,6,0,6,97,2254,16,2155,8,9,3,0,4,59
54079000011,WV,Putnam County,000011,989,10,867,18,2,24,0,4,64,765,6,679,15,2,23,0,1,39
54079000014,WV,Putnam County,000014,1275,4,1205,22,1,3,0,1,39,962,2,907,17,1,3,0,0,32
54079000015,WV,Putnam County,000015,961,12,926,7,0,0,0,1,15,745,9,722,2,0,0,0,0,12
54079000016,WV,Putnam County,000016,959,6,923,6,2,0,0,1,21,782,2,755,5,2,0,0,1,17
54079000017,WV,Putnam County,000017,1132,2,1094,0,1,0,0,5,30,935,1,906,0,0,0,0,0,28
54079000018,WV,Putnam County,000018,660,5,639,3,1,2,0,1,9,533,4,516,3,1,2,0,0,7
54079000019,WV,Putnam County,000019,325,1,313,4,0,0,0,1,6,246,1,239,1,0,0,0,1,4
54079000021,WV,Putnam County,000021,531,7,482,6,5,0,0,0,31,454,4,418,5,5,0,0,0,22
54079000022,WV,Putnam County,000022,873,42,755,15,6,0,0,3,52,705,27,623,15,6,0,0,0,34
54079000023,WV,Putnam County,000023,2077,35,1936,29,3,2,0,7,65,1606,20,1526,20,3,2,0,2,33
54079000025,WV,Putnam County,000025,2876,58,2652,23,4,43,0,3,93,2255,32,2109,21,4,35,0,3,51
54079000026,WV,Putnam County,000026,2459,34,2274,37,2,22,0,3,87,1857,23,1735,24,2,22,0,3,48
54079000027,WV,Putnam County,000027,3208,72,2891,27,7,84,0,9,118,2554,40,2332,21,4,69,0,4,84
54079000028,WV,Putnam County,000028,2620,35,2440,38,4,7,1,9,86,2015,23,1891,23,4,5,1,9,59
54079000029,WV,Putnam County,000029,4529,72,3989,141,2,84,1,26,214,3381,52,3041,85,1,66,1,17,118
54079000030,WV,Putnam County,000030,1647,16,1561,9,1,4,0,4,52,1242,10,1186,6,0,0,0,3,37
54079000031,WV,Putnam County,000031,1107,3,1066,10,1,1,0,0,26,895,3,863,5,1,1,0,0,22
54079000032,WV,Putnam County,000032,1334,23,1249,10,2,9,0,3,38,995,13,945,6,2,6,0,3,20
54079000033,WV,Putnam County,000033,1762,24,1629,15,0,20,0,3,71,1375,19,1283,13,0,12,0,3,45
54079000034,WV,Putnam County,000034,672,4,646,1,3,2,0,3,13,566,4,549,1,3,1,0,0,8
54079000035,WV,Putnam County,000035,308,2,286,1,0,2,0,0,17,261,1,244,1,0,2,0,0,13
54079000037,WV,Putnam County,000037,556,4,523,0,0,2,0,1,26,458,2,433,0,0,2,0,0,21
54079000038,WV,Putnam County,000038,869,4,844,0,0,0,0,1,20,681,4,660,0,0,0,0,0,17
54079000040,WV,Putnam County,000040,1542,16,1471,2,3,11,0,0,39,1192,10,1136,2,3,11,0,0,30
54079000041,WV,Putnam County,000041,1162,11,1066,17,1,26,0,7,34,891,8,821,14,1,21,0,4,22
54079000042,WV,Putnam County,000042,1787,29,1608,33,0,44,0,2,71,1295,19,1185,22,0,32,0,2,35
54079000043,WV,Putnam County,000043,3748,53,3383,49,1,92,1,17,152,2890,34,2636,41,0,66,1,16,96
54079000047,WV,Putnam County,000047,1300,13,1201,16,2,19,0,5,44,1029,10,965,13,1,13,0,4,23
54079000048,WV,Putnam County,000048,253,4,237,0,0,4,0,3,5,215,3,205,0,0,4,0,0,3
54081000000,WV,Raleigh County,NA,74591,1197,63510,5790,132,819,16,156,2971,59099,828,50805,4728,117,679,15,88,1839
54083000023,WV,Randolph County,000023,1558,19,1419,21,3,18,0,1,77,1274,9,1182,16,2,14,0,0,51
54083000024,WV,Randolph County,000024,502,12,424,10,4,6,0,4,42,398,10,343,10,0,4,0,3,28
54083000025,WV,Randolph County,000025,752,7,704,7,1,8,0,3,22,597,7,558,3,1,8,0,3,17
54083000027,WV,Randolph County,000027,809,5,729,41,4,3,0,0,27,653,3,602,21,3,2,0,0,22
54083000028,WV,Randolph County,000028,894,11,779,29,6,17,0,0,52,706,7,626,17,5,15,0,0,36
54083000030,WV,Randolph County,000030,946,15,860,27,4,1,0,5,34,765,11,701,22,4,0,0,5,22
54083000031,WV,Randolph County,000031,1043,36,922,42,2,10,1,2,28,911,28,810,37,2,10,1,1,22
54083000075,WV,Randolph County,000075,297,7,276,0,0,0,0,0,14,278,5,265,0,0,0,0,0,8
54083000080,WV,Randolph County,000080,1090,19,1012,4,1,3,0,11,40,870,11,812,4,1,0,0,10,32
54083000085,WV,Randolph County,000085,1667,14,1575,6,0,8,0,4,60,1345,6,1282,5,0,8,0,2,42
54083000150,WV,Randolph County,000150,2610,29,2449,18,0,7,0,11,96,2140,26,2025,12,0,4,0,10,63
54083000155,WV,Randolph County,000155,1801,14,1726,10,1,8,0,4,38,1424,6,1377,7,1,6,0,2,25
54083000160,WV,Randolph County,000160,886,9,820,9,0,2,0,4,42,709,7,659,5,0,2,0,3,33
54083000165,WV,Randolph County,000165,1439,20,1362,0,3,1,0,2,51,1157,8,1110,0,3,1,0,2,33
54083000170,WV,Randolph County,000170,1038,10,964,15,1,0,0,1,47,845,4,792,15,1,0,0,1,32
54083000180,WV,Randolph County,000180,776,8,725,2,1,0,0,0,40,611,6,571,0,1,0,0,0,33
54083000185,WV,Randolph County,000185,697,8,667,0,2,0,0,3,17,558,3,546,0,2,0,0,1,6
54083000190,WV,Randolph County,000190,289,1,277,0,2,0,0,3,6,243,0,232,0,2,0,0,3,6
54083000200,WV,Randolph County,000200,950,5,916,1,5,0,0,2,21,797,4,768,1,5,0,0,2,17
54083000205,WV,Randolph County,000205,5303,41,4957,177,12,3,0,13,100,4388,25,4098,173,11,1,0,12,68
54083000215,WV,Randolph County,000215,666,1,648,1,0,0,0,6,10,565,1,550,1,0,0,0,6,7
54083000220,WV,Randolph County,000220,254,3,233,1,1,1,0,0,15,210,3,196,1,1,1,0,0,8
54083000225,WV,Randolph County,000225,1396,16,1323,3,3,0,0,6,45,1074,10,1026,2,3,0,0,1,32
5408300028A,WV,Randolph County,00028A,269,2,266,0,0,0,0,0,1,228,0,227,0,0,0,0,0,1
54085000001,WV,Ritchie County,000001,731,4,709,0,0,1,0,0,17,580,2,571,0,0,1,0,0,6
54085000002,WV,Ritchie County,000002,639,5,611,1,0,2,2,0,18,504,1,483,1,0,2,2,0,15
54085000003,WV,Ritchie County,000003,616,0,595,1,0,0,0,0,20,482,0,464,1,0,0,0,0,17
54085000004,WV,Ritchie County,000004,812,11,775,1,0,2,0,3,20,628,8,599,1,0,2,0,3,15
54085000005,WV,Ritchie County,000005,593,4,569,1,4,1,1,0,13,490,3,468,1,4,1,1,0,12
54085000006,WV,Ritchie County,000006,599,5,580,0,1,1,0,0,12,491,4,474,0,1,1,0,0,11
54085000007,WV,Ritchie County,000007,367,3,354,0,0,0,0,0,10,306,2,294,0,0,0,0,0,10
54085000008,WV,Ritchie County,000008,710,5,689,3,0,0,0,0,13,601,3,585,3,0,0,0,0,10
54085000009,WV,Ritchie County,000009,329,3,322,0,0,0,0,0,4,263,2,257,0,0,0,0,0,4
54085000010,WV,Ritchie County,000010,903,8,852,3,0,8,2,3,27,733,6,693,3,0,5,2,3,21
54085000011,WV,Ritchie County,000011,427,11,393,1,1,0,1,1,19,353,2,333,1,1,0,1,1,14
54085000012,WV,Ritchie County,000012,734,10,712,1,0,2,1,0,8,577,9,560,1,0,2,1,0,4
54085000013,WV,Ritchie County,000013,298,1,292,1,0,2,0,0,2,238,1,234,1,0,2,0,0,0
54085000014,WV,Ritchie County,000014,456,8,442,3,0,0,0,1,2,370,0,364,3,0,0,0,1,2
54085000015,WV,Ritchie County,000015,230,2,221,0,0,0,0,0,7,197,1,191,0,0,0,0,0,5
54087000001,WV,Roane County,000001,730,4,687,0,1,0,0,0,38,595,3,567,0,1,0,0,0,24
54087000004,WV,Roane County,000004,466,4,443,0,2,0,0,0,17,394,1,377,0,2,0,0,0,14
54087000005,WV,Roane County,000005,1700,16,1611,2,8,2,0,0,61,1346,4,1286,2,7,2,0,0,45
54087000007,WV,Roane County,000007,502,2,476,1,2,0,0,0,21,401,0,382,1,2,0,0,0,16
54087000010,WV,Roane County,000010,623,4,597,6,1,0,0,0,15,491,0,474,4,1,0,0,0,12
54087000012,WV,Roane County,000012,906,9,851,0,2,5,0,0,39,742,9,700,0,1,5,0,0,27
54087000015,WV,Roane County,000015,313,7,297,1,2,0,0,0,6,242,4,229,1,2,0,0,0,6
54087000016,WV,Roane County,000016,549,6,519,1,1,0,0,0,22,440,6,415,1,1,0,0,0,17
54087000019,WV,Roane County,000019,474,5,438,0,1,4,0,1,25,361,4,331,0,1,4,0,1,20
54087000020,WV,Roane County,000020,573,12,526,5,1,6,0,0,23,490,9,456,3,1,4,0,0,17
54087000021,WV,Roane County,000021,1005,10,948,2,0,2,0,8,35,789,6,750,1,0,1,0,6,25
54087000022,WV,Roane County,000022,1321,16,1251,3,5,0,0,0,46,1040,13,987,0,4,0,0,0,36
54087000023,WV,Roane County,000023,935,18,885,5,2,5,0,0,20,762,6,730,4,2,5,0,0,15
54087000025,WV,Roane County,000025,1097,16,1034,4,0,1,0,0,42,845,5,814,1,0,1,0,0,24
54087000028,WV,Roane County,000028,926,12,869,1,0,10,0,0,34,731,10,692,0,0,6,0,0,23
54087000029,WV,Roane County,000029,241,0,230,0,0,0,0,0,11,180,0,176,0,0,0,0,0,4
54087000030,WV,Roane County,000030,853,4,802,0,0,2,0,0,45,649,3,607,0,0,2,0,0,37
54087000032,WV,Roane County,000032,814,7,767,4,0,1,0,0,35,639,1,606,2,0,1,0,0,29
54089000001,WV,Summers County,000001,864,9,813,8,1,2,0,2,29,672,2,636,6,1,1,0,1,25
54089000004,WV,Summers County,000004,850,6,773,26,3,0,0,1,41,650,4,592,24,3,0,0,0,27
54089000007,WV,Summers County,000007,348,13,292,19,1,0,0,2,21,275,10,235,15,1,0,0,0,14
54089000009,WV,Summers County,000009,223,7,171,16,0,3,0,2,24,191,7,147,15,0,3,0,1,18
54089000011,WV,Summers County,000011,941,6,871,13,2,5,0,2,42,785,4,738,11,2,5,0,0,25
54089000012,WV,Summers County,000012,669,4,649,0,3,0,0,2,11,553,0,541,0,2,0,0,0,10
54089000013,WV,Summers County,000013,568,6,524,6,0,1,0,0,31,465,3,428,6,0,1,0,0,27
54089000015,WV,Summers County,000015,829,6,793,1,1,0,0,1,27,683,6,656,1,0,0,0,0,20
54089000017,WV,Summers County,000017,379,6,359,0,1,0,0,2,11,313,6,296,0,1,0,0,0,10
54089000022,WV,Summers County,000022,802,0,779,3,4,0,0,0,16,646,0,626,3,4,0,0,0,13
54089000023,WV,Summers County,000023,896,12,831,1,2,3,0,1,46,717,5,673,0,1,0,0,0,38
54089000026,WV,Summers County,000026,548,3,498,10,3,2,0,0,32,453,0,425,6,3,2,0,0,17
54089000027,WV,Summers County,000027,1053,20,981,0,5,0,0,1,46,851,15,807,0,3,0,0,0,26
54089000030,WV,Summers County,000030,2125,73,1696,287,5,16,0,5,43,1931,72,1524,285,5,16,0,4,25
54089000032,WV,Summers County,000032,864,14,793,10,2,1,0,0,44,692,10,639,10,2,0,0,0,31
54091000001,WV,Taylor County,000001,2390,34,2224,9,2,8,0,0,113,1905,21,1780,9,2,8,0,0,85
54091000002,WV,Taylor County,000002,1333,18,1252,6,1,0,0,0,56,1025,13,960,6,1,0,0,0,45
54091000003,WV,Taylor County,000003,1119,16,1034,4,1,5,0,0,59,914,15,841,4,1,5,0,0,48
54091000004,WV,Taylor County,000004,933,10,863,40,4,1,0,1,14,789,8,728,40,4,0,0,1,8
54091000006,WV,Taylor County,000006,356,2,332,3,1,0,0,3,15,300,2,286,0,1,0,0,2,9
54091000009,WV,Taylor County,000009,523,4,500,0,0,0,0,4,15,409,3,391,0,0,0,0,4,11
54091000010,WV,Taylor County,000010,1566,8,1486,1,0,7,0,3,61,1267,5,1211,1,0,7,0,1,42
54091000011,WV,Taylor County,000011,250,2,242,1,0,0,0,1,4,188,2,184,0,0,0,0,0,2
54091000012,WV,Taylor County,000012,956,5,913,3,0,3,0,0,32,793,3,757,3,0,3,0,0,27
54091000014,WV,Taylor County,000014,1003,12,922,7,0,2,0,6,54,749,5,702,3,0,2,0,6,31
54091000017,WV,Taylor County,000017,1031,4,986,3,3,2,0,1,32,794,4,756,1,2,2,0,1,28
54091000019,WV,Taylor County,000019,1133,9,1063,8,4,0,0,1,48,893,7,840,6,2,0,0,1,37
54091000023,WV,Taylor County,000023,419,8,372,11,1,2,0,1,24,317,5,288,9,1,2,0,0,12
54091000025,WV,Taylor County,000025,701,6,646,3,0,4,0,0,42,542,5,502,3,0,4,0,0,28
54091000026,WV,Taylor County,000026,436,12,400,5,0,0,0,0,19,330,6,317,1,0,0,0,0,6
54091000029,WV,Taylor County,000029,310,10,281,1,0,0,0,0,18,267,6,251,1,0,0,0,0,9
54091000031,WV,Taylor County,000031,950,13,879,5,2,4,0,1,46,732,6,690,2,2,4,0,0,28
54091000036,WV,Taylor County,000036,1296,6,1241,2,0,3,0,0,44,1049,4,1004,2,0,3,0,0,36
54093000001,WV,Tucker County,000001,87,0,83,0,0,1,0,0,3,71,0,68,0,0,1,0,0,2
54093000002,WV,Tucker County,000002,1034,4,997,1,1,0,1,0,30,830,3,807,1,1,0,1,0,17
54093000003,WV,Tucker County,000003,761,6,710,3,0,1,0,5,36,603,5,571,0,0,1,0,2,24
54093000004,WV,Tucker County,000004,584,9,544,3,2,0,0,4,22,463,9,438,0,1,0,0,2,13
54093000005,WV,Tucker County,000005,925,10,878,3,0,0,0,1,33,742,7,717,0,0,0,0,0,18
54093000010,WV,Tucker County,000010,231,0,224,0,0,0,0,0,7,184,0,178,0,0,0,0,0,6
54093000012,WV,Tucker County,000012,710,7,676,3,0,0,0,0,24,575,5,552,1,0,0,0,0,17
54093000014,WV,Tucker County,000014,227,0,215,2,0,0,0,0,10,189,0,183,1,0,0,0,0,5
54093000015,WV,Tucker County,000015,711,13,668,4,0,4,0,0,22,619,8,591,1,0,4,0,0,15
54093000016,WV,Tucker County,000016,806,5,776,0,0,0,0,0,25,670,3,645,0,0,0,0,0,22
54093000024,WV,Tucker County,000024,686,2,661,1,1,0,0,0,21,544,1,527,0,1,0,0,0,15
54095000001,WV,Tyler County,000001,503,7,483,0,0,0,0,0,13,440,7,424,0,0,0,0,0,9
54095000002,WV,Tyler County,000002,431,0,422,0,0,1,0,0,8,361,0,354,0,0,1,0,0,6
54095000003,WV,Tyler County,000003,717,0,698,0,2,0,0,0,17,544,0,531,0,2,0,0,0,11
54095000004,WV,Tyler County,000004,1315,0,1289,2,6,0,0,2,16,1088,0,1069,0,6,0,0,2,11
54095000005,WV,Tyler County,000005,1180,20,1111,0,0,2,0,9,38,903,14,854,0,0,2,0,8,25
54095000006,WV,Tyler County,000006,857,1,815,1,1,0,0,0,39,691,0,667,1,1,0,0,0,22
54095000007,WV,Tyler County,000007,284,2,270,0,3,0,0,0,9,229,2,215,0,3,0,0,0,9
54095000008,WV,Tyler County,000008,1020,11,963,0,1,0,0,1,44,777,7,746,0,1,0,0,1,22
54095000009,WV,Tyler County,000009,434,2,419,0,1,0,0,0,12,327,2,315,0,1,0,0,0,9
54095000010,WV,Tyler County,000010,400,1,390,0,1,0,0,0,8,306,1,300,0,1,0,0,0,4
54095000011,WV,Tyler County,000011,895,8,833,1,0,0,0,1,52,739,7,686,0,0,0,0,1,45
54095000012,WV,Tyler County,000012,277,1,271,0,0,0,0,0,5,234,1,228,0,0,0,0,0,5
54097000004,WV,Upshur County,000004,865,4,840,0,0,0,0,3,18,701,4,676,0,0,0,0,3,18
54097000006,WV,Upshur County,000006,986,11,948,1,0,0,0,1,25,782,4,755,1,0,0,0,1,21
54097000007,WV,Upshur County,000007,265,0,264,0,0,0,0,0,1,208,0,207,0,0,0,0,0,1
54097000008,WV,Upshur County,000008,626,10,588,10,1,6,0,1,10,533,6,503,8,1,6,0,1,8
54097000009,WV,Upshur County,000009,904,21,826,9,4,9,1,0,34,724,10,671,6,4,9,1,0,23
54097000012,WV,Upshur County,000012,758,13,689,12,0,2,0,0,42,622,9,573,10,0,2,0,0,28
54097000014,WV,Upshur County,000014,2902,92,2523,124,15,34,2,3,109,2427,68,2128,121,15,26,2,3,64
54097000016,WV,Upshur County,000016,1049,12,984,6,0,1,0,0,46,809,10,770,5,0,1,0,0,23
54097000018,WV,Upshur County,000018,1116,22,1050,7,2,2,0,1,32,886,14,840,6,2,2,0,1,21
54097000019,WV,Upshur County,000019,941,11,871,11,0,4,1,3,40,752,9,700,8,0,4,1,3,27
54097000020,WV,Upshur County,000020,1328,10,1260,3,2,4,0,0,49,1048,6,997,2,0,4,0,0,39
54097000025,WV,Upshur County,000025,902,4,862,1,0,3,1,3,28,680,3,648,1,0,3,1,3,21
54097000027,WV,Upshur County,000027,1847,15,1745,2,6,1,0,5,73,1404,7,1323,1,6,1,0,5,61
54097000033,WV,Upshur County,000033,1529,13,1422,5,3,2,0,0,84,1171,9,1108,0,1,2,0,0,51
54097000035,WV,Upshur County,000035,589,7,570,0,0,3,0,0,9,480,7,466,0,0,3,0,0,4
54097000037,WV,Upshur County,000037,1890,18,1809,9,0,1,0,1,52,1449,12,1397,7,0,1,0,1,31
54097000038,WV,Upshur County,000038,908,12,862,6,0,3,0,4,21,702,7,667,2,0,3,0,4,19
54097000039,WV,Upshur County,000039,1220,22,1134,4,1,8,0,1,50,975,17,910,3,1,8,0,1,35
54097000044,WV,Upshur County,000044,994,6,972,1,0,0,0,0,15,787,6,767,1,0,0,0,0,13
54097000047,WV,Upshur County,000047,1572,6,1537,0,2,4,0,0,23,1211,4,1183,0,2,4,0,0,18
54097054073,WV,Upshur County,054073,625,7,593,0,1,0,0,2,22,498,5,471,0,1,0,0,2,19
54099000001,WV,Wayne County,000001,1608,2,1562,3,1,0,0,2,38,1223,1,1195,0,1,0,0,0,26
54099000003,WV,Wayne County,000003,1269,7,1232,2,0,0,0,1,27,962,4,932,2,0,0,0,1,23
54099000005,WV,Wayne County,000005,1256,8,1210,0,0,5,0,0,33,915,5,887,0,0,2,0,0,21
54099000006,WV,Wayne County,000006,675,0,662,1,0,0,0,1,11,516,0,504,1,0,0,0,1,10
54099000011,WV,Wayne County,000011,715,24,655,8,1,1,0,3,23,560,11,523,7,1,1,0,3,14
54099000012,WV,Wayne County,000012,788,18,738,4,0,0,1,0,27,610,7,588,4,0,0,0,0,11
54099000013,WV,Wayne County,000013,1291,11,1226,6,3,1,0,4,40,1003,8,967,3,3,1,0,4,17
54099000014,WV,Wayne County,000014,1848,14,1787,3,4,2,0,4,34,1392,7,1349,2,4,2,0,3,25
54099000016,WV,Wayne County,000016,658,2,624,2,2,1,0,0,27,517,1,493,0,2,1,0,0,20
54099000017,WV,Wayne County,000017,1112,6,1065,3,1,3,0,1,33,868,6,833,3,1,2,0,0,23
54099000018,WV,Wayne County,000018,893,3,860,1,0,3,0,0,26,698,3,674,0,0,3,0,0,18
54099000019,WV,Wayne County,000019,1480,10,1412,11,1,1,0,3,42,1169,4,1128,6,1,0,0,3,27
54099000020,WV,Wayne County,000020,972,13,938,2,0,3,0,0,16,773,12,742,2,0,3,0,0,14
54099000021,WV,Wayne County,000021,724,3,696,4,2,1,0,0,18,598,3,576,4,2,1,0,0,12
54099000022,WV,Wayne County,000022,915,6,883,3,1,4,0,0,18,741,4,714,3,1,4,0,0,15
54099000030,WV,Wayne County,000030,772,6,739,1,0,0,2,1,23,604,3,576,1,0,0,2,1,21
54099000031,WV,Wayne County,000031,1231,12,1201,3,0,0,0,4,11,872,4,856,3,0,0,0,1,8
54099000034,WV,Wayne County,000034,666,4,653,1,0,0,0,3,5,500,2,494,1,0,0,0,0,3
54099000036,WV,Wayne County,000036,878,0,857,0,0,1,0,1,19,722,0,707,0,0,0,0,1,14
54099000037,WV,Wayne County,000037,886,1,861,0,0,0,0,1,23,688,1,670,0,0,0,0,0,17
54099000038,WV,Wayne County,000038,164,0,160,0,0,2,0,0,2,129,0,126,0,0,2,0,0,1
54099000041,WV,Wayne County,000041,833,5,795,4,3,1,0,1,24,645,2,615,2,3,1,0,0,22
54099000042,WV,Wayne County,000042,514,1,496,0,0,0,1,1,15,419,1,409,0,0,0,1,1,7
54099000045,WV,Wayne County,000045,899,9,865,3,1,0,0,1,20,693,7,663,2,1,0,0,1,19
54099000048,WV,Wayne County,000048,1363,10,1303,1,0,0,0,0,49,1097,9,1052,1,0,0,0,0,35
54099000049,WV,Wayne County,000049,1511,12,1420,8,6,7,0,0,58,1229,11,1170,2,6,5,0,0,35
54099000050,WV,Wayne County,000050,1475,6,1446,1,0,0,0,2,20,1190,5,1173,0,0,0,0,2,10
54099000051,WV,Wayne County,000051,1019,4,962,7,0,1,0,2,43,800,3,758,3,0,0,0,2,34
54099000052,WV,Wayne County,000052,702,2,659,0,4,6,3,0,28,562,2,530,0,4,6,0,0,20
54099000053,WV,Wayne County,000053,1117,8,1070,4,0,3,0,6,26,886,6,856,0,0,3,0,4,17
54099000054,WV,Wayne County,000054,799,8,773,3,2,2,0,0,11,600,3,583,3,2,2,0,0,7
54099000056,WV,Wayne County,000056,1502,22,1388,20,6,5,1,2,58,1196,17,1115,15,6,3,1,2,37
54099000057,WV,Wayne County,000057,1195,15,1115,12,0,7,0,0,46,939,10,886,3,0,5,0,0,35
54099000059,WV,Wayne County,000059,1085,17,998,7,0,2,1,3,57,855,11,806,3,0,2,0,0,33
54099000060,WV,Wayne County,000060,1067,20,985,15,1,11,1,4,30,881,9,820,8,1,10,1,2,30
54099000061,WV,Wayne County,000061,901,10,843,2,1,0,0,5,40,713,9,674,1,1,0,0,5,23
54099000062,WV,Wayne County,000062,1417,19,1346,10,3,10,0,0,29,1106,11,1056,8,3,3,0,0,25
54099000063,WV,Wayne County,000063,782,1,714,13,10,0,0,0,44,638,1,598,9,10,0,0,0,20
54101000002,WV,Webster County,000002,711,2,678,3,5,3,0,0,20,571,1,546,3,4,3,0,0,14
54101000003,WV,Webster County,000003,689,5,664,0,1,1,0,0,18,537,4,520,0,0,1,0,0,12
54101000004,WV,Webster County,000004,583,6,562,1,1,0,0,0,13,465,1,450,1,1,0,0,0,12
