GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two
54001000001,WV,Barbour County,000001,681,8,652,0,0,1,0,0,20,501,3,479,0,0,1,0,0,18
54001000002,WV,Barbour County,000002,1715,16,1648,1,0,1,0,0,49,1339,6,1294,1,0,1,0,0,37
54001000003,WV,Barbour County,000003,1327,10,1248,5,5,1,0,0,58,1037,6,978,4,5,1,0,0,43
54001000004,WV,Barbour County,000004,1607,9,1533,4,9,2,0,0,50,1280,5,1228,3,9,2,0,0,33
54001000007,WV,Barbour County,000007,1308,32,1171,16,8,7,0,3,71,1090,25,987,13,8,6,0,3,48
54001000008,WV,Barbour County,000008,1245,11,1185,2,4,0,0,0,43,975,8,927,2,4,0,0,0,34
54001000009,WV,Barbour County,000009,521,3,494,0,2,0,0,0,22,428,2,409,0,2,0,0,0,15
54001000010,WV,Barbour County,000010,532,1,507,0,0,2,0,0,22,436,1,415,0,0,0,0,0,20
54001000011,WV,Barbour County,000011,1182,68,844,204,0,9,0,3,54,1040,61,734,203,0,8,0,1,33
54001000012,WV,Barbour County,000012,998,4,968,2,0,1,0,1,22,839,3,817,0,0,1,0,1,17
54001000013,WV,Barbour County,000013,1164,9,1095,10,3,6,0,3,38,912,8,871,10,3,3,0,2,15
54001000014,WV,Barbour County,000014,504,2,495,1,0,0,0,0,6,387,2,381,0,0,0,0,0,4
54001000015,WV,Barbour County,000015,330,0,305,6,2,0,0,0,17,247,0,228,6,0,0,0,0,13
54001000016,WV,Barbour County,000016,532,3,511,1,1,1,0,0,15,397,0,387,1,0,1,0,0,8
5400100005a,WV,Barbour County,00005a,1385,11,1302,7,2,1,0,0,62,1076,6,1027,1,1,0,0,0,41
5400100006A,WV,Barbour County,00006A,434,5,421,0,1,0,0,0,7,346,5,337,0,0,0,0,0,4
54003000001,WV,Berkeley County,000001,1328,99,925,173,1,10,0,6,114,1046,55,798,132,1,4,0,4,52
54003000002,WV,Berkeley County,000002,2206,165,1330,414,6,125,0,11,155,1642,113,1024,308,4,99,0,9,85
54003000005,WV,Berkeley County,000005,1219,117,873,113,3,22,0,2,89,947,66,733,84,2,15,0,0,47
54003000006,WV,Berkeley County,000006,1072,111,674,212,6,8,0,3,58,836,61,578,154,6,4,0,2,31
54003000007,WV,Berkeley County,000007,2293,205,1549,357,15,8,2,17,140,1795,125,1275,279,15,6,2,10,83
54003000008,WV,Berkeley County,000008,822,49,675,66,0,2,0,2,28,649,33,557,49,0,1,0,1,8
54003000009,WV,Berkeley County,000009,1687,57,1286,166,5,43,0,12,118,1345,28,1072,130,5,36,0,7,67
54003000010,WV,Berkeley County,000010,1704,135,1089,292,6,34,1,4,143,1311,88,909,214,4,28,1,0,67
54003000012,WV,Berkeley County,000012,1492,86,1164,115,6,14,0,3,104,1084,35,888,88,2,9,0,2,60
54003000013,WV,Berkeley County,000013,1922,61,1629,111,7,12,0,13,89,1459,43,1264,82,6,12,0,3,49
54003000014,WV,Berkeley County,000014,1397,88,854,307,3,18,0,6,121,1035,53,674,232,0,17,0,3,56
54003000015,WV,Berkeley County,000015,1459,128,901,259,4,13,1,6,147,1144,84,745,223,4,12,1,6,69
54003000016,WV,Berkeley County,000016,2704,149,1893,376,6,49,0,16,215,2006,79,1477,281,4,42,0,10,113
54003000017,WV,Berkeley County,000017,2601,186,1736,441,8,28,2,4,196,2022,112,1438,351,6,19,0,3,93
54003000018,WV,Berkeley County,000018,2651,230,1792,426,1,28,0,8,166,2189,144,1563,346,1,25,0,7,103
54003000019,WV,Berkeley County,000019,1413,27,1256,24,2,16,0,2,86,1087,10,996,20,2,13,0,2,44
54003000020,WV,Berkeley County,000020,1711,95,1412,52,10,24,2,8,108,1403,54,1194,42,10,20,2,6,75
54003000021,WV,Berkeley County,000021,2969,144,2530,110,8,30,0,2,145,2312,99,2015,91,6,21,0,1,79
54003000022,WV,Berkeley County,000022,640,17,564,16,0,16,0,1,26,521,5,468,14,0,16,0,1,17
54003000023,WV,Berkeley County,000023,2799,119,2166,276,2,44,1,8,183,2047,72,1619,209,2,39,1,3,102
54003000024,WV,Berkeley County,000024,2298,120,1771,239,9,13,0,13,133,1882,74,1491,211,5,11,0,10,80
54003000025,WV,Berkeley County,000025,440,7,397,17,0,6,0,1,12,360,3,334,12,0,6,0,1,4
54003000026,WV,Berkeley County,000026,1582,89,1316,64,2,13,0,14,84,1248,55,1061,56,1,12,0,8,55
54003000027,WV,Berkeley County,000027,1305,28,1168,28,3,8,2,3,65,1046,15,953,21,2,6,2,2,45
54003000028,WV,Berkeley County,000028,2582,167,1996,197,5,40,2,13,162,1959,94,1578,153,4,39,2,5,84
54003000029,WV,Berkeley County,000029,2807,151,2222,198,9,13,2,12,200,2208,91,1829,148,6,9,2,9,114
54003000030,WV,Berkeley County,000030,1464,68,1298,31,0,12,3,3,49,1179,43,1061,23,0,11,3,3,35
54003000032,WV,Berkeley County,000032,965,114,594,149,1,8,0,2,97,647,49,439,110,1,8,0,1,39
54003000034,WV,Berkeley County,000034,2622,206,2198,64,12,10,3,6,123,1997,145,1698,52,9,7,3,4,79
54003000035,WV,Berkeley County,000035,2261,109,1996,50,4,6,0,14,82,1705,66,1529,39,2,6,0,10,53
54003000036,WV,Berkeley County,000036,3476,164,2846,216,8,48,3,20,171,2567,117,2143,153,7,43,2,15,87
54003000038,WV,Berkeley County,000038,1026,30,904,34,0,24,0,0,34,787,20,702,26,0,21,0,0,18
54003000039,WV,Berkeley County,000039,1943,118,1533,99,2,44,2,2,143,1447,84,1161,88,0,37,2,1,74
54003000040,WV,Berkeley County,000040,1043,85,806,64,3,18,2,4,61,755,44,609,50,1,12,2,3,34
54003000041,WV,Berkeley County,000041,2448,73,2217,25,5,3,0,14,111,1862,41,1721,19,5,2,0,5,69
54003000042,WV,Berkeley County,000042,1460,27,1334,18,4,1,0,9,67,1147,12,1075,14,3,0,0,4,39
54003000043,WV,Berkeley County,000043,1900,93,1595,56,5,28,0,5,118,1468,66,1256,42,5,27,0,0,72
54003000044,WV,Berkeley County,000044,1127,49,932,37,4,13,1,3,88,838,33,717,25,4,7,1,2,49
54003000045,WV,Berkeley County,000045,1164,18,1064,17,1,9,0,4,51,926,10,853,17,1,9,0,4,32
54003000046,WV,Berkeley County,000046,1213,24,1104,6,0,7,0,2,70,962,8,902,3,0,7,0,2,40
54003000047,WV,Berkeley County,000047,1732,47,1596,13,7,1,0,7,61,1338,27,1243,13,5,1,0,7,42
54003000048,WV,Berkeley County,000048,2312,40,2108,33,9,11,2,13,96,1967,34,1803,25,9,8,2,10,76
54003000049,WV,Berkeley County,000049,661,18,567,6,11,9,0,3,47,536,15,466,4,6,8,0,2,35
54003000050,WV,Berkeley County,000050,2745,113,2165,242,5,59,1,20,140,2064,82,1665,168,5,44,0,15,85
54003000051,WV,Berkeley County,000051,2118,102,1791,81,4,28,1,4,107,1666,65,1441,63,3,23,1,3,67
54003000052,WV,Berkeley County,000052,2982,120,2478,180,5,37,0,17,145,2069,86,1763,119,5,20,0,8,68
54003000053,WV,Berkeley County,000053,2413,158,1790,252,7,6,0,10,190,1771,100,1343,205,7,5,0,5,106
54003000054,WV,Berkeley County,000054,1577,52,1421,47,3,3,0,3,48,1195,25,1095,32,3,3,0,0,37
54003000055,WV,Berkeley County,000055,2422,174,1945,123,0,39,0,5,136,1766,98,1466,94,0,29,0,3,76
54003000056,WV,Berkeley County,000056,907,93,620,131,7,8,0,8,40,698,54,506,99,2,7,0,6,24
54003000105,WV,Berkeley County,000105,2421,94,2019,150,6,12,1,12,127,1843,50,1594,116,4,10,1,11,57
54003000106,WV,Berkeley County,000106,1141,64,913,64,1,33,0,16,50,834,38,687,41,1,27,0,15,25
54003000107,WV,Berkeley County,000107,2510,280,1623,340,5,73,1,21,167,1907,172,1281,295,5,63,1,14,76
54003000108,WV,Berkeley County,000108,793,116,582,48,3,3,0,4,37,615,78,472,35,3,1,0,4,22
54003000110,WV,Berkeley County,000110,2288,167,1561,358,2,18,0,18,164,1717,112,1240,252,2,18,0,8,85
54003000111,WV,Berkeley County,000111,3401,177,2868,146,9,35,1,6,159,2567,103,2202,123,7,31,1,2,98
54003000112,WV,Berkeley County,000112,2499,210,1820,212,6,23,0,14,214,1881,132,1417,172,5,19,0,9,127
54003000113,WV,Berkeley County,000113,2195,117,1748,135,2,22,4,5,162,1620,70,1332,105,1,18,4,1,89
54003000114,WV,Berkeley County,000114,1884,137,1518,105,2,26,2,7,87,1440,98,1177,80,2,24,2,6,51
54003000115,WV,Berkeley County,000115,1313,87,1040,94,0,19,0,0,73,976,55,800,73,0,14,0,0,34
5400300011A,WV,Berkeley County,00011A,993,64,779,68,2,8,0,10,62,791,42,649,51,2,7,0,9,31
5400300018A,WV,Berkeley County,00018A,3270,262,2396,260,9,78,0,21,244,2307,147,1794,190,7,56,0,16,97
5400300022A,WV,Berkeley County,00022A,533,15,493,2,0,2,0,1,20,427,10,397,1,0,2,0,0,17
5400300043A,WV,Berkeley County,00043A,1760,42,1594,20,2,14,0,0,88,1394,29,1277,20,2,13,0,0,53
5400300046A,WV,Berkeley County,00046A,1926,36,1786,18,0,0,0,3,83,1514,17,1429,10,0,0,0,3,55
5400300051A,WV,Berkeley County,00051A,2065,100,1749,75,1,10,1,5,124,1578,49,1385,55,1,10,1,5,72
54005000001,WV,Boone County,000001,450,1,426,0,0,0,0,1,22,369,0,351,0,0,0,0,0,18
54005000002,WV,Boone County,000002,809,0,766,5,0,0,0,2,36,634,0,603,5,0,0,0,0,26
54005000003,WV,Boone County,000003,814,0,797,0,0,0,0,0,17,630,0,616,0,0,0,0,0,14
54005000004,WV,Boone County,000004,491,11,454,0,0,0,0,2,24,364,4,344,0,0,0,0,2,14
54005000005,WV,Boone County,000005,387,2,364,3,0,0,0,0,18,318,0,297,3,0,0,0,0,18
54005000007,WV,Boone County,000007,1340,9,1259,0,5,4,0,1,62,1026,7,975,0,5,3,0,0,36
54005000009,WV,Boone County,000009,592,0,578,2,0,0,0,0,12,459,0,449,2,0,0,0,0,8
54005000011,WV,Boone County,000011,307,0,305,0,0,1,0,0,1,252,0,251,0,0,1,0,0,0
54005000012,WV,Boone County,000012,1058,7,1007,19,0,3,0,2,20,861,7,817,19,0,2,0,0,16
54005000013,WV,Boone County,000013,824,5,741,27,0,6,0,0,45,633,4,571,27,0,4,0,0,27
54005000014,WV,Boone County,000014,1112,8,1052,2,6,0,0,3,41,896,6,854,1,6,0,0,1,28
54005000015,WV,Boone County,000015,1211,6,1170,4,2,0,0,0,29,993,5,956,4,2,0,0,0,26
54005000016,WV,Boone County,000016,239,5,214,0,0,1,0,0,19,190,5,173,0,0,0,0,0,12
54005000017,WV,Boone County,000017,705,4,670,14,0,0,0,0,17,551,4,536,0,0,0,0,0,11
54005000018,WV,Boone County,000018,299,3,284,0,0,1,0,0,11,245,1,234,0,0,1,0,0,9
54005000019,WV,Boone County,000019,676,0,632,5,3,15,0,0,21,536,0,501,5,3,7,0,0,20
54005000022,WV,Boone County,000022,931,4,907,0,1,0,0,0,19,697,4,680,0,1,0,0,0,12
54005000023,WV,Boone County,000023,838,10,788,0,0,0,1,1,38,649,10,606,0,0,0,1,1,31
54005000025,WV,Boone County,000025,1064,14,1012,4,2,1,0,0,31,850,6,814,2,2,0,0,0,26
54005000030,WV,Boone County,000030,950,6,907,10,0,1,1,0,25,770,5,739,2,0,1,1,0,22
54005000031,WV,Boone County,000031,625,9,601,3,0,0,0,1,11,469,4,452,2,0,0,0,1,10
54005000032,WV,Boone County,000032,665,1,649,0,7,1,0,0,7,499,1,486,0,6,1,0,0,5
54005000033,WV,Boone County,000033,469,0,456,1,0,0,0,0,12,391,0,380,1,0,0,0,0,10
54005000035,WV,Boone County,000035,189,0,179,0,2,0,0,0,8,163,0,154,0,1,0,0,0,8
54005000036,WV,Boone County,000036,404,2,387,4,1,0,0,0,10,322,1,308,2,1,0,0,0,10
54005000038,WV,Boone County,000038,283,7,265,0,2,0,0,0,9,227,2,218,0,2,0,0,0,5
54005000040,WV,Boone County,000040,311,2,302,0,0,0,0,0,7,241,2,233,0,0,0,0,0,6
54005000041,WV,Boone County,000041,361,1,339,4,2,1,0,0,14,297,1,281,4,2,1,0,0,8
54005000045,WV,Boone County,000045,908,4,851,3,3,0,0,3,44,745,3,703,3,3,0,0,3,30
54005000046,WV,Boone County,000046,504,5,470,3,0,0,0,0,26,409,2,383,3,0,0,0,0,21
54005000047,WV,Boone County,000047,176,1,169,1,0,0,0,0,5,135,1,133,1,0,0,0,0,0
54005000048,WV,Boone County,000048,169,0,155,0,1,0,0,2,11,120,0,114,0,1,0,0,0,5
54005000049,WV,Boone County,000049,345,3,330,0,0,0,0,0,12,273,2,265,0,0,0,0,0,6
54005000050,WV,Boone County,000050,252,0,235,0,0,0,0,0,17,199,0,183,0,0,0,0,0,16
54005000051,WV,Boone County,000051,302,2,290,2,0,0,0,0,8,255,2,245,2,0,0,0,0,6
54005000052,WV,Boone County,000052,385,0,369,0,2,0,0,0,14,311,0,295,0,2,0,0,0,14
54005000053,WV,Boone County,000053,364,1,332,19,0,1,0,0,11,287,0,262,19,0,1,0,0,5
54007000003,WV,Braxton County,000003,311,2,298,1,2,0,0,0,8,281,2,270,1,2,0,0,0,6
54007000006,WV,Braxton County,000006,337,1,322,2,0,0,0,0,12,255,0,246,2,0,0,0,0,7
54007000009,WV,Braxton County,000009,911,6,886,2,1,2,0,0,14,734,4,713,1,1,2,0,0,13
54007000013,WV,Braxton County,000013,481,1,464,2,1,0,0,0,13,369,1,357,2,1,0,0,0,8
54007000014,WV,Braxton County,000014,357,5,331,2,1,0,0,0,18,279,2,266,2,1,0,0,0,8
54007000015,WV,Braxton County,000015,543,5,518,0,2,0,2,0,16,452,0,438,0,2,0,2,0,10
54007000016,WV,Braxton County,000016,203,3,196,0,0,2,0,0,2,174,2,168,0,0,2,0,0,2
54007000019,WV,Braxton County,000019,2001,13,1918,26,0,2,3,7,32,1690,10,1626,26,0,2,3,6,17
54007000023,WV,Braxton County,000023,229,1,216,0,0,0,0,0,12,178,1,167,0,0,0,0,0,10
54007000024,WV,Braxton County,000024,537,5,493,6,1,3,0,1,28,441,1,410,5,1,3,0,1,20
54007000025,WV,Braxton County,000025,1000,8,960,0,1,3,0,0,28,777,5,753,0,1,3,0,0,15
54007000027,WV,Braxton County,000027,1653,7,1611,0,1,0,3,1,30,1373,7,1339,0,1,0,3,1,22
54007000028,WV,Braxton County,000028,735,1,714,2,0,3,1,4,10,566,1,550,2,0,3,1,4,5
54007000032,WV,Braxton County,000032,700,10,662,0,1,5,0,0,22,534,4,518,0,1,5,0,0,6
54007000036,WV,Braxton County,000036,536,6,513,1,0,1,0,0,15,442,6,422,1,0,1,0,0,12
54007000037,WV,Braxton County,000037,358,4,342,0,0,0,0,0,12,296,3,283,0,0,0,0,0,10
54007000038,WV,Braxton County,000038,696,2,671,3,5,0,0,0,15,554,2,534,2,5,0,0,0,11
54007000043,WV,Braxton County,000043,859,5,824,3,3,2,2,2,18,692,3,662,2,3,2,2,2,16
54009000000,WV,Brooke County,NA,22559,287,20792,365,36,55,0,70,954,18495,175,17276,303,32,50,0,43,616
54011000001,WV,Cabell County,000001,1965,29,1707,71,7,13,0,10,128,1516,19,1357,48,7,10,0,10,65
54011000002,WV,Cabell County,000002,964,26,797,56,4,2,0,5,74,716,13,618,34,4,2,0,3,42
54011000003,WV,Cabell County,000003,1747,29,1491,88,6,6,0,10,117,1400,23,1216,68,4,6,0,7,76
54011000004,WV,Cabell County,000004,785,3,741,16,0,0,0,0,25,626,3,596,12,0,0,0,0,15
54011000005,WV,Cabell County,000005,743,3,660,37,0,2,0,1,40,580,1,532,27,0,0,0,0,20
54011000006,WV,Cabell County,000006,1357,30,1125,103,3,12,1,4,79,1086,22,916,79,3,11,1,3,51
54011000007,WV,Cabell County,000007,2450,56,2043,165,7,61,1,11,106,2035,27,1751,121,6,56,1,6,67
54011000008,WV,Cabell County,000008,441,7,409,6,0,7,1,5,6,384,6,363,5,0,5,1,0,4
54011000009,WV,Cabell County,000009,1726,52,1386,150,8,30,0,4,96,1521,41,1238,133,8,25,0,4,72
54011000010,WV,Cabell County,000010,1157,35,844,162,3,19,0,11,83,974,27,743,131,3,14,0,9,47
54011000011,WV,Cabell County,000011,2625,80,1986,276,5,161,1,10,106,2511,71,1916,267,4,154,1,4,94
54011000012,WV,Cabell County,000012,1242,34,637,450,0,23,4,5,89,1003,21,551,353,0,16,4,5,53
54011000013,WV,Cabell County,000013,1375,42,1103,113,0,25,1,12,79,1148,30,942,86,0,24,1,9,56
54011000014,WV,Cabell County,000014,1738,31,1553,71,1,23,2,8,49,1452,25,1314,64,1,16,2,4,26
54011000016,WV,Cabell County,000016,905,17,292,509,4,2,0,11,70,698,12,218,424,4,2,0,5,33
54011000017,WV,Cabell County,000017,1070,7,767,220,4,4,0,2,66,888,7,655,185,4,4,0,1,32
54011000018,WV,Cabell County,000018,529,6,463,21,0,9,0,0,30,434,5,391,14,0,9,0,0,15
54011000019,WV,Cabell County,000019,2206,37,1861,173,10,28,2,2,93,2062,31,1756,165,10,27,2,2,69
54011000020,WV,Cabell County,000020,2061,78,1493,212,12,115,0,7,144,1814,62,1347,168,12,108,0,7,110
54011000021,WV,Cabell County,000021,1055,26,695,256,7,1,0,4,66,832,19,572,193,4,1,0,0,43
54011000022,WV,Cabell County,000022,1265,36,1074,51,2,24,0,3,75,966,30,832,37,2,20,0,2,43
54011000023,WV,Cabell County,000023,1380,32,1074,151,3,5,0,14,101,1069,22,875,110,3,5,0,5,49
54011000024,WV,Cabell County,000024,943,16,782,91,1,3,0,3,47,736,5,631,64,1,3,0,3,29
54011000025,WV,Cabell County,000025,804,9,718,38,0,3,0,3,33,645,8,584,32,0,0,0,1,20
54011000026,WV,Cabell County,000026,1313,20,1109,90,8,26,0,2,58,1121,20,963,73,5,23,0,2,35
54011000027,WV,Cabell County,000027,1007,26,857,48,7,7,2,4,56,828,17,706,42,7,7,2,4,43
54011000028,WV,Cabell County,000028,1613,29,1257,202,5,4,0,14,102,1248,17,1037,125,5,4,0,11,49
54011000029,WV,Cabell County,000029,827,17,755,6,3,8,0,3,35,651,15,595,5,3,4,0,2,27
54011000030,WV,Cabell County,000030,834,17,729,37,0,13,0,2,36,663,12,603,24,0,10,0,1,13
54011000031,WV,Cabell County,000031,1435,35,1253,40,1,28,0,5,73,1147,21,1014,30,1,23,0,3,55
54011000032,WV,Cabell County,000032,1108,25,1004,35,5,0,1,0,38,917,22,839,29,5,0,1,0,21
54011000033,WV,Cabell County,000033,1035,13,919,32,5,0,0,0,66,812,7,742,22,5,0,0,0,36
54011000035,WV,Cabell County,000035,1340,14,1212,29,4,11,1,3,66,1073,10,985,28,3,10,1,1,35
54011000036,WV,Cabell County,000036,1756,9,1688,8,0,2,0,5,44,1410,6,1363,7,0,2,0,4,28
54011000037,WV,Cabell County,000037,1209,18,1090,38,2,20,0,2,39,908,13,832,30,2,18,0,1,12
54011000038,WV,Cabell County,000038,902,37,699,89,0,13,0,8,56,695,28,577,59,0,10,0,1,20
54011000039,WV,Cabell County,000039,1544,24,1376,40,1,19,0,2,82,1243,12,1140,31,1,15,0,2,42
54011000040,WV,Cabell County,000040,1335,21,1159,45,1,66,0,2,41,1143,15,1006,30,1,58,0,2,31
54011000041,WV,Cabell County,000041,2578,45,2230,83,2,86,1,13,118,2032,32,1783,61,2,72,1,13,68
54011000042,WV,Cabell County,000042,1665,23,1478,39,0,60,0,11,54,1336,16,1205,33,0,51,0,8,23
54011000043,WV,Cabell County,000043,1275,12,1164,24,5,20,0,0,50,1084,5,994,17,5,20,0,0,43
54011000044,WV,Cabell County,000044,1066,50,868,34,1,39,0,1,73,848,33,709,25,1,33,0,0,47
54011000045,WV,Cabell County,000045,1303,8,1212,13,0,21,0,0,49,1062,3,1011,10,0,18,0,0,20
54011000046,WV,Cabell County,000046,2358,28,2069,42,4,92,0,10,113,1889,18,1701,28,0,69,0,10,63
54011000047,WV,Cabell County,000047,1024,29,922,10,2,13,0,0,48,797,23,728,6,2,13,0,0,25
54011000048,WV,Cabell County,000048,778,8,710,1,0,6,0,2,51,614,4,564,1,0,6,0,2,37
54011000049,WV,Cabell County,000049,2102,17,1998,7,4,2,0,0,74,1677,17,1599,7,3,1,0,0,50
54011000050,WV,Cabell County,000050,2684,20,2594,7,10,7,0,5,41,2056,15,1997,2,7,4,0,5,26
54011000051,WV,Cabell County,000051,1339,7,1290,6,0,0,0,0,36,1037,4,1003,5,0,0,0,0,25
54011000052,WV,Cabell County,000052,1371,24,1256,21,0,20,0,1,49,1104,14,1024,20,0,13,0,1,32
54011000053,WV,Cabell County,000053,1031,4,975,6,0,30,0,2,14,812,0,783,3,0,16,0,0,10
54011000054,WV,Cabell County,000054,2263,35,1978,129,1,10,0,13,97,1873,23,1675,112,1,6,0,11,45
54011000055,WV,Cabell County,000055,1730,7,1665,7,1,4,0,1,45,1408,4,1362,4,1,4,0,0,33
54011000056,WV,Cabell County,000056,870,8,830,4,4,4,0,0,20,691,6,660,4,4,0,0,0,17
54011000057,WV,Cabell County,000057,1002,13,957,0,3,4,0,0,25,810,12,771,0,2,0,0,0,25
54011000058,WV,Cabell County,000058,2377,28,2236,8,1,13,2,5,84,1877,18,1777,8,1,12,2,4,55
54011000059,WV,Cabell County,000059,1699,12,1631,8,3,18,0,2,25,1315,5,1277,3,2,13,0,2,13
54011000060,WV,Cabell County,000060,3461,22,3257,15,6,49,0,5,107,2688,20,2559,8,6,31,0,2,62
54011000061,WV,Cabell County,000061,2009,18,1891,4,2,6,0,2,86,1591,15,1503,2,2,6,0,2,61
54011000062,WV,Cabell County,000062,1820,12,1731,7,1,4,0,2,63,1462,7,1394,4,1,4,0,2,50
54011000063,WV,Cabell County,000063,1491,14,1411,10,1,5,0,4,46,1207,8,1154,8,1,5,0,2,29
54011000064,WV,Cabell County,000064,1048,22,978,8,1,5,0,5,29,816,13,770,7,1,5,0,3,17
54011000065,WV,Cabell County,000065,1135,10,1092,5,1,3,0,1,23,922,7,893,4,1,1,0,1,15
54011000066,WV,Cabell County,000066,1463,34,1378,3,3,11,0,4,30,1168,28,1105,2,3,11,0,1,18
54011007-02,WV,Cabell County,007-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54011034-01,WV,Cabell County,034-01,1184,18,1091,20,0,1,0,8,46,949,10,892,11,0,0,0,6,30
54011034-02,WV,Cabell County,034-02,433,8,395,5,0,0,0,4,21,333,3,308,2,0,0,0,4,16
54013000001,WV,Calhoun County,000001,630,10,609,1,1,1,0,0,8,525,8,513,0,1,1,0,0,2
54013000004,WV,Calhoun County,000004,694,4,671,1,2,0,0,0,16,552,2,534,0,2,0,0,0,14
54013000005,WV,Calhoun County,000005,601,4,568,4,0,4,0,0,21,477,4,450,2,0,4,0,0,17
54013000006,WV,Calhoun County,000006,494,8,465,3,2,2,0,0,14,374,3,355,2,2,2,0,0,10
54013000007,WV,Calhoun County,000007,548,7,520,1,2,1,0,0,17,447,4,426,1,2,1,0,0,13
54013000008,WV,Calhoun County,000008,499,2,489,0,0,0,0,0,8,421,2,411,0,0,0,0,0,8
54013000010,WV,Calhoun County,000010,876,4,847,0,1,2,0,1,21,708,4,686,0,1,2,0,0,15
54013000011,WV,Calhoun County,000011,517,4,476,0,4,1,0,1,31,430,3,402,0,4,1,0,0,20
54013000015,WV,Calhoun County,000015,651,2,621,2,0,1,2,0,23,500,0,484,2,0,1,0,0,13
54013000019,WV,Calhoun County,000019,719,3,710,1,0,0,0,0,5,575,1,568,1,0,0,0,0,5
54015000001,WV,Clay County,000001,384,2,370,1,1,0,0,0,10,321,1,309,0,1,0,0,0,10
54015000004,WV,Clay County,000004,489,2,463,0,0,3,0,0,21,375,1,356,0,0,1,0,0,17
54015000012,WV,Clay County,000012,396,5,367,0,0,4,0,0,20,283,3,265,0,0,4,0,0,11
54015000015,WV,Clay County,000015,408,3,385,0,0,1,0,0,19,310,2,292,0,0,1,0,0,15
54015000016,WV,Clay County,000016,763,2,731,0,1,0,0,0,29,583,1,567,0,1,0,0,0,14
54015000017,WV,Clay County,000017,934,7,887,2,2,1,0,1,34,725,1,696,0,2,0,0,0,26
54015000024,WV,Clay County,000024,641,7,619,1,4,1,0,0,9,515,3,501,1,4,1,0,0,5
54015000025,WV,Clay County,000025,750,4,711,0,4,0,0,0,31,610,4,579,0,4,0,0,0,23
54015000029,WV,Clay County,000029,565,1,551,1,0,0,0,0,12,446,0,434,0,0,0,0,0,12
54015000030,WV,Clay County,000030,579,2,544,4,7,0,0,0,22,467,1,440,2,7,0,0,0,17
54015000033,WV,Clay County,000033,742,10,700,0,8,0,0,0,24,588,7,555,0,8,0,0,0,18
54015000036,WV,Clay County,000036,820,5,775,2,0,2,0,0,36,640,5,608,1,0,2,0,0,24
54015000037,WV,Clay County,000037,580,2,548,0,2,1,0,0,27,457,2,430,0,2,1,0,0,22
54017000002,WV,Doddridge County,000002,1627,11,1468,110,2,2,0,8,26,1455,4,1313,110,2,2,0,5,19
54017000004,WV,Doddridge County,000004,190,1,183,0,0,0,0,0,6,156,1,150,0,0,0,0,0,5
54017000006,WV,Doddridge County,000006,606,8,573,2,1,3,0,0,19,489,4,465,1,1,2,0,0,16
54017000009,WV,Doddridge County,000009,979,12,888,57,1,1,0,2,18,860,12,774,56,1,1,0,1,15
54017000010,WV,Doddridge County,000010,686,14,650,0,1,1,0,2,18,532,10,507,0,1,1,0,0,13
54017000013,WV,Doddridge County,000013,686,2,654,0,8,3,0,0,19,518,0,497,0,8,2,0,0,11
54017000014,WV,Doddridge County,000014,307,6,289,0,0,0,0,0,12,255,5,239,0,0,0,0,0,11
54017000017,WV,Doddridge County,000017,618,5,597,2,0,0,0,0,14,510,3,494,0,0,0,0,0,13
54017000018,WV,Doddridge County,000018,272,0,261,0,1,2,0,0,8,215,0,207,0,1,2,0,0,5
54017000020,WV,Doddridge County,000020,794,11,739,1,0,1,0,3,39,605,6,566,0,0,1,0,0,32
54017000022,WV,Doddridge County,000022,415,2,394,0,1,2,0,0,16,334,1,321,0,1,2,0,0,9
54017000024,WV,Doddridge County,000024,628,5,594,2,0,0,0,0,27,495,3,473,1,0,0,0,0,18
54019000001,WV,Fayette County,000001,1746,16,1475,158,12,7,0,1,77,1323,10,1123,130,10,7,0,1,42
54019000004,WV,Fayette County,000004,1465,15,1378,18,4,3,0,0,47,1141,11,1073,15,4,2,0,0,36
54019000005,WV,Fayette County,000005,1003,11,850,67,3,1,0,5,66,780,6,662,61,3,1,0,3,44
54019000008,WV,Fayette County,000008,1229,17,1069,65,7,1,0,1,69,953,13,848,51,5,1,0,0,35
54019000009,WV,Fayette County,000009,1180,13,1021,62,4,12,0,9,59,912,9,801,55,4,11,0,1,31
54019000010,WV,Fayette County,000010,1421,41,1249,47,3,7,0,6,68,1103,30,984,34,3,4,0,6,42
54019000011,WV,Fayette County,000011,871,16,782,20,5,4,0,0,44,688,11,629,16,1,4,0,0,27
54019000012,WV,Fayette County,000012,1811,42,1604,56,2,7,0,1,99,1399,30,1246,47,1,7,0,0,68
54019000013,WV,Fayette County,000013,1234,13,1105,39,2,5,0,0,70,937,9,840,26,2,5,0,0,55
54019000015,WV,Fayette County,000015,1346,30,1138,91,4,4,0,2,77,1058,19,911,70,4,3,0,1,50
54019000017,WV,Fayette County,000017,967,5,910,11,1,2,0,1,37,769,4,724,7,1,2,0,1,30
54019000018,WV,Fayette County,000018,562,6,528,7,0,0,0,6,15,426,3,399,7,0,0,0,4,13
