GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_hyd,uss_20_dem_esp,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
28043000304,MS,Grenada County,000304,655,15,171,441,2,0,0,0,26,548,11,146,368,2,0,0,0,21,95,171.8,74.3,117.7,60.3,140,90.9,304.4,84.7,324.6,95,171.8,74.3,117.7,87.8,314.5,81.1,211.7
28043000401,MS,Grenada County,000401,2724,33,264,2358,1,5,0,9,54,2050,14,205,1781,1,5,0,4,40,110.2,1297.5,126.4,950.1,77.3,1039.6,131.9,1255.3,102.6,1294,110.2,1297.5,126.4,950.1,117.2,1274.7,109.7,1167.3
28043000402,MS,Grenada County,000402,1416,36,1103,241,2,1,0,1,32,1115,20,869,201,0,1,0,0,24,558.3,96.1,417.6,78.5,380.7,87.6,567.2,121.2,531.3,150.2,558.3,96.1,417.6,78.5,549.2,135.7,491,106.7
28043000403,MS,Grenada County,000403,244,2,220,15,0,0,0,1,6,211,2,192,11,0,0,0,1,5,73.1,135.6,57.2,92.9,46.2,110.5,103.2,11.9,97.2,16.9,73.1,135.6,57.2,92.9,100.2,14.4,75.4,73.5
28043000501,MS,Grenada County,000501,3093,47,2104,834,5,26,0,5,72,2451,37,1746,598,4,20,0,1,45,1161.4,357.6,800.5,275,751.5,295.6,1100.7,461.9,1023.9,518.3,1161.4,357.6,800.5,275,1062.3,490.1,967.6,381.7
28043000502,MS,Grenada County,000502,1348,21,977,307,3,5,0,1,34,1063,12,776,242,3,4,0,1,25,540,185,370,110,349,122,562,186,532,204,540,185,370,110,547,195,470.6,161.4
28045000001,MS,Hancock County,000001,1194,29,858,226,12,6,0,2,61,982,24,706,198,9,6,0,2,37,366,169,229,164,180,139,393,197,328,229,366,169,229,164,360.5,213,299.2,179.6
28045000003,MS,Hancock County,000003,4674,208,3450,559,48,77,0,22,310,3405,158,2650,320,32,66,0,9,170,1009.7,120.4,546,142.4,462.1,95.3,1091.9,215.3,914.4,323.1,1009.7,120.4,546,142.4,1003.2,269.2,804.8,179.3
28045000005,MS,Hancock County,000005,961,41,788,109,4,4,0,3,12,777,31,650,79,4,4,0,2,7,224.4,72.2,178.9,83,161.1,62.3,275.8,96.9,252.1,117.6,224.4,72.2,178.9,83,263.9,107.2,218.4,86.4
28045000006,MS,Hancock County,000006,1892,61,1385,327,2,9,2,10,96,1480,47,1115,250,1,7,2,6,52,507.6,262.4,374.9,219.5,320.6,202.3,678.9,308.8,598.2,380.1,507.6,262.4,374.9,219.5,638.5,344.4,496,274.6
28045000007,MS,Hancock County,000007,2663,146,2035,291,10,33,2,6,140,2087,100,1648,216,6,25,2,3,87,745,254,506,309,462,224,842,332,752,408,745,254,506,309,797,370,661.4,305.4
28045000008,MS,Hancock County,000008,2036,80,1651,210,2,5,0,15,73,1664,60,1366,161,1,3,0,9,64,705,265,517,326,458,285,771,364,710,418,705,265,517,326,740.5,391,632.2,331.6
28045000009,MS,Hancock County,000009,1347,50,602,610,7,24,0,1,53,1042,23,501,471,6,14,0,1,26,156,372,118,383,100,353,199,462,173,490,156,372,118,383,186,476,149.2,412
28045000010,MS,Hancock County,000010,1119,52,869,132,5,14,1,6,40,967,40,776,105,3,13,1,6,23,309,226,231,254,207,211,335,264,303,298,309,226,231,254,319,281,277,250.6
28045000011,MS,Hancock County,000011,1681,44,1390,154,10,21,0,9,53,1342,33,1127,112,10,13,0,9,38,566.9,146,438.9,189.9,390.9,143,664.8,220.9,607.9,263.9,566.9,146,438.9,189.9,636.3,242.4,533.9,192.7
28045000012,MS,Hancock County,000012,1283,70,984,130,7,17,0,0,75,1073,46,843,98,7,17,0,0,62,375,88,274,99,245,81,431,118,385,139,375,88,274,99,408,128.5,342,105
28045000013,MS,Hancock County,000013,1098,39,636,355,12,10,0,5,41,804,32,501,229,8,10,0,0,24,131.6,67.2,63.4,68.2,63.4,53.8,167.1,90.3,138.3,116.2,131.6,67.2,63.4,68.2,152.7,103.2,112.8,79.1
28045000014,MS,Hancock County,000014,1803,78,1457,144,16,19,0,3,86,1386,56,1142,109,4,14,0,2,59,538.8,97.1,370.5,96.1,323.4,62.1,657.9,106.2,586.8,151.3,538.8,97.1,370.5,96.1,622.3,128.8,495.5,102.6
28045000015,MS,Hancock County,000015,1172,70,922,79,14,8,0,14,65,897,56,730,41,11,8,0,6,45,244,51.7,167.3,51.7,143.4,38.2,306.4,82.6,254.3,117.6,244,51.7,167.3,51.7,280.3,100.1,223.1,68.4
28045000016,MS,Hancock County,000016,1127,55,969,53,2,3,0,3,42,938,39,829,29,2,1,0,1,37,343,38.2,265.6,45.1,234.2,32.3,457.6,61.7,411.6,89.2,343,38.2,265.6,45.1,434.6,75.4,342.4,53.3
28045000017,MS,Hancock County,000017,1159,51,1020,24,9,5,0,6,44,896,33,802,15,6,0,0,5,35,495.2,49.4,350.9,49.7,290,40.4,584.5,74.5,538.1,97.9,495.2,49.4,350.9,49.7,561.3,86.2,451.8,62.4
28045000018,MS,Hancock County,000018,6579,305,5638,200,28,96,2,25,285,5443,226,4744,149,27,84,2,24,187,2510.3,530,2076.2,607,1804,529.7,2744.7,759.9,2594.2,890.6,2510.3,530,2076.2,607,2669.4,825.3,2345.9,663.5
28045000019,MS,Hancock County,000019,2994,137,2523,135,11,34,0,9,145,2387,100,2055,100,9,26,0,6,91,833.4,182.9,641.6,203.3,548.6,188.3,960.8,266.8,883.2,321,833.4,182.9,641.6,203.3,922,293.9,773.5,232.5
28045000020,MS,Hancock County,000020,1659,77,1481,19,1,3,0,7,71,1292,59,1153,18,1,2,0,7,52,618.8,69.7,441.1,90,372.1,71.2,754.9,101.4,680.4,147.2,618.8,69.7,441.1,90,717.6,124.3,573.5,95.9
28045000021,MS,Hancock County,000021,334,8,283,8,5,4,0,1,25,272,4,233,8,5,4,0,1,17,101.2,7.2,69.8,12.7,60.1,9.8,123.8,9.2,108.2,19.1,101.2,7.2,69.8,12.7,116,14.1,92.6,11.6
28045000022,MS,Hancock County,000022,1378,29,1280,14,2,1,0,3,49,1056,19,984,13,2,1,0,1,36,386.5,33,254.6,30.2,230.8,29.3,484.5,44,434.1,77.8,386.5,33,254.6,30.2,459.3,60.9,358.1,42.9
28045000023,MS,Hancock County,000023,2060,34,1946,11,12,9,0,0,48,1568,26,1476,11,11,9,0,0,35,670.8,51.8,429,63.7,376.2,36.8,843,74.6,757.4,140.3,670.8,51.8,429,63.7,800.2,107.5,615.3,73.4
28045000024,MS,Hancock County,000024,1695,62,1507,43,7,4,2,8,62,1320,48,1187,23,5,4,2,7,44,617.4,47.6,450.7,47.2,373.8,44.7,714.1,64.6,642.9,112.5,617.4,47.6,450.7,47.2,678.5,88.6,559.8,63.3
28045000026,MS,Hancock County,000026,1908,58,1750,32,9,1,0,1,57,1382,47,1270,22,8,1,0,1,33,645.7,36.3,459.2,47.1,435.7,24.5,772.3,48.1,686.9,103,645.7,36.3,459.2,47.1,729.6,75.6,600,51.8
28045000027,MS,Hancock County,000027,1879,111,1626,32,9,10,0,7,84,1428,70,1252,19,7,10,0,6,64,586.7,51.9,430.3,50,379.5,46.9,729.8,81.2,657,129.3,586.7,51.9,430.3,50,693.4,105.2,556.6,71.9
28045000028,MS,Hancock County,000028,358,23,291,14,0,7,0,0,23,314,14,267,12,0,3,0,0,18,123.1,55,105.1,60,94.1,47,148.2,60.1,140.2,71.1,123.1,55,105.1,60,144.2,65.6,122.1,58.7
28047000101,MS,Harrison County,000101,3747,493,867,1770,14,467,3,4,129,2805,295,737,1270,2,417,1,4,79,279.4,746.4,195.6,596.7,178.6,668.5,357.2,799.2,316.3,845.1,279.4,746.4,195.6,596.7,336.8,822.2,265.4,731.2
28047000108,MS,Harrison County,000108,2024,183,1215,507,6,25,0,5,83,1623,121,1082,334,6,23,0,5,52,467,245,373,195,314,190,498,280,463,307,467,245,373,195,480.5,293.5,423,243.4
28047000109,MS,Harrison County,000109,5213,808,2582,1181,11,314,18,24,275,4428,601,2379,910,9,292,18,20,199,524.5,416.3,382.3,317,359.3,326.1,603.6,482.4,548.5,533.4,524.5,416.3,382.3,317,576.1,507.9,483.6,415
28047000110,MS,Harrison County,000110,5986,610,3281,1486,18,189,23,23,356,4052,347,2373,947,12,153,13,17,190,518,347,378,263,322,280,524,458,484,492,518,347,378,263,504,475,445.2,368
28047000111,MS,Harrison County,000111,14258,1043,8123,2816,33,1394,18,49,782,10811,664,6644,1900,29,1058,14,39,463,1958.5,825.6,1696.3,803.9,1453.8,845.6,2663.8,1398,2456.5,1521.3,1958.5,825.6,1696.3,803.9,2560.1,1459.6,2045.8,1078.9
28047000112,MS,Harrison County,000112,2296,114,1695,268,10,56,1,1,151,1716,78,1340,156,8,40,0,0,94,663.4,114.2,497.3,117.2,436.1,127.2,816,183.7,764.4,210.4,663.4,114.2,497.3,117.2,790.2,197.1,635.5,150.6
28047000113,MS,Harrison County,000113,760,15,665,33,0,2,0,0,45,550,10,477,30,0,2,0,0,31,241,34,198,37,187,35,346,48,328,58,241,34,198,37,337,53,260,42.4
28047000115,MS,Harrison County,000115,3358,348,2064,560,13,211,2,7,153,2514,237,1636,395,13,153,2,3,75,507,250,423,204,372,207,684,385,635,422,507,250,423,204,659.5,403.5,524.2,293.6
28047000201,MS,Harrison County,000201,3036,77,2706,80,21,19,0,5,128,2272,55,2033,58,16,16,0,3,91,752.5,90.8,552.4,89.9,463.6,83,934,122.6,861,173.8,752.5,90.8,552.4,89.9,897.5,148.2,712.7,112
28047000202,MS,Harrison County,000202,4375,193,3442,419,15,53,1,18,234,3395,109,2764,304,13,44,1,9,151,1215,232,1004,245,890,241,1486,373,1387,433,1215,232,1004,245,1436.5,403,1196.4,304.8
28047000204,MS,Harrison County,000204,6338,385,3438,1915,39,128,7,23,403,4875,254,2858,1351,26,107,6,14,259,1161.1,788.4,917.9,635.9,767.4,663.8,1316.6,1032.6,1192,1130.2,1161.1,788.4,917.9,635.9,1254.3,1081.4,1071,850.2
28047000205,MS,Harrison County,000205,764,51,567,93,8,9,0,0,36,646,38,500,72,7,5,0,0,24,205,59,204,75,188,84,271,123,255,129,205,59,204,75,263,126,224.6,94
28047000206,MS,Harrison County,000206,1847,138,1045,551,7,9,1,3,93,1439,93,909,361,7,9,1,3,56,385,231,318,200,278,211,373,297,326,328,385,231,318,200,349.5,312.5,336,253.4
28047000207,MS,Harrison County,000207,2543,163,1574,597,11,46,4,0,148,1967,103,1341,406,6,34,4,0,73,512,221,405,194,356,208,566,317,510,351,512,221,405,194,538,334,469.8,258.2
28047000209,MS,Harrison County,000209,3059,120,2639,124,3,27,5,6,135,2345,73,2068,91,3,26,5,4,75,1310,210,1085,212,1007,211,1384,318,1294,381,1310,210,1085,212,1339,349.5,1216,266.4
28047000210,MS,Harrison County,000210,10839,555,7891,1537,45,132,3,56,620,8012,339,6026,1098,37,108,3,32,369,2238,619.7,1818.3,651.4,1570.8,672.5,2657.9,1015.7,2460.6,1135.9,2238,619.7,1818.3,651.4,2559.3,1075.8,2149.1,819.1
28047000211,MS,Harrison County,000211,8021,423,4845,1996,31,243,12,24,447,6063,288,3833,1420,28,200,12,16,266,1530,682,1250,688,1019,707,1727,1080,1593,1174,1530,682,1250,688,1660,1127,1423.8,866.2
28047000212,MS,Harrison County,000212,568,35,449,52,3,2,0,0,27,412,21,350,20,0,2,0,0,19,167,9,122,13,113,13,196,11,185,17,167,9,122,13,190.5,14,156.6,12.6
28047000213,MS,Harrison County,000213,4696,676,2801,899,13,80,6,21,200,3557,420,2320,595,8,70,6,16,122,874,316.1,709.2,287,612.7,310.8,1084.4,517,1010.1,573.2,874,316.1,709.2,287,1047.2,545.1,858.1,400.8
28047000214,MS,Harrison County,000214,3350,137,2597,436,7,32,1,2,138,2630,91,2080,323,4,28,1,2,101,1164,288,1023,244,912,265,1255,396,1215,420,1164,288,1023,244,1235,408,1113.8,322.6
28047000301,MS,Harrison County,000301,2650,94,1772,604,13,27,2,17,121,2018,65,1375,461,8,19,0,11,79,678.8,438.3,556.4,407.3,496.1,419.3,844,548.4,790.9,576.5,678.8,438.3,556.4,407.3,817.5,562.5,673.2,478
28047000302,MS,Harrison County,000302,3155,118,1887,892,12,102,2,7,135,2495,90,1594,638,12,80,2,2,77,660.5,564.6,558.6,516.6,476.7,516.6,781.5,691.5,712.5,742.5,660.5,564.6,558.6,516.6,747,717,638,606.4
28047000303,MS,Harrison County,000303,1771,93,1174,367,8,30,2,7,90,1511,73,1080,258,8,26,2,5,59,340,206,289,214,246,221,394,298,364,317,340,206,289,214,379,307.5,326.6,251.2
28047000304,MS,Harrison County,000304,2763,140,1841,528,8,75,4,13,154,2114,80,1502,361,8,54,4,6,99,656.5,298.4,567.4,296.4,504.3,291.4,767.5,402.5,721.5,431.5,656.5,298.4,567.4,296.4,744.5,417,643.5,344
28047000305,MS,Harrison County,000305,2563,84,2202,126,8,5,0,11,127,1964,49,1700,108,7,3,0,8,89,703.6,131.8,560.9,107,503.4,111,921.7,152.6,846.3,194.2,703.6,131.8,560.9,107,884,173.4,707.2,139.3
28047000306,MS,Harrison County,000306,1732,57,1561,43,7,5,0,0,59,1276,35,1164,32,7,0,0,0,38,529.4,60.9,409.8,61.1,339.3,54.2,634.6,61.7,583.8,89.2,529.4,60.9,409.8,61.1,609.2,75.4,499.4,65.4
28047000308,MS,Harrison County,000308,4643,295,3468,394,13,187,0,22,264,3665,195,2847,275,13,150,0,18,167,1300,334,1005,322,873,330,1398,506,1268,598,1300,334,1005,322,1333,552,1168.8,418
28047000310,MS,Harrison County,000310,5542,284,4290,552,15,90,3,24,284,4369,189,3504,386,13,73,0,17,187,1360,480,1108,453,930,473,1493,656,1369,731,1360,480,1108,453,1431,693.5,1252,558.6
28047000311,MS,Harrison County,000311,3845,144,3107,292,15,92,1,8,186,2996,106,2467,205,14,80,1,8,115,1237.4,266.2,1018.9,259.6,884.4,250.3,1293.5,379.2,1216.9,443.6,1237.4,266.2,1018.9,259.6,1255.2,411.4,1130.2,319.8
28047000312,MS,Harrison County,000312,2541,113,1918,193,9,105,4,4,195,1910,60,1496,132,5,74,4,4,135,804.5,164.9,609.7,149.6,543.6,160.2,941,274,869.5,321.9,804.5,164.9,609.7,149.6,905.2,297.9,753.6,214.1
28047000313,MS,Harrison County,000313,1217,74,928,94,3,24,4,11,79,970,43,769,71,2,22,3,5,55,313.5,51.5,234.9,39.8,217.4,34.9,338.8,54.4,307.7,72.8,313.5,51.5,234.9,39.8,323.2,63.6,282.5,50.7
28047000314,MS,Harrison County,000314,3385,147,2815,152,43,50,8,7,163,2680,111,2270,111,31,40,7,6,104,1144.3,192.6,865.1,207.4,738.8,194.2,1299.5,286.4,1199.7,349,1144.3,192.6,865.1,207.4,1249.6,317.7,1049.5,245.9
28047000315,MS,Harrison County,000315,1535,40,1407,29,7,9,0,0,43,1138,27,1044,20,7,9,0,0,31,387.9,34.3,275.3,28.9,234.2,26.8,455.7,39.7,421.9,62.6,387.9,34.3,275.3,28.9,438.8,51.1,355,38.4
28047000401,MS,Harrison County,000401,1210,56,264,796,1,15,5,9,64,898,29,220,585,1,13,5,9,36,52,361,43,273,35,298,66,368,53,383,52,361,43,273,59.5,375.5,49.8,336.6
28047000402,MS,Harrison County,000402,3047,244,1035,1527,15,16,10,15,185,2361,175,906,1126,12,10,9,8,115,245,540,189,403,156,424,251,604,218,630,245,540,189,403,234.5,617,211.8,520.2
28047000404,MS,Harrison County,000404,5734,467,1730,3097,23,98,24,16,279,3896,364,1298,1966,18,80,18,9,143,177,672,131,488,90,567,229,830,190,873,177,672,131,488,209.5,851.5,163.4,686
28047000405,MS,Harrison County,000405,3517,175,609,2554,23,20,2,16,118,2567,95,515,1832,18,15,0,7,85,83,943,60,695,36,782,70,989,54,1019,83,943,60,695,62,1004,60.6,885.6
28047000406,MS,Harrison County,000406,1978,102,492,1258,7,22,2,9,86,1471,58,402,942,5,19,2,0,43,97,597,65,471,46,507,100,622,83,647,97,597,65,471,91.5,634.5,78.2,568.8
28047000407,MS,Harrison County,000407,1764,62,205,1427,2,6,0,1,61,1287,34,165,1048,0,5,0,1,34,20.9,641.5,25.8,434.9,8.9,457.8,30.8,568,21.9,583.9,20.9,641.5,25.8,434.9,26.3,575.9,21.6,537.2
28047000408,MS,Harrison County,000408,2627,129,740,1634,9,14,1,3,97,2025,85,621,1235,9,10,0,3,62,128,512,100,386,83,434,171,574,141,603,128,512,100,386,156,588.5,124.6,501.8
28047000409,MS,Harrison County,000409,8849,537,3151,4426,42,208,34,31,420,6283,344,2535,2925,21,178,21,17,242,931,1270,731,1149,621,1226,1096,1720,962,1847,931,1270,731,1149,1029,1783.5,868.2,1442.4
28047000410,MS,Harrison County,000410,5837,486,2354,2521,18,140,7,39,272,4600,322,2074,1861,18,128,5,26,166,584.1,754.5,379.2,611,295.1,649.2,592.2,946,510.1,1012.1,584.1,754.5,379.2,611,551.2,979,472.1,794.6
28047000411,MS,Harrison County,000411,2120,54,155,1813,6,13,6,3,70,1672,32,124,1453,4,6,6,1,46,35.5,1012.5,41.1,806.2,19.6,882.1,45.2,1048.6,36.3,1082.2,35.5,1012.5,41.1,806.2,40.8,1065.4,35.5,966.3
28047000501,MS,Harrison County,000501,3943,166,1858,1628,25,58,5,26,177,2757,95,1492,957,22,55,2,20,114,619.9,373.7,510.8,351.3,452.4,359.7,744.2,599.4,698.4,630.9,619.9,373.7,510.8,351.3,721.3,615.1,605.1,463
28047000502,MS,Harrison County,000502,4901,583,2605,1243,23,139,2,14,292,3782,367,2220,882,20,119,2,11,161,733,462,555,358,505,399,843,618,771,678,733,462,555,358,807,648,681.4,503
28047000503,MS,Harrison County,000503,8178,650,4829,2000,20,199,8,48,424,6619,442,4187,1489,19,171,8,30,273,1753,860,1408,747,1235,783,1893,1138,1745,1251,1753,860,1408,747,1819,1194.5,1606.8,955.8
28047000504,MS,Harrison County,000504,2944,296,1890,534,11,47,3,6,157,2297,182,1588,390,9,35,3,3,87,776,252,635,234,563,242,783,364,725,404,776,252,635,234,754,384,696.4,299.2
28047000505,MS,Harrison County,000505,5504,488,3466,1126,17,123,3,12,269,4486,327,3024,823,16,105,3,4,184,1219,532,958,488,854,500,1278,727,1197,791,1219,532,958,488,1237.5,759,1101.2,607.6
28047000506,MS,Harrison County,000506,6787,384,5093,713,15,163,1,29,389,5253,270,4084,487,12,145,0,23,232,1687.9,312.8,1436.6,349.7,1292.4,325.5,2219.4,589,2068.6,688.4,1687.9,312.8,1436.6,349.7,2144,638.7,1741,453.1
28047000507,MS,Harrison County,000507,3134,94,2716,128,21,7,1,3,164,2481,67,2184,96,14,4,1,2,113,953.3,153.1,691.5,123.2,597.5,130.1,1113.4,180.4,1049.4,219.1,953.3,153.1,691.5,123.2,1081.4,199.7,881,161.2
28047000508,MS,Harrison County,000508,3890,180,3328,100,16,52,0,10,204,2985,105,2639,66,8,41,0,10,116,1356.2,166.2,1120.4,178.6,988.9,171.5,1627.1,245,1536.9,301.7,1356.2,166.2,1120.4,178.6,1582,273.4,1325.9,212.6
28047000509,MS,Harrison County,000509,4165,330,2859,539,10,149,7,13,258,3281,234,2313,436,5,127,7,12,147,780.2,308.4,647,289.8,550.1,307.4,964.2,435.6,874.2,505.1,780.2,308.4,647,289.8,919.2,470.4,763.2,369.2
28047000510,MS,Harrison County,000510,4072,243,2857,493,13,185,1,34,246,3244,175,2359,377,9,150,1,25,148,1333,496,1075,422,950,461,1399,574,1289,652,1333,496,1075,422,1344,613,1209.2,521
28049000101,MS,Hinds County,000101,1243,15,1159,39,0,4,0,2,24,972,13,908,28,0,4,0,2,17,525,163,538,171,472,210,631,290,616,315,525,163,538,171,623.5,302.5,556.4,229.8
28049000102,MS,Hinds County,000102,2354,46,2145,82,0,31,0,7,43,1830,34,1692,43,0,28,0,6,27,830.9,323.6,808.9,357.5,703.1,398.5,907.8,457.4,895.8,500.3,830.9,323.6,808.9,357.5,901.8,478.9,829.3,407.5
28049000103,MS,Hinds County,000103,2238,53,1858,253,1,25,0,3,45,1715,36,1441,172,1,25,0,2,38,789.5,267.1,708.1,245.9,641,287.4,812.8,394.8,806.2,414.3,789.5,267.1,708.1,245.9,809.5,404.5,751.5,321.9
28049000104,MS,Hinds County,000104,1576,31,398,1072,0,10,2,7,56,1255,23,358,824,0,6,1,5,38,171.8,399.5,151,393.7,139.3,408.7,150.1,518,139.3,533.8,171.8,399.5,151,393.7,144.7,525.9,150.3,450.7
28049000105,MS,Hinds County,000105,1495,80,603,778,1,7,0,5,21,1190,56,533,577,0,6,0,3,15,147,453,106,391,88,414,123,487,111,507,147,453,106,391,117,497,115,450.4
28049000106,MS,Hinds County,000106,1383,56,128,1151,0,5,0,3,40,997,31,108,820,0,4,0,1,33,42,447,36,373,24,406,27,522,23,535,42,447,36,373,25,528.5,30.4,456.6
28049000108,MS,Hinds County,000108,1319,19,1010,218,2,34,0,7,29,1155,16,904,181,2,28,0,7,17,176,285,173,308,140,313,216,388,203,408,176,285,173,308,209.5,398,181.6,340.4
28049000109,MS,Hinds County,000109,2073,70,1634,253,15,50,1,4,46,1831,68,1432,240,15,45,1,4,26,353.8,430.5,317.7,430.4,255.6,448.5,343.9,542.7,348.9,571.7,353.8,430.5,317.7,430.4,346.4,557.2,324,484.8
28049000110,MS,Hinds County,000110,2915,87,179,2559,1,15,0,8,66,2221,55,167,1925,0,15,0,6,53,53,797,51,610,31,643,46,762,35,780,53,797,51,610,40.5,771,43.2,718.4
28049000111,MS,Hinds County,000111,3279,66,116,3036,0,16,1,11,33,2408,48,112,2191,0,15,1,10,31,49,917,63,732,30,818,76,1094,51,1119,49,917,63,732,63.5,1106.5,53.8,936
28049000112,MS,Hinds County,000112,2837,95,576,2068,5,20,0,9,64,2129,54,521,1481,5,18,0,6,44,371.8,878.2,315.8,763.3,275.9,849.9,309.8,1022.3,293.6,1042.2,371.8,878.2,315.8,763.3,301.7,1032.3,313.4,911.2
28049000113,MS,Hinds County,000113,2754,65,1661,919,7,26,0,8,68,2201,43,1428,646,7,26,0,5,46,803,419,695,444,608,466,678,673,662,695,803,419,695,444,670,684,689.2,539.4
28049000114,MS,Hinds County,000114,4457,144,1392,2804,5,34,2,10,66,3590,116,1302,2085,2,34,2,5,44,850,1096,702,1100,643,1142,661,1397,642,1436,850,1096,702,1100,651.5,1416.5,699.6,1234.2
28049000115,MS,Hinds County,000115,3114,102,800,2120,4,23,0,3,62,2510,82,722,1634,4,21,0,2,45,366.8,559.7,343.9,486.8,302.3,513.2,383.8,702.8,377.6,712.1,366.8,559.7,343.9,486.8,380.7,707.5,354.9,594.9
28049000116,MS,Hinds County,000116,3211,112,374,2612,7,29,0,14,63,2401,73,344,1913,4,23,0,9,35,157,908,143,782,100,875,141,1106,126,1125,157,908,143,782,133.5,1115.5,133.4,959.2
28049000117,MS,Hinds County,000117,3616,22,67,3466,2,7,0,4,48,2567,12,59,2453,0,7,0,4,32,45.8,1060.5,47.7,812.1,21.4,917.3,39,1031.2,29.2,1047.8,45.8,1060.5,47.7,812.1,34.1,1039.5,36.6,973.8
28049000118,MS,Hinds County,000118,1755,7,43,1680,2,1,0,5,17,1531,5,41,1469,1,0,0,3,12,36.8,1287,58,1198.6,17.9,1279.3,37.6,1347.8,27.7,1361.7,36.8,1287,58,1198.6,32.6,1354.7,35.6,1294.9
28049000119,MS,Hinds County,000119,1710,10,61,1596,1,5,0,3,34,1400,8,59,1306,0,3,0,2,22,16.4,886.5,23.3,780.2,10.7,812.3,14.5,929,8.1,944.5,16.4,886.5,23.3,780.2,11.3,936.7,14.6,870.5
28049000120,MS,Hinds County,000120,3309,14,75,3178,2,3,0,2,35,2514,12,70,2406,0,2,0,0,24,31,1796,52,1515,17,1625,43,1747,26,1779,31,1796,52,1515,34.5,1763,33.8,1692.4
28049000121,MS,Hinds County,000121,1460,32,1189,167,3,32,0,2,35,1238,25,1014,136,3,32,0,2,26,364.4,218.1,347.6,199,300.7,199.8,406.8,280.6,409.6,293.4,364.4,218.1,347.6,199,408.2,287,365.9,238.1
28049000201,MS,Hinds County,000201,563,3,5,530,2,0,0,2,21,461,0,5,432,2,0,0,2,20,2.9,295.8,5.9,231.1,2.9,246.8,3.9,293.8,2.9,297.7,2.9,295.8,5.9,231.1,3.4,295.8,3.7,273
28049000202,MS,Hinds County,000202,788,2,2,761,5,0,0,1,17,623,2,2,602,4,0,0,1,12,5.7,457.1,15.3,358.7,1.7,402.1,13.6,435.1,7.3,445.8,5.7,457.1,15.3,358.7,10.5,440.4,8.7,419.7
28049000203,MS,Hinds County,000203,858,3,1,825,0,2,0,1,26,715,3,0,687,0,2,0,1,22,4.4,356,11.9,279.4,1.3,313.3,10.6,338.8,5.7,347.2,4.4,356,11.9,279.4,8.1,343,6.8,326.9
28049000204,MS,Hinds County,000204,1564,36,1291,131,0,71,0,1,34,1398,32,1158,107,0,71,0,1,29,303,246,284,270,244,299,332,380,320,397,303,246,284,270,326,388.5,296.6,318.4
28049000206,MS,Hinds County,000206,2374,61,855,1330,3,30,1,10,84,1836,41,753,948,2,30,0,4,58,219.1,633.4,199,603.6,169.9,643.1,252.6,770.5,235.5,804.8,219.1,633.4,199,603.6,244,787.6,215.2,691.1
28049000207,MS,Hinds County,000207,860,40,746,41,1,5,0,0,27,711,25,623,32,1,4,0,0,26,74.9,216.6,68,206.4,58.1,219.9,86.4,263.5,80.5,275.2,74.9,216.6,68,206.4,83.5,269.4,73.6,236.3
28049000208,MS,Hinds County,000208,1321,12,21,1260,1,3,0,1,23,987,7,21,944,1,3,0,1,10,11,596,25,480,8,536,16,644,11,657,11,596,25,480,13.5,650.5,14.2,582.6
28049000209,MS,Hinds County,000209,1792,23,32,1702,1,1,0,1,32,1421,16,32,1347,1,0,0,0,25,8,814,33,608,6,736,19,821,12,832,8,814,33,608,15.5,826.5,15.6,762.2
28049000210,MS,Hinds County,000210,1999,23,9,1931,1,0,0,3,32,1349,11,8,1303,1,0,0,3,23,12.9,778.2,18.7,577.5,3.4,664.3,20.5,723.7,5.5,740.8,12.9,778.2,18.7,577.5,13,732.3,12.2,696.9
28049000211,MS,Hinds County,000211,1719,18,48,1614,3,0,0,9,27,1283,15,41,1200,3,0,0,7,17,13.6,469.6,19.5,343.8,3.5,415.9,20.7,470.8,14.8,490.9,13.6,469.6,19.5,343.8,17.7,480.8,14.4,438.2
28049000212,MS,Hinds County,000212,1413,13,11,1371,0,1,0,0,17,1189,9,11,1154,0,1,0,0,14,15.1,872.8,27.3,667.5,5.7,728.7,23.5,831.3,7.5,850.2,15.1,872.8,27.3,667.5,15.5,840.7,15.8,790.1
28049000213,MS,Hinds County,000213,1567,6,83,1440,1,2,0,3,32,1323,6,83,1197,0,2,0,3,32,15.6,717.6,27.4,556.3,3.9,597.3,20.5,685.3,11.7,697,15.6,717.6,27.4,556.3,16.1,691.2,15.8,650.7
28049000214,MS,Hinds County,000214,756,2,2,742,1,2,0,0,7,637,0,2,625,1,2,0,0,7,4,434,20,353,3,386,11,435,6,443,4,434,20,353,8.5,439,8.8,410.2
28049000215,MS,Hinds County,000215,784,7,10,753,1,0,0,0,13,672,4,10,645,1,0,0,0,12,2.3,413.4,14.5,297.6,1.1,340.3,1.4,378.8,1.2,381,2.3,413.4,14.5,297.6,1.3,379.9,4.1,362.2
