GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_wic,uss_18_dem_bar,uss_r18_rep_hyd,uss_r18_dem_esp,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_hyd,uss_20_dem_esp,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
28133000304,MS,Sunflower County,000304,1036,35,354,609,0,22,0,3,13,769,19,301,428,0,14,0,0,7,227,195,202,143,174,166,219,205,202,224,227,195,202,143,210.5,214.5,204.8,186.6
28133000401,MS,Sunflower County,000401,1968,9,130,1792,0,0,0,4,33,1482,8,108,1337,0,0,0,4,25,86.8,779,89.8,542.6,62.8,630.3,86.8,749,65.8,776,86.8,779,89.8,542.6,76.3,762.5,78.4,695.4
28133000402,MS,Sunflower County,000402,369,0,107,259,0,0,0,0,3,273,0,72,198,0,0,0,0,3,23.5,102.7,22.5,63.6,16.6,83.2,23.5,108.6,19.6,115.4,23.5,102.7,22.5,63.6,21.5,112,21.1,94.7
28133000403,MS,Sunflower County,000403,631,11,319,288,0,0,0,1,12,539,7,270,250,0,0,0,1,11,176,150,153,105,138,131,183,169,180,173,176,150,153,105,181.5,171,166,145.6
28133000404,MS,Sunflower County,000404,174,3,134,33,0,0,0,0,4,140,1,108,27,0,0,0,0,4,86,15,65,12,69,9,84,20,85,21,86,15,65,12,84.5,20.5,77.8,15.4
28133000501,MS,Sunflower County,000501,3343,213,1370,1746,0,0,0,0,14,3291,204,1350,1729,0,0,0,0,8,62,73,52,57,50,69,64,72,59,74,62,73,52,57,61.5,73,57.4,69
28133000502,MS,Sunflower County,000502,348,27,260,41,2,0,0,1,17,290,19,225,33,2,0,0,0,11,125,15,98,11,97,8,133,18,130,18,125,15,98,11,131.5,18,116.6,14
28133000503,MS,Sunflower County,000503,2723,71,466,2114,7,4,0,8,53,1864,32,405,1376,7,4,0,0,40,264.1,641.8,178.2,397.1,156.1,495.9,254.9,657.5,233.6,689.8,264.1,641.8,178.2,397.1,244.2,673.6,217.4,576.4
28133000504,MS,Sunflower County,000504,1366,46,663,639,0,0,0,2,16,1121,34,566,504,0,0,0,2,15,265.1,227.3,209,162.3,178.1,187.8,252.4,217.5,236.5,241.2,265.1,227.3,209,162.3,244.4,229.4,228.2,207.2
28135000101,MS,Tallahatchie County,000101,566,2,435,119,0,1,2,0,7,484,2,373,100,0,1,2,0,6,234,57,170,38,158,38,250,61,233,76,234,57,170,38,241.5,68.5,209,54
28135000102,MS,Tallahatchie County,000102,597,8,435,148,0,0,0,0,6,489,7,353,127,0,0,0,0,2,210,98,157,72,135,97,231,107,202,130,210,98,157,72,216.5,118.5,187,100.8
28135000103,MS,Tallahatchie County,000103,241,2,191,47,0,1,0,0,0,199,0,160,38,0,1,0,0,0,153,21,89,20,105,19,152,17,143,24,153,21,89,20,147.5,20.5,128.4,20.2
28135000104,MS,Tallahatchie County,000104,1378,12,396,940,0,0,0,0,30,987,5,338,623,0,0,0,0,21,240.4,377.5,188.3,202.8,160.2,281.9,239,401.2,231.3,411,240.4,377.5,188.3,202.8,235.2,406.1,211.8,334.9
28135000201,MS,Tallahatchie County,000201,1417,13,404,972,0,5,0,0,23,1087,10,354,709,0,5,0,0,9,270.4,593,249.1,351.1,188.1,455.3,278.2,568.1,253.2,598.2,270.4,593,249.1,351.1,265.7,583.1,247.8,513.1
28135000202,MS,Tallahatchie County,000202,147,1,68,77,0,0,0,0,1,102,1,44,56,0,0,0,0,1,14.5,22.2,15.3,13.7,9.4,11.9,17.1,23,16.2,23.9,14.5,22.2,15.3,13.7,16.6,23.5,14.5,18.9
28135000203,MS,Tallahatchie County,000203,162,1,15,142,0,0,0,0,4,117,1,10,103,0,0,0,0,3,128.7,89.8,110.3,56.4,101,69.6,106.7,59.1,100.3,66.5,128.7,89.8,110.3,56.4,103.5,62.8,109.4,68.3
28135000204,MS,Tallahatchie County,000204,275,1,204,61,1,0,1,0,7,202,0,152,42,1,0,1,0,6,26.2,65,24.2,44.3,19.8,47.5,23.4,49.9,21.5,53.2,26.2,65,24.2,44.3,22.5,51.5,23,52
28135000301,MS,Tallahatchie County,000301,753,3,274,470,0,3,0,0,3,589,3,236,346,0,3,0,0,1,115.2,175.5,96.7,113.1,74.7,148.8,100.8,183.8,101.5,187.9,115.2,175.5,96.7,113.1,101.1,185.8,97.8,161.8
28135000302,MS,Tallahatchie County,000302,702,0,344,347,0,0,0,0,11,556,0,294,254,0,0,0,0,8,199.9,196.3,157.7,130.7,128.4,167.5,201.1,209.9,179.3,234.2,199.9,196.3,157.7,130.7,190.2,222.1,173.3,187.7
28135000303,MS,Tallahatchie County,000303,296,1,195,91,0,0,0,0,9,246,0,165,73,0,0,0,0,8,71.7,47.1,48.6,28.4,46.5,38.9,70.5,48,65.6,53.7,71.7,47.1,48.6,28.4,68.1,50.8,60.6,43.2
28135000304,MS,Tallahatchie County,000304,344,1,275,66,0,0,0,0,2,303,1,242,59,0,0,0,0,1,208.3,63.4,136.3,38.2,133.7,49.5,223.1,69.4,208.3,84.2,208.3,63.4,136.3,38.2,215.7,76.8,181.9,60.9
28135000305,MS,Tallahatchie County,000305,352,1,247,92,0,0,0,0,12,283,0,207,68,0,0,0,0,8,131,14,117,9,118,11,163,18,156,25,131,14,117,9,159.5,21.5,137,15.4
28135000306,MS,Tallahatchie County,000306,231,1,205,13,0,0,0,0,12,195,1,174,12,0,0,0,0,8,120,6,89,2,85,2,127,3,122,7,120,6,89,2,124.5,5,108.6,4
28135000307,MS,Tallahatchie County,000307,85,0,19,66,0,0,0,0,0,53,0,16,37,0,0,0,0,0,2.7,9.9,2.5,6.3,1.5,8.4,2.9,10.4,2.4,11,2.7,9.9,2.5,6.3,2.7,10.7,2.4,9.2
28135000401,MS,Tallahatchie County,000401,393,0,108,280,1,0,0,0,4,323,0,99,221,1,0,0,0,2,92.9,108.7,82.6,69.1,74.5,92.9,93.8,100.9,91.6,102.6,92.9,108.7,82.6,69.1,92.7,101.8,87.1,94.8
28135000402,MS,Tallahatchie County,000402,286,1,109,174,0,0,0,0,2,229,0,89,139,0,0,0,0,1,61,103,47,67,41,90,55,98,53,103,61,103,47,67,54,100.5,51.4,92.2
28135000403,MS,Tallahatchie County,000403,791,4,71,712,0,0,0,0,4,566,3,52,508,0,0,0,0,3,14.4,296,15.1,176.3,5,238.7,17.4,244.7,9.4,259.7,14.4,296,15.1,176.3,13.4,252.2,12.3,243.1
28135000404,MS,Tallahatchie County,000404,286,6,79,199,1,0,0,0,1,215,2,70,142,1,0,0,0,0,30.4,109.1,26.6,63.6,18,93.9,24.7,78.8,21.8,81.6,30.4,109.1,26.6,63.6,23.2,80.2,24.3,85.4
28135000501,MS,Tallahatchie County,000501,537,3,29,501,0,0,0,0,4,412,3,24,382,0,0,0,0,3,34.4,284.1,36.8,198.8,24.3,206.4,33.5,218.1,28.5,230.6,34.4,284.1,36.8,198.8,31,224.4,31.5,227.6
28135000502,MS,Tallahatchie County,000502,289,6,71,207,0,0,0,0,5,211,6,65,138,0,0,0,0,2,56.1,187.2,39,109.5,35.1,152.9,38.8,162.4,35.8,165.8,56.1,187.2,39,109.5,37.3,164.1,41,155.6
28135000503,MS,Tallahatchie County,000503,2587,358,553,1666,1,0,0,0,9,2315,357,543,1407,1,0,0,0,7,46.8,413.3,51.9,284.9,28.9,369.9,39.1,373.3,33.2,386.9,46.8,413.3,51.9,284.9,36.1,380.1,40,365.7
28137000101,MS,Tate County,000101,4123,97,2789,1135,8,5,0,8,81,3143,57,2224,802,7,2,0,5,46,1278,459,1003,384,855,484,1331,675,1275,729,1278,459,1003,384,1303,702,1148.4,546.2
28137000102,MS,Tate County,000102,420,9,370,31,0,1,0,1,8,303,0,277,18,0,1,0,1,6,141,9,93,6,77,9,171,8,157,21,141,9,93,6,164,14.5,127.8,10.6
28137000103,MS,Tate County,000103,641,37,551,26,2,0,0,0,25,433,10,386,19,2,0,0,0,16,235,16,159,12,157,14,298,22,278,34,235,16,159,12,288,28,225.4,19.6
28137000104,MS,Tate County,000104,1166,45,949,119,4,1,0,2,46,831,27,697,84,3,1,0,2,17,356,38,251,27,207,31,463,53,425,76,356,38,251,27,444,64.5,340.4,45
28137000105,MS,Tate County,000105,874,35,771,41,2,3,0,0,22,661,20,594,32,2,2,0,0,11,260.3,26.6,187,15.6,157.6,17.4,324.4,24.8,294.2,40.3,260.3,26.6,187,15.6,309.3,32.5,244.7,24.9
28137000201,MS,Tate County,000201,2989,75,1837,995,1,7,0,8,66,2211,51,1462,647,1,7,0,3,40,745,269,580,234,479,272,855,342,788,404,745,269,580,234,821.5,373,689.4,304.2
28137000202,MS,Tate County,000202,2509,56,1037,1319,3,4,0,6,84,1947,33,859,998,2,2,0,4,49,429,828,337,515,265,614,475,756,429,790,429,828,337,515,452,773,387,700.6
28137000203,MS,Tate County,000203,1450,39,992,365,4,5,0,1,44,1167,25,817,292,4,5,0,0,24,436,258,304,147,268,179,499,222,455,254,436,258,304,147,477,238,392.4,212
28137000204,MS,Tate County,000204,394,18,266,73,1,2,0,2,32,311,11,223,55,1,0,0,2,19,146,70.8,113.4,45,98.2,55.8,171.8,60.3,158.3,72.6,146,70.8,113.4,45,165.1,66.4,137.5,60.9
28137000302,MS,Tate County,000302,1379,40,1111,180,0,3,0,2,43,1148,20,942,149,0,3,0,1,33,535,121,417,86,379,92,630,137,600,160,535,121,417,86,615,148.5,512.2,119.2
28137000303,MS,Tate County,000303,666,48,575,19,5,0,0,6,13,500,22,449,11,5,0,0,6,7,225.3,28.9,166.5,14,163.5,20.9,296.1,29.9,280.2,44.9,225.3,28.9,166.5,14,288.1,37.4,226.3,27.7
28137000304,MS,Tate County,000304,304,6,116,164,0,2,0,1,15,243,4,97,129,0,2,0,1,10,61,115,46,82,39,104,59,120,55,125,61,115,46,82,57,122.5,52,109.2
28137000305,MS,Tate County,000305,2206,76,528,1503,4,11,0,20,64,1763,65,471,1155,4,11,0,19,38,85,406,66,243,57,328,89,408,74,427,85,406,66,243,81.5,417.5,74.2,362.4
28137000401,MS,Tate County,000401,1969,61,1403,411,3,9,0,5,77,1521,41,1115,303,1,9,0,1,51,638,187,484,124,415,145,672,212,622,255,638,187,484,124,647,233.5,566.2,184.6
28137000402,MS,Tate County,000402,1507,12,908,552,4,2,1,1,27,1188,4,734,429,3,2,1,1,14,435,325,331,209,311,247,523,344,483,380,435,325,331,209,503,362,416.6,301
28137000403,MS,Tate County,000403,500,12,229,247,4,0,0,3,5,392,6,192,185,3,0,0,3,3,110.2,136.5,86.6,97,77.2,107.3,125.2,147.8,109.2,159.1,110.2,136.5,86.6,97,117.2,153.5,101.7,129.5
28137000502,MS,Tate County,000502,610,9,441,128,2,2,0,5,23,485,5,365,95,1,2,0,5,12,190.8,74.5,129.4,47,111.8,48.7,229.8,66.2,201.8,81.9,190.8,74.5,129.4,47,215.8,74,172.7,63.7
28137000503,MS,Tate County,000503,397,9,235,137,3,0,0,0,13,311,7,181,108,3,0,0,0,12,116,68,100,37,83,50,134,56,127,62,116,68,100,37,130.5,59,112,54.6
28137000504,MS,Tate County,000504,3404,114,2543,625,2,4,0,10,106,2701,81,2044,497,0,4,0,6,69,919.7,419.1,712.5,265,635.5,337.1,1172.9,422.1,1075.8,493.1,919.7,419.1,712.5,265,1124.4,457.6,903.3,387.3
28137000505,MS,Tate County,000505,556,7,368,161,0,2,0,0,18,453,5,288,141,0,1,0,0,18,155,84,116,56,101,76,191,89,186,98,155,84,116,56,188.5,93.5,149.8,80.6
28139000101,MS,Tippah County,000101,538,15,493,24,0,1,0,0,5,422,9,387,21,0,0,0,0,5,224.2,19.9,172.3,4.8,153.5,9.5,255.2,16.1,230.8,29.3,224.2,19.9,172.3,4.8,243,22.7,207.2,15.9
28139000102,MS,Tippah County,000102,290,3,274,12,0,0,0,0,1,222,3,207,12,0,0,0,0,0,117,9.4,72.7,7.2,77.2,5.4,124.1,9.3,115.1,16.3,117,9.4,72.7,7.2,119.6,12.8,101.2,9.5
28139000103,MS,Tippah County,000103,1122,22,882,167,1,1,0,0,49,816,12,669,111,0,0,0,0,24,377.6,92.1,279.8,64.2,231.9,76.3,422.1,86.8,384.1,115.9,377.6,92.1,279.8,64.2,403.1,101.3,339.1,87
28139000104,MS,Tippah County,000104,1230,19,1154,25,0,3,0,4,25,913,10,865,19,0,3,0,0,16,424.8,56.6,292.4,35.5,245.5,40.3,539.8,37.4,466,93,424.8,56.6,292.4,35.5,502.9,65.2,393.7,52.5
28139000105,MS,Tippah County,000105,604,12,373,206,0,0,0,4,9,498,7,302,182,0,0,0,0,7,160.5,102.1,130.7,68.3,104,94.5,197.7,109.4,171,129.4,160.5,102.1,130.7,68.3,184.4,119.4,152.8,100.7
28139000106,MS,Tippah County,000106,391,10,296,72,1,0,0,0,12,288,6,218,57,0,0,0,0,7,144,39,101,35,82,42,167,44,149,59,144,39,101,35,158,51.5,128.6,43.8
28139000201,MS,Tippah County,000201,1347,45,1171,88,1,1,0,2,39,1041,27,920,67,1,1,0,0,25,532.2,90.9,432.8,62.8,372,78.3,624.1,82.1,573.5,122.6,532.2,90.9,432.8,62.8,598.8,102.3,506.9,87.3
28139000202,MS,Tippah County,000202,2690,217,1826,569,3,3,0,5,67,2052,149,1421,439,3,3,0,4,33,677.8,320.9,523.8,201.9,437.1,249.9,784.7,344,716.5,394.7,677.8,320.9,523.8,201.9,750.6,369.3,628,302.3
28139000301,MS,Tippah County,000301,2015,126,1343,469,1,3,0,11,62,1586,75,1111,364,1,3,0,11,21,466.4,267.7,324.3,169.9,303.3,215.8,424,274.3,392.2,299.7,466.4,267.7,324.3,169.9,408.1,287,382,245.5
28139000302,MS,Tippah County,000302,575,26,277,253,1,0,0,2,16,444,15,208,210,1,0,0,0,10,93.1,92.6,75.7,65.6,67.1,94,99.1,101.5,94.5,104.9,93.1,92.6,75.7,65.6,96.8,103.2,85.9,91.7
28139000303,MS,Tippah County,000303,486,4,451,27,0,0,0,0,4,385,2,359,21,0,0,0,0,3,222.5,16.3,176.5,8.2,163.5,11.8,232.7,12.8,222.3,19.8,222.5,16.3,176.5,8.2,227.5,16.3,203.5,13.8
28139000304,MS,Tippah County,000304,268,7,243,5,0,0,0,1,12,212,6,194,4,0,0,0,1,7,113.1,3,93,1.9,90.9,2.9,121.1,8,118.2,9.9,113.1,3,93,1.9,119.6,9,107.2,5.2
28139000305,MS,Tippah County,000305,845,26,713,88,2,0,0,3,13,661,16,564,68,2,0,0,1,10,409,57,318,37,282,44,423,54,392,71,409,57,318,37,407.5,62.5,364.8,52.6
28139000306,MS,Tippah County,000306,244,3,227,6,0,0,0,0,8,181,0,173,4,0,0,0,0,4,134,5,109,5,102,4,135,10,128,16,134,5,109,5,131.5,13,121.6,8
28139000401,MS,Tippah County,000401,427,6,383,29,0,0,0,0,9,326,4,296,26,0,0,0,0,0,158.2,10.2,126.5,6.7,120.1,7.1,183,8.3,172.3,16.4,158.2,10.2,126.5,6.7,177.7,12.3,152,9.7
28139000402,MS,Tippah County,000402,408,8,392,0,0,0,0,0,8,320,3,309,0,0,0,0,0,8,237.7,11.2,180.2,9.2,171.4,11,285.4,8.6,265.3,24.1,237.7,11.2,180.2,9.2,275.3,16.3,228,12.8
28139000403,MS,Tippah County,000403,986,23,926,15,3,0,0,2,17,748,12,713,14,3,0,0,2,4,403.6,17.8,306.9,14.1,273.1,19.7,480.5,25.3,440.2,52.6,403.6,17.8,306.9,14.1,460.4,39,380.9,25.9
28139000404,MS,Tippah County,000404,621,4,607,0,0,0,0,0,10,477,4,467,0,0,0,0,0,6,252.4,19.3,191.9,12.3,167.6,19.6,306.3,18.1,287,36.7,252.4,19.3,191.9,12.3,296.7,27.4,241.1,21.2
28139000405,MS,Tippah County,000405,2321,278,1354,602,5,6,0,5,71,1739,174,1101,426,4,3,0,4,27,623.2,253.7,532.7,166.4,451.8,219.9,652.3,294.1,584.5,348.6,623.2,253.7,532.7,166.4,618.4,321.3,568.9,256.5
28139000501,MS,Tippah County,000501,673,11,632,20,0,0,0,0,10,522,7,491,18,0,0,0,0,6,218.4,14.2,159.1,11,143.8,20,229.4,15.2,220.5,24.1,218.4,14.2,159.1,11,224.9,19.7,194.2,16.9
28139000503,MS,Tippah County,000503,436,13,385,24,0,0,0,1,13,321,5,293,14,0,0,0,1,8,146.3,19.1,112,10.1,99.9,15.1,187.5,15.1,175.4,21.2,146.3,19.1,112,10.1,181.4,18.2,144.2,16.1
28139000506,MS,Tippah County,000506,252,11,217,18,0,0,0,1,5,216,5,190,15,0,0,0,1,5,163.8,26.7,103.1,17.5,100.3,21.2,173,32.2,158.3,41.4,163.8,26.7,103.1,17.5,165.6,36.8,139.7,27.8
28139000507,MS,Tippah County,000507,513,16,430,49,0,0,0,0,18,378,5,323,41,0,0,0,0,9,160.7,19,139.8,15,114.8,25,204.7,31,188.7,46.9,160.7,19,139.8,15,196.7,38.9,161.7,27.4
28139000508,MS,Tippah County,000508,2533,213,1560,679,2,6,0,9,64,1956,131,1277,505,2,6,0,7,28,779.6,278.5,581.9,199.2,513.3,234.8,802.3,299.4,748.6,338.5,779.6,278.5,581.9,199.2,775.5,318.9,685.1,270.1
28141000101,MS,Tishomingo County,000101,187,4,180,0,0,0,0,0,3,165,3,159,0,0,0,0,0,3,101,13,86,13,69,12,123,14,111,17,101,13,86,13,117,15.5,98,13.8
28141000103,MS,Tishomingo County,000103,3842,51,3533,97,18,3,0,0,140,3006,26,2787,74,11,3,0,0,105,1374,238,1020,183,898,209,1552,218,1391,343,1374,238,1020,183,1471.5,280.5,1247,238.2
28141000201,MS,Tishomingo County,000201,1052,18,980,6,4,1,0,0,43,899,6,845,6,4,1,0,0,37,410,51,323,46,273,42,486,58,452,83,410,51,323,46,469,70.5,388.8,56
28141000202,MS,Tishomingo County,000202,1190,23,1131,10,1,2,0,1,22,893,6,852,9,1,2,0,1,22,418,58,273,37,230,37,465,46,411,95,418,58,273,37,438,70.5,359.4,54.6
28141000204,MS,Tishomingo County,000204,1722,26,1612,0,9,11,0,3,61,1337,18,1249,0,6,9,0,3,52,670,46,457,38,389,53,709,54,643,107,670,46,457,38,676,80.5,573.6,59.6
28141000301,MS,Tishomingo County,000301,2778,58,2527,103,6,6,0,1,77,2216,39,2021,88,5,6,0,1,56,970,186,719,149,619,157,1047,201,917,296,970,186,719,149,982,248.5,854.4,197.8
28141000302,MS,Tishomingo County,000302,924,13,847,22,0,2,0,0,40,761,12,708,17,0,2,0,0,22,341,62,231,46,196,54,370,81,334,102,341,62,231,46,352,91.5,294.4,69
28141000401,MS,Tishomingo County,000401,532,8,506,7,2,1,0,0,8,424,8,402,6,2,1,0,0,5,211,25,143,26,148,25,228,31,207,41,211,25,143,26,217.5,36,187.4,29.6
28141000403,MS,Tishomingo County,000403,2112,44,1807,163,3,11,0,0,84,1705,36,1459,144,3,10,0,0,53,785,192,537,155,469,193,911,208,832,267,785,192,537,155,871.5,237.5,706.8,203
28141000404,MS,Tishomingo County,000404,467,21,427,3,1,0,0,0,15,370,11,346,1,1,0,0,0,11,219,12,166,6,147,9,216,14,204,24,219,12,166,6,210,19,190.4,13
28141000405,MS,Tishomingo County,000405,651,50,573,7,1,2,0,0,18,508,31,463,3,1,1,0,0,9,212,13.8,150.8,8.7,144.7,12.1,236.2,21.4,221.5,30.2,212,13.8,150.8,8.7,228.9,25.8,193,17.2
28141000501,MS,Tishomingo County,000501,441,8,410,5,0,0,0,0,18,360,5,340,5,0,0,0,0,10,195,9,121,9,132,12,218,15,206,25,195,9,121,9,212,20,174.4,14
28141000502,MS,Tishomingo County,000502,1889,136,1697,4,2,2,0,2,46,1427,92,1302,3,0,1,0,2,27,761.5,57.4,548.6,45.7,510.2,47.3,864.8,59.7,803.4,109.3,761.5,57.4,548.6,45.7,834.1,84.5,697.7,63.9
28141000504,MS,Tishomingo County,000504,1063,77,939,6,1,0,0,1,39,831,48,742,5,1,0,0,1,34,498.5,35.8,349.6,25.6,327,32.7,507,37.8,483.1,54.5,498.5,35.8,349.6,25.6,495,46.2,433,37.3
28143000001,MS,Tunica County,000001,990,26,152,771,1,9,0,18,13,733,24,138,543,1,9,0,15,3,70.7,262.5,51.9,156,30.4,160.1,73.2,278.6,63.1,288,70.7,262.5,51.9,156,68.2,283.3,57.9,229
28143000002,MS,Tunica County,000002,441,3,26,405,0,1,0,2,4,310,1,21,284,0,0,0,1,3,3,180,5,128,2,133,6,194,1,202,3,180,5,128,3.5,198,3.4,167.4
28143000003,MS,Tunica County,000003,583,13,59,506,2,0,0,0,3,437,9,49,375,2,0,0,0,2,17,272,28,182,14,222,27,277,23,281,17,272,28,182,25,279,21.8,246.8
28143000004,MS,Tunica County,000004,939,7,40,866,0,0,0,4,22,651,5,35,588,0,0,0,4,19,26,371,29,197,16,253,41,333,30,351,26,371,29,197,35.5,342,28.4,301
28143000005,MS,Tunica County,000005,152,0,121,21,0,1,0,0,9,142,0,118,15,0,1,0,0,8,82,12,58,5,45,9,72,13,67,16,82,12,58,5,69.5,14.5,64.8,11
28143000007,MS,Tunica County,000007,966,39,352,531,4,5,0,8,27,751,28,290,395,4,5,0,8,21,216,242,198,152,160,193,201,238,192,251,216,242,198,152,196.5,244.5,193.4,215.2
28143000009,MS,Tunica County,000009,861,19,177,645,0,0,0,5,15,591,9,139,430,0,0,0,5,8,88,158,81,101,68,134,108,163,99,170,88,158,81,101,103.5,166.5,88.8,145.2
28143000010,MS,Tunica County,000010,206,4,55,142,0,0,0,0,5,161,3,51,103,0,0,0,0,4,33.5,42.6,32.5,24.1,24.3,31.4,31.6,40.6,33.5,41.8,33.5,42.6,32.5,24.1,32.5,41.2,31.1,36.1
28143000011,MS,Tunica County,000011,809,24,100,676,1,0,0,0,8,568,18,80,464,1,0,0,0,5,61.7,304.6,59.7,172.4,47.2,208.8,82.8,273,67.5,293.1,61.7,304.6,59.7,172.4,75.1,283,63.8,250.4
28143000012,MS,Tunica County,000012,723,10,188,518,2,1,0,0,4,580,10,156,408,2,1,0,0,3,95.5,293.4,92.5,203.9,54.7,242.6,108.4,291.4,83.5,318.2,95.5,293.4,92.5,203.9,96,304.8,86.9,269.9
28143000013,MS,Tunica County,000013,1946,29,316,1562,1,10,0,17,11,1369,23,296,1023,1,10,0,7,9,31.2,221,23.8,131.3,11.1,139.3,29.1,209,21.1,219.6,31.2,221,23.8,131.3,25.1,214.3,23.2,184
28143000014,MS,Tunica County,000014,1166,17,267,873,2,0,0,2,5,802,7,209,578,2,0,0,2,4,127,295,118,170,104,202,144,258,132,273,127,295,118,170,138,265.5,125,239.6
28145000101,MS,Union County,000101,719,11,678,9,0,1,0,0,20,531,6,505,7,0,1,0,0,12,255,23,177,9,170,7,306,17,279,26,255,23,177,9,292.5,21.5,237.4,16.4
28145000102,MS,Union County,000102,600,22,550,12,0,0,0,0,16,468,16,433,8,0,0,0,0,11,199.5,27.5,147.2,21.8,131.9,25.5,249.8,22.9,219,38,199.5,27.5,147.2,21.8,234.4,30.5,189.5,27.1
28145000103,MS,Union County,000103,2497,84,1989,345,2,7,0,5,65,1846,39,1510,248,2,3,0,3,41,808.5,130.5,531.9,105.2,486.1,131.5,858.2,148.1,788,188,808.5,130.5,531.9,105.2,823.1,168,694.5,140.7
28145000105,MS,Union County,000105,1646,148,1041,384,1,18,0,7,47,1283,102,841,294,1,11,0,5,29,459.8,136.7,346.6,80.1,314.4,105.4,501.8,166.9,450.1,201.1,459.8,136.7,346.6,80.1,475.9,184,414.5,138
28145000201,MS,Union County,000201,956,8,898,17,0,0,0,0,33,691,6,652,13,0,0,0,0,20,302,24,224,12,212,16,370,19,323,35,302,24,224,12,346.5,27,286.2,21.2
28145000202,MS,Union County,000202,1304,16,1233,26,1,1,0,6,21,988,11,942,16,1,0,0,6,12,517,36,373,19,339,34,589,34,540,60,517,36,373,19,564.5,47,471.6,36.6
28145000205,MS,Union County,000205,1938,91,1357,409,0,33,0,0,48,1523,56,1088,327,0,23,0,0,29,626.2,272.3,448.4,181.9,422.6,241.6,657.2,270.1,591.9,318.9,626.2,272.3,448.4,181.9,624.6,294.5,549.3,257
28145000206,MS,Union County,000206,1838,37,1554,202,0,2,0,6,37,1411,26,1200,150,0,0,0,6,29,632,126,469,83,433,105,761,129,711,159,632,126,469,83,736,144,601.2,120.4
28145000301,MS,Union County,000301,872,23,734,85,0,2,0,0,28,649,10,554,66,0,0,0,0,19,343,42,262,34,246,36,387,55,354,76,343,42,262,34,370.5,65.5,318.4,48.6
28145000302,MS,Union County,000302,1985,190,1134,567,7,9,0,10,68,1482,119,910,388,7,7,0,9,42,521,185,417,98,397,129,597,222,562,256,521,185,417,98,579.5,239,498.8,178
28145000304,MS,Union County,000304,1524,39,1302,158,1,0,0,1,23,1164,19,1016,121,1,0,0,1,6,667,119,499,55,488,74,726,87,667,123,667,119,499,55,696.5,105,609.4,91.6
28145000306,MS,Union County,000306,1502,42,1213,200,0,3,0,6,38,1132,25,939,141,0,1,0,4,22,492,100,381,84,365,88,566,135,525,158,492,100,381,84,545.5,146.5,465.8,113
28145000401,MS,Union County,000401,1122,49,931,92,0,6,0,4,40,864,32,732,71,0,0,0,2,27,374,54,280,35,281,30,432,46,403,61,374,54,280,35,417.5,53.5,354,45.2
28145000402,MS,Union County,000402,1635,132,789,654,0,10,0,2,48,1205,70,644,465,0,7,0,0,19,374.8,233.3,283.1,153.5,256.2,182.4,421.7,248.2,379.8,287.1,374.8,233.3,283.1,153.5,400.8,267.7,343.1,220.9
28145000404,MS,Union County,000404,770,24,703,12,6,3,0,1,21,597,11,557,9,6,1,0,0,13,312.2,16.7,229.9,11.5,239.8,13.6,373.3,29.8,361.2,31.9,312.2,16.7,229.9,11.5,367.2,30.8,303.3,20.7
28145000407,MS,Union County,000407,1894,27,1583,218,1,3,0,8,54,1419,17,1173,185,1,0,0,4,39,591,121,435,71,417,102,685,135,652,154,591,121,435,71,668.5,144.5,556,116.6
28145000503,MS,Union County,000503,2583,308,1664,500,4,5,0,18,84,2000,204,1321,414,3,4,0,10,44,789,282,596,190,549,227,793,311,738,362,789,282,596,190,765.5,336.5,693,274.4
28145000504,MS,Union County,000504,1008,33,909,33,3,1,0,2,27,773,19,718,24,3,1,0,0,8,455,37.8,314.3,27.2,306.6,25.2,478.3,34,454,51.4,455,37.8,314.3,27.2,466.1,42.7,401.6,35.1
28145000505,MS,Union County,000505,578,7,540,13,1,3,0,0,14,449,4,420,11,1,3,0,0,10,220,23.2,153.7,13.8,142.4,13.8,268.7,19,238,33.6,220,23.2,153.7,13.8,253.4,26.3,204.6,20.7
28145000508,MS,Union County,000508,806,10,758,14,0,2,0,0,22,645,3,613,13,0,2,0,0,14,296,22,211,12,212,17,352,31,336,40,296,22,211,12,344,35.5,281.4,24.4
28147000101,MS,Walthall County,000101,457,14,322,104,4,0,0,0,13,375,7,272,84,4,0,0,0,8,188,50.2,146.8,27.6,128.7,36.4,195.9,47.9,189.5,50.3,188,50.2,146.8,27.6,192.7,49.1,169.8,42.5
28147000102,MS,Walthall County,000102,753,13,285,441,2,0,0,1,11,556,8,221,317,2,0,0,0,8,133.8,180.6,105.3,114.1,102.4,136.8,146.3,161.6,135.3,168.9,133.8,180.6,105.3,114.1,140.8,165.3,124.6,152.4
28147000103,MS,Walthall County,000103,1067,13,803,219,8,1,0,3,20,863,5,677,163,8,1,0,1,8,466,81.8,336.2,58.4,306.3,65.6,475.1,99.1,453.5,113.7,466,81.8,336.2,58.4,464.3,106.4,407.4,83.7
