GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_new,uss_18_dem_klo,gov_18_rep_joh,gov_18_dem_wal,atg_18_rep_war,atg_18_dem_ell,sos_18_rep_how,sos_18_dem_sim,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_smi,uss_20_rep_lew,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
27157000065,MN,Wabasha County,000065,1403,48,1285,15,2,12,0,3,38,1105,30,1033,7,2,8,0,2,23,380.4,325.3,252.3,343.4,281.3,311.3,285.3,271.3,291.4,268.2,378.4,423.5,349.4,380.5,380.4,325.3,277.6,298.6,402,363.9,327.8,321
27157000070,MN,Wabasha County,000070,1199,75,1068,3,1,9,1,3,39,990,46,901,3,1,8,0,1,30,329.8,292.4,225.5,352.7,257.6,317.5,269.8,281.9,267.2,285.4,360.8,368.7,333.4,342.8,329.8,292.4,255,309.4,355.7,347.1,294.5,317.7
27157000075,MN,Wabasha County,000075,1758,89,1607,14,0,5,0,0,43,1357,51,1270,3,0,5,0,0,28,469.2,349.7,286.7,423.3,339.2,370.7,369.8,308.6,375.5,307.7,432.9,562.8,406.1,505.5,469.2,349.7,342.8,352.6,534.1,419.5,415.5,371.3
27157000080,MN,Wabasha County,000080,874,14,825,3,6,2,0,2,22,643,9,612,3,5,2,0,0,12,266.9,137.1,161.3,186.7,185.7,159.4,194.1,133.8,192.9,143.8,164.5,338.7,164.5,300.3,266.9,137.1,183.5,155.9,319.5,164.5,234.3,155.7
27157000085,MN,Wabasha County,000085,646,6,626,0,0,2,0,2,10,530,1,522,0,0,2,0,0,5,296,134.1,227.9,166.6,248.7,148.1,266.1,121.2,259.2,124.4,153,333.6,151.4,315.2,296,134.1,250.5,140.1,324.4,152.2,278.1,142.7
27157000090,MN,Wabasha County,000090,151,4,137,2,1,2,0,0,5,135,3,124,1,1,1,0,0,5,57.9,16.7,35.3,30.4,46.1,13.8,44.1,16.7,42.2,14.8,18.7,59.9,17.7,55,57.9,16.7,41.9,18.9,57.5,18.2,48.7,18.4
27157000095,MN,Wabasha County,000095,51,0,47,3,0,0,0,1,0,42,0,41,0,0,0,0,1,0,23,9,23,15,25,13,24,13,23,13,16,29,14,30,23,9,23.8,13.5,29.5,15,25.3,13.3
27157000100,MN,Wabasha County,000100,182,3,169,0,0,0,0,0,10,153,3,141,0,0,0,0,0,9,50,30,38,35,41,30,42,26,41,27,44,74,44,65,50,30,40.5,29.5,69.5,44,50.1,33.7
27157000105,MN,Wabasha County,000105,447,8,434,0,1,3,0,0,1,328,7,316,0,1,3,0,0,1,156.2,61.7,113.5,93.9,129.6,68.8,133.7,61.7,139.7,56.7,75.8,207.6,74.8,195.5,156.2,61.7,129.1,70.3,201.6,75.3,153.7,70.5
27157000110,MN,Wabasha County,000110,382,5,369,0,0,1,0,0,7,298,1,290,0,0,1,0,0,6,131.2,43.4,76.1,62.6,81.8,60.4,86.2,49.7,87,53.2,60.5,150.1,67.6,138.4,131.2,43.4,82.8,56.5,144.2,64,107.3,56.8
27157000115,MN,Wabasha County,000115,366,3,352,2,0,0,0,1,8,317,2,308,1,0,0,0,1,5,122.8,96.7,72.5,127.6,94.7,99.6,96.7,93.8,98.6,97.6,118.9,139.2,113.1,133.4,122.8,96.7,90.6,104.6,136.3,116,108.3,106.7
27157000120,MN,Wabasha County,000120,1992,173,1723,20,3,14,0,2,57,1419,101,1256,12,2,9,0,2,37,589.2,243.1,390.2,312.1,417.2,291.1,457.2,226.1,441.2,250.1,311.1,659.3,299.1,607.2,589.2,243.1,426.4,269.8,633.2,305.1,508.8,276.1
27157000125,MN,Wabasha County,000125,1491,71,1394,2,0,5,0,0,19,1075,40,1015,2,0,2,0,0,16,495.1,196,354.1,265,383.1,240,399.1,187,398.1,203,262,593.1,248,536.1,495.1,196,383.6,223.8,564.6,255,451.2,228.7
27157000130,MN,Wabasha County,000130,456,10,439,0,0,5,1,0,1,337,5,327,0,0,4,0,0,1,174.7,51.9,122.8,87.8,141.8,67.9,142.8,49.9,142.8,56.9,62.9,201.6,65.9,186.7,174.7,51.9,137.5,65.6,194.2,64.4,159,63.3
27157000140,MN,Wabasha County,000140,995,39,894,19,0,9,4,0,30,821,22,765,8,0,7,2,0,17,203.3,245.3,140.2,279.4,167.3,246.3,179.3,213.3,175.3,232.3,292.3,235.4,271.3,220.4,203.3,245.3,165.5,242.8,227.9,281.8,188.7,254.3
27157000145,MN,Wabasha County,000145,824,8,784,6,3,0,0,0,23,712,4,683,5,3,0,0,0,17,251.4,229.5,181.8,263.3,213.6,234.5,226.5,194.7,220.6,214.6,261.3,278.2,237.5,281.2,251.4,229.5,210.6,226.8,279.7,249.4,236.2,233.6
27157000150,MN,Wabasha County,000150,740,19,687,10,0,1,0,0,23,639,11,606,4,0,1,0,0,17,207.7,170.5,127.2,202.8,150.4,175.6,158.5,156.3,149.5,152.4,211.7,233.9,190.6,214.9,207.7,170.5,146.4,171.8,224.4,201.2,177.4,180
27157000155,MN,Wabasha County,000155,246,0,242,0,0,0,0,0,4,201,0,198,0,0,0,0,0,3,86,48,57,69,70,54,70,49,69,55,51,95,55,83,86,48,66.5,56.8,89,53,75.7,54.4
27157000160,MN,Wabasha County,000160,381,5,369,0,0,1,0,1,5,301,2,294,0,0,0,0,1,4,190.2,54,115.8,80.2,134.4,63,142.9,50.8,140.1,50.2,64,201.4,71.8,188,190.2,54,133.3,61,194.7,67.9,159,62
27157000165,MN,Wabasha County,000165,642,10,617,0,0,2,0,0,13,521,5,510,0,0,2,0,0,4,276.6,123.5,211.4,165.8,245.1,137.7,252.1,118,254.7,116.5,142.5,303,136.9,290.8,276.6,123.5,240.8,134.5,296.9,139.7,262,134.4
27157000170,MN,Wabasha County,000170,155,0,154,0,0,1,0,0,0,126,0,125,0,0,1,0,0,0,60.8,11,39.8,22,44.8,19,44.8,13,45.8,15,19,77.7,20,69.7,60.8,11,43.8,17.2,73.7,19.5,54.8,17
27159000005,MN,Wadena County,000005,35,2,31,0,0,0,0,0,2,32,2,29,0,0,0,0,0,1,17.9,7.2,11.6,9.2,12.6,7.2,12.7,4.2,15.7,5.2,8.2,16.9,9.2,16.9,17.9,7.2,13.1,6.4,16.9,8.7,14.9,7.2
27159000010,MN,Wadena County,000010,452,7,420,4,1,2,0,0,18,332,5,314,1,1,2,0,0,9,217.3,58.1,149.3,56.2,155.7,45.9,162,39.5,156.7,41.5,50.8,226.2,46.9,215.4,217.3,58.1,155.9,45.8,220.8,48.9,183.2,48.4
27159000015,MN,Wadena County,000015,828,5,790,0,5,2,0,1,25,568,4,547,0,1,2,0,1,13,322.9,93.2,257.8,115.4,269.8,103.3,271.9,90.2,272.8,96.3,113.3,371,111.3,350,322.9,93.2,268.1,101.3,360.5,112.3,302.3,103.3
27159000020,MN,Wadena County,000020,190,3,177,0,0,0,0,0,10,150,0,140,0,0,0,0,0,10,102.3,20.9,67.3,28.5,73.8,20.3,72.8,21.1,73.9,18,26.2,116.9,28.2,105.2,102.3,20.9,72,22,111,27.2,87.5,23.3
27159000025,MN,Wadena County,000025,101,2,93,0,0,1,0,0,5,89,1,83,0,0,1,0,0,4,40,19,28,20,28,19,31,15,31,15,25,44,22,42,40,19,29.5,17.2,43,23.5,34.9,19.3
27159000030,MN,Wadena County,000030,228,4,205,16,1,0,0,0,2,184,0,168,13,1,0,0,0,2,92,19,75,24,79,18,80,13,75,15,21,116,22,106,92,19,77.2,17.5,111,21.5,89,18.9
27159000032,MN,Wadena County,000032,245,9,226,3,1,0,0,0,6,186,5,173,2,1,0,0,0,5,76.4,22.7,44.2,32.5,51.4,26.2,52.2,22.6,53.1,23.5,24.6,85.5,28.1,74.7,76.4,22.7,50.2,26.2,80.1,26.4,62.5,25.8
27159000035,MN,Wadena County,000035,186,5,176,0,0,2,0,0,3,151,3,146,0,0,2,0,0,0,83.3,12,57.4,20.4,62.9,16.6,63.8,14.8,64.8,12.9,15.7,90.7,15.7,81.4,83.3,12,62.2,16.2,86,15.7,72,15.5
27159000040,MN,Wadena County,000040,216,2,207,0,0,1,0,1,5,166,0,159,0,0,1,0,1,5,80,16,55,29,65,20,61,21,64,20,28,109,24,108,80,16,61.2,22.5,108.5,26,77.4,22.6
27159000045,MN,Wadena County,000045,1340,30,1249,5,4,3,0,2,47,1024,18,969,5,1,0,0,2,29,465.9,185.3,318.7,190.3,349.8,159.3,346.8,139.3,344.8,155.3,197.3,526.1,183.3,472,465.9,185.3,340,161,499,190.3,403.4,172.9
27159000050,MN,Wadena County,000050,84,0,81,0,0,0,1,1,1,68,0,65,0,0,0,1,1,1,34.5,9.7,24.7,10.4,25.6,10.5,27.6,8.4,26.7,10.2,11.2,35.6,12.3,31,34.5,9.7,26.2,9.9,33.3,11.8,29.4,10.4
27159000055,MN,Wadena County,000055,290,3,285,0,0,0,0,0,2,216,1,215,0,0,0,0,0,0,129,28,83,36,90,29,92,27,90,30,27,157,21,151,129,28,88.8,30.5,154,24,113.1,28.3
27159000060,MN,Wadena County,000060,200,1,193,0,0,0,1,0,5,162,1,156,0,0,0,1,0,4,63.9,32.4,49.6,26.7,47.7,28.6,46.7,26.7,48.6,22.9,22.9,84.8,25.7,73.4,63.9,32.4,48.1,26.2,79.1,24.3,59.2,26.6
27159000065,MN,Wadena County,000065,506,7,478,0,2,1,1,0,17,368,1,351,0,2,1,1,0,12,190.3,49.3,148.9,67,161.7,51.3,161.7,42.4,160.7,50.3,68,219.8,61.1,208,190.3,49.3,158.2,52.7,213.9,64.6,178.7,55.6
27159000070,MN,Wadena County,000070,386,7,357,7,2,0,0,0,13,294,2,278,4,1,0,0,0,9,148.5,60.2,99.3,74.2,115.3,55.2,112.3,55.2,113.4,53.2,64.3,169.6,66.2,158.5,148.5,60.2,110.1,59.4,164.1,65.2,131,61.2
27159000075,MN,Wadena County,000075,741,5,698,2,3,2,0,0,31,545,4,526,2,3,1,0,0,9,220.2,76.5,137.8,90.8,139,88.5,151,70.4,155.9,70.6,108.7,264.5,102.6,223.5,220.2,76.5,145.9,80.1,244,105.7,184.6,86.9
27159000080,MN,Wadena County,000080,287,1,259,0,3,0,0,0,24,215,1,197,0,0,0,0,0,17,71.2,45.5,45.5,62.3,54.4,50.5,61.3,42.5,56.4,50.5,54.4,101.9,57.4,93,71.2,45.5,54.4,51.4,97.4,55.9,69.1,51.9
27159000085,MN,Wadena County,000085,868,19,805,5,6,4,1,4,24,679,17,630,5,2,3,1,4,17,248.1,108.8,161.8,140.1,185.5,112.4,191.9,100.6,177.6,115.9,145.7,292.3,147.7,262.7,248.1,108.8,179.2,117.2,277.5,146.7,217.1,124.4
27159000090,MN,Wadena County,000090,824,17,780,3,2,4,0,1,17,627,12,600,1,2,3,0,1,8,315.6,107.9,249.7,144.2,269.3,124.6,280,101.2,272.1,111.1,135.4,379.1,134.4,362.2,315.6,107.9,267.8,120.3,370.7,134.9,304,122.7
27159000095,MN,Wadena County,000095,511,11,480,1,0,1,0,0,18,372,8,352,1,0,0,0,0,11,185.2,51.6,138.3,63.3,138.4,61.3,149.1,51.6,142.2,51.6,62.3,201.7,61.3,185.2,185.2,51.6,142,56.9,193.4,61.8,162.9,57.6
27159000100,MN,Wadena County,000100,1508,52,1347,25,21,3,3,1,56,1126,25,1037,12,15,0,2,1,34,392.2,174.2,253.9,205.3,286.8,161.7,291.9,154.2,285,157.3,205.2,464.4,198.7,388.4,392.2,174.2,279.4,169.7,426.4,201.9,337.5,179.5
27159000105,MN,Wadena County,000105,1332,41,1183,22,9,16,1,3,57,970,21,869,19,7,12,1,3,38,313,142,189,158,197,149,208,130,202,142,185,333,172,295,313,142,199,144.7,314,178.5,248.1,154
27159000110,MN,Wadena County,000110,1378,27,1262,18,9,5,1,2,54,1041,20,971,11,8,2,1,2,26,440,229,305,261,339,236,342,213,345,211,279,492,281,452,440,229,332.8,230.2,472,280,387.9,244.3
27159000120,MN,Wadena County,000120,907,11,859,7,3,1,0,0,26,691,3,669,2,3,1,0,0,13,368,86.1,274.6,140.4,304.2,109.8,310.1,97.9,301.2,100.9,108.9,402.2,115.8,373.5,368,86.1,297.5,112.2,387.9,112.3,333.4,108.5
27159000125,MN,Wadena County,000125,422,2,403,0,1,6,0,3,7,334,2,321,0,1,4,0,3,3,223,30,156,40,168,28,163,27,162,27,36,224,30,216,223,30,162.2,30.5,220,33,187.4,31.1
27161000005,MN,Waseca County,000005,412,1,404,0,0,1,0,1,5,311,1,306,0,0,1,0,1,2,163,50,122,80,129,69,133,57,134,55,55,201,62,186,163,50,129.5,65.2,193.5,58.5,152.6,61.1
27161000010,MN,Waseca County,000010,568,14,525,0,0,4,0,1,24,433,6,410,0,0,3,0,1,13,239,73,171,134,195,115,203,85,201,90,109,275,108,264,239,73,192.5,106,269.5,108.5,221.1,102
27161000015,MN,Waseca County,000015,216,1,207,1,1,1,0,0,5,171,0,168,1,0,1,0,0,1,91,27,58,55,74,36,74,34,66,31,39,101,34,96,91,27,68,39,98.5,36.5,80,36.6
27161000020,MN,Waseca County,000020,4,0,2,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1.6,0,1.6,0,1.6,0,1.6,0,0,0.8,0,0,0,0,1.6,0,0.4,0,1,0
27161000025,MN,Waseca County,000025,336,0,329,0,1,0,0,1,5,264,0,262,0,0,0,0,1,1,151,39,112,62,121,55,133,39,131,40,42,170,41,163,151,39,124.2,49,166.5,41.5,140.1,45.4
27161000030,MN,Waseca County,000030,509,4,488,0,0,1,1,0,15,403,1,397,0,0,0,0,0,5,206.1,93.8,149.5,154.3,167,130.9,185.6,94.8,172.9,112.3,111.4,250.1,119.2,230.5,206.1,93.8,168.8,123.1,240.3,115.3,194.5,116.7
27161000035,MN,Waseca County,000035,2421,73,2232,14,3,4,4,6,85,1763,32,1656,12,3,0,0,4,56,748,351.8,462.6,542.2,517.3,497.6,570.7,380.4,551.7,401.2,442.3,817.9,420.9,736.3,748,351.8,525.6,455.3,777.1,431.6,629.2,433.8
27161000045,MN,Waseca County,000045,576,4,564,0,1,3,0,0,4,442,0,436,0,1,2,0,0,3,190,91.2,125.8,136.8,138.1,124.4,164.7,82.6,145.7,98.8,118.7,207.3,112.1,194.7,190,91.2,143.6,110.7,201,115.4,166.6,109.2
27161000050,MN,Waseca County,000050,1229,50,1137,6,0,0,0,1,35,937,28,879,3,0,0,0,1,26,332.3,201.3,213.2,258.9,232.1,238,247,203.3,246,212.2,225.1,399.7,203.3,349.1,332.3,201.3,234.6,228.1,374.4,214.2,288.5,220.3
27161000055,MN,Waseca County,000055,426,7,412,5,0,0,0,0,2,324,1,320,1,0,0,0,0,2,181.7,71.7,126.8,97.1,135.9,86,143,72.7,137,78.8,73.9,193.3,82.7,170.9,181.7,71.7,135.7,83.6,182.1,78.3,155.5,80.4
27161000060,MN,Waseca County,000060,544,28,499,2,0,3,0,2,10,423,15,397,2,0,2,0,2,5,245,52,163,111,188,88,205,63,201,68,73,252,74,236,245,52,189.2,82.5,244,73.5,212.9,75.6
27161000065,MN,Waseca County,000065,402,19,379,2,0,1,0,0,1,308,11,295,2,0,0,0,0,0,151.8,63.2,109.4,105,129.5,86,142.4,58.2,133.5,73,97.1,187.6,97.6,178,151.8,63.2,128.7,80.5,182.8,97.3,147.5,82.9
27161000070,MN,Waseca County,000070,229,3,211,0,1,3,0,0,11,193,3,181,0,0,1,0,0,8,117,17,74,51,89,36,92,29,91,25,28,112,37,103,117,17,86.5,35.2,107.5,32.5,96.9,31.9
27161000075,MN,Waseca County,000075,201,5,182,4,0,3,0,0,7,150,1,139,1,0,3,0,0,6,83,25,36,43,39,41,41,35,41,35,27,77,26,69,83,25,39.2,38.5,73,26.5,55.1,33.1
27161000080,MN,Waseca County,000080,1898,102,1629,64,2,13,1,4,83,1463,64,1312,36,2,7,1,4,37,547.6,339.1,380.4,414.2,435.5,360.1,462.5,287.1,445.5,325.1,390.6,579.6,368.6,537.6,547.6,339.1,431,346.6,558.6,379.6,484.1,355
27161000085,MN,Waseca County,000085,1205,266,846,31,2,20,2,0,38,893,165,676,18,2,15,2,0,15,220.1,167.4,119.4,193.7,138.5,174.6,148.6,138.6,151.4,150.7,202.5,232.5,178.8,194.7,220.1,167.4,139.5,164.4,213.6,190.6,172.2,172.3
27161000090,MN,Waseca County,000090,2208,110,1983,35,4,14,0,0,62,1685,60,1554,14,4,13,0,0,40,699.3,462.3,429.8,577.4,515.4,485.9,577.4,375.7,532.1,419,516.4,780,498.7,723,699.3,462.3,513.7,464.5,751.5,507.5,608.1,476.5
27161000095,MN,Waseca County,000095,1059,120,835,30,3,14,2,3,52,777,63,641,18,2,14,1,2,36,224,155,142,197,161,179,175,147,171,155,224,276,201,226,224,155,162.2,169.5,251,212.5,196.4,179.7
27161000100,MN,Waseca County,000100,1397,236,912,118,91,8,0,0,32,1230,205,810,104,91,8,0,0,12,179,106.9,94.1,140,124,115,133.1,93.9,128.1,95,122.9,201,110.3,181.5,179,106.9,119.8,111,191.2,116.6,148.7,112
27161000105,MN,Waseca County,000105,1452,172,1195,18,4,8,1,0,54,1085,87,948,12,4,6,0,0,28,434.8,190.6,264.1,279,285.9,249.2,323.6,188.6,312.7,201.5,262.1,475.5,258.1,419,434.8,190.6,296.6,229.6,447.2,260.1,359.4,232.7
27161000110,MN,Waseca County,000110,381,16,354,1,0,0,1,0,9,278,13,259,1,0,0,0,0,5,149,47,84,90,101,77,111,60,107,64,66,161,67,145,149,47,100.8,72.8,153,66.5,122.6,67.3
27161000115,MN,Waseca County,000115,1295,40,1213,5,1,9,0,2,25,1018,22,972,4,0,4,0,2,14,609.4,211.5,429.8,309.7,484.2,253.1,518.4,193.9,505.7,201.8,267.4,667.9,261.9,634.3,609.4,211.5,484.5,239.6,651.1,264.7,549.9,242.8
27163000005,MN,Washington County,000005,685,12,622,2,1,17,0,5,26,567,6,525,2,1,12,0,4,17,222.1,301.7,174.1,325.4,209.7,285.1,216.2,262.1,216,271,346.3,227.2,312.6,237.3,222.1,301.7,204,285.9,232.3,329.4,214.7,300.6
27163000010,MN,Washington County,000010,807,22,690,7,0,54,0,3,31,647,14,564,3,0,43,0,2,21,254.6,230.9,208.3,302.1,242.8,257.2,241.1,238.8,243.1,251.4,303,293,283.9,290.3,254.6,230.9,233.8,262.4,291.7,293.4,253.3,266.8
27163000015,MN,Washington County,000015,725,31,622,10,4,21,1,5,31,571,17,509,6,4,13,1,5,16,215.2,254.3,177.6,308.7,222.6,260.5,234,226.1,217.8,258.9,328.5,227.5,300.7,241.1,215.2,254.3,213,263.5,234.3,314.6,219.4,276.8
27163000020,MN,Washington County,000020,738,23,647,4,3,44,0,4,13,572,16,509,0,2,32,0,3,10,243.8,245.2,182.2,285.4,218.3,245.1,224.6,219.2,228.1,231.9,303.8,263.7,280.3,264,243.8,245.2,213.3,245.4,263.8,292.1,232.1,258.7
27163000025,MN,Washington County,000025,4024,141,2743,778,158,38,0,6,160,3384,111,2212,766,158,28,0,6,103,594.6,576.9,438.9,735.6,522,626.3,555.6,534.4,535.6,581.9,920.3,798.1,834.3,765.6,594.6,576.9,513,619.6,781.9,877.3,601.5,687.1
27163000030,MN,Washington County,000030,2088,56,1886,9,16,50,1,3,67,1533,31,1405,9,7,40,0,0,41,667.3,481.4,565,628.8,680.3,517.3,702.7,448.2,679.4,487.1,684.2,757.4,632.7,781.3,667.3,481.4,656.9,520.4,769.4,658.5,690.5,554.3
27163000035,MN,Washington County,000035,863,22,794,11,0,9,0,3,24,703,11,656,8,0,9,0,3,16,235.1,362.1,197.9,416,237.8,362.2,248.7,332.6,227.1,356.9,447,249.6,399.5,271.7,235.1,362.1,227.9,366.9,260.7,423.2,238.3,382.3
27163000040,MN,Washington County,000040,5521,230,3981,328,23,705,1,27,226,3773,137,2817,220,15,468,1,15,100,1339.8,1438.9,969.4,1675.2,1167.3,1469,1220.4,1296.2,1152.8,1400.1,1883.7,1394.5,1670.4,1378.5,1339.8,1438.9,1127.5,1460.1,1386.5,1777,1231.8,1547.6
27163000045,MN,Washington County,000045,8313,655,5983,678,32,540,4,24,397,6156,406,4708,429,28,376,4,17,188,1639.1,1867.5,1163.3,2156.1,1401.5,1900,1475.6,1655.6,1409.2,1816.7,2604.9,2028.8,2382.1,1888.5,1639.1,1867.5,1362.4,1882.1,1958.6,2493.5,1572.3,2054.7
27163000050,MN,Washington County,000050,6031,403,4682,228,16,359,3,23,317,4199,235,3378,146,10,257,3,17,153,1292.7,1253.5,972.5,1504.4,1154.1,1317.8,1219.5,1132.9,1167.1,1238.5,1691.8,1675.1,1520,1615.6,1292.7,1253.5,1128.3,1298.4,1645.4,1605.9,1299.5,1379.9
27163000055,MN,Washington County,000055,3792,346,2861,167,8,208,2,10,190,2811,217,2240,98,8,142,2,7,97,896.5,828.8,594.5,972.7,669.7,876.5,718.3,759.3,679.2,824.1,1076.5,929.8,991.7,845,896.5,828.8,665.4,858.1,887.4,1034.1,761.9,904.2
27163000060,MN,Washington County,000060,3747,178,2946,227,3,173,2,5,213,2730,91,2276,138,2,115,2,3,103,1050.5,955.2,716.5,1174.3,884.3,996.5,936.7,866.7,892.8,938.9,1257.5,1128.2,1126.3,1067,1050.5,955.2,857.6,994.1,1097.6,1191.9,953.7,1045.1
27163000065,MN,Washington County,000065,3641,248,2563,275,19,299,1,11,225,2691,144,2025,168,18,208,1,8,119,802.1,864.8,503,952.2,603.4,844.9,640.1,733.6,621.2,798.2,1102.3,848.9,979.1,797.2,802.1,864.8,591.9,832.2,823,1040.7,688,896.4
27163000070,MN,Washington County,000070,7794,568,5948,410,25,473,2,29,339,5875,343,4733,276,23,309,2,14,175,1852.6,1828.2,1250.3,2121,1464.4,1892.7,1537.2,1646.2,1486.2,1788.9,2551.2,2178.7,2307.7,2072.4,1852.6,1828.2,1434.5,1862.2,2125.6,2429.4,1691.7,2019.4
27163000095,MN,Washington County,000095,1171,28,1053,10,0,37,0,11,32,856,13,789,4,0,30,0,7,13,430.4,290.4,377.1,361.1,437.6,298.8,457,245.3,438.4,267.2,393.7,468.3,354.5,490.7,430.4,290.4,427.6,293.1,479.5,374.1,442.8,315.8
27163000100,MN,Washington County,000100,1801,59,1660,5,1,17,0,7,52,1434,37,1338,4,1,17,0,5,32,558.2,426.6,405.3,506.2,492.7,402.5,505.6,352.4,503.8,373.6,538.8,645.7,499.2,622.6,558.2,426.6,476.9,408.7,634.2,519,533.4,442.8
27163000105,MN,Washington County,000105,5258,300,4273,163,26,167,0,18,311,3941,194,3323,101,18,115,0,14,176,1072.7,688.3,679.4,845.1,800.4,689.3,834.5,602.5,810.5,661.3,927.7,1292.8,802.7,1132.2,1072.7,688.3,781.2,699.6,1212.5,865.2,946.1,745.3
27163000110,MN,Washington County,000110,3095,113,2748,30,16,36,1,8,143,2453,61,2248,22,10,32,0,0,80,976.8,603.4,685.3,795.5,807.2,644.4,847.1,532.2,808.1,605.4,737.9,1096.7,660,1033.3,976.8,603.4,786.9,644.4,1065,698.9,893.5,654.1
27163000115,MN,Washington County,000115,3526,91,3259,14,13,44,2,4,99,2814,46,2657,4,10,35,2,3,57,1249.5,772.7,988.9,948.7,1158,764.9,1191.4,639,1158,688.2,927,1443.1,845.4,1352.7,1249.5,772.7,1124.1,760.2,1397.9,886.2,1220.2,798
27163000120,MN,Washington County,000120,2726,91,2426,9,2,52,1,19,126,2144,61,1959,6,1,31,1,16,69,1028.9,612.1,793.1,831.6,952.6,658,989,551.2,937.6,597.9,752.3,1169.6,693.2,1116.3,1028.9,612.1,918.1,659.7,1143,722.8,998.2,670.9
27163000125,MN,Washington County,000125,6006,187,5211,126,19,242,0,17,204,4248,114,3790,76,13,130,0,5,120,1725,1086,1282,1478,1491,1221,1574,1030,1535,1109,1480,2065,1359,1914,1725,1086,1470.5,1209.5,1989.5,1419.5,1655.1,1251.9
27163000130,MN,Washington County,000130,3966,99,3621,10,4,63,0,31,138,3170,63,2943,5,4,50,0,21,84,1546.8,1090.3,1234.7,1287.6,1418.9,1094.5,1509.7,892.6,1444.7,995.4,1378.8,1607.3,1299.4,1620.8,1546.8,1090.3,1402,1067.5,1614,1339.1,1483.3,1148.4
27163000135,MN,Washington County,000135,301,12,257,6,5,5,2,0,14,239,9,200,6,3,5,2,0,14,104.2,91.3,71.7,112.9,79.5,113.2,84.9,92.7,79.1,106.5,136.2,122.5,115.9,116.8,104.2,91.3,78.8,106.3,119.7,126.1,94.1,109.8
27163000140,MN,Washington County,000140,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.7,0.1,1.4,0.1,0.7,0.1,0.7,0.7,1.4,0.7,1.4,0.1,0.1,0.1,0.9,1.4,0.7,0.4,0.7
27163000145,MN,Washington County,000145,5427,141,4864,75,18,152,0,17,160,4075,67,3749,43,11,106,0,14,85,1513.9,1105.7,1114.3,1404.5,1336.6,1185,1406.9,993.3,1343.4,1121.8,1670.1,1845.9,1527.6,1750.9,1513.9,1105.7,1300.3,1176.1,1798.4,1598.9,1473.1,1286.8
27163000150,MN,Washington County,000150,654,48,497,7,6,54,0,1,41,502,17,418,7,6,32,0,0,22,231,106,176,138,191,117,192,101,194,105,172,284,156,258,231,106,188.2,115.2,271,164,218,127.9
27163000155,MN,Washington County,000155,4675,161,4051,101,11,158,0,9,184,3391,93,3021,61,10,116,0,5,85,1262.1,891,866,1124.1,1009.1,983,1073.1,814,1030.1,917,1284.1,1465.1,1161.1,1370.1,1262.1,891,994.6,959.5,1417.6,1222.6,1153.6,1024.9
27163000160,MN,Washington County,000160,3791,147,3199,111,12,141,0,34,147,2752,101,2387,55,5,107,0,23,74,1087,730,752.4,910.5,910,758.9,934.1,625.5,891.9,711.8,948.3,1272.5,853.1,1206.4,1087,730,872.1,751.7,1239.5,900.7,1007.8,791.2
27163000165,MN,Washington County,000165,1219,41,1071,6,6,21,2,14,58,936,25,839,4,2,15,2,8,41,425.1,251.7,336.9,346.7,409.4,270.3,421.1,229.2,395.7,255.6,328.1,477.9,303.6,478.9,425.1,251.7,390.8,275.5,478.4,315.9,420.7,283.6
27163000170,MN,Washington County,000170,6245,611,4683,166,45,461,1,22,256,4680,343,3755,97,32,294,0,15,144,1169.7,1079.2,1032.1,1620.8,1245.8,1374.3,1317,1190.9,1291.4,1273.3,2156.1,1917.7,1909.5,1888.6,1169.7,1079.2,1221.6,1364.8,1903.1,2032.8,1408.9,1514.9
27163000175,MN,Washington County,000175,5090,150,4517,30,12,171,0,22,188,3762,84,3398,26,9,119,0,22,104,1444.5,1285.4,1192.7,1691.7,1489.3,1380.8,1567.3,1187.8,1485.8,1300.4,1888.1,1773.3,1715.5,1809.5,1444.5,1285.4,1433.8,1390.2,1791.4,1801.8,1537.5,1492.8
27163000180,MN,Washington County,000180,1710,49,1578,1,0,21,0,6,55,1402,26,1316,1,0,15,0,6,38,546.9,488.9,362.1,583.5,446,502.4,468.4,414.8,451.9,465.5,614.7,592.6,568.8,567.5,546.9,488.9,432.1,491.6,580.1,591.8,490.8,519.8
27163000185,MN,Washington County,000185,339,5,314,0,1,8,0,0,11,250,2,233,0,1,4,0,0,10,116.2,88.1,80.8,112.3,100,90.1,101,78.9,100,86,105.3,126.3,98.2,128.2,116.2,88.1,95.4,91.8,127.2,101.8,107.5,94.1
27163000190,MN,Washington County,000190,1043,27,963,2,1,4,0,2,44,861,15,808,2,1,4,0,2,29,300.9,356.9,217.8,409.5,261.1,367.2,265.8,329.8,262.3,360.2,409.4,346,381.2,316.5,300.9,356.9,251.7,366.7,331.3,395.3,281.5,373.5
