GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_new,uss_18_dem_klo,gov_18_rep_joh,gov_18_dem_wal,atg_18_rep_war,atg_18_dem_ell,sos_18_rep_how,sos_18_dem_sim,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_smi,uss_20_rep_lew,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
27053000040,MN,Hennepin County,000040,2852,121,2219,195,8,170,0,15,124,2220,82,1812,108,4,134,0,14,66,668,1020,527,1116,617,1015,664,893,641,954,1250,698,1127,704,668,1020,612.2,994.5,701,1188.5,645.6,1053.6
27053000045,MN,Hennepin County,000045,4121,166,3117,377,17,209,4,40,191,3341,120,2627,248,17,177,4,38,110,855,1511.7,720.5,1642.3,846.1,1495.8,919.8,1326.4,874,1437,1893.4,876,1694.1,890.9,855,1511.7,840.1,1475.4,883.4,1793.8,854.6,1571.5
27053000050,MN,Hennepin County,000050,2034,102,1613,77,2,128,0,3,109,1616,63,1335,60,0,105,0,0,53,432.7,673.2,364.8,784,456.8,676.8,488.1,609.7,472,637.4,837.7,439,759,464.9,432.7,673.2,445.4,677,451.9,798.3,445.5,711.1
27053000055,MN,Hennepin County,000055,3416,199,2289,483,13,251,0,9,172,2756,140,1998,295,12,199,0,6,106,617.5,1066.8,449.3,1071.8,517.6,987.7,559.2,889.7,524.5,972.8,1278.6,637.3,1100.5,643.3,617.5,1066.8,512.6,980.5,640.3,1189.6,564.1,1052.6
27053000060,MN,Hennepin County,000060,2457,99,1986,65,2,181,0,9,115,1988,63,1651,43,2,160,0,8,61,658.3,842,499.4,991,628.7,844.9,675.1,756.1,632.7,801.5,1030.5,698.7,966.3,690.9,658.3,842,609,848.4,694.8,998.4,640.5,890.3
27053000065,MN,Hennepin County,000065,2240,71,1920,68,3,84,0,15,79,1902,61,1653,55,2,70,0,11,50,727.6,685,541.9,772.1,617.9,688.5,659.2,614.2,622.4,645.4,877.8,651.8,800.5,688.9,727.6,685,610.3,680.1,670.3,839.1,644.2,726.2
27053000070,MN,Hennepin County,000070,2879,113,2304,92,120,87,2,14,147,2345,69,1945,63,116,66,0,11,75,621.6,924.1,484.6,1036.7,602,900.6,667.6,771.4,587.4,859.5,1124.8,637.3,1026.9,632.4,621.6,924.1,585.4,892.1,634.8,1075.9,604.7,949.2
27053000071,MN,Hennepin County,000071,1808,59,1440,63,3,169,1,14,59,1519,45,1252,44,3,129,1,9,36,456.2,643.5,343.9,777.6,447.1,670.3,473.6,607.8,439.5,653.4,850.9,430.9,766.8,452.8,456.2,643.5,426,677.3,441.8,808.8,434.9,710
27053000075,MN,Hennepin County,000075,3480,265,2495,177,14,329,0,11,189,3002,170,2259,131,14,294,0,11,123,749.9,1206,539,1290.1,654,1171.1,685,1079.1,654,1122.1,1431.1,753.9,1299.1,756,749.9,1206,633,1165.6,754.9,1365.1,684.5,1228.4
27053000080,MN,Hennepin County,000080,2168,224,1511,195,8,132,1,15,82,1675,138,1252,126,6,105,1,10,37,458.6,673.6,358.4,752.2,407.5,683.4,446.8,607.8,407.5,649.1,855.3,450.7,774.8,465.4,458.6,673.6,405.1,673.1,458.1,815,427.8,713.7
27053000085,MN,Hennepin County,000085,1686,34,1483,35,3,80,0,4,47,1433,20,1316,16,3,52,0,4,22,435.2,690,369.8,767.2,443.1,685.9,475.2,623.6,450.2,642.9,863.2,411.5,785.2,436.6,435.2,690,434.6,679.9,424,824.2,431.7,722.6
27053000090,MN,Hennepin County,000090,2025,57,1692,45,8,131,1,9,82,1733,47,1474,37,8,108,1,9,49,465.5,649,390.3,832.9,485.4,731.5,516,670.9,485.8,695,978.5,492.7,898.1,513.4,465.5,649,469.4,732.6,503.1,938.3,478.4,779.4
27053000095,MN,Hennepin County,000095,3533,299,2609,213,6,232,5,5,164,2987,196,2306,168,4,195,5,5,108,627,1093,494,1257,591,1146,637,1034,605,1090,1510,728,1345,704,627,1093,581.8,1131.8,716,1427.5,626.6,1210.7
27053000100,MN,Hennepin County,000100,2524,162,1996,99,2,151,7,5,102,2031,99,1685,58,2,123,7,5,52,557,900,422,1022,533,897,542,841,528,870,1149,575,1029,590,557,900,506.2,907.5,582.5,1089,535.3,958.3
27053000105,MN,Hennepin County,000105,2670,57,2094,258,0,158,0,7,96,2078,30,1732,147,0,111,0,7,51,651.7,856.2,562.7,1002,680.1,867,708.5,793.6,674.2,841.6,1097,647.8,979.5,706.5,651.7,856.2,656.4,876.1,677.2,1038.3,661.6,919.6
27053000106,MN,Hennepin County,000106,2059,43,1814,27,3,79,0,7,86,1686,23,1530,21,3,69,0,7,33,560.5,848.8,483.4,984,583.6,862.8,643.6,739.8,597.6,812.8,1070,508.6,986,563.6,560.5,848.8,577.1,849.8,536.1,1028,563,900.6
27053000107,MN,Hennepin County,000107,2562,399,1375,388,10,224,1,15,150,1996,247,1204,257,9,183,0,10,86,406,730,291,787,345,732,370,647,350,712,904,410,786,403,406,730,339,719.5,406.5,845,367.9,756.9
27053000110,MN,Hennepin County,000110,3343,488,1780,632,19,258,5,14,147,2853,334,1670,470,18,228,5,14,114,383.1,728.2,338.2,869,380.2,826.9,411.5,766.4,371.4,804.5,1119.3,482,967.7,450.7,383.1,728.2,375.4,816.7,466.3,1043.5,402.5,868.9
27053000115,MN,Hennepin County,000115,5225,1652,1709,1204,51,301,5,50,253,3754,1018,1498,777,41,238,5,36,141,486,1125,315,1127,375,1055,387,984,365,1047,1403,531,1192,484,486,1125,360.5,1053.2,507.5,1297.5,420.4,1133.3
27053000120,MN,Hennepin County,000120,3279,505,1914,393,30,229,2,25,181,2540,305,1650,263,20,184,2,22,94,639,840,425,927,508,842,538,755,502,824,1141,644,1007,617,639,840,493.2,837,630.5,1074,553.3,905.1
27053000125,MN,Hennepin County,000125,3136,641,1741,294,23,274,1,20,142,2450,405,1515,190,18,225,0,17,80,560.6,833.4,369.7,881.4,436.7,802.4,445.7,736.5,442.7,782.4,1048.2,546.6,914.3,504.6,560.6,833.4,423.7,800.7,525.6,981.3,472.4,857
27053000130,MN,Hennepin County,000130,3464,482,2185,367,10,230,0,20,170,2744,324,1898,237,5,178,0,12,90,662,993,477,1065,567,965,594,893,557,932,1223,737,1066,735,662,993,548.8,963.8,736,1144.5,618.4,1019.6
27053000131,MN,Hennepin County,000131,1960,413,865,449,14,121,2,22,74,1430,253,760,251,13,93,2,18,40,337,509,216,480,242,445,268,404,246,428,575,323,507,301,337,509,243,439.2,312,541,276.1,478.3
27053000132,MN,Hennepin County,000132,2794,445,1422,547,17,173,0,24,166,2297,323,1305,387,16,153,0,16,97,403,735,249,763,298,715,315,664,301,700,932,405,777,355,403,735,290.8,710.5,380,854.5,332.3,755.1
27053000200,MN,Hennepin County,000200,4582,803,1712,945,41,749,1,19,312,3333,504,1508,639,24,470,1,13,174,462.4,1151.5,316.8,1047.5,367.3,1005,386.1,972.3,371.3,1011.9,1398,497,1172.3,467.3,462.4,1151.5,360.4,1009.2,482.2,1285.2,409.8,1108.3
27053000205,MN,Hennepin County,000205,4928,726,1463,1809,34,657,1,14,224,3602,468,1332,1216,30,418,1,13,124,364.8,1107,206.6,970,250.7,917,278.7,895.8,246.8,922,1360.5,386,1145.9,343,364.8,1107,245.7,926.2,364.5,1253.2,296.7,1045.4
27053000210,MN,Hennepin County,000210,5289,726,1541,1722,49,961,4,15,271,3734,436,1396,1099,29,627,4,13,130,575,1271.2,369.9,1209.9,431.8,1125.2,473.6,1071.4,445.6,1104.5,1520.4,612.1,1316.7,552.3,575,1271.2,430.2,1127.8,582.2,1418.6,494.3,1231.3
27053000215,MN,Hennepin County,000215,5612,530,1904,1675,39,1079,0,30,355,4034,339,1722,1055,28,675,0,23,192,595.7,1505,388.9,1346.1,465.7,1256.3,502.6,1209.5,453.8,1260.3,1787,651.4,1503.3,585.6,595.7,1505,452.7,1268.1,618.5,1645.2,520.5,1409.6
27053000220,MN,Hennepin County,000220,6578,1071,1953,1432,31,1712,0,35,344,4630,685,1723,965,24,1071,0,19,143,592.5,1447.6,430.4,1382.7,516.8,1281.4,555.6,1205.9,524.7,1261.5,1771.6,671,1474.3,613.3,592.5,1447.6,506.9,1282.9,642.1,1622.9,557.8,1403.6
27053000225,MN,Hennepin County,000225,3519,391,1499,828,36,549,1,23,192,2724,263,1332,590,31,366,1,13,128,365.6,819,301,917.1,346,856.2,364.1,822.3,342.1,875.5,1141.6,437.8,952.9,407.8,365.6,819,338.3,867.8,422.8,1047.2,366.3,912.1
27053000230,MN,Hennepin County,000230,3274,427,1033,929,15,694,0,26,150,2369,251,937,615,9,448,0,22,87,298,810.1,208,758.1,235,729.1,253,706.1,237,716.1,980.1,344,829.1,317,298,810.1,233.3,727.3,330.5,904.6,270.3,789.8
27053000300,MN,Hennepin County,000300,3039,247,626,1501,16,515,0,12,122,2233,159,561,1076,15,334,0,10,78,206,802,127,699,153,656,165,641,160,662,927,234,771,209,206,802,151.2,664.5,221.5,849,179.1,736.9
27053000305,MN,Hennepin County,000305,2922,203,1040,825,11,631,0,7,205,2067,126,911,534,10,371,0,5,110,355.5,809.1,265.3,764.1,308.4,695,332.4,648.9,299.4,689,953.3,389.6,848.1,346.5,355.5,809.1,301.4,699.2,368,900.7,328.2,772.5
27053000310,MN,Hennepin County,000310,4455,382,1017,2069,27,727,1,42,190,3205,216,907,1398,21,496,0,35,132,355.2,1073.5,238.1,914.4,285.1,859.4,303.1,857.4,292.1,864.4,1150.5,417.1,948.4,364.1,355.2,1073.5,279.6,873.9,390.6,1049.5,322.1,952.6
27053000315,MN,Hennepin County,000315,3378,272,840,1292,14,767,0,23,170,2290,167,715,761,10,543,0,15,79,304.8,938.5,196.9,783.6,227.9,756.6,243.9,727.6,224.9,749.6,1023.5,287.9,842.6,265.9,304.8,938.5,223.4,754.4,276.9,933,250.3,831.7
27053000320,MN,Hennepin County,000320,3995,190,1769,882,6,958,3,12,175,2964,105,1474,592,4,681,0,12,96,660.3,1145.3,515.1,1172.6,618,1060.4,646.2,986.9,608,1029.3,1500.8,782.2,1348,741.3,660.3,1145.3,596.8,1062.3,761.8,1424.4,653,1177.6
27053000325,MN,Hennepin County,000325,4536,241,1759,1059,14,1246,0,26,191,3312,157,1472,675,12,878,0,18,100,669,1225,504,1177,597,1081,644,994,585,1036,1496,780,1342,712,669,1225,582.5,1072,746,1419,641.6,1193
27053000330,MN,Hennepin County,000330,4378,153,2513,847,5,644,0,17,199,3340,99,2065,573,4,486,0,12,101,692.1,1078.7,574.4,1322,687.2,1200.1,742.5,1092.6,681.1,1173,1665.8,843.4,1468.8,827.2,692.1,1078.7,671.3,1196.9,835.3,1567.3,721.1,1285.8
27053000335,MN,Hennepin County,000335,5060,150,3293,580,6,724,0,17,290,3277,86,2204,374,4,498,0,14,97,885.8,1070.8,704.8,1325.7,891.8,1113.7,952.8,1021.8,883.8,1074.7,1565.6,1087.7,1399.7,1117.7,885.8,1070.8,858.3,1134,1102.7,1482.7,932.1,1224.6
27053000340,MN,Hennepin County,000340,3239,195,979,775,22,1095,3,18,152,2304,132,844,501,13,728,3,9,74,368.3,853.8,262.8,814.7,307.7,755.1,332.1,712.1,303.8,760.9,980.8,435.7,867.4,375.1,368.3,853.8,301.6,760.7,405.4,924.1,340.8,820.7
27053000345,MN,Hennepin County,000345,3547,289,1154,914,28,973,2,24,163,2507,192,1007,591,15,592,2,13,95,418.3,1002.1,281.9,982.3,334.9,901.9,355.4,848,348.8,887.1,1152,456.8,998.4,409.4,418.3,1002.1,330.3,904.8,433.1,1075.2,372.2,967.4
27053000350,MN,Hennepin County,000350,3798,348,1729,808,26,666,0,22,199,2773,209,1483,501,20,446,0,13,101,594.2,989.7,444.5,1016.3,519.4,939.2,537.4,865.4,509.8,919.5,1220,644.4,1064.4,615.5,594.2,989.7,502.8,935.1,629.9,1142.2,552.2,1002.1
27053000355,MN,Hennepin County,000355,2387,219,704,724,6,588,1,20,125,1731,144,621,476,2,404,1,14,69,280,689,180,639,212,607,221,578,215,583,807,289,710,270,280,689,207,601.8,279.5,758.5,238.1,659
27053000360,MN,Hennepin County,000360,3013,78,1910,451,5,425,0,14,130,2409,48,1677,325,4,283,0,6,66,810.7,1000.4,609.5,1174.1,748.4,1022.1,788,913.3,756.3,960.9,1310.5,759.6,1177.6,776.4,810.7,1000.4,725.5,1017.6,768,1244,749.8,1079.8
27053000362,MN,Hennepin County,000362,1936,65,1184,369,5,238,0,0,75,1625,39,1100,269,5,174,0,0,38,475,631.3,382.4,725.3,451.6,638.4,468.8,597.8,452.8,623.8,819.7,472.2,755.4,478.3,475,631.3,438.9,646.4,475.2,787.5,454.4,684.5
27053000365,MN,Hennepin County,000365,1347,58,767,224,5,199,0,7,87,996,32,629,149,4,140,0,7,35,242.4,345.7,207.8,389.4,238.3,351.3,245,336,232.7,340.9,420.8,296.2,382.8,285.8,242.4,345.7,230.9,354.4,291,401.8,249.7,366.7
27053000370,MN,Hennepin County,000370,3581,162,1966,553,18,663,0,14,205,2718,116,1659,346,18,468,0,10,101,764,964.1,507,1081.7,621.3,950.2,665.9,848.9,633.4,915.1,1214.8,797.6,1078.3,762.5,764,964.1,606.9,949,780.1,1146.5,678.8,1007.6
27053000375,MN,Hennepin County,000375,4208,129,1941,885,11,1021,0,24,197,3003,77,1501,582,6,724,0,19,94,641.6,1201.9,537,1244,658.9,1108.9,701.3,1018.8,639.5,1081.5,1527,847.2,1363.2,818.8,641.6,1201.9,634.1,1113.3,833,1445.1,692,1220.8
27053000395,MN,Hennepin County,000395,4188,711,1343,1604,13,337,2,7,171,3019,452,1105,1111,10,251,0,5,85,443.4,934.9,297.3,828.4,351.3,746.9,381.6,710.4,359.7,745,1032,499.1,918.8,433.4,443.4,934.9,347.5,757.7,466.3,975.4,395.1,845.2
27053000397,MN,Hennepin County,000397,6319,974,2233,2332,26,500,2,9,243,4552,585,1932,1515,21,346,1,9,143,709.9,1440.5,453.5,1376.8,571.5,1233.6,592.1,1184,556,1234.3,1699.1,676.2,1455.2,623.2,709.9,1440.5,543.3,1257.2,649.7,1577.2,597.5,1374.8
27053000400,MN,Hennepin County,000400,3013,315,955,871,25,688,0,18,141,2207,197,848,621,16,431,0,12,82,309.7,722.2,204.2,668.7,238.4,625.4,248.5,600.2,233.4,618.4,875.2,332,749,294.7,309.7,722.2,231.1,628.2,313.3,812.1,265.8,694.2
27053000405,MN,Hennepin County,000405,5859,508,1155,3008,23,873,0,23,269,4137,324,1027,2006,18,591,0,16,155,353.7,1443.4,237.8,1156.8,270.1,1121.3,299.3,1095.1,274.2,1139.3,1639,431,1347.3,369.6,353.7,1443.4,270.4,1128.1,400.3,1493.1,319.4,1277.5
27053000410,MN,Hennepin County,000410,4243,354,1382,1305,23,972,0,19,188,3051,222,1195,856,16,648,0,11,103,558,1096,384,1012,446,920,458,892,452,925,1296,571,1107,539,558,1096,435,937.2,555,1201.5,486.9,1035.4
27053000415,MN,Hennepin County,000415,3148,299,875,1136,12,696,0,25,105,2256,188,786,747,3,452,0,17,63,303,893,210,803,231,774,240,740,233,772,1010,348,854,292,303,893,228.5,772.2,320,932,265.3,835.1
27053000420,MN,Hennepin County,000420,889,47,450,214,4,115,0,3,56,736,34,425,150,4,93,0,2,28,184.1,292.6,138.7,302.1,157.9,279.2,172.2,247.4,158,257.8,360,223.3,312.4,201.8,184.1,292.6,156.7,271.6,212.6,336.2,176.6,293.1
27053000450,MN,Hennepin County,000450,7394,222,5831,565,27,331,0,34,384,5627,132,4686,386,15,214,0,19,175,1760.8,1649.2,1289.8,1952.3,1536.9,1655.9,1605,1479.8,1532.7,1610.2,2398.4,2093.6,2116,1990.5,1760.8,1649.2,1491.1,1674.5,2042,2257.2,1687,1837.4
27053000455,MN,Hennepin County,000455,5873,145,4778,454,21,245,0,19,211,4619,92,3922,256,21,194,0,9,125,1515.9,1514,1170.8,1822.9,1449.2,1513.1,1532.1,1334.8,1450.1,1449.2,2085.1,1693.3,1838.2,1686.6,1515.9,1514,1400.6,1530,1689.9,1961.7,1499.7,1651
27053000460,MN,Hennepin County,000460,5224,241,3968,451,27,282,0,37,218,3964,140,3198,286,19,185,0,26,110,1422.9,1283.7,974.6,1506.9,1198.1,1248.4,1246.9,1101.5,1182.4,1202,1667.3,1463,1462.1,1379.5,1422.9,1283.7,1150.5,1264.7,1421.2,1564.7,1266.8,1353.1
27053000465,MN,Hennepin County,000465,5428,239,4105,474,24,282,1,18,285,4201,176,3334,302,21,204,1,15,148,1466,1304.8,998,1588.2,1205.6,1347.7,1251.5,1202,1202.6,1299.8,1753,1602.7,1563.3,1522.9,1466,1304.8,1164.4,1359.4,1562.8,1658.2,1321.3,1437
27053000485,MN,Hennepin County,000485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,16,10.8,18.4,13.3,15.5,14,13.9,13.5,14.7,20.5,13.6,18.4,13.9,13.8,16,12.9,15.6,13.7,19.4,13.3,16.8
27053000500,MN,Hennepin County,000500,2128,44,1951,11,3,42,0,15,62,1679,24,1557,8,3,35,0,15,37,859.6,367.1,683.9,512.4,794.7,386,816.4,331,780.1,366.2,436,1013,410,986,859.6,367.1,768.8,398.9,999.5,423,847.7,401.3
27053000505,MN,Hennepin County,000505,1656,229,1288,3,11,72,0,6,47,1276,145,1035,3,5,56,0,5,27,692.9,289.5,552,401.9,640.2,302.1,658.4,257.6,628.5,285.4,419,614.6,373.4,614.6,692.9,289.5,619.8,311.7,614.6,396.2,628.7,332.7
27053000510,MN,Hennepin County,000510,2401,57,1739,13,0,509,0,2,81,1706,35,1306,8,0,309,0,2,46,523.8,267.5,411.3,387.7,486.7,297,495.5,264.6,477.3,288.7,658,762,583,772,523.8,267.5,467.7,309.5,767,620.5,561.2,392.4
27053000550,MN,Hennepin County,000550,3224,185,2218,504,14,90,0,28,185,2587,122,1917,344,12,71,0,24,97,558.4,1007.6,431,1115.6,528.9,996.9,560,916.7,512,985.6,1260.3,584.5,1101.8,566,558.4,1007.6,508,1003.7,575.2,1181,534.4,1054.9
27053000555,MN,Hennepin County,000555,1513,84,959,348,6,67,0,6,43,1252,48,844,266,6,63,0,3,22,220.6,454.2,179.7,486.2,210.7,459.2,214.7,430.3,208.7,444.3,590,241.6,523.1,229.6,220.6,454.2,203.4,455,235.6,556.6,215.1,483.9
27053000557,MN,Hennepin County,000557,931,73,684,51,0,46,0,13,64,758,49,587,37,0,34,0,10,41,168.4,248.3,125.1,280.3,143.9,264.3,163.7,226.7,145.8,249.3,324.5,175.9,307.6,166.5,168.4,248.3,144.6,255.1,171.2,316.1,155.6,271.6
27053000560,MN,Hennepin County,000560,2813,203,2031,239,17,126,0,9,188,2246,126,1737,174,13,95,0,7,94,505.1,858.3,370,952,434.1,865.2,465.6,786.3,450.9,838.5,1149.3,515,1010.2,525.8,505.1,858.3,430.1,860.5,520.4,1079.8,466.6,922.8
27053000565,MN,Hennepin County,000565,2126,179,1556,167,8,85,0,23,108,1617,109,1287,106,1,63,0,16,35,393,663,279,790,348,703,385,629,347,675,851,423,782,429,393,663,339.8,699.2,426,816.5,372,727.6
27053000567,MN,Hennepin County,000567,1116,49,674,245,8,62,0,6,72,922,36,592,187,8,53,0,2,44,149.5,376.9,118.7,386.7,137.8,360.7,146,344.8,139.7,345.4,467.2,164.7,401.6,159.4,149.5,376.9,135.5,359.4,162.1,434.4,145.1,383.3
27053000570,MN,Hennepin County,000570,2160,199,1327,461,1,52,2,8,110,1707,120,1149,335,1,39,2,3,58,300,664,231,714,284,645,305,587,277,644,829,351,722,348,300,664,274.2,647.5,349.5,775.5,299.4,686.4
27053000575,MN,Hennepin County,000575,3035,255,2214,240,16,105,0,14,191,2340,175,1818,150,14,82,0,10,91,563,877,408,943,458,890,486,816,464,875,1106,617,957,590,563,877,454,881,603.5,1031.5,512.3,923.4
27053000577,MN,Hennepin County,000577,717,77,478,75,4,29,0,1,53,564,50,409,52,4,24,0,0,25,121,203,88,220,111,197,111,178,110,195,282,130,237,133,121,203,105,197.5,131.5,259.5,114.9,216
27053000585,MN,Hennepin County,000585,3056,277,1757,574,18,238,0,23,169,2332,156,1534,366,11,171,0,16,78,550.7,874,377.9,886.8,447,805.6,472,735.6,441,805.8,1043.9,547.3,905,509.2,550.7,874,434.4,808.4,528.2,974.5,477.8,865.2
27053000590,MN,Hennepin County,000590,2639,442,1578,309,9,123,0,29,149,2066,267,1382,209,8,96,0,13,91,484.8,761,374.1,746.6,411,676.6,440.9,611.4,416,657.1,882.6,542,764.2,511.1,484.8,761,410.5,672.9,526.5,823.4,454.3,728.5
27053000640,MN,Hennepin County,000640,2200,524,1448,62,2,68,0,18,78,1469,330,1000,42,1,54,0,11,31,355.5,219.5,324.3,358.7,385,302.6,407,262.8,397,267.5,549.1,566.7,492.6,545.6,355.5,219.5,378.3,297.9,556.2,520.9,425.9,350.4
27053000645,MN,Hennepin County,000645,1227,88,1008,31,0,30,0,6,64,943,36,841,13,0,21,0,1,31,264,174,278,286,320,237,341,201,321,231,398,453,349,435,264,174,315,238.8,444,373.5,344.6,268
27053000650,MN,Hennepin County,000650,3785,88,3264,143,16,116,0,8,150,2848,47,2535,91,13,76,0,5,81,1016.2,625.7,827.4,890.6,986.5,713.7,1028,614.9,975.7,662.3,1128.9,1333.5,1029,1307.8,1016.2,625.7,954.4,720.4,1320.6,1078.9,1067.9,809.3
27053000675,MN,Hennepin County,000675,1785,38,1638,4,1,33,0,10,61,1291,19,1202,4,0,30,0,5,31,581.6,731.9,400.6,712.9,531.2,570.1,549.5,506.2,530.1,538.8,771.2,494.9,689.7,559.2,581.6,731.9,502.8,582,527.1,730.4,521,645.9
27053000680,MN,Hennepin County,000680,2114,50,1979,5,0,18,0,14,48,1544,25,1461,5,0,14,0,8,31,593.3,750,432.7,780.2,558.1,640.6,569.7,588.7,556.1,607.2,798.9,567.6,727.9,606.8,593.3,750,529.2,654.2,587.2,763.4,554.9,699.1
27053000690,MN,Hennepin County,000690,2481,92,2034,42,5,193,0,2,113,1870,53,1591,23,5,144,0,1,53,621,869,491,991,610,847,632,774,606,819,1091,608,988,627,621,869,584.8,857.8,617.5,1039.5,599.3,911.3
27053000695,MN,Hennepin County,000695,2785,124,2283,43,3,183,0,5,144,2119,73,1792,28,3,134,0,3,86,657.5,924.3,507.3,1031.7,645.8,871.7,695.6,762.4,649.7,836.6,1117.6,657.6,1017.1,694.7,657.5,924.3,624.6,875.6,676.2,1067.3,644,937.3
27053000700,MN,Hennepin County,000700,2761,97,2019,361,0,140,7,7,130,2047,50,1627,192,0,100,7,5,66,615,949,489,1025,573,914,620,830,586,887,1205,625,1096,625,615,949,567,914,625,1150.5,590.4,986.6
27053000705,MN,Hennepin County,000705,3126,194,2144,343,5,285,0,15,140,2426,135,1793,183,5,222,0,9,79,615.4,972.5,470.3,1046.6,568.6,938.3,614.1,841.4,569.6,912.6,1170.8,592.5,1071.6,589.5,615.4,972.5,555.7,934.8,591,1121.2,574.3,993.4
27053000710,MN,Hennepin County,000710,3121,101,2535,106,0,192,1,20,166,2369,63,1999,57,0,145,0,10,95,772,1058,574,1223,741,1041,786,934,729,1004,1312,763,1193,806,772,1058,707.5,1050.5,784.5,1252.5,738.7,1109.3
27053000715,MN,Hennepin County,000715,2642,109,2047,188,4,172,2,15,105,2071,69,1696,95,3,131,0,6,71,629,904.3,485.9,1001.4,599.4,867.8,632,789.4,598.4,837.4,1089.2,656.7,976.8,670.7,629,904.3,578.9,874,663.7,1033,610.3,923.7
27053000720,MN,Hennepin County,000720,2958,204,1816,469,8,319,5,18,119,2266,153,1530,262,1,244,1,11,64,631.9,832.7,467,866.5,575.3,739.4,592.2,685.7,564.4,728.4,1007.6,597.1,917.2,594.2,631.9,832.7,549.7,755,595.7,962.4,574.6,825.4
27053000725,MN,Hennepin County,000725,2114,64,1706,125,4,124,1,9,81,1780,48,1474,94,4,100,1,7,52,530.5,623,425.9,669,514.8,579.1,539.9,526.6,508.8,566,822.6,545.1,717,574.7,530.5,623,497.4,585.2,559.9,769.8,520,643.3
27053000730,MN,Hennepin County,000730,3210,114,2564,48,0,329,0,9,146,2505,66,2073,37,0,252,0,6,71,920,1061.3,720.1,1222.2,887.6,1028.6,931.6,924.8,902.2,976.2,1364.2,907.8,1219.6,929.1,920,1061.3,860.4,1038,918.5,1291.9,885.5,1113.8
27053000735,MN,Hennepin County,000735,3041,152,2410,97,3,252,0,15,112,2373,90,1965,54,3,186,0,15,60,804.2,954.6,632,1110,810.8,907.2,858.8,815.2,806.8,865.2,1200.3,834.3,1073.8,884.1,804.2,954.6,777.1,924.4,859.2,1137,804.4,989.5
27053000740,MN,Hennepin County,000740,5123,378,1665,664,21,2169,1,23,202,3897,265,1522,421,6,1545,1,13,124,423.3,840.7,278.9,758,311.8,718.1,333.7,682.3,329.7,688.3,1119.6,451.2,944.3,435.3,423.3,840.7,313.5,711.7,443.2,1031.9,366.3,821.6
27053000745,MN,Hennepin County,000745,3747,148,2338,669,12,427,0,12,141,3030,117,2118,365,12,333,0,11,74,649.9,1138,502.9,1194.5,620,1060.2,654.4,997.4,620.1,1023.8,1374.4,684.9,1267.6,690.1,649.9,1138,599.3,1069,687.5,1321,631.7,1150.8
27053000750,MN,Hennepin County,000750,3345,294,2135,331,1,388,0,22,174,2569,190,1794,201,1,289,0,11,83,622,957,465,1046,576,927,621,828,594,884,1234,577,1079,596,622,957,564,921.2,586.5,1156.5,578.7,993.6
27053000755,MN,Hennepin County,000755,4032,173,3169,168,11,359,0,8,144,3074,116,2502,104,7,283,0,6,56,970.8,1324.2,810.8,1485.4,981.9,1289,1038.9,1176.8,998,1245,1670.3,1034.2,1521.6,1075.6,970.8,1324.2,957.4,1299,1054.9,1595.9,987.2,1387.5
27053000760,MN,Hennepin County,000760,3543,195,2357,459,9,377,0,3,143,2771,117,2026,264,7,291,0,3,63,660,1021,522,1187,659,1022,719,910,683,975,1397,698,1272,715,660,1021,645.8,1023.5,706.5,1334.5,665.1,1112
27053000765,MN,Hennepin County,000765,3773,130,3014,166,4,292,0,24,143,2959,92,2430,122,4,217,0,23,71,979.5,1273,805.3,1522.6,990.1,1314.6,1049.4,1183.6,1001.6,1245.5,1692.3,975.3,1555.1,1016.5,979.5,1273,961.6,1316.6,995.9,1623.7,974,1398.1
27053000770,MN,Hennepin County,000770,2279,84,1832,73,2,186,0,11,91,1806,47,1501,55,0,135,0,11,57,608.4,753.3,488.3,886.9,635.5,736.6,653.9,663.7,624.6,692.1,994,632.4,928.2,685.7,608.4,753.3,600.6,744.8,659,961.1,618.4,807.8
27053000775,MN,Hennepin County,000775,3735,98,2946,49,2,480,0,12,148,2754,59,2253,35,2,318,0,8,79,1047.4,1065.3,854.9,1285.9,1120.6,1010.1,1156.7,890.8,1101.5,946.9,1441.7,1083.9,1267.1,1190.2,1047.4,1065.3,1058.4,1033.4,1137,1354.4,1079.3,1129.7
27053000780,MN,Hennepin County,000780,3596,114,2551,79,6,731,0,7,108,2661,71,1949,49,0,525,0,7,60,881.4,1056.2,731.5,1222.1,940.3,1002.3,971.3,912.4,941.3,938.3,1437,932.3,1285.1,1003.3,881.4,1056.2,896.1,1018.8,967.8,1361,914.5,1121.9
27053000785,MN,Hennepin County,000785,2786,105,1141,110,6,1292,0,11,121,1824,58,828,77,0,804,0,0,57,362.1,543.3,274.4,586.6,322.9,533.9,348.9,492.5,334.8,517.7,720,437.2,668,425.1,362.1,543.3,320.2,532.7,431.1,694,357.9,580.3
