GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_kai,uss_18_rep_ste,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
51093000302,VA,Isle of Wight County,000302,3443,44,1525,1720,7,17,7,8,115,2775,30,1209,1436,4,16,1,7,72,1258,675,973,489,675,1258,489,973,NA,NA,582,1115.5
51093000401,VA,Isle of Wight County,000401,1372,12,1113,171,4,1,0,11,60,1079,8,884,140,4,1,0,4,38,217,587,183,415,587,217,415,183,NA,NA,501,200
51093000402,VA,Isle of Wight County,000402,3318,119,2329,672,13,37,0,28,120,2548,74,1801,542,12,27,0,15,77,510,1053,449,749,1053,510,749,449,NA,NA,901,479.5
51093000403,VA,Isle of Wight County,000403,2988,163,1838,742,12,39,6,17,171,2325,98,1501,577,12,33,5,13,86,501.5,792.9,533.2,640.3,792.9,501.5,640.3,533.2,NA,NA,716.6,517.4
51093000501,VA,Isle of Wight County,000501,1521,26,1317,123,1,2,0,14,38,1199,15,1060,97,1,0,0,2,24,205.8,668.2,195.8,474.4,668.2,205.8,474.4,195.8,NA,NA,571.3,200.8
51093000502,VA,Isle of Wight County,000502,778,11,355,386,1,4,0,1,20,640,3,309,313,1,3,0,0,11,270.3,212.8,197.9,154.3,212.8,270.3,154.3,197.9,NA,NA,183.5,234.1
51093000503,VA,Isle of Wight County,000503,1085,23,832,189,2,6,0,2,31,885,19,670,170,2,5,0,1,18,221,365,207,278,365,221,278,207,NA,NA,321.5,214
51093000504,VA,Isle of Wight County,000504,2165,42,1710,271,17,9,0,12,104,1747,32,1378,232,14,7,0,11,73,330.2,827.8,278.6,567.7,827.8,330.2,567.7,278.6,NA,NA,697.7,304.4
51093000505,VA,Isle of Wight County,000505,1016,20,797,111,3,2,2,9,72,853,16,682,88,3,1,0,8,55,155,489,127,341,489,155,341,127,NA,NA,415,141
51095000101,VA,James City County,000101,4279,201,3691,127,8,91,2,15,144,3378,120,2999,90,8,73,0,10,78,1112,1419,1261,1216,1419,1112,1216,1261,NA,NA,1317.5,1186.5
51095000102,VA,James City County,000102,3435,239,2597,292,4,98,7,12,186,2598,141,2021,240,4,87,7,7,91,859,967,895,738,967,859,738,895,NA,NA,852.5,877
51095000103,VA,James City County,000103,6225,290,5123,245,9,281,3,19,255,5125,192,4374,194,3,223,2,9,128,1372,2012,1558,1748,2012,1372,1748,1558,NA,NA,1880,1465
51095000201,VA,James City County,000201,1642,159,1059,281,3,62,0,9,69,1279,102,863,213,3,54,0,6,38,496.8,354.4,482.5,289.5,354.4,496.8,289.5,482.5,NA,NA,321.9,489.6
51095000202,VA,James City County,000202,6087,435,3981,1098,14,227,7,35,290,5087,282,3506,862,12,190,7,23,205,1352.1,892.2,1327.6,706.7,892.2,1352.1,706.7,1327.6,NA,NA,799.5,1339.9
51095000203,VA,James City County,000203,3842,231,2933,241,6,223,0,22,186,3111,123,2483,205,6,170,0,13,111,969,1107,1035,909,1107,969,909,1035,NA,NA,1008,1002
51095000204,VA,James City County,000204,4372,178,3712,197,6,84,1,12,182,3706,132,3209,171,6,66,0,6,116,1337.9,1691.8,1503.4,1472.3,1691.8,1337.9,1472.3,1503.4,NA,NA,1582,1420.7
51095000301,VA,James City County,000301,5174,279,3841,663,2,120,4,30,235,4248,179,3348,453,2,97,4,23,142,1283,1599,1397,1427,1599,1283,1427,1397,NA,NA,1513,1340
51095000302,VA,James City County,000302,1822,143,1032,497,9,47,0,1,93,1429,93,818,417,8,34,0,0,59,598,390,502,304,390,598,304,502,NA,NA,347,550
51095000303,VA,James City County,000303,2072,98,1664,163,13,11,1,6,116,1685,51,1397,148,13,11,1,4,60,418.5,801.2,349.5,623.2,801.2,418.5,623.2,349.5,NA,NA,712.2,384
51095000304,VA,James City County,000304,5393,425,3116,1196,9,291,6,39,311,4116,279,2521,891,8,223,2,13,179,1449.3,1165.4,1417.3,845.3,1165.4,1449.3,845.3,1417.3,NA,NA,1005.4,1433.3
51095000401,VA,James City County,000401,6553,378,4472,1050,24,148,8,28,445,4685,237,3291,766,14,115,8,21,233,1182.2,1736.2,1285.9,1343.2,1736.2,1182.2,1343.2,1285.9,NA,NA,1539.7,1234
51095000402,VA,James City County,000402,6887,399,5089,934,13,115,1,29,307,5832,273,4499,765,6,99,1,25,164,1649.8,2042.8,1893.1,1762.8,2042.8,1649.8,1762.8,1893.1,NA,NA,1902.8,1771.5
51095000403,VA,James City County,000403,4330,168,3455,386,12,67,3,20,219,3436,104,2822,313,9,58,3,8,119,1038.2,1568.8,1038.8,1310.2,1568.8,1038.2,1310.2,1038.8,NA,NA,1439.5,1038.5
51095000501,VA,James City County,000501,4177,869,1483,1533,16,33,1,30,212,3112,496,1210,1210,12,27,1,22,134,887,351.9,792.1,236.4,351.9,887,236.4,792.1,NA,NA,294.2,839.5
51095000502,VA,James City County,000502,4328,171,3838,71,4,132,2,7,103,3774,117,3404,62,2,122,0,5,62,925.2,1428.1,1071.1,1446.8,1428.1,925.2,1446.8,1071.1,NA,NA,1437.4,998.2
51095000503,VA,James City County,000503,1336,253,565,400,3,21,1,10,83,1032,160,478,326,2,18,0,6,42,347,160.6,318.1,116.7,160.6,347,116.7,318.1,NA,NA,138.6,332.5
51095000504,VA,James City County,000504,4552,165,3672,341,10,146,1,27,190,3818,125,3167,268,9,123,0,20,106,1272.7,1152.9,1408.4,1037.1,1152.9,1272.7,1037.1,1408.4,NA,NA,1095,1340.5
51095001041,VA,James City County,001041,8,2,5,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,224.7,198.5,257.5,180.7,198.5,224.7,180.7,257.5,NA,NA,189.6,241.1
51095001042,VA,James City County,001042,1740,116,1319,117,0,57,0,9,122,1415,68,1109,98,0,52,0,8,80,167.6,148.1,192.1,134.8,148.1,167.6,134.8,192.1,NA,NA,141.4,179.8
51097000101,VA,King and Queen County,000101,1242,19,627,527,31,1,1,5,31,990,15,500,424,28,1,0,5,17,409.2,296,345.6,233.3,296,409.2,233.3,345.6,NA,NA,264.7,377.4
51097000201,VA,King and Queen County,000201,1414,32,1072,220,24,5,0,5,56,1164,24,900,184,20,4,0,5,27,228.8,458.6,222.6,348.3,458.6,228.8,348.3,222.6,NA,NA,403.4,225.7
51097000301,VA,King and Queen County,000301,1376,51,922,323,3,9,1,3,64,1162,34,795,269,2,6,0,0,56,310.2,415.5,267.3,343,415.5,310.2,343,267.3,NA,NA,379.2,288.7
51097000401,VA,King and Queen County,000401,1377,47,870,365,13,5,1,1,75,1134,29,740,303,11,4,0,0,47,325.5,393.3,299.4,292.9,393.3,325.5,292.9,299.4,NA,NA,343.1,312.4
51097000501,VA,King and Queen County,000501,1199,33,969,126,11,3,0,5,52,1006,26,821,111,8,3,0,2,35,165.7,503.3,156.5,373.6,503.3,165.7,373.6,156.5,NA,NA,438.5,161.1
51099000101,VA,King George County,000101,5026,304,3594,618,19,93,2,21,375,3601,176,2638,470,15,85,1,14,202,669.5,1346,728.9,1043.9,1346,669.5,1043.9,728.9,NA,NA,1194.9,699.2
51099000102,VA,King George County,000102,2354,138,1666,269,24,32,2,15,208,1803,100,1306,226,15,32,1,7,116,372,712.3,326.9,526.3,712.3,372,526.3,326.9,NA,NA,619.3,349.4
51099000201,VA,King George County,000201,6224,353,4705,636,30,69,0,30,401,4649,207,3607,489,19,62,0,27,238,902,2006,908,1512,2006,902,1512,908,NA,NA,1759,905
51099000301,VA,King George County,000301,6516,457,4176,1226,34,156,2,39,426,4869,272,3225,958,30,128,2,26,228,1105.5,1567.1,1073.8,1137.5,1567.1,1105.5,1137.5,1073.8,NA,NA,1352.3,1089.7
51099000401,VA,King George County,000401,6603,330,4568,1170,46,51,7,42,389,5026,215,3555,932,32,34,7,28,223,935.5,1666.1,917.2,1293.6,1666.1,935.5,1293.6,917.2,NA,NA,1479.8,926.4
51101000101,VA,King William County,000101,3414,104,2572,452,25,68,1,12,180,2591,72,1983,364,19,52,1,3,97,514,1060,535,827,1060,514,827,535,NA,NA,943.5,524.5
51101000201,VA,King William County,000201,1179,34,851,185,38,5,0,0,66,928,29,685,141,26,4,0,0,43,203.2,401,194.2,327.4,401,203.2,327.4,194.2,NA,NA,364.2,198.7
51101000202,VA,King William County,000202,2146,36,1458,501,98,3,0,10,40,1707,16,1128,440,84,3,0,9,27,467.4,685.6,431.3,504.9,685.6,467.4,504.9,431.3,NA,NA,595.2,449.3
51101000301,VA,King William County,000301,3743,86,3017,360,46,22,1,19,192,2821,51,2320,285,39,19,0,12,95,422.7,1337.6,445,1023.1,1337.6,422.7,1023.1,445,NA,NA,1180.4,433.9
51101000401,VA,King William County,000401,3816,130,3009,428,49,15,4,21,160,2886,74,2300,358,30,12,2,15,95,496,1242.4,506.8,1026.7,1242.4,496,1026.7,506.8,NA,NA,1134.6,501.4
51101000501,VA,King William County,000501,3512,86,2592,659,21,16,3,14,121,2811,47,2093,558,8,14,2,8,81,629.5,1196.7,539.6,954.6,1196.7,629.5,954.6,539.6,NA,NA,1075.6,584.6
51103000101,VA,Lancaster County,000101,2157,18,1626,442,1,8,0,6,56,1843,12,1447,333,1,8,0,6,36,487,767,447,650,767,487,650,447,NA,NA,708.5,467
51103000201,VA,Lancaster County,000201,2057,25,889,1068,3,9,0,7,56,1689,21,787,833,2,7,0,4,35,735.5,455.1,612.4,377.1,455.1,735.5,377.1,612.4,NA,NA,416.1,673.9
51103000301,VA,Lancaster County,000301,1534,20,1277,163,4,11,0,9,50,1355,11,1171,120,4,11,0,6,32,299.9,683.7,297.6,544.4,683.7,299.9,544.4,297.6,NA,NA,614,298.8
51103000302,VA,Lancaster County,000302,750,7,643,85,0,1,1,0,13,665,6,594,57,0,1,1,0,6,155.4,313.9,178.4,275.7,313.9,155.4,275.7,178.4,NA,NA,294.8,166.9
51103000401,VA,Lancaster County,000401,2065,26,925,1001,4,38,0,11,60,1735,21,829,799,2,33,0,6,45,721.1,420.2,648.1,340.7,420.2,721.1,340.7,648.1,NA,NA,380.4,684.6
51103000501,VA,Lancaster County,000501,2356,29,2081,187,2,10,0,6,41,2101,18,1903,140,1,8,0,5,26,485,888,511,763,888,485,763,511,NA,NA,825.5,498
51105000101,VA,Lee County,000101,1004,5,975,1,5,0,0,3,15,870,3,851,1,3,0,0,3,9,100,398,84,244,398,100,244,84,NA,NA,321,92
51105000102,VA,Lee County,000102,1091,16,1045,1,1,0,0,0,28,864,6,837,0,1,0,0,0,20,78,391,77,266,391,78,266,77,NA,NA,328.5,77.5
51105000103,VA,Lee County,000103,2207,20,2128,4,7,1,0,7,40,1786,15,1725,2,7,1,0,7,29,163,744,161,500,744,163,500,161,NA,NA,622,162
51105000201,VA,Lee County,000201,400,6,378,2,1,0,0,3,10,338,2,322,1,1,0,0,3,9,37,141,49,95,141,37,95,49,NA,NA,118,43
51105000202,VA,Lee County,000202,1568,16,1490,3,1,2,0,3,53,1207,12,1152,1,1,2,0,3,36,85.2,643.7,103.1,436.8,643.7,85.2,436.8,103.1,NA,NA,540.2,94.1
51105000203,VA,Lee County,000203,2311,22,2238,3,2,2,0,4,40,1821,10,1780,1,0,2,0,3,25,199.9,852.1,213.9,590.5,852.1,199.9,590.5,213.9,NA,NA,721.3,206.9
51105000301,VA,Lee County,000301,2675,34,2540,37,7,10,0,4,43,2179,18,2074,33,7,9,0,4,34,206.7,948.6,217.7,664.7,948.6,206.7,664.7,217.7,NA,NA,806.7,212.2
51105000302,VA,Lee County,000302,2895,320,1709,798,30,9,0,1,28,2576,313,1403,795,30,9,0,1,25,105.9,645.8,126.5,462.4,645.8,105.9,462.4,126.5,NA,NA,554.1,116.2
51105000401,VA,Lee County,000401,968,5,922,1,3,3,0,0,34,773,3,735,0,3,3,0,0,29,76.5,293,77.5,191.9,293,76.5,191.9,77.5,NA,NA,242.5,77
51105000402,VA,Lee County,000402,691,0,665,0,4,1,0,3,18,524,0,508,0,4,1,0,3,8,60.4,286.4,46.5,189.3,286.4,60.4,189.3,46.5,NA,NA,237.8,53.4
51105000403,VA,Lee County,000403,842,5,785,2,0,0,0,2,48,671,4,625,0,0,0,0,2,40,59,338,60,256,338,59,256,60,NA,NA,297,59.5
51105000404,VA,Lee County,000404,1623,7,1554,4,2,4,0,1,51,1270,6,1228,4,2,4,0,1,25,137.6,627.2,149.7,422.1,627.2,137.6,422.1,149.7,NA,NA,524.6,143.6
51105000501,VA,Lee County,000501,1049,1,1025,2,1,0,0,0,20,822,1,804,2,1,0,0,0,14,116.9,266.1,107.8,162.8,266.1,116.9,162.8,107.8,NA,NA,214.5,112.3
51105000502,VA,Lee County,000502,2174,14,2084,9,5,6,0,2,54,1664,2,1598,7,4,5,0,2,46,153.3,710.3,139.8,456.6,710.3,153.3,456.6,139.8,NA,NA,583.5,146.5
51105000503,VA,Lee County,000503,256,0,252,1,0,0,0,0,3,218,0,215,0,0,0,0,0,3,10.1,108.2,14.1,71.1,108.2,10.1,71.1,14.1,NA,NA,89.7,12.1
51105000504,VA,Lee County,000504,419,5,403,0,0,1,0,0,10,317,3,305,0,0,1,0,0,8,39.2,157.3,45.4,91.4,157.3,39.2,91.4,45.4,NA,NA,124.3,42.3
51107000107,VA,Loudoun County,000107,4555,308,2370,245,5,1341,1,25,260,3038,193,1630,162,3,918,1,17,114,1178.6,867,1207.6,709.3,867,1178.6,709.3,1207.6,NA,NA,788.1,1193.1
51107000108,VA,Loudoun County,000108,4870,421,1959,430,7,1696,3,30,324,3175,263,1273,304,0,1166,3,20,146,1204,835,1205,581,835,1204,581,1205,NA,NA,708,1204.5
51107000112,VA,Loudoun County,000112,4117,265,1523,305,3,1796,2,23,200,2720,174,1035,215,2,1199,2,10,83,946,496,932,384,496,946,384,932,NA,NA,440,939
51107000114,VA,Loudoun County,000114,5539,405,1703,457,5,2641,6,22,300,3834,256,1252,299,2,1853,4,15,153,1011.2,545.1,1018.2,437.9,545.1,1011.2,437.9,1018.2,NA,NA,491.5,1014.7
51107000117,VA,Loudoun County,000117,2991,378,897,457,3,1067,2,24,163,2128,275,720,328,3,703,0,14,85,780.2,277.3,685,212.8,277.3,780.2,212.8,685,NA,NA,245.1,732.6
51107000118,VA,Loudoun County,000118,6415,366,2256,539,11,2896,4,26,317,4394,237,1663,405,0,1944,2,15,128,1252.9,613.4,1429.8,501.6,613.4,1252.9,501.6,1429.8,NA,NA,557.5,1341.4
51107000119,VA,Loudoun County,000119,4510,443,1692,553,11,1509,1,33,268,3187,291,1295,399,3,1039,1,15,144,1022.7,598.4,1087.8,414.4,598.4,1022.7,414.4,1087.8,NA,NA,506.4,1055.2
51107000120,VA,Loudoun County,000120,5748,393,2018,358,13,2579,5,26,356,3874,259,1384,252,6,1781,5,14,173,1204.7,730.9,1315.4,626.7,730.9,1204.7,626.7,1315.4,NA,NA,678.8,1260
51107000121,VA,Loudoun County,000121,2968,359,1390,213,11,818,3,17,157,2090,224,1032,152,8,589,3,8,74,783,537,829,431,537,783,431,829,NA,NA,484,806
51107000122,VA,Loudoun County,000122,5569,437,2089,401,6,2296,4,20,316,3786,281,1442,277,4,1623,4,11,144,1410,837,1388,703,837,1410,703,1388,NA,NA,770,1399
51107000123,VA,Loudoun County,000123,2747,210,1696,142,3,530,3,7,156,1862,129,1181,106,0,362,3,7,74,776.3,537.2,852,442.6,537.2,776.3,442.6,852,NA,NA,489.9,814.1
51107000124,VA,Loudoun County,000124,4776,461,1562,422,13,1986,8,21,303,3330,292,1174,304,5,1369,8,14,164,872,515,960,438,515,872,438,960,NA,NA,476.5,916
51107000125,VA,Loudoun County,000125,4283,138,919,178,7,2856,0,40,145,2954,105,651,125,5,1990,0,15,63,1357.5,518.3,1277.7,414.7,518.3,1357.5,414.7,1277.7,NA,NA,466.5,1317.6
51107000126,VA,Loudoun County,000126,5659,490,2026,616,18,2137,0,29,343,3772,317,1418,407,6,1450,0,9,165,1185.3,693.6,1301.2,584.6,693.6,1185.3,584.6,1301.2,NA,NA,639.1,1243.3
51107000207,VA,Loudoun County,000207,2391,335,1586,118,1,212,0,11,128,1799,233,1212,94,1,183,0,5,71,738,551,797,503,551,738,503,797,NA,NA,527,767.5
51107000208,VA,Loudoun County,000208,2543,391,1682,107,0,218,0,18,127,1877,252,1302,76,0,178,0,12,57,825.5,582.3,827.4,451,582.3,825.5,451,827.4,NA,NA,516.7,826.5
51107000209,VA,Loudoun County,000209,3901,514,2357,242,6,525,6,19,232,2970,336,1886,187,5,416,6,13,121,1630.4,943.7,1658.2,793.6,943.7,1630.4,793.6,1658.2,NA,NA,868.6,1644.3
51107000210,VA,Loudoun County,000210,5281,697,2805,388,3,992,7,34,355,4106,497,2277,309,3,771,5,27,217,1583,864,1569.1,682.7,864,1583,682.7,1569.1,NA,NA,773.4,1576
51107000213,VA,Loudoun County,000213,2029,396,992,241,0,267,0,26,107,1583,284,813,203,0,192,0,23,68,529,318,520,231,318,529,231,520,NA,NA,274.5,524.5
51107000214,VA,Loudoun County,000214,4639,690,2939,262,2,527,3,17,199,3599,467,2401,202,2,405,3,8,111,1374.5,886.7,1425.7,801.9,886.7,1374.5,801.9,1425.7,NA,NA,844.3,1400.1
51107000215,VA,Loudoun County,000215,5413,2086,2131,352,8,564,5,38,229,4117,1460,1741,294,8,447,5,20,142,1490,779,1419,631,779,1490,631,1419,NA,NA,705,1454.5
51107000216,VA,Loudoun County,000216,3620,260,2474,158,1,457,1,23,246,2652,139,1912,118,1,337,0,17,128,1053.7,800.8,1137.6,655.8,800.8,1053.7,655.8,1137.6,NA,NA,728.3,1095.6
51107000217,VA,Loudoun County,000217,4455,341,2795,185,5,849,3,29,248,3309,239,2138,144,2,611,3,17,155,1253.8,766.9,1319.7,681.8,766.9,1253.8,681.8,1319.7,NA,NA,724.4,1286.7
51107000218,VA,Loudoun County,000218,4492,861,2021,590,9,743,2,47,219,3572,616,1772,424,4,588,2,23,143,1027,470,983,370,470,1027,370,983,NA,NA,420,1005
51107000219,VA,Loudoun County,000219,3978,1016,1996,320,0,413,2,14,217,2975,694,1574,235,0,336,2,11,123,1078,646,1060,494,646,1078,494,1060,NA,NA,570,1069
51107000301,VA,Loudoun County,000301,4515,269,3664,144,5,138,4,29,262,3208,155,2684,123,5,98,3,23,117,1147,1225,1224,1031,1225,1147,1031,1224,NA,NA,1128,1185.5
51107000302,VA,Loudoun County,000302,3953,305,3251,104,3,90,0,6,194,2775,174,2347,77,3,71,0,0,103,781.5,1041.1,813.2,896.3,1041.1,781.5,896.3,813.2,NA,NA,968.7,797.4
51107000303,VA,Loudoun County,000303,3335,252,2745,84,6,76,0,9,163,2540,156,2163,56,4,59,0,8,94,783,1105,858,945,1105,783,945,858,NA,NA,1025,820.5
51107000305,VA,Loudoun County,000305,1646,90,1424,17,2,25,2,6,80,1228,59,1085,15,2,15,1,3,48,430.4,519.5,413.9,445.9,519.5,430.4,445.9,413.9,NA,NA,482.7,422.1
51107000307,VA,Loudoun County,000307,1649,157,1267,119,5,22,1,8,70,1400,123,1100,98,2,21,0,5,51,578.5,380.3,536.8,320.3,380.3,578.5,320.3,536.8,NA,NA,350.3,557.7
51107000308,VA,Loudoun County,000308,1846,173,1404,149,0,26,1,0,93,1519,109,1193,136,0,23,0,0,58,580.5,456.3,541,384.5,456.3,580.5,384.5,541,NA,NA,420.4,560.7
51107000309,VA,Loudoun County,000309,1333,129,992,106,0,28,0,12,66,1029,81,787,95,0,22,0,12,32,380.7,421.1,372.9,355.8,421.1,380.7,355.8,372.9,NA,NA,388.4,376.8
51107000310,VA,Loudoun County,000310,5932,717,4399,220,7,218,3,28,340,4175,452,3183,170,7,170,3,17,173,1095.2,1439.8,1345.4,1295,1439.8,1095.2,1295,1345.4,NA,NA,1367.4,1220.3
51107000311,VA,Loudoun County,000311,4519,367,3577,113,2,187,2,24,247,3145,230,2524,95,2,143,2,22,127,809.4,1152.2,869.4,985.8,1152.2,809.4,985.8,869.4,NA,NA,1069,839.4
51107000312,VA,Loudoun County,000312,5853,452,2165,382,9,2525,2,24,294,3822,294,1474,272,7,1639,2,10,124,1367.8,748.3,1489.5,611.6,748.3,1367.8,611.6,1489.5,NA,NA,679.9,1428.7
51107000313,VA,Loudoun County,000313,6114,489,2795,540,10,1900,3,28,349,3892,287,1825,347,5,1264,3,19,142,756.3,465.7,1249,674.3,465.7,756.3,674.3,1249,NA,NA,570,1002.7
51107000314,VA,Loudoun County,000314,5100,257,1749,205,5,2618,1,28,237,3176,142,1139,140,1,1645,1,14,94,1845.7,845.7,1436.2,522.5,845.7,1845.7,522.5,1436.2,NA,NA,684.1,1640.9
51107000315,VA,Loudoun County,000315,1120,51,994,16,0,12,1,3,43,859,35,762,12,0,11,1,3,35,262.3,393.9,267.8,331.4,393.9,262.3,331.4,267.8,NA,NA,362.6,265
51107000316,VA,Loudoun County,000316,6766,605,3050,544,11,2065,2,35,454,4566,374,2187,396,2,1368,2,15,222,1940.4,1070.7,1663.2,650.9,1070.7,1940.4,650.9,1663.2,NA,NA,860.8,1801.8
51107000318,VA,Loudoun County,000318,6794,492,3972,327,12,1518,6,30,437,4434,295,2704,222,5,995,4,12,197,772.6,1014.7,1125.2,1049,1014.7,772.6,1049,1125.2,NA,NA,1031.8,948.9
51107000319,VA,Loudoun County,000319,9698,591,3895,722,20,3818,4,49,599,6125,348,2518,492,7,2496,4,28,232,1500.2,912.1,1639.7,857.6,912.1,1500.2,857.6,1639.7,NA,NA,884.9,1569.9
51107000320,VA,Loudoun County,000320,9019,740,2606,914,19,4295,6,49,390,6112,484,1936,663,9,2806,6,31,177,682.4,314.1,1695.9,463.8,314.1,682.4,463.8,1695.9,NA,NA,389,1189.2
51107000321,VA,Loudoun County,000321,4103,290,1383,225,4,1983,3,18,197,2641,187,949,162,1,1243,3,8,88,148.5,84.3,827.7,312.5,84.3,148.5,312.5,827.7,NA,NA,198.4,488.1
51107000322,VA,Loudoun County,000322,4913,356,1482,477,15,2279,6,40,258,3158,215,997,319,3,1484,2,13,125,307.7,196.1,927.2,395.4,196.1,307.7,395.4,927.2,NA,NA,295.8,617.5
51107000401,VA,Loudoun County,000401,5069,403,4009,206,14,118,2,27,290,3632,238,2996,143,10,93,2,18,132,1048,1450,1086,1211,1450,1048,1211,1086,NA,NA,1330.5,1067
51107000402,VA,Loudoun County,000402,3976,266,3246,101,5,126,0,27,205,3034,165,2577,70,5,108,0,14,95,926.8,1150.9,1025.2,1060.4,1150.9,926.8,1060.4,1025.2,NA,NA,1105.6,976
51107000403,VA,Loudoun County,000403,5519,682,3797,325,8,341,0,31,335,3862,423,2788,225,8,262,0,16,140,1144.1,1292.2,1216.1,1104.1,1292.2,1144.1,1104.1,1216.1,NA,NA,1198.1,1180.1
51107000407,VA,Loudoun County,000407,2819,248,1719,268,1,414,1,20,148,2014,172,1247,195,1,302,1,18,78,764,573,795,485,573,764,485,795,NA,NA,529,779.5
51107000408,VA,Loudoun County,000408,5492,660,3435,337,15,717,1,17,310,3904,437,2494,262,7,547,1,6,150,1194,980.6,1231.8,836.5,980.6,1194,836.5,1231.8,NA,NA,908.5,1212.9
51107000409,VA,Loudoun County,000409,4113,275,3245,102,2,252,1,31,205,3181,188,2535,88,2,221,1,20,126,914.8,1253.7,987.9,1053.2,1253.7,914.8,1053.2,987.9,NA,NA,1153.5,951.3
51107000411,VA,Loudoun County,000411,2893,128,2450,50,5,72,4,14,170,2270,100,1959,36,5,50,4,13,103,695.2,927.1,681.8,813.6,927.1,695.2,813.6,681.8,NA,NA,870.4,688.5
51107000413,VA,Loudoun County,000413,203,32,120,10,0,23,0,2,16,141,17,92,7,0,14,0,2,9,46.9,57.9,49.9,48.9,57.9,46.9,48.9,49.9,NA,NA,53.4,48.4
51107000414,VA,Loudoun County,000414,2420,170,1465,179,1,424,0,14,167,1741,130,1041,146,1,320,0,4,99,806.7,488.6,800.4,370.6,488.6,806.7,370.6,800.4,NA,NA,429.6,803.5
51107000416,VA,Loudoun County,000416,4749,311,3785,123,5,218,1,41,265,3544,203,2895,100,5,174,1,33,133,1184,1416,1270,1176,1416,1184,1176,1270,NA,NA,1296,1227
51107000420,VA,Loudoun County,000420,3506,202,2620,178,0,302,1,16,187,2809,136,2155,144,0,241,1,15,117,890.8,977.4,925.7,823.4,977.4,890.8,823.4,925.7,NA,NA,900.4,908.2
51107000421,VA,Loudoun County,000421,509,28,427,14,0,9,0,3,28,394,18,332,10,0,8,0,3,23,108,180,105,132,180,108,132,105,NA,NA,156,106.5
51107000422,VA,Loudoun County,000422,3583,310,2625,143,2,255,0,17,231,2278,160,1748,95,0,186,0,9,80,850.9,1049,983.2,893.7,1049,850.9,893.7,983.2,NA,NA,971.3,917
51107000501,VA,Loudoun County,000501,4325,660,3088,253,3,109,4,13,195,3446,439,2599,209,1,90,2,11,95,1148,824,1219,627,824,1148,627,1219,NA,NA,725.5,1183.5
51107000502,VA,Loudoun County,000502,8862,4540,2489,853,2,660,3,47,268,6111,2853,1963,626,2,490,3,15,159,1623,696.4,1524.2,545.3,696.4,1623,545.3,1524.2,NA,NA,620.9,1573.6
51107000503,VA,Loudoun County,000503,1983,244,1509,75,1,54,1,18,81,1539,176,1204,59,1,48,0,15,36,581,462,634,377,462,581,377,634,NA,NA,419.5,607.5
51107000504,VA,Loudoun County,000504,4893,812,3206,326,4,242,2,25,276,3699,534,2544,249,4,188,2,15,163,1127,745.6,1313.8,661.7,745.6,1127,661.7,1313.8,NA,NA,703.6,1220.4
51107000505,VA,Loudoun County,000505,4376,405,3062,299,12,305,3,16,274,3211,270,2296,232,8,248,3,11,143,1218.9,1009.9,1226.9,855.9,1009.9,1218.9,855.9,1226.9,NA,NA,932.9,1222.9
51107000506,VA,Loudoun County,000506,3628,1045,1642,473,10,266,3,13,176,2846,728,1399,367,10,215,2,5,120,879,461,843,332,461,879,332,843,NA,NA,396.5,861
51107000507,VA,Loudoun County,000507,2372,269,1708,160,3,102,3,5,122,1839,172,1371,129,3,85,3,5,71,647.7,489.5,650.9,420.1,489.5,647.7,420.1,650.9,NA,NA,454.8,649.3
51107000508,VA,Loudoun County,000508,4467,598,2643,395,4,499,2,35,291,3109,388,1872,280,4,386,2,17,160,1271.3,945.4,1326.3,713.2,945.4,1271.3,713.2,1326.3,NA,NA,829.3,1298.8
51107000509,VA,Loudoun County,000509,6521,1322,2696,776,5,1376,0,29,317,4658,895,2040,552,5,995,0,14,157,1633.4,761.5,1539.8,617.5,761.5,1633.4,617.5,1539.8,NA,NA,689.5,1586.6
51107000510,VA,Loudoun County,000510,2499,190,2042,65,2,56,1,16,127,1810,132,1490,55,2,43,0,11,77,709.3,635.5,737.1,533.9,635.5,709.3,533.9,737.1,NA,NA,584.7,723.2
51107000615,VA,Loudoun County,000615,4165,320,2677,254,0,642,4,32,236,2897,203,1940,179,0,446,0,12,117,1214,828,1193,664,828,1214,664,1193,NA,NA,746,1203.5
51107000616,VA,Loudoun County,000616,5115,389,2541,224,4,1678,8,32,239,3311,221,1725,155,0,1078,6,20,106,1338,823,1394,692,823,1338,692,1394,NA,NA,757.5,1366
51107000617,VA,Loudoun County,000617,2461,497,579,290,4,952,0,29,110,1883,376,455,220,2,744,0,19,67,782,197,694,156,197,782,156,694,NA,NA,176.5,738
51107000619,VA,Loudoun County,000619,4150,1298,1310,574,1,711,6,48,202,3158,897,1127,434,1,540,6,37,116,771.2,287.1,759.2,181.1,287.1,771.2,181.1,759.2,NA,NA,234.1,765.2
