GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_kai,uss_18_rep_ste,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
51059000505,VA,Fairfax County,000505,5352,1667,1789,497,5,1127,1,49,217,4213,1207,1503,370,0,946,1,40,146,1689.4,482.3,1473.5,373.3,482.3,1689.4,373.3,1473.5,NA,NA,427.8,1581.4
51059000506,VA,Fairfax County,000506,5637,4910,256,22,5,354,0,52,38,3752,3185,202,20,3,295,0,19,28,449,103,306,80,103,449,80,306,NA,NA,91.5,377.5
51059000507,VA,Fairfax County,000507,6015,1288,2233,1063,4,1079,1,38,309,4724,954,1865,822,4,870,1,23,185,1569.1,475.8,1525.1,366.1,475.8,1569.1,366.1,1525.1,NA,NA,421,1547.1
51059000508,VA,Fairfax County,000508,4264,947,2040,134,3,925,4,19,192,3342,702,1666,102,0,754,4,9,105,1407.9,579.4,1340.7,488.6,579.4,1407.9,488.6,1340.7,NA,NA,534,1374.3
51059000509,VA,Fairfax County,000509,1843,113,902,459,1,234,0,30,104,1524,102,776,350,1,191,0,25,79,727,125,680,95,125,727,95,680,NA,NA,110,703.5
51059000510,VA,Fairfax County,000510,3485,1065,1340,240,6,688,4,23,119,2774,756,1155,188,6,583,4,13,69,1229,488,1125,378,488,1229,378,1125,NA,NA,433,1177
51059000511,VA,Fairfax County,000511,3633,490,2211,207,2,497,3,26,197,2920,371,1825,175,2,404,0,18,125,1511.8,525.7,1464.5,466.4,525.7,1511.8,466.4,1464.5,NA,NA,496.1,1488.2
51059000512,VA,Fairfax County,000512,2108,442,1218,40,4,286,1,21,96,1673,329,1014,29,4,229,1,11,56,718.7,289.5,711.3,260.8,289.5,718.7,260.8,711.3,NA,NA,275.2,715
51059000513,VA,Fairfax County,000513,3773,601,1900,393,6,696,0,16,161,3045,434,1559,336,3,604,0,5,104,1417.1,601.6,1392.3,488.4,601.6,1417.1,488.4,1392.3,NA,NA,545,1404.7
51059000514,VA,Fairfax County,000514,2665,1063,903,398,3,219,1,16,62,2187,768,826,349,2,184,1,13,44,772,124,711,108,124,772,108,711,NA,NA,116,741.5
51059000515,VA,Fairfax County,000515,3065,1298,908,48,2,713,2,17,77,2439,988,769,42,2,590,2,5,41,1072,354,918,281,354,1072,281,918,NA,NA,317.5,995
51059000516,VA,Fairfax County,000516,7075,2047,1720,1753,3,1229,2,62,259,5251,1444,1441,1246,3,917,2,37,161,1987.6,537.5,1801.1,439.3,537.5,1987.6,439.3,1801.1,NA,NA,488.4,1894.4
51059000517,VA,Fairfax County,000517,6038,3139,1057,507,6,1132,5,31,161,4465,2116,875,379,0,971,3,8,113,1204.7,289.1,861.5,268.9,289.1,1204.7,268.9,861.5,NA,NA,279,1033.1
51059000518,VA,Fairfax County,000518,6904,2992,1396,603,10,1667,1,35,200,5270,2023,1163,473,7,1458,1,19,126,1580,608,1283,489,608,1580,489,1283,NA,NA,548.5,1431.5
51059000519,VA,Fairfax County,000519,3055,489,1311,160,0,941,1,18,135,2476,344,1106,131,0,792,1,13,89,936.1,432,895.3,347.5,432,936.1,347.5,895.3,NA,NA,389.7,915.7
51059000520,VA,Fairfax County,000520,5279,533,2099,1248,7,1022,2,33,335,4301,472,1776,1032,7,759,2,26,227,1534,289,1494,244,289,1534,244,1494,NA,NA,266.5,1514
51059000521,VA,Fairfax County,000521,4040,1050,1359,289,6,1141,0,11,184,3311,757,1227,233,4,958,0,8,124,1211,563,935,476,563,1211,476,935,NA,NA,519.5,1073
51059000522,VA,Fairfax County,000522,1839,121,1301,35,3,236,0,17,126,1457,96,1064,33,3,202,0,14,45,747.9,453,765.7,376.5,453,747.9,376.5,765.7,NA,NA,414.8,756.8
51059000523,VA,Fairfax County,000523,4405,868,1644,654,5,973,1,30,230,3398,610,1385,463,3,791,0,24,122,1381,567,1307,464,567,1381,464,1307,NA,NA,515.5,1344
51059000525,VA,Fairfax County,000525,7274,2867,2347,228,14,1547,4,48,219,5595,1965,1981,179,13,1289,4,28,136,1922.4,730.8,1758.5,623.6,730.8,1922.4,623.6,1758.5,NA,NA,677.2,1840.4
51059000526,VA,Fairfax County,000526,6347,1370,1909,1702,8,1010,8,40,300,5037,986,1641,1341,8,819,8,28,206,2373.7,587.4,2153.4,477.3,587.4,2373.7,477.3,2153.4,NA,NA,532.4,2263.5
51059000527,VA,Fairfax County,000527,3376,743,1127,329,6,999,4,21,147,2686,545,946,249,5,821,4,14,102,1157.4,445.8,998.9,387.8,445.8,1157.4,387.8,998.9,NA,NA,416.8,1078.2
51059000528,VA,Fairfax County,000528,1730,118,1023,39,4,398,0,3,145,1287,81,802,31,4,316,0,0,53,611,341,655,274,341,611,274,655,NA,NA,307.5,633
51059000530,VA,Fairfax County,000530,3435,851,1296,562,9,541,1,20,155,2683,659,1056,398,5,437,0,13,115,1199.8,253.4,1051.4,190.1,253.4,1199.8,190.1,1051.4,NA,NA,221.8,1125.6
51059000601,VA,Fairfax County,000601,3413,815,2018,283,7,157,0,15,118,2612,588,1577,240,7,131,0,6,63,1058,579,1024,470,579,1058,470,1024,NA,NA,524.5,1041
51059000602,VA,Fairfax County,000602,3015,275,2328,154,1,105,2,17,133,2591,187,2058,139,1,93,2,12,99,1145.1,464.4,1083.2,408.5,464.4,1145.1,408.5,1083.2,NA,NA,436.5,1114.2
51059000604,VA,Fairfax County,000604,7533,2386,2257,1854,8,638,14,41,335,5685,1644,1892,1417,8,486,12,30,196,2063,481,1918,411,481,2063,411,1918,NA,NA,446,1990.5
51059000605,VA,Fairfax County,000605,3509,247,2889,49,4,106,4,14,196,2471,152,2086,31,4,82,4,12,100,1088,654,1160,535,654,1088,535,1160,NA,NA,594.5,1124
51059000606,VA,Fairfax County,000606,3772,199,3138,115,3,127,0,27,163,2791,120,2381,92,3,92,0,13,90,1252.5,653.7,1327.2,562.9,653.7,1252.5,562.9,1327.2,NA,NA,608.3,1289.9
51059000607,VA,Fairfax County,000607,6657,1310,3103,1068,7,777,5,43,344,5670,983,2901,915,5,581,2,35,248,2226,600,2102,492,600,2226,492,2102,NA,NA,546,2164
51059000608,VA,Fairfax County,000608,2830,336,1757,328,2,244,1,18,144,2260,242,1444,279,1,205,1,16,72,1130.1,322,1100.1,290,322,1130.1,290,1100.1,NA,NA,306,1115.1
51059000609,VA,Fairfax County,000609,3139,420,2264,192,6,117,5,19,116,2478,299,1834,172,6,93,5,6,63,1167.8,611.4,1176.5,547.6,611.4,1167.8,547.6,1176.5,NA,NA,579.5,1172.2
51059000610,VA,Fairfax County,000610,3617,442,1631,1034,6,352,0,12,140,2652,299,1275,720,6,260,0,9,83,1123.8,367.4,1100.1,312.3,367.4,1123.8,312.3,1100.1,NA,NA,339.9,1112
51059000611,VA,Fairfax County,000611,4248,271,3514,105,9,108,2,26,213,3001,150,2559,85,9,81,2,11,104,1265,756.6,1406.9,628.4,756.6,1265,628.4,1406.9,NA,NA,692.5,1336
51059000612,VA,Fairfax County,000612,2130,128,1788,22,0,43,4,11,134,1442,64,1247,18,0,34,4,8,67,686.6,371.2,660.6,318.3,371.2,686.6,318.3,660.6,NA,NA,344.8,673.6
51059000613,VA,Fairfax County,000613,9708,1213,6308,1058,23,421,38,51,596,6296,655,4344,659,15,319,18,24,262,1406.9,1265.2,1396,1036.3,1265.2,1406.9,1036.3,1396,NA,NA,1150.8,1401.4
51059000614,VA,Fairfax County,000614,2853,353,2033,123,0,161,6,20,157,2259,260,1652,106,0,142,6,11,82,933.6,635.6,940.6,540.5,635.6,933.6,540.5,940.6,NA,NA,588,937.1
51059000615,VA,Fairfax County,000615,5499,1355,2174,1242,8,458,3,46,213,4180,910,1777,990,7,347,3,27,119,1384,721,1403,610,721,1384,610,1403,NA,NA,665.5,1393.5
51059000616,VA,Fairfax County,000616,4059,422,2053,802,7,505,4,33,233,3100,290,1665,596,4,381,4,17,143,1056.1,913,991.1,732.2,913,1056.1,732.2,991.1,NA,NA,822.6,1023.6
51059000617,VA,Fairfax County,000617,4663,1051,811,1774,8,810,0,34,175,3300,691,619,1245,8,615,0,22,100,1370.2,315.6,1223.9,216.1,315.6,1370.2,216.1,1223.9,NA,NA,265.8,1297.1
51059000618,VA,Fairfax County,000618,7949,1485,3587,931,5,1404,18,53,466,6023,1069,2802,703,5,1118,10,34,282,2703,1195,2600,932,1195,2703,932,2600,NA,NA,1063.5,2651.5
51059000619,VA,Fairfax County,000619,6243,922,2687,1395,17,847,2,54,319,4897,662,2284,1033,12,681,2,37,186,2406.3,1062.1,2034.7,727.8,1062.1,2406.3,727.8,2034.7,NA,NA,895,2220.5
51059000621,VA,Fairfax County,000621,4179,737,1934,774,8,477,5,29,215,3702,601,1788,707,8,416,4,25,153,1340.9,353.3,1280.3,268,353.3,1340.9,268,1280.3,NA,NA,310.7,1310.6
51059000622,VA,Fairfax County,000622,6907,1481,1672,2189,7,1174,10,29,345,5206,1037,1361,1635,5,920,5,17,226,2194.4,589.1,2013,456.1,589.1,2194.4,456.1,2013,NA,NA,522.6,2103.7
51059000623,VA,Fairfax County,000623,4748,916,1792,849,11,859,7,18,296,3618,684,1434,615,11,676,3,12,183,1416.8,524.9,1344.9,395.4,524.9,1416.8,395.4,1344.9,NA,NA,460.1,1380.9
51059000626,VA,Fairfax County,000626,5361,890,2445,732,4,925,3,49,313,4160,622,2002,568,4,756,3,27,178,1867.9,896,1705.1,677.9,896,1867.9,677.9,1705.1,NA,NA,786.9,1786.5
51059000627,VA,Fairfax County,000627,10276,2709,3133,2702,29,1013,59,66,565,7402,1855,2346,1984,23,784,44,48,318,2375.1,691,2105.3,502.9,691,2375.1,502.9,2105.3,NA,NA,597,2240.2
51059000628,VA,Fairfax County,000628,7654,776,1730,2078,5,2398,31,46,590,5513,536,1320,1401,5,1844,20,31,356,2154.6,729.4,2059.6,473.3,729.4,2154.6,473.3,2059.6,NA,NA,601.4,2107.1
51059000629,VA,Fairfax County,000629,5110,497,2580,836,2,841,7,37,310,4047,361,2129,662,2,679,6,21,187,1452.6,916.6,1521.2,830.2,916.6,1452.6,830.2,1521.2,NA,NA,873.4,1486.9
51059000630,VA,Fairfax County,000630,1100,112,563,158,0,186,0,0,81,808,73,419,111,0,152,0,0,53,121.8,59.9,351.1,135.9,59.9,121.8,135.9,351.1,NA,NA,97.9,236.4
51059000700,VA,Fairfax County,000700,643,109,227,267,1,27,0,1,11,610,89,225,262,1,27,0,0,6,2.8,1.7,3,1.4,1.7,2.8,1.4,3,NA,NA,1.6,2.9
51059000701,VA,Fairfax County,000701,8526,1595,3673,608,8,2194,4,55,389,6467,1078,2975,440,7,1717,4,35,211,2367.8,837,2259.1,673,837,2367.8,673,2259.1,NA,NA,755,2313.5
51059000703,VA,Fairfax County,000703,4028,1332,1539,341,6,594,3,36,177,3256,963,1326,314,6,502,3,16,126,1254.8,317.7,1201,281.8,317.7,1254.8,281.8,1201,NA,NA,299.7,1227.9
51059000704,VA,Fairfax County,000704,3531,244,1902,105,1,1023,2,31,223,2757,161,1539,79,1,826,2,24,125,1173,514.3,1139,401.3,514.3,1173,401.3,1139,NA,NA,457.8,1156
51059000705,VA,Fairfax County,000705,6672,2727,2616,280,0,802,0,33,214,4893,1841,2036,180,0,691,0,7,138,2240.8,675.7,2025.2,542,675.7,2240.8,542,2025.2,NA,NA,608.9,2133
51059000707,VA,Fairfax County,000707,3270,226,2138,85,8,569,0,17,227,2449,146,1693,59,8,426,0,11,106,1146,524,1150,426,524,1146,426,1150,NA,NA,475,1148
51059000708,VA,Fairfax County,000708,9593,1721,4235,473,9,2590,6,60,499,7476,1206,3511,362,4,2058,1,27,307,2649.3,723.3,2434.9,619.7,723.3,2649.3,619.7,2434.9,NA,NA,671.5,2542.1
51059000709,VA,Fairfax County,000709,7244,1205,2555,650,9,2419,7,15,384,5643,867,2094,471,6,1959,5,14,227,1826.2,582,1759.9,465,582,1826.2,465,1759.9,NA,NA,523.5,1793
51059000710,VA,Fairfax County,000710,4774,1296,1819,211,11,1200,2,53,182,3742,947,1531,178,0,941,2,29,114,1200.5,378.5,1116.3,323.3,378.5,1200.5,323.3,1116.3,NA,NA,350.9,1158.4
51059000711,VA,Fairfax County,000711,3470,436,1825,184,5,827,1,21,171,2570,294,1437,118,5,609,1,11,95,1054,500,979,405,500,1054,405,979,NA,NA,452.5,1016.5
51059000712,VA,Fairfax County,000712,1942,214,1282,44,12,205,4,18,163,1465,156,993,32,12,164,4,12,92,824.5,303.4,823.5,241.3,303.4,824.5,241.3,823.5,NA,NA,272.4,824
51059000713,VA,Fairfax County,000713,5973,1689,2189,424,1,1407,2,43,218,4456,1202,1698,319,1,1091,0,23,122,1769.5,524.5,1680,388.5,524.5,1769.5,388.5,1680,NA,NA,456.5,1724.8
51059000714,VA,Fairfax County,000714,5887,905,2146,364,9,2080,4,28,351,4614,676,1784,286,9,1630,4,22,203,1792,732.4,1681.1,617.8,732.4,1792,617.8,1681.1,NA,NA,675.1,1736.5
51059000717,VA,Fairfax County,000717,3344,413,1706,193,15,789,0,22,206,2651,311,1413,137,11,626,0,15,138,1287.8,415,1162.2,350.2,415,1287.8,350.2,1162.2,NA,NA,382.6,1225
51059000718,VA,Fairfax County,000718,4379,1093,1693,317,3,1019,4,35,215,3396,809,1385,246,2,808,4,14,128,1341.4,512.6,1226.9,428.9,512.6,1341.4,428.9,1226.9,NA,NA,470.8,1284.1
51059000720,VA,Fairfax County,000720,4173,353,2687,108,8,745,0,13,259,3111,255,2051,86,6,592,0,9,112,1512.8,633.5,1512.9,542.2,633.5,1512.8,542.2,1512.9,NA,NA,587.8,1512.8
51059000721,VA,Fairfax County,000721,7156,598,3811,475,18,1747,4,39,464,6421,505,3473,424,18,1605,3,36,357,1747.7,454.3,2228.6,426.7,454.3,1747.7,426.7,2228.6,NA,NA,440.5,1988.1
51059000723,VA,Fairfax County,000723,4852,1144,1495,310,5,1654,1,29,214,3865,835,1320,225,3,1329,1,11,141,1727.4,451,1121,262.8,451,1727.4,262.8,1121,NA,NA,356.9,1424.2
51059000726,VA,Fairfax County,000726,7531,910,3098,558,1,2589,1,46,328,6336,722,2797,469,1,2072,1,37,237,1901.4,654.1,1887.4,529.3,654.1,1901.4,529.3,1887.4,NA,NA,591.7,1894.4
51059000727,VA,Fairfax County,000727,3493,259,2369,69,0,554,0,14,228,2615,160,1855,59,0,418,0,7,116,1116,721,1181,583,721,1116,583,1181,NA,NA,652,1148.5
51059000729,VA,Fairfax County,000729,5727,471,3028,264,3,1538,10,36,377,4313,339,2371,200,3,1171,4,25,200,1682.4,629.1,1717.1,517.3,629.1,1682.4,517.3,1717.1,NA,NA,573.2,1699.8
51059000730,VA,Fairfax County,000730,6499,667,2861,438,7,2132,4,29,361,5052,492,2384,353,7,1578,3,19,216,1903,863,1818,650,863,1903,650,1818,NA,NA,756.5,1860.5
51059000731,VA,Fairfax County,000731,8191,601,3868,584,1,2672,5,65,395,7243,529,3542,521,0,2287,4,52,308,2025.5,737.5,1490.4,434.8,737.5,2025.5,434.8,1490.4,NA,NA,586.1,1757.9
51059000732,VA,Fairfax County,000732,5366,419,3412,218,1,908,2,38,368,4176,305,2734,184,1,713,2,23,214,1591.9,1004.3,1610.4,818.3,1004.3,1591.9,818.3,1610.4,NA,NA,911.3,1601.2
51059000733,VA,Fairfax County,000733,6917,468,3530,461,2,2031,2,53,370,5311,352,2839,329,2,1563,2,39,185,2313.8,773.2,2353.4,651,773.2,2313.8,651,2353.4,NA,NA,712.1,2333.6
51059000734,VA,Fairfax County,000734,4161,340,1838,284,2,1463,1,26,207,3388,264,1567,230,2,1179,1,17,128,1173,316,1080,299,316,1173,299,1080,NA,NA,307.5,1126.5
51059000735,VA,Fairfax County,000735,2199,156,1236,80,4,603,0,6,114,1828,128,1087,62,0,466,0,3,82,44.9,17.4,624,218,17.4,44.9,218,624,NA,NA,117.7,334.5
51059000801,VA,Fairfax County,000801,7741,1536,3022,835,19,1891,5,35,398,5848,1093,2401,574,14,1518,4,21,223,2467,1005.1,2274.3,800.5,1005.1,2467,800.5,2274.3,NA,NA,902.8,2370.7
51059000802,VA,Fairfax County,000802,2543,252,1172,256,0,679,5,11,168,2187,194,1055,212,0,598,4,11,113,683,289,690,207,289,683,207,690,NA,NA,248,686.5
51059000803,VA,Fairfax County,000803,5676,318,4316,95,12,610,8,29,288,4523,222,3512,84,9,496,8,24,168,1555.3,1842.5,1596.3,1550.8,1842.5,1555.3,1550.8,1596.3,NA,NA,1696.6,1575.8
51059000804,VA,Fairfax County,000804,2476,180,1616,128,4,375,3,12,158,1932,127,1304,109,4,276,3,5,104,842,675,815,562,675,842,562,815,NA,NA,618.5,828.5
51059000805,VA,Fairfax County,000805,1955,114,1437,48,0,226,0,14,116,1512,85,1161,37,0,167,0,7,55,683.4,538.7,718.3,479.5,538.7,683.4,479.5,718.3,NA,NA,509.1,700.8
51059000806,VA,Fairfax County,000806,4967,477,2671,551,7,878,5,28,350,3664,320,2063,402,7,679,5,18,170,1729.4,1017.4,1794.3,831,1017.4,1729.4,831,1794.3,NA,NA,924.2,1761.8
51059000807,VA,Fairfax County,000807,3296,311,2049,188,6,464,0,29,249,2304,193,1486,134,5,359,0,17,110,997.9,566.1,939.4,510.5,566.1,997.9,510.5,939.4,NA,NA,538.3,968.6
51059000811,VA,Fairfax County,000811,3491,588,1426,522,2,747,0,25,181,2534,397,1094,355,0,597,0,10,81,1120,415,1100,328,415,1120,328,1100,NA,NA,371.5,1110
51059000812,VA,Fairfax County,000812,4405,616,2223,415,0,822,3,28,298,3245,418,1709,296,0,669,3,5,145,1403,739,1393,624,739,1403,624,1393,NA,NA,681.5,1398
51059000815,VA,Fairfax County,000815,3384,144,2502,95,1,471,0,17,154,2704,106,2030,71,1,397,0,12,87,1223.8,1119,1220.5,926.9,1119,1223.8,926.9,1220.5,NA,NA,1022.9,1222.2
51059000824,VA,Fairfax County,000824,5914,552,3820,453,12,635,7,22,413,4283,382,2850,311,4,504,5,15,212,1847.6,1150.7,1867.8,960.5,1150.7,1847.6,960.5,1867.8,NA,NA,1055.6,1857.7
51059000825,VA,Fairfax County,000825,4018,354,2366,234,6,806,1,20,231,2991,233,1826,170,6,639,0,7,110,1332.4,850.6,1331.4,668.7,850.6,1332.4,668.7,1331.4,NA,NA,759.6,1331.9
51059000827,VA,Fairfax County,000827,3715,433,2408,214,12,386,2,34,226,2758,287,1882,156,9,277,2,19,126,1235,714,1296,577,714,1235,577,1296,NA,NA,645.5,1265.5
51059000833,VA,Fairfax County,000833,4948,980,2081,390,4,1167,6,35,285,3758,705,1632,303,4,941,6,14,153,1669,704.9,1520.7,593.5,704.9,1669,593.5,1520.7,NA,NA,649.2,1594.8
51059000838,VA,Fairfax County,000838,3117,245,2124,228,4,343,2,22,149,2328,146,1667,162,3,278,2,7,63,895.8,592.2,929,562.4,592.2,895.8,562.4,929,NA,NA,577.3,912.4
51059000839,VA,Fairfax County,000839,4716,311,3091,325,5,654,3,15,312,3572,199,2420,243,5,526,3,14,162,1567,1140,1633,1007,1140,1567,1007,1633,NA,NA,1073.5,1600
51059000840,VA,Fairfax County,000840,4439,519,2506,469,6,621,3,22,293,3294,338,1944,341,6,494,3,20,148,1460.7,754.6,1441.3,601.6,754.6,1460.7,601.6,1441.3,NA,NA,678.1,1451
51059000841,VA,Fairfax County,000841,1952,101,1482,39,1,192,1,15,121,1540,68,1218,30,1,160,1,9,53,646,607,654,546,607,646,546,654,NA,NA,576.5,650
51059000842,VA,Fairfax County,000842,3133,283,1870,112,0,656,1,14,197,2399,181,1451,95,0,556,1,11,104,1033,740,1036,621,740,1033,621,1036,NA,NA,680.5,1034.5
51059000843,VA,Fairfax County,000843,5239,532,2493,469,7,1394,1,46,297,4176,370,2094,362,7,1131,0,29,183,1701.5,753.6,1596.4,625.1,753.6,1701.5,625.1,1596.4,NA,NA,689.3,1648.9
51059000844,VA,Fairfax County,000844,5474,648,2525,622,4,1306,4,24,341,4575,499,2210,511,4,1078,2,19,252,1590.4,525.2,1418,362.7,525.2,1590.4,362.7,1418,NA,NA,443.9,1504.2
51059000845,VA,Fairfax County,000845,5061,354,3356,275,3,756,0,16,301,3919,214,2714,209,2,599,0,14,167,1656.2,1507.6,1728.3,1265.4,1507.6,1656.2,1265.4,1728.3,NA,NA,1386.5,1692.3
51059000846,VA,Fairfax County,000846,6339,805,2874,701,4,1598,3,25,329,5043,607,2437,534,0,1237,3,10,215,1884.8,841.6,1805.2,625,841.6,1884.8,625,1805.2,NA,NA,733.3,1845
51059000847,VA,Fairfax County,000847,4241,451,2079,200,3,1258,2,39,209,3186,312,1679,153,3,889,2,26,122,1210.7,681,1174.8,540.6,681,1210.7,540.6,1174.8,NA,NA,610.8,1192.7
51059000848,VA,Fairfax County,000848,6061,460,2109,534,2,2589,5,37,325,4721,316,1747,398,1,2030,5,26,198,1750.9,748.4,1527.8,596.3,748.4,1750.9,596.3,1527.8,NA,NA,672.3,1639.3
51059000849,VA,Fairfax County,000849,6472,460,4326,193,5,1047,10,30,401,4774,299,3326,150,3,803,9,14,170,2074,1712,2204,1425,1712,2074,1425,2204,NA,NA,1568.5,2139
51059000850,VA,Fairfax County,000850,3839,211,2723,204,3,470,0,7,221,2881,154,2092,158,3,361,0,4,109,1285,986,1290,839,986,1285,839,1290,NA,NA,912.5,1287.5
51059000851,VA,Fairfax County,000851,3946,267,2108,158,3,1129,1,39,241,2981,191,1641,137,3,886,1,26,96,1173,822,1155,640,822,1173,640,1155,NA,NA,731,1164
51059000901,VA,Fairfax County,000901,5595,803,2063,505,15,1899,2,33,275,4480,592,1733,403,13,1537,2,28,172,1788,703,1588,533,703,1788,533,1588,NA,NA,618,1688
51059000902,VA,Fairfax County,000902,8620,2411,2331,706,10,2801,1,57,303,6510,1644,1908,528,6,2190,1,35,198,2504.7,1004,2300.6,831.4,1004,2504.7,831.4,2300.6,NA,NA,917.7,2402.6
51059000903,VA,Fairfax County,000903,5793,730,3268,392,11,1051,1,26,314,4563,522,2654,314,9,875,1,19,169,1848.4,1120.9,1874.2,945.8,1120.9,1848.4,945.8,1874.2,NA,NA,1033.3,1861.3
51059000904,VA,Fairfax County,000904,3509,1558,1357,121,8,316,2,22,125,2530,1012,1093,90,0,256,2,11,66,614.7,468.5,592.1,363.3,468.5,614.7,363.3,592.1,NA,NA,415.9,603.4
51059000905,VA,Fairfax County,000905,1231,98,830,39,1,207,0,2,54,903,61,637,32,1,154,0,0,18,544,248,490,225,248,544,225,490,NA,NA,236.5,517
51059000908,VA,Fairfax County,000908,3111,210,1924,65,2,805,0,12,93,2291,142,1480,55,2,570,0,6,36,1141,728,1201,601,728,1141,601,1201,NA,NA,664.5,1171
51059000909,VA,Fairfax County,000909,3059,148,1819,75,1,846,1,12,157,2281,98,1436,66,0,596,1,12,72,842.1,405.5,827.9,339.5,405.5,842.1,339.5,827.9,NA,NA,372.5,835
51059000910,VA,Fairfax County,000910,7072,1878,2293,724,17,1713,16,47,384,5319,1326,1804,523,15,1403,13,30,205,2148.8,783.5,1891.1,599.2,783.5,2148.8,599.2,1891.1,NA,NA,691.4,2019.9
51059000911,VA,Fairfax County,000911,5302,322,2482,248,3,1950,0,28,269,3950,220,1971,202,0,1414,0,19,124,1720,894.8,1771,747.6,894.8,1720,747.6,1771,NA,NA,821.2,1745.5
51059000913,VA,Fairfax County,000913,5925,379,2606,315,18,2327,4,26,250,4490,241,2117,232,18,1717,2,19,144,1965.4,1288.4,1908.5,1053.9,1288.4,1965.4,1053.9,1908.5,NA,NA,1171.1,1937
51059000914,VA,Fairfax County,000914,3080,166,2265,40,1,436,1,19,152,2277,111,1722,30,1,330,1,11,71,1203.8,747.3,1318.6,638.2,747.3,1203.8,638.2,1318.6,NA,NA,692.8,1261.2
51059000915,VA,Fairfax County,000915,3591,231,2372,140,0,604,0,32,212,2735,178,1847,111,0,492,0,15,92,1050,1036.5,1071.3,900.3,1036.5,1050,900.3,1071.3,NA,NA,968.4,1060.7
51059000916,VA,Fairfax County,000916,5744,324,4079,97,1,892,1,35,315,4294,203,3206,75,1,665,1,17,126,1976.6,1338.2,2025.7,1097.4,1338.2,1976.6,1097.4,2025.7,NA,NA,1217.8,2001.2
51059000917,VA,Fairfax County,000917,2829,378,1487,160,10,638,1,19,136,2222,278,1197,126,8,528,1,9,75,1055,490,1061,426,490,1055,426,1061,NA,NA,458,1058
51059000918,VA,Fairfax County,000918,8260,1396,3125,546,8,2709,13,54,409,6602,1031,2610,452,5,2190,13,36,265,2361,973,2157,764,973,2361,764,2157,NA,NA,868.5,2259
51059000919,VA,Fairfax County,000919,7132,1129,2667,570,7,2371,1,25,362,5390,773,2078,435,6,1903,1,17,177,2214.9,1037.7,2106.8,776.5,1037.7,2214.9,776.5,2106.8,NA,NA,907.1,2160.8
51059000920,VA,Fairfax County,000920,4732,304,1777,253,1,2189,0,27,181,3538,212,1402,193,1,1604,0,15,111,1533.7,765.4,1493.8,568.7,765.4,1533.7,568.7,1493.8,NA,NA,667,1513.8
51059000921,VA,Fairfax County,000921,4824,634,2679,249,8,969,1,26,258,3764,436,2157,200,8,799,0,20,144,1483.2,1124,1613.6,966.5,1124,1483.2,966.5,1613.6,NA,NA,1045.2,1548.4
51059000923,VA,Fairfax County,000923,3178,194,1975,140,3,685,1,17,163,2489,135,1594,112,3,542,1,12,90,829.5,830.1,992.5,746.5,830.1,829.5,746.5,992.5,NA,NA,788.3,911
51059000924,VA,Fairfax County,000924,4858,1644,1096,584,7,1238,6,33,250,3679,1133,909,420,4,1034,4,20,155,1148,401,1025,274,401,1148,274,1025,NA,NA,337.5,1086.5
51059000925,VA,Fairfax County,000925,3070,537,1200,309,5,858,1,9,151,2290,379,918,226,1,671,1,4,90,953.2,530.2,892.4,412.5,530.2,953.2,412.5,892.4,NA,NA,471.3,922.8
51059000926,VA,Fairfax County,000926,10236,1059,2650,718,10,5324,6,62,407,7904,759,2217,564,3,4080,1,50,230,2559.3,1037,2246.4,779.1,1037,2559.3,779.1,2246.4,NA,NA,908,2402.8
51059000927,VA,Fairfax County,000927,3210,236,1033,143,5,1646,0,15,132,2405,167,858,108,2,1180,0,14,76,1094,535,1036,441,535,1094,441,1036,NA,NA,488,1065
51059000928,VA,Fairfax County,000928,3923,228,1872,130,2,1511,1,42,137,2977,162,1498,102,2,1101,1,25,86,1380,796.5,1369.5,650.7,796.5,1380,650.7,1369.5,NA,NA,723.6,1374.8
51059000929,VA,Fairfax County,000929,917,54,681,23,1,117,0,3,38,713,41,554,18,0,78,0,1,21,265.6,230.2,308.2,225.7,230.2,265.6,225.7,308.2,NA,NA,228,286.9
51059000930,VA,Fairfax County,000930,3216,237,1941,100,1,731,2,26,178,2343,156,1485,76,0,514,2,15,95,1139,602,1186,503,602,1139,503,1186,NA,NA,552.5,1162.5
51059000931,VA,Fairfax County,000931,5503,353,2175,328,5,2411,3,21,207,3995,224,1731,263,4,1615,3,14,141,1377.5,618.1,1581.7,549.7,618.1,1377.5,549.7,1581.7,NA,NA,583.9,1479.6
51059000932,VA,Fairfax County,000932,3212,823,1213,344,6,655,5,25,141,2435,580,981,262,6,511,4,12,79,996.6,368.5,924.1,282.2,368.5,996.6,282.2,924.1,NA,NA,325.4,960.4
51059000933,VA,Fairfax County,000933,1242,213,558,87,1,327,2,0,54,910,128,420,76,1,256,2,0,27,296.1,151.3,259.2,110.5,151.3,296.1,110.5,259.2,NA,NA,130.9,277.7
