GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_bar,uss_18_dem_tra,gov_18_rep_gor,gov_18_dem_thr,sos_18_rep_buc,sos_18_dem_byr,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_lum,uss_20_dem_dav,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
56013002201,WY,Fremont County,002201,63,16,39,0,2,0,0,1,5,53,13,35,0,2,0,0,1,2,48.4,0.8,39.9,1.1,39.5,0.9,39.6,1.1,41.6,1.7,41.6,3.9,48.4,0.8,39.7,1,41.6,2.8,41.8,1.6
56013002401,WY,Fremont County,002401,121,7,96,0,5,4,0,0,9,97,6,77,0,5,4,0,0,5,39.4,23.6,28.6,27.6,31.5,21.7,29.5,23.6,54.2,26.6,51.2,28.6,39.4,23.6,29.9,24.3,52.7,27.6,39.1,25.3
56015000101,WY,Goshen County,000101,65,0,64,0,0,0,0,0,1,45,0,45,0,0,0,0,0,0,49,0,43,1,38,0,42,2,51,2,49,3,49,0,41,1,50,2.5,45.3,1.3
56015000201,WY,Goshen County,000201,83,1,79,1,0,0,0,0,2,75,1,71,1,0,0,0,0,2,73,7,65,12,56,10,65,7,80,11,77,11,73,7,62,9.7,78.5,11,69.3,9.7
56015000801,WY,Goshen County,000801,422,10,393,0,0,1,0,1,17,340,8,319,0,0,1,0,0,12,338,35.2,287.3,48.3,274,51.6,307.2,31.7,351.4,54.2,354.8,55,338,35.2,289.5,43.9,353.1,54.6,318.8,46
56015000802,WY,Goshen County,000802,403,25,363,0,2,2,0,0,11,329,17,300,0,2,2,0,0,8,72.3,7.5,61.5,10.3,58.6,11,65.7,6.8,75.2,11.6,75.9,11.7,72.3,7.5,61.9,9.4,75.5,11.6,68.2,9.8
56015000901,WY,Goshen County,000901,252,14,236,0,0,0,0,0,2,217,8,207,0,0,0,0,0,2,174.6,33.5,155.6,38.9,149.3,46.1,166.5,32.6,212.6,45.2,206.3,49.8,174.6,33.5,157.1,39.2,209.5,47.5,177.5,41
56015000902,WY,Goshen County,000902,206,6,192,2,0,0,0,0,6,166,4,154,2,0,0,0,0,6,18.4,3.5,16.4,4.1,15.7,4.8,17.5,3.4,22.4,4.8,21.7,5.2,18.4,3.5,16.5,4.1,22,5,18.7,4.3
56015001001,WY,Goshen County,001001,404,124,244,2,5,5,0,8,16,292,88,183,2,4,3,0,1,11,87.5,37.1,53.5,35.7,53.5,33.4,52.9,34.8,95.8,49.1,97.2,54.2,87.5,37.1,53.3,34.6,96.5,51.7,73.4,40.7
56015001002,WY,Goshen County,001002,900,127,726,6,5,5,0,4,27,655,65,563,3,5,5,0,2,12,231.9,64.7,181.1,63.8,179,52.8,202.7,42.3,256.6,79.7,254.9,84.5,231.9,64.7,187.6,53,255.7,82.1,217.7,64.6
56015001003,WY,Goshen County,001003,1049,138,854,19,6,8,0,2,22,847,89,712,19,5,5,0,2,15,234.5,61.5,173.6,70.1,181.4,58.5,196.4,48.8,252.6,81.7,256.6,83.9,234.5,61.5,183.8,59.1,254.6,82.8,215.8,67.4
56015001004,WY,Goshen County,001004,1107,105,963,4,3,5,0,0,27,887,79,783,3,2,4,0,0,16,389.3,127.5,363.1,128.4,367.2,114.3,411.6,84.8,431.8,157.7,446.5,141,389.3,127.5,380.6,109.2,439.1,149.3,401.6,125.6
56015001005,WY,Goshen County,001005,438,32,399,0,1,1,0,0,5,326,20,305,0,0,0,0,0,1,177.6,39.5,138,50,139.6,45.8,155.4,35.3,193.9,55.3,198.1,53.7,177.6,39.5,144.4,43.7,196,54.5,167.1,46.6
56015001006,WY,Goshen County,001006,806,89,674,4,8,0,0,1,30,645,52,558,4,7,0,0,1,23,247,97,217,101,212,101,252,67,304,123,313,111,247,97,227,89.7,308.5,117,257.5,100
56015001007,WY,Goshen County,001007,812,111,647,3,5,1,0,5,40,655,62,557,3,3,0,0,5,25,220,76,185,87,167,89,203,71,255,113,252,121,220,76,185,82.3,253.5,117,213.7,92.8
56015001008,WY,Goshen County,001008,2068,152,1806,27,29,14,0,7,33,1776,126,1553,27,26,12,0,7,25,598.8,114,488.5,115.9,472.2,111.7,519.2,82.4,638.1,143.1,655.5,141,598.8,114,493.3,103.3,646.8,142,562.1,118
56015001009,WY,Goshen County,001009,954,85,830,4,4,4,0,5,22,764,60,675,4,2,4,0,3,16,434.5,94.2,381.7,106.4,388.3,88.5,410.8,70.7,502.2,125.2,505,119.6,434.5,94.2,393.6,88.5,503.6,122.4,437.1,100.8
56015001010,WY,Goshen County,001010,525,113,382,0,4,0,0,5,21,425,105,296,0,4,0,0,5,15,122.2,41.6,83.9,42.8,85.4,38.2,90.1,36.4,131.1,49.1,129.2,50,122.2,41.6,86.5,39.2,130.1,49.6,107,43
56015001301,WY,Goshen County,001301,333,8,306,0,2,0,0,0,17,252,8,230,0,2,0,0,0,12,128.5,19,118.4,27.1,110.4,26.1,122.5,24,147.5,25.1,142.5,29.1,128.5,19,117.1,25.7,145,27.1,128.3,25.1
56015001501,WY,Goshen County,001501,271,9,255,0,0,0,0,0,7,214,4,209,0,0,0,0,0,1,193.3,21.7,158.2,28.4,155.5,27.1,165.8,22.4,204.6,25.4,199.8,31.7,193.3,21.7,159.8,26,202.2,28.5,179.5,26.1
56015001502,WY,Goshen County,001502,131,6,122,0,0,0,0,0,3,115,6,106,0,0,0,0,0,3,34.2,4.5,28.4,5.3,27.4,5.5,29.7,4.5,37.4,4.5,35.9,6.2,34.2,4.5,28.5,5.1,36.6,5.3,32.1,5.1
56015001601,WY,Goshen County,001601,492,32,437,0,3,0,0,0,20,373,22,334,0,1,0,0,0,16,190.1,16.2,155.6,19.6,154.5,16.6,160.8,14.4,204.3,20.1,208.9,21.6,190.1,16.2,157,16.9,206.6,20.9,179,18.1
56015001701,WY,Goshen County,001701,204,7,193,0,0,0,0,0,4,149,2,143,0,0,0,0,0,4,97,7,72,10,61,12,73,8,113,4,116,4,97,7,68.7,10,114.5,4,88.7,7.5
56015001801,WY,Goshen County,001801,185,5,177,0,0,0,0,0,3,143,5,135,0,0,0,0,0,3,203.3,9.9,154.6,9.2,148.4,8.2,153.9,6.2,216.4,9.9,212.7,11.6,203.3,9.9,152.3,7.9,214.5,10.8,181.5,9.2
56015001802,WY,Goshen County,001802,340,12,309,3,5,0,0,4,7,275,11,249,3,5,0,0,4,3,74.7,4.1,53.4,3.8,50.6,3.8,53.1,2.8,80.6,4.1,79.3,4.4,74.7,4.1,52.4,3.4,80,4.2,65.3,3.8
56015002001,WY,Goshen County,002001,48,1,44,1,1,0,0,0,1,40,0,38,1,0,0,0,0,1,28.2,1.7,23.1,0.8,23.1,0.8,23.1,0.8,20.5,4.3,22.2,1.7,28.2,1.7,23.1,0.8,21.4,3,23.4,1.7
56017000101,WY,Hot Springs County,000101,1420,49,1297,4,9,5,0,6,50,1114,32,1026,3,6,5,0,6,36,597,152,514,155,515,155,525,127,605,155,615,174,597,152,518,145.7,610,164.5,561.8,153
56017000102,WY,Hot Springs County,000102,1305,63,1151,5,13,9,0,9,55,1041,36,938,3,11,9,0,7,37,459.4,112.9,399.5,141.9,391.8,125.5,404.4,118.7,455.5,156.3,472.9,150.6,459.4,112.9,398.6,128.7,464.2,153.4,430.6,134.3
56017000204,WY,Hot Springs County,000204,284,12,241,0,6,1,0,0,24,219,4,190,0,6,1,0,0,18,139.6,19.8,118.8,29.7,106.9,25.7,112.9,25.7,114.8,25.7,110.9,34.6,139.6,19.8,112.9,27.1,112.9,30.2,117.3,26.9
56017000303,WY,Hot Springs County,000303,1612,53,1453,0,14,3,3,1,85,1279,26,1178,0,8,3,0,0,64,741.6,115.1,708.5,128.1,667.2,136.5,685.6,114.3,822.5,144.7,801.1,167.4,741.6,115.1,687.1,126.3,811.8,156.1,737.7,134.4
560190003-1,WY,Johnson County,0003-1,724,30,658,2,6,0,0,2,26,569,24,521,2,2,0,0,2,18,307,75,273,102,315,54,289,67,333,112,338,108,307,75,292.3,74.3,335.5,110,309.2,86.3
560190003-2,WY,Johnson County,0003-2,523,28,460,2,9,2,0,0,22,455,23,406,2,6,2,0,0,16,191,52,174,52,177,40,173,38,204,70,210,70,191,52,174.7,43.3,207,70,188.2,53.7
560190003-3,WY,Johnson County,0003-3,652,41,556,6,7,4,0,4,34,527,22,464,5,7,4,0,0,25,199,51.3,164.6,46.9,180.2,29.8,168.4,37.6,221.8,70.3,226.8,67.8,199,51.3,171.1,38.1,224.3,69,193.5,50.6
560190003-4,WY,Johnson County,0003-4,543,34,476,3,3,5,1,0,21,422,25,373,3,3,5,1,0,12,224,45,172,67,201,42,176,53,219,75,215,84,224,45,183,54,217,79.5,201.2,61
560190003-5,WY,Johnson County,0003-5,338,11,310,1,8,0,0,0,8,266,7,243,1,8,0,0,0,7,103.8,29.4,90.9,29.4,106.5,14.7,101,16.5,118.5,34.9,116.6,41.3,103.8,29.4,99.5,20.2,117.5,38.1,106.2,27.7
560190003-6,WY,Johnson County,0003-6,482,23,434,4,5,1,1,1,13,352,16,324,0,5,1,0,0,6,153.9,37,131.9,43,140.9,27,132.9,32,166.9,48,163.9,50,153.9,37,135.2,34,165.4,49,148.4,39.5
560190003-7,WY,Johnson County,0003-7,441,7,416,0,0,2,0,5,11,340,6,319,0,0,2,0,4,9,191.1,42,174.1,47,200.1,24,182.1,32,207.1,58,217.1,49,191.1,42,185.4,34.3,212.1,53.5,195.2,42
560190003-8,WY,Johnson County,0003-8,699,48,597,2,11,1,4,0,36,548,27,492,1,4,1,4,0,19,209.7,44.9,186.7,37.9,198.7,26,189.7,33,238.6,65.9,241.6,63.9,209.7,44.9,191.7,32.3,240.1,64.9,210.9,45.3
560190004-7,WY,Johnson County,0004-7,1258,35,1177,2,5,0,0,3,36,1017,23,957,1,4,0,0,3,29,618.1,92.3,546.3,98.8,555.1,74.5,539.4,81.9,707.5,128.8,717.4,129.9,618.1,92.3,547,85,712.5,129.4,614,101
560190004-8,WY,Johnson County,0004-8,1442,37,1334,4,5,0,0,3,59,1135,21,1065,0,4,0,0,3,42,622,104,550,126,579,87,560,91,679,160,700,154,622,104,563,101.3,689.5,157,615,120.3
560190005-9,WY,Johnson County,0005-9,116,7,98,0,0,0,0,0,11,91,4,77,0,0,0,0,0,10,72,10,82,12,80,13,82,11,86,15,91,16,72,10,81.3,12,88.5,15.5,82.2,12.8
56019002-14,WY,Johnson County,002-14,330,8,309,0,5,0,0,3,5,261,2,247,0,4,0,0,3,5,147,22,132,20,133,11,131,16,182,27,185,22,147,22,132,15.7,183.5,24.5,151.7,19.7
56019006-10,WY,Johnson County,006-10,247,7,223,0,0,0,0,2,15,186,3,168,0,0,0,0,2,13,79.8,10.2,74,14.7,68.8,15.4,74.7,11,91.6,11,87.9,16.1,79.8,10.2,72.5,13.7,89.7,13.6,79.5,13.1
56019008-11,WY,Johnson County,008-11,413,13,379,0,3,0,0,5,13,335,11,307,0,1,0,0,5,11,232.2,16.8,221,22.4,201.2,15.6,214.3,21,268.4,18,257.1,23.9,232.2,16.8,212.2,19.7,262.8,21,232.4,19.6
56019009-12,WY,Johnson County,009-12,149,17,128,0,0,0,0,0,4,115,8,104,0,0,0,0,0,3,82,6,68,3,67,3,67,2,99,3,97,8,82,6,67.3,2.7,98,5.5,80,4.2
56019010-15,WY,Johnson County,010-15,90,1,85,0,2,0,1,0,1,61,1,56,0,2,0,1,0,1,44.5,0.1,44.5,0.1,41.5,1.1,41.5,0.1,58.6,0.1,56.6,1.1,44.5,0.1,42.5,0.4,57.6,0.6,47.8,0.4
560210001-1,WY,Laramie County,0001-1,4453,1215,2686,193,36,61,6,11,245,3180,751,2026,143,32,56,4,7,161,799.8,439.6,509.9,422.4,520.6,394.4,494.2,407.8,841.3,557.5,871.2,588.2,799.8,439.6,508.2,408.2,856.3,572.8,672.8,468.3
560210001-2,WY,Laramie County,0001-2,2972,738,1873,130,30,41,5,13,142,2392,561,1550,114,20,31,5,13,98,389.6,321.4,229.4,305.6,239.3,290.7,228.4,299.6,452.9,390.6,464.8,428.2,389.6,321.4,232.4,298.6,458.8,409.4,334.1,339.4
560210001-3,WY,Laramie County,0001-3,2141,350,1544,75,15,17,2,13,125,1790,271,1320,70,8,16,2,8,95,355.2,316.8,255.6,312.6,264.3,294.7,241.8,315.4,435.9,414.1,452.9,423.8,355.2,316.8,253.9,307.6,444.4,418.9,334.3,346.2
560210001-4,WY,Laramie County,0001-4,1306,207,903,85,18,16,0,12,65,1125,155,801,83,12,13,0,9,52,187,203,136,218,160,197,165,177,204,257,220,248,187,203,153.7,197.3,212,252.5,178.7,216.7
560210001-5,WY,Laramie County,0001-5,1305,168,1058,9,7,13,0,6,44,1082,130,892,9,7,13,0,6,25,339,277,290,266,307,252,303,241,340,349,371,345,339,277,300,253,355.5,347,325,288.3
560210001-6,WY,Laramie County,0001-6,1452,154,1190,11,1,11,0,3,82,1173,104,997,11,1,11,0,3,46,345.6,383.3,281.3,359.5,303.1,342.7,311,311,381.3,432.8,430.8,406.1,345.6,383.3,298.4,337.7,406.1,419.4,342.2,372.6
560210001-7,WY,Laramie County,0001-7,768,118,565,7,6,1,4,13,54,607,81,468,7,3,1,4,8,35,180,130,123,130,139,118,124,126,188,159,200,165,180,130,128.7,124.7,194,162,159,138
560210001-8,WY,Laramie County,0001-8,2138,307,1620,46,28,27,5,8,97,1821,230,1420,36,24,27,3,8,73,390,322,294,339,300,334,294,323,420,432,463,431,390,322,296,332,441.5,431.5,360.2,363.5
560210001-9,WY,Laramie County,0001-9,1347,225,977,32,19,18,5,9,62,1103,161,831,27,14,17,4,6,43,275,173,207,175,218,166,199,163,289,202,317,200,275,173,208,168,303,201,250.8,179.8
560210002-1,WY,Laramie County,0002-1,1007,104,814,28,2,23,1,3,32,882,80,724,25,2,21,1,3,26,267.4,149.7,209.7,157.5,232.9,136.3,222,139,279.7,216.2,312.2,196.9,267.4,149.7,221.6,144.3,295.9,206.6,254,165.9
560210002-2,WY,Laramie County,0002-2,1403,109,1175,16,4,25,8,6,60,1060,73,889,12,4,19,8,5,50,449,244,373,239,381,226,405,191,452,291,501,276,449,244,386.3,218.7,476.5,283.5,426.8,244.5
560210002-3,WY,Laramie County,0002-3,1400,117,1173,9,3,32,2,6,58,1054,85,901,7,3,24,2,0,32,512.5,320.3,436.4,337,490.3,287,503.1,254.7,515.8,398.4,590.7,348.8,512.5,320.3,476.6,292.9,553.3,373.6,508.1,324.3
560210002-4,WY,Laramie County,0002-4,894,100,730,11,3,10,1,3,36,757,83,627,8,3,10,1,3,22,344,183,293,196,308,180,306,179,310,253,355,224,344,183,302.3,185,332.5,238.5,319.3,202.5
560210002-5,WY,Laramie County,0002-5,1671,209,1312,29,2,27,1,8,83,1275,131,1054,24,2,25,0,1,38,536,322,467,350,509,300,498,305,520,396,575,381,536,322,491.3,318.3,547.5,388.5,517.5,342.3
560210002-6,WY,Laramie County,0002-6,3478,283,2909,44,10,60,2,19,151,2642,202,2243,30,7,50,0,13,97,1060.5,524.3,974.4,575.2,1070.3,477.1,1054.1,473.1,1255.2,729.2,1409.4,630.8,1060.5,524.3,1032.9,508.5,1332.3,680,1137.3,568.3
560210002-7,WY,Laramie County,0002-7,2586,330,1968,57,11,45,7,23,145,2035,216,1616,46,11,33,6,19,88,678.1,400.9,523.6,436.3,566.1,389.3,547.1,396.3,685.9,495.8,742.3,473.4,678.1,400.9,545.6,407.3,714.1,484.6,623.9,432
560210002-8,WY,Laramie County,0002-8,532,52,440,4,1,12,1,1,21,478,34,416,0,1,9,1,0,17,95.5,60.8,72.5,68,81.7,54.9,68.8,62.7,114.7,67.3,123.9,59.4,95.5,60.8,74.3,61.9,119.3,63.3,92.8,62.2
560210002-9,WY,Laramie County,0002-9,1704,239,1262,53,17,43,1,9,80,1269,163,977,45,9,33,0,3,39,374.7,189.9,266.8,217,284,201.8,297.2,186.4,391.4,244.7,412.8,253.4,374.7,189.9,282.7,201.7,402.1,249.1,337.8,215.5
560210003-1,WY,Laramie County,0003-1,1449,205,1129,15,11,8,2,11,68,1144,145,930,10,4,8,2,4,41,432,234,320,245,333,230,313,235,399,296,425,299,432,234,322,236.7,412,297.5,370.3,256.5
560210003-2,WY,Laramie County,0003-2,1529,271,1089,58,12,16,2,0,81,1236,192,924,38,11,10,2,0,59,268,180,170,165,170,159,151,169,280,207,292,216,268,180,163.7,164.3,286,211.5,221.8,182.7
560210003-3,WY,Laramie County,0003-3,1290,243,906,30,8,13,2,5,83,1060,157,792,26,8,11,2,5,59,252,169,201,177,212,157,206,166,283,200,301,204,252,169,206.3,166.7,292,202,242.5,178.8
560210003-4,WY,Laramie County,0003-4,1474,214,1152,48,0,15,1,3,41,1235,154,990,45,0,14,1,3,28,351.5,246.2,266.4,242.3,270.4,224.2,268.4,219.2,356.5,293.3,386.6,277.3,351.5,246.2,268.4,228.6,371.5,285.3,316.6,250.4
560210003-5,WY,Laramie County,0003-5,2268,369,1690,48,15,10,6,8,122,1767,251,1364,40,13,8,6,6,79,538.5,302.2,408.8,337.3,401.8,338.3,409.5,326.1,564.3,382.2,592.2,380.1,538.5,302.2,406.7,333.9,578.2,381.2,485.8,344.4
560210003-6,WY,Laramie County,0003-6,2288,360,1713,43,30,20,3,8,111,1821,243,1409,37,28,17,1,8,78,488.8,251.7,352.4,249.6,360.3,234.7,331.2,255.7,538.2,306.1,548.2,317.1,488.8,251.7,348,246.7,543.2,311.6,436.5,269.1
560210003-7,WY,Laramie County,0003-7,1656,238,1220,67,10,30,6,4,81,1330,158,1021,53,7,29,6,3,53,367.8,175.5,271.9,186.9,281.2,179.3,281.2,175.5,375.4,251.2,405,239.7,367.8,175.5,278.1,180.6,390.1,245.5,330.4,201.4
560210003-8,WY,Laramie County,0003-8,2051,324,1497,37,8,37,5,18,125,1476,202,1117,28,5,33,5,14,72,417,226,307,219,311,198,332,190,478,293,504,299,417,226,316.7,202.3,491,296,391.5,237.5
560210003-9,WY,Laramie County,0003-9,3776,799,2604,102,24,37,1,18,191,2658,483,1934,75,17,34,1,10,104,765,371,566,366,568,358,557,360,820,512,869,495,765,371,563.7,361.3,844.5,503.5,690.8,410.3
560210004-1,WY,Laramie County,0004-1,272,30,220,0,4,2,0,0,16,207,24,166,0,4,0,0,0,13,76,19,71,21,73,20,74,18,108,29,108,29,76,19,72.7,19.7,108,29,85,22.7
560210004-2,WY,Laramie County,0004-2,1276,77,1105,2,6,7,0,10,69,1014,55,893,2,6,5,0,9,44,484,139.4,419.6,161.4,418.5,135.4,422.5,148.5,557.7,185.6,577.6,183.7,484,139.4,420.2,148.5,567.7,184.7,480,159
560210004-3,WY,Laramie County,0004-3,72,13,50,0,3,1,0,3,2,49,7,33,0,3,1,0,3,2,24.6,2,19.7,0,18.7,0,19.7,0,26.5,1,26.5,1,24.6,2,19.3,0,26.5,1,22.6,0.7
560210004-4,WY,Laramie County,0004-4,1322,69,1186,4,4,6,1,4,48,983,44,899,3,4,2,0,4,27,438,123,413,143,413,134,422,122,626,203,655,192,438,123,416,133,640.5,197.5,494.5,152.8
560210004-5,WY,Laramie County,0004-5,215,16,162,5,1,9,0,3,19,149,11,110,5,1,8,0,1,13,59,5,41,9,39,12,39,10,51,7,53,10,59,5,39.7,10.3,52,8.5,47,8.8
560210004-6,WY,Laramie County,0004-6,2589,149,2260,17,2,31,2,18,110,2026,99,1804,10,2,26,2,14,69,1062,276,903,322,907,285,932,275,1176,399,1214,383,1062,276,914,294,1195,391,1032.3,323.3
560210004-7,WY,Laramie County,0004-7,4049,640,2746,285,31,62,6,19,260,2925,409,2060,222,22,56,6,14,136,659.4,200,441.5,185,450.6,165.8,443.3,170,733.2,292.9,774.4,284,659.4,200,445.1,173.6,753.8,288.5,583.7,216.3
560210004-8,WY,Laramie County,0004-8,2738,542,1880,62,12,33,7,8,194,2065,329,1525,45,11,22,3,8,122,477.6,223.8,338.2,275.9,357.6,244.7,337.9,258.3,603.7,331.4,614.8,357.9,477.6,223.8,344.6,259.6,609.2,344.7,455,282
560210004-9,WY,Laramie County,0004-9,3808,920,2564,54,35,32,1,21,181,2848,578,2043,38,29,25,1,12,122,747,256.6,497.3,255.7,517.3,221.7,513.3,226.7,866.8,357.5,868.8,383.5,747,256.6,509.3,234.7,867.8,370.5,668.4,283.6
560210005-1,WY,Laramie County,0005-1,2355,600,1552,47,24,11,1,15,105,1727,369,1208,39,17,6,1,11,76,347.5,120.8,263.5,114.5,259.5,102.6,246.7,120.4,479.6,153,481.6,174.7,347.5,120.8,256.6,112.5,480.6,163.8,346.4,131
560210005-2,WY,Laramie County,0005-2,1614,143,1380,8,10,13,0,5,55,1285,90,1140,5,8,8,0,5,29,676.2,253.6,602.4,285.7,634.5,247.8,628.6,246.8,702.5,320.6,743.3,304.1,676.2,253.6,621.8,260.1,722.9,312.4,664.6,276.4
560210005-3,WY,Laramie County,0005-3,2269,163,1946,9,9,21,2,14,105,1787,119,1557,5,5,17,1,7,76,882.3,231.8,761.6,255.7,736.3,259,766.1,233,1009.5,332.9,1051.4,325.4,882.3,231.8,754.6,249.2,1030.4,329.1,867.8,273
560210005-4,WY,Laramie County,0005-4,3292,293,2815,28,10,11,4,20,111,2495,180,2186,18,6,10,3,17,75,1460.3,362.3,1185,410.7,1188.4,372.8,1188.8,384.2,1711.5,534.2,1758.8,552.9,1460.3,362.3,1187.4,389.2,1735.2,543.6,1415.5,436.2
560210005-5,WY,Laramie County,0005-5,483,81,351,6,1,10,0,4,30,387,55,293,6,0,6,0,3,24,119.4,41.7,94.2,47.7,87.7,48.4,87.5,50.4,115.7,62.6,119.8,63.6,119.4,41.7,89.8,48.8,117.8,63.1,104.1,52.4
560210006-1,WY,Laramie County,0006-1,2131,173,1834,2,9,17,0,9,87,1579,98,1402,1,9,12,0,4,53,691,70,533,101,525,91,522,93,861,129,865,156,691,70,526.7,95,863,142.5,666.2,106.7
560210006-2,WY,Laramie County,0006-2,1600,105,1395,7,12,1,0,11,69,1221,61,1098,7,11,1,0,9,34,640,89,486,118,482,101,476,114,694,104,693,135,640,89,481.3,111,693.5,119.5,578.5,110.2
560210006-3,WY,Laramie County,0006-3,1685,219,1370,9,3,10,1,7,66,1297,142,1089,8,3,8,0,3,44,631,104,491,113,486,112,472,129,712,145,738,140,631,104,483,118,725,142.5,588.3,123.8
560210006-4,WY,Laramie County,0006-4,206,10,176,0,1,5,0,3,11,159,5,141,0,1,5,0,0,7,86,8,74,7,72,7,71,9,117,8,112,10,86,8,72.3,7.7,114.5,9,88.7,8.2
560210006-5,WY,Laramie County,0006-5,462,113,308,2,1,0,0,6,32,340,77,238,2,1,0,0,5,17,147,13,154,18,151,19,159,12,165,15,171,14,147,13,154.7,16.3,168,14.5,157.8,15.2
560210007-1,WY,Laramie County,0007-1,503,125,299,29,6,6,2,10,26,373,83,233,23,6,5,2,7,14,45.2,34.9,36.3,32.2,34.5,31.1,37.5,30.8,61,38.4,63.2,47.3,45.2,34.9,36.1,31.4,62.1,42.8,46.3,35.8
560210007-2,WY,Laramie County,0007-2,42,11,28,0,0,0,0,0,3,31,5,24,0,0,0,0,0,2,6.9,2.1,6.4,2.7,6.9,2.7,5.9,3.7,9.1,3.2,10.7,1.6,6.9,2.1,6.4,3,9.9,2.4,7.6,2.7
560210007-3,WY,Laramie County,0007-3,397,63,298,6,2,1,0,6,21,306,37,239,6,1,1,0,6,16,100.5,40.1,78.3,38.9,73.4,42.1,71.7,41.9,113.5,47.6,113,52.6,100.5,40.1,74.4,41,113.2,50.1,91.7,43.9
560210007-4,WY,Laramie County,0007-4,1437,402,891,38,8,13,0,6,79,1076,234,727,31,8,10,0,6,60,213.3,91,142.6,77.8,139.8,78.7,137,88.9,245.3,124.1,233.3,139.8,213.3,91,139.8,81.8,239.3,131.9,185.2,100
56021001-10,WY,Laramie County,001-10,2145,677,1287,40,24,22,0,5,90,1646,473,1051,29,19,12,0,5,57,352.5,239.8,237.4,247.8,244.3,230.8,224,249.3,386.6,308.3,394.4,339.2,352.5,239.8,235.3,242.6,390.5,323.8,306.6,269.2
56021002-10,WY,Laramie County,002-10,565,68,425,6,3,9,1,8,45,421,38,350,4,2,5,1,2,19,133.9,58.4,139.7,78.4,154,64.1,150.2,63.1,242.8,103.2,261.9,92.7,133.9,58.4,147.9,68.5,252.4,98,180.4,76.7
56021002-11,WY,Laramie County,002-11,1521,210,1140,48,6,15,11,7,84,1153,124,907,35,5,15,6,5,56,408.4,204.3,306.6,212.3,309.4,203.4,306.5,208.4,407.3,254.3,426.2,264.3,408.4,204.3,307.5,208.1,416.7,259.3,360.7,224.5
56021002-12,WY,Laramie County,002-12,2345,391,1758,42,10,34,1,16,93,1816,288,1392,36,9,27,1,10,53,498,257.5,424.5,301.2,455.3,270.4,430.4,288.3,674,405.6,718.7,410.6,498,257.5,436.7,286.6,696.4,408.1,533.5,322.3
56021002-13,WY,Laramie County,002-13,1776,186,1446,29,5,30,3,0,77,1387,116,1171,24,2,26,2,0,46,491,334.9,437.4,360.7,455.9,335.1,477.5,306.7,598,415.5,633.6,403.8,491,334.9,457,334.2,615.8,409.6,515.6,359.4
56021003-10,WY,Laramie County,003-10,1868,348,1330,35,5,26,4,13,107,1327,194,996,25,5,22,4,7,74,442.5,212,305.8,198.7,301.8,197.6,301.7,190.9,431.3,250.5,459,267.4,442.5,212,303.1,195.7,445.1,259,373.7,219.5
56021003-11,WY,Laramie County,003-11,524,82,391,16,0,14,0,0,21,345,43,270,10,0,14,0,0,8,124.5,57.5,87.1,75.3,95.7,68.6,93.5,64.6,159.5,83.8,171.3,79.2,124.5,57.5,92.1,69.5,165.4,81.5,121.9,71.5
56021003-12,WY,Laramie County,003-12,1478,219,1091,21,6,30,4,4,103,1113,134,852,15,6,26,4,0,76,399,201,290,212,311,179,306,196,427,244,449,243,399,201,302.3,195.7,438,243.5,363.7,212.5
56021003-13,WY,Laramie County,003-13,2481,379,1818,53,11,76,4,18,122,1644,224,1253,38,7,54,4,12,52,265.6,117.9,208.8,123.2,205.2,122,215.8,105.6,387.6,206.4,401.7,209.9,265.6,117.9,209.9,116.9,394.7,208.2,280.8,147.5
56021004-10,WY,Laramie County,004-10,439,17,395,3,1,0,0,1,22,340,11,307,0,1,0,0,1,20,149.3,26.7,121.6,32.5,110.8,33.5,109.8,36.5,201.6,47.4,193.7,52.3,149.3,26.7,114.1,34.2,197.7,49.8,147.8,38.1
56021004-11,WY,Laramie County,004-11,215,20,183,0,0,2,2,3,5,161,14,136,0,0,2,2,3,4,48.5,39.7,55.6,37,54.7,37,52.9,35.3,58.2,47.6,65.3,43.2,48.5,39.7,54.4,36.5,61.7,45.4,55.9,40
56023000101,WY,Lincoln County,000101,802,54,703,0,7,7,0,0,31,595,39,524,0,6,5,0,0,21,276,44,204,49,194,56,202,48,501.7,82,490.6,98.7,276,44,200,51,496.1,90.3,311.4,62.9
56023000102,WY,Lincoln County,000102,757,41,673,0,9,9,1,4,20,561,33,498,0,6,7,1,2,14,275,60,200,64,195,65,200,54,276.7,45.2,270.5,54.4,275,60,198.3,61,273.6,49.8,236.2,57.1
56023000103,WY,Lincoln County,000103,866,39,799,2,3,0,1,1,21,605,27,557,2,3,0,1,1,14,401,59,300,71,285,74,304,50,304.7,49.8,297.9,59.9,401,59,296.3,65,301.3,54.9,315.4,60.6
56023000104,WY,Lincoln County,000104,589,36,521,2,6,2,0,4,18,481,24,439,2,0,2,0,3,11,237,49,188,67,181,75,186,62,272,55,270,62,237,49,185,68,271,58.5,222.3,61.7
