GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_18_rep_bar,uss_18_dem_tra,gov_18_rep_gor,gov_18_dem_thr,sos_18_rep_buc,sos_18_dem_byr,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_lum,uss_20_dem_dav,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
56033004-02,WY,Sheridan County,004-02,2047,111,1752,9,55,17,1,6,96,1629,76,1395,7,53,11,1,6,80,434.6,144.5,311.2,160.2,326.8,139.9,307.5,142.7,504.8,220.8,534.1,192.4,434.6,144.5,315.2,147.6,519.5,206.6,403.2,166.7
56033004-03,WY,Sheridan County,004-03,2258,146,1916,16,18,27,3,26,106,1840,100,1578,15,18,22,3,20,84,538.7,156.2,385.6,167.2,386.6,157.1,378.6,150.1,637.8,193.2,659.8,188.2,538.7,156.2,383.6,158.1,648.8,190.7,497.9,168.7
56033004-04,WY,Sheridan County,004-04,464,30,396,3,6,1,1,1,26,373,13,335,0,5,1,1,1,17,122,52,82,52,85,49,75,50,151,60,158,58,122,52,80.7,50.3,154.5,59,112.2,53.5
56033005-01,WY,Sheridan County,005-01,286,15,256,0,1,2,0,0,12,225,6,205,0,1,1,0,0,12,135.3,32.3,92.4,31.8,96.5,25.3,90.4,27.6,138,36.5,139.6,39.2,135.3,32.3,93.1,28.2,138.8,37.9,115.4,32.1
56033006-01,WY,Sheridan County,006-01,1104,33,1008,6,9,6,0,7,35,846,16,793,2,3,4,0,7,21,473.4,103.8,385.2,119.3,408.4,88.3,398.7,88.3,517.1,128.1,540.4,114.5,473.4,103.8,397.4,98.6,528.8,121.3,453.9,107
56033007-01,WY,Sheridan County,007-01,464,12,420,0,4,3,0,6,19,363,8,332,0,3,3,0,5,12,227.5,56.1,201.4,60.1,218.4,43.1,206.4,50.1,242.6,72.2,252.6,67.2,227.5,56.1,208.7,51.1,247.6,69.7,224.8,58.1
56033008-01,WY,Sheridan County,008-01,1062,29,984,1,1,0,0,0,47,890,18,833,1,1,0,0,0,37,410,138,342,151,354,135,345,138,515,194,518,189,410,138,347,141.3,516.5,191.5,414,157.5
56033009-01,WY,Sheridan County,009-01,94,5,85,0,0,0,0,2,2,80,1,76,0,0,0,0,1,2,47,3,37,6,34,5,32,9,51,6,51,6,47,3,34.3,6.7,51,6,42,5.8
5603301-01s,WY,Sheridan County,01-01s,9,0,9,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,11.1,2.5,7.9,3,8.1,2.4,7.8,2.6,13.5,3.6,14,3.4,11.1,2.5,7.9,2.7,13.7,3.5,10.4,2.9
56033010-01,WY,Sheridan County,010-01,283,12,258,0,2,0,0,0,11,223,10,203,0,0,0,0,0,10,138.8,16,120.8,13,119.8,10,115.8,11,154.8,17,155.8,15,138.8,16,118.8,11.3,155.3,16,134.3,13.7
56033011-01,WY,Sheridan County,011-01,1455,40,1314,6,28,5,1,3,58,1128,23,1040,4,18,5,1,2,35,588.9,135.3,462.8,147.2,482.7,123.2,470.5,127,699.4,174.9,704.5,179.3,588.9,135.3,472,132.5,702,177.1,568.1,147.8
56033012-01,WY,Sheridan County,012-01,2430,56,2274,4,12,13,0,10,61,1978,43,1865,1,9,6,0,8,46,1020,283,901,299,973,218,934,230,1194,388,1236,362,1020,283,936,249,1215,375,1043,296.7
56033013-01,WY,Sheridan County,013-01,1020,44,892,3,24,8,2,1,46,784,19,708,0,15,8,2,0,32,345.1,79.1,268.6,94.4,276.8,78.1,263.7,78,404.3,114.8,401.5,109.6,345.1,79.1,269.7,83.5,402.9,112.2,326.7,92.3
56033016-01,WY,Sheridan County,016-01,498,5,482,0,0,0,0,0,11,381,2,376,0,0,0,0,0,3,224,24,159,28,161,18,157,22,230,39,233,35,224,24,159,22.7,231.5,37,194,27.7
56033017-01,WY,Sheridan County,017-01,1064,59,941,10,20,2,0,4,28,739,29,664,9,11,2,0,4,20,334,43,267,53,256,53,253,51,409,85,412,81,334,43,258.7,52.3,410.5,83,321.8,61
56033017-02,WY,Sheridan County,017-02,604,27,553,1,3,2,0,2,16,469,12,439,1,0,2,0,2,13,232.7,49.8,207.6,47.1,191.6,51,201.4,44.9,296.6,57.3,297.7,60.2,232.7,49.8,200.2,47.7,297.2,58.8,237.9,51.7
56033018-01,WY,Sheridan County,018-01,72,3,67,0,0,0,0,0,2,60,3,55,0,0,0,0,0,2,55.8,9.1,38.7,9.1,41.7,6.1,37.7,7.1,53,8.1,52,10.1,55.8,9.1,39.4,7.4,52.5,9.1,46.5,8.3
56033019-01,WY,Sheridan County,019-01,449,7,422,0,1,0,0,2,17,380,6,357,0,0,0,0,2,15,217,40,194,48,203,37,188,40,259,54,263,48,217,40,195,41.7,261,51,220.7,44.5
5603302-01s,WY,Sheridan County,02-01s,22,6,10,0,0,1,0,2,3,17,6,6,0,0,1,0,2,2,11.7,2.7,7.7,3.1,8.2,2.7,7.8,2.8,12.8,3.8,13.2,3.6,11.7,2.7,7.9,2.9,13,3.7,10.2,3.1
5603302-03s,WY,Sheridan County,02-03s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18.9,50.6,19.7,52,17.4,51.3,16.9,72.1,28,74.9,26.9,62,18.9,51.3,18,73.5,27.5,60.5,21.3
56033020-01,WY,Sheridan County,020-01,823,17,737,2,31,6,0,8,22,639,10,586,0,19,4,0,5,15,342.5,59.6,337.6,81.3,336.6,71.9,325.3,69,413.4,93.7,419.1,90.9,342.5,59.6,333.2,74.1,416.3,92.3,362.4,77.7
56033020-02,WY,Sheridan County,020-02,260,6,248,0,1,0,0,0,5,204,4,199,0,0,0,0,0,1,129.2,23.3,111.4,24.3,99.6,24.8,111.8,18.8,155,39.5,161.1,40.4,129.2,23.3,107.6,22.6,158,39.9,128,28.5
5603303-03s,WY,Sheridan County,03-03s,322,12,287,1,1,1,0,0,20,258,9,234,1,1,1,0,0,12,86.9,30,73,36.5,78.2,29.6,74.3,27.4,94.7,48.2,98.7,42.1,86.9,30,75.2,31.1,96.7,45.2,84.3,35.6
5603311-01s,WY,Sheridan County,11-01s,217,2,197,0,4,2,0,0,12,185,2,169,0,4,2,0,0,8,65.9,14.5,51.9,15.7,54.1,13.2,52.8,13.6,78.6,18.3,78.7,19.3,65.9,14.5,52.9,14.2,78.6,18.8,63.7,15.8
560350001-1,WY,Sublette County,0001-1,1849,187,1576,2,12,11,3,6,52,1395,112,1221,2,9,9,3,4,35,614.1,221.1,526.6,226,551.2,197.5,532.5,192.6,764.4,307.5,791,282,614.1,221.1,536.8,205.4,777.7,294.8,630,237.8
560350001-3,WY,Sublette County,0001-3,2073,161,1816,8,7,12,0,16,53,1477,95,1316,8,3,4,0,13,38,749.5,135.1,579.1,155.1,575.1,146.1,560.1,131.1,911.5,187.1,921.5,185.1,749.5,135.1,571.5,144.1,916.5,186.1,716.2,156.6
560350001-4,WY,Sublette County,0001-4,1299,70,1149,1,10,7,1,11,50,990,33,899,1,3,6,1,10,37,486,63,354,70,348,62,334,65,581,94,587,93,486,63,345.3,65.7,584,93.5,448.3,74.5
560350002-1,WY,Sublette County,0002-1,1244,54,1143,1,4,0,3,1,38,953,35,891,1,4,0,3,1,18,620,47.3,468.8,47.2,459.9,45.2,456.8,36.2,624.2,56.4,630.2,47.4,620,47.3,461.8,42.9,627.2,51.9,543.3,46.6
560350002-2,WY,Sublette County,0002-2,857,107,693,4,8,1,1,6,37,618,70,502,4,7,1,1,5,28,322.9,28.9,229.2,33.9,226.2,29.9,225.2,31.9,343.8,38.9,342.8,38.9,322.9,28.9,226.9,31.9,343.3,38.9,281.7,33.7
560350004-1,WY,Sublette County,0004-1,693,40,612,0,1,11,1,3,25,587,29,522,0,1,10,1,3,21,267.9,61.9,195.3,58,201.8,54.5,193.5,51.4,341.6,94.5,341,89,267.9,61.9,196.9,54.6,341.3,91.7,256.9,68.2
560350004-2,WY,Sublette County,0004-2,393,11,360,0,1,2,1,2,16,311,8,286,0,0,2,1,2,12,203.6,43.7,169.8,35.8,172.8,24.8,166.8,28.8,225.4,51.6,223.4,54.6,203.6,43.7,169.8,29.8,224.4,53.1,193.6,39.9
560350005-1,WY,Sublette County,0005-1,320,6,302,1,1,2,0,0,8,278,4,266,0,0,2,0,0,6,145,43,130,42,129,42,122,38,165,52,167,45,145,43,127,40.7,166,48.5,143,43.7
56037000101,WY,Sweetwater County,000101,180,31,118,2,7,3,0,2,17,126,20,83,2,5,3,0,2,11,25.5,1.4,16.9,5.5,15.9,3.8,17.9,2.8,29,2.8,31,3.8,25.5,1.4,16.9,4,30,3.3,22.7,3.3
56037000301,WY,Sweetwater County,000301,822,142,618,1,7,3,3,5,43,630,92,494,1,5,3,0,5,30,253.6,88.6,184.9,100.5,181.1,93.3,182.1,89.3,250.7,102.8,262.6,96.6,253.6,88.6,182.7,94.4,256.6,99.7,219.2,95.2
56037000302,WY,Sweetwater County,000302,1473,179,1230,7,4,9,1,4,39,1144,124,982,7,3,9,1,4,14,557,183.8,419.2,198.9,407.3,188.9,404,183.6,547.1,201.8,565.2,197,557,183.8,410.1,190.5,556.2,199.4,483.3,192.3
56037000303,WY,Sweetwater County,000303,1162,285,801,4,13,8,2,7,42,871,198,623,4,7,8,1,4,26,223.5,64.9,186.7,82.7,184.5,75.7,179.2,74.1,229.2,79.8,232.5,82.3,223.5,64.9,183.5,77.5,230.8,81.1,205.9,76.6
56037000304,WY,Sweetwater County,000304,522,130,343,6,7,4,0,2,30,388,94,257,4,7,2,0,2,22,100.1,31.1,61.1,24.1,52.1,29.1,54.1,26.1,87.1,31.1,78.1,36.1,100.1,31.1,55.7,26.4,82.6,33.6,72.1,29.6
56037000305,WY,Sweetwater County,000305,630,85,493,12,5,3,0,3,29,469,55,381,6,5,3,0,3,16,160.8,61.7,116.6,91.4,120.4,77.7,124.2,71.6,170.7,92.2,184.4,81.5,160.8,61.7,120.4,80.3,177.5,86.9,146.2,79.4
56037000401,WY,Sweetwater County,000401,1017,144,820,4,6,10,0,0,33,800,106,654,3,0,7,0,0,30,284.9,119.9,178.9,146.9,172.9,130.9,173.9,134.9,254.9,143.9,268.9,133.9,284.9,119.9,175.3,137.6,261.9,138.9,222.4,135.1
56037000402,WY,Sweetwater County,000402,1268,186,990,15,6,6,6,1,58,916,121,735,15,2,6,1,0,36,285,84,169,84,166,90,167,77,279,88,293,84,285,84,167.3,83.7,286,86,226.5,84.5
56037000403,WY,Sweetwater County,000403,1176,311,765,23,12,4,1,4,56,932,205,645,22,9,3,0,4,44,270.5,65.2,173.2,62.6,161.6,68.8,166.8,61.2,215.1,75.3,223.6,71.9,270.5,65.2,167.2,64.2,219.3,73.6,201.8,67.5
56037000404,WY,Sweetwater County,000404,1868,257,1490,24,1,20,1,5,70,1433,162,1183,15,1,18,0,4,50,570,182,400,213,391,221,399,185,526,208,531,211,570,182,396.7,206.3,528.5,209.5,469.5,203.3
56037000501,WY,Sweetwater County,000501,891,303,497,8,11,11,3,2,56,641,178,403,8,7,8,3,2,32,139,48,107,58,108,54,104,54,145,59,156,49,139,48,106.3,55.3,150.5,54,126.5,53.7
56037000502,WY,Sweetwater County,000502,3583,508,2761,75,14,58,3,24,140,2600,307,2071,52,12,46,1,14,97,1098.9,263.5,776.5,346.3,752.3,336.2,763.3,299.4,1072.2,323.7,1106.3,317.5,1098.9,263.5,764,327.3,1089.3,320.6,928.3,314.4
56037000503,WY,Sweetwater County,000503,4246,573,3404,24,15,52,2,16,160,2968,329,2445,14,15,46,2,14,103,1106.1,276.5,848.5,379.7,845.7,353.8,834.7,332.6,1081.8,368.3,1098.7,363.5,1106.1,276.5,843,355.3,1090.2,365.9,969.2,345.7
56037000505,WY,Sweetwater County,000505,1405,404,882,19,18,8,4,6,64,1033,247,703,17,15,7,4,6,34,320.4,60.5,151,75.2,142.6,79,145.4,71.5,247.1,74.4,243.5,79.9,320.4,60.5,146.3,75.2,245.3,77.2,208.3,73.4
56037000601,WY,Sweetwater County,000601,1729,427,1169,26,9,4,1,8,85,1278,258,924,20,8,4,1,7,56,349.1,136.1,225.7,137.6,224.7,131.4,222.5,129.4,338.3,123.4,335.3,128.6,349.1,136.1,224.3,132.8,336.8,126,282.6,131.1
56037000602,WY,Sweetwater County,000602,1630,421,1090,21,19,7,4,6,62,1155,246,834,17,11,7,4,4,32,243.5,62.6,155,65.8,139.8,63.9,148.6,58.2,211.9,66.4,210.6,68.3,243.5,62.6,147.8,62.6,211.2,67.4,184.9,64.2
56037000603,WY,Sweetwater County,000603,845,101,678,7,0,2,7,3,47,626,69,514,5,0,1,5,3,29,259,65,199,87,195,83,204,81,252,85,269,83,259,65,199.3,83.7,260.5,84,229.7,80.7
56037000701,WY,Sweetwater County,000701,1262,152,1065,3,5,0,0,5,32,946,101,813,3,5,0,0,1,23,549.6,72.3,405.1,104.8,387.8,89.5,403.7,82.7,532.1,100,527,103.7,549.6,72.3,398.9,92.3,529.5,101.8,467.6,92.2
56037000901,WY,Sweetwater County,000901,386,57,314,0,6,2,0,0,7,305,33,262,0,3,2,0,0,5,159,23,87,35,89,29,84,34,152,27,143,33,159,23,86.7,32.7,147.5,30,119,30.2
56037000902,WY,Sweetwater County,000902,100,14,75,2,0,0,0,2,7,76,11,62,0,0,0,0,2,1,61.8,8.6,44.2,13.3,45.7,9.6,47.6,8.2,63.3,11.2,62.2,12.6,61.8,8.6,45.8,10.4,62.7,11.9,54.1,10.6
56037001001,WY,Sweetwater County,001001,1485,226,1151,6,16,10,0,5,71,1147,162,906,6,12,10,0,5,46,389,159,270,217,280,201,264,189,480,201,463,214,389,159,271.3,202.3,471.5,207.5,357.7,196.8
56037001002,WY,Sweetwater County,001002,547,97,422,1,3,0,0,0,24,434,70,348,1,3,0,0,0,12,161,72,123,80,114,81,115,78,168,73,163,73,161,72,117.3,79.7,165.5,73,140.7,76.2
56037001003,WY,Sweetwater County,001003,1596,192,1296,10,5,3,2,0,88,1100,122,914,4,4,3,1,0,52,475,139,352,134,345,132,348,119,467,143,462,154,475,139,348.3,128.3,464.5,148.5,408.2,136.8
56037001004,WY,Sweetwater County,001004,4228,490,3435,13,11,25,17,8,229,2974,329,2463,10,10,20,10,1,131,1339,370,967,474,976,446,953,426,1575,455,1598,476,1339,370,965.3,448.7,1586.5,465.5,1234.7,441.2
56037001005,WY,Sweetwater County,001005,2015,208,1669,15,20,9,0,6,88,1508,125,1294,12,13,9,0,0,55,735,224,525,260,511,259,518,233,726,260,733,275,735,224,518,250.7,729.5,267.5,624.7,251.8
56037001006,WY,Sweetwater County,001006,1954,373,1457,5,6,16,1,1,95,1371,226,1050,4,6,15,0,1,69,445.1,163.3,285.8,182.2,280.8,174.2,285.8,160.3,495.9,170.3,490.9,180.2,445.1,163.3,284.1,172.3,493.4,175.2,380.7,171.8
56037001201,WY,Sweetwater County,001201,650,156,435,3,5,2,2,7,40,473,89,347,2,4,1,2,5,23,192.3,38.5,117.6,47.6,102.1,47.7,110.8,45.4,161.6,38.5,162.3,38.6,192.3,38.5,110.2,46.9,162,38.5,141.1,42.7
56037001202,WY,Sweetwater County,001202,1184,166,964,2,10,1,0,4,37,914,107,768,2,8,1,0,1,27,345.6,38.8,259.8,54.4,246.7,48,261.5,42,362.7,51.2,356.9,53.4,345.6,38.8,256,48.1,359.8,52.3,305.5,48
56037001301,WY,Sweetwater County,001301,49,0,48,0,0,0,0,0,1,44,0,43,0,0,0,0,0,1,26,4,21,4,17,6,20,4,32,5,31,6,26,4,19.3,4.7,31.5,5.5,24.5,4.8
56037001901,WY,Sweetwater County,001901,205,32,165,1,1,0,0,0,6,171,22,143,0,0,0,0,0,6,123.4,18.5,88.4,30.6,88,28.6,87.1,25.5,128,23.8,129,20,123.4,18.5,87.8,28.2,128.5,21.9,107.3,24.5
56037002001,WY,Sweetwater County,002001,730,44,659,0,5,0,0,0,22,559,30,505,0,5,0,0,0,19,320.3,15.8,246.8,25.6,235.2,23.1,239.2,18.8,344.8,28,348.7,34.1,320.3,15.8,240.4,22.5,346.7,31.1,289.2,24.3
56037002101,WY,Sweetwater County,002101,62,4,57,1,0,0,0,0,0,57,3,54,0,0,0,0,0,0,20,2.3,14.8,3.5,14.8,2.9,14.5,3.2,19.4,3.5,19.3,3.9,20,2.3,14.7,3.2,19.3,3.7,17.1,3.2
56037002301,WY,Sweetwater County,002301,249,40,184,0,3,0,0,0,22,210,30,161,0,3,0,0,0,16,95.9,16.6,80,18.2,69.9,16.6,73.8,17.4,98.9,15,92.6,19.8,95.9,16.6,74.6,17.4,95.7,17.4,85.2,17.3
56037002401,WY,Sweetwater County,002401,98,10,84,0,0,0,0,0,4,77,4,69,0,0,0,0,0,4,88,1,51,6,56,2,52,3,94,1,92,0,88,1,53,3.7,93,0.5,72.2,2.2
56037002501,WY,Sweetwater County,002501,75,10,60,2,0,0,0,0,3,63,5,55,0,0,0,0,0,3,77.1,4.8,68.9,7.2,60.5,6.4,66,4.2,74.7,5.7,74.2,6.8,77.1,4.8,65.1,5.9,74.5,6.3,70.2,5.9
56037007011,WY,Sweetwater County,007011,950,199,673,9,9,3,1,11,45,631,132,463,7,5,1,1,9,13,304,64.7,200.6,86.4,194.6,74.9,204.4,67.8,316.7,84.9,313.2,85,304,64.7,199.8,76.4,315,85,255.6,77.3
560390001-1,WY,Teton County,0001-1,2249,192,1910,2,1,23,0,8,113,1692,122,1479,2,1,20,0,6,62,410.7,576.4,426.1,602.2,526.9,475.2,443.8,509.8,475.9,789.8,610,684.4,410.7,576.4,465.6,529.1,542.9,737.1,482.2,606.3
560390001-2,WY,Teton County,0001-2,1883,356,1436,1,7,20,1,5,57,1590,247,1264,1,7,20,1,5,45,220,646,202,740,282,647,234,667,214,899,266,850,220,646,239.3,684.7,240,874.5,236.3,741.5
560390001-3,WY,Teton County,0001-3,901,51,816,2,0,7,0,2,23,752,31,696,2,0,6,0,2,15,237.1,337.8,256.5,333.4,308,276.8,271.6,279.4,261.6,461.9,347.1,386.9,237.1,337.8,278.7,296.5,304.3,424.4,280.3,346
560390001-4,WY,Teton County,0001-4,414,101,280,1,0,9,0,1,22,304,60,222,1,0,4,0,1,16,71.6,105.8,72.6,116.8,85.7,98.7,72.7,103.7,112.6,191.1,133.8,173.9,71.6,105.8,77,106.4,123.2,182.5,91.5,131.7
560390001-5,WY,Teton County,0001-5,2126,560,1447,4,16,19,0,12,68,1711,358,1256,3,15,14,0,9,56,246.9,681.3,235,678.4,299.2,595.1,252,602.1,248.1,884.8,313.4,842.5,246.9,681.3,262.1,625.2,280.7,863.6,265.8,714
560390001-6,WY,Teton County,0001-6,2399,849,1420,15,21,38,0,4,52,1801,521,1167,15,21,33,0,3,41,247.3,516.9,208.9,543.6,248.1,471.4,222.3,480.4,254.9,647.7,297.9,616.8,247.3,516.9,226.4,498.4,276.4,632.3,246.6,546.1
560390001-7,WY,Teton County,0001-7,1130,38,1026,0,1,14,0,6,45,884,26,811,0,1,14,0,3,29,179,482,191,506,268,410,208,449,191,573,248,527,179,482,222.3,455,219.5,550,214.2,491.2
560390001-8,WY,Teton County,0001-8,1529,223,1217,3,0,20,0,7,59,1210,149,998,3,0,19,0,7,34,234,597,219,582,269,516,234,504,243,714,292,670,234,597,240.7,534,267.5,692,248.5,597.2
560390001-9,WY,Teton County,0001-9,2154,472,1541,5,5,59,1,9,62,1741,342,1296,5,5,45,1,9,38,210.1,585.9,207.5,621,278.5,531.2,218.3,557.8,278.6,774.5,335.8,727.4,210.1,585.9,234.8,570,307.2,751,254.8,633
560390002-1,WY,Teton County,0002-1,1527,45,1414,6,2,11,1,15,33,1295,27,1223,3,0,9,1,11,21,380.7,440.9,363.9,468,425.8,402.4,390.1,400.5,408.9,620,499.9,555.2,380.7,440.9,393.3,423.6,454.4,587.6,411.5,481.2
560390003-1,WY,Teton County,0003-1,528,22,459,0,2,5,0,6,34,432,15,392,0,2,2,0,5,16,125.7,164.6,99.8,159.6,104.8,148.7,98.8,147.7,148.7,232.5,168.6,218.5,125.7,164.6,101.1,152,158.6,225.5,124.4,178.6
560390004-1,WY,Teton County,0004-1,1018,31,933,0,5,7,0,6,36,875,12,829,0,0,5,0,6,23,186,426,182,418,238,352,202,373,187,566,249,507,186,426,207.3,381,218,536.5,207.3,440.3
560390004-2,WY,Teton County,0004-2,1494,70,1367,0,0,24,0,5,28,1279,57,1185,0,0,19,0,4,14,348.7,641.2,355.7,651.8,440.8,534.5,380.4,558.5,370.6,816.4,471.3,741,348.7,641.2,392.3,581.6,421,778.7,394.6,657.2
560390004-3,WY,Teton County,0004-3,1022,37,923,5,0,23,0,4,30,804,24,736,5,0,17,0,4,18,104.2,417.8,111.8,454.1,163.5,395.8,118.5,406.3,114.7,550.6,147.2,523.9,104.2,417.8,131.3,418.7,131,537.3,126.7,458.1
560390004-4,WY,Teton County,0004-4,596,26,525,3,2,4,0,1,35,495,18,444,2,0,2,0,1,28,105,167,116,183,134,162,118,157,148,298,214,248,105,167,122.7,167.3,181,273,139.2,202.5
560390005-1,WY,Teton County,0005-1,546,23,491,0,1,10,0,8,13,451,19,409,0,1,9,0,4,9,156.8,138.2,152.2,147.9,160.5,135.2,156.5,130.7,183.3,199.4,207.8,186.1,156.8,138.2,156.4,137.9,195.5,192.7,169.5,156.3
56039001-10,WY,Teton County,001-10,1560,187,1317,2,0,13,0,0,41,1245,130,1078,2,0,11,0,0,24,418,293,392,365,441,293,387,302,450,501,506,454,418,293,406.7,320,478,477.5,432.3,368
56039001-11,WY,Teton County,001-11,255,12,232,0,3,3,0,0,5,194,8,176,0,2,3,0,0,5,39,96,41,120,62,96,47,102,50,128,62,117,39,96,50,106,56,122.5,50.2,109.8
56041000101,WY,Uinta County,000101,4186,429,3497,10,27,34,5,22,162,2986,263,2567,5,24,31,5,17,74,1030.2,297.4,789.2,340.2,772.7,319.8,771.7,293.5,1215.9,420.8,1248.9,408.2,1030.2,297.4,777.9,317.8,1232.4,414.5,971.4,346.7
56041000102,WY,Uinta County,000102,3903,362,3322,9,17,31,8,12,142,2736,203,2392,5,15,22,7,9,83,1249,277.2,951.7,314.2,950.5,282.3,952.6,263.2,1460.3,397.3,1498.3,373.3,1249,277.2,951.6,286.6,1479.3,385.3,1177.1,317.9
56041000103,WY,Uinta County,000103,3648,823,2625,25,25,14,5,21,110,2683,514,2028,19,14,10,3,10,85,721,213.2,541.8,203.2,520.6,194.2,528.7,185.2,948.3,272.2,946.3,275.2,721,213.2,530.4,194.2,947.3,273.7,701.1,223.8
560410002-2,WY,Uinta County,0002-2,511,27,467,0,5,2,0,3,7,401,22,366,0,5,2,0,2,4,207.1,35,164,35,169,28,162,28,229.1,38,229.1,37,207.1,35,165,30.3,229.1,37.5,193.4,33.5
56041000201,WY,Uinta County,000201,1655,114,1450,3,21,3,1,1,62,1298,76,1159,1,11,3,1,0,47,686,93.7,577.1,100.9,530.3,113.1,558.9,89.6,816,116.1,818.9,124.6,686,93.7,555.4,101.2,817.4,120.4,664.5,106.3
56041000301,WY,Uinta County,000301,2123,79,1964,2,7,14,0,3,54,1428,49,1335,0,7,6,0,1,30,679.5,100,465.3,111.1,441.3,110,458.3,95,807.6,84.1,823.6,93.1,679.5,100,455,105.4,815.6,88.6,612.6,98.9
56041000302,WY,Uinta County,000302,1181,44,1106,1,4,2,0,3,21,840,27,795,0,2,1,0,3,12,437.5,33,318.7,55.9,300.7,47,319.7,45,589.4,59.9,569.4,72.9,437.5,33,313,49.3,579.4,66.4,422.5,52.3
56041000401,WY,Uinta County,000401,957,24,892,0,9,3,2,1,26,684,16,636,0,9,2,0,0,21,412.8,61.8,343,80.4,328.1,74.1,339.4,67.5,533.6,74.2,526.1,79.4,412.8,61.8,336.9,74,529.8,76.8,413.8,72.9
56041000402,WY,Uinta County,000402,1246,44,1165,0,3,5,1,3,25,843,22,799,0,2,3,1,3,13,440.3,46.9,319.5,73.5,301.8,75.3,314.6,64.5,519.5,76.2,518.4,77.3,440.3,46.9,312,71.1,518.9,76.8,402.3,68.9
56041000403,WY,Uinta County,000403,995,38,917,0,4,0,5,6,25,686,21,640,0,2,0,4,3,16,286.9,43.4,239.4,56.1,229.1,51.6,237,47.1,372,51.6,366.6,55.3,286.9,43.4,235.2,51.6,369.3,53.5,288.5,50.8
5604102-1-2,WY,Uinta County,02-1-2,45,2,39,0,0,0,0,1,3,42,2,36,0,0,0,0,1,3,3.8,0.5,3.2,0.5,2.9,0.6,3.1,0.5,4.5,0.6,4.5,0.6,3.8,0.5,3,0.5,4.5,0.6,3.6,0.5
56043000301,WY,Washakie County,000301,742,22,687,1,5,1,0,3,23,606,14,569,1,5,1,0,0,16,387,51,340,65,332,62,324,63,415,61,417,71,387,51,332,63.3,416,66,369.2,62.2
56043000501,WY,Washakie County,000501,1541,226,1249,2,4,3,0,7,50,1181,137,996,1,2,3,0,6,36,621,124,508,133,510,128,527,105,685,140,707,131,621,124,515,122,696,135.5,593,126.8
56043000502,WY,Washakie County,000502,1854,265,1514,2,18,4,0,11,40,1390,173,1161,0,12,4,0,8,32,614,137,512,165,499,163,523,134,692,186,706,192,614,137,511.3,154,699,189,591,162.8
56043000503,WY,Washakie County,000503,1338,341,906,2,15,15,1,11,47,1013,211,725,1,11,15,1,10,39,405,79,290,78,285,76,293,70,420,103,415,114,405,79,289.3,74.7,417.5,108.5,351.3,86.7
56043000505,WY,Washakie County,000505,2210,216,1912,5,3,10,0,11,53,1656,127,1469,2,1,9,0,6,42,885.4,141.2,774.2,147.3,771.1,139.3,759.1,139.3,1034.2,161.3,1033.1,151.3,885.4,141.2,768.1,141.9,1033.6,156.3,876.2,146.6
56045000101,WY,Weston County,000101,1171,28,1079,0,6,4,2,5,47,883,17,833,0,6,4,1,5,17,580.5,47.7,432.8,64.6,405.6,74.7,441.8,53.5,594.4,54.2,576.5,66.1,580.5,47.7,426.7,64.3,585.4,60.2,505.3,60.1
560450002-1,WY,Weston County,0002-1,713,10,669,2,6,0,3,3,20,590,2,567,1,6,0,0,3,11,411,52,327,48,305,45,326,44,429,62,430,59,411,52,319.3,45.7,429.5,60.5,371.3,51.7
56045000201,WY,Weston County,000201,228,6,212,0,5,0,0,1,4,200,5,188,0,3,0,0,0,4,160,6,118,10,107,14,114,9,151,7,134,18,160,6,113,11,142.5,12.5,130.7,10.7
56045000301,WY,Weston County,000301,483,15,452,1,7,0,0,1,7,365,9,343,1,7,0,0,0,5,255,11,201,13,192,17,193,12,288,10,268,18,255,11,195.3,14,278,14,232.8,13.5
56045000401,WY,Weston County,000401,879,11,812,3,1,5,0,5,42,685,10,633,1,1,5,0,3,32,451,36,358,38,343,38,346,35,466,28,458,30,451,36,349,37,462,29,403.7,34.2
56045000501,WY,Weston County,000501,953,40,861,7,9,3,0,6,27,734,26,676,7,5,3,0,3,14,387.3,46.1,293,51.1,255.9,60.2,294,43.1,391.3,70.1,398.3,71.2,387.3,46.1,280.9,51.5,394.8,70.6,336.6,57
56045000502,WY,Weston County,000502,1129,134,871,15,46,4,3,6,50,980,113,777,14,37,2,2,1,34,312.2,30.9,230.9,30.9,218.7,32.5,230.9,25.2,305.7,54.5,309.7,48,312.2,30.9,226.8,29.5,307.7,51.2,268,37
56045000503,WY,Weston County,000503,1282,51,1150,0,12,10,1,7,51,951,31,869,0,10,10,1,2,28,476,69.3,314.3,65.3,297.8,66.7,312.3,59.2,481.7,74.2,466.5,89.8,476,69.3,308.2,63.7,474.1,82,391.4,70.8
