GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
47089004605,TN,Jefferson County,004605,4603,402,3736,178,19,58,1,29,180,3737,239,3146,148,16,46,1,22,119,816,336,816,336,NA,NA,NA,NA
47089004606,TN,Jefferson County,004606,5546,344,4904,60,24,22,3,13,176,4351,206,3933,48,17,20,1,8,118,1537.4,377.1,1537.4,377.1,NA,NA,NA,NA
47089004607,TN,Jefferson County,004607,4776,97,4373,56,17,9,2,12,210,3693,65,3407,52,13,5,2,6,143,1129.9,269.2,1129.9,269.2,NA,NA,NA,NA
47089004608,TN,Jefferson County,004608,5012,169,4533,50,16,13,1,13,217,3977,105,3671,34,13,10,0,8,136,1443.7,319.6,1443.7,319.6,NA,NA,NA,NA
47089004609,TN,Jefferson County,004609,3075,65,2855,10,7,7,0,8,123,2655,52,2488,10,7,4,0,8,86,940.4,257.5,940.4,257.5,NA,NA,NA,NA
47089004610,TN,Jefferson County,004610,4994,149,4629,48,7,15,0,4,142,3945,89,3725,33,7,9,0,4,78,1411.7,232.8,1411.7,232.8,NA,NA,NA,NA
47089004611,TN,Jefferson County,004611,2427,41,2231,52,5,13,1,6,78,2045,38,1880,48,5,11,0,6,57,727,146,727,146,NA,NA,NA,NA
47091004701,TN,Johnson County,004701,1192,74,1094,0,1,0,0,2,21,974,40,914,0,1,0,0,0,19,405.8,78.8,405.8,78.8,NA,NA,NA,NA
47091004702,TN,Johnson County,004702,1308,19,1246,1,2,0,0,0,40,1055,13,1013,1,2,0,0,0,26,446.6,51,446.6,51,NA,NA,NA,NA
47091004703,TN,Johnson County,004703,2220,63,2064,6,2,2,3,0,80,1777,43,1662,6,2,2,3,0,59,664.8,122.2,664.8,122.2,NA,NA,NA,NA
47091004704,TN,Johnson County,004704,1849,27,1762,0,4,5,0,0,51,1524,18,1454,0,2,5,0,0,45,617.4,114.8,617.4,114.8,NA,NA,NA,NA
47091004705,TN,Johnson County,004705,3692,86,2850,675,6,3,0,2,70,3225,71,2423,672,3,3,0,0,53,693.9,124.2,693.9,124.2,NA,NA,NA,NA
47091004706,TN,Johnson County,004706,1153,12,1101,0,0,0,1,2,37,970,5,932,0,0,0,1,2,30,516.7,84.3,516.7,84.3,NA,NA,NA,NA
47091004707,TN,Johnson County,004707,2415,113,2170,25,8,12,2,1,84,1983,75,1811,19,8,9,2,0,59,712.2,161.4,712.2,161.4,NA,NA,NA,NA
47091004708,TN,Johnson County,004708,1687,77,1552,14,0,3,2,1,38,1297,44,1215,9,0,1,2,0,26,541.3,102.1,541.3,102.1,NA,NA,NA,NA
47091004709,TN,Johnson County,004709,1235,18,1178,0,1,0,0,0,38,1029,13,989,0,1,0,0,0,26,452.4,73.2,452.4,73.2,NA,NA,NA,NA
47091004710,TN,Johnson County,004710,1197,27,1109,3,4,2,1,0,51,977,18,906,3,3,2,1,0,44,359.6,76.2,359.6,76.2,NA,NA,NA,NA
47093004801,TN,Knox County,004801,2929,258,1981,355,9,144,0,11,171,2446,176,1730,264,9,135,0,1,131,402.1,503.2,402.1,503.2,NA,NA,NA,NA
47093004802,TN,Knox County,004802,4100,647,2725,378,13,61,1,11,264,3145,384,2221,295,11,51,1,8,174,553,344,553,344,NA,NA,NA,NA
47093004803,TN,Knox County,004803,4131,518,2699,538,11,135,0,22,208,3134,319,2172,382,11,111,0,9,130,622,447,622,447,NA,NA,NA,NA
47093004804,TN,Knox County,004804,3944,1272,979,1399,8,16,1,31,238,2468,659,784,873,6,11,1,16,118,143.3,440.9,143.3,440.9,NA,NA,NA,NA
47093004805,TN,Knox County,004805,12481,456,10586,240,14,678,3,81,423,9609,334,8265,196,8,488,3,59,256,4323.9,2014.4,4323.9,2014.4,NA,NA,NA,NA
47093004806,TN,Knox County,004806,3700,198,2829,386,11,63,0,12,201,3029,106,2440,300,11,52,0,11,109,863,575,863,575,NA,NA,NA,NA
47093004807,TN,Knox County,004807,6532,205,5748,124,12,236,1,5,201,4882,136,4331,105,8,186,1,0,115,2045,1111,2045,1111,NA,NA,NA,NA
47093004808,TN,Knox County,004808,8110,244,6846,628,12,115,2,19,244,6413,153,5461,538,11,88,2,7,153,1937.6,731.7,1937.6,731.7,NA,NA,NA,NA
47093004809,TN,Knox County,004809,7564,326,5748,847,26,147,2,37,431,6421,218,5070,649,26,137,2,22,297,763.3,1111.8,763.3,1111.8,NA,NA,NA,NA
47093004810,TN,Knox County,004810,1119,33,999,8,4,5,3,3,64,890,23,805,7,3,4,1,3,44,437.9,86.6,437.9,86.6,NA,NA,NA,NA
47093004811,TN,Knox County,004811,4176,98,3892,16,10,13,1,5,141,3194,53,3029,7,8,9,0,5,83,1215,276,1215,276,NA,NA,NA,NA
47093004812,TN,Knox County,004812,11144,310,10146,144,22,42,7,26,447,8402,181,7777,83,22,39,7,17,276,3323.3,630.3,3323.3,630.3,NA,NA,NA,NA
47093004813,TN,Knox County,004813,2776,80,2563,35,0,9,1,4,84,2201,53,2056,14,0,7,1,4,66,852.6,199.7,852.6,199.7,NA,NA,NA,NA
47093004814,TN,Knox County,004814,4551,144,4075,127,4,11,0,11,179,3567,78,3253,94,2,7,0,9,124,1119.2,284.7,1119.2,284.7,NA,NA,NA,NA
47093004815,TN,Knox County,004815,3789,157,3426,70,8,15,0,6,107,2960,104,2709,51,6,13,0,4,73,1039.8,234.3,1039.8,234.3,NA,NA,NA,NA
47093004816,TN,Knox County,004816,4009,139,3065,549,7,57,1,20,171,3123,86,2425,423,6,48,1,8,126,818.6,412.5,818.6,412.5,NA,NA,NA,NA
47093004817,TN,Knox County,004817,2793,70,2539,39,17,17,0,13,98,2201,47,2015,32,16,14,0,8,69,794,158,794,158,NA,NA,NA,NA
47093004818,TN,Knox County,004818,3156,86,2714,159,5,5,0,16,171,2513,45,2201,121,3,5,0,13,125,864,289.6,864,289.6,NA,NA,NA,NA
47093004819,TN,Knox County,004819,1395,26,1297,11,3,6,0,2,50,1146,14,1077,10,3,6,0,0,36,452.4,98.5,452.4,98.5,NA,NA,NA,NA
47093004820,TN,Knox County,004820,2265,56,2006,85,5,4,1,9,99,1874,39,1694,57,4,4,0,8,68,651,175,651,175,NA,NA,NA,NA
47093004821,TN,Knox County,004821,1733,72,1444,123,7,9,0,15,63,1453,50,1226,102,2,9,0,12,52,435,188,435,188,NA,NA,NA,NA
47093004822,TN,Knox County,004822,2203,52,2016,22,9,20,1,4,79,1881,35,1746,22,9,17,1,4,47,539.5,109.5,539.5,109.5,NA,NA,NA,NA
47093004823,TN,Knox County,004823,4455,149,3971,61,12,11,2,13,236,3617,89,3296,47,10,9,2,7,157,1322.2,436.9,1322.2,436.9,NA,NA,NA,NA
47093004824,TN,Knox County,004824,6474,203,5651,160,25,51,0,44,340,5197,134,4645,104,22,38,0,22,232,1864.2,635.9,1864.2,635.9,NA,NA,NA,NA
47093004826,TN,Knox County,004826,4119,125,3492,201,12,47,0,29,213,3405,85,2966,155,8,35,0,11,145,646,421.4,646,421.4,NA,NA,NA,NA
47093004827,TN,Knox County,004827,2749,137,2318,126,3,31,1,8,125,2297,90,1983,97,2,27,0,8,90,742.5,478.5,742.5,478.5,NA,NA,NA,NA
47093004828,TN,Knox County,004828,9988,532,8182,476,15,261,7,23,492,7521,343,6300,342,14,208,5,15,294,2594.6,1102.9,2594.6,1102.9,NA,NA,NA,NA
47093004829,TN,Knox County,004829,5227,155,4583,118,7,48,1,17,298,4290,95,3856,86,7,41,1,8,196,1499.2,910.2,1499.2,910.2,NA,NA,NA,NA
47093004831,TN,Knox County,004831,8286,513,6235,882,20,148,2,20,466,6834,377,5360,605,18,132,2,12,328,948.4,983.2,948.4,983.2,NA,NA,NA,NA
47093004832,TN,Knox County,004832,7776,367,6078,689,54,486,1,4,97,7730,358,6054,684,54,486,1,4,89,195,396,195,396,NA,NA,NA,NA
47093004833,TN,Knox County,004833,4061,146,3506,65,4,188,0,5,147,3209,94,2817,48,4,144,0,4,98,885.7,1128.9,885.7,1128.9,NA,NA,NA,NA
47093004834,TN,Knox County,004834,2846,137,2222,227,3,81,2,8,166,2440,93,1972,188,3,69,1,3,111,369.4,773.6,369.4,773.6,NA,NA,NA,NA
47093004835,TN,Knox County,004835,8411,267,7377,205,10,156,7,21,368,6558,189,5817,157,6,127,5,15,242,2540.6,1586.3,2540.6,1586.3,NA,NA,NA,NA
47093004836,TN,Knox County,004836,3418,85,3093,70,1,54,1,7,107,2735,68,2485,56,1,44,1,7,73,1173,749,1173,749,NA,NA,NA,NA
47093004837,TN,Knox County,004837,10850,689,8144,673,32,778,6,44,484,9115,472,7031,530,28,660,2,36,356,1725.3,1889.8,1725.3,1889.8,NA,NA,NA,NA
47093004838,TN,Knox County,004838,6834,415,5338,474,19,208,10,32,338,5499,284,4439,357,16,168,10,26,199,1289.4,1122.5,1289.4,1122.5,NA,NA,NA,NA
47093004839,TN,Knox County,004839,6494,278,5533,163,6,209,2,37,266,4961,197,4284,128,6,139,2,31,174,1762,962,1762,962,NA,NA,NA,NA
47093004840,TN,Knox County,004840,6526,299,5215,257,4,430,10,13,298,5141,200,4205,195,4,324,9,11,193,1711.3,1050,1711.3,1050,NA,NA,NA,NA
47093004841,TN,Knox County,004841,10064,360,8609,184,19,450,3,26,413,7263,226,6308,131,15,334,1,13,235,2056.6,817.4,2056.6,817.4,NA,NA,NA,NA
47093004842,TN,Knox County,004842,11887,417,9792,232,16,1015,5,35,375,9131,260,7714,172,14,707,2,25,237,3775,1766.7,3775,1766.7,NA,NA,NA,NA
47093004844,TN,Knox County,004844,5855,238,4970,146,13,197,1,21,269,4422,147,3848,90,11,144,1,15,166,1611.7,568.3,1611.7,568.3,NA,NA,NA,NA
47093004845,TN,Knox County,004845,5560,484,4243,218,3,299,0,40,273,4209,287,3331,174,0,229,0,20,168,1076.1,568,1076.1,568,NA,NA,NA,NA
47093004846,TN,Knox County,004846,9249,585,7518,343,19,322,5,45,412,6913,356,5729,261,19,238,5,32,273,2178.9,928,2178.9,928,NA,NA,NA,NA
47093004847,TN,Knox County,004847,9564,551,7541,523,24,383,8,32,502,7486,361,6051,417,16,307,5,25,304,2188.9,1186.9,2188.9,1186.9,NA,NA,NA,NA
47093004848,TN,Knox County,004848,9437,341,8030,369,22,117,8,38,512,7336,227,6399,261,17,89,0,26,317,3049.8,976,3049.8,976,NA,NA,NA,NA
47093004849,TN,Knox County,004849,4775,243,4163,119,10,54,4,18,164,3711,145,3305,89,7,41,4,4,116,1577.2,471.3,1577.2,471.3,NA,NA,NA,NA
47093004850,TN,Knox County,004850,7075,384,5559,365,12,370,4,39,342,5552,265,4522,259,12,275,4,24,191,1714.8,1172.3,1714.8,1172.3,NA,NA,NA,NA
47093004851,TN,Knox County,004851,5063,633,3297,575,18,208,69,27,236,4065,422,2831,414,12,180,37,23,146,522.2,543.9,522.2,543.9,NA,NA,NA,NA
47093004852,TN,Knox County,004852,9394,863,7204,516,6,296,8,63,438,7385,578,5859,390,5,241,6,28,278,2225.7,1521.1,2225.7,1521.1,NA,NA,NA,NA
47093004853,TN,Knox County,004853,5801,378,4545,387,13,194,0,16,268,4543,245,3639,302,11,152,0,13,181,1463.2,985.7,1463.2,985.7,NA,NA,NA,NA
47093004854,TN,Knox County,004854,10555,1248,7586,918,13,185,18,45,542,8075,758,6112,660,13,153,12,31,336,2001,1338,2001,1338,NA,NA,NA,NA
47093004855,TN,Knox County,004855,5863,442,4337,687,16,65,10,20,286,4586,280,3521,527,11,54,6,16,171,1147.9,853.6,1147.9,853.6,NA,NA,NA,NA
47093004856,TN,Knox County,004856,3209,258,2457,245,4,33,7,9,196,2586,145,2095,190,1,25,7,6,117,709,487,709,487,NA,NA,NA,NA
47093004857,TN,Knox County,004857,3473,306,2426,447,9,49,6,22,208,2831,203,2088,333,7,43,5,9,143,695,557,695,557,NA,NA,NA,NA
47093004858,TN,Knox County,004858,1260,132,869,158,0,44,0,3,54,1112,102,798,137,0,41,0,1,33,110.1,173.1,110.1,173.1,NA,NA,NA,NA
47093004859,TN,Knox County,004859,2733,346,1762,399,17,22,0,25,162,2051,208,1442,261,12,17,0,18,93,291.5,208.9,291.5,208.9,NA,NA,NA,NA
47093004860,TN,Knox County,004860,2771,323,1482,655,16,104,0,21,170,2103,218,1240,415,16,100,0,17,97,181.4,295,181.4,295,NA,NA,NA,NA
47093004861,TN,Knox County,004861,1960,128,683,966,3,14,0,15,151,1342,64,528,647,3,13,0,13,74,57.1,349.2,57.1,349.2,NA,NA,NA,NA
47093004862,TN,Knox County,004862,6118,445,4661,385,7,422,11,20,167,5840,412,4472,348,6,412,11,20,159,254,635,254,635,NA,NA,NA,NA
47093004863,TN,Knox County,004863,2431,491,1064,731,4,5,0,9,127,1669,289,858,443,4,2,0,2,71,103.8,166.8,103.8,166.8,NA,NA,NA,NA
47093004864,TN,Knox County,004864,4843,150,3510,881,10,66,1,27,198,4489,126,3382,739,9,64,1,22,146,332,876.5,332,876.5,NA,NA,NA,NA
47093004865,TN,Knox County,004865,5085,309,1197,3216,24,20,4,26,289,3905,181,1015,2469,22,20,4,15,179,77.8,1085.8,77.8,1085.8,NA,NA,NA,NA
47093004867,TN,Knox County,004867,3004,200,1338,1234,11,12,1,16,192,2352,134,1143,928,11,6,0,5,125,132,673,132,673,NA,NA,NA,NA
47093004868,TN,Knox County,004868,2626,153,961,1310,14,44,1,17,126,1987,109,798,974,10,28,1,14,53,191.6,693.6,191.6,693.6,NA,NA,NA,NA
47093004870,TN,Knox County,004870,2053,88,1409,441,7,15,0,4,89,1679,54,1215,342,4,10,0,4,50,437.5,624.9,437.5,624.9,NA,NA,NA,NA
47093004871,TN,Knox County,004871,4306,239,1265,2523,15,11,0,11,242,3293,150,1047,1938,11,8,0,9,130,178,1076,178,1076,NA,NA,NA,NA
47093004872,TN,Knox County,004872,2790,112,1882,628,5,20,4,13,126,2322,78,1627,486,1,20,4,11,95,525,524,525,524,NA,NA,NA,NA
47093004873,TN,Knox County,004873,2057,219,284,1417,7,4,1,15,110,1459,138,218,1038,5,3,0,8,49,31,463,31,463,NA,NA,NA,NA
47093004875,TN,Knox County,004875,3196,208,2522,197,13,35,0,22,199,2721,136,2205,161,13,34,0,20,152,247,874,247,874,NA,NA,NA,NA
47093004876,TN,Knox County,004876,3179,447,2250,278,9,24,1,13,157,2569,259,1963,208,8,23,1,10,97,365.2,527.2,365.2,527.2,NA,NA,NA,NA
47093004877,TN,Knox County,004877,4049,374,2209,1149,18,22,1,19,257,2864,219,1810,657,18,18,0,12,130,280.7,466.2,280.7,466.2,NA,NA,NA,NA
47093004879,TN,Knox County,004879,10641,946,7861,1101,32,107,3,35,556,8652,608,6755,779,24,95,3,26,362,1853.1,1407.7,1853.1,1407.7,NA,NA,NA,NA
47093004880,TN,Knox County,004880,4845,259,3939,316,18,17,5,40,251,3913,179,3295,240,18,13,3,22,143,946.2,725.8,946.2,725.8,NA,NA,NA,NA
47093004881,TN,Knox County,004881,2939,111,2601,68,11,19,1,16,112,2342,66,2120,55,8,19,1,10,63,1125.3,719.2,1125.3,719.2,NA,NA,NA,NA
47093004882,TN,Knox County,004882,2732,181,2061,282,0,27,3,10,168,2178,107,1714,207,0,25,3,8,114,465,445,465,445,NA,NA,NA,NA
47093004883,TN,Knox County,004883,8552,840,6170,948,10,54,1,43,486,7030,511,5360,751,6,44,0,33,325,1069,1484,1069,1484,NA,NA,NA,NA
47093004884,TN,Knox County,004884,4133,307,2859,617,8,51,0,18,273,3416,207,2528,454,4,45,0,6,172,728,583,728,583,NA,NA,NA,NA
47093004885,TN,Knox County,004885,4908,156,4103,384,17,76,0,8,164,4103,111,3496,309,12,62,0,3,110,1144.4,541.3,1144.4,541.3,NA,NA,NA,NA
47093004886,TN,Knox County,004886,14739,466,13319,225,26,125,12,20,546,11574,279,10635,147,20,105,6,17,365,4636.5,1250.7,4636.5,1250.7,NA,NA,NA,NA
47093004887,TN,Knox County,004887,10221,923,8565,199,36,68,4,19,407,7905,515,6892,155,27,58,3,5,250,2915.9,820.7,2915.9,820.7,NA,NA,NA,NA
47093004888,TN,Knox County,004888,8456,713,6803,284,25,183,0,28,420,6500,433,5404,201,22,156,0,22,262,2098.2,741,2098.2,741,NA,NA,NA,NA
47093004890,TN,Knox County,004890,3216,71,2969,41,3,8,0,8,116,2491,43,2325,22,3,8,0,4,86,957,221.9,957,221.9,NA,NA,NA,NA
47093004891,TN,Knox County,004891,4742,101,4338,55,5,56,3,16,168,3516,77,3229,38,5,43,3,9,112,1545.2,322.2,1545.2,322.2,NA,NA,NA,NA
47093004892,TN,Knox County,004892,11401,408,10169,255,10,92,0,10,457,8976,234,8148,188,10,73,0,8,315,3399.1,1003,3399.1,1003,NA,NA,NA,NA
47093004893,TN,Knox County,004893,502,30,381,44,12,26,0,1,8,500,30,381,44,12,26,0,1,6,44.6,16.5,44.6,16.5,NA,NA,NA,NA
47093004894,TN,Knox County,004894,1647,172,772,590,0,27,1,7,78,1280,114,680,409,0,27,1,7,42,109.9,225.7,109.9,225.7,NA,NA,NA,NA
47093004895,TN,Knox County,004895,872,22,796,9,1,7,0,5,32,680,17,629,7,1,6,0,1,19,278.4,49.9,278.4,49.9,NA,NA,NA,NA
47093004896,TN,Knox County,004896,10463,635,8530,290,15,518,8,28,439,7909,389,6610,220,7,398,7,13,265,3834.2,1901,3834.2,1901,NA,NA,NA,NA
47093004897,TN,Knox County,004897,5563,188,4668,173,9,304,1,4,216,4285,143,3656,133,8,223,1,2,119,1588,995,1588,995,NA,NA,NA,NA
47095004951,TN,Lake County,004951,2360,75,1361,907,2,0,0,1,14,2302,73,1328,892,2,0,0,0,7,108,21,108,21,NA,NA,NA,NA
47095004952,TN,Lake County,004952,2370,43,1632,572,9,8,1,1,104,1880,30,1371,426,8,2,1,0,42,594,340,594,340,NA,NA,NA,NA
47095004953,TN,Lake County,004953,2275,57,1762,353,4,4,4,3,88,1785,38,1408,276,3,2,4,2,52,655,216,655,216,NA,NA,NA,NA
47097005051,TN,Lauderdale County,005051,3130,50,2444,495,7,4,0,1,129,2471,33,1996,339,6,3,0,1,93,884.4,227.6,884.4,227.6,NA,NA,NA,NA
47097005052,TN,Lauderdale County,005052,1498,34,1040,331,16,0,0,1,76,1125,24,800,241,15,0,0,1,44,350,197,350,197,NA,NA,NA,NA
47097005053,TN,Lauderdale County,005053,1743,64,1547,63,5,1,0,5,58,1354,34,1234,45,4,1,0,3,33,556,90,556,90,NA,NA,NA,NA
47097005054,TN,Lauderdale County,005054,3226,91,1837,1152,16,4,0,3,123,2536,64,1496,879,12,2,0,1,82,588,416,588,416,NA,NA,NA,NA
47097005056,TN,Lauderdale County,005056,2854,38,546,2185,7,3,0,3,72,2039,28,431,1525,5,3,0,3,44,163,610,163,610,NA,NA,NA,NA
47097005057,TN,Lauderdale County,005057,3564,90,1600,1737,5,27,0,6,99,2614,58,1288,1188,5,23,0,5,47,631,515,631,515,NA,NA,NA,NA
47097005058,TN,Lauderdale County,005058,1234,8,975,205,2,1,0,2,41,929,2,740,161,2,1,0,2,21,291,155,291,155,NA,NA,NA,NA
47097005060,TN,Lauderdale County,005060,2862,78,2048,629,12,0,0,2,93,2617,56,1868,623,8,0,0,1,61,308,71,308,71,NA,NA,NA,NA
47097005063,TN,Lauderdale County,005063,3220,84,2288,639,16,10,0,32,151,2473,43,1820,485,15,10,0,6,94,853.9,353,853.9,353,NA,NA,NA,NA
47097005064,TN,Lauderdale County,005064,1812,50,691,949,47,3,0,7,65,1476,36,574,784,34,1,0,2,45,212,403.2,212,403.2,NA,NA,NA,NA
47099005151,TN,Lawrence County,005151,2410,49,2259,12,4,4,1,5,76,1834,36,1730,7,4,4,0,4,49,702.3,207.4,702.3,207.4,NA,NA,NA,NA
47099005152,TN,Lawrence County,005152,2279,56,2116,12,3,5,0,10,77,1769,25,1667,8,3,5,0,9,52,821.7,122.2,821.7,122.2,NA,NA,NA,NA
47099005153,TN,Lawrence County,005153,1474,13,1381,6,3,2,0,2,67,1107,5,1049,3,2,1,0,0,47,427.7,98.6,427.7,98.6,NA,NA,NA,NA
47099005154,TN,Lawrence County,005154,1222,9,1166,6,2,3,0,4,32,958,8,909,5,2,3,0,4,27,367,151,367,151,NA,NA,NA,NA
47099005155,TN,Lawrence County,005155,1520,18,1411,26,5,1,0,5,54,1130,11,1074,11,5,1,0,2,26,473.1,81.7,473.1,81.7,NA,NA,NA,NA
47099005156,TN,Lawrence County,005156,1380,19,1292,16,3,1,0,4,45,1055,12,1006,8,1,1,0,2,25,384.8,99.3,384.8,99.3,NA,NA,NA,NA
47099005157,TN,Lawrence County,005157,2550,59,2358,18,2,17,0,1,95,1993,39,1853,18,2,10,0,1,70,779.9,186.3,779.9,186.3,NA,NA,NA,NA
47099005158,TN,Lawrence County,005158,2463,71,2260,21,3,28,0,5,75,1942,33,1807,15,2,23,0,5,57,947,186,947,186,NA,NA,NA,NA
47099005159,TN,Lawrence County,005159,1213,47,1062,33,2,6,0,5,58,916,25,836,15,0,5,0,3,32,353,67,353,67,NA,NA,NA,NA
47099005160,TN,Lawrence County,005160,2845,51,2723,6,5,3,0,5,52,1933,24,1868,5,4,1,0,5,26,606,133,606,133,NA,NA,NA,NA
47099005161,TN,Lawrence County,005161,2409,29,2299,10,5,1,0,0,65,1805,14,1741,5,3,1,0,0,41,693,124,693,124,NA,NA,NA,NA
47099005162,TN,Lawrence County,005162,1714,19,1624,7,3,3,0,7,51,1156,13,1095,5,3,2,0,2,36,404,71,404,71,NA,NA,NA,NA
47099005163,TN,Lawrence County,005163,2368,39,2241,25,4,8,0,0,51,1846,16,1769,15,4,8,0,0,34,798.3,115.9,798.3,115.9,NA,NA,NA,NA
47099005164,TN,Lawrence County,005164,2410,52,2206,70,4,4,0,5,69,1755,38,1614,58,4,4,0,1,36,525.1,149.3,525.1,149.3,NA,NA,NA,NA
47099005165,TN,Lawrence County,005165,2617,44,2364,67,6,16,0,4,116,1966,24,1785,54,6,12,0,4,81,821,158.3,821,158.3,NA,NA,NA,NA
47099005166,TN,Lawrence County,005166,2626,260,1990,174,10,16,0,20,156,1991,195,1553,133,9,16,0,10,75,380.2,146.2,380.2,146.2,NA,NA,NA,NA
47099005167,TN,Lawrence County,005167,2510,96,2171,92,6,16,0,7,122,1944,54,1722,64,6,16,0,0,82,598,199,598,199,NA,NA,NA,NA
47099005168,TN,Lawrence County,005168,2379,98,2035,60,7,23,0,11,145,1851,49,1632,48,7,16,0,6,93,648,149,648,149,NA,NA,NA,NA
47099005169,TN,Lawrence County,005169,824,21,763,2,3,0,0,7,28,644,11,604,0,3,0,0,1,25,266.3,70.8,266.3,70.8,NA,NA,NA,NA
47099005170,TN,Lawrence County,005170,1084,19,1027,0,3,3,0,3,29,854,14,815,0,1,0,0,3,21,333,96.2,333,96.2,NA,NA,NA,NA
47099005171,TN,Lawrence County,005171,836,9,781,10,2,0,0,0,34,661,6,616,8,2,0,0,0,29,226.5,56.3,226.5,56.3,NA,NA,NA,NA
47099005172,TN,Lawrence County,005172,813,15,768,5,2,1,0,2,20,638,11,604,5,2,1,0,2,13,245.1,46.9,245.1,46.9,NA,NA,NA,NA
47099005173,TN,Lawrence County,005173,1521,16,1406,9,4,6,0,7,73,1090,14,1000,5,3,4,0,6,58,364.9,79.7,364.9,79.7,NA,NA,NA,NA
47099005174,TN,Lawrence County,005174,692,8,665,7,1,0,0,1,10,515,3,495,5,1,0,0,1,10,247.8,24.5,247.8,24.5,NA,NA,NA,NA
47101005251,TN,Lewis County,005251,1336,36,1241,29,1,1,0,0,28,1023,24,949,28,1,1,0,0,20,424.6,94.2,424.6,94.2,NA,NA,NA,NA
47101005252,TN,Lewis County,005252,1405,27,1307,21,7,3,2,2,36,1062,17,995,13,7,3,2,2,23,459.1,76,459.1,76,NA,NA,NA,NA
47101005253,TN,Lewis County,005253,1453,28,1366,21,3,2,0,0,33,1125,21,1054,18,3,1,0,0,28,431.3,77.3,431.3,77.3,NA,NA,NA,NA
47101005254,TN,Lewis County,005254,1532,43,1402,3,8,5,1,11,59,1222,29,1123,3,8,5,1,9,44,357,193,357,193,NA,NA,NA,NA
47101005255,TN,Lewis County,005255,1485,35,1337,24,7,3,0,9,70,1186,27,1085,13,7,3,0,5,46,467,90,467,90,NA,NA,NA,NA
47101005256,TN,Lewis County,005256,1327,23,1219,18,2,10,0,1,54,1035,14,963,13,2,8,0,0,35,382.9,120,382.9,120,NA,NA,NA,NA
47101005257,TN,Lewis County,005257,1475,45,1347,21,2,6,0,3,51,1062,28,978,13,2,6,0,2,33,406,73.9,406,73.9,NA,NA,NA,NA
47101005258,TN,Lewis County,005258,1263,53,1109,28,0,16,2,5,50,1013,33,900,26,0,14,2,3,35,329,77,329,77,NA,NA,NA,NA
47101005259,TN,Lewis County,005259,1306,36,1182,19,1,9,0,5,54,1029,26,938,15,1,9,0,2,38,311.9,85.1,311.9,85.1,NA,NA,NA,NA
47103000001,TN,Lincoln County,000001,2457,107,1200,920,14,16,2,8,190,1824,72,952,671,8,12,2,8,99,279,312,279,312,NA,NA,NA,NA
47103000002,TN,Lincoln County,000002,792,5,752,9,1,0,0,0,25,645,5,615,9,0,0,0,0,16,286,49.7,286,49.7,NA,NA,NA,NA
47103000003,TN,Lincoln County,000003,2019,42,1841,16,2,17,0,0,101,1562,31,1435,13,2,17,0,0,64,712,110,712,110,NA,NA,NA,NA
47103000004,TN,Lincoln County,000004,1737,21,1619,23,2,3,0,0,69,1380,13,1300,17,1,3,0,0,46,549,124.8,549,124.8,NA,NA,NA,NA
47103000005,TN,Lincoln County,000005,1742,59,1587,27,4,8,0,5,52,1383,32,1279,25,3,5,0,4,35,561.8,122,561.8,122,NA,NA,NA,NA
47103000006,TN,Lincoln County,000006,962,49,839,13,5,0,5,3,48,769,34,677,13,5,0,2,0,38,205,51,205,51,NA,NA,NA,NA
47103000007,TN,Lincoln County,000007,2578,54,2170,211,6,23,0,3,111,2079,37,1788,162,5,18,0,3,66,944.7,287,944.7,287,NA,NA,NA,NA
47103000008,TN,Lincoln County,000008,2135,131,1842,31,8,7,3,3,110,1596,91,1415,20,8,7,3,1,51,595.7,108.3,595.7,108.3,NA,NA,NA,NA
47103000009,TN,Lincoln County,000009,2228,105,1944,70,5,19,2,6,77,1740,74,1543,55,4,12,2,5,45,645,145,645,145,NA,NA,NA,NA
47103000010,TN,Lincoln County,000010,974,19,894,22,2,4,0,0,33,781,10,727,21,2,3,0,0,18,366.7,93.9,366.7,93.9,NA,NA,NA,NA
47103000011,TN,Lincoln County,000011,1282,54,1141,10,5,0,0,5,67,1022,26,937,8,4,0,0,2,45,389.1,78,389.1,78,NA,NA,NA,NA
47103000012,TN,Lincoln County,000012,2147,52,1913,97,4,5,0,3,73,1694,30,1530,74,2,5,0,1,52,694.6,135.8,694.6,135.8,NA,NA,NA,NA
47103000013,TN,Lincoln County,000013,3184,97,2819,44,16,13,4,6,185,2431,58,2182,34,15,7,3,5,127,1137,168,1137,168,NA,NA,NA,NA
47103000014,TN,Lincoln County,000014,2502,114,2160,107,3,20,0,10,88,1949,78,1711,82,3,14,0,9,52,745,142,745,142,NA,NA,NA,NA
47103000015,TN,Lincoln County,000015,888,30,808,4,2,1,0,0,43,717,20,658,3,2,1,0,0,33,364.5,81.4,364.5,81.4,NA,NA,NA,NA
47103000016,TN,Lincoln County,000016,762,22,677,20,7,2,0,3,31,593,10,533,20,6,2,0,3,19,261.8,68.4,261.8,68.4,NA,NA,NA,NA
