GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
47001000001,TN,Anderson County,000001,3234,47,3048,10,9,4,0,2,114,2572,29,2443,9,9,2,0,1,79,1070.1,201.7,1070.1,201.7,NA,NA,NA,NA
47001000002,TN,Anderson County,000002,1235,20,1158,0,7,0,0,0,50,967,15,904,0,7,0,0,0,41,242.2,41.9,242.2,41.9,NA,NA,NA,NA
47001000003,TN,Anderson County,000003,4913,160,4344,113,17,13,5,27,234,3857,103,3475,70,13,12,4,22,158,1335.7,410.5,1335.7,410.5,NA,NA,NA,NA
47001000004,TN,Anderson County,000004,5198,141,4701,68,15,11,2,20,240,4103,78,3764,57,9,10,1,15,169,1332.9,392.3,1332.9,392.3,NA,NA,NA,NA
47001000005,TN,Anderson County,000005,3848,75,3517,58,6,34,1,18,139,3109,51,2888,50,5,19,1,13,82,1393.7,575.3,1393.7,575.3,NA,NA,NA,NA
47001000006,TN,Anderson County,000006,2900,47,2555,114,8,18,1,15,142,2301,32,2053,91,6,17,0,8,94,788.8,280.2,788.8,280.2,NA,NA,NA,NA
47001000007,TN,Anderson County,000007,1809,12,1680,35,4,5,2,8,63,1495,4,1400,33,4,2,1,3,48,468.7,91.6,468.7,91.6,NA,NA,NA,NA
47001000008,TN,Anderson County,000008,841,15,780,6,0,10,0,1,29,665,9,634,2,0,6,0,1,13,278.8,75.7,278.8,75.7,NA,NA,NA,NA
47001000009,TN,Anderson County,000009,3760,141,3192,79,15,133,1,19,180,3101,98,2686,68,8,115,1,16,109,1015,877.6,1015,877.6,NA,NA,NA,NA
47001000010,TN,Anderson County,000010,1794,28,1639,6,5,10,0,10,96,1385,18,1271,4,5,2,0,7,78,543,117,543,117,NA,NA,NA,NA
47001000011,TN,Anderson County,000011,4118,73,3790,29,8,29,1,8,180,3193,48,2981,22,8,16,1,8,109,1146.3,317.8,1146.3,317.8,NA,NA,NA,NA
47001000012,TN,Anderson County,000012,3620,226,2843,216,13,34,8,24,256,2734,132,2222,179,9,34,7,15,136,763,608,763,608,NA,NA,NA,NA
47001000013,TN,Anderson County,000013,3794,146,2989,174,17,315,6,9,138,3029,87,2437,139,14,257,6,5,84,853.9,789.5,853.9,789.5,NA,NA,NA,NA
47001000014,TN,Anderson County,000014,2143,177,1580,171,6,18,8,14,169,1659,110,1280,124,5,15,6,10,109,299,278,299,278,NA,NA,NA,NA
47001000015,TN,Anderson County,000015,1597,25,1426,15,8,6,0,4,113,1199,10,1089,13,8,6,0,0,73,303,91,303,91,NA,NA,NA,NA
47001000016,TN,Anderson County,000016,4120,48,3841,16,11,16,0,2,186,3277,28,3084,15,11,13,0,2,124,1214.6,249.4,1214.6,249.4,NA,NA,NA,NA
47001000017,TN,Anderson County,000017,1760,24,1621,8,5,10,0,0,92,1451,19,1330,6,5,10,0,0,81,505,111,505,111,NA,NA,NA,NA
47001000018,TN,Anderson County,000018,1496,29,1403,2,4,9,0,4,45,1190,17,1122,1,4,8,0,1,37,539.6,368.7,539.6,368.7,NA,NA,NA,NA
47001000019,TN,Anderson County,000019,3751,119,3306,98,14,37,1,8,168,2970,71,2662,71,13,36,1,7,109,835.8,251.6,835.8,251.6,NA,NA,NA,NA
47001000020,TN,Anderson County,000020,3628,79,3293,73,11,8,0,7,157,2841,56,2599,60,11,8,0,3,104,918.7,269.2,918.7,269.2,NA,NA,NA,NA
47001000021,TN,Anderson County,000021,2873,161,1650,755,9,71,12,12,203,2260,105,1379,594,6,63,3,4,106,322.2,518.1,322.2,518.1,NA,NA,NA,NA
47001000022,TN,Anderson County,000022,3463,168,2837,179,6,30,1,16,226,2741,107,2355,114,5,24,0,9,127,748,606,748,606,NA,NA,NA,NA
47001000023,TN,Anderson County,000023,3577,296,2586,317,12,51,0,17,298,2677,181,2037,220,12,38,0,11,178,492.3,430.8,492.3,430.8,NA,NA,NA,NA
47001000024,TN,Anderson County,000024,192,4,182,0,0,0,0,0,6,160,3,152,0,0,0,0,0,5,53.8,27.1,53.8,27.1,NA,NA,NA,NA
47001000025,TN,Anderson County,000025,2331,52,2112,30,1,7,0,9,120,1816,39,1652,20,1,7,0,7,90,657.5,172.7,657.5,172.7,NA,NA,NA,NA
47001000026,TN,Anderson County,000026,2758,167,2291,120,4,34,2,9,131,2183,99,1860,95,1,31,1,6,90,689.9,535.2,689.9,535.2,NA,NA,NA,NA
47001000027,TN,Anderson County,000027,2370,340,1680,149,2,62,2,9,126,1901,207,1435,121,1,52,2,5,78,350,286,350,286,NA,NA,NA,NA
47003000101,TN,Bedford County,000101,2981,146,2577,108,19,23,1,2,105,2293,81,1991,105,17,20,1,1,77,987.6,237.6,987.6,237.6,NA,NA,NA,NA
47003000102,TN,Bedford County,000102,2264,78,2020,41,3,26,0,9,87,1741,53,1566,41,3,19,0,7,52,790.8,212.1,790.8,212.1,NA,NA,NA,NA
47003000103,TN,Bedford County,000103,5441,354,4645,125,15,59,0,14,229,4191,211,3662,116,13,50,0,8,131,1609.6,312.4,1609.6,312.4,NA,NA,NA,NA
47003000104,TN,Bedford County,000104,5205,255,4686,88,6,12,0,9,149,3948,142,3622,68,6,8,0,4,98,1452,285.1,1452,285.1,NA,NA,NA,NA
47003000105,TN,Bedford County,000105,5649,426,4826,171,5,28,2,5,186,4418,263,3852,146,5,20,2,5,125,1602,311.9,1602,311.9,NA,NA,NA,NA
47003000106,TN,Bedford County,000106,3263,134,2974,38,8,5,0,11,93,2577,83,2386,33,6,5,0,9,55,1315,271.6,1315,271.6,NA,NA,NA,NA
47003000107,TN,Bedford County,000107,1798,98,1559,47,6,11,0,7,70,1442,65,1279,37,4,9,0,1,47,663.5,146.6,663.5,146.6,NA,NA,NA,NA
47003000108,TN,Bedford County,000108,6005,1575,3259,821,23,20,2,30,275,4249,879,2578,607,17,16,2,20,130,480,363.2,480,363.2,NA,NA,NA,NA
47003000109,TN,Bedford County,000109,5499,1525,2963,721,13,58,3,17,199,4045,963,2372,562,6,41,2,6,93,836.5,444.4,836.5,444.4,NA,NA,NA,NA
47003000110,TN,Bedford County,000110,5961,1649,3108,854,19,61,5,22,243,4250,967,2460,630,15,43,5,19,111,727,414.3,727,414.3,NA,NA,NA,NA
47003000111,TN,Bedford County,000111,6171,1425,3882,549,10,34,0,14,257,4500,836,3073,411,10,25,0,10,135,1025.4,396,1025.4,396,NA,NA,NA,NA
47005000201,TN,Benton County,000201,2601,47,2373,59,13,24,0,1,84,2082,25,1922,51,7,18,0,1,58,784,265,784,265,NA,NA,NA,NA
47005000202,TN,Benton County,000202,2560,60,2334,40,9,17,0,10,90,2119,41,1958,36,7,13,0,9,55,781.1,246.7,781.1,246.7,NA,NA,NA,NA
47005000203,TN,Benton County,000203,2637,74,2382,58,10,9,0,6,98,2138,52,1935,47,9,8,0,5,82,725.9,228.3,725.9,228.3,NA,NA,NA,NA
47005000204,TN,Benton County,000204,2674,39,2465,37,5,13,0,5,110,2159,30,2010,26,5,13,0,1,74,848.4,213.5,848.4,213.5,NA,NA,NA,NA
47005000205,TN,Benton County,000205,2772,102,2389,121,7,38,0,6,109,2113,62,1853,95,5,26,0,4,68,760,270,760,270,NA,NA,NA,NA
47005000206,TN,Benton County,000206,2620,53,2435,1,6,6,4,2,113,2162,36,2020,1,6,6,4,1,88,819,251,819,251,NA,NA,NA,NA
47007000301,TN,Bledsoe County,000301,1445,38,1355,10,2,5,0,0,35,1136,25,1074,6,1,0,0,0,30,445,54,445,54,NA,NA,NA,NA
47007000302,TN,Bledsoe County,000302,1027,61,890,0,2,3,0,2,69,825,43,727,0,0,3,0,0,52,357.6,39,357.6,39,NA,NA,NA,NA
47007000303,TN,Bledsoe County,000303,1080,11,1022,13,8,0,0,0,26,871,8,826,8,8,0,0,0,21,379,98,379,98,NA,NA,NA,NA
47007000304,TN,Bledsoe County,000304,610,19,566,0,5,2,0,0,18,493,3,475,0,5,0,0,0,10,150,56,150,56,NA,NA,NA,NA
47007000305,TN,Bledsoe County,000305,380,11,344,0,2,5,0,0,18,303,3,284,0,1,3,0,0,12,84,42,84,42,NA,NA,NA,NA
47007000306,TN,Bledsoe County,000306,426,10,404,4,0,0,0,0,8,337,4,322,4,0,0,0,0,7,112,62,112,62,NA,NA,NA,NA
47007000307,TN,Bledsoe County,000307,1021,15,927,0,8,4,0,0,67,796,10,725,0,7,1,0,0,53,252,32.5,252,32.5,NA,NA,NA,NA
47007000308,TN,Bledsoe County,000308,1695,62,1585,1,1,2,0,0,44,1331,36,1259,1,1,2,0,0,32,499,168,499,168,NA,NA,NA,NA
47007000309,TN,Bledsoe County,000309,3227,56,2417,701,4,3,0,0,46,3046,50,2251,701,4,1,0,0,39,285,56,285,56,NA,NA,NA,NA
47007000310,TN,Bledsoe County,000310,565,8,549,0,0,0,0,0,8,432,3,422,0,0,0,0,0,7,209,33.5,209,33.5,NA,NA,NA,NA
47007000311,TN,Bledsoe County,000311,2055,46,1857,52,12,11,0,0,77,1632,36,1478,46,9,9,0,0,54,414,198,414,198,NA,NA,NA,NA
47007000312,TN,Bledsoe County,000312,1382,122,1213,0,4,2,0,0,41,1108,86,979,0,3,2,0,0,38,461,61,461,61,NA,NA,NA,NA
47009000401,TN,Blount County,000401,3064,51,2886,9,0,10,1,13,94,2686,39,2546,3,0,9,1,11,77,1020.9,336,1020.9,336,NA,NA,NA,NA
47009000402,TN,Blount County,000402,4939,154,4464,30,21,17,0,11,242,3970,89,3665,18,17,15,0,5,161,1464.7,320,1464.7,320,NA,NA,NA,NA
47009000403,TN,Blount County,000403,4642,135,4163,58,13,47,0,16,210,3655,89,3320,48,10,36,0,12,140,1433.8,554.5,1433.8,554.5,NA,NA,NA,NA
47009000404,TN,Blount County,000404,4171,157,3722,70,6,48,0,17,151,3258,101,2965,48,3,33,0,14,94,1230,637,1230,637,NA,NA,NA,NA
47009000405,TN,Blount County,000405,3921,101,3615,22,9,19,0,3,152,3167,78,2949,13,5,14,0,3,105,1286,270,1286,270,NA,NA,NA,NA
47009000406,TN,Blount County,000406,4250,349,3427,206,12,31,0,5,220,3384,181,2845,178,10,28,0,1,141,899.6,377.7,899.6,377.7,NA,NA,NA,NA
47009000407,TN,Blount County,000407,1088,39,950,28,4,5,0,0,62,866,28,770,18,4,2,0,0,44,323.7,77,323.7,77,NA,NA,NA,NA
47009000408,TN,Blount County,000408,5686,294,4752,253,13,79,0,22,273,4381,177,3775,179,9,60,0,12,169,1500.4,594.8,1500.4,594.8,NA,NA,NA,NA
47009000409,TN,Blount County,000409,1331,52,1165,30,8,6,0,2,68,1104,34,985,24,7,6,0,2,46,329.4,137.5,329.4,137.5,NA,NA,NA,NA
47009000410,TN,Blount County,000410,5113,320,4108,356,10,39,3,25,252,4223,232,3449,293,10,36,3,22,178,1005.5,518.4,1005.5,518.4,NA,NA,NA,NA
47009000411,TN,Blount County,000411,2884,319,1501,850,14,19,3,16,162,2170,164,1206,692,9,19,3,7,70,353,510.2,353,510.2,NA,NA,NA,NA
47009000412,TN,Blount County,000412,4820,231,4153,125,7,44,0,25,235,3719,139,3285,85,4,31,0,17,158,1079.3,294.8,1079.3,294.8,NA,NA,NA,NA
47009000413,TN,Blount County,000413,3826,394,3013,146,16,36,0,11,210,2894,219,2388,113,12,25,0,9,128,638.1,304.6,638.1,304.6,NA,NA,NA,NA
47009000414,TN,Blount County,000414,6383,475,5005,261,7,182,4,27,422,4734,306,3858,179,7,132,4,11,237,1102.8,475.1,1102.8,475.1,NA,NA,NA,NA
47009000415,TN,Blount County,000415,2268,65,2068,4,7,12,1,7,104,1838,54,1676,3,5,12,1,6,81,627,101.4,627,101.4,NA,NA,NA,NA
47009000416,TN,Blount County,000416,2449,69,2236,12,7,12,1,6,106,2052,47,1896,9,7,11,1,5,76,975.8,200.4,975.8,200.4,NA,NA,NA,NA
47009000417,TN,Blount County,000417,4362,182,3794,82,7,83,4,17,193,3418,111,3032,60,7,70,4,11,123,899.3,226.2,899.3,226.2,NA,NA,NA,NA
47009000418,TN,Blount County,000418,4119,102,3800,10,21,7,0,16,163,3285,79,3034,6,20,4,0,8,134,1115.8,219.6,1115.8,219.6,NA,NA,NA,NA
47009000419,TN,Blount County,000419,9034,220,8208,99,25,57,1,31,393,7283,140,6694,71,20,45,1,29,283,2888,613.8,2888,613.8,NA,NA,NA,NA
47009000420,TN,Blount County,000420,5954,165,5296,66,7,153,1,22,244,4461,92,4033,48,3,114,1,10,160,1731.4,788.4,1731.4,788.4,NA,NA,NA,NA
47009000421,TN,Blount County,000421,2583,55,2365,22,5,15,2,16,103,2152,34,2007,19,4,8,2,15,63,872.3,287.7,872.3,287.7,NA,NA,NA,NA
47009000423,TN,Blount County,000423,3367,74,3065,59,10,24,0,6,129,2835,52,2595,52,9,24,0,4,99,1086.5,369.7,1086.5,369.7,NA,NA,NA,NA
47009000424,TN,Blount County,000424,3103,86,2820,28,7,14,0,7,141,2566,66,2353,26,7,14,0,4,96,1184,261,1184,261,NA,NA,NA,NA
47009000425,TN,Blount County,000425,3243,70,3016,15,10,14,0,2,116,2667,54,2495,10,10,14,0,1,83,984,290,984,290,NA,NA,NA,NA
47009000426,TN,Blount County,000426,1763,26,1634,7,0,8,2,8,78,1484,15,1387,6,0,5,2,5,64,587.4,150,587.4,150,NA,NA,NA,NA
47009000427,TN,Blount County,000427,7946,207,7217,100,23,42,0,21,336,6397,130,5897,84,17,38,0,7,224,2594.4,660.2,2594.4,660.2,NA,NA,NA,NA
47009000429,TN,Blount County,000429,3557,96,3283,9,10,9,0,9,141,2798,59,2618,4,7,5,0,3,102,1206.1,270.7,1206.1,270.7,NA,NA,NA,NA
47009000430,TN,Blount County,000430,4656,191,4069,94,13,82,0,9,198,3558,132,3157,76,7,57,0,4,125,1342.2,524.7,1342.2,524.7,NA,NA,NA,NA
47009000431,TN,Blount County,000431,8656,718,7318,183,16,71,0,27,323,6719,439,5866,129,10,53,0,15,207,2091.2,660.3,2091.2,660.3,NA,NA,NA,NA
47009000432,TN,Blount County,000432,3248,138,2744,230,8,22,0,18,88,2833,113,2408,218,5,19,0,12,58,569.2,349,569.2,349,NA,NA,NA,NA
47009000433,TN,Blount County,000433,3117,73,2785,51,3,50,0,13,142,2493,41,2259,41,3,39,0,6,104,1164.5,320.3,1164.5,320.3,NA,NA,NA,NA
47009000434,TN,Blount County,000434,3748,67,3479,18,16,8,0,9,151,3037,41,2859,7,12,4,0,5,109,1303.5,274.3,1303.5,274.3,NA,NA,NA,NA
47009000435,TN,Blount County,000435,229,3,211,2,1,0,0,0,12,193,2,181,0,0,0,0,0,10,64.8,15.1,64.8,15.1,NA,NA,NA,NA
47009000436,TN,Blount County,000436,1760,31,1620,17,3,15,0,2,72,1385,14,1296,12,2,15,0,2,44,480,108.4,480,108.4,NA,NA,NA,NA
47011000501,TN,Bradley County,000501,3469,139,3052,56,5,19,2,16,180,2747,98,2473,41,1,7,2,5,120,1122,195,1122,195,NA,NA,NA,NA
47011000502,TN,Bradley County,000502,10025,1318,7178,768,29,154,21,48,509,7961,828,6006,590,25,118,16,33,345,2317.2,820.3,2317.2,820.3,NA,NA,NA,NA
47011000503,TN,Bradley County,000503,2371,140,2022,48,0,18,1,7,135,1886,97,1637,31,0,18,0,6,97,825.3,124.7,825.3,124.7,NA,NA,NA,NA
47011000504,TN,Bradley County,000504,9484,661,7772,423,19,168,5,15,421,7303,426,6167,310,14,123,4,8,251,3229.7,756,3229.7,756,NA,NA,NA,NA
47011000505,TN,Bradley County,000505,6870,251,6011,206,11,68,5,18,300,5349,181,4715,176,10,48,4,12,203,2286.1,499.6,2286.1,499.6,NA,NA,NA,NA
47011000506,TN,Bradley County,000506,8338,837,6346,466,21,146,16,35,471,6417,533,5051,372,19,116,8,20,298,2259.2,626,2259.2,626,NA,NA,NA,NA
47011000507,TN,Bradley County,000507,5780,701,4188,381,9,168,4,23,306,4602,424,3537,286,4,130,4,14,203,1450.1,474.1,1450.1,474.1,NA,NA,NA,NA
47011000508,TN,Bradley County,000508,7983,399,6959,190,17,36,4,39,339,6192,232,5508,138,17,36,1,23,237,2469.5,471.5,2469.5,471.5,NA,NA,NA,NA
47011000509,TN,Bradley County,000509,8236,970,5772,869,27,101,11,36,450,6785,595,4996,725,25,80,10,28,326,998,518,998,518,NA,NA,NA,NA
47011000510,TN,Bradley County,000510,5538,939,3462,695,24,8,18,25,367,4064,554,2770,471,21,3,9,19,217,645.9,333.4,645.9,333.4,NA,NA,NA,NA
47011000511,TN,Bradley County,000511,4733,144,4356,23,10,9,0,4,187,3764,92,3491,23,10,8,0,0,140,1413,179,1413,179,NA,NA,NA,NA
47011000512,TN,Bradley County,000512,6640,249,5907,102,20,8,0,7,347,5176,139,4681,75,15,8,0,5,253,1999.8,310.9,1999.8,310.9,NA,NA,NA,NA
47011000513,TN,Bradley County,000513,3201,176,2751,66,8,20,2,9,169,2504,117,2171,58,5,18,0,9,126,886,193,886,193,NA,NA,NA,NA
47011000514,TN,Bradley County,000514,8903,942,6843,557,22,52,18,19,450,6721,573,5386,428,16,37,12,16,253,1726.8,451.6,1726.8,451.6,NA,NA,NA,NA
47011000515,TN,Bradley County,000515,5405,177,4922,58,13,27,4,16,188,4248,101,3918,44,11,20,1,11,142,1672,270,1672,270,NA,NA,NA,NA
47011000516,TN,Bradley County,000516,7096,316,6159,123,19,170,5,24,280,5528,202,4882,93,19,124,2,16,190,2653,528,2653,528,NA,NA,NA,NA
47011000517,TN,Bradley County,000517,4548,102,4130,74,17,16,1,7,201,3654,72,3347,58,15,13,1,6,142,1824,321,1824,321,NA,NA,NA,NA
47013000601,TN,Campbell County,000601,894,26,841,1,0,1,0,1,24,683,15,652,1,0,1,0,0,14,209,55,209,55,NA,NA,NA,NA
47013000602,TN,Campbell County,000602,3030,40,2858,4,4,17,0,4,103,2388,30,2258,4,4,15,0,4,73,939.8,200.7,939.8,200.7,NA,NA,NA,NA
47013000603,TN,Campbell County,000603,2271,79,2066,20,5,2,0,6,93,1768,53,1624,20,5,1,0,2,63,388.5,113.6,388.5,113.6,NA,NA,NA,NA
47013000604,TN,Campbell County,000604,3660,38,3480,11,7,0,0,6,118,2908,25,2778,4,5,0,0,6,90,1019,199,1019,199,NA,NA,NA,NA
47013000605,TN,Campbell County,000605,819,4,793,2,2,0,0,1,17,652,4,631,1,0,0,0,1,15,283.7,35.9,283.7,35.9,NA,NA,NA,NA
47013000607,TN,Campbell County,000607,3024,26,2889,8,11,6,0,3,81,2452,15,2362,5,7,0,0,3,60,874,190,874,190,NA,NA,NA,NA
47013000608,TN,Campbell County,000608,3590,57,3346,16,11,5,0,0,155,2709,39,2557,15,9,4,0,0,85,542,185,542,185,NA,NA,NA,NA
47013000609,TN,Campbell County,000609,2997,33,2822,8,6,17,0,20,91,2406,18,2280,8,6,9,0,17,68,836,168,836,168,NA,NA,NA,NA
47013000610,TN,Campbell County,000610,2247,38,2110,1,1,15,0,19,63,1846,24,1737,1,1,11,0,18,54,571.5,97.4,571.5,97.4,NA,NA,NA,NA
47013000611,TN,Campbell County,000611,3700,43,3519,6,6,6,0,9,111,2868,26,2731,6,6,5,0,7,87,1035.8,203.5,1035.8,203.5,NA,NA,NA,NA
47013000612,TN,Campbell County,000612,802,8,760,3,0,3,0,1,27,660,8,633,3,0,0,0,0,16,222.8,70.7,222.8,70.7,NA,NA,NA,NA
47013000613,TN,Campbell County,000613,2326,39,2139,4,3,9,0,2,130,1899,22,1757,4,3,9,0,2,102,486.9,128.8,486.9,128.8,NA,NA,NA,NA
47013000614,TN,Campbell County,000614,179,3,171,0,1,0,0,0,4,155,0,150,0,1,0,0,0,4,30.9,10,30.9,10,NA,NA,NA,NA
47013000615,TN,Campbell County,000615,1606,13,1531,2,6,2,0,9,43,1282,9,1223,1,5,1,0,7,36,518,111.2,518,111.2,NA,NA,NA,NA
47013000616,TN,Campbell County,000616,1143,5,1093,0,3,0,0,2,40,950,1,913,0,2,0,0,2,32,327.8,61.8,327.8,61.8,NA,NA,NA,NA
47013000617,TN,Campbell County,000617,712,6,689,2,2,0,0,0,13,599,1,585,2,2,0,0,0,9,234,44,234,44,NA,NA,NA,NA
47013000618,TN,Campbell County,000618,1527,10,1456,0,1,5,0,2,53,1238,7,1189,0,1,4,0,0,37,332.8,47.1,332.8,47.1,NA,NA,NA,NA
47013000619,TN,Campbell County,000619,1126,3,1110,0,1,0,0,0,12,852,2,839,0,1,0,0,0,10,161.9,48.6,161.9,48.6,NA,NA,NA,NA
47013000620,TN,Campbell County,000620,1142,14,1080,8,1,3,0,0,36,924,12,878,4,0,2,0,0,28,243.9,64.9,243.9,64.9,NA,NA,NA,NA
47013000621,TN,Campbell County,000621,2477,15,2348,34,6,3,0,2,69,2009,10,1908,28,6,3,0,0,54,596.1,210.1,596.1,210.1,NA,NA,NA,NA
47015000701,TN,Cannon County,000701,3180,71,2778,33,7,5,0,14,272,2507,51,2230,30,7,5,0,7,177,924.3,215.7,924.3,215.7,NA,NA,NA,NA
47015000702,TN,Cannon County,000702,524,11,478,1,0,2,0,1,31,424,8,388,1,0,2,0,0,25,152.7,70.2,152.7,70.2,NA,NA,NA,NA
47015000703,TN,Cannon County,000703,2934,92,2658,41,4,5,0,17,117,2252,60,2053,36,4,5,0,17,77,796.3,152.9,796.3,152.9,NA,NA,NA,NA
47015000704,TN,Cannon County,000704,2327,55,2155,13,3,3,2,1,95,1855,39,1736,9,3,3,2,1,62,700.5,175.9,700.5,175.9,NA,NA,NA,NA
47015000705,TN,Cannon County,000705,2687,101,2375,88,5,18,0,0,100,2100,71,1874,68,3,17,0,0,67,519.5,227.1,519.5,227.1,NA,NA,NA,NA
47015000706,TN,Cannon County,000706,958,24,876,4,1,2,0,5,46,774,10,713,4,1,2,0,5,39,300.5,87.5,300.5,87.5,NA,NA,NA,NA
47015000707,TN,Cannon County,000707,594,18,522,5,4,0,2,2,41,491,8,448,4,3,0,2,2,24,226.8,71.6,226.8,71.6,NA,NA,NA,NA
47015000708,TN,Cannon County,000708,592,8,551,0,0,0,0,0,33,453,3,422,0,0,0,0,0,28,150.6,60.4,150.6,60.4,NA,NA,NA,NA
47015000709,TN,Cannon County,000709,710,15,671,7,1,3,0,1,12,552,11,523,5,1,3,0,1,8,205,59,205,59,NA,NA,NA,NA
47017000801,TN,Carroll County,000801,1674,40,1413,155,5,1,0,8,52,1337,29,1136,129,5,1,0,3,34,466,138,466,138,NA,NA,NA,NA
47017000802,TN,Carroll County,000802,365,14,326,7,0,2,0,1,15,299,10,273,7,0,2,0,0,7,146,27,146,27,NA,NA,NA,NA
47017000803,TN,Carroll County,000803,1837,31,1600,111,7,7,0,5,76,1424,18,1254,80,7,7,0,4,54,442,143.3,442,143.3,NA,NA,NA,NA
47017000804,TN,Carroll County,000804,1469,20,1335,58,0,1,0,6,49,1172,9,1073,52,0,1,0,3,34,397.4,93.5,397.4,93.5,NA,NA,NA,NA
47017000805,TN,Carroll County,000805,4201,79,3355,528,13,23,0,14,189,3284,47,2653,434,13,19,0,6,112,1172.1,396.6,1172.1,396.6,NA,NA,NA,NA
47017000806,TN,Carroll County,000806,655,9,560,56,3,6,1,0,20,517,2,444,53,1,5,1,0,11,210,89,210,89,NA,NA,NA,NA
47017000807,TN,Carroll County,000807,2889,49,2407,249,7,10,0,14,153,2203,27,1907,180,7,4,0,4,74,845.9,233.4,845.9,233.4,NA,NA,NA,NA
47017000808,TN,Carroll County,000808,2723,104,1971,482,6,6,0,17,137,2083,65,1559,368,6,4,0,8,73,474.8,244.9,474.8,244.9,NA,NA,NA,NA
47017000809,TN,Carroll County,000809,2760,88,2422,120,4,9,0,16,101,2198,46,1967,103,3,6,0,14,59,807,208,807,208,NA,NA,NA,NA
47017000810,TN,Carroll County,000810,822,13,708,62,10,6,0,1,22,662,11,573,56,9,6,0,0,7,270,82,270,82,NA,NA,NA,NA
47017000811,TN,Carroll County,000811,316,7,277,8,0,0,0,4,20,257,5,227,4,0,0,0,4,17,90,18,90,18,NA,NA,NA,NA
47017000812,TN,Carroll County,000812,1616,40,1404,93,7,12,1,3,56,1262,25,1103,79,3,8,1,3,40,591,85,591,85,NA,NA,NA,NA
47017000813,TN,Carroll County,000813,306,9,255,23,0,8,0,0,11,246,5,207,17,0,7,0,0,10,115,23,115,23,NA,NA,NA,NA
47017000814,TN,Carroll County,000814,954,15,861,32,3,3,1,1,38,752,11,677,32,3,2,1,0,26,244,60,244,60,NA,NA,NA,NA
47017000815,TN,Carroll County,000815,1160,18,1019,69,4,1,2,6,41,905,12,799,60,4,1,2,1,26,323,105.7,323,105.7,NA,NA,NA,NA
47017000816,TN,Carroll County,000816,843,21,765,13,0,0,0,1,43,667,12,617,7,0,0,0,1,30,320.6,51.5,320.6,51.5,NA,NA,NA,NA
47017000817,TN,Carroll County,000817,1678,63,1279,255,0,10,0,6,65,1342,33,1040,214,0,7,0,1,47,442,194,442,194,NA,NA,NA,NA
47017000818,TN,Carroll County,000818,1731,135,1424,94,3,19,0,1,55,1524,115,1266,82,2,17,0,0,42,284.2,106.1,284.2,106.1,NA,NA,NA,NA
47017000819,TN,Carroll County,000819,441,14,363,30,3,0,0,0,31,350,12,297,21,2,0,0,0,18,115,28,115,28,NA,NA,NA,NA
47019000901,TN,Carter County,000901,7567,271,6585,275,11,73,0,28,324,6267,195,5533,223,11,67,0,17,221,1726.4,560.3,1726.4,560.3,NA,NA,NA,NA
47019000902,TN,Carter County,000902,2994,52,2740,23,5,18,0,6,150,2515,35,2323,21,5,16,0,6,109,1034,221.6,1034,221.6,NA,NA,NA,NA
47019000903,TN,Carter County,000903,664,12,636,1,0,0,0,0,15,552,8,533,1,0,0,0,0,10,315.7,66.3,315.7,66.3,NA,NA,NA,NA
47019000904,TN,Carter County,000904,3323,63,3088,43,0,20,1,4,104,2744,40,2582,38,0,18,1,3,62,950,244,950,244,NA,NA,NA,NA
47019000905,TN,Carter County,000905,3375,72,3076,64,9,22,0,7,125,2724,40,2522,51,9,18,0,6,78,1012.2,311.4,1012.2,311.4,NA,NA,NA,NA
47019000906,TN,Carter County,000906,2843,73,2651,9,8,4,1,10,87,2286,48,2160,6,7,4,1,5,55,907.1,179.5,907.1,179.5,NA,NA,NA,NA
47019000907,TN,Carter County,000907,2599,89,2361,16,8,6,0,7,112,2084,64,1910,13,8,6,0,4,79,665.3,138.8,665.3,138.8,NA,NA,NA,NA
47019000908,TN,Carter County,000908,3953,70,3711,16,5,16,0,3,132,3248,48,3068,10,5,14,0,0,103,1436,202.3,1436,202.3,NA,NA,NA,NA
47019000909,TN,Carter County,000909,1103,13,1031,11,2,3,0,4,39,886,13,832,7,2,3,0,4,25,450,73.9,450,73.9,NA,NA,NA,NA
47019000910,TN,Carter County,000910,2873,43,2637,23,21,5,0,8,136,2207,28,2052,9,16,4,0,4,94,704.9,144.6,704.9,144.6,NA,NA,NA,NA
47019000911,TN,Carter County,000911,3307,55,3100,25,6,10,1,4,106,2688,38,2523,23,4,10,0,3,87,1221.5,222.5,1221.5,222.5,NA,NA,NA,NA
47019000912,TN,Carter County,000912,3461,104,3031,131,12,17,1,8,157,2789,74,2463,118,12,12,1,8,101,542.6,219.3,542.6,219.3,NA,NA,NA,NA
47019000913,TN,Carter County,000913,659,1,634,1,2,1,0,0,20,576,0,557,1,1,1,0,0,16,230,38,230,38,NA,NA,NA,NA
47019000914,TN,Carter County,000914,460,2,435,1,8,1,0,0,13,372,0,361,1,2,1,0,0,7,139.7,24.2,139.7,24.2,NA,NA,NA,NA
