GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_war,uss_18_rep_die,gov_18_rep_bak,gov_18_dem_gon,atg_18_dem_hea,atg_18_rep_mcm,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_mar,uss_20_rep_oco,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
25017001938,MA,Middlesex County,001938,2709,242,1994,86,5,242,0,32,108,2253,171,1706,75,4,203,0,24,70,941,304,779,280,641,445,875,214,1055,335,1072,319,304,941,378.3,699.7,327,1063.5,348.8,861.2
25017001939,MA,Middlesex County,001939,2716,221,2029,116,5,165,1,47,132,2324,160,1776,95,4,146,1,39,103,1058,306,895,226,543,610,956,205,1155,270,1147,265,306,1058,324.7,820.3,267.5,1151,302.5,970.2
25017001940,MA,Middlesex County,001940,2769,224,2122,65,2,163,0,38,155,2382,174,1876,58,2,136,0,34,102,1208,291,1131,237,626,786,1207,203,1311,260,1333,236,291,1208,355.3,1041.3,248,1322,308.8,1162.7
25017001941,MA,Middlesex County,001941,2698,152,2201,59,1,133,0,16,136,2298,114,1910,55,0,121,0,15,83,1345,264,1220,239,675,805,1285,200,1456,245,1451,266,264,1345,371.3,1103.3,255.5,1453.5,314.8,1260.3
25017001942,MA,Middlesex County,001942,3667,271,2553,125,3,451,0,71,193,3150,194,2263,103,2,416,0,63,109,1037.2,256.6,1066.4,212.7,575.7,732.7,1123,187.3,1447,290.8,1452.8,295.6,256.6,1037.2,325.2,974.1,293.2,1449.9,303.1,1143.2
25017001943,MA,Middlesex County,001943,2868,217,1943,99,1,415,0,33,160,2494,178,1727,96,1,355,0,25,112,1050.7,296.5,950.4,238,611.4,614.4,1032,196.8,1236.2,252.8,1231.4,274.7,296.5,1050.7,348.7,865.6,263.8,1233.8,311.7,1019.2
25017001944,MA,Middlesex County,001944,2683,143,2173,73,2,147,0,51,94,2261,108,1859,58,2,129,0,45,60,1160,374,1051,334,746,671,1154,274,1363,361,1341,382,374,1160,451.3,958.7,371.5,1352,411.8,1123.3
25017001945,MA,Middlesex County,001945,2916,214,2261,79,1,169,0,56,136,2453,160,1961,63,1,142,0,44,82,1168,379,1096,353,784,699,1197,289,1346,308,1353,320,379,1168,475.3,997.3,314,1349.5,405.5,1143.2
25017001946,MA,Middlesex County,001946,2734,170,1765,164,3,479,0,29,124,2338,151,1566,119,2,395,0,16,89,994.4,268.8,824.2,226.9,535.5,532.5,883.9,193.1,1015.3,276.7,1017.3,268.8,268.8,994.4,318.5,746.9,272.7,1016.3,295,877.9
25017001947,MA,Middlesex County,001947,3491,166,2668,23,1,453,5,10,165,2591,102,2079,10,1,324,5,5,65,1541.7,398,1285.7,461.9,1158.8,630.2,1414.6,383.4,1772,392,1682,516.1,398,1541.7,668,1110.2,454.1,1727,551.7,1387.7
25017001948,MA,Middlesex County,001948,3416,118,2632,33,0,465,0,19,149,2517,83,1983,25,0,344,0,15,67,1436,432,1271,446,1111,661,1425,356,1777,432,1711,534,432,1436,637.7,1119,483,1744,551.8,1380.2
25017001949,MA,Middlesex County,001949,3356,125,2466,45,1,575,0,18,126,2574,83,1968,33,1,413,0,14,62,1452.5,379.1,1236,433,1086,625.5,1361,348.5,1657.9,386.9,1583,498.1,379.1,1452.5,622.5,1074.2,442.5,1620.4,521.9,1319.3
25017001950,MA,Middlesex County,001950,3680,132,2937,18,6,394,1,14,178,2786,99,2277,11,2,307,1,11,78,1616.4,461.2,1356.1,592.5,1419.4,608.3,1557.2,467.5,2064.4,482.4,1901.6,671.1,461.2,1616.4,826.5,1173.9,576.7,1983,682.3,1517.3
25017002000,MA,Middlesex County,002000,4335,112,3170,37,8,842,0,17,149,3283,72,2496,24,8,579,0,16,88,1498.6,793.1,1171.3,867.1,1555,478.5,1353.6,716.9,1771,793,1662.9,895.2,793.1,1498.6,1046.3,1001.1,844.1,1717,936.7,1322.6
25017002001,MA,Middlesex County,002001,4518,120,3054,57,1,1061,0,24,201,3386,79,2438,40,1,705,0,17,106,1334,815,1153,762,1399,570,1373,624,1773,815,1735,862,815,1334,928.3,1032,838.5,1754,879.5,1323
25017002002,MA,Middlesex County,002002,4022,86,3136,34,2,613,1,6,144,2997,59,2418,14,0,418,1,2,85,1273.6,858.9,1112.6,844.6,1507.4,478.9,1318.7,690.7,1629,815.6,1564.7,910,858.9,1273.6,1014.2,970.1,862.8,1596.9,937.9,1229.6
25017002003,MA,Middlesex County,002003,3924,109,2660,29,2,978,1,10,135,3023,71,2179,21,2,666,1,8,75,1352,677,1182,707,1428,502,1380,569,1891,706,1794,826,677,1352,901.3,1021.3,766,1842.5,818.8,1350.2
25017002004,MA,Middlesex County,002004,4150,145,3153,44,3,644,0,10,151,3139,71,2516,26,3,440,0,8,75,1234.4,808.1,1079.4,748.4,1368.6,479.1,1264.3,599.3,1642,753.4,1581.3,818,808.1,1234.4,905.5,940.9,785.7,1611.6,849.3,1213.4
25017002005,MA,Middlesex County,002005,3694,61,2351,19,8,1135,1,15,104,2806,40,1853,14,6,820,1,9,63,1163,755,957,737,1341,388,1133,604,1525,774,1504,815,755,1163,894,826,794.5,1514.5,837.7,1111.7
25017002009,MA,Middlesex County,002009,2851,99,2142,18,4,470,0,11,107,2138,63,1662,14,4,334,0,9,52,1210,377,931,483,1011,454,1061,403,1409,412,1300,551,377,1210,632.3,815.3,481.5,1354.5,539.5,1060.8
25017002010,MA,Middlesex County,002010,2799,93,2033,42,4,538,0,21,68,2154,60,1616,29,4,391,0,17,37,1095.9,412.7,785.9,452.2,925.1,366.3,921.1,382.1,1202.5,424.5,1109.7,540,412.7,1095.9,586.5,691.1,482.3,1156.1,522.8,913.6
25017002011,MA,Middlesex County,002011,3276,162,2483,136,1,394,1,12,87,2609,135,2000,125,0,298,1,11,39,997,391,753,479,973,314,892,395,1211,401,1107,549,391,997,615.7,653,475,1159,531.3,879
25017002012,MA,Middlesex County,002012,2925,132,2110,45,0,490,0,10,138,2164,70,1612,37,0,369,0,4,72,1079,462.2,844.5,490.6,1043,366.2,987.1,423.2,1320.1,469.5,1211,590.3,462.2,1079,652.3,732.6,529.9,1265.6,579.8,968
25017002053,MA,Middlesex County,002053,3730,139,3202,38,2,216,0,22,111,2934,105,2558,28,0,162,0,17,64,1000,980,844,903,1416,352,1130,661,1320,1029,1373,981,980,1000,993.3,775.3,1005,1346.5,995,1003.2
25017002054,MA,Middlesex County,002054,3686,136,3165,54,3,180,0,27,121,2936,86,2578,45,2,133,0,20,72,995,1010,772,908,1395,345,1076,674,1255,1020,1312,964,1010,995,992.3,731,992,1283.5,995.2,959.2
25017002055,MA,Middlesex County,002055,4013,91,3520,57,2,206,2,21,114,3163,52,2821,40,0,163,2,15,70,997,990.7,802.4,910.9,1385.6,342.7,1041.1,712.4,1293.2,1070.8,1299.4,1079.4,990.7,997,1003,728.7,1075.2,1296.3,1025,962.6
25017002056,MA,Middlesex County,002056,3840,120,3369,27,0,175,1,12,136,2993,71,2681,14,0,145,1,6,75,1073,1093,863,1014,1475,401,1134,798,1359,1127,1388,1097,1093,1073,1095.7,799.3,1112,1373.5,1100.7,1036.3
25017002057,MA,Middlesex County,002057,3980,111,3400,79,5,190,5,27,163,3080,56,2707,54,0,153,5,15,90,1078,1048,920,931,1461,422,1184,718,1391,1124,1455,1029,1048,1078,1036.7,842,1076.5,1423,1051.9,1075
25017002058,MA,Middlesex County,002058,4100,97,3476,47,3,290,1,21,165,3256,59,2806,34,3,238,1,18,97,1066,1049,833,978,1430,382,1099,761,1414,1081,1437,1067,1049,1066,1056.3,771.3,1074,1425.5,1061,1038.5
25017002062,MA,Middlesex County,002062,2957,121,2015,25,0,605,1,17,173,2125,71,1535,19,0,413,1,14,72,1066,459,910,445,923,458,1040,356,1315,409,1292,445,459,1066,574.7,802.7,427,1303.5,506.2,1013.5
25017002063,MA,Middlesex County,002063,2933,94,1969,52,0,675,0,30,113,2254,60,1585,46,0,481,0,23,59,938,399,795,398,797,405,892,331,1114,408,1093,421,399,938,508.7,697.3,414.5,1103.5,459,872.8
25017002064,MA,Middlesex County,002064,2935,95,2409,24,0,237,0,25,145,2097,57,1767,10,0,169,0,21,73,1245,341,1104,409,1013,556,1243,320,1482,361,1383,468,341,1245,580.7,967.7,414.5,1432.5,485.3,1168.8
25017002065,MA,Middlesex County,002065,2809,94,2326,14,0,255,3,21,96,2010,55,1698,11,0,179,3,19,45,1131,477,897,546,1081,406,1062,435,1314,515,1245,594,477,1131,687.3,788.3,554.5,1279.5,608,1009.2
25017002066,MA,Middlesex County,002066,2864,98,2214,10,1,413,0,13,115,2059,56,1632,4,1,304,0,13,49,924,584,797,620,1110,355,977,479,1169,599,1095,667,584,924,736.3,709.7,633,1132,676.5,886.2
25017002067,MA,Middlesex County,002067,2791,72,2129,5,3,470,0,11,101,2054,40,1635,5,3,324,0,9,38,935,553,748,557,989,351,897,440,1170,570,1108,627,553,935,662,665.3,598.5,1139,622.7,868.2
25017002068,MA,Middlesex County,002068,2796,82,2387,20,0,163,0,21,123,2015,46,1777,12,0,116,0,12,52,1069,484,867,573,1113,387,1038,457,1301,454,1197,578,484,1069,714.3,764,516,1249,609.8,976.5
25017002069,MA,Middlesex County,002069,2885,117,1684,68,0,868,2,27,119,2064,81,1274,50,0,580,2,25,52,754,404,632,379,692,343,733,296,912,420,905,418,404,754,455.7,569.3,419,908.5,434.8,713.2
25017002077,MA,Middlesex County,002077,2780,143,1837,269,2,334,0,61,134,2269,109,1565,202,2,262,0,35,94,765.3,432.2,600.7,371.9,699.5,295.2,711.5,285.2,858.6,455.4,847.6,449.3,432.2,765.3,452.2,535.8,452.3,853.1,448.9,679.8
25017002078,MA,Middlesex County,002078,2764,166,2198,131,0,74,1,57,137,2357,122,1927,102,0,65,1,44,96,819,591,650,522,875,310,792,406,1016,556,1012,526,591,819,601,584,541,1014,579.3,766.5
25017002079,MA,Middlesex County,002079,2814,268,1994,126,0,130,1,83,212,2305,200,1690,91,0,116,1,60,147,790,546,649,479,789,354,794,355,931,560,947,530,546,790,541,599,545,939,543.2,744.2
25017002080,MA,Middlesex County,002080,2630,318,1675,233,6,182,2,62,152,2095,196,1404,170,6,150,2,57,110,703,353,522,271,529,300,614,219,796,372,834,325,353,703,339.7,478.7,348.5,815,344.8,628.2
25017002081,MA,Middlesex County,002081,2620,127,2078,106,5,131,0,49,124,2089,92,1689,78,2,115,0,39,74,682,585,540,519,793,299,704,391,900,596,898,570,585,682,567.7,514.3,583,899,575.7,670.5
25017002082,MA,Middlesex County,002082,2973,128,2380,94,8,196,0,26,141,2416,91,2005,62,6,159,0,15,78,864,765,743,694,1128,329,951,520,1087,757,1103,730,765,864,780.7,674.3,743.5,1095,765.7,846.2
25017002083,MA,Middlesex County,002083,2927,148,2398,61,0,153,0,28,139,2368,106,1990,53,0,120,0,19,80,837,768,663,666,1033,344,855,518,1022,743,1074,677,768,837,739,620.7,710,1048,734.2,799.2
25017002084,MA,Middlesex County,002084,2895,281,2035,142,4,161,0,88,184,2406,183,1779,110,3,126,0,78,127,791,512,597,432,703,335,721,350,900,502,915,466,512,791,495,551,484,907.5,494.2,709.8
25017002085,MA,Middlesex County,002085,3980,300,2576,294,5,523,0,80,202,3245,204,2204,214,5,419,0,51,148,982.1,536.7,798.7,451.8,898.4,387.1,935.2,362.3,1261,584.7,1278.7,552.9,536.7,982.1,570.8,707,568.8,1269.8,564.5,940.5
25017002086,MA,Middlesex County,002086,3037,199,2333,99,1,209,0,54,142,2489,140,1958,76,1,167,0,42,105,814,707,661,587,965,330,847,462,1041,721,1070,669,707,814,671.3,612.7,695,1055.5,685.2,793.8
25017002087,MA,Middlesex County,002087,2847,157,1485,329,0,658,1,50,167,2254,120,1258,220,0,513,0,38,105,565,313,418,262,469,231,482,218,729,359,738,329,313,565,316.3,377,344,733.5,325,527.2
25017002088,MA,Middlesex County,002088,3086,210,2167,122,3,321,1,75,187,2526,138,1846,86,3,259,0,62,132,718,664.8,607.6,526.7,831.5,305.8,730.9,436,945.9,693.4,981.4,622.4,664.8,718,598,548.1,657.9,963.6,629.1,714.9
25017002089,MA,Middlesex County,002089,2776,89,2364,51,0,168,0,19,85,2323,64,2019,32,0,144,0,11,53,844,846,682,746,1126,321,904,569,1025,834,1029,813,846,844,813.7,635.7,823.5,1027,822.3,800.8
25017002090,MA,Middlesex County,002090,2747,68,2226,101,2,219,0,24,107,2333,44,1932,79,2,201,0,17,58,733.7,714.8,586.3,629.1,980.5,267.8,768.5,493.8,1008.4,741.6,1009.4,729.7,714.8,733.7,701.2,540.9,735.7,1008.9,714.9,729
25019001279,MA,Nantucket County,001279,14255,2312,9889,1006,19,263,2,149,615,11552,1677,8293,800,16,213,0,129,424,4146,1892,2662,1351,2388,1750,2928,1213,5241,1914,5132,2034,1892,4146,1650.7,2446.7,1974,5186.5,1798.7,3643.2
25019ZZZZZZ,MA,Nantucket County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25021000104,MA,Norfolk County,000104,4777,311,3036,887,5,196,0,106,236,3810,207,2553,665,2,154,0,74,155,1254,1068,1002,862,1339,538,1258,647,1601,1030,1672,969,1068,1254,949.3,932.7,999.5,1636.5,985.8,1220.8
25021000131,MA,Norfolk County,000131,3257,185,2756,82,0,70,0,49,115,2659,147,2291,59,0,55,0,34,73,797,784.7,650,662.8,1027.2,317.4,805.9,556.6,1038.8,799.2,1016.3,810.7,784.7,797,748.9,591.1,805,1027.6,773.5,770.9
25021000132,MA,Norfolk County,000132,3409,149,2856,66,5,81,1,38,213,2795,105,2395,51,4,70,0,30,140,841.4,829.5,684.3,765.8,1184.5,296.4,894.1,607.7,1111.9,961.7,1127.8,936.9,829.5,841.4,852.7,624.9,949.3,1119.9,881,826
25021000133,MA,Norfolk County,000133,3430,108,3053,34,6,87,0,25,117,2805,72,2532,27,4,76,0,19,75,895,791,701,700,1119,323,873,571,1213,898,1213,886,791,895,796.7,632.3,892,1213,827.5,869.7
25021000134,MA,Norfolk County,000134,3264,151,2698,52,2,220,2,35,104,2483,100,2099,28,2,155,2,23,74,791,803,608,756,1133,263,763,636,941,869,940,882,803,791,841.7,544.7,875.5,940.5,846.5,717.7
25021000135,MA,Norfolk County,000135,3585,160,3108,63,8,45,0,30,171,2838,88,2507,49,7,42,0,30,115,705.8,847.1,598.5,708.7,1089.7,260.7,747.9,593.5,902.4,870.4,932.4,847.4,847.1,705.8,797.3,535.7,858.9,917.4,826.1,691.3
25021000442,MA,Norfolk County,000442,3299,73,2481,53,0,560,2,32,98,2633,46,2062,41,0,409,2,22,51,836,781,632,697,1037,295,851,490,1022,818,1042,747,781,836,741.3,592.7,782.5,1032,761.7,779.7
25021000443,MA,Norfolk County,000443,3320,156,2137,109,0,761,0,39,118,2500,100,1684,88,0,549,0,28,51,827,663,598,667,907,352,784,478,973,748,996,704,663,827,684,578,726,984.5,694.5,755
25021000444,MA,Norfolk County,000444,3262,148,2408,67,0,489,0,37,113,2566,108,1952,59,0,351,0,31,65,914.8,767.5,779.1,735.5,1147.6,374,989,528.7,1136.4,726.5,1094.4,748.5,767.5,914.8,803.9,714,737.5,1115.4,775.7,881.3
25021000445,MA,Norfolk County,000445,3183,147,2365,62,4,427,0,21,157,2530,95,1965,56,2,311,0,11,90,868.2,769.5,635.9,779.5,1094.4,318,908,530.3,1053.6,764.5,1036.6,754.5,769.5,868.2,801.4,620.6,759.5,1045.1,782.1,803.4
25021000446,MA,Norfolk County,000446,2993,124,1907,212,7,550,0,67,126,2344,83,1567,150,6,410,0,42,86,868.6,623.1,648.2,549,848.5,365.7,851.8,378.6,970.3,639.4,987.7,618.5,623.1,868.6,592,621.9,629,979,609.5,782
25021000447,MA,Norfolk County,000447,3049,125,2133,93,5,545,0,45,103,2419,92,1795,60,5,389,0,25,53,803.9,609.1,636.1,558.2,878.1,320.2,802.2,401.8,939.5,616.5,949.9,596.9,609.1,803.9,612.7,586.2,606.7,944.7,610.1,742
25021000448,MA,Norfolk County,000448,2977,242,1935,256,4,419,1,19,101,2349,174,1625,169,1,298,1,7,74,782,600.4,596.7,581.7,846.7,332.8,777.8,419.9,958,631.6,962.2,613.4,600.4,782,616.1,569.1,622.5,960.1,615.6,734.9
25021000449,MA,Norfolk County,000449,3484,271,2230,213,1,558,2,44,165,2802,220,1869,152,1,412,2,33,113,934.7,547.9,734.3,532.6,884.7,380.3,900.9,380.3,1147.3,612.2,1121.6,634.2,547.9,934.7,599.2,671.9,623.2,1134.4,598.7,869.9
25021000450,MA,Norfolk County,000450,3271,248,2223,66,0,534,4,45,151,2649,189,1840,52,0,409,4,39,116,807.7,662,684.1,612.7,937,359,869.4,456.4,965.9,665.8,965.9,653.3,662,807.7,668.7,637.5,659.5,965.9,664.5,775.3
25021000451,MA,Norfolk County,000451,3741,149,2426,50,5,1006,0,36,69,2970,126,1992,46,5,741,0,24,36,994,762,793,743,1144,389,1022,522,1181,817,1203,792,762,994,803,734.7,804.5,1192,796.7,930.3
25021000452,MA,Norfolk County,000452,3300,85,2604,40,5,454,0,34,78,2607,61,2112,35,5,333,0,20,41,960,864,745,844,1226,347,1043,566,1177,881,1168,861,864,960,878.7,711.7,871,1172.5,873.7,906.7
25021000453,MA,Norfolk County,000453,3264,92,2576,54,3,436,0,21,82,2445,66,1973,42,3,303,0,14,44,893.2,786.2,715.4,797,1157.4,365,1003.7,527.8,1114.2,832.2,1125.2,798.1,786.2,893.2,827.4,694.7,815.1,1119.7,816.5,869.4
25021000494,MA,Norfolk County,000494,3989,323,2604,119,3,680,0,30,230,3414,254,2326,110,3,567,0,15,139,1504.9,171.5,1300.7,170.5,690,810,1365.1,146.7,1654.6,151.7,1611,193.3,171.5,1504.9,335.8,1158.6,172.5,1632.8,254,1374.4
25021000495,MA,Norfolk County,000495,3830,234,2610,69,4,715,3,10,185,3262,187,2331,68,4,558,3,9,102,1538,191,1418,194,720,932,1492,158,1738,207,1698,254,191,1538,357.3,1280.7,230.5,1718,287.3,1469.3
25021000496,MA,Norfolk County,000496,3928,194,2823,30,0,642,0,14,225,3242,163,2404,27,0,529,0,9,110,1634,183,1426,173,678,961,1472,152,1851,203,1833,221,183,1634,334.3,1286.3,212,1842,268.3,1529.5
25021000497,MA,Norfolk County,000497,4195,246,3033,79,1,591,3,31,211,3331,192,2469,63,1,475,0,23,108,1868,204,1635,224,896,1006,1704,201,2077,239,2028,305,204,1868,440.3,1448.3,272,2052.5,344.8,1719.7
25021000498,MA,Norfolk County,000498,3877,244,2665,87,1,694,1,27,158,3013,168,2119,80,1,541,1,13,90,1564.1,178.1,1312.2,219.8,787.1,799.8,1391.5,179,1725.1,209.2,1667.2,299.7,178.1,1564.1,395.3,1167.8,254.5,1696.2,312.2,1410
25021000499,MA,Norfolk County,000499,4009,296,2681,89,1,692,0,29,221,3115,225,2158,70,1,538,0,16,107,1575.3,249.7,1297.9,321,928.3,740.1,1409.8,250.7,1737.8,314.1,1674.3,389.4,249.7,1575.3,500,1149.3,351.7,1706.1,408.8,1405.9
25021000500,MA,Norfolk County,000500,3916,238,2619,152,2,650,1,43,211,3084,182,2152,130,2,495,1,27,95,1425.1,393.8,1145,444.1,1078.6,561,1297.2,356.3,1714.6,415.9,1633.2,500.6,393.8,1425.1,626.3,1001.1,458.2,1673.9,531.5,1296
25021000501,MA,Norfolk County,000501,3690,216,2265,120,0,902,1,19,167,2582,152,1665,77,0,601,1,9,77,1273.9,266.2,1121,286.9,816.4,632,1211.8,228.7,1445.4,275.1,1416.8,320.4,266.2,1273.9,444,988.3,297.8,1431.1,365.6,1183.5
25021000502,MA,Norfolk County,000502,3966,287,2166,280,2,1083,0,20,128,3360,234,1833,220,2,958,0,20,93,1070,121,808,105,370,568,842,90,1100,152,1099,137,121,1070,188.3,739.3,144.5,1099.5,162.5,914.5
25021000503,MA,Norfolk County,000503,3894,238,2564,55,2,820,2,6,207,3367,191,2274,54,1,694,1,5,147,1539,166.8,1304,177.4,619.5,876.6,1355.2,140.3,1636.2,181.9,1604.4,215.3,166.8,1539,312.4,1178.6,198.6,1620.3,250.2,1385.9
25021000504,MA,Norfolk County,000504,3998,327,2149,289,10,1000,0,27,196,3289,244,1883,222,9,796,0,26,109,1341,200.9,1124.9,162.5,548.7,757.1,1168.7,146.5,1430.3,201.1,1428.6,213.8,200.9,1341,285.9,1016.9,207.4,1429.4,245.6,1208.4
25021000505,MA,Norfolk County,000505,4245,333,2733,245,1,685,0,20,228,3193,219,2194,164,1,483,0,14,118,1668.7,206.7,1424.1,199.9,719.1,943.3,1500.5,152.8,1901.4,194.1,1852.1,253.4,206.7,1668.7,357.3,1289.3,223.7,1876.7,287.7,1548.3
25021000506,MA,Norfolk County,000506,4037,309,2715,90,9,622,0,38,254,3117,220,2190,69,9,490,0,23,116,1764.3,159.2,1524.2,167.6,700,1044.5,1601,132.9,1904.2,165.1,1868.2,212.6,159.2,1764.3,333.5,1389.9,188.9,1886.2,256.2,1617.7
25021000507,MA,Norfolk County,000507,3999,241,2535,94,0,959,0,24,146,3271,191,2152,88,0,740,0,19,81,1470,153,1343,171,657,901,1399,156,1608,173,1576,207,153,1470,328,1214.3,190,1592,252.8,1382.8
25021000508,MA,Norfolk County,000508,3852,313,2465,89,2,709,0,29,245,3217,232,2119,83,2,601,0,25,155,1626,146,1407,135,587,974,1452,120,1734,116,1698,159,146,1626,280.7,1277.7,137.5,1716,210.5,1481.8
25021000509,MA,Norfolk County,000509,3766,233,2616,74,0,647,0,24,172,3112,165,2210,65,0,545,0,22,105,1551,159,1362,138,609,913,1391,119,1724,199,1717,205,159,1551,288.7,1222,202,1720.5,238.2,1443
25021000551,MA,Norfolk County,000551,3849,174,2752,374,0,332,3,34,180,3066,119,2303,274,0,238,2,24,106,1102,715,936,645,1136,471,1125,500,1421,742,1432,721,715,1102,760.3,844,731.5,1426.5,743.2,1081.2
25021000552,MA,Norfolk County,000552,4072,148,3158,367,0,252,5,35,107,3281,90,2620,277,0,193,5,33,63,1255,831,1108,799,1331,579,1355,576,1617,825,1584,812,831,1255,902,1014,818.5,1600.5,862.3,1249.7
25021000553,MA,Norfolk County,000553,4504,297,2635,762,7,566,0,49,188,3434,216,2111,545,7,419,0,33,103,1276,739,922,708,1212,457,1158,517,1527,781,1518,778,739,1276,812.3,845.7,779.5,1522.5,789.2,1143
25021000554,MA,Norfolk County,000554,4274,158,3510,151,0,291,0,19,145,3344,104,2809,120,0,223,0,12,76,1213.8,965.6,1015.6,971.7,1570.4,444.5,1326.1,709.6,1611.3,1013.9,1587.2,1021.3,965.6,1213.8,1083.9,928.7,1017.6,1599.3,1042.1,1199.8
25021000555,MA,Norfolk County,000555,3764,124,2923,169,7,376,0,16,149,2941,80,2344,126,4,284,0,8,95,1278.1,827.8,1020.5,841,1400,476.6,1292.1,605.1,1580.4,852.5,1504.9,923.1,827.8,1278.1,948.7,929.7,887.8,1542.7,908.3,1192.1
25021000556,MA,Norfolk County,000556,3907,176,2794,401,2,322,3,37,172,3106,112,2327,297,2,241,3,24,100,1182,654,909,676,1183,412,1113,505,1458,752,1431,763,654,1182,788,811.3,757.5,1444.5,755.5,1084.2
25021000619,MA,Norfolk County,000619,3945,112,3672,9,0,52,0,5,95,2878,60,2720,5,0,43,0,4,46,1446.2,797.2,1133.4,932.1,1674.3,464,1392.9,759.1,1905.7,813.9,1660.2,1088,797.2,1446.2,1121.8,996.8,950.9,1782.9,1010.8,1333.7
25021000620,MA,Norfolk County,000620,4436,79,4105,20,11,46,0,18,157,3270,51,3075,12,11,33,0,8,80,1491.3,858.6,1246.4,1010.5,1732.2,556.7,1531.3,766.6,1999,878.6,1792.1,1130.4,858.6,1491.3,1169.8,1111.5,1004.5,1895.6,1062.8,1436.1
25021000648,MA,Norfolk County,000648,3687,143,3183,165,2,104,0,16,74,3169,110,2762,158,2,85,0,9,43,1481.4,463.9,1159.4,534.2,1199.6,520.9,1316.9,399.9,1741.1,487.3,1615,605.3,463.9,1481.4,711.2,999.1,546.3,1678.1,615,1305.8
25021000649,MA,Norfolk County,000649,3414,245,2722,160,1,155,0,14,117,2837,178,2313,125,1,142,0,10,68,1188.4,682.4,1005.4,676.9,1205,512.5,1219.3,503,1500.3,685.6,1480.7,674.9,682.4,1188.4,795,912.4,680.3,1490.5,738,1151.1
25021000650,MA,Norfolk County,000650,3928,629,2470,467,3,143,0,62,154,3089,417,2058,361,3,114,0,45,91,1139,614,935,514,895,572,1095,381,1423,608,1447,576,614,1139,596.7,867.3,592,1435,598,1101.8
25021000651,MA,Norfolk County,000651,3464,232,2709,196,3,166,2,26,130,2895,183,2298,156,3,153,2,20,80,1212,652,1015,637,1158,525,1211,467,1502,639,1484,652,652,1212,754,917,645.5,1493,700.8,1158.2
25021000652,MA,Norfolk County,000652,3618,298,2915,136,4,132,3,16,114,2894,212,2367,102,4,112,3,13,81,1178.8,840.2,1006.3,794.3,1265.1,546.2,1272.4,570.3,1562,818.3,1546.4,822.4,840.2,1178.8,876.6,941.6,820.3,1554.2,851.8,1185.4
25021000653,MA,Norfolk County,000653,3949,423,2928,262,0,155,0,26,155,3150,284,2421,212,0,117,0,23,93,1290.3,692.6,1095.7,685.7,1215.2,591.8,1298.2,509.8,1632.2,710.4,1594.6,723.2,692.6,1290.3,803.6,995.2,716.8,1613.4,756.1,1250.5
25021000654,MA,Norfolk County,000654,3304,155,2848,115,2,96,0,7,81,2626,106,2296,99,2,89,0,3,31,1105.1,831.9,920.4,821,1314.6,432,1203.9,558.7,1372.3,822.3,1311.7,846.1,831.9,1105.1,898.1,852.1,834.2,1342,865.8,1057.6
25021000666,MA,Norfolk County,000666,5923,166,4786,48,4,600,0,27,292,4339,88,3631,26,4,437,0,20,133,2241.5,1182.1,1814.9,1364.6,2472.9,792.3,2168.4,1119.5,2967.6,1188.4,2490.2,1752.2,1182.1,2241.5,1652.3,1591.9,1470.3,2728.9,1513.3,2079.1
25021000778,MA,Norfolk County,000778,3747,177,2940,243,1,216,0,24,146,2940,113,2390,174,0,160,0,13,90,1002,774,796,680,1112,388,998,512,1213,738,1169,776,774,1002,768,727.3,757,1191,765.3,927.7
25021000779,MA,Norfolk County,000779,3459,95,3011,60,1,158,0,21,113,2730,63,2436,38,0,122,0,14,57,1119,831,911,813,1383,370,1142,634,1415,909,1330,984,831,1119,943.3,807.7,946.5,1372.5,925.7,1047.8
25021000780,MA,Norfolk County,000780,3921,171,3280,137,4,183,1,23,122,3106,113,2671,89,2,139,0,21,71,1048,877,865,864,1323,419,1085,683,1350,936,1300,966,877,1048,956.7,789.7,951,1325,941.5,1011.2
25021000781,MA,Norfolk County,000781,3662,111,3180,141,2,101,0,15,112,2884,72,2546,106,2,76,0,11,71,1031,881,836,818,1313,379,1078,638,1410,918,1325,992,881,1031,923,764.3,955,1367.5,926.7,1009.8
25021000782,MA,Norfolk County,000782,3829,151,3162,185,4,176,1,38,112,3085,108,2612,131,4,130,1,27,72,932,798,784,804,1245,373,1007,626,1352,856,1284,938,798,932,891.7,721.3,897,1318,877.8,955.3
25021000801,MA,Norfolk County,000801,4075,156,3547,102,1,120,2,26,121,3216,113,2818,92,1,105,1,20,66,1132,843,911,798,1300,419,1117,614,1372,824,1309,888,843,1132,904,815.7,856,1340.5,877.8,1043.3
