GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_war,uss_18_rep_die,gov_18_rep_bak,gov_18_dem_gon,atg_18_dem_hea,atg_18_rep_mcm,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_mar,uss_20_rep_oco,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
25001002146,MA,Barnstable County,002146,3639,75,3075,218,4,46,0,61,160,3242,56,2833,153,3,38,0,43,116,1138.7,898.9,967.1,877.2,1457.7,391.7,1160.9,721,1434.4,892.3,1407.5,926.9,898.9,1138.7,1018.6,839.9,909.6,1421,962.3,1083.4
25001002147,MA,Barnstable County,002147,3493,182,2670,162,10,63,3,96,307,2965,126,2382,119,2,49,3,75,209,903.3,662.8,729.5,572.9,980.7,338.7,835.5,496,1144,671.8,1145.1,687.7,662.8,903.3,683.2,634.6,679.8,1144.6,678.6,849.4
25001002148,MA,Barnstable County,002148,3720,150,2981,170,3,89,1,82,244,3124,113,2564,127,3,70,1,61,185,999.6,857.9,822,771.1,1251,371.1,977.6,678.4,1217.1,864.9,1246,851.9,857.9,999.6,900.2,723.6,858.4,1231.5,879.2,938.9
25001002149,MA,Barnstable County,002149,3524,193,2737,151,16,65,1,113,248,2892,130,2337,103,15,48,1,84,174,881,797,709,697,1085,366,853,611,1100,848,1125,824,797,881,797.7,642.7,836,1112.5,810.3,839
25001002150,MA,Barnstable County,002150,3517,343,2586,130,5,48,2,95,308,3048,280,2327,91,4,43,2,76,225,905.2,751.5,767.5,664.7,1086.8,373.3,886.2,595.8,1142.7,756.5,1128.8,765.5,751.5,905.2,782.4,675.7,761,1135.8,770.1,867.3
25001002151,MA,Barnstable County,002151,3559,90,3216,54,5,19,0,24,151,3190,66,2932,46,3,12,0,20,111,1265.2,1021.8,1131.8,1101,1822.7,438.2,1351.5,941,1614.6,1071.6,1553.9,1143.1,1021.8,1265.2,1288.2,973.9,1107.4,1584.2,1183.5,1225.9
25001ZZZZZZ,MA,Barnstable County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.2,186.4,214.9,189.1,308.4,98.3,251,163,313.9,189.5,304.1,203.8,186.4,247.2,220.2,188.1,196.7,309,206.7,238.2
25003000015,MA,Berkshire County,000015,1592,49,1428,21,0,12,0,5,77,1279,26,1176,19,0,12,0,4,42,439,255,367,157,294,243,377,148,527,253,539,237,255,439,199.7,329,245,533,224,415.3
25003000016,MA,Berkshire County,000016,1593,44,1454,17,2,4,0,2,70,1313,36,1205,14,2,1,0,1,54,476,270,426,188,364,268,443,185,574,291,595,269,270,476,245.7,379,280,584.5,261.2,463.7
25003000017,MA,Berkshire County,000017,1686,28,1526,20,4,9,0,7,92,1377,16,1270,18,4,9,0,7,53,475,268,426,203,396,241,435,198,601,324,613,313,268,475,265.7,367.3,318.5,607,283.7,465.2
25003000018,MA,Berkshire County,000018,1640,37,1468,21,0,10,0,3,101,1304,26,1196,14,0,6,0,0,62,446,233,382,169,325,241,407,159,512,269,521,255,233,446,217.7,343.3,262,516.5,235,418.2
25003000019,MA,Berkshire County,000019,1655,68,1477,24,1,6,0,0,79,1367,42,1262,12,1,5,0,0,45,577,259,496,215,453,284,528,203,680,291,680,284,259,577,290.3,436,287.5,680,284.2,540.8
25003000028,MA,Berkshire County,000028,486,21,447,2,0,4,0,2,10,411,13,385,2,0,1,0,2,8,225.9,52,216.9,37,98,157.9,215.9,41,270.9,50,264.9,56,52,225.9,58.6,196.9,53,267.9,55.6,225.4
25003000122,MA,Berkshire County,000122,1931,63,1779,10,0,9,0,3,67,1624,40,1522,5,0,9,0,3,45,571,368,509,261,425,356,525,258,757,413,740,397,368,571,314.7,463.3,405,748.5,353.7,576.3
25003000592,MA,Berkshire County,000592,3258,79,2995,22,2,31,5,0,124,2685,58,2507,8,2,25,5,0,80,977.6,740.7,878.6,565.8,908.6,559.8,896.6,563.8,1123.5,774.7,1113.5,782.7,740.7,977.6,679.4,778.3,778.7,1118.5,722.7,924.9
25003000614,MA,Berkshire County,000614,1657,19,1567,6,0,11,0,0,54,1346,15,1275,6,0,11,0,0,39,510,327,445,240,446,250,461,225,583,390,594,371,327,510,303.7,385.3,380.5,588.5,333.2,473.8
25003000629,MA,Berkshire County,000629,3194,87,2942,23,0,21,0,6,115,2572,47,2407,17,0,19,0,4,78,1089.7,490.4,956.8,443.5,874.9,557.3,994.8,414.5,1303.4,559.3,1294.4,550.3,490.4,1089.7,577.6,836.3,554.8,1298.9,555.5,1032.7
25003000630,MA,Berkshire County,000630,3136,74,2870,33,2,39,0,10,108,2530,48,2360,28,2,32,0,7,53,1100.3,449.6,988.2,411.5,883.1,535.7,1020.2,383.5,1378.6,479.7,1344.6,488.7,449.6,1100.3,559.4,848,484.2,1361.6,516,1061.3
25003000708,MA,Berkshire County,000708,1372,69,1235,7,0,11,0,18,32,1190,42,1093,7,0,9,0,16,23,621,147,641,125,289,487,636,125,783,174,776,167,147,621,179.7,588,170.5,779.5,171.2,657.3
25003000777,MA,Berkshire County,000777,694,11,635,4,0,2,0,1,41,579,8,536,4,0,2,0,1,28,194.4,170.8,160.4,146.3,195.4,117.7,171.4,148.4,213.8,203.3,221.5,187.6,170.8,194.4,163.4,149.8,195.5,217.7,175.3,179.9
25003000846,MA,Berkshire County,000846,1878,202,1501,26,3,53,0,3,90,1568,147,1291,24,3,41,0,2,60,791.6,161,728.5,138.6,368.5,521.3,728.6,150.8,949.1,178.1,935,182,161,791.6,219.3,659.5,180.1,942.1,196.5,775.7
25003000847,MA,Berkshire County,000847,1737,117,1500,35,0,16,0,4,65,1376,64,1242,24,0,16,0,4,26,737,187,681,157,330,525,686,159,861,203,865,205,187,737,215.3,630.7,204,863,206.8,725.8
25003000848,MA,Berkshire County,000848,1857,196,1389,75,5,91,1,6,94,1444,146,1125,52,4,52,0,5,60,526.6,82.8,497.7,64.3,198.1,373.2,498.6,68,651.9,84.7,649,84.8,82.8,526.6,110.1,456.5,84.8,650.4,97.1,532.8
25003000849,MA,Berkshire County,000849,1700,128,1427,27,0,48,1,7,62,1488,86,1302,24,0,38,1,4,33,824.8,149.2,696.8,155.2,347.4,513.5,712.8,139.2,906,188.2,898,197.2,149.2,824.8,213.9,641,192.7,902,196,758.6
25003000871,MA,Berkshire County,000871,757,18,690,1,1,10,0,1,36,638,10,590,0,1,10,0,1,26,189,159,194,151,217,126,202,147,257,207,282,186,159,189,171.7,174,196.5,269.5,177.8,208.3
25003000915,MA,Berkshire County,000915,1919,29,1799,9,2,10,0,9,61,1625,15,1548,5,2,10,0,6,39,606,403,567,296,557,331,588,295,771,402,771,387,403,606,382.7,495.3,394.5,771,390,605.7
25003000974,MA,Berkshire County,000974,3038,83,2747,30,6,39,0,11,122,2479,57,2282,19,6,21,0,9,85,998.4,597.3,879.4,477.2,815.4,558.2,910.4,467.2,1237.5,604.3,1209.5,607.3,597.3,998.4,586.6,782.7,605.8,1223.5,594.8,965.6
25003000999,MA,Berkshire County,000999,5788,304,5083,54,6,138,2,24,177,4903,223,4385,36,6,108,1,21,123,1969,852,1753,705,1498,1005,1814,650,2415,985,2377,977,852,1969,951,1524,981,2396,944.5,1888.9
25003001004,MA,Berkshire County,001004,5095,223,4570,50,4,102,2,16,128,4354,161,3990,41,4,76,2,5,75,2234,572,2069,538,1447,1219,2095,516,2701,602,2621,650,572,2234,833.7,1794.3,626,2661,720.8,2156.5
25003001275,MA,Berkshire County,001275,1095,32,999,16,4,13,0,1,30,955,29,881,16,2,9,0,1,17,417,88,367,77,183,278,376,80,481,102,463,112,88,417,113.3,340.3,107,472,107,397
25003001277,MA,Berkshire County,001277,160,1,145,0,0,6,0,1,7,146,1,135,0,0,6,0,1,3,76,19,73,16,48,47,74,19,102,16,104,20,19,76,27.7,64.7,18,103,23,79.3
25003001300,MA,Berkshire County,001300,250,2,228,7,0,1,0,1,11,214,1,195,7,0,1,0,1,9,101,39,83,39,77,48,78,41,98,48,94,55,39,101,52.3,69.7,51.5,96,49.8,83.7
25003001338,MA,Berkshire County,001338,1528,31,1425,9,8,6,0,6,43,1289,24,1216,0,5,6,0,3,35,564,218,533,204,343,419,550,208,678,264,671,257,218,564,251.7,500.7,260.5,674.5,249,569.2
25003001383,MA,Berkshire County,001383,2757,116,2415,33,4,11,0,13,165,2305,89,2046,29,4,11,0,11,115,793,367,663,242,535,398,676,245,932,388,933,366,367,793,340.7,579,377,932.5,357.2,732.5
25003001384,MA,Berkshire County,001384,2483,86,2150,66,3,14,0,24,140,2072,61,1815,59,3,14,0,21,99,721,270,585,179,393,398,606,171,848,288,856,262,270,721,247.7,529.7,275,852,260.5,669
25003001385,MA,Berkshire County,001385,2511,173,2012,132,2,22,0,33,137,2203,141,1788,120,2,15,0,32,105,669,218,541,125,287,402,553,132,678,216,702,196,218,669,181.3,498.7,206,690,195.7,590.8
25003001386,MA,Berkshire County,001386,2686,100,2338,47,5,28,0,9,159,2148,64,1910,38,5,19,0,9,103,816,414,693,268,562,423,707,261,957,390,960,354,414,816,363.7,607.7,372,958.5,374.8,759.3
25003001387,MA,Berkshire County,001387,2524,116,2196,36,8,23,1,1,143,2006,70,1791,29,8,19,1,1,87,731,301,620,191,414,413,616,205,801,318,812,279,301,731,270,549.7,298.5,806.5,284.7,665.5
25003001455,MA,Berkshire County,001455,1634,29,1538,3,6,9,0,2,47,1440,22,1361,0,6,9,0,2,40,420.6,397.2,400.1,285,439.1,264.4,419.6,271.3,536.7,430.4,528.9,404,397.2,420.6,331.8,361.4,417.2,532.8,371.1,428.4
25003001492,MA,Berkshire County,001492,814,10,778,1,0,0,0,1,24,683,8,654,1,0,0,0,1,19,255,207,254,147,265,152,254,156,299,216,300,215,207,255,189.3,220,215.5,299.5,201,252.3
25003001495,MA,Berkshire County,001495,3171,426,2214,242,8,45,0,26,210,2461,275,1845,172,8,45,0,16,100,789,309,631,224,437,434,636,232,944,312,941,301,309,789,297.7,567,306.5,942.5,302.5,729.2
25003001496,MA,Berkshire County,001496,2938,127,2409,213,1,51,1,17,119,2497,87,2134,154,0,41,1,13,67,980,366,854,306,678,512,874,287,1161,397,1150,375,366,980,423.7,746.7,386,1155.5,401.5,921.8
25003001497,MA,Berkshire County,001497,3245,471,1979,386,12,81,0,31,285,2510,304,1651,280,12,70,0,21,172,617,143,455,88,200,356,460,93,706,184,690,184,143,617,127,423.7,184,698,148.7,547.3
25003001498,MA,Berkshire County,001498,3146,199,2574,130,5,57,1,16,164,2653,136,2242,101,5,52,1,13,103,1048,370,887,326,677,567,919,299,1269,377,1255,357,370,1048,434,791,367,1262,401,990.8
25003001499,MA,Berkshire County,001499,3208,227,2659,120,2,35,0,12,153,2587,151,2199,92,1,30,0,7,107,1233,326,1081,310,738,662,1103,282,1412,376,1375,381,326,1233,443.3,948.7,378.5,1393.5,402.2,1144.3
25003001500,MA,Berkshire County,001500,3124,144,2702,87,3,57,0,7,124,2558,97,2284,53,2,54,0,6,62,1248,414,1063,382,861,619,1106,344,1448,420,1423,415,414,1248,529,929.3,417.5,1435.5,472.7,1151.2
25003001501,MA,Berkshire County,001501,3140,233,2590,95,2,49,1,24,146,2532,158,2166,73,1,32,1,17,84,1167.7,404.2,1057.9,377.2,784.5,673.8,1061,369.1,1417.5,396.4,1398.4,403.2,404.2,1167.7,510.3,930.9,399.8,1408,455.8,1129.4
25003001502,MA,Berkshire County,001502,3125,144,2724,108,0,39,0,14,96,2530,93,2262,68,0,32,0,11,64,1336.3,525.8,1160.1,523.8,1069.5,660.2,1189,486.9,1527.5,554.6,1521.6,529.8,525.8,1336.3,693.4,1003.1,542.2,1524.5,615.1,1232.4
25003001503,MA,Berkshire County,001503,3160,318,2425,200,2,46,0,29,140,2596,196,2088,173,2,39,0,22,76,959,273,886,205,518,593,877,211,1198,301,1168,317,273,959,311.3,785.3,309,1183,304.2,946.8
25003001504,MA,Berkshire County,001504,3133,174,2677,98,4,18,0,25,137,2561,111,2257,72,4,16,0,17,84,1030,414,904,292,668,553,925,291,1207,454,1201,438,414,1030,417,794,446,1204,426.2,970
25003001505,MA,Berkshire County,001505,3320,299,2382,407,2,53,0,14,163,2588,169,2013,272,2,50,0,11,71,1115,328,941,280,686,557,921,295,1261,333,1263,323,328,1115,420.3,806.3,328,1262,374.2,1009.7
25003001506,MA,Berkshire County,001506,3146,303,2214,326,15,42,0,31,215,2561,182,1954,245,15,34,0,19,112,713,253,592,193,425,379,597,192,889,235,867,247,253,713,270,522.7,241,878,257.5,672.8
25003001507,MA,Berkshire County,001507,2968,311,2080,295,7,29,1,22,223,2233,194,1674,201,7,18,0,4,135,666.2,229.4,537.5,157.6,309.8,393.6,531.6,171.5,759.9,277.3,769.7,243.3,229.4,666.2,213,487.6,260.3,764.8,231.5,609.8
25003001508,MA,Berkshire County,001508,3103,163,2557,143,4,18,2,32,184,2583,102,2210,117,4,14,2,18,116,1004.8,415.6,920.5,313.4,703.2,557.4,932.4,309.5,1204.1,399.7,1185.3,399.7,415.6,1004.8,442,803.4,399.7,1194.7,423.5,967.4
25003001606,MA,Berkshire County,001606,1407,39,1285,11,0,23,0,10,39,1233,25,1129,11,0,23,0,8,37,706,218,646,183,462,386,671,172,828,215,820,210,218,706,272.3,567.7,212.5,824,243.3,676.2
25003001642,MA,Berkshire County,001642,989,19,917,6,2,2,0,5,38,830,17,772,5,2,2,0,5,27,257.9,197.3,240,131.7,196.5,177.1,240.4,137.4,311.3,207.2,311,193.4,197.3,257.9,155.2,219.2,200.3,311.1,177.2,256.3
25003001659,MA,Berkshire County,001659,645,8,592,14,0,1,0,3,27,578,8,532,14,0,1,0,3,20,184,163,148,107,160,104,151,106,226,161,234,151,163,184,124.3,134.3,156,230,141.3,174.5
25003001675,MA,Berkshire County,001675,3327,170,2963,26,6,13,0,10,139,2796,111,2546,22,6,12,0,10,89,1242,530,1147,409,795,797,1170,391,1542,578,1516,569,530,1242,531.7,1038,573.5,1529,545.3,1235.7
25003001803,MA,Berkshire County,001803,2018,90,1846,21,0,14,0,13,34,1802,74,1673,21,0,10,0,3,21,964.9,252,864.9,218,551,546,862.9,217,1098.9,237,1081.9,247,252,964.9,328.6,757.9,242,1090.4,287,903.3
25003001882,MA,Berkshire County,001882,427,12,392,7,1,4,0,0,11,370,11,343,6,0,2,0,0,8,201.1,70,197.1,52,135,116,200.1,51,234.1,72,221.1,69,70,201.1,79.4,171,70.5,227.6,74.9,194.9
25003001934,MA,Berkshire County,001934,494,15,458,0,1,0,0,2,18,418,10,394,0,1,0,0,2,11,217,89,206,85,159,133,215,80,240,107,241,99,89,217,108,184.7,103,240.5,103.2,208.7
25003001981,MA,Berkshire County,001981,1343,46,1221,9,1,12,0,5,49,1137,25,1056,9,1,11,0,5,30,659.1,178,649.1,130,340,443.1,663.1,126,784.1,164,783.1,166,178,659.1,198.7,585.1,165,783.6,184,663.6
25003002050,MA,Berkshire County,002050,2441,89,2139,36,3,67,0,14,93,2073,66,1851,32,1,57,0,14,52,1155.3,222.7,1098.6,228.7,585.6,755.6,1118.5,208.8,1286.5,223.7,1259.7,246.6,222.7,1155.3,341,990.9,235.1,1273.1,286,1112.4
25003002051,MA,Berkshire County,002051,2647,233,1748,162,3,330,0,16,155,2489,224,1639,155,3,327,0,15,126,580,51,470,47,154,366,475,43,575,49,566,60,51,580,81.3,437,54.5,570.5,67.3,505.3
25003002052,MA,Berkshire County,002052,2425,140,2000,51,3,103,0,21,107,1951,79,1668,34,3,82,0,18,67,1180.7,204.3,1097.4,172.3,514.4,780.4,1107.5,183.2,1334.5,226.3,1305.3,254.4,204.3,1180.7,290,995.1,240.4,1319.9,259.2,1134.3
25003002070,MA,Berkshire County,002070,831,19,763,4,0,1,0,3,41,728,10,687,0,0,1,0,0,30,313,159,284,141,246,193,307,133,370,201,382,161,159,313,173.3,261.3,181,376,173.5,308.2
25005000012,MA,Bristol County,000012,3225,79,2977,17,9,9,0,26,108,2658,48,2489,13,7,6,0,24,71,806.6,800.3,610.2,630.1,896.5,351.2,697.4,550.4,837.3,940.3,893.1,855.8,800.3,806.6,692.4,552.9,898,865.2,778.9,699.3
25005000013,MA,Bristol County,000013,3769,97,3439,11,10,25,0,32,155,3018,67,2778,8,4,22,0,28,111,754.5,1036.3,577.1,848.9,1120.5,337.2,746,723.6,930.1,1170,987,1058.6,1036.3,754.5,897.6,553.4,1114.3,958.6,993,722
25005000014,MA,Bristol County,000014,3565,80,3282,21,3,27,0,32,120,2879,37,2699,15,3,22,0,30,73,869.7,1016.6,612.2,836.5,1146.2,319.8,775.1,698.1,927.2,1202.8,1022.7,1070.6,1016.6,869.7,893.6,569,1136.7,975,995.1,754.4
25005000087,MA,Bristol County,000087,3626,257,2824,199,4,152,0,34,156,2924,175,2356,140,2,116,0,28,107,761,761,538,530,848,283,666,464,1006,800,1024,773,761,761,614,495.7,786.5,1015,696,713
25005000088,MA,Bristol County,000088,3963,267,3063,210,9,204,0,49,161,3225,195,2561,154,6,160,0,40,109,801.9,776.8,568.9,563.7,847.8,309.6,677.1,484.5,1099.3,826.1,1082,831.1,776.8,801.9,632,518.5,828.6,1090.7,721.7,756.5
25005000089,MA,Bristol County,000089,3867,354,2978,196,9,132,1,23,174,3108,233,2484,156,8,102,1,15,109,894,774,794,657,1093,409,933,553,1157,813,1142,832,774,894,767.7,712,822.5,1149.5,787,888.2
25005000090,MA,Bristol County,000090,4126,281,3271,161,6,228,1,37,141,3244,178,2652,120,2,190,0,20,82,949,861,798,692,1103,419,922,608,1268,942,1255,951,861,949,801,713,946.5,1261.5,859.5,935.2
25005000091,MA,Bristol County,000091,4153,423,3058,259,0,184,0,19,210,3343,294,2562,200,0,148,0,6,133,933,650,743,540,943,375,864,471,1276,753,1282,761,650,933,651.3,660.7,757,1279,686.3,912.2
25005000092,MA,Bristol County,000092,3681,255,2940,151,0,139,0,37,159,2938,154,2439,117,0,112,0,26,90,949,694,768,573,999,404,908,495,1242,758,1219,781,694,949,689,693.3,769.5,1230.5,716.7,915
25005000093,MA,Bristol County,000093,3714,430,2533,296,3,228,1,61,162,2893,280,2088,213,3,167,1,39,102,815,485,619,378,671,366,718,317,1038,530,1072,515,485,815,455.3,567.7,522.5,1055,482.7,771.3
25005000094,MA,Bristol County,000094,4154,177,3564,114,2,100,3,25,169,3281,129,2861,92,2,89,3,16,89,1072,1021,896,919,1386,477,1079,764,1452,1113,1425,1132,1021,1072,1023,817.3,1122.5,1438.5,1055.8,1066.8
25005000095,MA,Bristol County,000095,3666,826,2007,341,12,273,0,25,182,2883,612,1694,226,11,217,0,19,104,689,349,488,230,438,326,556,208,801,382,844,364,349,689,292,456.7,373,822.5,328.5,617.3
25005000096,MA,Bristol County,000096,3718,328,2749,244,5,207,1,42,142,3027,221,2323,190,5,161,1,27,99,912,682,789,547,926,443,895,479,1144,749,1181,717,682,912,650.7,709,733,1162.5,683.3,894
25005000097,MA,Bristol County,000097,4023,295,3159,170,5,161,1,27,205,3258,212,2641,121,2,132,1,18,131,818,762,621,536,853,339,723,473,1036,795,1042,777,762,818,620.7,561,786,1039,699.3,763.2
25005000098,MA,Bristol County,000098,3770,247,2946,217,16,166,0,31,147,2984,153,2402,161,13,127,0,27,101,924.1,755.2,720.1,633.3,959.2,428.4,848.9,544.5,1141.7,810.9,1170,808.9,755.2,924.1,712.3,665.8,809.9,1155.8,752,872.2
25005000144,MA,Bristol County,000144,3563,66,3246,29,1,29,0,36,156,2787,34,2579,25,0,26,0,28,95,878.3,1114.4,704.2,970.8,1299.8,389,842.4,864.7,1085.3,1289.5,1142,1232.8,1114.4,878.3,1045.1,645.2,1261.2,1113.6,1128.7,840.2
25005000145,MA,Bristol County,000145,3201,78,2916,35,3,28,0,11,130,2479,54,2287,14,0,27,0,7,90,662,923,470,743,959,276,603,639,787,1073,823,1004,923,662,780.3,449.7,1038.5,805,890.2,603.5
25005000639,MA,Bristol County,000639,4058,98,3719,9,4,56,0,32,140,3267,70,3031,9,4,47,0,23,83,885.5,1072.2,652.2,860.8,1150.3,384.4,798.5,757,1043.6,1298.5,1110.8,1211.6,1072.2,885.5,922.7,611.7,1255.1,1077.2,1058.4,812.5
25005000640,MA,Bristol County,000640,3713,275,2974,195,5,77,0,51,136,3123,238,2507,186,5,66,0,47,74,691.5,601.8,510.8,490.2,715.7,289.6,594.5,419,802.4,683.5,838.2,630.4,601.8,691.5,541.7,465,656.9,820.3,590.1,621.2
25005000641,MA,Bristol County,000641,2341,275,1194,455,2,103,0,10,302,2324,271,1187,454,2,103,0,10,297,162.3,26.3,140.3,17.2,60.4,108.2,144.3,19.2,44.4,3.3,42.4,4.3,26.3,162.3,32.3,130.9,3.8,43.4,21.8,107
25005000642,MA,Bristol County,000642,4387,189,3608,199,1,131,0,51,208,3762,155,3107,188,1,112,0,38,161,1041.1,762.5,802.6,581.7,935.5,482.9,894.5,521.1,1164.3,917,1192.7,856.4,762.5,1041.1,679.4,726.7,886.7,1178.5,762.4,929.7
25005000643,MA,Bristol County,000643,4049,120,3497,32,10,141,0,31,218,3268,85,2855,29,7,116,0,22,154,1058.7,906.7,894.7,710.8,1157.6,472.9,1026.7,611.8,1291.6,1020.7,1330.6,956.7,906.7,1058.7,826.7,798.1,988.7,1311.1,894.1,1012.5
25005000644,MA,Bristol County,000644,3701,147,3236,45,8,60,1,50,154,3055,87,2723,35,5,52,1,41,111,920,714,634,504,770,389,727,454,953,844,1046,717,714,920,576,583.3,780.5,999.5,667.2,778.2
25005000645,MA,Bristol County,000645,3713,80,3201,36,6,167,0,29,194,2949,40,2593,26,6,127,0,28,129,1035,837,806,733,1139,404,922,630,1197,1020,1242,939,837,1035,834,710.7,979.5,1219.5,883,934.3
25005000646,MA,Bristol County,000646,3995,100,3635,26,3,76,0,35,120,3388,63,3132,19,3,64,0,29,78,1270.6,781,1084.3,712.8,1239.2,578.1,1230,608.6,1507.6,864,1497.4,853.8,781,1270.6,853.5,964.2,858.9,1502.5,843.2,1194.7
25005000647,MA,Bristol County,000647,3826,76,3536,19,0,42,0,39,114,3281,46,3054,17,0,37,0,33,94,1503.8,1024.5,1235.7,961.3,1579.7,631.6,1422.9,812.8,1767.6,1114,1751.5,1098,1024.5,1503.8,1117.9,1096.8,1106,1759.5,1098.4,1385.5
25005000661,MA,Bristol County,000661,3717,101,3310,61,4,24,0,31,186,2940,62,2691,43,3,20,0,23,98,828.2,1080.3,644.5,887.2,1239,311,811.1,738.1,1060.3,1192.7,1076.1,1123.7,1080.3,828.2,954.8,588.8,1158.2,1068.2,1043.5,788.5
25005000662,MA,Bristol County,000662,4384,121,3942,54,3,36,0,43,185,3302,74,3019,34,3,27,0,33,112,839.7,1114.6,735.6,957.8,1312.3,400.6,900.3,819.6,1154.5,1335.9,1184.4,1246.7,1114.6,839.7,1029.9,678.8,1291.3,1169.5,1131.2,869.2
25005000701,MA,Bristol County,000701,3975,148,3449,133,6,120,1,36,82,3471,128,3040,102,6,103,1,24,67,640,505,495,465,753,223,610,373,836,512,800,537,505,640,530.3,442.7,524.5,818,524.2,600.7
25005000702,MA,Bristol County,000702,4136,170,3503,199,2,72,1,42,147,3311,121,2856,153,2,65,0,27,87,1272,944,1024,893,1447,493,1249,728,1651,996,1565,1043,944,1272,1022.7,922,1019.5,1608,1008.5,1209
25005000703,MA,Bristol County,000703,4242,181,3370,249,3,156,1,59,223,3502,113,2873,187,3,128,0,43,155,1042,898,847,712,1186,394,1020,578,1400,925,1387,924,898,1042,825.3,753.7,924.5,1393.5,870.5,1015
25005000704,MA,Bristol County,000704,4013,139,3434,141,4,112,2,33,148,3122,92,2722,101,4,85,2,24,92,1204,940,982,886,1437,442,1207,708,1578,925,1499,1002,940,1204,1010.3,877,963.5,1538.5,983,1152
25005000705,MA,Bristol County,000705,4596,147,3758,286,9,180,0,27,189,3609,89,3026,217,9,149,0,11,108,1334,953,1150,904,1552,517,1390,709,1810,1052,1708,1126,953,1334,1055,1019,1089,1759,1049.3,1318.2
25005000706,MA,Bristol County,000706,4096,170,3267,268,5,173,0,35,178,3194,127,2596,204,5,125,0,24,113,1064,991,886,897,1389,433,1090,746,1440,1057,1411,1070,991,1064,1010.7,803,1063.5,1425.5,1025,1054
25005000723,MA,Bristol County,000723,2826,78,2550,26,8,33,1,22,108,2355,48,2157,25,7,30,1,22,65,825.8,601.5,705.7,518.1,842.7,389.1,799,454.6,992.6,596.5,990.6,596.5,601.5,825.8,605.1,631.3,596.5,991.6,601.7,783.8
25005000724,MA,Bristol County,000724,2734,103,2404,27,12,59,1,21,107,2288,56,2072,19,8,43,0,17,73,756.4,603.8,631.6,500.4,803.7,340.3,743.7,418.3,925.6,693.5,934.1,681.8,603.8,756.4,574.1,571.9,687.6,929.9,616.9,722
25005000725,MA,Bristol County,000725,2582,110,2307,20,1,41,0,24,79,2068,67,1871,16,1,28,0,22,63,591.3,540.3,449.8,444.6,646.7,261.9,527.2,380.3,649.3,643.6,700.9,583.7,540.3,591.3,490.6,413,613.6,675.1,539.9,530.1
25005000726,MA,Bristol County,000726,2650,91,2370,20,6,37,0,16,110,2218,58,2031,19,2,24,0,14,70,695,665.4,588.5,496.8,812.3,307.6,680.2,435.7,862.6,702.9,879.3,673.3,665.4,695,581.6,525.4,688.1,871,631.1,668.9
25005000727,MA,Bristol County,000727,2540,45,2360,10,1,16,0,16,92,2213,31,2087,6,0,13,0,14,62,604.1,644.9,511.5,556.5,806.3,264.2,602.4,486.8,742.6,712.8,759.5,660.1,644.9,604.1,616.5,459.4,686.5,751.1,644.6,580.7
25005000728,MA,Bristol County,000728,2592,74,2337,8,6,16,0,31,120,2094,47,1926,8,6,12,0,28,67,694.1,651.3,595.6,578.9,865.2,325.4,665.1,541.5,794.8,799.7,823.9,761.4,651.3,694.1,661.9,528.7,780.6,809.4,699.7,649.8
25005000729,MA,Bristol County,000729,3562,213,3040,68,1,55,0,31,154,2912,121,2584,37,0,34,0,28,108,816,640,557,445,731,314,617,403,765,763,836,662,640,816,526.3,496,712.5,800.5,607.3,650.8
25005000730,MA,Bristol County,000730,3680,683,2443,169,1,158,1,37,188,2731,394,1999,94,0,118,1,23,102,601,434,390,276,478,213,415,266,600,518,647,450,434,601,340,339.3,484,623.5,403.7,477.7
25005000731,MA,Bristol County,000731,3471,300,2645,99,5,132,1,62,227,2795,176,2269,70,5,102,0,37,136,622,481,388,320,509,217,423,289,637,613,690,528,481,622,372.7,342.7,570.5,663.5,456.7,496.2
25005000732,MA,Bristol County,000732,3481,551,2281,164,12,82,0,70,321,2694,360,1857,124,11,60,0,52,230,510,317,340,151,302,196,348,146,518,388,565,312,317,510,199.7,294.7,350,541.5,269.3,412.8
25005000733,MA,Bristol County,000733,3373,444,2420,184,4,64,0,47,210,2671,307,2012,136,4,54,0,32,126,491,276,293,152,289,181,327,144,442,395,473,32,276,491,195,267,213.5,457.5,214.7,367.8
25005000734,MA,Bristol County,000734,3644,458,2604,160,12,121,0,49,240,2853,300,2160,110,9,85,0,37,152,567,372,338,211,353,215,352,194,522,455,567,374,372,567,252.7,301.7,414.5,544.5,326.5,426.8
25005000735,MA,Bristol County,000735,3588,357,2638,108,12,125,2,70,276,2864,240,2217,78,10,90,2,48,179,674,458,477,276,542,238,517,254,370,541,680,469,458,674,357.3,410.7,505,525,423.3,492.7
25005000736,MA,Bristol County,000736,3691,875,2266,178,5,109,0,56,202,2727,527,1841,118,4,81,0,35,121,663,410,407,253,431,257,448,227,656,525,696,444,410,663,303.7,370.7,484.5,676,381.7,521.2
