GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_gra,uss_16_dem_jud,gov_18_rep_rey,gov_18_dem_hub,atg_18_dem_mil,sos_18_rep_pat,sos_18_dem_dej,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ern,uss_20_dem_gre,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18039001080,IN,Elkhart County,001080,1684,131,1382,60,7,34,0,6,64,1354,84,1140,44,7,30,0,5,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001090,IN,Elkhart County,001090,2494,85,2364,8,0,7,0,3,27,1685,44,1613,5,0,7,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001100,IN,Elkhart County,001100,1315,40,1247,6,0,7,0,1,14,1053,33,1007,1,0,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001110,IN,Elkhart County,001110,1307,80,1158,6,3,1,0,2,57,981,61,880,4,3,0,0,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001120,IN,Elkhart County,001120,1134,93,992,11,3,3,0,4,28,775,44,701,11,3,3,0,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001130,IN,Elkhart County,001130,1691,130,1429,22,6,21,0,7,76,1329,69,1173,16,6,17,0,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001140,IN,Elkhart County,001140,1574,64,1397,21,3,38,0,0,51,1227,46,1100,17,3,32,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001150,IN,Elkhart County,001150,1784,124,1463,58,12,24,0,6,97,1353,75,1151,45,12,20,0,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001160,IN,Elkhart County,001160,1843,399,1311,38,1,13,0,6,75,1323,246,1008,23,1,13,0,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001170,IN,Elkhart County,001170,1806,61,1652,15,4,7,0,11,56,1324,35,1220,8,4,5,0,9,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18039001180,IN,Elkhart County,001180,2485,82,2301,1,6,13,1,5,76,1722,49,1625,1,5,6,0,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000010,IN,Fayette County,000010,957,3,934,5,1,0,0,0,14,707,1,694,2,1,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000020,IN,Fayette County,000020,554,26,443,20,4,4,0,2,55,427,22,344,18,3,4,0,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000030,IN,Fayette County,000030,1270,6,1213,14,2,3,0,6,26,982,3,948,9,2,3,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000040,IN,Fayette County,000040,926,7,873,13,1,0,2,4,26,744,1,716,7,0,0,2,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000050,IN,Fayette County,000050,796,12,722,30,0,2,0,0,30,614,9,554,27,0,2,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000060,IN,Fayette County,000060,686,19,645,4,0,3,0,0,15,506,16,476,4,0,2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000070,IN,Fayette County,000070,896,11,825,18,0,0,0,3,39,684,6,648,11,0,0,0,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000080,IN,Fayette County,000080,719,16,655,15,2,8,0,2,21,556,13,509,12,0,4,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000090,IN,Fayette County,000090,665,6,605,11,2,1,0,3,37,498,2,462,9,2,1,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000100,IN,Fayette County,000100,783,22,716,9,0,2,0,0,34,619,16,573,8,0,2,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000110,IN,Fayette County,000110,1458,23,1357,17,5,2,0,3,51,1182,17,1116,12,3,2,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000120,IN,Fayette County,000120,1360,9,1302,5,1,4,0,0,39,1082,6,1045,3,1,4,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000130,IN,Fayette County,000130,1013,11,978,4,1,1,0,0,18,778,6,751,2,1,1,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000140,IN,Fayette County,000140,829,5,786,8,1,8,0,3,18,666,3,635,7,1,6,0,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000150,IN,Fayette County,000150,342,2,331,0,0,0,0,1,8,242,2,237,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000160,IN,Fayette County,000160,637,10,581,25,0,2,0,1,18,488,5,453,23,0,2,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000170,IN,Fayette County,000170,794,8,746,13,1,3,0,0,23,611,3,581,12,1,3,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000180,IN,Fayette County,000180,655,1,607,12,1,0,0,3,31,529,0,499,11,1,0,0,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000190,IN,Fayette County,000190,1090,18,1033,7,3,2,0,0,27,884,13,838,7,2,1,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000200,IN,Fayette County,000200,1118,10,1058,20,1,0,0,6,23,886,8,839,20,0,0,0,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000210,IN,Fayette County,000210,620,7,602,1,0,2,0,0,8,503,7,491,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000220,IN,Fayette County,000220,559,7,529,4,2,3,0,1,13,436,4,426,0,0,2,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000230,IN,Fayette County,000230,737,1,715,12,1,1,0,1,6,574,0,559,12,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000240,IN,Fayette County,000240,1464,12,1386,4,1,2,0,2,57,1159,5,1101,4,1,1,0,2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000250,IN,Fayette County,000250,808,8,764,0,0,4,0,5,27,670,6,632,0,0,4,0,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000260,IN,Fayette County,000260,700,4,677,4,2,0,0,0,13,543,4,526,4,2,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000270,IN,Fayette County,000270,431,4,420,0,0,1,0,0,6,335,2,332,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18041000280,IN,Fayette County,000280,531,5,511,0,0,0,0,2,13,408,3,394,0,0,0,0,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000010,IN,Floyd County,000010,1547,22,1467,4,2,4,5,1,42,1185,4,1144,4,0,3,3,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000020,IN,Floyd County,000020,1423,18,1363,5,0,10,0,1,26,1122,9,1086,2,0,6,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000030,IN,Floyd County,000030,1847,34,1682,28,1,27,1,4,70,1431,12,1330,23,1,27,1,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000040,IN,Floyd County,000040,1319,26,1241,5,1,14,0,1,31,980,12,932,5,1,9,0,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000050,IN,Floyd County,000050,1770,29,1649,5,0,3,0,5,79,1392,18,1313,3,0,2,0,4,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000060,IN,Floyd County,000060,2213,54,2023,15,3,35,0,7,76,1619,33,1497,8,3,30,0,3,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000070,IN,Floyd County,000070,1605,58,1450,12,8,10,0,5,62,1168,29,1074,10,4,10,0,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000080,IN,Floyd County,000080,966,24,888,7,1,11,0,0,35,708,16,656,2,1,9,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000090,IN,Floyd County,000090,1572,31,1464,7,3,10,0,2,55,1186,18,1124,5,1,8,0,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000100,IN,Floyd County,000100,1297,36,1204,13,2,2,0,0,40,970,22,920,7,1,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000110,IN,Floyd County,000110,1365,22,1225,24,2,23,0,7,62,964,14,867,20,1,13,0,7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000120,IN,Floyd County,000120,1424,42,1295,9,1,28,0,4,45,1086,25,1003,4,1,23,0,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000130,IN,Floyd County,000130,1329,15,1272,2,1,7,0,5,27,988,2,963,2,1,0,0,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000140,IN,Floyd County,000140,603,11,562,4,0,5,0,1,20,451,5,429,3,0,2,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000150,IN,Floyd County,000150,1738,53,1567,11,2,38,0,12,55,1369,32,1258,7,2,28,0,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000160,IN,Floyd County,000160,872,37,775,13,2,10,0,2,33,688,27,622,11,2,6,0,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000170,IN,Floyd County,000170,797,39,703,11,0,22,0,1,21,597,16,538,10,0,13,0,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000180,IN,Floyd County,000180,1258,37,1130,18,4,6,0,4,59,955,16,882,8,4,3,0,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000190,IN,Floyd County,000190,1658,12,1547,13,0,33,0,3,50,1225,6,1151,11,0,27,0,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000200,IN,Floyd County,000200,934,16,890,5,1,0,1,2,19,718,11,690,5,1,0,0,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000210,IN,Floyd County,000210,942,19,857,6,0,12,0,6,42,703,9,644,4,0,11,0,6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000220,IN,Floyd County,000220,2108,129,1664,163,0,6,0,14,132,1741,83,1411,147,0,4,0,4,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000230,IN,Floyd County,000230,1509,83,1084,196,12,6,0,0,128,1227,59,938,141,11,6,0,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000240,IN,Floyd County,000240,1952,74,1609,149,8,6,0,2,104,1564,54,1321,105,8,6,0,2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000250,IN,Floyd County,000250,1318,77,868,227,7,5,0,2,132,954,45,688,149,6,5,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000260,IN,Floyd County,000260,1131,34,1008,13,2,6,0,9,59,908,21,838,11,1,6,0,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000270,IN,Floyd County,000270,1455,57,1153,100,2,18,0,4,121,1131,33,941,70,2,17,0,3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000280,IN,Floyd County,000280,1732,81,1438,102,7,13,0,4,87,1377,44,1186,75,7,11,0,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000290,IN,Floyd County,000290,894,43,723,40,1,6,0,2,79,709,29,597,33,1,6,0,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000300,IN,Floyd County,000300,1288,61,1121,37,2,4,0,1,62,1078,36,956,33,1,4,0,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000310,IN,Floyd County,000310,1002,38,853,41,2,15,1,2,50,846,33,738,30,0,15,1,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000320,IN,Floyd County,000320,884,12,840,7,1,1,0,4,19,696,7,662,5,1,1,0,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000330,IN,Floyd County,000330,1276,49,954,144,1,11,0,10,107,1003,33,806,106,1,9,0,1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000340,IN,Floyd County,000340,1713,125,1344,122,15,11,0,4,92,1351,75,1103,83,14,11,0,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000350,IN,Floyd County,000350,1686,88,951,444,11,15,0,14,163,1094,36,710,247,5,9,0,7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000360,IN,Floyd County,000360,1529,74,1077,231,13,14,2,2,116,1133,39,864,151,13,11,0,2,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000370,IN,Floyd County,000370,1701,134,1132,291,4,5,0,5,130,1270,80,937,188,4,3,0,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000380,IN,Floyd County,000380,1319,58,937,214,9,6,0,5,90,992,38,753,128,8,6,0,4,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000390,IN,Floyd County,000390,988,60,792,72,2,1,0,2,59,780,36,650,52,2,1,0,2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000400,IN,Floyd County,000400,1473,89,1183,117,1,18,0,1,64,1138,57,946,82,1,14,0,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000410,IN,Floyd County,000410,1382,147,1032,133,2,5,0,2,61,1101,98,855,100,2,3,0,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000420,IN,Floyd County,000420,1307,30,1141,44,3,19,0,4,66,1056,20,949,33,0,14,0,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000430,IN,Floyd County,000430,1491,57,1194,136,4,21,0,4,75,1197,29,1003,99,3,19,0,2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000440,IN,Floyd County,000440,1152,38,1060,3,1,21,0,4,25,883,29,820,2,0,18,0,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000450,IN,Floyd County,000450,1604,44,1421,41,0,44,0,6,48,1242,40,1098,36,0,28,0,6,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000460,IN,Floyd County,000460,1124,47,906,63,0,42,0,6,60,870,29,717,55,0,39,0,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000470,IN,Floyd County,000470,1000,45,889,12,5,1,2,3,43,822,22,759,7,2,1,1,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000480,IN,Floyd County,000480,1212,26,1079,19,0,28,2,4,54,964,24,856,14,0,25,0,4,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000490,IN,Floyd County,000490,2095,157,1545,220,0,44,1,9,119,1619,90,1245,167,0,36,1,5,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000500,IN,Floyd County,000500,1188,76,921,108,3,17,0,4,59,927,41,744,95,3,13,0,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000510,IN,Floyd County,000510,1176,19,1058,55,2,9,0,4,29,889,15,800,44,2,7,0,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000520,IN,Floyd County,000520,1337,38,1122,74,0,59,0,4,40,1024,26,867,56,0,49,0,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000530,IN,Floyd County,000530,1225,10,1136,25,0,27,0,4,23,980,7,929,15,0,13,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000540,IN,Floyd County,000540,1119,19,988,56,1,9,0,5,41,934,15,833,43,1,7,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000550,IN,Floyd County,000550,1714,99,1393,110,4,32,2,7,67,1492,77,1241,93,3,27,0,7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000560,IN,Floyd County,000560,1194,69,1007,52,5,17,1,5,38,1011,44,881,40,5,12,0,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000570,IN,Floyd County,000570,730,44,607,31,1,11,0,2,34,561,21,482,26,1,8,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000580,IN,Floyd County,000580,1778,88,1415,117,3,55,1,9,90,1365,62,1145,81,3,35,1,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000590,IN,Floyd County,000590,624,13,533,42,1,13,2,0,20,504,10,442,27,0,11,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18043000600,IN,Floyd County,000600,595,15,538,8,0,22,0,0,12,407,7,377,6,0,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000010,IN,Fountain County,000010,1112,33,1028,0,5,1,0,2,43,844,23,787,0,3,0,0,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000020,IN,Fountain County,000020,564,26,511,0,7,0,0,0,20,455,21,416,0,7,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000030,IN,Fountain County,000030,606,11,577,0,0,7,0,0,11,446,6,427,0,0,7,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000040,IN,Fountain County,000040,588,3,569,0,1,0,0,0,15,470,1,456,0,1,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000050,IN,Fountain County,000050,361,3,346,0,0,2,0,0,10,295,3,284,0,0,2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000060,IN,Fountain County,000060,1671,52,1512,14,7,2,3,2,79,1301,30,1194,6,7,2,0,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000070,IN,Fountain County,000070,1345,30,1254,9,0,2,0,0,50,1062,22,1001,7,0,2,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000080,IN,Fountain County,000080,1385,27,1296,3,3,2,1,1,52,1129,21,1064,3,3,1,0,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000090,IN,Fountain County,000090,428,7,411,0,0,0,0,1,9,347,3,338,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000100,IN,Fountain County,000100,414,5,372,0,3,2,0,0,32,295,4,261,0,3,2,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000110,IN,Fountain County,000110,662,8,632,1,1,1,0,1,18,536,8,513,1,1,1,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000120,IN,Fountain County,000120,1067,13,1009,4,2,0,0,0,39,812,8,773,3,2,0,0,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000130,IN,Fountain County,000130,1338,38,1237,5,2,18,1,4,33,1039,25,972,1,1,14,0,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000140,IN,Fountain County,000140,1330,21,1265,11,1,0,0,0,32,1058,9,1026,4,1,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000150,IN,Fountain County,000150,821,8,797,0,0,1,0,1,14,624,5,609,0,0,1,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000160,IN,Fountain County,000160,858,84,730,3,3,0,1,7,30,645,56,553,3,1,0,1,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000170,IN,Fountain County,000170,1240,39,1145,3,2,5,0,4,42,985,21,926,3,1,5,0,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18045000180,IN,Fountain County,000180,689,4,658,3,1,0,0,0,23,564,2,539,3,1,0,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047000010,IN,Franklin County,000010,1934,51,1731,9,2,58,0,7,76,1403,33,1272,5,2,46,0,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047000020,IN,Franklin County,000020,355,4,328,0,0,0,0,0,23,265,1,250,0,0,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047000030,IN,Franklin County,000030,1012,4,993,0,1,0,0,1,13,804,3,791,0,1,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047000040,IN,Franklin County,000040,888,13,838,0,2,1,0,0,34,650,6,616,0,2,1,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18047000050,IN,Franklin County,000050,1154,9,1113,3,0,3,0,1,25,892,3,861,2,0,3,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
