GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_gra,uss_16_dem_jud,gov_18_rep_rey,gov_18_dem_hub,atg_18_dem_mil,sos_18_rep_pat,sos_18_dem_dej,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ern,uss_20_dem_gre,avg_16_rep,avg_16_dem,avg_18_rep,avg_18_dem,avg_20_rep,avg_20_dem
18085000700,IN,Kosciusko County,000700,1285,169,1048,9,4,14,0,4,37,984,120,819,5,3,12,0,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085000710,IN,Kosciusko County,000710,1481,175,1239,6,1,14,0,6,40,1096,110,939,5,1,14,0,5,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085000720,IN,Kosciusko County,000720,1295,86,1145,6,1,14,0,4,39,965,52,878,2,0,10,0,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085000730,IN,Kosciusko County,000730,1715,202,1412,17,3,17,0,5,59,1277,111,1105,14,2,11,0,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085000740,IN,Kosciusko County,000740,1511,93,1322,20,3,10,0,2,61,1080,64,962,7,3,9,0,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18085000750,IN,Kosciusko County,000750,1212,101,1039,10,4,37,0,4,17,933,62,819,7,4,29,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000010,IN,LaGrange County,000010,1764,296,1427,7,1,0,0,2,31,1301,175,1100,7,0,0,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000020,IN,LaGrange County,000020,1262,209,982,7,1,5,0,0,58,894,125,728,2,0,1,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000030,IN,LaGrange County,000030,1078,94,958,3,2,4,0,1,16,810,51,737,3,2,4,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000040,IN,LaGrange County,000040,1642,68,1537,7,3,1,0,1,25,1121,42,1055,3,3,0,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000050,IN,LaGrange County,000050,3823,150,3613,10,6,5,0,1,38,2293,95,2154,8,5,4,0,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000060,IN,LaGrange County,000060,4662,76,4525,3,4,3,0,6,45,2831,41,2748,2,3,2,0,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000070,IN,LaGrange County,000070,4894,47,4787,4,4,15,0,1,36,2727,39,2653,0,1,10,0,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000080,IN,LaGrange County,000080,1323,124,1165,3,2,3,0,0,26,1004,86,891,2,2,3,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000090,IN,LaGrange County,000090,1890,32,1813,0,5,8,0,1,31,1367,17,1320,0,4,6,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000100,IN,LaGrange County,000100,1656,30,1570,4,4,0,0,2,46,1333,11,1281,4,3,0,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000110,IN,LaGrange County,000110,2383,322,1964,18,8,8,0,1,62,1736,212,1455,12,6,8,0,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000120,IN,LaGrange County,000120,1672,43,1582,6,0,3,1,7,30,1362,16,1311,6,0,3,0,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000130,IN,LaGrange County,000130,1239,31,1154,5,0,2,0,3,44,913,5,873,5,0,1,0,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000140,IN,LaGrange County,000140,5792,74,5642,7,1,11,0,2,55,3713,49,3620,5,0,10,0,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000150,IN,LaGrange County,000150,1158,38,1091,3,5,0,0,0,21,890,31,835,3,4,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18087000160,IN,LaGrange County,000160,4208,99,4024,5,4,6,0,5,65,2725,66,2601,4,1,6,0,5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000020,IN,Lake County,000020,1140,190,669,193,4,8,0,4,72,865,124,548,141,4,7,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000030,IN,Lake County,000030,1271,251,899,54,4,3,0,7,53,1040,169,775,40,4,3,0,7,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000040,IN,Lake County,000040,1862,409,1063,253,5,16,0,12,104,1442,273,879,190,4,16,0,9,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000050,IN,Lake County,000050,1010,186,727,29,5,7,0,3,53,808,122,615,18,5,7,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000060,IN,Lake County,000060,1479,159,300,960,5,7,0,4,44,1070,108,239,685,4,5,0,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000070,IN,Lake County,000070,1519,88,1347,5,2,0,0,4,73,1229,51,1118,3,2,0,0,2,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000080,IN,Lake County,000080,2287,193,1974,11,0,13,0,1,95,1703,116,1497,7,0,10,0,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000100,IN,Lake County,000100,924,53,828,0,2,0,0,5,36,723,28,663,0,2,0,0,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000110,IN,Lake County,000110,1908,155,1656,7,4,11,0,4,71,1442,109,1263,6,4,9,0,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000120,IN,Lake County,000120,1436,117,1169,18,5,9,0,6,112,1096,70,924,12,4,6,0,3,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000130,IN,Lake County,000130,1491,99,1324,11,2,0,0,2,53,1193,62,1076,11,2,0,0,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000140,IN,Lake County,000140,1657,144,1426,10,1,4,1,6,65,1266,91,1117,9,1,3,1,3,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000150,IN,Lake County,000150,1492,92,1318,5,0,8,0,5,64,1166,63,1045,1,0,8,0,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000160,IN,Lake County,000160,1827,172,1547,1,3,4,3,3,94,1350,110,1168,1,0,4,3,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000170,IN,Lake County,000170,2171,159,1900,12,2,6,0,6,86,1559,92,1394,10,2,4,0,4,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000180,IN,Lake County,000180,2318,232,1947,18,6,8,0,9,98,1787,130,1559,17,6,4,0,7,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000200,IN,Lake County,000200,2701,274,2246,21,5,22,0,2,131,2055,160,1763,13,4,22,0,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000210,IN,Lake County,000210,1392,109,1174,1,1,10,0,1,96,1097,58,960,0,1,8,0,1,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000220,IN,Lake County,000220,1341,123,1119,4,1,5,0,5,84,1009,84,874,2,1,4,0,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000230,IN,Lake County,000230,286,16,263,0,1,0,0,0,6,201,10,186,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000240,IN,Lake County,000240,11,0,10,1,0,0,0,0,0,11,0,10,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000250,IN,Lake County,000250,2049,177,1752,1,3,11,0,5,100,1535,114,1344,0,3,7,0,1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000260,IN,Lake County,000260,809,35,733,9,0,8,0,0,24,632,25,575,9,0,8,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000280,IN,Lake County,000280,1799,117,1575,10,2,17,0,11,67,1366,68,1231,5,1,15,0,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000290,IN,Lake County,000290,1493,119,1284,18,0,3,0,0,69,1137,84,999,16,0,2,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000300,IN,Lake County,000300,1216,86,1066,6,0,9,2,5,42,947,56,842,4,0,6,2,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000310,IN,Lake County,000310,1501,119,1295,10,0,18,1,4,54,1187,69,1054,8,0,17,1,4,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000330,IN,Lake County,000330,1385,124,1145,19,1,41,0,0,55,1099,80,950,12,1,23,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000350,IN,Lake County,000350,1573,170,1280,29,5,29,0,2,58,1220,110,1030,24,5,17,0,2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000360,IN,Lake County,000360,2087,235,1712,30,2,31,0,13,64,1611,144,1358,26,2,27,0,11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000370,IN,Lake County,000370,1691,141,1443,21,1,17,0,1,67,1286,88,1132,11,1,13,0,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000400,IN,Lake County,000400,3232,335,2628,68,0,92,0,14,95,2284,184,1934,50,0,59,0,7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000410,IN,Lake County,000410,1536,236,949,253,1,49,0,3,45,1269,161,833,192,1,41,0,3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000420,IN,Lake County,000420,1958,303,936,637,1,23,0,9,49,1635,224,786,566,1,20,0,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000430,IN,Lake County,000430,1316,173,1024,35,2,18,0,2,62,1043,93,864,27,2,14,0,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000440,IN,Lake County,000440,912,63,781,21,0,32,0,2,13,749,43,653,21,0,25,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000450,IN,Lake County,000450,1221,102,1024,16,0,17,0,0,62,906,55,787,8,0,16,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000460,IN,Lake County,000460,1652,141,1347,40,5,55,0,5,59,1322,87,1125,28,2,39,0,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000490,IN,Lake County,000490,1247,247,653,272,4,24,0,0,47,1006,179,587,197,4,17,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000500,IN,Lake County,000500,2469,327,1827,124,5,102,2,4,78,1832,210,1418,84,5,71,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000510,IN,Lake County,000510,1687,158,1402,19,3,43,0,9,53,1169,76,1023,16,3,27,0,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000520,IN,Lake County,000520,753,41,621,44,3,25,0,0,19,710,34,598,35,3,25,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000550,IN,Lake County,000550,903,145,677,47,1,7,0,4,22,725,98,562,39,1,6,0,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000560,IN,Lake County,000560,1535,184,814,436,0,48,0,7,46,1322,142,762,349,0,38,0,5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000570,IN,Lake County,000570,240,25,192,7,1,8,0,0,7,172,15,140,4,1,8,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000580,IN,Lake County,000580,1542,153,1169,87,3,63,0,3,64,1168,87,937,59,3,43,0,3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000590,IN,Lake County,000590,1154,125,898,27,0,54,0,6,44,956,82,782,24,0,36,0,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000600,IN,Lake County,000600,1595,218,1076,111,1,117,0,0,72,1154,149,791,88,1,88,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000610,IN,Lake County,000610,2008,235,1561,69,2,64,0,4,73,1319,132,1043,52,2,43,0,3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000620,IN,Lake County,000620,1358,162,1102,31,0,29,0,2,32,1149,122,957,30,0,25,0,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000630,IN,Lake County,000630,1759,263,1058,165,3,217,0,7,46,1337,168,843,120,3,165,0,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000640,IN,Lake County,000640,1693,209,1355,48,2,46,0,1,32,1307,140,1070,36,2,36,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000650,IN,Lake County,000650,1105,196,785,69,0,27,0,1,27,891,137,666,51,0,17,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000660,IN,Lake County,000660,834,135,629,15,5,10,0,3,37,678,89,540,10,5,7,0,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000670,IN,Lake County,000670,1623,235,1297,21,0,31,0,1,38,1286,155,1067,17,0,28,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000680,IN,Lake County,000680,1305,182,1033,24,1,25,1,2,37,1047,124,858,18,1,18,1,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000690,IN,Lake County,000690,1059,121,876,23,0,4,0,0,35,816,76,704,10,0,1,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000700,IN,Lake County,000700,1539,183,1025,96,1,181,0,11,42,1248,126,859,67,1,164,0,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000710,IN,Lake County,000710,1463,195,1169,35,2,18,0,0,44,1174,124,980,17,0,15,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000720,IN,Lake County,000720,1750,258,1334,51,0,36,0,11,60,1409,180,1127,37,0,30,0,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000750,IN,Lake County,000750,1095,120,897,21,0,17,0,2,38,815,68,694,14,0,15,0,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000770,IN,Lake County,000770,1719,151,1484,15,3,2,0,2,62,1361,98,1210,8,3,2,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000790,IN,Lake County,000790,1045,851,67,115,0,0,0,4,8,757,604,58,88,0,0,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000800,IN,Lake County,000800,1827,1363,143,301,2,2,0,4,12,1375,1017,128,221,2,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000820,IN,Lake County,000820,2062,1224,127,665,8,5,1,2,30,1480,852,115,483,8,5,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000840,IN,Lake County,000840,2269,1359,207,659,2,2,2,9,29,1585,956,185,417,2,0,1,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000850,IN,Lake County,000850,2305,1592,198,476,4,8,2,6,19,1577,1066,168,322,4,3,0,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000870,IN,Lake County,000870,1006,686,191,117,4,0,0,2,6,775,491,184,92,4,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000890,IN,Lake County,000890,1579,599,84,857,3,4,0,1,31,1181,418,71,672,3,0,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000910,IN,Lake County,000910,1436,706,63,640,3,4,0,4,16,1028,516,54,445,1,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000950,IN,Lake County,000950,1518,874,54,557,5,0,0,4,24,1055,645,41,354,5,0,0,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000960,IN,Lake County,000960,1046,683,43,302,0,2,0,7,9,811,560,40,199,0,0,0,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000970,IN,Lake County,000970,1141,521,62,518,2,3,0,3,32,806,342,53,389,2,2,0,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089000980,IN,Lake County,000980,1497,804,72,596,0,10,0,5,10,1098,598,64,417,0,4,0,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001010,IN,Lake County,001010,1668,778,75,777,3,4,0,6,25,1305,595,65,617,3,4,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001040,IN,Lake County,001040,1667,798,114,722,2,5,0,6,20,1170,551,93,507,2,4,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001050,IN,Lake County,001050,1267,453,36,750,0,2,1,2,23,898,309,31,545,0,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001070,IN,Lake County,001070,1736,420,32,1239,1,2,1,3,38,1046,259,27,737,0,2,1,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001080,IN,Lake County,001080,1301,153,32,1084,0,4,0,5,23,805,90,23,675,0,4,0,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001090,IN,Lake County,001090,1798,152,174,1369,0,8,0,2,93,1224,106,137,935,0,8,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001130,IN,Lake County,001130,1488,51,297,1075,0,6,0,6,53,1234,38,251,900,0,4,0,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001140,IN,Lake County,001140,745,36,18,663,0,2,0,6,20,537,26,17,480,0,2,0,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001180,IN,Lake County,001180,1430,161,88,1117,2,2,0,1,59,1038,113,74,819,2,2,0,0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001190,IN,Lake County,001190,1290,120,117,999,0,2,0,3,49,966,83,110,738,0,2,0,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001210,IN,Lake County,001210,1798,130,170,1385,0,9,0,12,92,1277,92,148,970,0,9,0,7,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001230,IN,Lake County,001230,1866,79,338,1369,0,9,0,19,52,1484,63,330,1044,0,9,0,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001250,IN,Lake County,001250,1999,114,902,872,3,6,0,25,77,1562,83,837,571,3,6,0,15,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001270,IN,Lake County,001270,1695,130,70,1416,0,4,0,12,63,1224,93,64,1023,0,4,0,9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001280,IN,Lake County,001280,987,59,22,866,1,0,0,7,32,760,50,19,659,1,0,0,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001290,IN,Lake County,001290,1615,128,43,1392,4,1,0,6,41,1147,74,37,1008,4,1,0,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001320,IN,Lake County,001320,1093,111,41,888,0,1,0,7,45,822,78,29,673,0,0,0,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001340,IN,Lake County,001340,1537,92,42,1341,6,0,0,2,54,1173,52,36,1042,6,0,0,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001390,IN,Lake County,001390,1297,32,8,1242,3,0,0,0,12,892,21,5,853,3,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001410,IN,Lake County,001410,1143,112,39,971,0,0,0,3,18,836,83,33,702,0,0,0,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001420,IN,Lake County,001420,1864,142,20,1662,0,0,0,5,35,1321,81,13,1197,0,0,0,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001430,IN,Lake County,001430,923,192,42,675,0,0,0,1,13,665,143,26,488,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001450,IN,Lake County,001450,1733,503,963,151,10,3,2,3,98,1273,329,778,102,5,3,2,2,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001510,IN,Lake County,001510,1564,102,17,1381,1,7,0,4,52,1200,58,15,1080,0,7,0,4,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001540,IN,Lake County,001540,1464,72,24,1310,12,1,0,6,39,1167,42,21,1063,12,1,0,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18089001550,IN,Lake County,001550,1260,63,10,1138,2,0,1,12,34,995,45,8,908,2,0,1,8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
