GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_men,uss_18_rep_hug,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_boo,uss_20_rep_meh,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
34009140002,NJ,Cape May County,140002,1369,483,716,120,1,14,0,7,28,1041,294,621,89,0,10,0,4,23,203.6,177.7,118.4,147.7,250.5,296.1,234.5,255.8,177.7,203.6,147.7,118.4,275.9,242.5,219.3,201.8
34009140003,NJ,Cape May County,140003,1005,403,396,132,2,9,0,13,50,759,245,347,109,1,7,0,13,37,187.2,99.1,109,81.6,183.6,221.3,172.7,193.8,99.1,187.2,81.6,109,207.6,178.1,149,163.1
34009140004,NJ,Cape May County,140004,1256,450,703,53,1,15,0,2,32,1014,316,617,42,1,12,0,2,24,201.1,249.8,130.3,166.7,201.7,242.6,189.6,212.2,249.8,201.1,166.7,130.3,227.4,195.6,217.8,180.7
34009140005,NJ,Cape May County,140005,648,133,475,17,3,7,0,0,13,548,91,426,12,2,7,0,0,10,87.2,155.1,56.1,132.9,127.7,150.4,119.5,130,155.1,87.2,132.9,56.1,140.2,123.6,142.1,97.6
34009ZZZZZZ,NJ,Cape May County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2,125.2,70.6,106.4,106.2,146.4,101.9,138.6,125.2,84.2,106.4,70.6,142.5,104,129.1,90.7
34011005101,NJ,Cumberland County,005101,5215,4327,162,634,8,11,0,23,50,3211,2616,142,405,0,11,0,10,27,340.3,42.4,208.6,35.2,280.5,84.9,271.1,75.2,42.4,340.3,35.2,208.6,80,275.8,59.4,275.1
34011005201,NJ,Cumberland County,005201,860,389,60,351,6,6,0,0,48,576,227,56,259,3,5,0,0,26,184,19,99,12,241.4,73,233.4,64.7,19,184,12,99,68.9,237.4,42.2,189.5
34011005202,NJ,Cumberland County,005202,1639,471,61,1007,22,5,0,7,66,1031,248,47,674,16,5,0,7,34,471.2,17.9,269.1,27.9,551.6,168.2,533.4,149.1,17.9,471.2,27.9,269.1,158.7,542.5,90.8,456.3
34011005203,NJ,Cumberland County,005203,5855,3152,474,2143,26,4,0,3,53,5346,2966,465,1854,26,4,0,3,28,249,8,134,6,198.7,60.1,192.1,53.2,8,249,6,134,56.7,195.4,31.8,193.4
34011005301,NJ,Cumberland County,005301,931,402,347,98,12,8,0,5,59,699,237,320,81,11,7,0,1,42,161.8,201.1,124,166.3,354.5,109.4,342.8,97.1,201.1,161.8,166.3,124,103.3,348.7,143.5,245.8
34011005302,NJ,Cumberland County,005302,1366,872,232,212,10,10,0,2,28,980,540,213,181,10,9,0,1,26,162.2,64.8,108.8,46.2,405.9,122.8,392.4,108.8,64.8,162.2,46.2,108.8,115.8,399.1,85.6,267.3
34011005303,NJ,Cumberland County,005303,1506,855,256,323,8,7,1,7,49,1040,491,224,261,8,7,1,3,45,187,88,105,61,96.1,29.1,92.9,25.8,88,187,61,105,27.4,94.5,51,120.2
34011005304,NJ,Cumberland County,005304,1641,1073,256,242,9,10,0,5,46,1092,641,217,184,9,10,0,0,31,334,74,168,52,116,35.1,112.2,31.1,74,334,52,168,33.1,114.1,48.1,182.6
34011005305,NJ,Cumberland County,005305,1965,965,269,664,20,2,0,2,43,1305,575,242,444,14,1,0,2,27,249,129,203,125,471.9,142.8,456.1,126.4,129,249,125,203,134.6,464,130.8,345
34011005401,NJ,Cumberland County,005401,1646,1002,367,215,6,12,0,7,37,1088,583,318,148,3,10,0,7,19,236.6,168.3,147.8,137.6,437.9,138.2,423.3,123,168.3,236.6,137.6,147.8,130.6,430.6,141.8,311.4
34011005402,NJ,Cumberland County,005402,2018,981,394,539,17,36,0,4,47,1492,643,341,425,14,30,0,4,35,473,101,283,82,290.3,87.8,280.6,77.8,101,473,82,283,82.8,285.5,87.2,331.7
34011005501,NJ,Cumberland County,005501,2621,1880,285,388,9,5,3,4,47,1685,1156,248,234,9,4,3,1,30,302,107,170,71,184,55.7,177.9,49.3,107,302,71,170,52.5,181,70.8,208.5
34011010001,NJ,Cumberland County,010001,923,97,583,192,6,0,0,7,38,703,48,478,142,5,0,0,3,27,178.2,162.1,106.6,100.8,173.7,257.8,174.6,230.1,162.1,178.2,100.8,106.6,243.9,174.2,187.7,158.3
34011010002,NJ,Cumberland County,010002,833,42,615,137,0,2,0,0,37,689,30,521,107,0,1,0,0,30,136.5,224.1,145.4,198.2,146.9,217.9,147.6,194.5,224.1,136.5,198.2,145.4,206.2,147.2,208.7,144.1
34011010003,NJ,Cumberland County,010003,1479,160,1131,71,2,6,0,2,107,1134,98,914,51,1,4,0,2,64,146.1,283.1,90,195.1,321.6,477.1,323.2,425.9,283.1,146.1,195.1,90,451.5,322.4,345.3,220.2
34011010004,NJ,Cumberland County,010004,1434,135,1120,57,9,7,0,4,102,1065,74,859,48,8,7,0,4,65,134.9,254.9,82,142.9,140.3,208.2,141.1,185.9,254.9,134.9,142.9,82,197.1,140.7,198,124.6
34011015001,NJ,Cumberland County,015001,3136,559,2025,345,30,36,0,5,136,2433,341,1686,266,25,27,0,3,85,526.3,761.4,391.9,607.5,642.1,911.7,631.1,851,761.4,526.3,607.5,391.9,881.3,636.6,782.9,547.9
34011020001,NJ,Cumberland County,020001,876,42,762,17,2,0,0,0,53,727,24,655,13,0,0,0,0,35,66.8,243.7,62.1,187.3,71.8,190.3,75.8,177.3,243.7,66.8,187.3,62.1,183.8,73.8,199.7,69.1
34011020002,NJ,Cumberland County,020002,523,29,457,5,0,1,0,1,30,407,19,363,3,0,1,0,1,20,66.8,212.1,55,150.5,103.7,273.1,109.4,254.3,212.1,66.8,150.5,55,263.7,106.6,222.5,83.7
34011025001,NJ,Cumberland County,025001,1859,396,813,534,69,18,0,4,25,1697,350,751,497,62,15,0,4,18,200,278,131,176,158.9,70.7,158,63.9,278,200,176,131,67.3,158.4,147.2,162
34011025002,NJ,Cumberland County,025002,1418,238,133,904,60,2,0,5,76,1139,137,120,749,57,0,0,5,71,542,34,404,33,143.7,63.9,142.8,57.8,34,542,33,404,60.9,143.3,47.2,308.1
34011025003,NJ,Cumberland County,025003,1375,264,766,206,60,4,0,5,70,1100,162,688,146,48,1,0,5,50,144.6,226.4,131.4,214.2,1053.5,491.3,1047.5,445.6,226.4,144.6,214.2,131.4,468.5,1050.5,344.4,594.2
34011025004,NJ,Cumberland County,025004,894,105,59,646,44,2,0,4,34,717,72,43,532,34,0,0,4,32,557.8,39.9,362.6,27.5,104.6,52.2,103.9,47.5,39.9,557.8,27.5,362.6,49.8,104.2,41.8,282.2
34011030001,NJ,Cumberland County,030001,771,45,644,32,2,10,0,1,37,632,32,538,25,1,5,0,1,30,196.5,274.5,156.8,218.5,309.4,334.6,312.6,315.4,274.5,196.5,218.5,156.8,325,311,285.8,243.8
34011035001,NJ,Cumberland County,035001,1393,145,1087,66,16,26,0,7,46,1116,96,892,58,16,16,0,7,31,243.2,491.8,169.6,414,286.2,511.1,296,483.9,491.8,243.2,414,169.6,497.5,291.1,475.2,248.7
34011035002,NJ,Cumberland County,035002,1372,213,1007,67,11,7,0,5,62,1111,133,864,51,11,7,0,0,45,213.1,355.8,147.1,297.3,87.9,153.2,90.9,144.9,355.8,213.1,297.3,147.1,149.1,89.4,237.8,134.7
34011035003,NJ,Cumberland County,035003,1626,209,1155,154,34,14,0,7,53,1356,162,972,135,34,11,0,6,36,208.8,428.6,181.8,341.9,495.9,875.6,513.2,828.6,428.6,208.8,341.9,181.8,852.1,504.5,618.7,349.9
34011040001,NJ,Cumberland County,040001,3087,413,2260,215,19,10,0,13,157,2403,282,1831,167,16,4,0,9,94,378.6,862.9,279.3,659.7,465.3,1063.9,455.8,1012.8,862.9,378.6,659.7,279.3,1038.3,460.5,899.8,394.7
34011045001,NJ,Cumberland County,045001,1738,133,1460,58,0,9,0,3,75,1420,84,1224,46,0,3,0,3,60,244.8,527.2,196.2,439.7,377.7,884.7,388.6,824.5,527.2,244.8,439.7,196.2,854.6,383.1,669,301.8
34011045002,NJ,Cumberland County,045002,4480,524,2220,1615,14,8,0,30,69,4197,483,2007,1607,14,7,0,30,49,166,458,140.1,410.6,133.6,307.1,137.1,286.2,458,166,410.6,140.1,296.6,135.3,365.5,144.2
34011050101,NJ,Cumberland County,050101,1154,247,481,340,6,5,0,0,75,853,134,421,246,2,5,0,0,45,220.1,133.1,138.6,98.2,385.4,344.7,379.2,316.7,133.1,220.1,98.2,138.6,330.7,382.3,223.2,280.8
34011050102,NJ,Cumberland County,050102,1812,600,716,388,2,13,0,5,88,1304,384,603,241,2,13,0,5,56,293.9,156.4,194.9,100.8,322.2,291.7,317.1,268,156.4,293.9,100.8,194.9,279.9,319.6,204.2,282
34011050103,NJ,Cumberland County,050103,1715,377,726,433,21,19,0,6,133,1300,243,617,315,16,15,0,3,91,299.2,246.3,239,197.1,571.9,511.5,562.7,469.9,246.3,299.2,197.1,239,490.7,567.3,356.2,418.2
34011050104,NJ,Cumberland County,050104,1712,192,1283,135,1,33,0,9,59,1341,119,1049,99,1,24,0,7,42,362,574,295,494,533,476.7,524.4,438,574,362,494,295,457.4,528.7,495.7,428.6
34011050201,NJ,Cumberland County,050201,1494,358,471,530,9,14,0,5,107,1073,238,399,364,5,6,0,2,59,286,109,157,86,137.7,123.2,135.5,113.2,109,286,86,157,118.2,136.6,107.8,179.1
34011050202,NJ,Cumberland County,050202,1095,225,448,323,2,13,0,13,71,827,155,373,240,2,8,0,6,43,253,149,142,93,419.4,375.2,412.7,344.7,149,253,93,142,359.9,416.1,240.5,306.8
34011050301,NJ,Cumberland County,050301,1211,289,237,569,19,14,0,7,76,805,159,208,369,13,12,0,3,41,217.2,71,134.9,44.8,322.7,288.7,317.5,265.2,71,217.2,44.8,134.9,276.9,320.1,167.4,248.1
34011050302,NJ,Cumberland County,050302,1025,136,745,85,5,5,0,1,48,897,101,680,65,5,5,0,1,40,232.2,312.9,168.5,258.9,293.8,262.8,289,241.4,312.9,232.2,258.9,168.5,252.1,291.4,269,245.9
34011050303,NJ,Cumberland County,050303,908,193,313,338,4,8,0,2,50,646,123,265,221,4,5,0,2,26,184,74,101,48,265.2,237.2,260.9,217.9,74,184,48,101,227.6,263.1,144.3,202.8
34011050401,NJ,Cumberland County,050401,1446,427,378,556,3,4,0,16,62,1031,265,342,378,2,4,0,7,33,324,87,156,71,232.2,207.7,228.5,190.8,87,324,71,156,199.3,230.4,139.1,235.2
34011050402,NJ,Cumberland County,050402,1826,483,737,473,8,19,0,6,100,1278,263,633,280,8,18,0,2,74,329,241,231,200,278.8,249.3,274.3,229.1,241,329,200,231,239.2,276.5,229.9,278.3
34011050403,NJ,Cumberland County,050403,1970,475,978,385,6,24,0,8,94,1502,317,814,273,4,22,0,7,65,421.9,262.9,262.9,173.9,460.7,412,453.3,378.6,262.9,421.9,173.9,262.9,395.3,457,306.9,399.7
34011050501,NJ,Cumberland County,050501,2058,265,1366,267,5,23,0,13,119,1654,167,1205,178,5,21,0,5,73,430.2,497.2,322.7,371.2,788,704.8,775.3,647.5,497.2,430.2,371.2,322.7,676.1,781.6,555.2,579
34011050502,NJ,Cumberland County,050502,1136,215,557,266,5,14,0,12,67,823,126,467,167,2,14,0,12,35,175.8,159,118.1,103.2,238.5,213.3,234.6,196,159,175.8,103.2,118.1,204.6,236.6,167.9,191.7
34011050503,NJ,Cumberland County,050503,2615,296,1848,340,10,38,0,9,74,2091,193,1567,254,10,28,0,2,37,505,724,402,537,298.6,267,293.7,245.3,724,505,537,402,256.2,296.1,443.3,374.8
34011050504,NJ,Cumberland County,050504,1438,139,1143,74,10,10,0,1,61,1174,83,968,56,10,9,0,0,48,228,407,201,325,346.2,309.6,340.6,284.5,407,228,325,201,297,343.4,331.5,278.9
34011050505,NJ,Cumberland County,050505,1632,170,1233,88,9,27,0,9,96,1354,111,1068,75,6,24,0,5,65,258.4,501.3,206.5,387.6,258.6,231.3,254.4,212.5,501.3,258.4,387.6,206.5,221.9,256.5,333.2,244.5
34011050506,NJ,Cumberland County,050506,1244,128,859,158,7,29,0,0,63,967,88,694,108,7,26,0,0,44,233.1,321.4,182,253.6,353.5,316.2,347.8,290.5,321.4,233.1,253.6,182,303.3,350.7,295.4,279.1
34011055001,NJ,Cumberland County,055001,444,46,355,13,7,3,0,0,20,372,24,321,12,7,3,0,0,5,68,177,53,138,91,177,91,167,177,68,138,53,172,91,164.8,75.8
34011060001,NJ,Cumberland County,060001,1312,75,1140,35,20,8,0,6,28,1062,45,937,29,17,4,0,5,25,177.8,442.2,131.2,387.6,217.6,529.7,216.9,511.5,442.2,177.8,387.6,131.2,520.6,217.2,467.7,185.9
34011065001,NJ,Cumberland County,065001,1887,374,1077,307,8,35,0,8,78,1451,230,929,204,7,22,0,6,53,329.1,557.6,223.2,416,744.6,1077.8,728.5,1033.6,557.6,329.1,416,223.2,1055.7,736.5,771.2,506.4
34011065002,NJ,Cumberland County,065002,2350,415,1230,546,14,28,0,2,115,1701,239,1011,336,14,26,0,0,75,408,447,268,394,333,478.2,325.7,458.5,447,408,394,268,468.4,329.3,444.4,333.7
34011065003,NJ,Cumberland County,065003,1520,282,1015,101,16,27,0,4,75,1253,189,875,91,14,27,0,4,53,234.4,402.6,207.2,339.4,179.9,258.4,176,247.8,402.6,234.4,339.4,207.2,253.1,177.9,312.1,199.4
34011065004,NJ,Cumberland County,065004,1888,214,1386,85,22,86,0,4,91,1497,137,1155,62,16,68,0,3,56,372.1,663.7,279.9,554.1,349.5,503.6,342.1,482.7,663.7,372.1,554.1,279.9,493.1,345.8,551,335.9
34011070101,NJ,Cumberland County,070101,1705,466,981,172,5,11,0,6,64,1344,317,822,138,5,9,0,5,48,318.5,343.4,233.6,262.6,1586,1188,1532,1076.6,343.4,318.5,262.6,233.6,1132.3,1559,717.7,917.5
34011070102,NJ,Cumberland County,070102,2072,746,1083,136,3,9,0,8,87,1654,535,928,114,3,9,0,7,58,375.2,366.2,261,287.8,2488.7,1864.2,2403.9,1689.4,366.2,375.2,287.8,261,1776.8,2446.3,1051.9,1382.2
34011070103,NJ,Cumberland County,070103,1515,543,815,100,6,4,0,6,41,1212,363,727,76,4,4,0,5,33,267.8,335.8,182,228.2,557.9,417.9,538.9,378.7,335.8,267.8,228.2,182,398.3,548.4,340.1,386.6
34011070104,NJ,Cumberland County,070104,1286,759,331,157,2,3,0,8,26,992,548,305,122,2,1,0,1,13,338,164,219,145,259.8,194.6,250.9,176.3,164,338,145,219,185.4,255.3,170,266.9
34011070105,NJ,Cumberland County,070105,1780,927,609,191,3,9,0,9,32,1445,686,573,153,3,6,0,8,16,397.4,164.2,249.3,97.4,247.8,185.6,239.4,168.2,164.2,397.4,97.4,249.3,176.9,243.6,153.9,283.5
34011070106,NJ,Cumberland County,070106,1697,722,614,292,3,14,1,3,48,1366,529,533,257,2,10,1,1,33,432.5,249.8,331.2,191.4,162.9,128.8,157.6,117.5,249.8,432.5,191.4,331.2,123.1,160.2,171.9,271
34011070201,NJ,Cumberland County,070201,1209,729,167,241,2,31,0,4,35,864,497,144,166,1,27,0,3,26,313.8,93.7,208,68.8,787.3,612.9,761.1,558.3,93.7,313.8,68.8,208,585.6,774.2,333.4,517.5
34011070202,NJ,Cumberland County,070202,1145,684,248,138,6,25,0,12,32,910,507,224,113,6,23,0,11,26,281,129,209,96,160.7,120.4,155.2,109.1,129,281,96,209,114.8,158,113.6,201.5
34011070203,NJ,Cumberland County,070203,1596,782,363,367,10,28,0,10,36,1206,560,321,271,9,14,0,4,27,412.6,191.4,301.2,144.1,333.5,251.4,322.1,228,191.4,412.6,144.1,301.2,239.7,327.8,203.7,342.4
34011070204,NJ,Cumberland County,070204,1657,1297,87,206,0,37,1,4,25,1104,814,69,170,0,30,1,4,16,312,41,181,27,61.7,46.2,59.6,41.9,41,312,27,181,44,60.7,39,153.6
34011070205,NJ,Cumberland County,070205,1919,708,789,260,0,78,0,4,80,1430,451,665,196,0,64,0,4,50,535,387.8,365.6,297.3,986.2,739,952.7,669.8,387.8,535,297.3,365.6,704.4,969.5,523.5,709.9
34011070206,NJ,Cumberland County,070206,1617,993,293,260,2,17,2,5,45,1181,698,249,194,2,8,2,4,24,337.3,106.8,223.9,73.9,278.4,208.6,268.9,189,106.8,337.3,73.9,223.9,198.8,273.7,144.6,277.1
34011070301,NJ,Cumberland County,070301,1356,1076,94,144,6,5,0,6,25,986,767,80,110,5,5,0,2,17,306,70,219,37,230.2,172.4,222.4,156.3,70,306,37,219,164.4,226.3,108.9,244.4
34011070302,NJ,Cumberland County,070302,1320,1066,62,143,4,23,0,4,18,956,773,49,104,0,16,0,2,12,205,39,122,15,277.4,207.8,267.9,188.3,39,205,15,122,198,272.7,112.5,218.1
34011070303,NJ,Cumberland County,070303,1526,1345,59,99,1,8,0,2,12,988,852,53,71,0,6,0,0,6,224,40,136,23,192.9,144.5,186.3,130.9,40,224,23,136,137.7,189.6,84.6,184.8
34011070401,NJ,Cumberland County,070401,2365,1019,924,306,6,36,0,7,67,1794,708,761,247,5,25,0,2,46,526,417,406,307,245.8,184.1,237.4,166.8,417,526,307,406,175.5,241.6,268.7,353.8
34011070402,NJ,Cumberland County,070402,1682,1013,349,265,0,19,0,9,27,1215,680,295,208,0,18,0,1,13,373.6,125.8,249.7,103.6,266,199.2,256.9,180.6,125.8,373.6,103.6,249.7,189.9,261.5,152.3,286.6
34011070403,NJ,Cumberland County,070403,1407,1041,129,177,1,31,0,10,18,1030,739,109,145,0,24,0,4,9,317.7,78.5,191.8,51.3,369.1,276.5,356.6,250.6,78.5,317.7,51.3,191.8,263.6,362.9,164.2,308.8
34011070404,NJ,Cumberland County,070404,1196,491,476,171,0,9,0,4,45,913,333,422,131,0,7,0,4,16,316,198,217,162,92.8,69.5,89.7,63,198,316,162,217,66.3,91.2,123.1,178.9
34011070405,NJ,Cumberland County,070405,1474,810,380,218,6,16,0,9,35,1191,630,334,182,4,14,0,4,23,436,163,312,147,94.9,71.1,91.7,64.4,163,436,147,312,67.7,93.3,111.4,233.6
34011070406,NJ,Cumberland County,070406,1629,521,796,218,5,32,0,6,51,1242,350,661,172,1,30,0,4,24,313,267,237,213,358.8,268.8,346.6,243.6,267,313,213,237,256.1,352.7,248.1,313.8
34011070407,NJ,Cumberland County,070407,1585,653,626,219,2,25,1,3,56,1227,450,565,163,2,13,1,3,30,303,298,227,240,102.1,76.5,98.7,69.3,298,303,240,227,72.9,100.4,171,182.7
34011070501,NJ,Cumberland County,070501,1176,733,181,211,0,21,0,3,27,906,523,164,180,0,18,0,0,21,263,78,174,78,379,283.9,366.1,257.3,78,263,78,174,270.6,372.5,174.3,295.5
34011070502,NJ,Cumberland County,070502,958,424,363,115,14,17,0,2,23,740,316,309,75,5,17,0,1,17,263,162,181,147,291.4,218.3,281.5,197.8,162,263,147,181,208,286.4,181.3,254.2
34011070503,NJ,Cumberland County,070503,1706,887,241,502,3,19,0,9,45,1195,601,215,342,1,17,0,4,15,408,52,236,39,30.1,22.5,29,20.4,52,408,39,236,21.5,29.6,33.5,175.8
34011070504,NJ,Cumberland County,070504,1551,1034,138,298,3,36,0,11,31,1100,729,109,201,2,28,0,7,24,365.5,94.9,216.9,42.6,271.7,203.5,262.4,184.4,94.9,365.5,42.6,216.9,194,267.1,131.4,279.1
34011070505,NJ,Cumberland County,070505,1157,436,491,176,2,8,0,3,41,913,323,412,149,2,5,0,2,20,293,153,227,118,36.8,27.6,35.6,25,153,293,118,227,26.3,36.2,80.9,148.1
34011070506,NJ,Cumberland County,070506,916,354,383,96,0,29,0,20,34,669,239,314,68,0,19,0,11,18,261.2,168.2,220.2,130.5,217.8,163.1,210.3,147.8,168.2,261.2,130.5,220.2,155.5,214.1,152.4,227.4
34011070601,NJ,Cumberland County,070601,1515,381,932,109,6,29,0,3,55,1172,265,768,81,5,27,0,3,23,316,405.2,277.7,341.5,211.6,158.5,204.4,143.7,405.2,316,341.5,277.7,151.1,208,262.2,252.4
34011070602,NJ,Cumberland County,070602,1918,415,1076,198,8,156,0,7,58,1483,288,892,143,6,118,0,6,30,338,433,272,368,137.9,103.3,133.2,93.6,433,338,368,272,98.5,135.6,249.5,220.3
34011070603,NJ,Cumberland County,070603,1375,447,777,81,5,16,0,7,42,1127,343,663,64,5,14,0,7,31,162.3,222.4,113.6,152.1,248.9,186.4,240.4,168.9,222.4,162.3,152.1,113.6,177.7,244.6,182.5,191.3
34011070604,NJ,Cumberland County,070604,2236,481,1288,223,2,153,1,13,75,1740,333,1077,176,2,116,1,3,32,447,457,334,364,259.2,194.2,250.4,176,457,447,364,334,185.1,254.8,297.8,322.7
34011070605,NJ,Cumberland County,070605,1372,337,862,95,1,21,0,7,49,1115,238,743,75,1,14,0,7,37,284.3,350.6,184.3,313.5,260,195,251.2,176.7,350.6,284.3,313.5,184.3,185.8,255.6,259,245
34011070606,NJ,Cumberland County,070606,1338,359,836,84,2,17,0,2,38,1116,253,749,76,2,14,0,0,22,306,391,227,296,212.1,158.8,204.8,143.9,391,306,296,227,151.4,208.4,247.4,237.5
34011070607,NJ,Cumberland County,070607,2704,490,1699,307,8,110,2,4,84,2113,324,1392,256,8,81,2,1,49,580.3,668.8,449.1,566.7,703,526.6,679.1,477.2,668.8,580.3,566.7,449.1,501.9,691.1,559.8,602.9
34011070608,NJ,Cumberland County,070608,2690,497,1793,210,16,34,0,40,100,2186,322,1535,170,16,28,0,40,75,501.8,641.3,383,473.4,961.4,720.2,928.6,652.6,641.3,501.8,473.4,383,686.4,945,621.9,693.7
34011070609,NJ,Cumberland County,070609,1249,227,872,62,1,42,0,0,45,975,153,708,51,1,30,0,0,32,326,371,186,316,336.5,252.1,325,228.4,371,326,316,186,240.2,330.8,291.9,293.4
34011070610,NJ,Cumberland County,070610,2181,422,1419,156,11,96,0,7,70,1774,273,1233,125,10,81,0,7,45,406.3,564.8,308,482.7,648.1,485.5,626,440,564.8,406.3,482.7,308,462.7,637.1,493.2,497.1
34011ZZZZZZ,NJ,Cumberland County,ZZZZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,153.4,71.3,120.1,158.8,190.7,159.6,177,153.4,95,120.1,71.3,183.9,159.2,160.3,121.2
34013005101,NJ,Essex County,005101,1930,1114,328,157,2,243,0,21,65,1516,808,295,127,2,209,0,19,56,361.2,148.5,223.6,92.3,638.3,371.4,631.1,309,148.5,361.2,92.3,223.6,340.2,634.7,230.3,463.6
34013005102,NJ,Essex County,005102,2141,1114,439,198,0,297,0,27,66,1730,857,383,171,0,247,0,23,49,408.1,173.2,274.7,117.6,314.9,183.1,311.4,152.3,173.2,408.1,117.6,274.7,167.7,313.2,156.5,327.3
34013005103,NJ,Essex County,005103,1516,646,507,209,0,88,0,25,41,1254,506,451,172,0,81,0,13,31,283,162,211.5,102.6,238.3,131.8,235.3,110.2,162,283,102.6,211.5,121,236.8,126.6,242
34013005104,NJ,Essex County,005104,1140,542,342,90,0,112,0,19,35,897,398,297,67,0,95,0,16,24,394.4,223.8,355.9,172.2,491.7,269.9,485.2,225.7,223.8,394.4,172.2,355.9,247.8,488.4,222.9,431.8
34013005105,NJ,Essex County,005105,1571,910,232,264,0,109,0,22,34,1227,679,217,194,0,102,0,13,22,383.1,143.4,275.6,83.3,388.2,225.9,383.9,188,143.4,383.1,83.3,275.6,207,386.1,160.2,357.7
34013005106,NJ,Essex County,005106,1648,630,440,217,1,282,0,22,56,1346,502,393,161,1,239,0,14,36,237.4,156.7,181.1,109.3,865.7,501.8,856,417.2,156.7,237.4,109.3,181.1,459.5,860.9,296.2,535.1
34013005201,NJ,Essex County,005201,1046,552,281,47,2,107,0,17,40,808,387,264,34,2,90,0,9,22,234.5,159.2,157.3,108.1,143.2,124.5,143.9,104,159.2,234.5,108.1,157.3,114.3,143.5,124,169.7
34013005202,NJ,Essex County,005202,944,392,366,40,2,127,0,7,10,775,291,326,34,0,109,0,6,9,153.7,170.8,134.9,108.3,244.9,213,246.2,178,170.8,153.7,108.3,134.9,195.5,245.6,167.5,194.9
34013005203,NJ,Essex County,005203,1306,472,522,57,2,217,0,3,33,1088,353,474,47,1,187,0,1,25,248.9,243.3,198,158.4,320,278.4,321.7,232.6,243.3,248.9,158.4,198,255.5,320.9,228.2,272.2
34013005204,NJ,Essex County,005204,1073,420,360,82,0,183,0,4,24,859,297,327,71,0,145,0,1,18,290,266,210,174,93.1,81,93.6,67.7,266,290,174,210,74.3,93.3,147.2,171.7
34013005205,NJ,Essex County,005205,1176,379,508,113,0,162,0,6,8,987,287,467,84,0,138,0,4,7,263,228,222,148,14.7,12.8,14.8,10.7,228,263,148,222,11.8,14.8,99.9,128.6
34013005206,NJ,Essex County,005206,1189,390,471,47,0,228,0,16,37,978,277,424,35,0,199,0,10,33,253.4,264.2,164,177.9,644.3,559.3,647.7,467.4,264.2,253.4,177.9,164,513.4,646,367.2,427.4
34013005207,NJ,Essex County,005207,1425,601,497,69,6,197,0,17,38,1138,413,455,58,5,171,0,13,23,253,209,170,146,277.2,241.1,278.7,201.5,209,253,146,170,221.3,277.9,199.4,244.7
34013005208,NJ,Essex County,005208,1616,494,555,134,3,397,0,17,16,1344,381,500,104,3,338,0,14,4,387,282,293,193,334.3,290.8,336,242.9,282,387,193,293,266.9,335.1,252.2,337.6
34013005301,NJ,Essex County,005301,1539,973,274,135,3,91,0,39,24,1236,756,226,112,3,88,0,34,17,303.3,114.6,219.3,68.6,274.2,125.5,271.1,100.5,114.6,303.3,68.6,219.3,113,272.6,102.3,267
34013005302,NJ,Essex County,005302,1525,1007,313,101,0,51,0,23,30,1164,747,263,89,0,37,0,10,18,351,140,274,92,141.6,64.8,140,51.9,140,351,92,274,58.4,140.8,87.2,226.6
34013005303,NJ,Essex County,005303,1895,1125,328,234,1,132,5,34,36,1536,881,278,199,1,118,5,24,30,312.6,96.9,225.9,69.2,760.1,348,751.3,278.5,96.9,312.6,69.2,225.9,313.2,755.7,198.2,512.5
34013005304,NJ,Essex County,005304,1396,776,333,77,7,156,0,23,24,1125,609,286,63,7,132,0,13,15,347,154,246,107,227.4,104.1,224.7,83.3,154,347,107,246,93.7,226.1,112.1,261.3
34013005305,NJ,Essex County,005305,1125,687,262,66,2,68,0,14,26,901,517,242,50,2,59,0,14,17,239,153,172,94,248.3,113.7,245.4,91,153,239,94,172,102.3,246.9,112.9,226.2
34013005306,NJ,Essex County,005306,1675,859,360,238,1,147,0,38,32,1299,616,313,199,1,117,0,23,30,361.8,155.3,273.2,105.1,175.2,80.2,173.2,64.2,155.3,361.8,105.1,273.2,72.2,174.2,101.2,245.8
34013005401,NJ,Essex County,005401,1315,794,295,63,0,138,1,12,12,1038,592,263,52,0,112,1,8,10,272.6,127.3,196.2,70.4,760.8,472.1,756,399.9,127.3,272.6,70.4,196.2,436,758.4,267.4,496.4
34013005402,NJ,Essex County,005402,1735,1035,422,108,2,101,6,27,34,1384,782,385,95,2,79,0,11,30,363,160,296,120,404.3,251.8,401.8,213.4,160,363,120,296,232.6,403,186.3,366.3
34013005403,NJ,Essex County,005403,1531,927,391,52,8,107,3,22,21,1228,710,341,42,3,96,3,19,14,347,169,262,138,200.6,125,199.4,105.9,169,347,138,262,115.4,200,134.5,252.3
34013005404,NJ,Essex County,005404,2033,1023,645,119,2,173,2,24,45,1679,791,578,106,2,146,2,20,34,383.8,280.1,278,186.5,298.3,185.8,296.4,157.5,280.1,383.8,186.5,278,171.6,297.4,202.5,314.1
