GEOID20,state,county,vtd,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_men,uss_18_rep_hug,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_boo,uss_20_rep_meh,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv
34021055N10,NJ,Mercer County,055N10,973,96,14,842,2,1,0,0,18,686,70,11,589,2,1,0,0,13,403,5,211,7,28.3,3.1,27.4,2.5,5,403,7,211,2.8,27.9,4.4,167.4
34021055N11,NJ,Mercer County,055N11,1124,222,51,803,6,25,0,0,17,817,153,39,582,6,21,0,0,16,372.5,12,239.1,9,302.1,32.6,292.3,26.5,12,372.5,9,239.1,29.5,297.2,20,301.5
34021055N12,NJ,Mercer County,055N12,2214,1096,214,843,0,22,0,8,31,1847,829,209,757,0,18,0,8,26,340.8,38.1,333.9,20.1,136.8,14.8,132.3,12,38.1,340.8,20.1,333.9,13.4,134.6,21.2,236
34021055S01,NJ,Mercer County,055S01,3004,2375,186,387,3,11,0,12,30,2092,1608,165,287,3,6,0,6,17,258,49,138,27,370.3,102.1,356.6,83.9,49,258,27,138,93,363.5,65.5,280.7
34021055S02,NJ,Mercer County,055S02,3262,1398,610,1166,3,16,1,7,61,2798,1043,604,1078,3,16,1,3,50,248,21,142,18,140.8,38.8,135.6,31.9,21,248,18,142,35.4,138.2,27.4,166.6
34021055S03,NJ,Mercer County,055S03,2879,2100,239,479,0,25,0,7,29,2025,1386,216,372,0,24,0,5,22,326,70,241,65,440.5,121.5,424.3,99.8,70,326,65,241,110.6,432.4,89.1,358
34021055S04,NJ,Mercer County,055S04,2110,1584,208,271,1,10,1,12,23,1402,1004,184,189,0,5,0,8,12,280,77,179,37,356.2,98.2,343.1,80.7,77,280,37,179,89.5,349.7,73.2,289.6
34021055S05,NJ,Mercer County,055S05,3699,2742,250,597,15,14,0,21,60,2467,1808,206,394,9,10,0,7,33,326.4,59.3,170.5,32.6,365.9,100.9,352.4,82.9,59.3,326.4,32.6,170.5,91.9,359.1,68.9,303.8
34021055S06,NJ,Mercer County,055S06,1434,1007,165,221,1,5,0,7,28,1069,739,138,172,0,2,0,3,15,315,55,152,71,187.7,51.8,180.8,42.5,55,315,71,152,47.1,184.2,55.1,208.9
34021055S07,NJ,Mercer County,055S07,3126,2037,305,644,6,37,5,24,68,2094,1283,264,469,2,23,4,16,33,437.6,65.7,234.5,29.4,194.6,53.7,187.4,44.1,65.7,437.6,29.4,234.5,48.9,191,48.2,263.5
34021055S08,NJ,Mercer County,055S08,2590,1748,344,422,3,20,1,8,44,1901,1236,317,306,0,16,0,3,23,426,110,248,67,322.2,88.9,310.4,73,110,426,67,248,80.9,316.3,84.7,326.7
34021055S09,NJ,Mercer County,055S09,1920,1135,227,510,1,7,0,8,32,1357,757,209,355,0,7,0,8,21,429.6,67.1,253.7,61.3,458.4,149.9,441.6,128.4,67.1,429.6,61.3,253.7,139.2,450,101.7,395.8
34021055W01,NJ,Mercer County,055W01,1815,178,127,1400,4,4,1,20,81,1434,138,112,1104,3,2,1,15,59,726.8,25.2,547.5,31,654.9,38.3,648.4,32,25.2,726.8,31,547.5,35.1,651.7,31.6,644.4
34021055W02,NJ,Mercer County,055W02,929,128,18,733,4,1,0,5,40,699,75,14,576,4,0,0,1,29,443,7,329,7,162,9.5,160.4,7.9,7,443,7,329,8.7,161.2,7.8,273.6
34021055W03,NJ,Mercer County,055W03,1536,194,580,686,1,47,0,0,28,1406,161,563,621,1,47,0,0,13,404.7,78.1,343.2,83.1,483.9,30.2,479,25.6,78.1,404.7,83.1,343.2,27.9,481.4,54.2,427.7
34021055W04,NJ,Mercer County,055W04,869,65,88,684,1,3,1,7,20,674,46,88,518,1,3,0,6,12,434,17,323,17,554.3,32.4,548.8,27.1,17,434,17,323,29.8,551.6,23.4,465
34021055W05,NJ,Mercer County,055W05,897,66,79,701,1,9,1,10,30,704,46,79,556,1,7,1,0,14,409,24,301,23,567.1,33.2,561.4,27.7,24,409,23,301,30.4,564.2,27,459.6
34021055W06,NJ,Mercer County,055W06,856,114,23,689,1,3,0,7,19,630,83,17,506,1,3,0,5,15,308,1,185,6,557,32.6,551.5,27.2,1,308,6,185,29.9,554.3,16.7,400.4
34021055W07,NJ,Mercer County,055W07,1136,114,227,735,1,17,0,6,36,956,78,219,617,1,15,0,3,23,379.9,42.3,352.7,43.3,336.7,20,333.4,16.7,42.3,379.9,43.3,352.7,18.3,335,30.5,350.7
34021055W08,NJ,Mercer County,055W08,1189,128,69,951,2,3,0,6,30,906,105,64,712,1,3,0,6,15,610.5,11.4,344.3,19.8,383.6,22.4,379.8,18.7,11.4,610.5,19.8,344.3,20.6,381.7,18.1,429.6
34021055W09,NJ,Mercer County,055W09,1108,97,42,924,5,1,0,8,31,827,68,42,686,5,1,0,5,20,411,7,268,5,296.3,17.3,293.3,14.5,7,411,5,268,15.9,294.8,10.9,317.1
34021055W10,NJ,Mercer County,055W10,1581,158,156,1189,3,7,1,6,61,1151,106,141,849,3,7,1,5,39,591.2,33.8,428.5,33,801,46.9,793,39.1,33.8,591.2,33,428.5,43,797,38.2,653.4
34021055W11,NJ,Mercer County,055W11,1920,209,37,1617,5,1,0,7,44,1282,121,31,1089,2,0,0,3,36,643,9,363,19,1080.4,63.2,1069.6,52.7,9,643,19,363,58,1075,36,789
34021055W12,NJ,Mercer County,055W12,933,120,25,753,2,7,0,1,25,685,82,25,552,1,6,0,0,19,330,7,214,3,58.2,3.4,57.7,2.8,7,330,3,214,3.1,58,4.1,165
34021055W13,NJ,Mercer County,055W13,1268,154,20,1048,4,2,0,1,39,952,98,10,807,3,2,0,1,31,516,11,342,3,216.2,12.7,214,10.6,11,516,3,342,11.6,215.1,9.3,322
34021055W14,NJ,Mercer County,055W14,1257,216,106,867,6,13,0,3,46,1034,143,104,738,6,13,0,1,29,400.2,26.1,274,23.4,323.3,18.9,320,15.8,26.1,400.2,23.4,274,17.4,321.7,21.1,329.4
34021055W15,NJ,Mercer County,055W15,1853,332,40,1412,0,12,0,9,48,1371,227,34,1052,0,11,0,8,39,680.7,19.2,461.2,21.1,718.2,43.9,710.2,36.5,19.2,680.7,21.1,461.2,40.2,714.2,30.2,642.6
34021055W16,NJ,Mercer County,055W16,1223,152,33,998,1,0,0,3,36,928,113,25,761,0,0,0,1,28,401,11,268,13,166.6,9.8,164.9,8.1,11,401,13,268,8.9,165.7,10.5,250.1
34021060001,NJ,Mercer County,060001,1603,110,1138,37,5,229,0,7,77,1227,74,911,28,4,158,0,5,47,457,329,331,281,193.5,135.8,181.3,140.2,329,457,281,331,138,187.4,221.5,290.7
34021060002,NJ,Mercer County,060002,1349,63,983,34,0,220,0,4,45,1008,39,764,31,0,153,0,0,21,306.1,382.2,245.4,349.4,767.4,543.2,719,560.6,382.2,306.1,349.4,245.4,551.9,743.2,458.9,509.5
34021060003,NJ,Mercer County,060003,1409,83,863,42,1,366,0,8,46,1110,56,706,32,1,292,0,4,19,240,364,203,294,571.9,401.3,535.8,414.2,364,240,294,203,407.7,553.9,368.4,387.7
34021060004,NJ,Mercer County,060004,1791,106,1028,75,0,527,0,3,52,1329,64,828,56,0,350,0,3,28,454.6,317.7,367.7,246.8,207.4,145.5,194.3,150.2,317.7,454.6,246.8,367.7,147.9,200.9,215.1,306
34021060005,NJ,Mercer County,060005,1514,61,604,65,10,724,0,8,42,1051,47,496,46,5,442,0,0,15,221.1,233.8,220.5,207.5,277,194.3,259.5,200.6,233.8,221.1,207.5,220.5,197.5,268.2,209.1,244.5
34021060006,NJ,Mercer County,060006,1639,118,1181,25,3,261,0,6,45,1247,78,941,18,3,176,0,6,25,421.6,404.7,325.9,373.8,739.8,519,693.1,535.8,404.7,421.6,373.8,325.9,527.4,716.5,458.3,545.1
34021060007,NJ,Mercer County,060007,1915,99,1131,79,0,539,0,13,54,1434,71,894,72,0,354,0,13,30,519,389,413,316,355.6,249.5,333.2,257.6,389,519,316,413,253.5,344.4,303,405.2
34021060008,NJ,Mercer County,060008,1602,46,1022,26,0,452,0,3,53,1194,30,791,21,0,311,0,2,39,449,397,350,363,119,83.5,111.5,86.2,397,449,363,350,84.9,115.3,232.4,257.4
34021060009,NJ,Mercer County,060009,2654,104,1386,86,2,989,0,21,66,1849,68,1029,67,0,651,0,12,22,712.4,404.3,579.3,367.2,1942.8,1363.2,1820.3,1407.1,404.3,712.4,367.2,579.3,1385.1,1881.6,885.5,1263.7
34021065001,NJ,Mercer County,065001,1322,52,415,29,0,763,0,10,53,965,35,341,22,0,543,0,4,20,475,187,384,198,266.7,77.2,252.7,89.6,187,475,198,384,83.4,259.7,137.9,344.6
34021065002,NJ,Mercer County,065002,719,66,482,15,0,127,0,2,27,562,43,395,13,0,93,0,0,18,240.3,98.7,205,96.8,624.8,181.1,592.2,209.4,98.7,240.3,96.8,205,195.3,608.5,146.5,415.6
34021065003,NJ,Mercer County,065003,1584,36,564,29,7,880,2,5,61,1177,23,474,20,0,628,2,4,26,618.2,238.8,467.1,256.5,999.7,289.5,947.2,335.8,238.8,618.2,256.5,467.1,312.6,973.5,280.1,758.1
34021065004,NJ,Mercer County,065004,6099,416,1522,477,14,3426,0,37,207,4444,309,1286,328,5,2390,0,10,116,1253.8,281,975.4,283.5,1488.4,431.7,1410.3,500.3,281,1253.8,283.5,975.4,466,1449.4,374.1,1282
34021065005,NJ,Mercer County,065005,1157,79,510,21,0,481,0,7,59,863,37,425,18,0,354,0,4,25,437,147,347,156,928.2,268.8,879.5,311.7,147,437,156,347,290.3,903.8,220.9,647.9
34021065006,NJ,Mercer County,065006,1130,46,625,30,0,378,0,8,43,809,30,486,19,0,257,0,6,11,423.5,144.7,384.8,153.2,405.1,117.4,383.9,135.8,144.7,423.5,153.2,384.8,126.6,394.5,137.8,399.3
34021065007,NJ,Mercer County,065007,959,67,513,17,0,302,0,12,48,748,41,431,13,0,223,0,8,32,354,129,321,96,254.8,73.8,241.4,85.6,129,354,96,321,79.7,248.1,96.1,292.8
34021065008,NJ,Mercer County,065008,1131,74,494,15,0,495,0,1,52,822,48,395,5,0,353,0,1,20,476,112,375,130,370.2,107.2,350.8,124.3,112,476,130,375,115.8,360.5,118.4,393
34021065009,NJ,Mercer County,065009,1627,84,530,36,2,928,1,10,36,1245,65,445,36,0,670,1,8,20,522.4,216.8,431.6,230.7,823.9,238.6,780.6,276.7,216.8,522.4,230.7,431.6,257.6,802.3,240.7,639.7
34021065010,NJ,Mercer County,065010,1666,95,594,41,2,875,3,5,51,1272,73,514,29,1,620,3,5,27,513.9,112,416.6,141,707.6,201.4,670.7,233.9,112,513.9,141,416.6,217.6,689.2,172.1,577.2
34021065011,NJ,Mercer County,065011,2001,71,695,20,0,1158,0,1,56,1494,41,559,15,0,858,0,0,21,766.8,262,571,304.7,497.6,144.1,471.5,167.1,262,766.8,304.7,571,155.6,484.6,219.5,576.7
34021065012,NJ,Mercer County,065012,1341,32,453,11,0,816,0,10,19,1114,20,423,7,0,642,0,8,14,617.8,237.6,441.2,239.2,466.3,135,441.9,156.6,237.6,617.8,239.2,441.2,145.8,454.1,192.1,491.8
34021065013,NJ,Mercer County,065013,1987,78,761,75,2,1022,0,6,43,1534,62,647,66,1,737,0,4,17,564.8,270.2,456.9,281.5,1357.3,393,1286,455.8,270.2,564.8,281.5,456.9,424.4,1321.7,350.1,916.3
34021065014,NJ,Mercer County,065014,1446,64,413,42,0,875,2,7,43,1078,43,343,34,0,627,2,6,23,500,201.6,412.2,240.5,1465.3,424.3,1388.3,492.1,201.6,500,240.5,412.2,458.2,1426.8,339.6,941.5
34021065015,NJ,Mercer County,065015,4382,223,973,336,6,2738,4,10,92,3063,158,788,238,2,1820,2,5,50,936,246,710,261.4,613.1,177.5,580.9,205.9,246,936,261.4,710,191.7,597,222.7,710
34021065016,NJ,Mercer County,065016,967,24,680,12,0,235,0,3,13,932,19,672,11,0,217,0,3,10,515,254,426,238,322.6,93.4,305.6,108.3,254,515,238,426,100.9,314.1,173.4,392.3
34023005001,NJ,Middlesex County,005001,1677,737,236,318,6,354,1,5,20,1265,523,191,248,6,274,1,5,17,1035.1,296.2,878.1,293.6,305.4,150.7,305.7,126.8,296.2,1035.1,293.6,878.1,138.7,305.6,216.8,631.1
34023005002,NJ,Middlesex County,005002,2422,770,461,679,4,445,1,5,57,1871,561,402,516,1,353,1,3,34,447.8,131.5,321,116.4,967.3,477.3,968.2,401.4,131.5,447.8,116.4,321,439.4,967.8,281.7,676.1
34023005003,NJ,Middlesex County,005003,1476,779,111,427,1,90,0,19,49,1082,559,94,323,1,68,0,11,26,360.6,36.8,247.2,33.9,318.3,157,318.6,132.1,36.8,360.6,33.9,247.2,144.6,318.4,90,311.2
34023005004,NJ,Middlesex County,005004,1367,541,86,552,4,142,0,16,26,1006,391,74,401,1,120,0,2,17,309.2,44.3,222.5,38.4,209.3,103.3,209.5,86.8,44.3,309.2,38.4,222.5,95.1,209.4,68.2,237.6
34023005005,NJ,Middlesex County,005005,1313,584,314,139,0,240,0,13,23,1026,430,271,110,0,187,0,13,15,237.8,119.8,166.7,82.9,224.6,110.8,224.8,93.2,119.8,237.8,82.9,166.7,102,224.7,101.7,213.5
34023005006,NJ,Middlesex County,005006,1584,818,234,139,8,354,1,7,23,1157,578,194,94,6,269,1,4,11,266,88,163,55,295.7,145.9,296,122.7,88,266,55,163,134.3,295.9,102.9,255.2
34023005007,NJ,Middlesex County,005007,1542,726,260,174,2,335,1,17,27,1188,535,223,130,2,268,1,11,18,248,110,169,75,167,82.4,167.1,69.3,110,248,75,169,75.8,167.1,84.2,187.8
34023005008,NJ,Middlesex County,005008,1620,656,260,235,4,398,0,37,30,1222,460,228,184,4,298,0,25,23,364,92.6,274.7,45.1,123.2,60.8,123.3,51.1,92.6,364,45.1,274.7,55.9,123.2,62.4,221.3
34023005009,NJ,Middlesex County,005009,1288,333,272,160,0,491,1,2,29,1021,259,243,133,0,365,1,2,18,288.4,135.9,199,94.7,453.5,223.8,454,188.2,135.9,288.4,94.7,199,206,453.8,160.6,348.7
34023005010,NJ,Middlesex County,005010,1060,318,302,50,3,344,0,7,36,832,238,282,32,1,255,0,0,24,225,150,172,94,210,103.6,210.2,87.2,150,225,94,172,95.4,210.1,108.7,204.3
34023005011,NJ,Middlesex County,005011,1343,438,399,118,0,353,0,8,27,1075,305,365,91,0,286,0,8,20,304,155,217,129,299.7,147.8,300,124.4,155,304,129,217,136.1,299.8,139.1,280.2
34023005012,NJ,Middlesex County,005012,1209,364,440,113,0,255,0,15,22,951,260,388,84,0,199,0,4,16,262,189,207,118,345.2,170.3,345.5,143.3,189,262,118,207,156.8,345.4,155.1,289.9
34023005013,NJ,Middlesex County,005013,1207,523,317,149,0,189,0,9,20,911,383,272,100,0,135,0,5,16,281,162.3,232.8,105.2,504.6,249,505.1,209.4,162.3,281,105.2,232.8,229.2,504.8,181.5,380.9
34023005014,NJ,Middlesex County,005014,872,209,270,80,1,284,0,5,23,684,146,224,70,1,223,0,1,19,188,120,167,79,116.4,57.4,116.5,48.3,120,188,79,167,52.9,116.4,76.2,147
34023005015,NJ,Middlesex County,005015,1075,292,325,108,6,307,0,9,28,848,214,288,95,3,225,0,3,20,220,163,167,123,379.5,187.2,379.9,157.5,163,220,123,167,172.4,379.7,157.7,286.6
34023005016,NJ,Middlesex County,005016,984,307,345,79,1,225,0,6,21,825,250,322,64,1,174,0,2,12,216,120,145,84,368,181.6,368.3,152.7,120,216,84,145,167.1,368.1,134.6,274.3
34023005017,NJ,Middlesex County,005017,1372,425,407,144,2,333,0,19,42,1100,332,346,116,2,260,0,12,32,280,165,201,134,330.6,163.1,330.9,137.2,165,280,134,201,150.2,330.8,149.8,285.6
34023005018,NJ,Middlesex County,005018,1136,315,297,100,1,372,1,10,40,871,213,284,70,1,266,1,5,31,212,134,136,104,312.3,154.1,312.6,129.6,134,212,104,136,141.9,312.5,130.4,243.2
34023005019,NJ,Middlesex County,005019,779,205,250,56,0,245,0,10,13,640,165,230,45,0,182,0,10,8,180,117,123,91,189.5,93.5,189.7,78.6,117,180,91,123,86.1,189.6,95,170.5
34023010001,NJ,Middlesex County,010001,1362,84,973,47,0,192,0,7,59,1011,56,752,36,0,137,0,6,24,594.9,347.3,554,418.3,781.3,423.4,735.6,461.4,347.3,594.9,418.3,554,442.4,758.4,412.6,666.5
34023010002,NJ,Middlesex County,010002,1431,54,981,31,0,315,0,8,42,1115,39,798,23,0,240,0,2,13,345,264.9,241.2,291.6,571,312,537.4,340.3,264.9,345,291.6,241.2,326.1,554.2,302.2,423.6
34023010003,NJ,Middlesex County,010003,1049,45,658,30,0,296,0,5,15,814,24,543,18,0,216,0,3,10,267.4,181.8,199.8,192.2,243.8,133.2,229.4,145.2,181.8,267.4,192.2,199.8,139.2,236.6,163.1,235.1
34023015001,NJ,Middlesex County,015001,1140,444,506,88,2,57,2,11,30,867,311,425,72,0,34,2,6,17,354,236,314,238,380.1,244.5,364.6,232.8,236,354,238,314,238.6,372.3,237.8,353.2
34023015002,NJ,Middlesex County,015002,1727,717,643,204,0,80,0,26,57,1339,517,531,163,0,64,0,20,44,383.5,228.6,318.9,188.2,666.4,428.6,639.1,408.1,228.6,383.5,188.2,318.9,418.3,652.8,313.4,502
34023015003,NJ,Middlesex County,015003,857,166,569,44,0,43,2,9,24,639,109,445,29,0,37,2,1,16,141,200,110,168,156.1,100.4,149.7,95.6,200,141,168,110,98,152.9,141,139.2
34023015004,NJ,Middlesex County,015004,1349,584,502,152,0,77,0,11,23,1027,406,419,119,0,58,0,10,15,208,136,149,119,257.3,165.5,246.8,157.6,136,208,119,149,161.5,252,144.5,215.3
34023015005,NJ,Middlesex County,015005,1672,620,747,113,0,117,0,12,63,1240,419,607,80,0,89,0,9,36,253.5,224.4,204.1,183.8,230.5,148.2,221.1,141.2,224.4,253.5,183.8,204.1,144.7,225.8,174.4,227.3
34023015006,NJ,Middlesex County,015006,892,289,423,68,0,56,0,23,33,690,194,368,47,0,40,0,13,28,153,153,116,104,262.5,168.8,251.8,160.8,153,153,104,116,164.8,257.1,146.6,195.8
34023020001,NJ,Middlesex County,020001,1549,85,849,54,2,514,0,10,35,1211,49,695,39,0,399,0,9,20,2681,1501,2534,1698,505.6,344.7,487.5,340.3,1501,2681,1698,2534,342.5,496.6,971,1552
34023020002,NJ,Middlesex County,020002,2748,210,1024,178,4,1258,0,21,53,2090,135,799,136,3,975,0,15,27,628.3,345.3,443.7,276.4,715.7,492.8,690.8,485.4,345.3,628.3,276.4,443.7,489.1,703.2,400,619.6
34023020003,NJ,Middlesex County,020003,1746,477,854,68,1,266,0,22,58,1317,316,692,50,1,199,0,16,43,244.7,249.5,178.1,172.5,1111.4,757.7,1071.7,748,249.5,244.7,172.5,178.1,752.9,1091.5,481.9,651.5
34023020004,NJ,Middlesex County,020004,1206,94,775,11,0,288,0,4,34,957,50,661,11,0,210,0,4,21,307.1,252.8,244.7,212.6,243,168.7,234.3,166.4,252.8,307.1,212.6,244.7,167.6,238.7,200.1,257.3
34023020005,NJ,Middlesex County,020005,856,60,444,33,1,268,0,8,42,625,38,350,15,1,200,0,8,13,123.8,88.9,139.2,99.7,302.8,206.4,292,203.8,88.9,123.8,99.7,139.2,205.1,297.4,149.7,214.4
34023020006,NJ,Middlesex County,020006,675,100,418,42,0,80,0,2,33,519,65,344,30,0,60,0,2,18,137,163.2,110.4,124.3,254.4,175.2,245.3,172.8,163.2,137,124.3,110.4,174,249.9,158.9,186.8
34023020007,NJ,Middlesex County,020007,1192,159,746,39,2,208,0,3,35,919,103,605,29,0,153,0,3,26,235.3,236.3,181.7,183.7,191.9,130.8,185,129.1,236.3,235.3,183.7,181.7,130,188.4,170,198.5
34023020008,NJ,Middlesex County,020008,1202,139,728,42,1,259,0,4,29,908,84,589,33,0,187,0,3,12,220,213,209,169,166.6,113.6,160.7,112.2,213,220,169,209,112.9,163.7,151.9,189.1
34023020009,NJ,Middlesex County,020009,966,91,636,44,0,144,1,5,45,735,50,519,31,0,112,0,5,18,195.5,206.3,158.2,161.1,309.8,211.2,298.8,208.5,206.3,195.5,161.1,158.2,209.9,304.3,196.8,240.6
34023020010,NJ,Middlesex County,020010,1386,82,597,46,1,627,0,2,31,1070,70,490,36,1,456,0,0,17,243,155,187,126,95.1,64.8,91.7,64,155,243,126,187,64.4,93.4,102.5,154.2
34023020011,NJ,Middlesex County,020011,794,140,462,59,1,102,0,13,17,595,94,368,43,0,75,0,8,7,117.3,129.5,92.9,98.5,190.7,130,183.9,128.4,129.5,117.3,98.5,92.9,129.2,187.3,121.6,146.2
34023020012,NJ,Middlesex County,020012,941,89,609,33,0,182,0,6,22,696,57,484,24,0,118,0,4,9,210.5,200,144.2,171.9,85.3,58.2,82.3,57.4,200,210.5,171.9,144.2,57.8,83.8,121.9,130.6
34023020013,NJ,Middlesex County,020013,1289,145,593,85,1,418,0,2,45,1010,91,500,65,1,322,0,2,29,264.3,199.8,191.1,170.4,458.1,312.3,441.7,308.3,199.8,264.3,170.4,191.1,310.3,449.9,247.7,338.8
34023020014,NJ,Middlesex County,020014,1721,112,1210,59,4,297,0,4,35,1360,97,968,51,2,220,0,3,19,387.4,263.4,322,249.8,316.7,215.9,305.4,213.1,263.4,387.4,249.8,322,214.5,311,235.6,332.9
34023020015,NJ,Middlesex County,020015,588,48,293,32,0,186,0,2,27,467,30,255,25,0,139,0,2,16,252.5,164.5,167.1,134.2,347,186.8,337.4,181.6,164.5,252.5,134.2,167.1,184.2,342.2,166.8,276
34023020016,NJ,Middlesex County,020016,1266,131,711,49,1,336,4,5,29,1001,93,592,44,1,250,4,4,13,274.9,236.9,201.9,192.9,687.5,468.8,663,462.7,236.9,274.9,192.9,201.9,465.8,675.3,340.3,456.8
34023020017,NJ,Middlesex County,020017,1015,97,657,57,0,177,0,9,18,798,59,544,40,0,136,0,6,13,257.5,182,213.8,153.1,501,341.6,483.1,337.1,182,257.5,153.1,213.8,339.4,492,253.4,363.8
34023020018,NJ,Middlesex County,020018,1235,256,546,103,0,297,0,2,31,969,192,418,90,0,242,0,2,25,188.1,117.2,120.2,86,126.4,86.2,121.9,85.1,117.2,188.1,86,120.2,85.6,124.2,93.6,139.2
34023020019,NJ,Middlesex County,020019,754,83,353,44,0,249,0,1,24,604,65,292,40,0,191,0,0,16,189.2,137.1,139.3,104.3,75.5,51.5,72.8,50.8,137.1,189.2,104.3,139.3,51.1,74.1,85.9,119.2
34023020020,NJ,Middlesex County,020020,1510,92,844,37,0,499,0,5,33,1135,79,680,27,0,334,0,3,12,362.6,271.2,234.4,219.5,644.4,439.3,621.4,433.7,271.2,362.6,219.5,234.4,436.5,632.9,340.9,465.7
34023020021,NJ,Middlesex County,020021,957,77,616,27,2,199,0,2,34,753,50,492,23,0,161,0,2,25,244.1,202.1,169.1,166.1,200.2,136.5,193,134.7,202.1,244.1,166.1,169.1,135.6,196.6,159.8,201.6
34023020022,NJ,Middlesex County,020022,1059,109,569,68,0,281,0,6,26,848,84,480,56,0,206,0,6,16,225.6,152.5,175,103.2,83.3,56.8,80.4,56.1,152.5,225.6,103.2,175,56.5,81.8,92.2,141.1
34023020023,NJ,Middlesex County,020023,1309,76,865,15,3,309,0,5,36,984,39,687,11,3,214,0,1,29,318,218,274,193,272.6,185.9,262.9,183.5,218,318,193,274,184.7,267.8,195.1,281.9
34023020024,NJ,Middlesex County,020024,949,82,658,34,0,135,0,3,37,759,58,539,21,0,112,0,3,26,233,202,191,167,219.8,149.9,212,148,202,233,167,191,148.9,215.9,166.7,214
34023020025,NJ,Middlesex County,020025,1019,63,609,25,0,273,0,12,37,747,46,472,17,0,189,0,8,15,233.5,164.7,200.8,126.9,230.7,157.2,222.4,155.2,164.7,233.5,126.9,200.8,156.2,226.5,151,221.9
34023020026,NJ,Middlesex County,020026,1359,125,763,28,2,366,0,23,52,1041,80,629,11,2,266,0,18,35,310.4,294.6,226.3,236.5,588.2,401.4,567.3,396.1,294.6,310.4,236.5,226.3,398.8,577.8,332.1,423
34023020027,NJ,Middlesex County,020027,1189,122,812,13,2,199,0,15,26,930,71,678,7,2,151,0,8,13,196,261.7,154.9,183.4,917.4,625.5,884.7,617.4,261.7,196,183.4,154.9,621.5,901,422,538.3
34023020028,NJ,Middlesex County,020028,646,78,412,37,0,103,0,8,8,507,57,338,23,0,81,0,2,6,142,143,102,107,83.8,57.1,80.8,56.4,143,142,107,102,56.7,82.3,90.9,102.1
34023020029,NJ,Middlesex County,020029,1361,139,548,62,2,552,1,8,49,1084,89,476,46,0,435,0,8,30,274,204,213,158,706.2,481.5,681,475.3,204,274,158,213,478.4,693.6,329.7,468.6
34023020030,NJ,Middlesex County,020030,1471,85,791,57,2,493,0,7,36,1268,68,749,54,0,377,0,5,15,295,224,219,177,604.2,411.9,582.6,406.6,224,295,177,219,409.3,593.4,304.9,425.2
34023020031,NJ,Middlesex County,020031,1700,138,953,54,1,477,0,22,55,1322,107,762,39,1,352,0,22,39,326.7,283.7,247.3,202.3,546.2,372.4,526.7,367.6,283.7,326.7,202.3,247.3,370,536.5,306.5,411.7
34023020032,NJ,Middlesex County,020032,697,107,348,33,0,174,0,7,28,541,72,287,24,0,137,0,4,17,209.7,135.2,128.2,101.1,376.7,256.8,363.2,253.5,135.2,209.7,101.1,128.2,255.2,370,186.7,269.5
34023020033,NJ,Middlesex County,020033,2153,228,951,194,0,713,0,11,56,1770,176,802,167,0,580,0,11,34,240.6,131.5,189.8,94.7,189.3,129.1,182.6,127.4,131.5,240.6,94.7,189.8,128.3,186,120.7,200.6
34023020034,NJ,Middlesex County,020034,1517,58,841,48,1,506,0,14,49,1150,41,672,36,1,371,0,9,20,366,247.8,276.3,208.4,439.2,299.4,423.5,295.6,247.8,366,208.4,276.3,297.5,431.3,262.8,376.2
34023020035,NJ,Middlesex County,020035,693,47,425,28,0,160,1,1,31,515,28,333,19,0,119,0,1,15,141,122,114,107,279.6,190.6,269.6,188.2,122,141,107,114,189.4,274.6,152,201.1
34023020036,NJ,Middlesex County,020036,1179,69,669,30,1,376,0,2,32,962,44,605,15,1,273,0,0,24,269.5,204.3,196.9,155.7,961.6,655.6,927.3,647.2,204.3,269.5,155.7,196.9,651.4,944.5,415.7,588.8
34023020037,NJ,Middlesex County,020037,1836,120,990,52,0,626,0,19,29,1474,98,828,37,0,486,0,8,17,341,225,250,185,206.8,141,199.4,139.2,225,341,185,250,140.1,203.1,172.5,249.3
34023020038,NJ,Middlesex County,020038,1276,130,719,44,2,326,0,6,49,1010,96,590,33,1,248,0,6,36,224,181,167,133,862.8,588.3,832,580.7,181,224,133,167,584.5,847.4,370.7,521.5
34023020039,NJ,Middlesex County,020039,1133,73,502,42,0,487,0,2,27,882,51,423,35,0,359,0,0,14,208.2,172.7,166.9,138.1,261.1,178,251.8,175.7,172.7,208.2,138.1,166.9,176.9,256.4,166.1,222
34023020040,NJ,Middlesex County,020040,1573,142,795,107,4,484,0,5,36,1194,102,644,84,4,341,0,4,15,299.5,196.7,218.1,150.3,481.4,328.2,464.2,324,196.7,299.5,150.3,218.1,326.1,472.8,249.8,365.8
34023025001,NJ,Middlesex County,025001,2246,51,450,62,6,1644,1,6,26,1563,39,416,46,0,1045,1,2,14,3768.1,1748,3454.9,2100.1,222.2,134.7,217.8,125.4,1748,3768.1,2100.1,3454.9,130.1,220,1027.1,1915.7
34023025002,NJ,Middlesex County,025002,1740,47,151,151,2,1366,0,10,13,1416,32,132,135,0,1104,0,8,5,613,177,413,144,677,411,663.7,382.1,177,613,144,413,396.5,670.3,278.5,591.7
