GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PREIWES,G20PREIBLA,G20PREIKEN,G20PREILAR,G20PREIFUE,G20USSRHAG,G20USSDBRA,G20USSIHOO,G20USSISTA,G20USSIMCL,G20USSIJAM,G20USSIHIL,G20USSIGRU,G20USSIHEN,G20USSIFAP
47025001201,47,025,001201,886.6,193.51,8.56,0.66,1.97,0,0,0,0.66,864.22,171.79,1.32,0,4.61,1.97,1.97,1.32,1.32,4.61
47025001202,47,025,001202,171,60,0,0,0,0,0,0,0,146,57,0,0,1,0,0,0,1,0
47025001203,47,025,001203,623.29,101.65,4.36,1,0.04,1,1,0,0,585.74,100.18,2.08,2.04,0.04,0.12,2.04,0.08,1.12,1.08
47025001204,47,025,001204,1308.66,313.88,11.85,0.99,1.97,2.96,2.96,0,0.99,1276,279.33,2.97,3.96,4.94,4.93,2.96,0.99,6.91,2.96
47025001205,47,025,001205,387.56,67.89,0.16,0,1.73,0.89,0,0,0,364.27,63.04,0.89,0.91,0.08,0.9,0.88,0.02,0.04,0.05
47025001206,47,025,001206,1156.51,259.92,6.1,0.01,4.04,1.01,0,0,1.03,1091.86,226.49,2.04,5.03,4.05,0.02,1.02,0.01,1.03,2.03
47025001207,47,025,001207,326,69,3,0,0,0,0,0,0,321,59,1,0,3,1,0,0,2,1
47025001208,47,025,001208,781.54,139.98,5.65,1.11,1.35,0.05,2,0,0.11,747.57,128,2.29,0.13,3.85,0.35,2.35,1.27,0.29,0.8
47025001209,47,025,001209,121.46,48.43,0.17,0.01,0.03,0.04,0.04,0,0.01,114,44.94,1.04,0.06,1.07,2.07,0.04,0.01,0.1,0.04
47025001210,47,025,001210,1407.98,367.95,13.79,0.98,4.92,0,0,0,3.93,1320.4,307.97,4.92,4.92,6.88,1.97,1.97,0.99,3.94,3.94
47025001211,47,025,001211,512.47,110.06,1.99,0,2.03,2.01,1,0,0,495.02,104.98,2.01,0.02,1.99,1.02,1.02,0,1.99,0
47025001212,47,025,001212,108.81,17.16,1.12,0,0.12,0,0,0,0,104.08,15.79,0.25,0.12,0.12,0.37,0.12,0.25,0.37,0.25
47025001213,47,025,001213,1254.03,204.11,12.66,0.23,1.88,2.03,0,0,0.23,1194.15,179.48,3.46,4.92,5.49,1.77,1.77,2.39,3.35,3.56
47025001214,47,025,001214,178,17,1,0,0,0,0,0,0,163,16,0,0,0,0,0,0,0,0
47025001215,47,025,001215,724.88,115.57,7.37,0.06,0.86,0.02,0,0,0.04,692.9,105.77,1.66,0.88,0.88,2.4,0.87,1.6,2.43,1.64
47025001216,47,025,001216,141.45,35.49,4.1,0,0.01,1,1,0,0,133.03,32.37,0.02,2.01,1.01,0.03,0.01,0.02,1.03,2.02
47025001217,47,025,001217,516.63,80.64,1,1,1.02,0.01,0,0,0,505.41,69.6,2.01,0.01,3,0.01,0.01,0,0,0
47027001301,47,027,001301,219,51,1,0,2,0,0,0,0,202,47,1,1,0,0,1,1,3,0
47027001302,47,027,001302,264.59,81.69,1.9,0.01,0.94,0.02,0.94,0,0,244.69,75,0.03,0.01,0.02,0,0.95,0.94,1.9,2.83
47027001303,47,027,001303,581,99,7,2,0,1,0,0,0,532,85,1,0,2,0,2,3,3,0
47027001304,47,027,001304,282,89,0,0,0,0,0,0,0,266,65,2,0,1,0,0,1,0,1
47027001305,47,027,001305,429.44,213.29,1.11,0,1.05,1,1.05,0,0,388.37,169,2.99,2,3.99,2,1.05,0.06,2.11,0.17
47027001306,47,027,001306,424.12,106.76,1.99,1.99,0,2.98,0,0,0,406.15,92.75,3.98,1,2.99,0,1,0,1.99,0.99
47027001307,47,027,001307,532,94,9,0,0,0,0,0,1,485,82,5,1,4,1,1,0,2,0
47029001401,47,029,001401,513.25,97.76,3.91,0,0.98,0,0,0,0,480.01,86.03,2.93,0,3.91,0.98,0,0.98,0,0
47029001402,47,029,001402,540.67,121.43,4.31,1,0.14,0.09,1.04,0.05,0,497.09,110.81,2.27,2.09,5.31,3.08,3.17,1.04,0.09,1.04
47029001403,47,029,001403,935.78,129.9,6.83,0.04,0.93,0.04,0.86,0,0,839.12,115.34,7.71,1.74,6.01,0.99,1.72,5.92,4.27,2.53
47029001404,47,029,001404,604.87,117.32,3,2.02,1,0,0,0,1,559.95,108.26,3,2.99,2.01,1,1,0,1,1.99
47029001405,47,029,001405,723.11,195.5,6.01,4.01,1,0,0,1,1,681.76,171.42,5.01,1.03,8.01,0,3,1.01,0.04,4.01
47029001406,47,029,001406,706.26,222.78,6.64,0,2.84,1.9,0.95,0.95,0,671.18,188.65,5.69,1.9,6.64,1.9,3.79,0.95,1.9,0.95
47029001407,47,029,001407,634.11,181.31,5.82,0,1.94,0,0,0,0.97,589.51,144.47,10.66,3.88,3.88,3.88,1.94,0,2.91,1.94
47029001408,47,029,001408,382.59,78.56,3.04,1.03,0.01,1,0,0,0,365.71,65.33,2.04,1.07,1.06,0,0.02,1.02,0.08,1.04
47029001409,47,029,001409,1078.91,162.39,3.99,2.96,1.01,0.01,0.01,0.01,0,990.91,138.48,3.99,6.91,5.97,0.01,2,1.98,7.9,3.95
47029001410,47,029,001410,1220,219,8,4,2,4,1,1,1,1151,210,5,1,4,0,2,6,6,3
47029001411,47,029,001411,561.58,124.72,8.04,0.01,1.01,0,1,0,0,531.28,116.67,1.02,1.01,3.02,2.01,2.01,1.01,0.01,1
47029001412,47,029,001412,649.21,118.26,7.8,0.98,1.95,0.01,0,0.97,0,591.65,110.4,2.93,0,2.93,0,1.95,0.97,2.93,0
47029001413,47,029,001413,211.74,43.95,0.19,0,0.06,0.79,0,0,0.03,193.64,36.41,1.93,0.92,0.92,0.12,0.06,2.38,1.68,0.06
47029001414,47,029,001414,608.5,106.09,6.18,0,0.03,0.05,1.02,0,0.99,568.42,96.25,1.36,5.07,2.24,1.02,1.05,0.36,0.25,1.08
47029001415,47,029,001415,613.5,156.42,3.17,2.01,1.04,2.14,0.99,0.02,0,572.1,131.13,4.36,1.15,3.21,0.99,2.04,0.48,3.36,0.99
47029001416,47,029,001416,525.48,195.12,5,2,2,1,0,0,0,476.45,172.1,5,4,5,1,3,1,6,3
47029001417,47,029,001417,537.22,88.95,7.08,1,0.02,0,0,0,0,490.56,72.71,8.06,3,3.08,0.02,0,2.02,2,4
47029001418,47,029,001418,73.46,19.69,0.1,0.99,0.04,0.01,0.02,0,0,73.1,17.47,0.05,0.04,0.06,0.03,0.03,0,0.03,0.02
47029001419,47,029,001419,925.16,137.88,3,1,2,1,0,0,0,858.22,120.89,5.99,1,5,1,1,3,3,1
47031001501,47,031,001501,715.19,265.92,7.49,2.79,13.87,3.72,4.6,0.92,3.7,704.12,252.76,1.93,3.68,6.51,11.07,1.91,1.83,7.38,1
47031001502,47,031,001502,502.09,176.36,12.16,0.08,14.1,2.11,3.06,2.01,1.02,480.97,162.1,7.07,2.01,14.13,3.07,3.06,2.99,4.05,2.06
47031001503,47,031,001503,803.47,292.35,19.67,0.89,11.17,2.59,4.27,2.56,0,793.12,268.37,6.85,3.43,10.27,8.58,4.28,0.86,5.15,4.28
47031001504,47,031,001504,855.23,350.15,12.11,0.06,12.1,4.03,4,2.99,0,843.1,318.09,5.04,6.99,8.04,8.07,2.03,1.01,4.04,2.03
47031001505,47,031,001505,879,206,0,4,10,3,3,1,1,859,191,3,2,9,5,2,1,6,0
47031001506,47,031,001506,787.76,191.03,13.88,3.91,12.86,3.95,2.01,1.01,0,772.96,170.13,4.96,3,6.96,8.91,2.97,0.99,4.95,2.97
47031001507,47,031,001507,915.36,191.13,10,4,10.01,1,4,0,1,888.35,183.13,5,3,8,6.01,2,2,6,2
47031001508,47,031,001508,1080.98,212,8,1,6,3,1,0,0,1049.98,193,2,5,8,7,2,1,7,1
47031001509,47,031,001509,868.13,213.78,8.99,1.99,18.81,0.99,4.95,0,0.99,862.06,202.63,0.02,1.99,8.94,7.92,2.98,1,5.96,3.98
47031001510,47,031,001510,883.87,224.51,9.89,2.97,5.94,0,3.96,0,0,849.28,205.72,2.97,5.93,8.9,5.94,0.99,3.95,7.91,1.98
47031001511,47,031,001511,1082.07,242,9.57,1.26,19.86,0.32,1.43,0.08,1.3,1070.9,214.23,5.09,2.35,7.52,15.71,3.11,3.14,3.67,4.02
47031001512,47,031,001512,606.78,159.31,8.02,1.99,7.26,2.93,1.03,0.01,1.97,602.56,142.22,4.99,1.02,5.04,4.24,3.95,0.07,3,3.97
47031001513,47,031,001513,485.07,100.8,7.79,1.81,4.52,1.03,2.64,0.96,0.91,475.45,95.94,3.39,0.05,2.21,2.02,0.09,0.15,1.02,0.15
47031001514,47,031,001514,1157.99,296.75,11.41,5.09,6.91,7.36,5.68,1.47,0.01,1145.37,283.41,4.15,0.61,10.75,4.44,2.71,0.18,2.86,2.73
47031001515,47,031,001515,1050.65,396.67,18.57,1.96,8.8,3.91,1.96,0.98,0.98,1061.54,356.92,2.94,1.95,7.82,10.75,3.91,1.95,6.84,1.95
47031001516,47,031,001516,1095.89,445.91,27.32,4.17,6.53,4.03,4.31,4.02,2.08,1127.81,392.73,0.57,0,13.87,4.17,0,3.88,1.11,3.88
47031001517,47,031,001517,383.67,187.68,4.97,0,5.96,1.99,1,2.98,0,362.83,170.81,2.98,2.98,6.95,0.99,0.99,0.99,0.99,1.99
47031001518,47,031,001518,742.99,350.07,8.03,1,10.04,2.03,4.01,4,2,750.89,306.97,1.03,2.01,14.02,10.03,2,0.01,6.03,3.03
47031001519,47,031,001519,408,262,12,3,11,4,6,1,2,397,248,1,4,8,6,1,0,4,3
47031001520,47,031,001520,780,351,8,2,8,2,2,2,2,756,326,3,3,5,8,1,2,1,5
47031001521,47,031,001521,834.31,374.85,18.07,3,4.11,1.07,2.02,2,1,822.04,333.58,13.09,2.02,4.05,5.07,3,1.02,6.07,1.07
47031001522,47,031,001522,633,133,5,2,6,3,2,0,2,610,127,3,1,6,6,1,1,1,3
47031001523,47,031,001523,338,84,1,0,5,1,2,0,0,328,72,5,0,1,10,0,0,4,1
47033001601,47,033,001601,406.98,73.15,3.01,0,0.01,0,0.01,0,0,382.98,60.99,2,2,2.01,0,1.01,2,0,0
47033001602,47,033,001602,439.71,46.86,2.99,0,0,1,0,0,0,408.8,43.87,1,0,0,0,1.99,0,0,1
47033001603,47,033,001603,469.29,87.14,3.01,2,0,0,0,0,1,451.2,80.13,2,0,1,1,0.01,0,1,2
47033001604,47,033,001604,279.55,108.43,0.74,0.74,1.48,0.74,1.48,0,1.48,274.39,98.1,1.48,0.74,0.74,0,0,0.74,0.74,1.48
47033001605,47,033,001605,227.11,173.21,4.07,1,2.05,0,0,0.02,0,222.47,141.67,2.02,1,6.07,0,0.05,0,4.02,1.07
47033001606,47,033,001606,555.33,129.36,3.19,0.26,2.48,0.26,0.52,0.98,0.52,527.14,103.23,1.5,0.26,3.19,0,1.95,0.26,1.24,3.45
47033001607,47,033,001607,514,109,0,0,1,0,0,0,0,497,107,2,1,0,0,1,0,0,2
47033001608,47,033,001608,192.18,224.37,1.89,0,2.84,0,1.89,0,0,191.23,193.13,0,0.95,2.84,0,1.89,0,0.95,0
47033001609,47,033,001609,374,82,3,0,0,0,0,0,0,341,70,1,2,0,1,0,1,0,1
47033001610,47,033,001610,274.84,153.48,1.1,2,0.15,0,0.1,0,0,266.79,126.88,0,1.05,3.15,0,0.1,0,1.05,3
47033001611,47,033,001611,467,93,5,0,1,0,0,0,0,436,76,1,1,2,0,0,1,2,1
47033001612,47,033,001612,473,102,2,0,1,1,0,0,0,456,89,0,1,0,0,0,0,1,0
47035001701,47,035,001701,724,123,10,0,2,1,0,0,0,689,105,2,1,4,0,3,1,4,1
47035001702,47,035,001702,672,151,6,0,0,2,0,0,0,659,123,0,0,2,1,1,2,1,4
47035001703,47,035,001703,974.73,238.33,8.22,1.17,2,4.24,0.03,0.02,1,928.74,224,1.01,2.11,5.32,2.07,2.04,3.04,3.11,4.08
47035001704,47,035,001704,1586.9,458.01,27.81,1,2.98,2.98,2.98,0,0,1514.35,391.46,5.96,3.97,14.9,1.99,6.95,5.96,3.98,9.93
47035001705,47,035,001705,2481.88,678.15,34.96,3.99,4.99,5.99,1,0,1,2409.97,586.26,4.99,5.99,15.98,4.99,5.99,4.99,6.99,6.99
47035001706,47,035,001706,472,75,1,0,0,0,1,0,1,432,56,2,0,0,0,1,2,4,0
47035001707,47,035,001707,374,76,3,0,1,0,0,0,0,354,64,1,2,3,0,0,0,0,0
47035001708,47,035,001708,2257.05,825.89,7.81,6.83,0,8.79,0.98,0.98,0,2296.1,700.94,0,3.9,11.71,2.93,0.98,0.98,3.9,2.93
47035001709,47,035,001709,2536.22,1177.78,15.97,3.99,2,15.97,2,0,1,2572.15,1026.07,3.99,8.98,17.97,1,5.99,9.98,6.99,6.99
47035001710,47,035,001710,403.16,69.97,7.04,0,0,0.01,0,0,0,388.91,60.88,1,2,5.01,1.01,0.01,0.01,2.02,0.02
47035001711,47,035,001711,1012,244,14,0,4,1,0,0,1,980,223,1,1,4,1,1,0,4,2
47035001712,47,035,001712,689.44,190.09,4.92,0,0.98,3.94,0,0,0.98,663.84,165.47,1.97,0.98,2.95,3.94,4.92,0.98,2.95,1.97
47035001713,47,035,001713,800.96,183.11,5.07,0.02,1.04,0.04,1,0,0,774.44,163.63,2.06,3.04,1.07,2.01,2.03,1.01,1.03,0.02
47035001714,47,035,001714,1028,226,5,3,1,1,1,0,0,996,206,5,0,10,1,0,2,3,1
47035001715,47,035,001715,285,41,1,0,0,0,0,0,0,269,34,0,0,1,2,0,0,0,1
47035001716,47,035,001716,1214.1,271.99,6.19,3,4.02,2.02,1.02,0,2,1144.65,248.54,0.04,3.03,5.1,2.01,1.05,0.04,7.02,5.07
47035001717,47,035,001717,650.84,122.03,4.96,0,0,0.99,0,0,0,619.09,111.12,0,0,0.99,0.99,0.99,0.99,2.98,2.98
47035001718,47,035,001718,819,268,15,3,2,1,1,0,1,780,252,2,2,6,1,3,3,3,0
47035001719,47,035,001719,1263.12,269.85,12.04,2.01,2.01,4.01,0,0,0,1207.03,237.74,3.01,2.01,5.02,0.01,4.01,1.01,7.01,3.01
47035001720,47,035,001720,430,57,9,0,0,0,1,0,0,398,53,0,0,1,0,1,3,0,0
47035001721,47,035,001721,876.52,163.19,6.84,0,0,0.98,0,0,0,836.46,145.6,2.93,0.98,7.82,0,1.95,0,0.98,0
47035001722,47,035,001722,1662.6,500.8,7,1.98,3.97,4.02,0,0,0.02,1611.72,453.9,5.97,3.97,6.97,1.05,3.04,1,3.01,2.01
47035001723,47,035,001723,787,138,8,0,0,1,0,0,0,766,123,2,0,5,1,0,0,1,6
47035001724,47,035,001724,1167.48,179.81,11.16,1,1,1.02,0,0,0,1121.54,153.4,4.07,2.02,3.18,1,0.05,1,4.02,4
47037001801,47,037,001801,1753,771,21,7,14,3,5,5,6,1766,700,16,6,18,5,2,3,7,4
47037001802,47,037,001802,370,217,2,0,3,1,1,1,0,356,204,1,2,1,8,1,2,0,1
47037001803,47,037,001803,404.48,3631.91,20.62,13.14,59.83,14.07,17.14,28.35,6.07,403.1,3459.25,22.28,21.21,43.41,32.14,12.07,4.14,12.07,8.14
47037001804,47,037,001804,214.82,107.11,2.98,0.98,2,2.94,0.01,0,0,214.91,94.26,0.99,0.01,2.94,1.98,0.98,0.02,0.01,0
47037001805,47,037,001805,77.45,1213.23,4.97,3.96,23.78,3.96,5.94,12.87,5.94,67.61,1127.05,6.93,8.91,22.77,19.81,5.94,1,3.97,3.96
47037001806,47,037,001806,70.57,1915.42,8.95,7.95,46.72,2.98,10.93,9.94,6.96,76.54,1802.1,12.92,12.92,25.84,24.85,2.98,2.98,3.98,4.97
47037001807,47,037,001807,186.9,1921.56,5.07,6.03,39.17,4.03,13.07,24.1,10.03,177.93,1825.26,17.04,16.01,28.13,21.08,8.06,2.01,9.98,8.03
47037001808,47,037,001808,103.35,576.2,5.14,2.01,10.19,2.05,4.03,5.1,1.01,108.64,530.49,2.06,4.09,9.15,8.06,1.03,1.02,2.07,2.11
47037001809,47,037,001809,229.35,1361.78,21.02,1.91,29.62,7.65,5.73,15.29,1.91,268.53,1246.15,8.6,13.38,23.89,12.42,3.82,2.87,10.51,15.29
47037001810,47,037,001810,123.32,883.77,2.21,2.02,15.3,1.08,2.06,11.15,3.02,117.72,830.6,4.09,3.14,15.24,6.13,1.04,3.03,4.11,3.15
47037001811,47,037,001811,725.83,351.21,16.58,0,3.9,1.95,0.98,1.95,0,745.34,313.16,6.83,2.93,1.95,3.9,1.95,0,1.95,3.9
47037001812,47,037,001812,124,83,3,0,3,0,1,1,0,128,79,0,1,0,2,0,0,0,2
47037001813,47,037,001813,181.52,551.09,8.38,1.86,11.17,0.93,1.86,4.65,0.93,189.9,528.75,3.72,2.79,5.59,1.86,0.93,1.86,0.93,1.86
47037001814,47,037,001814,637.4,2731.74,28.59,12.48,50.27,3.14,17.54,16.76,3.14,661.11,2587.17,22.68,13.7,38.59,27.18,6.99,6.06,9.56,23.89
47037001815,47,037,001815,132.53,2356.02,10.99,8.02,48.11,5.99,17,28.96,11.01,128.53,2250.64,17.04,13.07,35.03,24.07,11.96,3,5.05,9
47037001816,47,037,001816,282.26,1016.62,4.06,1.03,10.1,2.01,7.04,8.03,1.01,270.32,973.33,9.05,7.03,12.08,13.06,3.01,1.01,2.02,1.05
47037001817,47,037,001817,2142,2083.08,59.92,10.98,21.97,6.99,3.99,3.99,4.99,2371.68,1821.45,11.98,2,24.97,12.98,3.99,2,6.99,28.96
47037001818,47,037,001818,593,1126,31,2,14,3,2,8,3,625,1029,9,5,14,8,2,6,3,23
47037001819,47,037,001819,760,619,15,2,13,3,2,0,1,812,568,1,1,9,7,1,0,4,5
47037001820,47,037,001820,1918.08,2012.93,56.91,3.99,15.98,7.99,6.99,9.98,2,2041.89,1820.23,7.99,4.99,23.96,9.98,5.99,5.99,6.99,25.96
47037001821,47,037,001821,190,931,9,4,17,0,3,9,1,190,894,7,4,16,11,1,4,5,4
47037001822,47,037,001822,310,2126,32,9,21,2,4,8,2,350,2000,14,6,22,6,6,4,5,11
47037001823,47,037,001823,234,893,17,7,5,2,1,2,0,269,845,2,0,4,2,1,6,1,5
47037001824,47,037,001824,53,760.58,6.96,0.01,11.94,1,6.95,6.96,0,66.89,719.74,3.97,9.93,7.97,4.99,1,1.99,1.99,2.98
47037001825,47,037,001825,367,2045,41,10,17,0,2,7,6,415,1954,13,7,18,10,1,2,5,8
47037001826,47,037,001826,282,1525,18,7,8,2,2,3,0,313,1445,8,2,10,1,2,1,5,10
47037001827,47,037,001827,398,2104,34,2,6,2,1,4,0,454,2007,7,5,17,3,3,3,3,12
47037001828,47,037,001828,186.5,1132.18,15.07,3,22.11,1.01,4.07,15.07,2,196.63,1079.79,16.04,7.09,10.08,4.05,3.01,2.02,3.02,7.03
47037001829,47,037,001829,461,1989,25,4,16,3,6,7,3,505,1893,11,5,19,15,6,6,3,8
47037001830,47,037,001830,232.35,1646.11,16.86,7.5,8.43,2.81,0.94,4.68,1.87,288.56,1555.23,8.43,0.94,11.24,4.68,0,0.94,3.75,6.56
47037001831,47,037,001831,351,1607,32,7,13,3,3,11,5,395,1534,9,6,17,8,1,1,3,3
47037001832,47,037,001832,345,1310,18,4,11,0,1,6,2,364,1267,5,1,8,3,1,2,2,7
47037001833,47,037,001833,389.65,2281.89,35.14,3.5,19.57,3.19,3.06,9.32,3.13,434.44,2166.77,16.57,4.06,21.76,10.32,7,1.06,5.25,14.44
47037001834,47,037,001834,379.57,1556.73,32.53,0.99,12.82,0.99,0.99,5.92,0,419.01,1510.39,6.9,2.96,13.8,4.93,0.99,2.96,0.99,4.93
47037001835,47,037,001835,416,1151,15,2,11,1,1,2,6,435,1104,4,5,11,1,0,0,3,11
47037001836,47,037,001836,329.77,841.06,11.83,3.05,13.24,4.11,1.1,9.13,2.03,325.13,779.47,15.3,9.08,15.27,3.3,1.11,3.03,0.11,4.18
47037001837,47,037,001837,152.86,985.64,15.88,7.94,10.92,3.97,1.99,10.92,0.99,155.84,932.04,7.94,5.96,12.9,10.92,3.97,0.99,3.97,3.97
47037001838,47,037,001838,227.55,899.27,11.88,1.04,8.9,1.01,2.96,4.98,0.01,233.45,845.94,6.92,2.98,11.86,4,1.01,0.99,3.95,4.93
47037001839,47,037,001839,859.57,2373.38,32.5,11.96,11.29,6,12.99,10.12,2.98,863.23,2265.32,9.18,9.04,17.33,17.04,1.03,4.04,10.03,17.06
47037001840,47,037,001840,577.8,1198.63,8.55,6.57,17.69,1.89,7.5,10.27,1.87,562.05,1122.81,9.33,9.33,21.44,15.88,0.01,0.95,7.48,12.17
47037001841,47,037,001841,534.51,1650.06,28.23,8.19,32.91,8.07,11.23,19.31,2.06,540.5,1529.34,15.45,18.02,28.5,25.11,13.17,5.98,13.32,13.49
47037001842,47,037,001842,298,893,17,3,20,2,4,8,5,303,843,8,7,12,7,4,2,7,4
47037001843,47,037,001843,706.98,2069.23,17.9,8.95,37.79,3.98,6.96,13.92,1.99,715.93,1953.89,30.82,6.96,38.78,18.89,3.98,2.98,2.98,8.95
47037001844,47,037,001844,575,254,6,2,5,1,2,1,1,581,224,4,0,6,1,0,0,0,3
47037001845,47,037,001845,162,80,6,0,0,0,0,0,1,159,61,1,0,2,4,0,0,2,1
47037001846,47,037,001846,921.99,973.29,24.74,1.98,14.81,3.95,6.92,9.87,2.97,903.24,928.58,13.84,3.95,13.85,11.86,5.93,3.96,6.92,12.85
47037001847,47,037,001847,969,1743,19,7,23,9,8,16,5,962,1631,19,18,29,22,9,2,3,4
47037001848,47,037,001848,287.65,663.58,4.75,3.8,18.04,0.95,4.75,6.65,0.95,269.61,648.39,8.54,0.95,10.44,1.9,3.8,0,6.65,9.49
47037001849,47,037,001849,419.56,626.1,11.12,2.04,9.12,6,2.04,4.04,2,416.56,578.75,7.05,5.05,6.12,13.02,2.05,0.03,2.05,4.08
47037001850,47,037,001850,1824.99,1843.4,47.18,12.07,33.34,7.04,6.03,2.08,3.02,1804.08,1718.92,21.18,9.07,29.24,11.17,7.09,2.03,10.01,32.07
47037001851,47,037,001851,1697.99,1057.99,36,7,15,12,4,2,2,1730.99,977.99,10,8,21,8,6,2,4,8
47037001852,47,037,001852,550.43,783.11,9.78,2.93,12.71,1.96,0.98,1.96,0.98,551.41,722.5,5.87,2.93,7.82,5.87,3.91,0.98,0.98,4.89
47037001853,47,037,001853,618.9,746.02,23.82,4.24,11.42,4.12,0.06,4.15,5.09,612.5,701.94,9.21,2.31,14.33,8.27,6.12,2.03,5.06,10.21
47037001854,47,037,001854,947,961,30,3,21,4,11,5,3,954,906,10,12,14,9,3,3,4,7
47037001855,47,037,001855,1833.67,1642.57,53.14,3.73,25.17,8.39,3.73,10.25,2.8,1917.57,1505.53,15.85,13.98,35.42,14.92,3.73,3.73,6.53,15.85
47037001856,47,037,001856,616,1092,23,9,15,3,2,6,3,629,1026,15,2,25,9,6,3,3,9
47037001857,47,037,001857,824.55,1143.33,26.16,7.75,13.56,3.88,1.94,4.84,2.91,842.96,1077.44,6.78,9.69,10.66,8.72,3.88,0.97,1.94,6.78
47037001858,47,037,001858,133.33,124.43,3.86,0.27,1.83,0.61,0.27,0.75,0.2,140.43,112.47,1.15,1.02,2.58,1.08,0.27,0.27,0.47,1.15
47037001859,47,037,001859,380.96,1160.87,14,6,14,3,9,9,7,387.96,1092.87,17,12,15,13,4,2,2,12
47037001860,47,037,001860,190,347,7,2,10,1,2,5,3,204,328,1,3,6,4,3,2,3,1
47037001861,47,037,001861,1371.04,2155.13,41,15,26,4,8,11,6,1384.04,2028.13,25,10,27,19,7,7,8,16
47037001862,47,037,001862,120.88,182.18,2.2,0.02,2.09,1.02,0.02,3.04,0,120.9,176.82,1.1,0.04,4.07,2.02,0.04,0.03,2.03,0.08
47037001863,47,037,001863,1225,2037,42,13,26,13,5,7,7,1239,1919,22,6,31,17,6,11,14,16
47037001864,47,037,001864,1296.52,1343.29,46.77,7.96,15.92,5.97,4.98,2.99,1.99,1327.37,1240.8,16.92,5.97,20.9,9.95,2.99,5.97,10.95,13.93
47037001865,47,037,001865,200,510,13,2,4,0,1,5,2,198,483,7,0,5,6,2,2,3,3
47037001866,47,037,001866,14,32,0,0,1,0,2,0,0,13,31,1,0,1,1,0,0,1,0
47037001867,47,037,001867,883.59,1402.53,45.04,4.02,20.99,4.01,5,7.98,1.01,886.74,1321.38,22.98,9.99,15.04,4.03,9.97,6,7.02,18.99
47037001868,47,037,001868,1284.11,1552.45,51.22,2.98,14.86,6.9,5.92,7.91,1.97,1305.78,1453.74,18.78,4.94,16.83,18.75,6.9,1.98,6.9,10.85
47037001869,47,037,001869,802,1016,23,6,15,4,1,4,5,826,948,8,4,11,10,4,0,7,15
47037001870,47,037,001870,1077.51,1267.06,32.14,9.11,19.68,4.17,5.17,4.06,1.11,1096.39,1204.49,12.34,5.17,23.34,8.17,1.06,7,5.4,14.4
47037001871,47,037,001871,454.49,694.94,18.86,1.89,11.32,2.83,2.83,0.94,1.89,452.61,652.51,5.66,2.83,5.66,2.83,0.94,0,6.6,6.6
47037001872,47,037,001872,8,107,1,0,2,0,0,3,0,11,100,3,1,0,2,0,0,1,0
47037001873,47,037,001873,209.44,487.35,14.68,1.83,6.43,0.92,0.93,2.75,2.75,214.08,449.69,11.91,4.59,2.77,3.67,1.83,0.92,0.92,9.17
47037001874,47,037,001874,179,315,10,0,8,3,2,3,0,201,284,7,2,1,0,1,1,2,4
47037001875,47,037,001875,1227,3037,82,18,26,14,7,18,5,1296,2865,21,10,48,28,7,3,11,37
47037001876,47,037,001876,162.51,319.19,3.04,1,3.02,2,1,2.01,1.01,161.52,298.09,1.03,1.01,3.01,4.01,1,2,5,4.02
47037001877,47,037,001877,0,0.95,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0
47037001878,47,037,001878,317,1278,23,6,20,3,7,8,9,373,1163,17,8,14,11,2,2,2,13
47037001879,47,037,001879,226,681,10,1,8,1,3,1,1,251,634,6,6,5,3,2,2,1,3
47037001880,47,037,001880,313.01,1003.08,16,7,12.01,2,3,6,2,358.01,928.07,1,6,12,7,1,3,0,13
47037001881,47,037,001881,726,2122,46,3,12,3,0,3,1,898,1916,9,1,5,3,1,2,2,25
47037001882,47,037,001882,175,302,9,1,0,0,0,0,1,191,277,1,0,1,1,0,2,2,5
47037001883,47,037,001883,361.05,657.47,19.28,0.17,12.55,3.08,5.07,3.24,1.25,390.4,596.21,5.07,7.4,11.22,4.32,0.17,1.08,3.08,8.81
47037001884,47,037,001884,215,686,6,3,11,2,2,3,1,224,657,2,1,11,6,0,2,3,3
47037001885,47,037,001885,14,172,2,1,3,0,0,0,0,13,170,0,1,0,0,0,1,0,0
47037001886,47,037,001886,164.1,680.98,10.81,1.97,4.91,1.97,0.98,2.95,0,210.29,622.02,3.93,1.97,3.93,0.98,0.98,0,0,3.93
47037001887,47,037,001887,564,2187,35,4,3,1,0,2,2,691,2040,3,3,11,1,4,4,2,16
47037001888,47,037,001888,455,1641,27,2,4,2,2,4,0,538,1539,1,2,14,2,1,0,0,10
47037001889,47,037,001889,24.78,50.42,0,0,0,0,0,0,0,30.76,44.43,0,0,0,0,0,0,0,0
47037001890,47,037,001890,1366,2000,62,5,18,0,3,3,3,1465,1861,6,2,18,9,3,3,7,21
47037001891,47,037,001891,626.64,1906.49,31.52,4.05,10.73,1.19,1.14,0.38,5.05,759.6,1731.65,5.21,2.33,14.59,5.31,1.09,2.07,1.26,17.38
47037001892,47,037,001892,397,1550,30,10,30,4,10,20,6,450,1444,10,15,23,18,1,4,4,13
47037001893,47,037,001893,943,1732,35,2,10,4,2,4,1,1059,1568,10,1,10,4,3,6,2,13
