GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRMCS,G18USSDSIN,G18USSGGRE,G18USSOWRI,G18GOVRDUC,G18GOVDGAR,G18GOVGTOR,G18GOVOWRI,G18SOSRGAY,G18SOSDHOB,G18SOSOWRI,G18ATGRBRN,G18ATGDCON,G18ATGOWRI,G18TRERYEE,G18TREDMAN,G18TREOWRI,G18SPIRRIG,G18SPIDHOF,G18SPIOWRI,G18MNIRHAR,G18MNIDPIE,G18MNIOWRI
04019000230,04,019,000230,277,486,14,0,346,410,18,0,267,495,1,280,474,1,313,437,0,261,490,1,291,452,1
04019000231,04,019,000231,1181.76,1179.83,70.06,2,1302.2,1064.32,58.07,2.01,1163.63,1200.93,2.01,1176.6,1190.89,3.03,1268.88,1089.63,5,1122.48,1229.02,3,1206.64,1137.82,1.01
04019000232,04,019,000232,363.91,526.8,12.61,1.02,399.77,472.08,25.42,4.03,354.97,534.12,1.01,362.91,529.12,1.03,385.43,502.62,0.01,341.89,544.14,0.03,355.17,524.89,3.02
04019000233,04,019,000233,861,1321,72,2,1005,1168,70,3,844,1376,7,842,1369,5,916,1282,1,836,1360,2,873,1330,0
04019000234,04,019,000234,480,802,47,4,582,710,40,1,466,846,2,482,820,2,531,766,1,478,826,0,517,787,3
04019000235,04,019,000235,335,947,51,2,414,878,36,2,307,1009,0,308,1000,1,377,930,0,319,984,3,344,967,1
04019000236,04,019,000236,83.05,374.51,17.09,4,147.4,304.15,26.08,0,92.96,384.62,0,94.89,382.65,0.01,114.14,358.41,1,94,381.54,0,98.03,378.49,0
04019000237,04,019,000237,479,842,7,0,556,760,10,0,467,836,3,467,827,0,517,768,0,424,855,1,477,796,0
04019000238,04,019,000238,826,1263,17,3,938,1135,14,0,784,1273,1,784,1263,2,867,1159,1,747,1285,1,816,1208,2
04019000239,04,019,000239,1121,1760,25,1,1303,1560,24,5,1088,1744,3,1099,1719,4,1193,1624,1,1046,1770,6,1120,1642,3
04019000240,04,019,000240,69.82,34.42,1.97,0,77.68,26.55,1.97,0,65.88,38.35,0,69.82,36.38,0,70.8,33.43,0,65.88,37.37,0,68.83,31.47,0.98
04019000241,04,019,000241,731.14,848.93,9.27,0.04,811.33,749.67,19.2,0.06,698.81,858.08,1.04,715.8,829.9,4.03,793.75,749.84,1.02,687.42,848.36,3.05,745.08,776.31,0.04
04019000242,04,019,000242,795.43,734.78,30.77,5.76,895.48,646.25,17.32,2.88,773.3,751.13,5.76,790.61,736.69,0.96,857.91,649.21,2.88,745.4,762.67,2.88,793.51,699.17,4.8
04019000243,04,019,000243,891,600,14,0,954,522,18,0,826,633,1,856,605,0,896,552,2,820,624,3,861,559,1
04019000244,04,019,000244,41,313,20,2,76,277,18,2,49,316,1,42,320,1,53,311,1,56,305,1,54,311,1
04019000245,04,019,000245,132,917,28,1,216,814,46,1,134,924,0,133,924,3,164,892,0,131,928,2,137,906,1
04019000246,04,019,000246,122,1097,28,2,154,1058,26,2,120,1103,4,121,1099,2,162,1045,2,104,1102,3,119,1086,4
04019000247,04,019,000247,32.22,198.23,10.69,1.03,43.5,186.92,11.55,0.04,30.2,209.68,0.02,34.34,205.53,0.02,41.8,196.01,0.02,31.16,205.62,0.03,36.38,198.4,0.02
04019000248,04,019,000248,62,306,14,3,98,274,11,4,53,317,2,58,311,1,68,304,1,58,313,3,57,313,1
04019000249,04,019,000249,910,570,33,4,949,517,42,3,876,608,3,885,594,2,941,533,0,864,619,1,915,559,1
04021000001,04,021,000001,400.74,407.53,29.43,1.99,481.41,320.99,30.33,0.01,414.04,410.66,1.01,444.11,386.27,0.03,432.15,389.25,2.02,396.98,425.57,1.06,441.06,378.32,0.09
04021000004,04,021,000004,129.8,210.72,16.87,0,154.71,184.82,17.84,0,132.82,225.54,0,135.82,216.59,1,129.85,222.57,0.99,129.83,226.55,0.99,135.8,217.63,1.98
04021000005,04,021,000005,537.18,562.58,26.03,0,659.32,440.45,26.03,1,541.12,582.65,0,578.18,531.62,3,568.2,543.57,0,540.12,573.63,1,568.17,547.53,2.02
04021000006,04,021,000006,122,377,15,1,190,309,17,0,118,389,1,132,369,2,133,370,0,120,384,0,129,376,1
04021000007,04,021,000007,988.61,802.69,18.69,0,1117.48,643.34,37.38,2.95,1003.37,789.91,0.98,1008.29,770.23,0.98,1061.4,719.08,0.98,988.61,796.79,1.97,1010.25,761.38,0
04021000008,04,021,000008,1191.99,885.45,21.9,0,1370.65,697.15,21.9,0.88,1178.85,895.96,0,1199.87,867.93,0.88,1242.78,794.37,0.88,1165.71,887.2,0,1198.99,811.88,1.75
04021000009,04,021,000009,653,449,57,1,791,324,38,2,703,449,1,718,418,4,721,404,6,683,453,3,706,427,1
04021000010,04,021,000010,773,464,54,2,902,343,43,2,820,458,0,846,419,3,821,440,1,806,477,0,822,442,0
04021000011,04,021,000011,98.05,58.43,4.95,0,115.88,42.59,0.99,0,102.01,55.46,0,105.97,51.5,0.99,99.04,54.47,0,97.06,59.42,0,93.1,60.41,1.98
04021000012,04,021,000012,82,328,10,1,130,264,20,1,92,318,2,95,318,3,106,309,1,91,317,3,91,316,1
04021000013,04,021,000013,872.97,697.82,34.97,3.06,1087.9,482.02,29.87,1.03,923.81,660.4,2,962.13,620.05,2,962.42,591.05,0,907.26,672.75,2.03,912.71,632.21,0.03
04021000014,04,021,000014,84,355,20,1,161,277,21,0,99,349,1,113,334,1,109,338,1,100,348,0,95,342,0
04021000015,04,021,000015,1488.08,956.75,19.3,0.99,1677.36,760.87,9.41,1.05,1495.09,944.62,0.99,1506.42,928.85,3.03,1546.95,855.56,1.05,1458.58,963.79,1.98,1510.32,878.52,0.12
04021000016,04,021,000016,964.08,500.8,35.92,5.1,1042.92,429.19,25.14,3.17,959.37,532.58,1.16,963.71,517.01,2.23,1004.14,467.52,1.21,951.07,527.62,2.07,971.79,498.45,1.17
04021000017,04,021,000017,257.16,290.39,27.02,2,334.66,206.01,25.95,0.03,272.3,296.16,1.04,290.5,273.05,2,288.79,278.48,0.99,274.11,292.37,0.05,279.45,287.68,0.03
04021000018,04,021,000018,761,694,50,3,915,536,46,1,781,695,3,824,638,2,843,613,2,770,714,1,804,658,0
04021000019,04,021,000019,319,389,37,1,431,279,36,1,369,374,1,373,355,2,367,359,3,354,382,1,345,383,1
04021000020,04,021,000020,253.38,159.42,12.89,0,336.42,85.25,4.02,0.98,266.24,153.54,0,285.98,127.85,1.97,283.02,131.79,0.99,270.15,146.64,0.01,273.17,137.69,0.01
04021000021,04,021,000021,357,213,21,1,403,167,17,0,365,220,2,376,212,0,388,191,0,364,224,0,386,197,0
04021000022,04,021,000022,280,130,20,1,320,101,10,0,288,128,2,312,112,1,296,119,1,284,132,2,284,125,1
04021000023,04,021,000023,561.31,444.51,41.38,1.99,734.53,285.26,25.37,1.99,588.55,438.64,3.98,624.71,394.31,2.01,612.65,394.31,0.04,576.45,448.57,1.06,601.74,410.21,1.08
04021000024,04,021,000024,427.6,393.9,44.05,3.08,549.53,282.97,33.86,1.06,448.46,411.64,1.12,485.54,370.54,2.07,468.09,371.55,1.02,445.13,410.93,3.1,470.03,370.32,1.06
04021000025,04,021,000025,609.47,244.38,23.67,0.01,695.73,159.63,21.94,0.06,625.31,249.84,0.02,635.48,228.86,1,636.23,227.13,1.96,617.36,249.95,2.91,635.29,224.98,3.83
04021000026,04,021,000026,1208.69,780,42.06,3.19,1397.31,580.63,39,8.19,1233.63,775.63,1.06,1262,720.75,3.31,1274,691.13,4.13,1176.06,811.75,3.13,1253.63,694.81,3.19
04021000027,04,021,000027,2147.15,1448.63,85.91,6.91,2465.71,1129.96,70.18,4.91,2217.14,1428.12,9.84,2304.86,1339.33,5.93,2348.03,1259.89,1.98,2190.66,1451.61,7.86,2263.42,1321.92,4.91
04021000028,04,021,000028,1600,994,39,5,1791,793,39,4,1656,938,0,1698,882,5,1724,829,1,1589,980,1,1624,893,2
04021000029,04,021,000029,40.23,239.88,19.58,0,83.31,196.8,10.77,0.98,54.92,238.9,0.98,61.77,226.17,4.89,63.73,224.21,4.89,52.96,236.95,1.96,52.96,234.98,1.96
04021000030,04,021,000030,720.36,780.11,47.2,6.63,860.31,627.85,50.98,2.84,756.08,776.43,1.89,795.44,730.39,4.74,815.38,696.25,2.84,745.72,781.9,6.63,760.87,745.91,3.79
04021000031,04,021,000031,128.21,96.11,8.11,1,155.37,75.02,2.04,0,135.23,97.18,0,141.3,89.12,0,146.34,83.09,0.01,126.27,107.15,0,141.2,87.18,0
04021000032,04,021,000032,397,518,41,1,530,371,41,1,431,503,1,463,472,2,470,464,1,423,513,1,445,474,0
04021000033,04,021,000033,448,467,30,0,570,348,18,4,459,476,3,505,419,3,493,429,1,456,476,4,482,441,2
04021000034,04,021,000034,470,545,43,2,612,413,31,1,513,529,2,533,504,3,529,498,3,503,541,2,515,506,1
04021000035,04,021,000035,570,548,35,0,678,441,27,3,590,546,2,616,519,1,632,495,2,594,546,1,605,519,0
04021000036,04,021,000036,270.29,499.69,19.98,0,360.06,405.96,22.95,0,274.29,508.7,1.99,290.28,488.73,3.98,294.27,478.74,1.99,263.37,518.62,2.99,278.29,494.73,1.99
04021000037,04,021,000037,906.93,770.35,54.7,5.11,1137.12,551.79,40.03,1.16,964.71,754.14,0.13,985.29,726.3,5.24,1002.29,683.47,4.08,936.77,758.98,5.92,979.98,693.58,0
04021000038,04,021,000038,348.48,302.11,19.6,0.07,416.18,241.49,12.49,1,366.07,292.05,1.99,374.32,283.69,2.06,378.52,268.23,2.04,355.75,299.09,0.09,367.28,274.36,1
04021000039,04,021,000039,838.9,620.92,33,4,952.88,496.94,35,6,858.9,616.93,1,864.89,596.93,8,908.89,541.93,2,826.9,643.92,1,859.9,582.93,1
04021000040,04,021,000040,772.28,715.89,49.61,4,1018.6,469.31,38.69,0.03,834.86,665.36,3.01,884.89,607.17,4.07,865.74,601.94,2.05,804.13,693.51,0.05,847.83,616.22,3.03
04021000041,04,021,000041,870.03,595.18,29.03,1.94,1048.1,420.98,26.13,0.97,895.19,582.6,0,964.87,511.95,0,943.58,511.95,0,908.74,563.25,0.97,922.29,516.79,0.97
04021000042,04,021,000042,442,358,35,4,575,240,19,3,474,350,3,502,312,5,518,294,2,471,346,2,489,322,2
04021000043,04,021,000043,796,607,49,4,1040,383,26,1,879,568,1,908,507,7,882,520,2,826,595,2,868,530,0
04021000044,04,021,000044,878,575,53,2,1026,431,45,2,921,568,4,939,536,4,949,504,4,870,593,6,915,533,2
04021000045,04,021,000045,834.94,428.7,31.25,3.91,953.1,292.96,42.97,1.95,892.56,389.64,2.93,891.58,381.83,2.93,889.63,370.11,0,849.59,415.03,0,866.19,385.73,0.98
04021000046,04,021,000046,806,461,33,2,962,300,30,0,835,441,0,868,394,2,880,370,2,814,447,0,854,376,0
04021000047,04,021,000047,572.04,481.61,38.33,0,682.12,362.68,42.26,1.97,590.71,477.68,1.97,609.39,444.26,4.91,614.3,427.56,0.98,581.87,477.68,1.97,586.78,448.2,1.97
04021000048,04,021,000048,881.29,606.81,21.03,1,1027.49,443.62,28.03,2,906.33,586.78,3,942.39,542.72,5,953.39,513.7,2,879.29,590.79,1.01,923.35,528.71,2.01
04021000049,04,021,000049,264,115,7,2,299,82,6,0,270,113,0,278,101,1,276,95,1,272,110,0,278,101,1
04021000050,04,021,000050,226.36,619.03,31.9,1.99,336.01,492.42,50.83,1,254.27,614.04,1,280.2,573.16,3.99,267.22,586.12,1.99,241.32,623,1,294.15,571.18,1
04021000051,04,021,000051,19.15,8.79,1.07,0.01,21.44,5.48,0.17,0,19.24,7.81,0,22.23,5.74,0.01,18.31,6.75,0.01,20.17,6.87,0,20.34,7.67,0
04021000052,04,021,000052,59,26,1,1,60,24,1,1,62,25,0,58,29,0,57,24,0,63,24,0,62,24,0
04021000053,04,021,000053,11.5,102.11,2.27,0.01,18.26,91.45,2.2,0.01,12.63,102.13,0.02,15.76,99,0.03,15.82,96.85,1.01,11.56,104.17,0,11.67,101.93,0.01
04021000054,04,021,000054,599.02,328.4,25.27,1.99,685.26,227.43,31.03,6.98,619.01,315.64,3.99,619.22,299.5,2.99,635.29,292.43,1.02,612.14,313.58,6.98,626.9,295.7,1
04021000055,04,021,000055,588.11,518.07,30.18,3.76,740.52,360.97,32.94,3.76,641.73,488.02,2.82,659.62,462.58,6.61,664.33,454.11,2.85,635.15,486.13,0.01,630.45,480.48,0.01
04021000056,04,021,000056,653,432,38,1,789,299,33,0,704,405,3,729,370,6,725,361,0,699,400,1,715,369,1
04021000057,04,021,000057,1023.17,591.6,29.04,5.01,1166.34,453.41,24.06,2,1053.26,576.55,4,1089.25,533.54,6,1105.25,492.52,2,1023.2,586.58,2,1061.22,515.54,0
04021000058,04,021,000058,631.96,355.39,42.67,0,724.88,274.32,21.74,1.03,649.29,366.32,0.03,674.61,329.74,0.09,666.7,325.44,0.02,642.13,363.32,1.03,647.22,335.8,0.03
04021000059,04,021,000059,910.46,616.2,72.12,2,1115.39,432.31,48.09,1.01,954.63,612.06,3,989.75,557.84,6.02,1000.9,542.63,1.01,941.51,623.1,0,985.62,549.83,2.01
04021000060,04,021,000060,34.9,218.38,10.97,1,66.81,185.47,9.97,1,31.91,229.35,2.99,41.88,215.39,1.99,45.87,215.39,0,40.88,222.37,0,38.89,221.37,1.99
04021000061,04,021,000061,43.6,178.6,14.29,1,75.25,149.95,12.16,0.01,45.82,186.58,2.01,59.92,171.39,3.07,63.95,167.36,1.07,44.79,188.55,1.03,48.79,182.52,2.03
04021000062,04,021,000062,38.81,224.8,14.66,0.07,71.67,191.86,14.71,0.07,52.01,226.14,0.05,61.74,215.33,0.12,62.77,214.24,0.05,52.83,222.34,0,52.75,222.24,0
04021000063,04,021,000063,422,304,27,0,516,216,21,2,448,300,1,478,268,3,455,281,0,434,306,0,451,279,0
04021000064,04,021,000064,1230.54,721.8,26.88,1,1439.61,519.69,19.91,1.99,1268.37,689.94,1,1296.25,640.16,3.98,1329.1,591.37,1.99,1241.49,697.9,1,1265.38,638.17,1.99
04021000066,04,021,000066,801,471,10,0,920,336,16,0,825,448,0,858,402,2,853,389,0,795,457,1,831,385,0
04021000067,04,021,000067,424.86,268.22,22.89,4.97,492.54,214.44,11.95,0.99,432.82,276.18,0.99,438.81,262.23,3.98,450.75,245.31,1,429.83,275.2,0,433.81,256.28,1.99
04021000068,04,021,000068,832,651,47,0,951,539,26,3,859,647,3,872,620,6,899,594,3,843,660,3,869,612,6
04021000069,04,021,000069,480,375,29,4,560,298,23,4,506,365,2,506,365,2,531,331,1,508,370,1,514,348,3
04021000070,04,021,000070,750.09,499.62,49.03,7,843.18,417.53,39.03,6,786.08,498.65,7.01,797.11,479.61,7.01,816.12,455.61,3,776.11,508.63,3,783.1,484.63,3.01
04021000071,04,021,000071,792,419,39,2,874,340,21,5,811,420,2,844,385,2,843,370,1,777,433,4,828,383,0
04021000072,04,021,000072,425.71,268.19,9.97,0,489.51,205.38,8.97,0,437.67,256.22,0,456.61,238.28,0,456.61,230.3,1,423.71,261.21,1.99,443.65,233.29,1.99
04021000073,04,021,000073,463.77,452.37,29.78,1.08,557.44,357.51,21.86,1.08,501.34,435.43,2.06,520.78,410.88,1.06,518.62,401.73,3.04,476.29,453.22,1.04,490.53,431.51,1.04
04021000074,04,021,000074,640.23,714.63,36.22,3.92,764.56,581.49,40.14,3.92,666.66,717.57,2.94,687.22,692.12,2.94,726.38,638.27,1.96,664.71,707.78,1.96,675.47,674.49,1.96
04021000075,04,021,000075,790.31,570,45.94,2.81,889.69,474.37,30,2.81,819.38,564.38,0.94,840,536.25,4.69,855,511.87,1.87,810.94,566.25,1.87,834.37,522.19,2.81
04021000076,04,021,000076,842,473,34,0,937,373,37,0,864,463,2,887,434,5,899,407,3,860,473,1,869,441,3
04021000077,04,021,000077,48.73,164.12,16.05,0.12,72.95,149.5,6.13,0.09,51.49,173.05,0.08,60.76,164.54,0.18,66.65,159.25,1.1,56.3,169.92,0.18,47.87,171.93,0.09
04021000078,04,021,000078,727.01,659.74,43.12,4,873.31,516.41,34.14,2.01,767.11,650.73,4.01,788.17,623.64,6,789.2,613.63,3,747.11,663.7,4.01,763.14,629.68,2
04021000079,04,021,000079,801,798,32,7,951,638,36,3,843,770,2,895,712,3,888,702,3,826,777,3,821,757,3
04021000080,04,021,000080,1725.17,1543.45,65.14,7.31,2052.56,1198.5,66.32,7.13,1783.79,1526.27,9.09,1860.58,1430.17,12.22,1883.5,1375.6,4.13,1765.31,1521.53,6.31,1807.01,1424.87,8.17
04021000081,04,021,000081,815,705,46,2,994,528,33,0,837,715,0,868,671,2,880,657,1,837,698,1,846,658,2
04021000082,04,021,000082,125.59,231.24,19.93,0,168.45,195.36,13.95,0,130.57,244.2,0,145.52,230.25,0,149.51,220.28,0,140.54,234.23,0,133.56,237.23,0
04021000083,04,021,000083,980,769,45,1,1155,586,42,5,1024,759,1,1063,706,4,1096,664,2,977,785,2,1034,700,3
04021000084,04,021,000084,482,311,10,1,560,230,13,0,482,311,0,506,275,1,519,260,0,468,322,1,499,267,1
04021000085,04,021,000085,796,555,27,2,906,447,22,2,812,552,1,826,525,2,837,502,1,804,546,3,824,508,2
04021000086,04,021,000086,1096,863,56,5,1269,690,50,4,1165,827,2,1181,806,2,1205,757,3,1136,849,1,1151,792,2
04021000087,04,021,000087,599,541,44,3,702,444,29,5,628,536,3,666,494,1,670,470,2,621,539,1,633,509,3
04021000088,04,021,000088,2319,1161,74,6,2596,872,71,3,2357,1159,1,2429,1054,6,2482,975,5,2318,1169,3,2368,1060,4
04021000089,04,021,000089,1033,583,44,0,1156,454,45,2,1072,564,1,1093,538,4,1114,500,1,1058,566,2,1092,518,2
04021000090,04,021,000090,540,616,26,2,606,526,35,2,550,620,1,560,604,1,577,575,0,538,623,1,545,603,0
04021000091,04,021,000091,509.96,280.93,42.09,1.96,600.99,199.69,28.39,2.94,539.33,282.89,4.89,569.67,254.51,4.89,568.69,246.67,0.98,554.01,271.15,0,540.31,274.08,0
04021000092,04,021,000092,1574.35,1196.42,26.79,1.9,1797.26,951.55,31.55,1.91,1560.94,1198.39,2.86,1578.2,1166.8,2.86,1643.21,1082.57,2.86,1535.15,1210.71,0.95,1598.19,1096.01,0.96
04021000093,04,021,000093,432.76,514.04,17.2,1.01,486.74,443.99,25.09,0.01,425.85,525.9,1.01,441.96,503.74,2.03,427.38,502.98,3.01,409.45,534.12,3.02,437,496.22,2
04021000094,04,021,000094,738,544,33,1,827,448,36,0,757,540,1,767,522,4,787,495,2,739,555,0,763,513,1
04021000095,04,021,000095,672,455,20,1,786,343,16,1,713,420,1,720,417,3,736,382,0,695,429,2,715,385,0
04021000096,04,021,000096,670,335,25,0,728,280,22,0,689,326,0,700,316,1,718,280,0,678,340,2,696,308,1
04021000097,04,021,000097,667.01,523.01,34,3,756.01,441,25,3,687.01,521.01,2,703.01,500,2,734.01,462,4,669.01,538.01,1,700.01,480,3
04021000098,04,021,000098,581.65,394.24,21.36,4.86,655.44,302.96,33.99,3.88,587.47,386.47,6.8,605.92,362.19,3.88,618.54,342.77,3.88,569.02,402.98,3.88,604.95,353.45,3.88
04021000099,04,021,000099,726,606,41,3,889,434,44,1,761,594,1,792,544,3,820,519,2,745,605,2,772,550,2
04021000100,04,021,000100,519.82,584.17,38.38,1.97,609.25,495.68,28.54,1.97,536.7,593.89,1.96,542.76,582.88,4.91,573.9,542.85,3.92,539.44,583.32,3.91,544.38,563.6,1.96
04021000101,04,021,000101,531.44,652.4,45.61,1.98,623.65,555.23,34.7,2.97,569.11,650.42,0.99,593.9,615.71,4.96,589.94,603.82,2.97,547.3,666.28,1.98,555.23,638.52,0.99
04021000102,04,021,000102,787,741,59,2,946,592,39,5,833,728,4,850,702,7,878,660,3,798,745,4,827,698,2
04021000103,04,021,000103,5.09,26.94,1.71,0.04,7.91,24.71,1.11,0,5.76,28.17,0,6.87,26.86,0.08,6.28,27.49,0.04,5.24,28.25,0.04,5.2,28.29,0
04021000104,04,021,000104,77.95,52.57,3.05,0,96.12,34.41,1.01,0,73.99,57.54,0,84.03,46.5,0.01,80.96,47.53,0,73.94,57.58,0,79.9,49.59,0.02
04021000105,04,021,000105,35.63,34.85,1.88,0.04,44.52,22.16,4.59,0.06,38.24,33.89,0.1,39.87,29.3,0.1,42.85,29.14,0.02,40.54,31.65,0,37.26,33.71,0
04023000001,04,023,000001,58.83,286.58,18.85,0,82.83,276.91,5.51,0,58.32,294.83,0,57.38,297.18,0,56.19,299.15,0,47.2,304.94,0,53.39,296.34,0
04023000002,04,023,000002,99.61,409.78,18.2,0.02,128.53,386.95,11.67,0.02,88.35,429.07,0.09,81.04,432.96,0.04,81.85,436.47,0.05,79.87,437.32,0.13,82.55,436.52,0.02
04023000003,04,023,000003,51.23,308.4,14.29,0.98,86.77,274.23,8.95,0.98,51.05,313.39,0.03,57.83,305.58,0.05,56.12,310.54,1.95,48.14,311.64,1.95,51.11,306.55,0.98
04023000004,04,023,000004,34.41,145.49,7.86,0,48.17,136.64,1.97,0.98,32.44,150.41,0,35.39,144.51,0,38.34,147.46,0,32.44,152.37,0,38.34,142.54,0
04023000005,04,023,000005,99.64,379.93,15.08,0,164.82,318.11,8.38,0,92.98,391.64,0.83,98.83,377.42,0,113.07,371.55,0,97.16,386.62,0.83,113.86,365.73,0
04023000006,04,023,000006,287.53,165.31,10.77,0.03,318.55,140.88,5.1,0.01,280.16,172.95,0.04,283.24,160.5,0.04,295.64,157.39,0.95,268.68,177.88,0.94,278.5,162.31,0
04023000007,04,023,000007,644.89,1056.57,47.47,0.98,758.14,945.34,35.64,4.9,633.39,1091.01,3.92,626.31,1079.3,2.94,698.47,1032.81,2.94,623.31,1107.96,3.92,642.44,1080.98,0.98
04023000008,04,023,000008,139.59,796.51,44.14,1,203.83,753.36,20.03,0.02,129.56,829.59,0,143.61,810.49,0,154.66,816.54,0,151.56,803.63,1,142.66,809.46,0
04023000009,04,023,000009,56.5,123.08,6.14,1,78.86,103.65,5.18,1,55.43,125.25,0,54.36,125.25,0.04,63.5,115.08,1.04,61.29,119.18,1,59.54,117.97,1
04023000010,04,023,000010,82,316,15,0,118,280,15,0,85,315,0,80,321,0,81,321,0,82,316,0,70,329,0
04023000011,04,023,000011,498.35,755.21,23.01,0,585.37,666.18,19.02,1,495.33,755.24,1,488.35,748.21,0,540.35,715.21,1,487.34,764.23,0,501.35,735.21,1
04023000012,04,023,000012,39.83,223.45,6.8,0,50.52,214.7,4.86,0,35.95,233.16,0,34.97,229.28,1.94,42.75,228.3,0,37.89,230.25,0,38.86,226.36,0
04023000013,04,023,000013,67.33,136.54,3.79,0,76.81,125.16,4.74,0,65.43,141.28,0,63.54,141.28,0.95,67.33,136.54,0.95,61.64,139.39,0,68.28,133.7,0
04023000014,04,023,000014,194.31,388.14,13.39,0,229.84,355.65,12.2,0,187.48,396.79,0.92,195.92,386.06,0,206.64,378.55,1.89,194.31,391.48,0.05,188.31,392.61,1.84
04023000015,04,023,000015,419.79,267.28,9.21,0,453.32,228.83,8.2,1.99,412.7,266.44,2.01,411.86,256.29,1,434.96,250.17,1.03,411.84,271.32,1.99,407.73,264.38,1.03
04023000016,04,023,000016,35.28,103.54,6.9,0,47.55,92.03,5.37,0,33.75,108.91,0,33.75,109.67,0,35.28,106.61,0,29.91,111.97,0,31.44,111.21,0
04023000017,04,023,000017,305.51,1003.52,50.75,1,416.18,916.35,28.04,0.09,311.15,1032.52,0.07,324.71,1000.04,0.06,369.08,974.72,0.06,323.67,1019.15,0.07,339.67,988.34,1
04023000018,04,023,000018,81,263,4,0,116,227,7,0,77,268,0,74,265,0,99,246,0,78,272,0,88,257,0
04023000019,04,023,000019,225.49,724.48,31.55,0.98,277.8,690.83,15.83,0.98,210.7,756.04,1.97,214.6,739.32,2.97,249.1,720.54,1.98,221.45,756.01,1.97,249.12,717.54,1.97
04023000020,04,023,000020,81.77,430.53,21.56,0,130.28,395.89,5.52,0,76.44,432.16,0.97,74.49,434.34,0.97,80.8,436.33,0,75.28,441.85,0,76.72,435.78,0
04023000021,04,023,000021,205.56,642.59,34.09,1.02,259.94,597.72,19.6,1,199.68,664.22,1,207.98,636.52,2,234.93,628.97,1,210.95,653.93,0,206.3,653.27,1.02
04023000022,04,023,000022,42.39,207.72,6.42,1,68.47,186.96,5.79,0,37.76,216.83,0.08,48.3,199.5,0,41.65,211.94,0,45.15,209.36,0.08,36.72,215.4,0
04023000023,04,023,000023,26.76,22.78,1.24,0,31.46,17.25,1.1,0,24.6,24.94,0,26.65,22.66,0,26.95,21.6,0.02,23.33,24.07,0.02,24.55,23.7,0
04023000024,04,023,000024,56.18,88.68,7.97,0.02,66.83,79.45,6.71,0.02,60.24,91.62,0.09,57.08,91.62,0.05,67.74,84.22,0.15,56.18,95.97,0.03,64.68,86.99,0.15
04025000001,04,025,000001,3819.05,1281.48,146.05,15.98,4256.84,933.28,75.26,6.02,3844.73,1229.78,8.97,3916.07,1126.65,9,3974.55,1045.06,1,3731.19,1281.35,5.02,3839.21,1211.27,3
04025000002,04,025,000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04025000003,04,025,000003,3682,1789,153,5,4186,1371,81,6,3732,1701,4,3782,1634,16,3913,1478,3,3583,1804,1,3702,1660,6
04025000004,04,025,000004,2404.2,2210.98,135.11,6.08,2775.75,1873.99,106.5,9.11,2433.48,2097.11,1.07,2496.72,2042.94,4.11,2584.47,1904.06,2.08,2343.85,2138.5,2.14,2444.6,2044,4.11
04025000005,04,025,000005,1894,1561,104,1,2147,1329,57,3,1913,1465,2,1982,1407,2,2041,1315,2,1826,1541,3,1908,1434,3
04025000008,04,025,000008,3865.16,2521.99,138.25,5.93,4418.14,2008.5,96.78,5.93,3888.84,2330.42,4.94,4043.87,2187.25,7.9,4086.36,2069.72,4.94,3713.07,2432.15,9.87,3888.87,2274.12,7.9
04025000010,04,025,000010,2641.71,948.46,43.92,6.06,2876.15,740,37.76,6.06,2623.48,880.33,2.02,2686.28,825.58,1.05,2715.25,771.36,1.01,2526.22,938.29,1.06,2632.08,851.56,3.02
04025000012,04,025,000012,2063.76,1154.82,131.39,7.9,2363.25,898.83,84.93,3.96,2131.89,1104.4,6.91,2146.77,1068.81,4.94,2214.87,982.9,0.99,2031.16,1174.49,2.96,2100.35,1097.45,2.96
04025000013,04,025,000013,405.28,150.73,16.97,2,457.18,106.81,5.99,2,420.25,137.75,0,431.23,124.78,1,434.22,118.79,1,412.26,142.74,1,424.24,131.76,0
04025000014,04,025,000014,350.02,109.55,9.05,1,390.18,75.42,5.03,0,356.06,101.49,1,365.01,99.51,0,367.03,88.47,0,349.03,106.52,1,373.97,81.52,2.99
04025000015,04,025,000015,23.94,8.43,0.1,0.03,25.25,6.22,1.02,0.03,22.23,9.23,0.03,25.02,6.4,0.03,26.03,5.35,0.01,23.85,6.55,0.03,24.83,6.41,0.01
04025000016,04,025,000016,751.41,252.43,20.92,1,827.26,180.56,13.96,0.01,768.37,229.48,1,769.33,225.53,1,770.41,216.46,0.99,746.46,246.38,1.99,768.35,217.45,1.01
04025000017,04,025,000017,367.84,123.05,6.12,1.01,405.17,84.78,6.07,1,376.91,110.02,0.01,368.01,114.91,1,379.98,100.91,0.01,370.79,110.11,0.01,365.96,102.93,1
04025000018,04,025,000018,2872.36,2374.66,114.24,3.04,3227.25,2023.84,101.24,5.02,2836.75,2274.28,2.04,2943.73,2196.2,4.04,3028.99,2053,1.04,2711.69,2352.32,3.02,2870.79,2171.22,7.06
04025000019,04,025,000019,2733.82,1445.22,73.81,0.04,3050.67,1140.45,55.82,6.95,2728.93,1355.67,1,2785.83,1281.92,2,2829.67,1201.3,3.97,2645.27,1375.78,3.98,2754.78,1273.03,3
