GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRENDEL,G20PRETBLA,G20USSRJAM,G20USSDPET,G20USSGSQU,G20USSNDER,G20USSTWIL
26081081174,26,081,081174,1096.29,1545.44,38.02,2.76,2.34,4.54,1202.37,1446.53,12.5,4.85,8.57
26081081175,26,081,081175,461,842,12,3,0,2,472,813,10,3,8
26081081176,26,081,081176,596,857,11,6,1,2,652,795,10,2,9
26081081177,26,081,081177,225,393,11,1,0,0,253,362,5,2,8
26081081178,26,081,081178,523.99,1310.97,19,7,1,3,533.99,1266.97,24,8,16
26081081179,26,081,081179,879,1284,26,5,0,0,973,1193,13,2,8
26081081180,26,081,081180,285,714,8,3,0,2,303,682,6,1,18
26081081181,26,081,081181,382,916,29,5,1,1,424,856,25,4,12
26081081182,26,081,081182,588.33,587.33,25.97,6.99,3,2,620.29,550.37,14.98,4.99,13.98
26081081183,26,081,081183,555,411,18,3,0,3,558,395,11,10,7
26081081184,26,081,081184,1261.73,767.45,37.48,5.03,1.04,5.03,1344.57,685.27,17.1,4.04,17.4
26081081185,26,081,081185,958.27,830.55,39.52,3.97,1.96,3.97,1002.43,774.73,13.9,3.96,24.6
26081081186,26,081,081186,999,417,25,1,1,3,982,418,11,2,20
26081081187,26,081,081187,906.49,421.47,27.08,1.01,1,3.02,897.52,419.4,10.04,1.01,11.05
26081081188,26,081,081188,777.75,445.15,13.77,0.99,0.01,0.99,776.04,423.41,5.88,4.88,17.58
26081081189,26,081,081189,898.6,445.93,22.15,0.96,0,0.96,886.08,432.45,12.52,6.74,9.63
26081081190,26,081,081190,661.7,377.56,16.54,1.95,0,0,672.4,356.15,8.76,3.89,8.76
26081081191,26,081,081191,1249.81,964.59,30.07,2.98,1.97,2.01,1326.31,898.72,13.8,3.84,10.04
26081081192,26,081,081192,1165,808,32,4,0,2,1203,758,11,3,22
26081081193,26,081,081193,750.86,764.75,35.27,4.96,2.99,2.03,775.28,737.13,11.31,9.82,13.98
26081081194,26,081,081194,828,936,31,6,1,0,897,837,19,2,23
26081081195,26,081,081195,846.43,800.55,29.29,5.86,2.93,4.88,876.7,740.02,22.45,1.95,23.43
26081081196,26,081,081196,1470.77,1035.6,32.27,2.93,0,6.85,1544.11,944.65,16.62,4.89,22.49
26081081197,26,081,081197,1255,1142,17,9,3,1,1369,1042,8,1,9
26081081198,26,081,081198,1089,1125,43,7,0,2,1143,1055,18,3,23
26081081199,26,081,081199,1182.82,948.08,22.79,3.23,3.18,5.08,1213,897.12,16.66,1.46,15.92
26081081200,26,081,081200,905.68,713.84,27.02,4.07,1,1.04,979.67,651.21,6.73,4.07,9.41
26081081201,26,081,081201,793.32,653.16,23.98,1.93,0,0.96,863.33,591.79,16.27,1.93,9.59
26081081202,26,081,081202,712.25,748.56,19.85,3.96,1.97,2.96,738.35,703.77,9.9,1.98,15.8
26081081203,26,081,081203,1064.59,1170.18,33.33,4.07,1.03,2.04,1180.88,1059.53,13.15,1.04,12.25
26081081204,26,081,081204,997.98,472.15,13.26,0.02,0.01,3.05,977.26,464.91,8.12,1.05,19.1
26081081205,26,081,081205,1469.37,651.96,45.03,7.83,1.96,3.92,1473.28,630.43,20.56,2.94,19.58
26081081206,26,081,081206,1356.51,934.77,40.05,6.21,3.04,6.09,1394.14,871.59,21.54,7.79,29.33
26081081207,26,081,081207,873.01,362,17,5,0,3,863.01,359,12,5,18
26081081208,26,081,081208,934.48,473.22,15.95,2.79,0.96,1.91,918.86,458.4,8.46,7.21,15.67
26081081209,26,081,081209,1061.95,462.24,20.32,4.03,0,0,1046.35,454.7,7.19,5.07,12.16
26081081210,26,081,081210,1031,365,17,5,0,3,1027,358,8,2,17
26081081211,26,081,081211,793,303,23,3,0,5,782,309,9,2,16
26081081212,26,081,081212,1100,619,25,3,3,4,1143,577,8,5,13
26081081213,26,081,081213,858.67,559.67,23.03,5.01,0,2,908.71,516.63,6.02,0.01,5.02
26081081214,26,081,081214,596.52,872.51,17.74,8.54,3.05,2.25,604.76,835.81,20.88,6.24,15.02
26081081215,26,081,081215,776.51,690.77,25.26,1.33,3,1.11,805.2,661.87,10.93,3.05,14.77
26081081216,26,081,081216,764.72,780.34,22.86,6.23,0.16,2.13,798.64,727.82,16.66,0.91,13.65
26081081217,26,081,081217,1109,834,35,4,0,1,1175,770,13,1,14
26081081218,26,081,081218,927.42,706.6,24.35,6.14,2.03,5.05,939.38,684.82,13.23,2,15.16
26081081219,26,081,081219,829,662,11,6,1,3,828,640,15,4,18
26081081220,26,081,081220,876,771,28,3,0,5,921,747,6,2,12
26081081221,26,081,081221,830.06,482.52,29.1,1.62,0,2.42,872.9,443.72,8.08,1.62,8.89
26081081222,26,081,081222,826.51,779.59,29.95,4.99,1,2,879.41,720.7,16.97,6.99,7.99
26081081223,26,081,081223,492.93,720.92,17.23,6.04,1.08,1.08,483.75,686.34,23.15,9.12,18.56
26081081224,26,081,081224,292.58,439.37,17.28,0.98,0,1.02,286.86,420.22,10.24,2.08,14.51
26081081225,26,081,081225,507.07,762.08,11.77,1.96,3.92,3.92,498.25,732.66,7.85,5.88,28.44
26081081226,26,081,081226,715,754,19,3,0,2,728,722,14,5,9
26081081227,26,081,081227,567,827,21,7,1,3,579,776,17,7,27
26081081228,26,081,081228,435,557,17,2,2,1,431,533,11,5,20
26081081229,26,081,081229,782,679,15,5,2,1,806,654,5,5,11
26081081230,26,081,081230,345.77,406.72,18.99,4,0,1,349.76,393.73,10.99,4,14.99
26081081231,26,081,081231,532,826,28,4,1,2,547,774,17,1,37
26081081232,26,081,081232,336.57,600.31,13.78,4.92,0.98,0.98,373.96,557.99,8.86,0.98,11.81
26081081233,26,081,081233,233.15,593.74,17.01,4,3,0,243.15,564.7,19.02,2,12.01
26081081234,26,081,081234,275,480,11,3,0,1,273,454,8,10,12
26081081235,26,081,081235,514.92,585.08,21.24,5.08,0.02,5.02,530.55,557.36,13.15,2.02,20.2
26081081236,26,081,081236,427,421,26,4,0,1,440,403,13,3,10
26081081237,26,081,081237,317,350,11,4,0,0,325,320,10,3,13
26081081238,26,081,081238,465.35,472.49,18.28,3.07,1,1.02,486.73,442.01,10.16,1.02,12.17
26081081239,26,081,081239,353,727,17,5,2,1,350,713,12,5,13
26081081240,26,081,081240,387,457,10,1,0,2,391,438,7,4,8
26081081241,26,081,081241,582,753,31,6,0,2,594,717,15,6,18
26081081242,26,081,081242,576,732,18,1,2,7,586,697,21,4,17
26081081243,26,081,081243,843,823,27,7,1,2,874,775,12,5,18
26081081244,26,081,081244,432,504,11,3,1,0,451,481,7,2,7
26081081245,26,081,081245,566.38,866.28,23.01,5,0,4,588.39,827.27,23,4,14
26081081246,26,081,081246,779,773,33,2,1,0,809,734,12,4,22
26081081247,26,081,081247,811.22,595.69,23.95,2,0,2.99,873.08,540.81,7.98,2,6.98
26081081248,26,081,081248,419,526,18,2,0,0,455,481,7,1,11
26081081249,26,081,081249,476.77,461.45,15.02,3,0,0,515.83,433.4,7.01,0,6
26081081250,26,081,081250,981,761,28,2,0,1,1070,675,7,6,7
26081081251,26,081,081251,821.09,677.03,27,1,0,3,886.1,625.02,5,1,2
26081081252,26,081,081252,1089.72,698.51,21.03,3,0,2,1182.79,598.45,6.01,1,10.01
26083083001,26,083,083001,582,363,10,1,0,1,565,373,3,0,1
26083083002,26,083,083002,122.58,118.92,1.09,1.96,0,0.98,116.74,124.66,2.03,1.01,0
26083083003,26,083,083003,85.64,119.32,2.89,0,0,0,86.6,115.47,1.92,0.96,0
26083083004,26,083,083004,42.67,31.81,0.02,0.04,0,0.02,38.63,32.91,1.02,1,0
26083083005,26,083,083005,28,38,3,1,0,0,29,39,0,0,0
26083ZZZZZZ,26,083,ZZZZZZ,1.11,0.95,0.01,0,0,0,1.02,0.96,0.03,0.02,0
26085085001,26,085,085001,470,131,6,2,0,0,454,141,3,0,4
26085085002,26,085,085002,142.42,90.18,1.89,0.91,0,0.89,132.48,94.31,0.06,0,6.42
26085085003,26,085,085003,191.21,53.08,0.01,0,0,0,187.2,52.09,0,0,1.01
26085085004,26,085,085004,193.6,102.32,4,0,0,0,187.6,103.32,2,2,3.02
26085085005,26,085,085005,426.2,257.12,8,0,0,1,431.21,249.11,2,1,7
26085085006,26,085,085006,316.19,123.38,3.01,0,0,2,304.18,131.38,0.01,2,2.01
26085085007,26,085,085007,338.97,197.98,11,1,0,0,337.97,196.98,2,3,6
26085085008,26,085,085008,273.32,87.93,2.22,0.11,1,1.12,249.14,101.48,0,3,6.8
26085085009,26,085,085009,172.93,91.89,0.99,0.01,0,0.99,173.84,92.86,0.05,0.01,4.96
26085085010,26,085,085010,306,101,6,3,0,1,293,107,4,1,5
26085085011,26,085,085011,402,338,7,2,1,2,371,324,5,6,18
26085085012,26,085,085012,172.82,85.44,0,0.97,0,0,166.02,84.47,3.88,0.97,1.94
26085085013,26,085,085013,79.58,49.49,0.97,0,0,0,64.05,64.05,0,0,0
26085085014,26,085,085014,310,291,9,1,1,0,308,270,3,2,11
26085085015,26,085,085015,146.76,285.69,4.89,0.98,0,0,140.89,271.01,2.94,0,7.83
26087000001,26,087,000001,2.94,0.19,0.01,0,0,0,2.9,0.21,0.01,0,0.02
26087087001,26,087,087001,1282,498,19,4,1,1,1246,495,11,9,18
26087087002,26,087,087002,1694,694,20,5,2,1,1635,709,9,6,14
26087087003,26,087,087003,1477.84,546.93,10.76,3.14,0.05,2.93,1449.15,539.12,10.07,5.04,21.7
26087087004,26,087,087004,1006,363,16,2,0,1,959,374,9,5,16
26087087005,26,087,087005,1108,415,14,5,0,2,1066,443,4,2,14
26087087006,26,087,087006,605,179,8,2,0,1,575,197,2,0,8
26087087007,26,087,087007,861.06,178.81,10.99,3,0,3,827.1,195.79,6.99,2,13.98
26087087008,26,087,087008,1133.94,432.15,21.07,7,0.01,1.05,1085.32,458.23,9.99,2.08,15.27
26087087009,26,087,087009,1170,518,27,6,2,5,1127,537,12,6,18
26087087010,26,087,087010,1239,434,13,7,0,1,1211,432,9,5,9
26087087011,26,087,087011,1204,434,17,2,0,0,1178,430,7,3,11
26087087012,26,087,087012,548,312,14,1,0,1,524,327,4,1,13
26087087013,26,087,087013,728,432,7,0,1,1,727,414,3,3,13
26087087014,26,087,087014,914,399,14,1,0,3,909,383,4,4,14
26087087015,26,087,087015,900,242,10,2,0,0,872,247,6,1,14
26087087016,26,087,087016,1253.43,609.62,19.54,1.95,0.98,1.95,1233.89,603.75,9.77,4.88,17.59
26087087017,26,087,087017,840,440,12,3,2,1,805,451,5,2,16
26087087018,26,087,087018,1333.79,476.05,24,5,1,5,1267.79,511.04,14,4,17
26087087019,26,087,087019,396.17,274.06,3,3,0,1,378.16,266.07,4,4,13
26087087020,26,087,087020,537.04,390.89,15,3,0,1,499.05,400.89,10,6,16.99
26087087021,26,087,087021,640.71,502.28,9.78,0.01,0.97,1.95,626.04,492.55,6.84,2.93,16.6
26087087022,26,087,087022,516,355,20,8,0,2,517,345,9,3,16
26087087023,26,087,087023,490.94,342.36,19.25,2.02,1,4,474.45,339.47,7.09,4.13,10.26
26087087024,26,087,087024,518.61,402.16,11.59,6.74,0.96,1.93,482.93,409.88,18.3,2.91,17.36
26087087025,26,087,087025,839,383.16,18.14,1.24,0.04,0.07,805.18,390.34,6.6,8.96,18.36
26087087026,26,087,087026,1315,618,21,3,0,3,1294,620,9,2,20
26087087027,26,087,087027,884,500,14,2,0,2,838,515,9,2,18
26087087028,26,087,087028,724,378,4,2,1,3,673,397,5,6,14
26087087029,26,087,087029,1065.16,531.07,18.24,3.86,0.95,0.07,1039.85,530.88,5.93,2.96,22.3
26087087030,26,087,087030,769.29,474.72,12.22,2.99,0.03,0.05,752.96,476.45,6.16,3.07,13.4
26087087031,26,087,087031,1123.45,599.32,24.02,3,1,8,1096.43,591.31,7.01,7,28.01
26087087032,26,087,087032,1098.36,486.6,19.45,2.91,3.89,0.97,1117.44,460.66,5.83,1.96,7.83
26087087033,26,087,087033,899.21,454.78,17.01,2.13,3.13,1.07,880.67,462.58,4.4,3.16,11.58
26087087034,26,087,087034,1441.06,512.85,12.93,3,0.99,3.95,1380.68,528.77,3.01,5.92,23.73
26087087035,26,087,087035,1150,638,26,0,1,4,1080,669,13,7,26
26087087036,26,087,087036,1120,704,21,1,2,6,1079,710,14,4,19
26087087037,26,087,087037,655,216,9,3,0,2,627,237,3,1,5
26089089001,26,089,089001,1192.79,1066.07,20.52,0.29,1.01,1.23,1250.71,995.32,8.27,1.25,9.98
26089089002,26,089,089002,475.73,415.64,6.85,4.87,0,0.98,487.53,398.95,4.9,2.92,1.96
26089089003,26,089,089003,344.93,420.2,6.67,1.91,0.95,0,368.75,396.38,5.72,0.95,1.91
26089089004,26,089,089004,1087.72,1240.47,14.13,7.01,0,0,1157.39,1149.45,18.1,1.01,8.37
26089089005,26,089,089005,518.54,499.1,8.55,0.78,0,0.78,548.08,467.23,3.89,0.78,3.11
26089089006,26,089,089006,375.48,580.2,7.76,1.94,0,0,403.62,554.01,2.91,2.91,1.94
26089089007,26,089,089007,320.49,455.41,3.2,0.06,0,0.99,363.99,412.96,4.05,0.08,0.06
26089089008,26,089,089008,608.06,521.09,12.29,2.09,0.05,1,620.2,508.95,3.27,1.04,7.07
26089089009,26,089,089009,690.54,1109.18,14.24,4.24,0.03,0.03,753.08,1047.04,7.57,2.09,5.33
26089089010,26,089,089010,743.76,859.51,13.86,2.15,0.98,1,798.95,798.22,12.9,1.08,5.97
26089089011,26,089,089011,624,474,15,7,0,2,635,472,8,0,4
26089089012,26,089,089012,855.43,1068.62,8.9,7.66,0.98,0.98,909.12,996.7,18.4,2.88,10.61
26089089013,26,089,089013,70.4,76.8,1.92,0,0,0,74.88,71.68,1.92,0,0.64
26089ZZZZZZ,26,089,ZZZZZZ,15.75,22.43,0.33,0.07,0.01,0.09,16.81,21.35,0.19,0.04,0.12
26091091001,26,091,091001,446.32,801.66,16.02,6,2,3,446.32,771.62,13.01,1.01,23.01
26091091002,26,091,091002,413,593,16,5,1,2,412,553,15,3,21
26091091003,26,091,091003,439.6,599.46,17.98,2,0,2,426.62,581.48,8.99,1,19.98
26091091004,26,091,091004,755.2,900.05,16.89,2.96,1.95,0.15,794.77,826.46,9.88,2.12,16.04
26091091005,26,091,091005,731,817,28,3,1,1,742,769,22,7,18
26091091006,26,091,091006,634.14,781.11,21.73,4.93,0.99,0.01,660.8,716.89,13.81,6.92,13.85
26091091007,26,091,091007,1197.09,842.89,14.31,2.08,1.06,2.86,1249.72,755.95,7.24,3.94,17.08
26091091008,26,091,091008,1123.86,810.3,21.92,3.99,1.99,2.99,1128.84,771.44,11.96,3.98,18.94
26091091009,26,091,091009,291.71,95.14,5.86,0.01,0,1.95,301.19,81.64,3.88,0.99,2.01
26091091010,26,091,091010,1149.34,749.14,25.25,2,0,5.08,1153.73,672.58,14.16,0.04,32.09
26091091011,26,091,091011,975,429,16,3,0,2,944,439,7,2,15
26091091012,26,091,091012,772,492,11,6,0,1,765,476,11,0,12
26091091013,26,091,091013,686.48,428.21,9.46,3.06,0,0,708.01,402.71,3.25,4.06,2.34
26091091014,26,091,091014,430.14,250.77,4.98,1.66,0,0.83,428.47,242.47,4.98,1.66,5.81
26091091015,26,091,091015,843.86,728.23,36.02,0.34,0,2.17,855.53,690.53,11.02,6.34,20.19
26091091016,26,091,091016,614.41,224.32,10.92,1.99,0,2.98,593.56,223.33,3.97,3.97,10.92
26091091017,26,091,091017,708.54,288.37,12.84,3.08,0,2,688.38,272.68,9.67,3.08,14.5
26091091018,26,091,091018,615.79,257.33,9.01,3,0,3,606.8,242.3,6.01,0,12.01
26091091019,26,091,091019,1281.52,662.79,21.54,2.94,0,0,1259.99,639.29,11.75,2.94,15.66
26091091020,26,091,091020,677.25,322.79,24.33,1.03,1,2,667.18,312.13,12.26,6.03,11.2
26091091021,26,091,091021,510.53,221.53,8.33,0.83,0,0,508.86,204.88,6.66,0.83,5
26091091022,26,091,091022,605,276,12,1,0,3,597,267,9,3,7
26091091023,26,091,091023,636.09,513.04,15.03,6,1,3,644.08,487,11.02,4,13.03
26091091024,26,091,091024,775.21,323.67,13.99,0,0,1,785.2,296.7,5.99,2,6.99
26091091025,26,091,091025,557.16,396.08,7.11,0.03,1,1.99,564.3,371.78,2.08,3.03,8.05
26091091026,26,091,091026,457.68,152.31,4.5,2.05,0,0,443.58,154.31,4.4,0.05,6.3
26091091027,26,091,091027,661.99,279,19,1,0,0,650.99,265,13,2,11
26091091028,26,091,091028,418.93,143.38,8.04,2,1,1.01,420.93,134.33,5.03,1,3.03
26091091029,26,091,091029,785.43,368.89,10.97,1,0,2.99,786.43,356.92,6.98,0,6.98
26091091030,26,091,091030,1197.19,640.13,33,3,0,5,1217.19,610.13,9,6,9
26091091031,26,091,091031,829,497,24,2,1,2,826,468,13,6,12
26091091032,26,091,091032,837.14,605.79,22.3,2.79,0.93,5.57,821.34,578.84,14.87,6.5,20.44
26091091033,26,091,091033,603,246,13,1,0,1,591,242,6,2,14
26091091034,26,091,091034,575.53,236.4,13.96,1,0,2.99,584.51,215.45,6.98,1.99,7.98
26091091035,26,091,091035,1254.41,611.14,16.01,4,0,1,1248.4,580.13,7,7,20
26091091036,26,091,091036,795.59,274.86,9.99,4,1,1,785.6,260.87,6,4,8
26091091037,26,091,091037,390.01,164,5,1,0,1,396.01,151,2,0,2
26091091038,26,091,091038,686.46,689.01,22.04,4.01,1,1.01,713.53,641.94,18.02,5.01,12.02
26091091039,26,091,091039,642,652,10,1,0,1,679,597,9,2,5
26091091040,26,091,091040,681.09,690.65,20.68,6.21,2.07,2.42,696.9,647.62,21.12,6.49,15.54
26091091041,26,091,091041,625.35,683.13,17.31,4.1,0.97,1.13,631.59,659.23,12.97,4.03,12.09
26091091042,26,091,091042,782.97,551.42,21.67,5.89,0.03,3.87,817.65,510.37,10.03,3.97,11.91
26091091043,26,091,091043,1447,629,22,7,1,5,1416,626,12,8,20
26093000002,26,093,000002,0.8,0.66,0.02,0,0,0,0.79,0.64,0.01,0,0
26093093001,26,093,093001,641,671,20,1,0,2,652,645,9,4,9
26093093002,26,093,093002,590.7,552.62,23.1,2,0,0,620.41,519.98,10.04,2,7
26093093003,26,093,093003,589.38,599.8,17.36,4.34,0.87,1.74,617.16,567.68,6.08,1.74,6.94
26093093004,26,093,093004,552,509,9,1,1,1,597,467,1,2,6
26093093005,26,093,093005,962,579,20,2,1,0,978,546,7,2,11
26093093006,26,093,093006,1086.1,676.09,22.25,3.36,0.31,1.28,1099.9,627.33,14.77,3.99,16.17
26093093007,26,093,093007,843,576,10,4,1,3,864,558,7,1,7
26093093008,26,093,093008,714,468,17,4,0,1,743,438,5,1,6
26093093009,26,093,093009,476.24,328.1,7.47,2,1.03,1.07,474.29,320.39,5.13,6,3.03
26093093010,26,093,093010,1179,791,16,2,2,1,1219,735,6,1,6
26093093011,26,093,093011,1053,602,23,1,0,2,1081,573,8,0,6
26093093012,26,093,093012,609.75,375.9,13.53,0,0.97,1.93,639.71,355.61,3.87,0,0.97
26093093013,26,093,093013,1288.13,843.83,22.54,1.88,0.94,0.94,1321.88,806.24,11.28,1.88,6.6
26093093014,26,093,093014,1462.85,571.8,19.25,4.81,0.93,3.73,1444.76,536.14,18,10.26,18.05
26093093015,26,093,093015,1585.91,575.53,23.77,0.99,0.99,1.98,1523.51,606.23,10.9,5.94,17.83
26093093016,26,093,093016,765.95,391.41,17.75,3.55,0,0,767.73,379.87,4.44,0,5.33
26093093017,26,093,093017,1174.34,437.39,20.48,8.37,0.07,0.3,1166.94,429.59,10.4,2.81,9.4
26093093018,26,093,093018,921.99,652.06,12.3,2.05,0.03,0.03,923.17,619.74,8.08,4.03,9.22
26093093019,26,093,093019,476.93,305.44,10.05,1.01,1,0.01,473.93,300.39,4.04,2.01,7.03
26093093020,26,093,093020,851.27,597.77,21.67,1.12,1.01,5.98,879.2,565.43,8.12,2.99,13.95
26093093021,26,093,093021,469.59,445.1,13.39,0.79,0.79,0,501.89,404.93,6.3,2.36,8.67
26093093022,26,093,093022,617.09,285,5.4,2.09,1.03,0.03,629.57,260.89,4.1,0.03,4.04
26093093023,26,093,093023,1259.74,721.61,12.77,2.93,0.97,0.98,1332.47,656.03,3.99,0.97,2.06
26093093024,26,093,093024,581,404,8,0,0,2,611,367,2,1,9
26093093025,26,093,093025,1012.87,704.81,16.46,0.39,0.19,0.78,1084.47,640.67,6.08,0.39,0.97
26093093026,26,093,093026,752.53,427.47,8.46,2.82,0.94,3.76,769.44,400.22,7.52,1.88,8.46
26093093027,26,093,093027,813.17,442.39,8.83,0.98,0,0.98,823.96,407.08,4.9,0,4.9
26093093028,26,093,093028,332.38,179.75,2.69,0.03,0.01,0.04,318.7,176.85,7.02,0.89,6.16
26093093030,26,093,093030,352,258,6,0,0,0,343,259,3,2,3
26093093031,26,093,093031,999,687,24,7,1,2,1004,661,13,3,10
26093093032,26,093,093032,805.53,669.06,16.45,3.62,0.13,0.26,809.76,638.54,10.78,1.25,17.82
26093093033,26,093,093033,875.34,736.03,25.12,4.04,0,3.01,896.62,692.61,8.08,4.01,22.07
26093093034,26,093,093034,1101,690,27,5,1,2,1128,660,3,4,6
26093093035,26,093,093035,955,633,19,3,0,2,998,583,3,1,11
26093093036,26,093,093036,992,688,21,3,0,2,1019,636,6,2,8
26093093037,26,093,093037,486,323,9,2,3,2,490,316,4,1,11
26093093038,26,093,093038,773.99,584.46,17.86,5.95,0,1.98,814.67,522.94,11.91,1.98,9.92
26093093039,26,093,093039,556,391,17,1,0,2,584,368,6,2,5
26093093040,26,093,093040,1178.51,861.71,35.63,1.65,0.81,3.22,1254.21,796.13,13.02,1.62,4.26
26093093041,26,093,093041,1001.31,867.7,20.28,6.05,0.02,0,1008.76,833.6,12.28,4.05,11.19
26093093042,26,093,093042,1232,969,20,6,2,3,1243,914,11,6,20
26093093043,26,093,093043,1228.52,1065.42,24.67,3.45,0.15,1,1258.83,1011.87,19.67,3.45,5.78
26093093044,26,093,093044,876.29,698.31,18.28,7.69,0.96,2.89,877.29,670.38,15.39,2.89,14.43
26093093045,26,093,093045,1044.17,902.88,15.05,2.51,0.84,0,1068.41,843.53,15.05,2.51,10.03
26093093046,26,093,093046,724,627,18,2,0,0,742,599,8,3,3
26093093047,26,093,093047,678.38,567.19,12.74,4.31,0.04,0.12,680.42,554.07,6.62,2.12,3.58
26093093048,26,093,093048,895.66,436.34,17.18,3.05,1,3.02,887.7,440.07,9.07,4.05,7.15
26093093049,26,093,093049,847.35,501.23,12.85,1.98,2.96,1.98,840.44,476.52,6.92,7.91,15.82
26093093050,26,093,093050,1227.88,564.64,19.45,4.8,0.04,1.95,1230.07,539.83,7.82,4.92,15.62
26093093051,26,093,093051,1280.32,716.49,16.59,1.06,2.06,4,1306.47,682.6,9.3,4.09,12.18
26093093052,26,093,093052,1307,776,30,5,0,0,1333,726,10,6,9
26093093053,26,093,093053,1461,788,20,6,1,2,1453,757,12,12,24
26093093054,26,093,093054,1402.66,757.53,31.62,4.48,0,2.12,1427.71,730.11,7.31,3.36,9.31
26093093055,26,093,093055,962.68,508.51,19.41,1.94,1.94,0,967.53,479.4,9.7,2.91,5.82
26093093056,26,093,093056,956.02,792.75,33.03,5.66,0,1.89,965.45,766.32,12.27,4.72,23.59
26093093057,26,093,093057,794,739,28,2,5,2,794,723,13,8,8
26093093058,26,093,093058,1170.45,856.63,28.87,5.07,0,3.9,1170.64,825.61,21.16,6.14,19.31
26093093059,26,093,093059,987,567,16,1,0,1,971,547,7,4,14
26093093060,26,093,093060,1197.79,641.06,30.25,7.16,0,1.09,1178.85,620.96,16.33,3.21,18.96
26093093061,26,093,093061,911.18,527.27,24.74,1.18,0,2.08,896.28,518.34,12.3,5.18,13.58
26093093062,26,093,093062,748,275,11,3,0,5,736,276,5,2,13
26093093063,26,093,093063,936,379,17,6,2,1,929,372,14,5,12
26093093064,26,093,093064,1319,613,21,4,0,1,1288,627,10,0,12
26093093065,26,093,093065,1405.07,809.05,28,5,4,4,1423.07,781.05,4,6,15
26093093066,26,093,093066,846.45,473.06,15.06,1.92,0,0.09,848.25,456.15,6.78,2.84,7.64
26093093067,26,093,093067,1454.15,620.36,14.96,3.99,0,1,1437.2,610.39,6.98,4.99,13.96
26093093068,26,093,093068,1264,685,25,4,0,2,1265,668,8,2,9
26093093069,26,093,093069,1207.12,828.76,24.73,3.96,1.97,1.97,1218.93,792.06,8.94,3.98,17.8
26093093070,26,093,093070,1654.4,827.04,35.05,8.01,1,0,1653.38,812.02,8.02,5.01,17.02
26093093071,26,093,093071,980.94,425.42,19.34,3.52,0,0.88,973.9,414.88,9.67,2.64,9.67
26093093072,26,093,093072,764,491,12,1,0,1,786,451,4,2,7
26093093073,26,093,093073,607,529,13,2,0,4,602,517,11,1,16
26093093074,26,093,093074,1081.49,608.54,12.08,4.02,2,1.01,1059.4,581.52,16.04,3.02,17.06
26093093075,26,093,093075,749,632,25,2,1,5,770,609,9,2,14
26093093076,26,093,093076,676,452,17,2,0,1,690,436,4,0,10
26093093077,26,093,093077,1252.05,750.59,21.25,4.45,0,1,1230.27,734.13,9.56,2,14.67
26093093078,26,093,093078,1286.03,762.02,21,9,0,3,1309.03,731.02,8,3,7
26093093079,26,093,093079,1258.46,630.71,19.71,3.94,0.99,2.96,1246.64,634.65,6.9,4.93,12.81
26093093080,26,093,093080,1222,582,29,7,1,2,1225,571,11,5,10
26093093081,26,093,093081,1330.36,732.1,31.96,4.99,2,3,1292.4,731.1,16.98,5.99,19.98
26095095001,26,095,095001,90,27,1,0,0,0,86,33,0,0,1
26095095002,26,095,095002,720.83,246.65,10.22,3.83,1.28,5.55,708.77,253.76,4.66,6.39,7.83
26095095003,26,095,095003,867.51,399.31,9.98,2,2,3.99,852.54,396.32,6.99,1,11.98
26095095004,26,095,095004,429.17,168.35,5.78,2.17,0.72,1.45,421.23,171.24,4.34,3.61,2.17
26095ZZZZZZ,26,095,ZZZZZZ,1.49,0.69,0.02,0,0,0.01,1.46,0.68,0.01,0,0.02
26097097001,26,097,097001,52.27,50.64,2.17,2.01,0,0,54.53,50.11,3.15,0,0.09
26097097002,26,097,097002,203.48,111.62,0,0,0,0,197.55,113.59,0.99,1.98,2.96
26097097003,26,097,097003,757.19,524.57,14.41,2.89,0.96,2.88,759.11,521.66,3.86,2.88,6.73
26097097004,26,097,097004,266.22,66.09,2,1,0,0,257.21,72.1,3,0,1
26097097005,26,097,097005,249.69,89.03,2,0,0,1,252.55,90.01,2,0,1
26097097006,26,097,097006,76,20,0,0,0,0,76,21,0,0,0
26097097007,26,097,097007,89.79,34.61,0,0,0,0,85.11,33.67,0,0,0
26097097008,26,097,097008,226.38,266.49,6.69,1.91,0,0,235.93,250.26,6.69,0,2.87
26097097009,26,097,097009,287.84,109.87,4.01,0.01,0,0.99,288.9,112.73,0.05,0,2
26097097010,26,097,097010,446.73,323.64,6.2,0.32,0.98,2.05,439.5,326.57,2.7,1.99,5.84
26097097011,26,097,097011,206.51,71.49,0,0,0,0,187.65,81.41,0.99,0,1.99
26097097012,26,097,097012,463.78,196.91,1,0,0,0,450.79,204.9,0,1,3
26097097013,26,097,097013,489.55,427.44,11.69,2.92,0,0.73,496.12,417.94,6.58,0,8.04
26097097014,26,097,097014,376.12,249.85,3.46,1.35,0,0.1,368.92,253.73,1.8,0,5.99
26097ZZZZZZ,26,097,ZZZZZZ,103.69,83.59,2.21,0.55,0.04,0.22,104.33,82.17,1.18,0.12,1.42
