GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
46003009736,46,003,009736,1917,1870,0,7,39,1,0,1360,1354,0,3,3,0,0,66,60,NA,50020,50020,55710,1,1
46003009737,46,003,009737,1218,1215,0,0,1,2,0,854,853,0,0,0,1,0,24,28,NA,61700,17180,69540,1,1
46005009566,46,005,009566,2145,2140,0,1,4,0,0,1442,1439,0,1,2,0,0,48,54,NA,10620,3500,36150,1,1
46005009567,46,005,009567,2362,2343,2,0,13,4,0,1681,1673,1,0,5,2,0,31,29,NA,72540,860,80100,1,1
46005009568,46,005,009568,1871,1838,2,14,14,3,0,1381,1364,2,8,6,1,0,59,58,NA,31060,31060,35480,1,1
46005009569,46,005,009569,3300,3170,22,26,65,17,0,2451,2366,19,12,38,16,0,2738,3532,NA,31060,31060,35480,1,1
46005009570,46,005,009570,5501,5395,24,23,43,16,0,4163,4100,15,10,27,11,0,52,69,NA,31060,31060,35480,1,1
46005009571,46,005,009571,3074,3012,16,12,20,11,3,2244,2214,8,10,5,7,0,152,148,NA,31060,31060,35480,1,1
46007009931,46,007,009931,3206,1698,8,35,1462,2,1,2059,1276,4,12,765,1,1,507,773,49700,41100,17710,06240,1,1
46009009676,46,009,009676,3794,3777,0,11,4,1,1,2832,2822,0,4,4,1,1,332.02,427.41,NA,64860,45550,07400,1,1
46009009677,46,009,009677,3295,3097,22,23,150,3,0,2482,2330,17,12,123,0,0,290.98,374.59,NA,60660,45790,07400,1,1
46011009586,46,011,009586,3702,3653,1,17,22,6,3,2550,2524,1,8,14,3,0,38,55,NA,18700,2820,21390,1,1
46011009587,46,011,009587,4193,4168,3,2,13,7,0,2960,2949,0,1,7,3,0,25,50,NA,67700,67740,66300,1,1
46011009588,46,011,009588,7591,7362,25,28,85,90,1,6009,5840,16,24,55,74,0,988.58,1616.61,NA,7580,7580,08520,1,1
46011009589,46,011,009589,9721,9417,44,29,34,193,4,7941,7708,29,24,24,152,4,1306.42,2136.39,NA,7580,7580,08520,1,1
