GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
56001009626,56,001,009626,482,444,0,26,8,4,0,368,345,0,18,3,2,0,89,72.72,NA,67090,92695,00730,1,1
56001009627,56,001,009627,1553,1449,1,84,12,7,0,1083,1023,0,48,8,4,0,261.91,214.02,NA,45050,92090,00730,1,1
56001009628,56,001,009628,2108,1908,8,174,10,8,0,1450,1324,5,106,8,7,0,350.67,286.55,NA,45050,92090,00730,1,1
56001009629,56,001,009629,1708,1237,15,410,21,11,14,1289,949,15,298,10,7,10,311.73,254.73,NA,45050,92090,00730,1,1
56001009630,56,001,009630,2054,1791,22,192,16,33,0,1593,1415,17,124,11,26,0,385.25,314.81,NA,45050,92090,00730,1,1
56001009631,56,001,009631,5250,4845,23,229,30,121,2,3781,3503,10,160,21,85,2,914.39,747.2,NA,45050,92090,00730,1,1
56001009632,56,001,009632,1008,930,4,38,8,28,0,799,737,3,29,8,22,0,193.23,157.9,NA,45050,92090,00730,1,1
56001009633,56,001,009633,1774,1468,48,76,43,133,6,1390,1184,31,45,21,103,6,336.16,274.69,NA,45050,92090,00730,1,1
56001009634,56,001,009634,3598,3271,19,182,20,104,2,3155,2887,18,137,15,96,2,763,623.49,NA,45050,92090,00730,1,1
56001009635,56,001,009635,2027,1900,30,52,3,41,1,2025,1898,30,52,3,41,1,489.72,400.18,NA,45050,92090,00730,1,1
56001009636,56,001,009636,4852,4473,30,237,20,90,2,3935,3666,25,158,15,69,2,951.63,777.63,NA,45050,92090,00730,1,1
56001009637,56,001,009637,2406,2155,32,176,10,33,0,1889,1710,21,124,7,27,0,456.83,373.3,NA,45050,92090,00730,1,1
56001009638,56,001,009638,953,869,4,72,6,2,0,678,625,1,45,5,2,0,163.97,133.99,NA,45050,92090,00730,1,1
56001009639,56,001,009639,1024,974,2,40,4,4,0,763,732,2,22,3,4,0,184.52,150.78,NA,NA,93135,00730,1,1
56003009926,56,003,009926,2420,2325,1,62,22,10,0,1779,1723,0,33,18,5,0,459.52,649.09,NA,5320,90275,01090,1,1
56003009927,56,003,009927,3284,3118,0,152,7,5,2,2363,2272,0,79,7,4,1,610.37,862.17,NA,33885,90165,03170,1,1
56003009928,56,003,009928,4821,4452,1,337,25,6,0,3206,3002,1,188,10,5,0,828.11,1169.74,NA,47950,90220,01420,1,1
56005009521,56,005,009521,1517,1455,0,54,7,1,0,1021,986,0,29,5,1,0,160.87,324.12,NA,NA,91210,01470,1,1
56005009522,56,005,009522,2748,2659,2,64,17,5,1,1729,1681,1,32,12,3,0,272.43,548.88,NA,31855,91210,01470,1,1
56005009523,56,005,009523,3946,3748,1,127,62,7,1,2466,2361,1,63,37,3,1,388.55,782.84,NA,31855,91210,01470,1,1
56005009524,56,005,009524,3868,3681,5,133,41,8,0,2867,2752,3,81,26,5,0,451.73,910.14,NA,31855,91210,01470,1,1
56005009525,56,005,009525,6502,6204,17,189,62,28,2,4050,3886,8,100,32,23,1,638.13,1285.69,NA,31855,91210,01470,1,1
56005009526,56,005,009526,2870,2722,2,99,42,5,0,1919,1836,1,54,24,4,0,302.36,609.2,NA,31855,91210,01470,1,1
56005009527,56,005,009527,4813,4604,6,138,51,13,1,2911,2812,4,67,21,7,0,458.67,924.11,NA,31855,91265,01470,1,1
56005009528,56,005,009528,1407,1380,0,20,6,1,0,911,896,0,9,5,1,0,143.54,289.2,NA,NA,91265,01470,1,1
56005952998,56,005,952998,1699,1621,1,58,9,10,0,1020,970,1,34,9,6,0,160.71,323.8,NA,85015,91265,01470,1,1
56005953098,56,005,953098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91210,01470,1,1
56007009676,56,007,009676,2051,1748,34,213,49,6,1,1646,1392,34,167,47,5,1,428.56,443.05,NA,71150,92640,01030,1,1
56007009677,56,007,009677,4158,3308,28,760,21,33,8,2681,2191,14,446,11,17,2,698.04,721.64,NA,63900,92640,01030,1,1
56007009678,56,007,009678,4751,3615,23,1069,22,18,4,3386,2643,16,699,13,12,3,881.59,911.4,NA,63900,92640,01030,1,1
56007009679,56,007,009679,1134,1098,0,26,7,3,0,813,791,0,16,4,2,0,211.68,218.83,NA,32650,92860,01700,1,1
56007009680,56,007,009680,2274,2176,5,78,12,3,0,1590,1536,5,38,8,3,0,413.98,427.98,NA,68685,92860,01700,1,1
56007009681,56,007,009681,1924,1787,1,122,8,5,1,1317,1240,1,65,5,5,1,342.9,354.49,NA,35335,91650,01700,1,1
56007009682,56,007,009682,149,142,0,7,0,0,0,104,100,0,4,0,0,0,27.08,27.99,NA,NA,91650,01700,1,1
56007009683,56,007,009683,218,176,0,40,2,0,0,162,137,0,23,2,0,0,42.18,43.61,NA,71150,92640,01030,1,1
56009009561,56,009,009561,199,187,0,12,0,0,0,141,135,0,6,0,0,0,35.66,43.56,NA,NA,90990,02140,1,1
56009009562,56,009,009562,149,131,0,14,2,2,0,114,98,0,12,2,2,0,28.83,35.22,NA,NA,90990,02140,1,1
56009009563,56,009,009563,1119,1051,0,57,10,1,0,733,690,0,36,6,1,0,185.39,226.48,NA,67440,91375,02150,1,1
56009009564,56,009,009564,4146,3900,7,192,36,5,6,2933,2780,5,118,23,3,4,741.8,906.21,NA,21125,90990,02140,1,1
56009009565,56,009,009565,2029,1843,6,152,20,6,2,1223,1134,2,66,14,5,2,309.32,377.87,NA,21125,90990,02140,1,1
56009009566,56,009,009566,1122,1070,0,46,2,4,0,740,703,0,35,0,2,0,187.16,228.64,NA,47805,90990,02140,1,1
56009009567,56,009,009567,2364,2229,2,92,26,15,0,1573,1508,1,39,16,9,0,397.84,486.01,NA,32435,91375,02150,1,1
56009956898,56,009,956898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90990,02140,1,1
56011009501,56,011,009501,1284,1278,0,6,0,0,0,866,864,0,2,0,0,0,190.78,415.05,NA,39105,91760,02370,1,1
56011009502,56,011,009502,1996,1980,0,9,7,0,0,1308,1297,0,5,6,0,0,288.16,626.89,NA,54185,92200,02370,1,1
56011009503,56,011,009503,2014,1980,0,11,20,3,0,1421,1398,0,6,15,2,0,313.05,681.05,NA,74195,93190,02370,1,1
56013009825,56,013,009825,681,644,0,33,3,1,0,501,485,0,13,2,1,0,125.71,144.31,NA,70570,93080,05700,1,1
56013009826,56,013,009826,253,240,0,12,1,0,0,180,172,0,7,1,0,0,45.16,51.85,84200,NA,93245,03630,1,1
56013009827,56,013,009827,3502,3114,4,107,260,15,2,2549,2309,2,71,158,8,1,639.57,734.21,NA,44760,92035,02870,1,1
56013009828,56,013,009828,4320,3939,2,89,273,16,1,3070,2847,2,45,164,11,1,770.29,884.28,NA,44760,92035,02870,1,1
56013009829,56,013,009829,1696,1639,0,25,27,5,0,1195,1164,0,12,16,3,0,299.84,344.21,84200,38960,92035,02870,1,1
56013009830,56,013,009830,1493,1468,1,16,6,2,0,1129,1111,1,9,6,2,0,283.28,325.2,84200,21415,91045,02670,1,1
56013009831,56,013,009831,4086,3799,0,75,211,0,1,2783,2601,0,44,137,0,1,698.28,801.61,84200,66220,93685,02830,1,1
56013009832,56,013,009832,5712,1047,8,262,4391,3,1,3392,772,3,128,2486,2,1,851.08,977.03,84200,25330,93685,02820,1,1
56013009833,56,013,009833,4698,3958,20,329,366,21,4,3174,2783,13,177,183,15,3,796.38,914.24,84200,66220,93685,05220,1,1
56013009834,56,013,009834,2502,2187,2,158,150,4,1,1894,1705,2,101,82,3,1,475.22,545.55,84200,66220,93685,05220,1,1
