GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
24005004101,24,005,004101,5483,52,5253,52,68,0,109,4048,37,3847,37,54,0,73,922.89,788.41,NA,90840,00120,1,3
24005004102,24,005,004102,4064,38,3930,38,12,2,81,2980,26,2865,26,10,1,52,679.4,580.4,NA,90840,00120,1,3
24005004201,24,005,004201,3699,19,3641,19,22,2,9,2971,15,2919,15,14,2,6,677.35,578.65,23975,91020,00120,1,3
24005004202,24,005,004202,2600,16,2563,16,6,4,11,2162,14,2115,14,6,4,9,492.91,421.08,23975,91020,00120,1,3
24005004206,24,005,004206,4731,31,4643,31,22,15,20,3679,21,3603,21,13,9,12,838.76,716.54,23975,91020,00120,1,3
24005004208,24,005,004208,3471,36,3383,36,32,8,12,2795,25,2721,25,13,5,6,637.22,544.37,23975,91020,00120,1,3
24005004209,24,005,004209,3952,48,3737,48,124,23,20,3222,38,3030,38,81,18,17,734.57,627.53,23975,91020,00120,1,3
24005004210,24,005,004210,1986,8,1905,8,54,16,3,1670,7,1596,7,48,10,2,380.74,325.26,23975,91020,00120,1,3
24005004212,24,005,004212,2013,11,1967,11,9,5,21,1581,7,1543,7,6,4,14,360.45,307.92,23975,91020,00120,1,3
24005004213,24,005,004213,3694,32,611,32,3027,11,10,2806,16,473,16,2287,6,8,639.73,546.51,23975,91020,00120,1,3
24005004302,24,005,004302,2594,11,2513,11,41,6,23,2034,10,1968,10,30,4,12,375.31,336.68,45662,91112,00120,6,4
24005004303,24,005,004303,5832,69,5121,69,561,27,53,4106,54,3627,54,314,19,38,757.62,679.66,45662,91112,00120,6,4
24005004304,24,005,004304,3039,17,2670,17,312,6,32,2350,16,2061,16,229,4,24,433.61,388.99,1975,91112,00120,6,4
24005004305,24,005,004305,1101,2,1074,2,11,0,13,853,1,832,1,8,0,11,157.39,141.2,1975,91112,00120,6,4
24005004306,24,005,004306,2601,46,2401,46,82,4,67,2051,35,1854,35,79,3,45,378.44,339.5,1975,91112,00120,6,4
24005004307,24,005,004307,4419,45,4237,45,65,6,65,3606,41,3421,41,51,4,48,665.36,596.89,1975,91112,00120,6,4
24005004308,24,005,004308,3649,17,3506,17,49,6,71,2978,10,2850,10,43,5,60,549.49,492.94,1975,91112,00120,6,4
24005004309,24,005,004309,4941,106,3854,106,391,14,573,4006,84,3143,84,246,7,442,739.17,663.11,1975,91112,00120,6,4
24005004401,24,005,004401,4564,33,4488,33,8,10,21,3769,23,3693,23,8,6,16,859.28,734.07,60275,91204,00120,1,4
24005004402,24,005,004402,2715,28,2598,28,50,4,35,2174,18,2069,18,38,4,27,495.64,423.42,59325,91204,00120,1,4
24005004403,24,005,004403,1718,26,1599,26,57,2,34,1410,21,1295,21,46,2,25,321.46,274.62,59325,91204,00120,1,4
24005004404,24,005,004404,5630,36,5402,36,160,3,29,4444,29,4243,29,123,3,17,1013.17,865.54,59325,91204,00120,1,4
24005004405,24,005,004405,3036,17,3004,17,3,3,9,2495,12,2458,12,3,3,7,568.83,485.94,59325,91204,00120,1,4
24005004406,24,005,004406,967,11,936,11,4,4,12,778,9,749,9,3,2,6,177.37,151.53,68700,91204,00120,1,4
24005004407,24,005,004407,7027,157,5259,157,1276,23,308,5377,114,4080,114,839,18,212,1225.89,1047.25,68700,91204,00120,1,3
24005004408,24,005,004408,2001,22,1781,22,117,6,74,1592,19,1422,19,79,4,49,362.96,310.07,68700,91204,00120,1,4
24005004410,24,005,004410,4221,46,2206,46,1925,12,30,2918,32,1707,32,1120,6,21,665.27,568.32,68400,91204,00120,1,4
24005004501,24,005,004501,3734,22,3663,22,6,6,37,3048,15,2987,15,4,3,24,694.9,593.64,68400,91296,00120,1,3
24005004502,24,005,004502,3554,21,3495,21,12,10,16,2881,15,2822,15,8,9,12,656.83,561.12,26600,91296,00120,1,3
24005004503,24,005,004503,3268,31,3191,31,13,8,25,2645,23,2573,23,10,4,12,603.03,515.15,26600,91296,00120,1,3
24005004504,24,005,004504,2554,19,2471,19,9,6,49,2134,16,2052,16,5,6,39,486.52,415.63,26600,91296,00120,1,3
24005004506,24,005,004506,2990,12,2952,12,12,6,8,2266,6,2236,6,7,5,6,516.62,441.34,26600,91296,00120,1,3
24005004507,24,005,004507,2254,78,2016,78,119,25,16,1685,46,1491,46,79,15,8,384.16,328.18,52300,91296,00120,1,3
24005004509,24,005,004509,3748,20,3635,20,67,10,16,3005,20,2893,20,51,8,13,685.1,585.27,26600,91296,00120,1,3
24005004510,24,005,004510,1722,12,1693,12,1,7,8,1381,6,1356,6,1,6,6,314.85,268.97,26600,91296,00120,1,3
