GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
47007953098,47,007,953098,1785,1775,0,3,7,0,0,1327,1320,0,2,5,0,0,222.65,257.55,NA,93504,NA,00270,4,3
47009000101,47,009,000101,2909,1671,1218,14,1,4,1,2212,1269,928,10,1,4,0,283.43,447.19,540,92136,NA,00060,8,2
47009000102,47,009,000102,4507,4257,198,27,8,17,0,3540,3370,129,23,7,11,0,453.58,715.67,540,92136,NA,00060,8,2
47009000103,47,009,000103,8267,7691,457,41,34,43,1,6439,6012,347,27,25,27,1,825.04,1301.74,540,92136,NA,00300,8,2
47009000104,47,009,000104,3033,2909,95,20,6,3,0,2325,2239,66,12,5,3,0,297.91,470.04,64160,92136,NA,00300,8,2
47009000105,47,009,000105,2536,2308,205,8,6,6,3,1940,1793,129,7,6,4,1,248.57,392.2,46380,92136,NA,02700,8,2
47009000106,47,009,000106,3631,3437,107,35,5,43,4,3043,2886,87,24,5,40,1,389.9,615.19,46380,92136,NA,02700,8,2
47009000107,47,009,000107,4163,4040,84,2,7,30,0,3219,3138,51,1,7,22,0,412.45,650.77,46380,92136,NA,02700,8,2
47009000108,47,009,000108,2949,2858,60,16,5,10,0,2300,2236,38,13,5,8,0,294.7,464.98,46380,92136,NA,02700,8,2
47009000109,47,009,000109,4517,4447,16,18,22,14,0,3562,3523,7,9,14,9,0,456.4,720.11,22340,92136,NA,00300,8,2
47009000110,47,009,000110,7056,6914,49,36,15,42,0,5506,5413,36,24,14,19,0,705.49,1113.12,46380,92136,NA,00300,8,2
47009000112,47,009,000112,3962,3823,108,13,8,10,0,2942,2863,59,8,6,6,0,376.96,594.77,46380,92136,NA,00300,8,2
47009000113,47,009,000113,6180,6113,23,24,8,8,4,4687,4644,16,15,5,6,1,600.55,947.55,67200,93656,NA,00300,8,2
47009000114,47,009,000114,4749,4715,0,14,13,7,0,3646,3617,0,12,11,6,0,467.17,737.1,74860,93384,NA,00300,8,2
47009000115,47,009,000115,7041,6963,11,20,21,26,0,5307,5261,5,14,14,13,0,679.99,1072.89,NA,91856,NA,00300,8,2
47009011101,47,009,011101,3402,3327,30,19,6,20,0,2622,2572,18,13,6,13,0,335.96,530.08,46380,92136,NA,00300,8,2
47009011102,47,009,011102,5148,4946,85,21,10,84,2,3950,3811,60,16,5,58,0,506.12,798.55,46380,92136,NA,02700,8,2
47009011601,47,009,011601,7193,7112,21,25,9,22,4,5452,5392,18,16,7,16,3,698.57,1102.21,28060,91336,NA,00300,8,2
47009011602,47,009,011602,4726,4676,13,15,6,16,0,3615,3579,9,12,5,10,0,463.19,730.83,NA,90296,NA,00300,8,2
47011000101,47,011,000101,4722,4196,413,68,18,27,0,3763,3387,301,43,11,21,0,383.67,662.92,15400,90704,NA,00690,5,3
47011000102,47,011,000102,3855,3642,122,64,4,22,1,3096,2960,79,41,3,13,0,315.66,545.42,15400,90704,NA,00690,5,3
47011000103,47,011,000103,2264,2072,153,23,11,5,0,1652,1512,107,17,11,5,0,168.43,291.03,22500,90704,NA,00330,5,2
47011000104,47,011,000104,2785,2110,589,70,8,8,0,2048,1578,417,43,3,7,0,208.81,360.79,15400,90704,NA,00690,5,3
47011000105,47,011,000105,3112,2924,96,68,11,11,2,2706,2543,81,60,10,11,1,275.9,476.71,15400,90704,NA,00690,5,3
47011000106,47,011,000106,3053,2934,57,38,7,16,1,2441,2369,36,21,3,12,0,248.88,430.03,15400,90704,NA,00690,5,3
47011000107,47,011,000107,3838,3560,238,24,11,4,1,2868,2699,142,14,8,4,1,292.42,505.25,15400,90704,NA,00690,5,3
47011000108,47,011,000108,2473,2034,388,34,5,12,0,1792,1516,249,18,3,6,0,182.71,315.69,15400,90704,NA,00690,5,3
47011000109,47,011,000109,2919,2873,13,15,4,14,0,2197,2171,7,6,4,9,0,224,387.04,80760,90704,NA,00330,5,2
47011000110,47,011,000110,5310,5179,77,31,14,8,1,3904,3824,48,18,8,6,0,398.04,687.76,69740,90704,NA,00330,5,3
47011000111,47,011,000111,5298,5148,103,29,11,7,0,3810,3717,60,21,6,6,0,388.46,671.2,15400,90600,NA,00330,5,2
47011000112,47,011,000112,9337,8788,421,79,18,31,0,6697,6286,314,56,13,28,0,682.81,1179.8,13020,90600,NA,00330,5,2
47011000113,47,011,000113,5260,5179,39,20,13,8,1,3944,3890,27,14,9,4,0,402.12,694.81,35880,93576,NA,00330,5,2
47011000114,47,011,000114,8284,7979,141,104,24,31,5,6193,5977,107,68,17,22,2,631.43,1091.01,15400,93576,NA,00330,5,2
47011000115,47,011,000115,5303,5240,11,18,19,15,0,3980,3934,9,14,11,12,0,405.79,701.15,69740,93096,NA,00330,5,2
47011000116,47,011,000116,5899,5846,10,27,13,3,0,4373,4343,6,15,7,2,0,445.86,770.38,80760,93120,NA,00330,5,3
47011011798,47,011,011798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,93096,NA,00330,5,3
47013009501,47,013,009501,3634,3533,0,16,82,3,0,2567,2506,0,9,49,3,0,397.91,342.48,11360,91456,NA,00420,4,4
47013009502,47,013,009502,2657,2578,69,3,7,0,0,2025,1975,45,1,4,0,0,313.89,270.17,38020,91144,NA,00420,4,4
47013009503,47,013,009503,1705,1684,2,4,13,2,0,1214,1203,0,2,7,2,0,188.18,161.97,38020,91144,NA,00420,4,4
47013009504,47,013,009504,3952,3906,7,12,15,12,0,2977,2943,6,9,12,7,0,461.46,397.18,11360,90512,NA,00420,4,4
47013009505,47,013,009505,3719,3696,0,11,5,7,0,2785,2772,0,5,4,4,0,431.7,371.57,37600,91824,NA,00420,4,4
47013009506,47,013,009506,4537,4460,45,20,10,2,0,3503,3433,42,16,10,2,0,542.99,467.36,40180,91824,NA,00420,4,4
47013009507,47,013,009507,5188,5151,5,16,13,3,0,3891,3868,1,12,8,2,0,603.14,519.13,40180,91824,NA,00420,4,4
47013009508,47,013,009508,1827,1810,0,6,8,2,1,1422,1408,0,5,7,2,0,220.42,189.72,NA,91232,NA,00420,4,4
47013009509,47,013,009509,2364,2348,0,8,6,2,0,1692,1682,0,4,6,0,0,262.27,225.74,NA,91232,NA,00420,4,4
47013009510,47,013,009510,2178,2165,0,7,5,1,0,1585,1573,0,7,4,1,0,245.69,211.47,40180,91824,NA,00420,4,4
47013009511,47,013,009511,3318,3290,2,14,11,1,0,2415,2397,2,6,10,0,0,374.35,322.2,11360,91824,NA,00420,4,4
47015009601,47,015,009601,3098,3026,53,5,7,7,0,2293,2242,38,3,5,5,0,456.84,292.26,2400,92472,NA,00450,2,6
47015009602,47,015,009602,5074,4934,111,21,7,1,0,3817,3726,76,10,4,1,0,760.48,486.51,81560,93104,NA,00450,2,6
47015009603,47,015,009603,2295,2255,20,13,1,6,0,1720,1694,16,7,1,2,0,342.68,219.23,NA,92680,NA,00450,2,6
47017009620,47,017,009620,4582,4268,288,21,5,0,0,3524,3300,208,12,4,0,0,677.83,557.75,8960,90416,NA,01890,3,8
47017009621,47,017,009621,7034,6041,940,36,11,5,1,5295,4633,627,20,11,4,0,1018.47,838.04,36580,91640,NA,02010,3,8
47017009622,47,017,009622,6780,6056,692,21,11,0,0,5227,4719,491,10,7,0,0,1005.39,827.28,44940,92080,NA,02790,3,8
47017009623,47,017,009623,4651,3897,728,16,6,3,1,3561,2995,548,10,4,3,1,684.94,563.6,75100,93416,NA,04490,3,8
47017009624,47,017,009624,2333,2129,191,11,1,1,0,1770,1632,131,5,1,1,0,340.45,280.14,NA,90536,NA,04490,3,8
47017009625,47,017,009625,2134,1823,290,20,0,0,1,1606,1389,198,19,0,0,0,308.91,254.18,15140,90688,NA,03900,3,8
47019000701,47,019,000701,1963,1934,6,7,2,12,2,1662,1639,5,6,2,8,2,192.44,260.51,23500,91120,NA,01110,6,1
47019000702,47,019,000702,3510,3478,2,23,3,4,0,2778,2755,2,14,3,4,0,321.66,435.44,23500,91120,NA,01110,6,1
47019000703,47,019,000703,5618,5226,332,15,9,34,2,4412,4125,249,9,6,22,1,510.86,691.56,23500,91120,NA,01110,6,1
47019000704,47,019,000704,2307,2283,1,18,2,3,0,1746,1732,0,11,2,1,0,202.17,273.68,23500,91120,NA,01110,6,1
47019000705,47,019,000705,3390,3362,6,8,7,7,0,2593,2572,3,6,7,5,0,300.24,406.44,23500,91120,NA,00510,6,1
47019000706,47,019,000706,2469,2454,3,10,1,1,0,1896,1884,2,8,1,1,0,219.54,297.19,NA,91120,NA,00510,6,1
47019000707,47,019,000707,2527,2491,1,16,10,8,1,1868,1852,1,6,3,5,1,216.29,292.8,38320,91120,NA,00510,6,1
47019000708,47,019,000708,2464,2417,28,5,9,5,0,1904,1869,17,4,9,5,0,220.46,298.44,38320,91120,NA,00510,6,1
47019000709,47,019,000709,2943,2873,24,17,9,20,0,2456,2394,22,16,9,15,0,284.38,384.97,58240,91120,NA,00510,6,1
47019000710,47,019,000710,2793,2775,1,9,7,1,0,2195,2183,0,5,6,1,0,254.16,344.06,12460,91120,NA,00510,6,1
47019000711,47,019,000711,1529,1516,3,8,0,1,1,1183,1174,3,5,0,0,1,136.98,185.43,78240,90288,NA,00510,6,1
47019000712,47,019,000712,3336,3316,9,5,3,3,0,2553,2543,3,3,2,2,0,295.61,400.17,36500,90288,NA,00510,6,1
47019000713,47,019,000713,6200,6165,0,18,5,12,0,4829,4803,0,13,5,8,0,559.15,756.92,36500,93232,NA,00510,6,1
47019000714,47,019,000714,3316,3301,1,4,8,2,0,2528,2517,0,3,7,1,0,292.72,396.25,NA,93360,NA,00510,6,1
47019000715,47,019,000715,2094,2071,1,15,3,4,0,1609,1597,0,8,2,2,0,186.3,252.2,NA,93360,NA,00510,6,1
47019000716,47,019,000716,1404,1396,0,5,0,3,0,1090,1084,0,5,0,1,0,126.21,170.85,NA,91880,NA,00510,6,1
47019000717,47,019,000717,3642,3579,37,8,13,5,0,2814,2757,34,8,12,3,0,325.83,441.08,63840,92808,NA,00510,6,1
47021000702,47,021,000702,7060,6879,128,34,18,1,0,5119,4977,105,23,13,1,0,813,645,NA,92688,NA,00570,9,7
47021000703,47,021,000703,2922,2721,161,24,13,3,0,2162,2016,121,12,10,3,0,277.62,256.77,2180,90080,NA,00570,9,7
47021000704,47,021,000704,6357,6130,149,39,19,18,2,4567,4395,114,26,19,12,1,586.44,542.4,57480,91776,NA,00570,9,7
47021070198,47,021,070198,10801,10614,94,42,30,12,9,7686,7554,71,26,27,7,1,986.94,912.83,2180,90080,NA,00570,9,7
47023009701,47,023,009701,3839,3516,304,9,4,2,4,2887,2679,198,6,4,0,0,499.67,562.38,24240,91072,NA,00600,9,7
47023009702,47,023,009702,4729,3759,905,38,10,16,1,3751,3106,597,24,10,13,1,649.2,730.69,33260,93584,NA,00600,9,7
47023009703,47,023,009703,4251,4059,177,6,6,3,0,3167,3038,120,4,5,0,0,548.13,616.93,33260,93584,NA,00600,9,7
47025009701,47,025,009701,2358,2333,13,6,6,0,0,1686,1665,10,6,5,0,0,227.23,267.22,NA,90888,NA,00630,4,4
47025009702,47,025,009702,2678,2641,1,16,8,12,0,2030,2003,1,12,6,8,0,273.59,321.74,32650,90888,NA,00630,4,4
47025009703,47,025,009703,3513,3401,22,11,9,70,0,2593,2541,21,9,7,15,0,349.47,410.97,32650,92728,NA,00630,4,4
47025009704,47,025,009704,1239,1224,0,6,9,0,0,872,864,0,2,6,0,0,158,45,NA,90672,NA,00630,4,4
47025009705,47,025,009705,2306,2304,1,1,0,0,0,1786,1784,1,1,0,0,0,240.71,283.07,NA,92728,NA,00630,4,4
47025009706,47,025,009706,2785,2763,1,9,8,4,0,2116,2102,1,6,4,3,0,290.74,268.78,53140,90256,NA,00630,4,4
47025009707,47,025,009707,4501,4415,51,15,5,14,1,3336,3280,31,13,4,7,1,458.37,423.75,73120,93304,NA,00630,4,4
47025009708,47,025,009708,2939,2872,60,6,1,0,0,2182,2137,40,4,1,0,0,299.81,277.17,73120,93304,NA,00630,4,4
47025009709,47,025,009709,3818,3688,99,13,10,8,0,2868,2768,78,8,9,5,0,394.07,364.3,53140,93304,NA,00630,4,4
47027009551,47,027,009551,2722,2705,1,13,2,1,0,2062,2051,1,7,2,1,0,292,430,NA,91544,NA,00660,2,6
47027955098,47,027,955098,4516,4378,115,14,9,0,0,3502,3392,92,10,8,0,0,762,398,12100,90552,NA,00660,2,6
47029009801,47,029,009801,3022,2990,1,23,5,3,0,2293,2276,1,9,5,2,0,221.57,348.14,NA,90576,NA,00750,6,1
47029009802,47,029,009802,5177,4963,167,35,10,2,0,3993,3839,123,21,8,2,0,385.84,606.24,53000,92424,03210,00750,6,1
47029009804,47,029,009804,1614,1603,1,8,2,0,0,1210,1203,0,6,1,0,0,116.92,183.71,NA,90960,NA,00750,6,1
47029009805,47,029,009805,8338,8130,130,42,28,8,0,6302,6155,96,27,19,5,0,608.95,956.8,53000,92424,03210,00750,6,1
47029009806,47,029,009806,4783,4485,257,13,15,11,2,3687,3475,185,8,10,9,0,356.27,559.78,53000,92424,03210,00750,6,1
47029009807,47,029,009807,3017,3000,0,7,8,2,0,2271,2259,0,6,5,1,0,219.44,344.8,NA,91504,NA,00750,6,1
47029980398,47,029,980398,3190,3107,56,16,9,2,0,2401,2335,46,12,6,2,0,232.01,364.53,57040,92624,NA,00750,6,1
47031009701,47,031,009701,2826,2772,20,26,6,2,0,2069,2039,14,14,2,0,0,354.55,339.49,NA,93264,NA,00780,4,4
47031009702,47,031,009702,3466,3431,16,8,5,6,0,2574,2552,9,5,4,4,0,441.09,422.36,45500,92104,02610,00780,4,4
47031009703,47,031,009703,1255,1196,42,8,8,1,0,928,891,28,6,3,0,0,159.02,152.27,NA,90176,NA,00780,4,4
47031009704,47,031,009704,5172,5059,62,23,9,19,0,3782,3699,46,19,8,10,0,648.09,620.57,45500,92104,02610,00780,4,4
47031009705,47,031,009705,3748,3514,148,26,9,50,1,2935,2772,106,18,8,30,1,502.95,481.59,45500,92104,02610,00780,4,4
47031009706,47,031,009706,3125,3000,66,36,4,19,0,2388,2304,47,22,2,13,0,409.21,391.84,45500,92104,02610,00780,4,4
47031009707,47,031,009707,2953,2918,3,19,5,8,0,2131,2109,3,12,2,5,0,365.17,349.67,NA,91560,NA,00780,4,4
47031009708,47,031,009708,7693,7300,257,41,13,81,1,5641,5391,164,22,9,55,0,966.65,925.61,75320,93424,NA,04200,4,4
47031009709,47,031,009709,4284,3553,675,24,15,16,1,3031,2563,431,11,12,14,0,519.4,497.34,75320,93424,NA,04200,4,4
47031971098,47,031,971098,5817,5514,203,50,7,43,0,4481,4270,145,30,7,29,0,767.87,735.27,75320,93424,NA,04200,4,4
47033009610,47,033,009610,2132,1705,418,9,0,0,0,1559,1257,297,5,0,0,0,254.93,219.04,28380,91344,NA,00850,3,8
47033009611,47,033,009611,4012,3360,637,13,1,1,0,3116,2663,442,9,1,1,0,509.53,437.8,440,90024,00030,00850,3,8
47033009613,47,033,009613,2622,2118,493,8,1,0,2,1929,1592,330,6,1,0,0,315.43,271.02,46540,92152,NA,00850,3,8
47033009614,47,033,009614,2986,2347,620,14,2,3,0,2284,1845,427,9,2,1,0,373.48,320.9,4720,90208,00210,00850,3,8
47033961298,47,033,961298,1626,1534,82,5,5,0,0,1233,1171,52,5,5,0,0,201.62,173.24,27960,91328,NA,00850,3,8
47033961598,47,033,961598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,91328,NA,00850,3,8
47033961698,47,033,961698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,91328,NA,00850,3,8
47035009701,47,035,009701,4113,4054,36,9,12,2,0,3575,3522,33,8,10,2,0,464.22,660.6,24980,90864,NA,00900,4,4
47035009702,47,035,009702,3587,3558,0,7,22,0,0,2664,2648,0,2,14,0,0,345.92,492.26,NA,90864,NA,00900,4,4
47035009704,47,035,009704,4333,4291,0,21,15,6,0,3297,3266,0,12,14,5,0,428.12,609.23,18540,90856,NA,00900,4,4
47035009705,47,035,009705,5515,5440,2,26,34,13,0,4174,4124,1,15,27,7,0,542,771.28,18540,90856,NA,00900,4,4
47035009706,47,035,009706,5078,5034,3,11,13,13,4,3873,3841,3,7,12,8,2,502.92,715.66,18540,90856,NA,00900,4,4
47035009707,47,035,009707,3981,3930,1,27,19,4,0,2988,2955,1,19,12,1,0,388,552.13,NA,91864,NA,00900,4,4
47035009708,47,035,009708,3119,3103,0,4,6,6,0,2337,2324,0,4,6,3,0,303.46,431.84,17840,90832,NA,00900,4,4
47035960997,47,035,960997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,92160,NA,00900,4,4
47035960998,47,035,960998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,92160,NA,00900,4,4
47035970398,47,035,970398,4954,4918,0,19,15,2,0,3664,3643,0,7,13,1,0,475.78,677.04,59240,92160,NA,00900,4,4
47035971098,47,035,971098,56,56,0,0,0,0,0,43,43,0,0,0,0,0,5.58,7.95,NA,90832,NA,00900,4,4
47037000102,47,037,000102,6611,6036,504,13,5,49,4,5115,4733,335,8,5,33,1,972.84,818.97,52010,92200,NA,03180,1,5
47037000103,47,037,000103,8177,7668,348,48,18,94,1,6441,6081,245,33,16,66,0,1225.04,1031.27,29920,92200,NA,03180,1,5
47037000105,47,037,000105,8063,7618,359,54,23,7,2,6212,5896,264,35,13,4,0,1181.48,994.61,52010,92200,NA,03180,1,5
47037000106,47,037,000106,6295,5492,638,89,14,58,4,4733,4202,400,69,14,45,3,900.19,757.8,52010,92200,NA,03180,1,5
47037000110,47,037,000110,7978,5041,2797,45,11,75,9,5802,3961,1758,25,10,47,1,1103.5,928.96,52010,92200,NA,03180,1,5
47037000111,47,037,000111,4118,3860,178,43,10,26,1,3255,3094,110,28,7,15,1,619.08,521.16,52010,92200,NA,03180,1,5
47037000112,47,037,000112,4674,4034,542,46,24,28,0,3488,3100,320,34,18,16,0,663.4,558.47,52010,92200,NA,03180,1,5
47037000113,47,037,000113,5400,3417,1879,45,12,41,6,3816,2499,1250,28,11,25,3,725.78,610.98,52010,92200,NA,03180,1,5
47037000114,47,037,000114,5584,1749,3782,21,14,9,9,3767,1314,2424,12,7,7,3,716.46,603.14,52010,92200,NA,03180,1,5
47037000115,47,037,000115,4206,3690,468,16,4,27,1,3325,2982,307,12,3,20,1,632.39,532.37,52010,92200,NA,03180,1,5
47037000116,47,037,000116,5297,4314,926,29,4,21,3,4068,3446,588,15,4,15,0,773.71,651.33,52010,92200,NA,03180,1,5
47037000117,47,037,000117,6325,3671,2561,51,22,18,2,4696,2883,1743,40,18,11,1,893.15,751.88,52010,92200,NA,03180,1,5
47037000118,47,037,000118,4262,379,3804,41,14,21,3,2497,276,2187,14,3,17,0,474.91,399.8,52010,92200,NA,03180,1,5
47037000119,47,037,000119,2475,182,2284,2,4,1,2,1681,156,1519,2,3,1,0,319.72,269.15,52010,92200,NA,03180,1,5
47037000120,47,037,000120,990,834,138,11,4,3,0,786,665,106,8,4,3,0,149.49,125.85,52010,92200,NA,03180,1,5
47037000121,47,037,000121,2993,2434,493,19,17,29,1,2340,1981,313,18,11,17,0,445.05,374.66,52010,92200,NA,03180,1,5
47037000122,47,037,000122,2566,2193,336,18,8,9,2,1932,1696,212,13,6,5,0,367.45,309.33,52010,92200,NA,03180,1,5
47037000123,47,037,000123,2764,1694,805,21,18,226,0,1932,1316,481,15,9,111,0,367.45,309.33,52010,92200,NA,03180,1,5
47037000124,47,037,000124,3375,1203,2104,37,7,7,17,1794,820,942,19,6,3,4,341.21,287.24,52010,92200,NA,03180,1,5
47037000125,47,037,000125,547,235,293,7,3,6,3,531,233,283,7,3,2,3,100.99,85.02,52010,92200,NA,03180,1,5
47037000126,47,037,000126,2183,527,1632,6,1,16,1,1439,421,1001,5,0,12,0,273.69,230.4,52010,92200,NA,03180,1,5
47037000127,47,037,000127,7505,950,6499,41,4,10,1,5303,681,4584,27,3,7,1,1008.6,849.07,52010,92200,NA,03180,1,5
47037000128,47,037,000128,9310,2392,6825,42,16,31,4,6828,1853,4920,22,12,19,2,1298.64,1093.24,52010,92200,NA,03180,1,5
47037000129,47,037,000129,654,287,361,6,0,0,0,607,287,316,4,0,0,0,115.45,97.19,52010,92200,NA,03180,1,5
47037000130,47,037,000130,2289,1255,986,17,24,5,2,2278,1248,982,17,24,5,2,433.26,364.73,52010,92200,NA,03180,1,5
47037000131,47,037,000131,1821,1657,142,5,9,3,5,1349,1224,107,5,8,3,2,256.57,215.99,52010,92200,NA,03180,1,5
47037000132,47,037,000132,6279,5925,143,53,21,137,0,4856,4619,91,41,17,88,0,923.58,777.5,52010,92200,NA,03180,1,5
47037000133,47,037,000133,4171,3592,504,29,9,36,1,3029,2627,352,17,5,28,0,576.1,484.97,52010,92200,NA,03180,1,5
47037000134,47,037,000134,4070,3919,86,32,14,19,0,3322,3230,47,20,11,14,0,631.82,531.89,52010,92200,NA,03180,1,5
47037000135,47,037,000135,2417,1057,1281,26,11,42,0,1697,814,823,20,6,34,0,322.76,271.71,52010,92200,NA,03180,1,5
47037000136,47,037,000136,6422,101,6247,22,8,38,6,4860,74,4745,15,7,16,3,924.34,778.14,52010,92200,NA,03180,1,5
47037000137,47,037,000137,5372,448,4901,8,10,5,0,3897,411,3470,5,6,5,0,741.19,623.95,52010,92200,NA,03180,1,5
47037000138,47,037,000138,1659,13,1639,6,0,1,0,1306,11,1290,4,0,1,0,248.39,209.1,52010,92200,NA,03180,1,5
47037000139,47,037,000139,1784,34,1729,19,0,0,2,1354,31,1305,16,0,0,2,257.52,216.79,52010,92200,NA,03180,1,5
47037000140,47,037,000140,2510,522,1965,14,6,0,3,1856,428,1412,11,5,0,0,353,297.17,52010,92200,NA,03180,1,5
47037000141,47,037,000141,474,129,345,0,0,0,0,411,128,283,0,0,0,0,78.17,65.81,52010,92200,NA,03180,1,5
47037000142,47,037,000142,2510,56,2391,22,5,26,10,2111,41,2021,16,5,21,7,401.5,337.99,52010,92200,NA,03180,1,5
47037000143,47,037,000143,1930,15,1904,9,1,0,1,1527,14,1504,7,1,0,1,290.43,244.49,52010,92200,NA,03180,1,5
47037000144,47,037,000144,2130,75,2039,14,0,2,0,1230,63,1158,7,0,2,0,233.94,196.94,52010,92200,NA,03180,1,5
47037000145,47,037,000145,504,330,90,6,1,77,0,489,327,84,6,1,71,0,93,78.29,52010,92200,NA,03180,1,5
47037000146,47,037,000146,2230,1113,1034,53,22,7,1,2188,1096,1017,49,18,7,1,416.14,350.32,52010,92200,NA,03180,1,5
47037000147,47,037,000147,526,382,118,13,6,5,2,468,346,99,10,6,5,2,89.01,74.93,52010,92200,NA,03180,1,5
47037000148,47,037,000148,3678,53,3586,17,3,19,0,1897,20,1860,6,1,10,0,360.8,303.73,52010,92200,NA,03180,1,5
47037000149,47,037,000149,547,434,99,3,7,4,0,477,374,90,2,7,4,0,90.72,76.37,52010,92200,NA,03180,1,5
47037000150,47,037,000150,2688,2419,188,41,9,31,0,2182,1986,138,27,7,24,0,415,349.36,52010,92200,NA,03180,1,5
47037000151,47,037,000151,4093,3918,105,43,9,18,0,3277,3152,75,31,6,13,0,623.27,524.68,52010,92200,NA,03180,1,5
