GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
04001009701,04,001,009701,1126,301,3,55,758,9,0,688,240,3,32,407,6,0,155.49,82.09,48730,NA,92805,NA,NA,06740,3,3
04001009702,04,001,009702,2393,1996,2,272,110,11,2,1437,1227,0,152,50,7,1,324.77,171.46,87000,62350,92958,NA,NA,08080,3,3
04001009703,04,001,009703,2398,1633,8,660,84,5,8,1413,997,3,361,46,3,3,319.34,168.59,NA,62350,92958,NA,NA,08080,3,3
04001009704,04,001,009704,1030,947,0,62,15,6,0,759,708,0,34,13,4,0,171.54,90.56,NA,20960,91071,NA,NA,07130,5,3
04001009705,04,001,009705,6257,4953,2,1053,227,12,10,3755,3004,2,626,114,8,1,848.64,448.03,NA,20960,91071,NA,NA,07130,3,3
04001009760,04,001,009760,216,30,18,53,114,0,1,131,22,17,30,61,0,1,36,15,24320,43430,91275,NA,NA,04860,3,3
04001009771,04,001,009771,1693,24,2,105,1561,1,0,955,14,2,54,885,0,0,215.83,113.95,48730,18580,90918,NA,NA,06870,3,3
04001009772,04,001,009772,4941,150,1,26,4762,2,0,2847,106,1,18,2720,2,0,643.43,339.69,48730,72560,93315,NA,NA,06870,3,3
04001009773,04,001,009773,4324,91,1,10,4213,9,0,2448,73,1,6,2361,7,0,553.26,292.08,48730,42660,90612,NA,NA,01940,3,3
04001009774,04,001,009774,7361,295,16,66,6979,3,2,4031,238,9,35,3747,2,0,911.02,480.96,48730,12770,90612,NA,NA,01940,3,3
04001009775,04,001,009775,6394,154,17,49,6173,1,0,3679,128,13,17,3520,1,0,831.46,438.96,48730,44200,90612,NA,NA,01940,3,3
04001009776,04,001,009776,6503,271,9,65,6144,12,2,3697,204,5,33,3446,9,0,835.53,441.11,48730,24460,91326,NA,NA,09430,3,3
04001009777,04,001,009777,8387,333,5,74,7958,14,3,4965,253,4,47,4653,6,2,1122.1,592.4,48730,83720,91326,NA,NA,09430,3,3
04001009778,04,001,009778,8568,176,14,49,8327,1,1,5122,125,9,28,4959,0,1,1157.59,611.13,48730,26210,91326,NA,NA,03290,3,3
04003000001,04,003,000001,1780,1257,7,469,43,4,0,1336,989,6,302,37,2,0,201.93,241.85,NA,NA,90408,00870,08910,01330,5,2
04003000002,04,003,000002,7599,5767,26,1730,35,33,8,5424,4325,22,1020,28,24,5,819.83,981.87,NA,83090,93825,06150,08910,09250,5,2
04003000003,04,003,000003,7974,6678,19,1207,47,22,1,5798,4954,10,784,31,18,1,876.36,1049.58,NA,5770,90255,01110,01140,08020,5,2
04003000004,04,003,000004,1647,1232,2,383,19,10,1,1319,1046,2,251,12,7,1,199.36,238.77,NA,74400,93182,06150,08910,08600,5,2
