GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
16001000001,16,001,000001,2933,2651,70,136,39,36,1,2585,2352,53,122,32,25,1,667.85,737.08,NA,8830,90345,00360,2,2
16001000002,16,001,000002,6748,6439,22,181,20,83,3,5168,4956,15,123,18,54,2,1335.19,1473.59,NA,8830,90345,00360,2,2
16001000003,16,001,000003,8016,7698,27,186,31,71,3,5822,5611,16,121,25,49,0,1504.16,1660.07,NA,8830,90345,00360,1,1
16001000004,16,001,000004,4884,4555,25,206,45,50,3,3660,3436,17,136,30,38,3,945.59,1043.61,NA,8830,90345,00360,1,1
16001000005,16,001,000005,6041,5740,37,169,47,48,0,4521,4341,26,93,29,32,0,1168.03,1289.11,NA,8830,90345,00360,2,1
16001000006,16,001,000006,5720,5402,32,191,29,64,2,4526,4297,23,135,23,47,1,1169.33,1290.54,NA,8830,90345,00360,2,2
16001000007,16,001,000007,6419,6138,44,128,44,63,2,4990,4787,33,92,36,42,0,1289.2,1422.84,NA,8830,90345,00360,2,2
16001000009,16,001,000009,5252,4706,58,245,66,175,2,4331,3900,46,191,45,147,2,1118.95,1234.93,NA,8830,90345,00360,2,2
16001000010,16,001,000010,5394,5080,36,166,63,44,5,4124,3927,21,107,33,34,2,1065.47,1175.91,NA,8830,90345,00360,2,2
16001000011,16,001,000011,3695,3419,12,167,46,49,2,2644,2486,6,90,30,32,0,683.1,753.91,NA,29620,90345,00360,1,1
16001000014,16,001,000014,4890,4607,20,166,15,81,1,3891,3695,13,104,13,66,0,1005.27,1109.47,NA,8830,90345,00360,1,2
16001000015,16,001,000015,3599,3447,17,75,15,39,6,2757,2662,9,46,9,28,3,712.29,786.13,NA,8830,90345,00360,2,2
16001000016,16,001,000016,3981,3796,35,81,25,40,4,2873,2749,16,56,20,31,1,742.26,819.2,NA,8830,90345,00360,2,2
16001000017,16,001,000017,4320,4000,33,135,46,94,12,3262,3056,23,87,30,61,5,842.76,930.12,NA,8830,90345,00360,1,2
16001000018,16,001,000018,4224,4042,19,84,15,59,5,3085,2974,9,50,8,44,0,797.03,879.65,NA,8830,90345,00360,1,2
16001000019,16,001,000019,5648,5317,21,157,28,125,0,4080,3870,12,101,17,80,0,1054.1,1163.36,NA,8830,90345,00360,1,1
16001000020,16,001,000020,3682,3408,20,118,23,111,2,2887,2710,15,75,20,65,2,745.88,823.19,NA,8830,90345,00360,1,1
16001000021,16,001,000021,993,946,1,26,7,11,2,710,683,1,13,5,6,2,183.43,202.45,NA,8830,90345,00360,1,1
16001000101,16,001,000101,1412,1376,0,14,12,9,1,1096,1071,0,14,6,4,1,283.16,312.51,NA,8830,90368,00360,2,2
16001000105,16,001,000105,5781,5285,29,311,99,54,3,4175,3751,24,264,88,45,3,1078.64,1190.45,NA,8830,92668,00360,1,1
16001000107,16,001,000107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90368,00360,2,2
16001000801,16,001,000801,5636,5300,37,143,42,114,0,4328,4086,28,102,31,81,0,1118.17,1234.08,NA,8830,90345,00360,2,2
16001000802,16,001,000802,5159,4928,29,124,11,66,1,3661,3507,19,76,10,48,1,945.85,1043.89,NA,8830,90345,00360,2,2
16001000803,16,001,000803,4810,4556,30,129,11,77,7,3113,2960,21,71,8,52,1,804.27,887.64,NA,8830,90345,00360,2,2
16001001201,16,001,001201,3708,3573,9,86,21,16,3,2716,2638,7,51,10,10,0,701.7,774.44,NA,8830,90345,00360,1,1
16001001202,16,001,001202,5083,4781,25,124,42,105,6,4085,3874,18,88,27,74,4,1055.39,1164.79,NA,8830,90345,00360,1,1
16001002201,16,001,002201,5591,5354,14,130,20,73,0,3580,3443,5,76,13,43,0,924.92,1020.79,NA,8830,90345,00360,1,1
16001002202,16,001,002202,7781,7473,17,159,32,99,1,4980,4792,8,87,22,70,1,1286.62,1419.99,NA,NA,90345,00360,1,1
16001002302,16,001,002302,5557,5279,12,162,20,84,0,3949,3772,8,101,13,55,0,1020.25,1126.01,NA,8830,90345,00360,1,1
16001002310,16,001,002310,4077,3897,8,114,14,43,1,2936,2828,4,64,8,31,1,758.54,837.17,NA,NA,90345,02100,1,1
16001002311,16,001,002311,5799,5430,40,162,39,121,7,4007,3791,23,89,27,76,1,1035.24,1142.55,NA,8830,90345,00360,1,1
16001002401,16,001,002401,9301,8838,49,192,40,177,5,5618,5354,29,111,27,96,1,1451.45,1601.91,NA,29620,90345,02100,1,1
16001002410,16,001,002410,6815,6605,18,80,21,91,0,4579,4448,8,52,8,63,0,1183.02,1305.65,NA,8830,90345,02100,1,1
16001002411,16,001,002411,4623,4382,11,108,26,96,0,2994,2857,4,54,14,65,0,773.52,853.7,NA,8830,90345,02100,1,1
