GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
18003010808,18,003,010808,4718,4518,63,46,5,83,3,3072,2943,36,33,3,54,3,428.49,953.41,NA,66924,NA,NA,03630,2,4
18003010809,18,003,010809,5072,4803,122,35,12,100,0,3560,3388,78,24,7,63,0,496.55,1104.87,NA,66924,NA,NA,03630,2,4
18003010810,18,003,010810,9221,8752,239,95,21,110,4,6579,6270,166,61,10,71,1,917.65,2041.83,25000,66924,NA,NA,03630,2,4
18003011201,18,003,011201,2388,2296,5,56,8,23,0,1749,1687,5,32,7,18,0,333.72,458.3,52992,298,NA,NA,02850,2,4
18003011202,18,003,011202,2927,2840,21,48,6,6,6,2061,2011,14,26,6,3,1,393.26,540.05,52992,298,NA,NA,02850,2,4
18003011203,18,003,011203,4391,4323,12,48,2,4,2,3151,3109,8,30,2,2,0,601.24,825.67,52992,298,NA,NA,02850,2,4
18003011302,18,003,011302,5253,3531,1559,103,7,40,13,4026,2884,1048,58,7,28,1,768.19,1054.95,25000,298,NA,NA,02850,2,4
18003011303,18,003,011303,1986,1661,235,58,16,16,0,1389,1207,135,26,7,14,0,265.03,363.97,25000,298,NA,NA,02850,2,4
18003011304,18,003,011304,5270,4382,711,108,8,43,18,3782,3248,429,67,7,28,3,721.64,991.02,25000,298,NA,NA,02850,2,4
18003011501,18,003,011501,3592,3393,123,44,9,22,1,2933,2799,79,31,7,16,1,748.54,796.71,25000,81620,NA,NA,03630,2,4
18003011502,18,003,011502,2505,2434,33,25,6,7,0,1997,1945,23,17,6,6,0,509.66,542.45,25000,81620,NA,NA,03630,2,4
18003011601,18,003,011601,3546,3410,54,39,10,32,1,2689,2590,45,28,5,20,1,255.35,794.01,25000,208,NA,NA,00030,2,4
18003011602,18,003,011602,3689,3545,22,34,16,69,3,2464,2391,11,17,5,40,0,233.98,727.58,NA,208,NA,NA,00030,2,4
18003011603,18,003,011603,5219,5025,77,61,7,48,1,3598,3479,47,38,5,28,1,341.67,1062.43,NA,208,NA,NA,00030,2,4
18003011604,18,003,011604,4314,4159,64,47,6,38,0,2984,2874,53,27,4,26,0,283.36,881.12,NA,208,NA,NA,00030,2,4
18003011605,18,003,011605,1756,1730,4,4,11,7,0,1344,1323,4,4,7,6,0,127.63,396.86,NA,208,NA,NA,00030,2,4
18003011701,18,003,011701,2496,2439,17,20,12,6,2,1777,1745,10,8,8,5,1,293,550,NA,40716,NA,NA,00030,2,4
18003011702,18,003,011702,3355,3259,57,23,9,5,2,2264,2207,33,13,6,4,1,435,875,25000,60354,NA,NA,03630,2,4
18003011801,18,003,011801,3529,3482,11,17,13,4,2,2511,2484,6,11,6,4,0,433,614,NA,46836,NA,NA,02850,2,4
18003011802,18,003,011802,1615,1593,2,15,3,2,0,1148,1140,1,6,1,0,0,303,389,NA,45882,NA,NA,02850,2,4
18005000101,18,005,000101,4983,4624,250,48,14,41,6,3738,3506,162,30,12,27,1,321.26,307.2,14734,14752,NA,NA,00360,8,2
18005000102,18,005,000102,4540,4410,77,28,3,20,2,3529,3438,56,16,3,16,0,303.29,290.02,14734,14752,NA,NA,00360,8,2
18005000103,18,005,000103,3075,2923,25,19,1,104,3,2144,2050,18,11,1,64,0,184.26,176.2,14734,14752,NA,NA,00360,8,2
18005000104,18,005,000104,3140,3053,28,28,7,20,4,2332,2285,17,12,5,13,0,200.42,191.65,14734,14752,NA,NA,00360,8,2
18005000105,18,005,000105,4305,4092,96,19,1,95,2,3297,3155,61,13,1,66,1,283.36,270.96,14734,14752,NA,NA,00360,8,2
18005000106,18,005,000106,4186,3930,127,40,6,78,5,3124,2972,73,22,3,54,0,268.49,256.74,14734,14752,NA,NA,00360,8,2
18005000107,18,005,000107,3621,3459,84,58,2,10,8,2789,2684,62,34,2,7,0,239.7,229.21,14734,14752,NA,NA,00360,8,2
18005000108,18,005,000108,4136,3936,99,45,13,21,22,3072,2952,66,23,11,16,4,264.02,252.47,14734,14752,NA,NA,00360,8,2
18005000109,18,005,000109,2332,2166,18,7,1,140,0,1771,1644,13,7,1,106,0,152.21,145.55,14734,14752,NA,NA,00360,8,2
18005000110,18,005,000110,4086,4022,47,6,2,8,1,3092,3049,34,4,2,3,0,377,765,14734,31612,NA,NA,00360,8,2
18005000111,18,005,000111,6449,6365,31,24,3,23,3,4650,4592,21,17,2,17,1,672,1048,75104,27432,NA,NA,00360,8,2
