GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
33001009651,33,001,009651,2602,2585,6,7,0,4,0,1931,1920,4,3,0,4,0,213,483,NA,51540,NA,NA,05220,1,1
33001009652,33,001,009652,2466,2450,1,11,2,2,0,1895,1885,0,6,2,2,0,277.2,811.37,47060,47140,NA,NA,03960,1,1
33001009653,33,001,009653,2561,2522,8,15,5,10,1,1947,1918,5,9,4,10,1,284.8,833.63,47060,47140,NA,NA,03960,1,1
33001009654,33,001,009654,2136,2118,2,5,2,8,1,1546,1531,2,5,2,5,1,355,593,NA,67300,NA,NA,07300,1,2
33001009656,33,001,009656,2609,2590,6,7,2,4,0,1870,1858,4,4,2,2,0,360,660,NA,28980,03210,NA,NA,1,1
33001009657,33,001,009657,3100,3068,6,17,3,6,0,2229,2209,5,9,2,4,0,359,780,NA,3220,01620,NA,NA,1,1
33001009658,33,001,009658,5796,5716,10,24,27,18,1,4152,4101,4,14,18,14,1,565,1274,NA,4740,NA,NA,06180,1,1
33001009659,33,001,009659,3603,3550,3,15,15,19,1,2653,2614,2,11,10,15,1,456.62,875.39,40180,40180,NA,NA,04140,1,1
33001009660,33,001,009660,5061,4955,10,30,10,51,5,3692,3630,6,23,8,25,0,635.44,1218.22,40180,40180,NA,NA,04140,1,1
33001009661,33,001,009661,4164,4095,1,40,7,21,0,3150,3103,1,25,4,17,0,542.16,1039.38,40180,40180,NA,NA,04140,1,1
33001009662,33,001,009662,2725,2676,4,13,2,29,1,2073,2046,2,4,2,19,0,356.79,684.01,40180,40180,NA,NA,04140,1,1
33001009663,33,001,009663,1073,1059,1,2,4,7,0,906,897,1,1,1,6,0,166.94,435.03,NA,28740,NA,NA,03180,1,1
33001009664,33,001,009664,4794,4744,1,27,4,18,0,3555,3526,1,16,3,9,0,655.06,1706.97,NA,28740,NA,NA,03180,1,1
33001009665,33,001,009665,3286,3261,2,14,5,4,0,2508,2487,2,11,5,3,0,361,1255,NA,1060,01620,NA,01440,1,1
33001965598,33,001,965598,3240,3192,1,18,14,13,2,2501,2469,1,14,9,6,2,422,819,77100,77060,NA,NA,07300,1,2
33001966697,33,001,966697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77060,NA,NA,07300,1,2
33001966698,33,001,966698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,320,NA,10660,NA,NA,03960,1,1
33003009551,33,003,009551,678,671,1,2,4,0,0,574,569,1,2,2,0,0,147,268,NA,38260,03990,NA,NA,1,1
33003009552,33,003,009552,2326,2302,3,7,4,10,0,1814,1797,2,7,4,4,0,354,787,NA,3700,01680,NA,99999,1,1
33003009553,33,003,009553,5023,4929,17,26,6,44,1,3924,3860,10,19,4,30,1,25,87,53860,14660,NA,NA,02490,1,1
33003009554,33,003,009554,3185,3161,2,8,5,5,4,2338,2319,2,6,5,4,2,935,2379,14580,14660,NA,NA,02490,1,1
33003009555,33,003,009555,2066,2053,1,9,1,2,0,1531,1519,1,9,1,1,0,172,511,NA,45060,04560,NA,02850,1,1
33003009556,33,003,009556,2701,2677,2,12,9,1,0,2027,2014,1,5,6,1,0,66,122,NA,76100,06600,NA,01350,1,1
33003009557,33,003,009557,1066,1049,5,6,2,4,0,851,838,4,6,1,2,0,248,452,NA,67780,NA,NA,03960,1,1
33003009558,33,003,009558,1876,1848,14,4,8,2,0,1415,1402,8,1,4,0,0,96,248,NA,27700,03120,NA,03330,1,1
33003009559,33,003,009559,3309,3278,3,9,8,9,2,2469,2447,1,9,5,6,1,315,959,NA,58740,NA,NA,03330,1,1
33003009560,33,003,009560,3575,3539,11,11,2,10,2,2648,2629,7,5,2,4,1,327,928,NA,78180,06780,NA,03330,1,1
33003009561,33,003,009561,4807,4771,2,25,3,6,0,3747,3726,2,12,3,4,0,554,1953,86340,86420,NA,NA,03330,1,1
