GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
38001009655,38,001,009655,1460,1449,3,1,7,0,0,1051,1044,3,1,3,0,0,43,48,NA,65900,21495,NA,09410,1,1
38001009656,38,001,009656,1714,1711,0,0,3,0,0,1296,1295,0,0,1,0,0,94,132,NA,37700,37700,NA,09410,1,1
38003009679,38,003,009679,2082,2067,2,6,6,1,0,1477,1468,2,2,4,1,0,32,40,NA,26380,17300,19950,12020,1,1
38003009680,38,003,009680,1460,1450,1,2,7,0,0,1050,1045,0,1,4,0,0,68,69,NA,86620,80980,19950,14160,1,1
38003009681,38,003,009681,1785,1782,1,0,2,0,0,1259,1256,1,0,2,0,0,16,27,NA,47140,38300,NA,00022,1,1
38003009682,38,003,009682,3635,3555,17,19,28,16,0,2821,2766,11,11,20,13,0,1865,1857,NA,81180,81180,NA,18850,1,1
38003009683,38,003,009683,3583,3535,6,7,14,21,0,2846,2818,5,2,9,12,0,135,149,NA,81180,81180,NA,18850,1,1
38005009565,38,005,009565,1613,1585,0,1,27,0,0,1180,1170,0,0,10,0,0,94,50,19445,45580,45620,NA,10980,1,1
38005009566,38,005,009566,2104,2025,0,8,71,0,0,1578,1549,0,2,27,0,0,126,122,NA,49620,59060,14520,11700,1,1
38005009567,38,005,009567,3481,798,0,15,2662,3,3,1938,586,0,7,1343,1,1,321,108,19445,27700,27750,14520,19260,1,1
38007009631,38,007,009631,1108,1105,0,0,3,0,0,744,741,0,0,3,0,0,237,415,NA,51900,57710,02840,NA,1,1
38009009522,38,009,009522,1842,1826,0,0,15,1,0,1331,1319,0,0,11,1,0,424.94,573.98,NA,86380,67740,NA,03060,1,1
38009009523,38,009,009523,2746,2689,5,6,35,11,0,2144,2101,5,3,27,8,0,684.51,924.57,NA,8460,8460,NA,03060,1,1
38009009524,38,009,009524,2029,2019,0,3,5,2,0,1480,1474,0,0,4,2,0,472.52,638.23,NA,85020,22620,10440,17010,1,1
38009009525,38,009,009525,1394,1382,1,7,3,1,0,993,990,0,2,1,0,0,317.03,428.22,NA,44900,2700,00013,19470,1,1
38011009652,38,011,009652,1977,1964,0,6,1,4,2,1466,1461,0,0,1,4,0,461.84,669.82,NA,8700,8700,NA,03200,1,1
38011009653,38,011,009653,1619,1616,0,0,3,0,0,1121,1118,0,0,3,0,0,353.16,512.18,NA,71500,84650,12120,03200,1,1
38013009531,38,013,009531,1446,1429,0,7,9,1,0,1097,1091,0,2,4,0,0,361.14,500.45,NA,8500,73900,NA,03090,1,1
38013009532,38,013,009532,1556,1541,1,7,2,5,0,1163,1157,1,2,1,2,0,382.86,530.55,80020,64140,63780,NA,04500,1,1
38015000101,38,015,000101,2930,2806,7,14,79,22,2,2332,2262,5,7,45,13,0,830.35,992.41,NA,7200,7200,NA,00014,1,1
38015000102,38,015,000102,5206,5020,8,50,123,4,1,3966,3869,5,21,67,3,1,1412.17,1687.79,NA,7200,7200,NA,00014,1,1
38015000103,38,015,000103,6496,6335,0,44,98,19,0,4849,4768,0,22,46,13,0,1726.58,2063.56,NA,7200,7200,NA,00014,1,1
38015000104,38,015,000104,4049,4005,1,15,19,6,3,3163,3134,1,12,11,4,1,1126.24,1346.06,NA,7200,7200,NA,00014,1,1
38015000105,38,015,000105,5138,4948,6,45,104,34,1,3705,3594,5,24,62,19,1,1319.23,1576.71,NA,7200,7200,NA,00014,1,1
38015000106,38,015,000106,4464,4236,9,30,169,20,0,3054,2939,5,14,82,14,0,1087.43,1299.67,NA,7200,7200,NA,00014,1,1
38015000107,38,015,000107,5515,5277,5,31,181,19,2,3830,3701,4,16,94,15,0,1363.74,1629.91,NA,7200,7200,NA,00014,1,1
38015000108,38,015,000108,4451,4237,3,9,187,14,1,3120,3010,1,5,95,8,1,1110.93,1327.76,NA,7200,7200,NA,00014,1,1
38015000109,38,015,000109,3047,2890,10,31,109,4,3,2335,2195,9,24,100,4,3,831.42,993.69,NA,7200,7200,NA,00014,1,1
38015000110,38,015,000110,2539,2507,1,7,18,1,5,1703,1689,1,4,8,1,0,606.38,724.74,NA,7200,36460,12720,00014,1,1
38015000111,38,015,000111,7326,7166,6,49,51,53,1,5204,5119,3,27,27,28,0,155,215,NA,7200,7200,NA,00014,1,1
38015000112,38,015,000112,3215,3018,9,25,149,14,0,2314,2190,9,16,87,12,0,38,55,NA,7200,7203,11970,00014,1,1
38015000113,38,015,000113,3333,3063,1,9,258,2,0,2046,1907,0,3,134,2,0,728.52,870.7,NA,7200,2780,12720,00014,1,1
38015000114,38,015,000114,837,829,0,1,6,1,0,623,619,0,1,2,1,0,58,80,NA,NA,20540,17760,05400,1,1
38015000115,38,015,000115,1585,1582,0,1,1,1,0,1143,1140,0,1,1,1,0,77,78,NA,86780,21860,15670,20130,1,1
38017000001,38,017,000001,6112,5969,5,29,17,92,0,4303,4218,3,15,10,57,0,1396.77,1364.89,NA,25700,25700,NA,06780,1,1
38017000002,38,017,000002,6795,6627,17,28,53,70,0,5318,5217,10,19,28,44,0,1726.24,1686.84,NA,25700,25700,NA,06780,1,1
38017000003,38,017,000003,3118,2835,18,49,26,188,2,2863,2641,16,30,24,151,1,929.34,908.13,NA,25700,25700,NA,06780,1,1
38017000004,38,017,000004,4295,4138,13,28,23,91,2,3470,3357,9,12,18,73,1,1126.37,1100.66,NA,25700,25700,NA,06780,1,1
38017000005,38,017,000005,7246,6896,36,64,123,123,4,6011,5773,25,36,68,107,2,1951.19,1906.65,NA,25700,25700,NA,06780,1,1
38017000006,38,017,000006,4966,4694,15,63,152,40,2,3737,3585,10,47,65,28,2,1213.04,1185.35,NA,25700,25700,NA,06780,1,1
38017000007,38,017,000007,1487,1431,6,9,28,12,1,1445,1394,6,9,25,10,1,469.05,458.35,NA,25700,25700,NA,06780,1,1
38017000010,38,017,000010,8630,8465,24,42,48,51,0,6571,6459,17,26,36,33,0,2132.97,2084.28,NA,25700,25700,NA,06780,1,1
38017000401,38,017,000401,2277,2272,1,1,2,1,0,1670,1666,1,0,2,1,0,92,104,NA,60500,38060,NA,12020,1,1
