GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
08101000003,08,101,000003,718,453,87,160,14,4,0,582,375,81,110,12,4,0,191.37,110.5,NA,62000,92983,NA,06120,3,6
08101000004,08,101,000004,2742,1945,18,750,9,8,12,2036,1541,10,464,7,8,6,669.46,386.55,NA,62000,92983,NA,06120,3,6
08101000005,08,101,000005,2660,1994,20,610,15,16,5,2037,1587,15,407,12,13,3,669.79,386.74,NA,62000,92983,NA,06120,3,6
08101000006,08,101,000006,2331,1179,49,1076,11,12,4,1702,929,33,718,7,11,4,559.64,323.14,NA,62000,92983,NA,06120,3,6
08101000007,08,101,000007,1346,664,48,607,17,5,5,1178,617,44,493,16,3,5,387.34,223.66,NA,62000,92983,NA,06120,3,6
08101000008,08,101,000008,3435,1210,35,2146,10,21,13,2376,959,20,1363,8,17,9,781.25,451.11,NA,62000,92983,NA,06120,3,6
08101000010,08,101,000010,4746,1555,49,3064,30,12,36,3192,1226,24,1893,17,10,22,1049.56,606.03,NA,62000,92983,NA,06120,3,6
08101000011,08,101,000011,3013,1111,27,1833,21,8,13,2156,928,20,1179,12,6,11,708.91,409.34,NA,62000,92983,NA,06120,3,6
08101000012,08,101,000012,2139,431,16,1669,11,7,5,1490,340,10,1124,7,5,4,489.93,282.89,NA,62000,92983,NA,06120,3,6
08101000013,08,101,000013,666,330,15,312,8,1,0,568,300,15,244,8,1,0,186.76,107.84,NA,62000,92983,NA,06120,3,6
08101000014,08,101,000014,1543,708,25,795,6,1,8,1133,564,17,541,5,1,5,372.54,215.11,NA,62000,92983,NA,06120,3,6
08101000015,08,101,000015,2250,1708,23,504,6,8,1,1768,1410,19,326,5,7,1,581.34,335.67,NA,62000,92983,NA,06120,3,6
08101000016,08,101,000016,1748,1481,7,239,14,6,1,1457,1270,6,167,9,4,1,479.08,276.63,NA,62000,92983,NA,06120,3,6
08101000017,08,101,000017,4734,3950,70,672,21,17,4,3902,3347,61,465,13,13,3,1283.02,740.83,NA,62000,92983,NA,06120,3,6
08101000018,08,101,000018,2371,1769,6,584,7,5,0,1842,1437,5,391,4,5,0,605.67,349.72,NA,62000,92983,NA,06120,3,6
08101000019,08,101,000019,1750,1050,31,652,7,6,4,1335,854,26,443,7,4,1,438.96,253.46,NA,62000,92983,NA,06120,3,6
08101000020,08,101,000020,3104,990,198,1862,16,4,34,2336,854,148,1302,10,2,20,768.1,443.51,NA,62000,92983,NA,06120,3,6
08101000021,08,101,000021,1709,365,117,1211,4,4,8,1255,285,105,855,3,2,5,412.66,238.27,NA,62000,92983,NA,06120,3,6
08101000022,08,101,000022,1666,724,44,885,8,3,2,1227,599,30,588,5,3,2,403.45,232.96,NA,62000,92983,NA,06120,3,6
08101000023,08,101,000023,3191,1540,69,1528,26,5,23,2523,1325,53,1101,19,4,21,829.59,479.02,NA,62000,92983,NA,06120,3,6
08101000024,08,101,000024,2034,1042,51,918,7,9,7,1550,871,40,622,6,7,4,509.66,294.28,NA,62000,92983,NA,06120,3,6
08101000025,08,101,000025,3032,1593,119,1286,13,11,10,2190,1257,91,820,9,10,3,720.09,415.79,NA,62000,92983,NA,06120,3,6
08101000026,08,101,000026,3971,1994,100,1841,24,3,9,2884,1676,60,1123,17,3,5,948.29,547.56,NA,62000,92983,NA,06120,3,6
08101000027,08,101,000027,5860,3778,82,1963,13,2,22,4363,2988,65,1280,10,2,18,1434.6,828.36,NA,62000,92983,NA,06120,3,6
08101000032,08,101,000032,702,598,0,99,3,2,0,501,432,0,68,1,0,0,164.73,95.12,NA,NA,91805,NA,06150,3,6
08101000033,08,101,000033,2382,1461,4,894,5,14,4,1738,1107,3,618,3,4,3,571.47,329.98,NA,NA,90209,NA,06150,3,6
08101000034,08,101,000034,823,567,12,230,5,6,3,596,423,7,153,5,5,3,195.97,113.16,NA,7795,92660,NA,06150,3,6
08101000902,08,101,000902,5622,3745,72,1697,22,72,14,4050,2864,55,1050,15,56,10,1331.68,768.93,NA,62000,92983,NA,06120,3,6
08101000903,08,101,000903,364,252,31,56,2,23,0,363,251,31,56,2,23,0,119.36,68.92,NA,62000,92983,NA,06120,3,6
08101000904,08,101,000904,4270,3271,33,913,15,36,2,3350,2661,26,619,13,29,2,1101.51,636.03,NA,62000,92983,NA,06120,3,6
08101000905,08,101,000905,2155,1433,74,576,8,62,2,1718,1197,53,403,4,59,2,564.9,326.18,NA,62000,92983,NA,06120,3,6
08101002801,08,101,002801,6037,3224,149,2606,21,20,17,4202,2392,105,1659,17,18,11,1381.66,797.79,NA,62000,92983,NA,06120,3,6
08101002802,08,101,002802,2594,1783,49,739,18,4,1,1863,1343,37,468,10,4,1,612.57,353.71,NA,62000,92983,NA,06120,3,6
08101002804,08,101,002804,2513,2317,8,165,18,4,1,1831,1704,5,101,18,2,1,602.05,347.63,NA,15935,90722,NA,06150,3,6
08101002806,08,101,002806,1374,1245,6,114,8,1,0,985,914,4,62,4,1,0,323.88,187.01,NA,62000,92983,NA,06150,3,6
08101002807,08,101,002807,2977,2029,49,864,18,12,5,1964,1394,36,508,13,10,3,645.78,372.89,NA,62000,92983,NA,06120,3,6
08101002808,08,101,002808,1818,1480,10,307,10,11,0,1290,1054,7,216,4,9,0,424.17,244.92,NA,62000,92983,NA,06120,3,6
08101002901,08,101,002901,1760,526,37,1168,15,0,14,1122,362,24,718,9,0,9,368.93,213.02,NA,62000,92983,NA,06120,3,6
08101002903,08,101,002903,2521,1838,33,622,4,23,1,1784,1338,22,402,4,18,0,586.6,338.71,NA,62000,92983,NA,06120,3,6
08101002904,08,101,002904,4153,3722,33,340,24,34,0,3110,2841,21,209,19,20,0,1022.6,590.46,NA,62220,93002,NA,06150,3,6
08101002905,08,101,002905,460,434,0,22,1,3,0,334,319,0,12,1,2,0,109.82,63.41,NA,62220,93002,NA,06150,3,6
08101003001,08,101,003001,1806,1388,4,393,11,3,7,1226,992,2,219,11,1,1,403.12,232.77,NA,62000,92983,NA,06150,3,6
08101003003,08,101,003003,1001,335,2,643,8,1,12,656,242,1,403,3,1,6,215.7,124.55,NA,62000,92983,NA,06150,3,6
08101003004,08,101,003004,2171,1756,30,336,13,36,0,1458,1188,16,220,10,24,0,479.41,276.82,NA,62000,92983,NA,06120,3,6
08101003101,08,101,003101,4266,2718,4,1507,19,8,10,3117,2060,2,1035,10,3,7,1024.9,591.79,NA,62000,93154,NA,06150,3,6
08101003102,08,101,003102,4175,3023,15,1085,28,23,1,3003,2214,13,744,22,9,1,987.42,570.15,NA,NA,93154,NA,06150,3,6
08103009511,08,103,009511,3232,3111,0,94,18,9,0,2283,2214,0,54,10,5,0,467.2,715.83,NA,49875,92451,NA,05610,3,6
08103009512,08,103,009512,2740,2561,9,142,17,11,0,1895,1778,7,94,10,6,0,387.8,594.17,NA,62880,93040,NA,06180,3,6
08105009766,08,105,009766,1112,879,0,230,3,0,0,764,616,0,146,2,0,0,173.65,198.65,NA,12855,93230,NA,06450,3,6
08105009767,08,105,009767,6145,3327,1,2777,26,7,7,4252,2496,1,1729,14,7,5,966.44,1105.55,NA,51635,92527,NA,05760,3,6
08105009768,08,105,009768,2042,910,4,1118,9,1,0,1410,691,3,711,5,0,0,320.48,366.61,NA,19795,90969,NA,03300,3,6
08105009769,08,105,009769,1471,1236,0,217,13,5,0,1093,938,0,143,8,4,0,248.43,284.19,NA,19795,90969,NA,03300,3,6
08105977098,08,105,977098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90969,NA,03300,3,6
08107009546,08,107,009546,2107,1996,1,99,10,1,0,1456,1384,1,62,8,1,0,376.54,323.63,NA,35070,91729,NA,04590,3,6
08107009547,08,107,009547,1089,1073,0,13,2,1,0,794,784,0,8,2,0,0,205.34,176.49,NA,NA,93496,NA,06660,3,6
08107009548,08,107,009548,1826,1754,1,50,17,4,0,1356,1310,1,35,8,2,0,350.67,301.4,NA,55155,92717,NA,05910,3,6
08107009549,08,107,009549,6383,6221,3,121,15,20,3,4736,4626,2,81,11,13,3,1224.77,1052.69,NA,73825,93496,NA,06660,3,6
08107009550,08,107,009550,1986,1929,3,39,2,13,0,1701,1651,3,36,2,9,0,439.89,378.09,NA,73825,93496,NA,06660,3,6
08107009551,08,107,009551,697,657,0,31,9,0,0,498,482,0,12,4,0,0,128.79,110.69,NA,86475,93933,NA,05910,3,6
08109009776,08,109,009776,1851,1438,9,352,40,4,8,1367,1091,4,238,26,4,4,334.7,313.46,NA,67005,93135,NA,06300,3,6
08109009777,08,109,009777,2768,933,2,1754,79,0,0,1786,686,1,1060,39,0,0,437.3,409.54,NA,12855,90551,NA,02850,3,6
08111009726,08,111,009726,745,620,1,118,4,2,0,523,431,1,87,2,2,0,164,164,NA,70580,93306,NA,06570,3,6
08113009681,08,113,009681,2455,2369,5,63,8,8,2,1980,1917,5,42,7,8,1,563,251,NA,76795,93591,NA,06870,3,6
08113009682,08,113,009682,1198,1154,0,39,4,1,0,848,823,0,20,4,1,0,170,259,NA,54880,92679,NA,05880,3,6
08115009983,08,115,009983,2174,1904,5,224,9,32,0,1674,1482,5,154,8,25,0,498.01,590.05,NA,39965,91900,NA,06000,2,2
08115009984,08,115,009984,516,507,0,6,3,0,0,363,357,0,3,3,0,0,107.99,127.95,NA,NA,93572,NA,04860,2,2
08117009581,08,117,009581,3134,2998,7,98,17,12,2,2401,2316,7,56,12,9,1,542,435.01,NA,70525,93287,NA,06810,3,6
08117009582,08,117,009582,1980,1924,3,38,9,6,0,1596,1560,2,26,4,4,0,360.28,289.16,NA,20440,93287,NA,06810,3,6
08117009583,08,117,009583,3545,3394,13,83,24,28,3,2747,2658,7,45,18,18,1,620.11,497.7,NA,28690,90380,NA,06810,3,6
08117009584,08,117,009584,2500,2412,5,49,15,19,0,2035,1968,5,35,14,13,0,459.38,368.7,NA,8400,90380,NA,06810,3,6
08117009585,08,117,009585,1722,1631,3,55,4,29,0,1454,1389,3,39,4,19,0,328.23,263.43,NA,8400,90380,NA,06810,3,6
08119000102,08,119,000102,1285,1210,3,44,23,5,0,961,918,2,20,18,3,0,159.34,301.12,NA,18530,90912,NA,03180,6,3
08119010101,08,119,010101,4581,4427,11,99,26,17,1,3315,3211,7,60,22,14,1,549.64,1038.74,NA,32650,91026,NA,07380,6,3
08119010102,08,119,010102,6602,6343,9,179,40,28,3,4596,4443,3,104,29,16,1,762.03,1440.14,NA,86090,91026,NA,07380,6,3
