GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
06001004001,06,001,004001,2754,2364,115,89,7,178,1,2417,2103,85,75,5,148,1,2034.78,1315.17,NA,53000,92230,NA,NA,28050,42,11
06001004002,06,001,004002,2001,1656,81,124,8,128,4,1681,1403,60,95,7,112,4,1415.17,914.69,NA,53000,92230,NA,NA,28050,42,11
06001004003,06,001,004003,5008,3581,784,346,16,271,10,4291,3130,626,286,15,227,7,3612.42,2334.88,NA,53000,92230,NA,NA,28050,42,11
06001004004,06,001,004004,3857,2456,863,219,21,293,5,3295,2191,651,189,18,241,5,2773.93,1792.92,NA,53000,92230,NA,NA,28050,42,11
06001004005,06,001,004005,3365,1188,1738,180,12,235,12,2863,1077,1412,158,11,197,8,2410.25,1557.85,NA,53000,92230,NA,NA,28050,42,11
06001004006,06,001,004006,1665,305,1218,61,12,59,10,1271,273,895,46,6,45,6,1070,691.59,NA,53000,92230,NA,NA,28050,42,11
06001004007,06,001,004007,4212,491,3375,166,13,158,9,3356,455,2624,135,11,125,6,2825.28,1826.11,NA,53000,92230,NA,NA,28050,42,11
06001004008,06,001,004008,3169,503,2327,146,14,171,8,2358,444,1695,96,9,111,3,1985.11,1283.07,NA,53000,92230,NA,NA,28050,42,11
06001004009,06,001,004009,2414,420,1736,84,8,160,6,1879,377,1322,65,5,106,4,1581.86,1022.43,NA,53000,92230,NA,NA,28050,42,11
06001004010,06,001,004010,5496,460,4476,272,20,250,18,4083,418,3259,205,14,177,10,3437.32,2221.7,NA,53000,92230,NA,NA,28050,42,11
06001004011,06,001,004011,3922,1426,1636,352,37,454,17,3192,1319,1217,256,32,360,8,2687.22,1736.87,NA,53000,92230,NA,NA,28050,42,11
06001004012,06,001,004012,2474,1266,744,153,21,282,8,2062,1144,558,119,20,218,3,1735.92,1122,NA,53000,92230,NA,NA,28050,42,11
06001004013,06,001,004013,2472,689,1180,184,11,401,7,2094,652,990,144,8,296,4,1762.86,1139.41,NA,53000,92230,NA,NA,28050,42,11
06001004014,06,001,004014,4182,225,3287,344,12,303,11,2830,170,2218,233,8,194,7,2382.46,1539.9,NA,53000,92230,NA,NA,28050,42,11
06001004015,06,001,004015,1908,151,1551,117,8,74,7,1360,130,1105,76,4,44,1,1144.93,740.02,NA,53000,92230,NA,NA,28050,42,11
06001004016,06,001,004016,1845,144,1298,197,8,196,2,1203,126,842,119,5,109,2,1012.76,654.59,NA,53000,92230,NA,NA,28050,42,11
06001004017,06,001,004017,1930,266,1257,263,3,131,10,1316,210,844,178,3,76,5,1107.89,716.08,NA,53000,92230,NA,NA,28050,42,11
06001004018,06,001,004018,1857,65,1376,180,5,223,8,1255,53,958,134,4,103,3,1056.53,682.89,NA,53000,92230,NA,NA,28050,42,11
06001004019,06,001,004019,775,106,329,309,1,24,6,561,93,244,199,1,18,6,472.28,305.26,NA,53000,92230,NA,NA,28050,42,11
06001004020,06,001,004020,34,7,4,22,1,0,0,23,4,4,14,1,0,0,19.36,12.52,NA,53000,92230,NA,NA,28050,42,11
06001004021,06,001,004021,1744,20,1566,39,7,112,0,1042,14,941,21,4,62,0,877.22,566.99,NA,53000,92230,NA,NA,28050,42,11
06001004022,06,001,004022,1576,69,1208,154,6,128,11,1025,65,811,76,4,67,2,862.91,557.74,NA,53000,92230,NA,NA,28050,42,11
06001004023,06,001,004023,351,15,316,7,1,12,0,274,13,249,5,1,6,0,230.67,149.09,NA,53000,92230,NA,NA,28050,42,11
06001004024,06,001,004024,2064,63,1826,64,11,100,0,1546,53,1359,40,6,88,0,1301.52,841.23,NA,53000,92230,NA,NA,28050,42,11
06001004025,06,001,004025,2251,32,2090,61,8,60,0,1336,26,1236,33,7,34,0,1124.73,726.96,NA,53000,92230,NA,NA,28050,42,11
06001004026,06,001,004026,1333,94,672,63,5,498,1,1060,89,547,52,4,367,1,892.37,576.78,NA,53000,92230,NA,NA,28050,42,11
06001004027,06,001,004027,1547,62,1061,220,9,194,1,1076,57,726,158,7,127,1,905.84,585.49,NA,53000,92230,NA,NA,28050,42,11
06001004028,06,001,004028,1184,206,664,93,16,204,1,1052,198,594,78,12,169,1,885.64,572.43,NA,53000,92230,NA,NA,28050,42,11
06001004029,06,001,004029,1035,289,341,65,3,335,2,960,286,316,61,3,294,0,808.19,522.37,NA,53000,92230,NA,NA,28050,42,11
06001004030,06,001,004030,2043,261,221,66,8,1481,6,1842,256,213,64,8,1296,5,1550.71,1002.29,NA,53000,92230,NA,NA,28050,42,11
06001004031,06,001,004031,1300,146,669,159,9,311,6,1171,142,643,136,9,235,6,985.82,637.18,NA,53000,92230,NA,NA,28050,42,11
06001004032,06,001,004032,13,6,7,0,0,0,0,10,6,4,0,0,0,0,8.42,5.44,NA,53000,92230,NA,NA,28050,42,11
06001004033,06,001,004033,2046,201,118,56,3,1659,9,1656,192,111,47,3,1297,6,1394.12,901.08,NA,53000,92230,NA,NA,28050,42,11
06001004034,06,001,004034,3732,1435,1348,226,31,685,7,3424,1400,1219,197,24,580,4,2882.53,1863.11,NA,53000,92230,NA,NA,28050,42,11
06001004035,06,001,004035,6171,2350,2648,395,22,744,12,5338,2208,2158,321,19,622,10,4493.85,2904.58,NA,53000,92230,NA,NA,28050,42,11
06001004036,06,001,004036,4746,1878,2170,242,22,419,15,4156,1786,1773,209,19,360,9,3498.77,2261.42,NA,53000,92230,NA,NA,28050,42,11
06001004037,06,001,004037,4094,2362,1087,261,15,362,7,3819,2295,946,236,13,322,7,3215.06,2078.04,NA,53000,92230,NA,NA,28050,42,11
06001004038,06,001,004038,3513,2233,597,193,16,465,9,3067,2013,472,163,12,402,5,2581.99,1668.86,NA,53000,92230,NA,NA,28050,42,11
06001004039,06,001,004039,3720,2166,977,206,14,345,12,3244,2003,759,161,9,303,9,2731,1765.17,NA,53000,92230,NA,NA,28050,42,11
06001004040,06,001,004040,2844,1899,507,160,11,260,7,2603,1796,423,136,10,233,5,2191.36,1416.38,NA,53000,92230,NA,NA,28050,42,11
06001004041,06,001,004041,5553,4300,410,326,32,476,9,5067,3998,334,272,26,433,4,4265.71,2757.12,NA,53000,92230,NA,NA,28050,42,11
06001004042,06,001,004042,2862,2576,57,97,2,130,0,2348,2112,47,87,2,100,0,1976.69,1277.62,NA,53000,92230,NA,NA,28050,42,11
06001004043,06,001,004043,3237,2742,151,127,3,208,6,2668,2285,113,94,2,173,1,2246.08,1451.75,NA,53000,92230,NA,NA,28050,42,11
06001004044,06,001,004044,4420,3625,215,180,14,384,2,3758,3146,166,142,10,293,1,3163.71,2044.85,NA,53000,92230,NA,NA,28050,42,11
06001004046,06,001,004046,4112,3469,186,111,11,321,14,3335,2866,137,84,9,237,2,2807.6,1814.68,NA,53000,92230,NA,NA,28050,42,11
06001004047,06,001,004047,1897,1477,176,87,3,148,6,1554,1225,146,60,3,118,2,1308.25,845.58,NA,53000,92230,NA,NA,28050,42,11
06001004048,06,001,004048,2704,1632,517,207,10,331,7,2145,1385,353,153,9,241,4,1805.79,1167.17,NA,53000,92230,NA,NA,28050,42,11
06001004049,06,001,004049,4152,2542,445,319,21,820,5,3330,2150,321,214,13,628,4,2803.4,1811.96,NA,53000,92230,NA,NA,28050,42,11
06001004050,06,001,004050,3189,2127,458,177,15,403,9,2693,1840,372,127,15,333,6,2267.13,1465.35,NA,53000,92230,NA,NA,28050,42,11
06001004051,06,001,004051,4347,2894,858,168,24,392,11,3311,2182,680,115,21,308,5,2787.4,1801.63,NA,53000,92230,NA,NA,28050,42,11
06001004052,06,001,004052,4896,1954,999,265,5,1654,19,4205,1821,798,221,5,1349,11,3540.02,2288.08,NA,53000,92230,NA,NA,28050,42,11
06001004053,06,001,004053,5471,1674,1626,454,23,1686,8,4645,1593,1361,381,22,1280,8,3910.44,2527.5,NA,53000,92230,NA,NA,28050,42,11
06001004054,06,001,004054,7829,732,2660,1452,46,2912,27,5384,637,1859,938,37,1897,16,4532.58,2929.61,NA,53000,92230,NA,NA,28050,42,11
06001004055,06,001,004055,4068,535,1328,384,18,1789,14,2885,493,937,257,14,1178,6,2428.77,1569.82,NA,53000,92230,NA,NA,28050,42,11
06001004056,06,001,004056,3580,606,1269,234,17,1449,5,2594,551,920,159,13,947,4,2183.79,1411.48,NA,53000,92230,NA,NA,28050,42,11
06001004057,06,001,004057,3430,422,1778,432,29,764,5,2506,381,1273,293,21,535,3,2109.7,1363.6,NA,53000,92230,NA,NA,28050,42,11
06001004058,06,001,004058,4367,233,1849,632,24,1616,13,2844,200,1213,404,14,1007,6,2394.25,1547.51,NA,53000,92230,NA,NA,28050,42,11
06001004059,06,001,004059,7302,364,1988,2238,58,2630,24,4640,282,1315,1396,43,1586,18,3906.23,2524.78,NA,53000,92230,NA,NA,28050,42,11
06001004060,06,001,004060,3114,279,757,846,22,1208,2,2233,254,599,565,14,801,0,1879.87,1215.05,NA,53000,92230,NA,NA,28050,42,11
06001004061,06,001,004061,3407,545,276,2217,63,298,8,2385,490,226,1412,50,200,7,2007.84,1297.76,NA,53000,92230,NA,NA,28050,42,11
06001004062,06,001,004062,9192,526,2415,3945,60,2213,33,6003,456,1644,2525,45,1311,22,5053.69,3266.43,NA,53000,92230,NA,NA,28050,42,11
06001004063,06,001,004063,3565,373,1471,855,22,820,24,2393,318,995,548,20,499,13,2014.57,1302.11,NA,53000,92230,NA,NA,28050,42,11
06001004064,06,001,004064,2266,709,862,244,27,414,10,1765,649,610,175,14,311,6,1485.88,960.4,NA,53000,92230,NA,NA,28050,42,11
06001004065,06,001,004065,5615,898,1862,1585,32,1218,20,3865,743,1164,1063,24,854,17,3253.79,2103.07,NA,53000,92230,NA,NA,28050,42,11
06001004066,06,001,004066,6788,1381,2476,971,50,1889,21,4733,1187,1568,649,27,1291,11,3984.53,2575.38,NA,53000,92230,NA,NA,28050,42,11
06001004067,06,001,004067,5014,2969,573,331,40,1080,21,3876,2460,380,221,25,786,4,3263.05,2109.06,NA,53000,92230,NA,NA,28050,42,11
06001004068,06,001,004068,3566,1788,571,269,31,899,8,2809,1517,391,204,19,673,5,2364.79,1528.47,NA,53000,92230,NA,NA,28050,42,11
06001004069,06,001,004069,3480,1754,749,255,14,700,8,2679,1487,478,182,12,514,6,2255.34,1457.73,NA,53000,92230,NA,NA,28050,42,11
06001004070,06,001,004070,6040,1225,1767,1487,39,1499,23,4257,1059,1160,955,31,1036,16,3583.8,2316.38,NA,53000,92230,NA,NA,28050,43,11
06001004071,06,001,004071,7522,1075,2453,2738,76,1152,28,5127,921,1591,1776,50,774,15,4316.22,2789.77,NA,53000,92230,NA,NA,28050,43,11
