GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
49001009811,49,001,009811,2676,2568,2,74,26,5,1,1685,1628,2,37,14,3,1,509.66,653.46,NA,4060,90086,00060,1,1
49001009812,49,001,009812,2089,2016,3,46,10,14,0,1350,1315,1,20,3,11,0,408.34,523.54,NA,50040,91892,00060,1,1
49003009601,49,003,009601,2443,2315,0,99,8,21,0,1289,1221,0,55,5,8,0,217.33,642.3,55290,61590,91419,00090,1,1
49003009602,49,003,009602,5381,5122,1,155,27,76,0,3022,2877,0,72,14,59,0,509.52,1505.84,NA,36290,93440,00090,1,1
49003009603,49,003,009603,4818,4427,5,283,25,77,1,2840,2627,1,150,14,47,1,478.84,1415.15,NA,77120,93440,00090,1,1
49003009604,49,003,009604,3975,3692,1,179,31,71,1,2276,2100,1,98,16,60,1,383.74,1134.12,NA,15830,93440,00090,1,1
49003009605,49,003,009605,3928,3613,3,224,58,29,1,2465,2273,3,136,31,21,1,415.61,1228.29,NA,8460,90258,00090,1,1
49003009606,49,003,009606,6288,5927,4,239,63,52,3,3859,3660,3,134,37,23,2,650.64,1922.91,NA,8460,90258,00090,1,1
49003009607,49,003,009607,5680,5176,1,319,129,54,1,3541,3247,0,176,78,39,1,597.03,1764.46,NA,8460,90258,00090,1,1
49003009608,49,003,009608,3972,3813,1,112,27,18,1,2386,2293,0,64,16,12,1,402.29,1188.93,NA,84710,90258,00090,1,1
49005000001,49,005,000001,5017,4878,0,123,1,13,2,2799,2734,0,58,1,5,1,478.9,1157.48,NA,44760,91677,00120,1,1
49005000002,49,005,000002,6005,5788,0,160,13,42,2,3368,3257,0,78,7,24,2,576.25,1392.78,NA,69640,93096,00120,1,1
49005000003,49,005,000003,2951,2893,0,45,3,10,0,1695,1661,0,24,2,8,0,290.01,700.94,NA,54550,93096,00120,1,1
49005000004,49,005,000004,6645,6453,12,77,19,84,0,3696,3577,9,41,11,58,0,632.37,1528.42,NA,37390,91763,00120,1,1
49005000005,49,005,000005,5173,4740,4,153,52,224,0,3573,3289,4,99,32,149,0,611.32,1477.55,NA,45860,91763,00510,1,1
