GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
48001009501,48,001,009501,3203,2757,373,60,6,7,0,2356,2066,242,37,6,5,0,312.13,419.92,NA,27300,91390,NA,19770,20,10
48001009502,48,001,009502,2652,2343,253,50,5,1,0,1913,1700,184,25,4,0,0,253.44,340.96,NA,NA,92615,NA,13200,20,10
48001009503,48,001,009503,719,555,127,36,1,0,0,527,407,97,22,1,0,0,69.82,93.93,NA,NA,90650,NA,13200,20,10
48001009504,48,001,009504,10079,3258,4880,1843,4,16,78,9807,3030,4860,1821,4,14,78,1299.27,1747.93,NA,NA,92615,NA,13200,20,10
48001009505,48,001,009505,4198,2788,853,535,9,10,3,2900,2101,482,298,9,8,2,384.2,516.88,NA,54708,92945,NA,34050,20,10
48001009506,48,001,009506,6294,4086,1672,501,16,19,0,4172,2823,1062,264,11,12,0,552.72,743.59,NA,54708,92945,NA,43290,20,10
48001009507,48,001,009507,2584,986,1232,351,2,12,1,1825,795,832,187,2,8,1,241.78,325.28,NA,54708,92945,NA,34050,20,10
48001009508,48,001,009508,5356,4510,517,292,11,20,6,3973,3483,300,161,9,14,6,526.36,708.12,NA,54708,92945,NA,34050,20,10
48001009509,48,001,009509,8034,6908,880,199,31,14,2,5679,4910,625,112,24,7,1,752.38,1012.19,NA,54708,92945,NA,34050,20,10
48001009510,48,001,009510,4905,4474,304,86,32,8,1,3592,3286,233,41,26,6,0,475.88,640.21,NA,23140,91205,NA,18390,20,10
48003009501,48,003,009501,1218,1011,14,158,5,27,3,822,697,9,95,5,14,2,75.76,255.15,NA,3216,90085,NA,08280,10,19
48003009502,48,003,009502,6251,4445,156,1541,28,73,8,4248,3230,105,836,23,49,5,391.5,1318.58,NA,3216,90085,NA,08280,10,19
48003009503,48,003,009503,4194,1994,73,2052,19,31,25,2644,1440,43,1118,12,15,16,243.67,820.7,NA,3216,90085,NA,08280,10,19
48003009504,48,003,009504,2675,1831,16,801,12,11,4,1661,1245,10,389,8,7,2,153.08,515.57,NA,3216,90090,NA,08280,10,19
48005000001,48,005,000001,7370,6864,228,246,13,10,9,5340,4995,176,149,10,8,2,927.21,1088.05,NA,35228,93090,NA,13500,20,7
48005000002,48,005,000002,5706,4922,411,336,17,15,5,3986,3528,248,180,15,11,4,692.11,812.16,NA,45072,92325,NA,28550,20,7
48005000003,48,005,000003,6922,6201,336,354,19,10,2,4903,4457,220,210,10,6,0,851.33,999.01,NA,35228,92325,NA,23790,20,7
48005000004,48,005,000004,5217,3478,1085,632,9,12,1,3914,2840,698,365,4,6,1,679.61,797.49,NA,45072,92325,NA,28550,20,7
48005000005,48,005,000005,4553,748,3435,363,2,2,3,3140,552,2392,191,2,1,2,545.21,639.79,NA,45072,92325,NA,28550,20,7
48005000006,48,005,000006,5295,3019,1511,695,14,55,1,3670,2346,910,367,10,37,0,637.24,747.78,NA,45072,92325,NA,28550,20,7
48005000007,48,005,000007,3322,1538,929,819,5,23,8,2321,1232,607,457,5,16,4,403.01,472.91,NA,45072,92325,NA,28550,20,7
48005000008,48,005,000008,5381,4464,621,264,7,20,5,3945,3442,338,141,6,16,2,684.99,803.81,NA,45072,92325,NA,28550,20,7
48005000009,48,005,000009,7722,6802,583,213,18,97,9,5823,5182,405,156,11,64,5,1011.08,1186.46,NA,45072,92325,NA,28550,20,7
48005000010,48,005,000010,7686,4477,1175,1975,20,2,37,5018,3240,686,1055,16,2,19,871.3,1022.44,NA,20308,91045,NA,17040,20,7
48005000011,48,005,000011,8415,8007,227,157,11,13,0,6000,5767,133,84,9,7,0,1041.81,1222.52,NA,35492,91855,NA,24000,20,7
48005000012,48,005,000012,2295,2257,10,18,9,0,1,1809,1780,9,15,5,0,0,314.11,368.59,NA,80728,94315,NA,46740,20,7
