GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
37001000202,37,001,000202,3837,3054,727,25,9,22,0,3085,2556,494,14,6,15,0,446.78,720.91,NA,9060,93712,00510,9,6
37001000203,37,001,000203,6762,4783,1867,63,11,33,5,5159,3852,1235,42,9,19,2,747.15,1205.57,NA,9060,93520,00510,9,6
37001000204,37,001,000204,5343,1047,4261,16,8,9,2,4040,838,3184,8,5,4,1,585.09,944.08,NA,9060,93712,00510,9,12
37001000205,37,001,000205,5476,3991,1380,34,27,44,0,4182,3103,1005,23,22,29,0,605.66,977.26,NA,9060,93712,00510,9,12
37001000206,37,001,000206,5813,5650,90,28,3,42,0,4661,4558,58,17,2,26,0,675.03,1089.19,NA,9060,93712,00510,9,6
37001000207,37,001,000207,6786,6364,280,46,11,84,1,5572,5256,210,35,11,60,0,806.96,1302.08,NA,9060,93712,00510,9,6
37001000208,37,001,000208,6905,5392,1392,35,24,60,2,5356,4353,929,20,14,40,0,775.68,1251.6,NA,9060,93712,00510,9,6
37001000209,37,001,000209,4187,3966,174,25,13,7,2,3327,3150,143,18,10,6,0,481.83,777.46,NA,27280,93520,00030,9,6
37001000210,37,001,000210,3337,2426,857,28,12,14,0,2606,1980,591,18,9,8,0,377.41,608.98,NA,27280,93520,00030,9,6
37001000211,37,001,000211,5049,4298,686,33,12,15,5,4001,3458,501,23,8,11,0,579.44,934.96,NA,27280,93520,00030,9,6
37001000213,37,001,000213,3615,1573,1963,24,55,0,0,2811,1229,1515,14,53,0,0,712,285,NA,NA,93704,00030,9,12
37001000214,37,001,000214,2272,2133,133,5,1,0,0,1800,1691,105,3,1,0,0,284,757,NA,NA,93476,00030,9,12
37001000215,37,001,000215,3528,3112,393,11,8,4,0,2678,2349,314,7,6,2,0,447,888,NA,1150,93444,00030,9,12
37001000216,37,001,000216,4980,4433,495,36,6,9,1,4064,3667,361,22,4,9,1,650.6,1917.56,NA,25980,93368,00030,9,6
37001000217,37,001,000217,6144,5706,354,29,7,48,0,4956,4606,291,23,4,32,0,793.4,2338.44,NA,21100,93368,00030,9,6
37001000218,37,001,000218,6596,6097,436,39,15,8,1,5154,4772,336,27,12,6,1,225,623,NA,640,93292,00030,9,6
37001000219,37,001,000219,5126,4661,422,32,7,4,0,3916,3557,332,19,6,2,0,376,734,NA,59580,93608,00030,9,6
37001000220,37,001,000220,4157,3552,528,29,26,21,1,3121,2677,384,21,24,14,1,536,782,NA,66460,93656,00030,9,6
37001020101,37,001,020101,414,333,72,8,1,0,0,356,292,57,6,1,0,0,51.56,83.19,NA,9060,93712,00510,9,6
37001020102,37,001,020102,3514,2918,549,19,8,20,0,2769,2385,353,12,5,14,0,401.02,647.07,NA,9060,93712,00510,9,6
37001021201,37,001,021201,4835,2811,1937,69,12,5,1,3683,2176,1456,38,8,4,1,533.39,860.65,NA,30260,93732,00030,9,12
37001021202,37,001,021202,9537,7613,1767,102,20,33,2,7241,5836,1309,63,14,19,0,1209,1839,NA,42240,93684,00030,9,6
37003000401,37,003,000401,2722,2622,68,27,5,0,0,2032,1960,45,22,5,0,0,402.76,729.41,NA,NA,91364,00090,4,10
37003000402,37,003,000402,3186,3034,124,22,5,1,0,2409,2296,88,21,3,1,0,477.49,864.74,NA,NA,91020,00090,4,10
37003000403,37,003,000403,2739,2625,88,21,5,0,0,2045,1969,61,12,3,0,0,405.34,734.08,NA,NA,91020,00090,4,10
37003000404,37,003,000404,5753,4644,1034,60,7,7,1,4386,3613,733,32,5,3,0,869.34,1574.41,NA,66960,93228,00090,4,10
37003000405,37,003,000405,5037,4667,316,29,22,3,0,3791,3526,229,21,12,3,0,751.41,1360.82,NA,65260,92908,00090,4,10
37003000406,37,003,000406,3120,3069,19,7,1,24,0,2337,2313,8,7,1,8,0,463.21,838.89,NA,NA,93228,00090,4,10
37003000407,37,003,000407,4987,4936,13,18,7,13,0,3771,3738,6,13,5,9,0,747.45,1353.65,NA,5530,94084,00090,4,10
37005009501,37,005,009501,3259,3135,89,30,1,4,0,2517,2434,64,16,1,2,0,669.08,715.85,NA,NA,91232,00120,4,5
37005009502,37,005,009502,3468,3360,71,29,7,1,0,2752,2657,62,26,7,0,0,731.55,782.69,NA,63680,91204,00120,4,5
37005009503,37,005,009503,2863,2821,16,26,0,0,0,2266,2231,13,22,0,0,0,602.36,644.46,NA,NA,92564,00120,4,5
37007009801,37,007,009801,3498,1514,1958,3,22,1,0,2483,1164,1303,3,12,1,0,738.96,402.38,NA,38200,91808,00180,1,8
37007009802,37,007,009802,1587,824,753,2,5,3,0,1187,657,523,2,3,2,0,353.26,192.36,NA,1420,90064,00180,1,8
37007009803,37,007,009803,4673,3444,1188,15,23,3,0,3468,2635,803,11,16,3,0,1032.1,562.01,NA,53140,91732,00180,1,8
37007009804,37,007,009804,3662,1222,2419,11,6,4,0,2600,974,1609,8,5,4,0,773.78,421.34,NA,70380,93876,00180,1,8
37007009805,37,007,009805,6311,3860,2403,20,13,15,0,4693,3085,1573,15,11,9,0,1396.67,760.52,NA,70380,93876,00180,1,8
37007009806,37,007,009806,3743,1368,2357,16,0,1,1,2699,1080,1606,11,0,1,1,803.24,437.39,NA,44560,92140,00180,1,8
37009009701,37,009,009701,2252,2198,37,11,1,5,0,1708,1669,24,10,1,4,0,404.58,559.52,NA,NA,91284,00210,4,5
37009009702,37,009,009702,2903,2889,3,4,5,2,0,2271,2260,3,4,3,1,0,537.94,743.95,NA,36960,92512,00210,4,5
37009009703,37,009,009703,2348,2342,0,3,0,3,0,1838,1832,0,3,0,3,0,435.37,602.11,NA,NA,92316,00210,4,5
37009009704,37,009,009704,3737,3706,8,9,5,8,1,2977,2956,4,8,3,5,1,705.17,975.23,NA,72540,93956,00210,4,5
37009009705,37,009,009705,5397,5276,76,25,9,11,0,4234,4132,64,22,7,9,0,1002.92,1387.01,NA,34440,91652,00210,4,5
37009009706,37,009,009706,1957,1934,0,22,0,1,0,1577,1556,0,21,0,0,0,373.55,516.61,NA,NA,92456,00210,4,5
37009009707,37,009,009707,3615,3565,20,28,1,1,0,2801,2755,18,26,1,1,0,663.48,917.57,NA,NA,92504,00210,4,5
37011009901,37,011,009901,3003,2904,74,11,7,6,1,2409,2324,66,8,4,6,1,301.52,842.07,NA,3500,90148,00300,7,10
37011009902,37,011,009902,2324,2291,14,16,2,1,0,1899,1868,14,14,2,1,0,237.68,663.8,NA,65530,91828,00300,7,10
37011009903,37,011,009903,6138,6032,35,60,4,7,0,4651,4561,29,52,4,5,0,582.13,1625.77,NA,46740,90812,00300,7,10
37011009904,37,011,009904,3402,3327,33,31,5,6,0,2570,2516,27,20,3,4,0,321.67,898.35,NA,15580,90052,00300,5,10
37013009901,37,013,009901,5973,3398,2556,11,4,4,0,4390,2614,1762,6,4,4,0,861.66,1092.74,NA,4640,92436,00330,3,3
37013009902,37,013,009902,4518,3348,1122,36,2,10,0,3283,2513,741,21,2,6,0,644.38,817.19,NA,71220,93904,04770,3,3
37013009903,37,013,009903,4438,2340,2054,35,4,4,1,3212,1924,1260,19,4,4,1,630.45,799.51,NA,71220,93904,04770,3,1
37013009904,37,013,009904,5204,2980,2150,48,1,17,8,3860,2328,1490,26,1,9,6,757.63,960.81,NA,71220,93904,04770,3,1
37013009905,37,013,009905,7128,5962,1138,17,7,4,0,5334,4599,715,10,6,4,0,1046.95,1327.71,NA,56815,91896,04770,3,3
37013009906,37,013,009906,2356,2266,72,11,5,2,0,1772,1700,54,11,5,2,0,347.8,441.08,NA,3840,90168,00330,3,3
37013009907,37,013,009907,2634,2161,472,0,0,1,0,2026,1687,338,0,0,1,0,397.66,504.3,NA,3840,90168,00330,3,3
37013009908,37,013,009908,3005,1515,1471,16,1,2,0,2217,1198,1005,11,1,2,0,435.15,551.84,NA,2620,92664,00330,3,1
37013009909,37,013,009909,2414,1483,924,4,0,2,1,1856,1177,674,3,0,2,0,364.29,461.99,NA,NA,90664,00330,3,1
37013009910,37,013,009910,4613,3392,1196,19,4,2,0,3378,2628,730,16,2,2,0,663.03,840.83,NA,12580,90664,00330,3,1
37015009601,37,015,009601,5959,2845,3091,11,7,1,4,4379,2247,2117,10,4,1,0,1226.97,675.5,42274,13560,90712,00360,3,1
37015009602,37,015,009602,3860,1478,2364,4,9,5,0,2624,1164,1450,2,4,4,0,735.23,404.77,42274,2580,92096,00360,3,1
37015009603,37,015,009603,3963,815,3130,11,6,1,0,2743,648,2083,7,4,1,0,768.58,423.13,42274,38000,92768,00360,3,1
37015009604,37,015,009604,6606,2644,3927,6,22,7,0,4801,2088,2686,6,16,5,0,1345.22,740.6,42274,74680,94064,00360,3,1
37017009501,37,017,009501,3831,2391,1378,34,24,4,0,2885,1860,985,19,19,2,0,702.17,517.07,NA,73300,90724,00390,6,1
37017009502,37,017,009502,2365,1335,984,17,27,0,2,1725,1027,666,11,19,0,2,419.84,309.17,NA,NA,93964,00390,6,1
37017009503,37,017,009503,4387,3130,1221,4,32,0,0,3267,2367,877,2,21,0,0,795.15,585.54,NA,18040,91508,00390,6,7
37017009504,37,017,009504,5802,2931,2797,42,16,15,1,4283,2321,1908,29,12,12,1,1042.43,767.63,NA,20600,91000,00390,6,1
37017009505,37,017,009505,5983,4696,1259,20,5,2,1,4453,3607,829,9,5,2,1,1083.8,798.1,NA,6240,90296,00390,6,7
