GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,DISTRICT,school,cd_1980,cd_1990
41001009501,41,001,009501,2495,2428,0,31,33,2,1,1798,1754,0,21,22,1,0,428.38,571.39,NA,31600,91326,NA,NA,01710,5,3
41001009502,41,001,009502,2936,2818,6,73,30,9,0,2086,2031,5,31,15,4,0,497,662.91,NA,3650,90204,NA,NA,01710,5,3
41001009503,41,001,009503,2641,2562,3,50,12,14,0,1928,1880,2,28,12,6,0,459.36,612.7,NA,3650,90204,NA,NA,01710,5,3
41001009504,41,001,009504,2573,2498,2,54,12,7,0,1963,1914,2,33,9,5,0,467.7,623.83,NA,3650,90204,NA,NA,01710,5,3
41001009505,41,001,009505,2568,2466,17,47,28,10,0,1970,1893,17,34,19,7,0,469.36,626.05,NA,3650,90204,NA,NA,01710,5,3
41001009506,41,001,009506,2104,2057,1,21,22,3,0,1558,1530,1,8,16,3,0,371.2,495.12,NA,31650,91258,NA,NA,09720,5,3
41003000001,41,003,000001,4703,4362,42,150,55,93,1,3368,3156,21,86,29,75,1,934.81,850.37,NA,15800,90680,NA,NA,03480,3,1
41003000002,41,003,000002,2082,1983,8,47,7,37,0,1538,1476,5,26,4,27,0,426.88,388.32,NA,15800,90680,NA,NA,03480,4,1
41003000003,41,003,000003,2289,2202,16,21,10,39,1,1704,1652,7,12,5,28,0,472.96,430.23,NA,15800,90680,NA,NA,03480,3,5
41003000004,41,003,000004,6164,5723,23,115,12,285,6,4505,4199,12,80,11,202,1,1250.39,1137.44,NA,15800,90680,NA,NA,03480,4,1
41003000005,41,003,000005,3103,2977,13,27,15,67,4,2240,2166,7,13,9,45,0,621.73,565.57,NA,15800,90680,NA,NA,03480,4,1
41003000006,41,003,000006,3588,3350,30,77,35,94,2,2634,2486,17,48,24,59,0,731.08,665.04,NA,15800,90680,NA,NA,03480,4,1
41003000007,41,003,000007,1268,1093,12,50,10,102,1,1122,969,11,41,8,92,1,311.42,283.29,NA,15800,90680,NA,NA,03480,4,1
41003000008,41,003,000008,7536,5976,134,240,58,1124,4,6991,5552,119,215,51,1050,4,1940.4,1765.12,NA,15800,90680,NA,NA,03480,4,1
41003000009,41,003,000009,5057,4553,50,133,18,302,1,3866,3489,37,90,15,235,0,1073.03,976.11,NA,15800,90680,NA,NA,03480,4,1
41003000010,41,003,000010,6975,6178,101,203,39,450,4,5399,4836,67,126,29,337,4,1498.53,1363.16,NA,15800,90680,NA,NA,03480,4,1
