GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
21001009701,21,001,009701,1343,1320,20,3,0,0,0,949,928,19,2,0,0,0,144.78,362.33,NA,90624,00030,4,1
21001009702,21,001,009702,1177,1128,41,8,0,0,0,900,862,32,6,0,0,0,137.31,343.62,NA,90552,00030,4,1
21001009703,21,001,009703,2514,2492,13,7,0,2,0,1878,1864,7,5,0,2,0,286.52,717.02,NA,93680,00030,4,1
21001009704,21,001,009704,6929,6518,342,44,7,15,3,5378,5061,261,34,7,12,3,820.49,2053.32,16750,90784,00030,4,1
21001009705,21,001,009705,2180,2114,34,27,2,2,1,1559,1514,30,10,2,2,1,237.85,595.23,NA,91432,00030,4,1
21001009706,21,001,009706,1217,1201,9,0,2,5,0,918,906,7,0,2,3,0,140.05,350.49,NA,91416,00030,4,1
21003009801,21,003,009801,2114,2102,7,1,3,1,0,1581,1571,6,1,3,0,0,227.28,497.18,NA,93136,00070,7,1
21003009802,21,003,009802,1584,1578,3,2,0,1,0,1084,1078,3,2,0,1,0,155.84,340.88,NA,91560,00070,7,1
21003009803,21,003,009803,3986,3892,80,8,1,4,1,2978,2910,63,2,0,3,0,428.12,936.49,69114,93112,00070,7,1
21003009804,21,003,009804,3406,3332,68,0,6,0,0,2536,2486,45,0,5,0,0,364.58,797.49,69114,93112,00070,7,1
21003009805,21,003,009805,1331,1314,7,7,1,0,2,984,973,6,4,1,0,0,141.46,309.44,NA,91760,00070,7,1
21003009806,21,003,009806,2207,2195,0,6,6,0,0,1598,1593,0,3,2,0,0,229.73,502.52,NA,90024,00070,7,1
21005009501,21,005,009501,4629,4234,376,9,1,9,0,3415,3125,278,7,0,5,0,618.33,1060.5,44146,91992,00120,6,6
21005009502,21,005,009502,5973,5893,31,41,1,7,0,4470,4427,22,18,0,3,0,809.35,1388.12,44146,91992,00120,6,6
21005009503,21,005,009503,1761,1739,8,8,2,4,0,1278,1267,4,3,2,2,0,231.4,396.87,NA,90064,00120,6,6
21005009504,21,005,009504,2208,2181,17,10,0,0,0,1557,1534,13,10,0,0,0,281.92,483.51,NA,90072,00120,6,6
21007009501,21,007,009501,3962,3767,162,20,10,3,0,3069,2929,117,12,8,3,0,1055.44,791.33,43336,91952,00210,3,1
21007009502,21,007,009502,1335,1313,16,5,1,0,0,1012,997,9,5,1,0,0,348.03,260.94,3718,90168,00210,3,1
21007009503,21,007,009503,2605,2522,62,16,2,3,0,1973,1921,39,9,2,2,0,678.52,508.73,83064,93696,00210,3,1
21009009501,21,009,009501,2794,2630,134,14,7,5,4,2072,1947,106,10,5,2,2,377.91,581.87,37234,91744,00300,7,2
21009009502,21,009,009502,3221,3012,201,3,1,3,1,2431,2283,142,3,1,2,0,443.38,682.69,13492,90640,01110,7,2
21009009503,21,009,009503,2047,1913,122,9,1,2,0,1515,1424,84,6,1,0,0,276.32,425.45,59232,90640,00300,7,2
