GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school_elm,school,cd_1980,cd_1990
51001000000,51,001,000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16512,91664,NA,00060,1,2
51001009901,51,001,009901,3578,25,3501,25,39,5,8,3000,17,2931,17,26,2,7,478.52,957.04,NA,16512,93280,NA,00060,1,2
51001009902,51,001,009902,4788,61,2563,61,2136,5,22,3603,39,2017,39,1488,4,16,515.24,714.81,NA,NA,90096,NA,00060,1,2
51001009903,51,001,009903,2783,13,2167,13,590,5,8,2117,8,1726,8,366,3,6,302.74,420,NA,34176,92080,NA,00060,1,2
51001009904,51,001,009904,5165,172,2140,172,2839,8,5,3926,127,1751,127,1909,8,4,561.43,778.89,NA,180,92080,NA,00060,1,2
51001009905,51,001,009905,2807,44,1827,44,929,4,3,2179,37,1469,37,631,4,1,311.6,432.3,NA,60680,92080,NA,00060,1,2
51001009906,51,001,009906,4396,37,3559,37,792,0,6,3506,24,2898,24,557,0,3,507.49,471.6,NA,59336,91664,NA,00060,1,2
51001009907,51,001,009907,4428,43,2600,43,1773,6,6,3324,30,2059,30,1197,4,4,481.14,447.12,NA,59384,92560,NA,00060,1,2
51001009908,51,001,009908,3755,57,1956,57,1736,2,4,2842,38,1578,38,1184,2,2,411.37,382.28,NA,82320,92560,NA,00060,1,2
51001990199,51,001,990199,3,0,2,0,0,0,1,3,0,2,0,0,0,1,0.48,0.96,NA,16512,93280,NA,00060,1,2
51003000101,51,003,000101,4078,25,3887,25,151,6,9,3082,17,2924,17,110,5,9,657.67,886.86,NA,NA,93536,NA,00090,8,3
51003000102,51,003,000102,6003,43,5657,43,222,9,66,4381,27,4125,27,150,5,47,680.69,762.15,NA,NA,92664,NA,00090,8,3
51003000103,51,003,000103,3326,32,3077,32,162,0,55,2390,21,2198,21,112,0,38,371.34,415.78,NA,38032,92664,NA,00090,8,3
51003000104,51,003,000104,4958,55,4104,55,772,0,19,3848,33,3141,33,628,0,13,597.87,669.43,NA,NA,92664,NA,00090,8,9
51003000105,51,003,000105,1708,11,1573,11,106,0,17,1279,10,1158,10,90,0,11,198.72,222.5,NA,NA,92664,NA,00090,8,9
51003000107,51,003,000107,5538,87,4389,87,918,3,138,4411,66,3548,66,633,1,97,992.61,1172.89,NA,18792,90672,NA,00090,8,3
51003000108,51,003,000108,4845,46,4149,46,513,10,126,3864,34,3319,34,382,7,88,525.61,603.58,NA,4640,91472,NA,00090,8,3
51003000110,51,003,000110,5386,52,5108,52,137,11,77,3980,37,3748,37,103,6,49,541.39,621.7,NA,80144,92864,NA,00090,8,3
51003000111,51,003,000111,3303,21,3050,21,227,3,2,2593,12,2371,12,193,3,2,553.33,746.14,NA,20560,93536,NA,00090,8,3
51003000112,51,003,000112,4997,61,4364,61,551,5,12,3775,47,3269,47,403,2,7,513.5,589.68,NA,NA,92864,NA,00090,8,9
51003000114,51,003,000114,3815,37,2888,37,883,3,4,2838,19,2126,19,670,2,2,440.95,493.72,NA,70800,92904,NA,00090,8,9
51003010698,51,003,010698,5003,70,4416,70,382,5,127,3859,47,3397,47,267,5,96,868.39,1026.11,NA,67288,90672,NA,00090,8,3
51003010998,51,003,010998,8171,160,6115,160,956,6,912,7708,132,5750,132,897,5,792,1048.5,1204.04,NA,80144,91472,NA,00090,8,9
51003011398,51,003,011398,6801,86,5826,86,814,11,53,5191,66,4397,66,611,8,43,806.54,903.07,NA,NA,92904,NA,00090,8,9
51003011598,51,003,011598,108,0,97,0,5,0,6,106,0,96,0,4,0,6,20.93,14.21,NA,NA,91472,NA,00090,8,9
51003011697,51,003,011697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91472,NA,00090,8,9
51003011698,51,003,011698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4640,91472,NA,00090,8,9
51003011798,51,003,011798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92904,NA,00090,8,9
51003011898,51,003,011898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,92904,NA,00090,8,9
51005050298,51,005,050298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,113.33,NA,NA,90360,NA,00152,6,10
51005080198,51,005,080198,3705,6,3582,6,108,5,4,2853,3,2761,3,82,2,2,500,385,NA,40024,90744,NA,00152,6,10
51005080298,51,005,080298,5841,16,5617,16,168,5,35,4390,9,4241,9,104,5,22,667.32,721.25,NA,NA,90360,NA,00152,6,10
51005080398,51,005,080398,3627,32,3539,32,52,3,1,2772,16,2693,16,44,2,1,421.37,455.42,NA,NA,90360,NA,00152,6,10
51005080498,51,005,080498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,91504,NA,00152,6,10
51005080598,51,005,080598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90360,NA,00152,6,10
51005080696,51,005,080696,3,0,3,0,0,0,0,2,0,2,0,0,0,0,0.3,0.33,NA,NA,90360,NA,00152,6,10
51005080697,51,005,080697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90360,NA,00152,6,10
51005080698,51,005,080698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,90360,NA,00152,5,10
51007009901,51,007,009901,4711,21,3163,21,1520,4,3,3454,10,2317,10,1110,4,3,775.92,1043.04,NA,NA,91240,NA,00180,10,8
51007009902,51,007,009902,4076,24,2742,24,1289,10,10,3063,17,2036,17,978,7,8,688.08,924.96,NA,NA,91480,NA,00180,10,8
51009000101,51,009,000101,4439,18,3332,18,1077,9,2,3308,15,2463,15,805,9,1,564.95,788.29,NA,NA,93264,NA,00210,6,10
51009000102,51,009,000102,5408,119,4084,119,1160,20,25,4335,109,3225,109,851,18,23,740.34,1033.02,NA,1672,90840,NA,00210,6,10
51009000103,51,009,000103,2699,9,2363,9,270,47,6,1967,6,1704,6,206,39,6,335.93,468.73,NA,NA,91048,NA,00210,6,10
51009000104,51,009,000104,6238,28,5103,28,1062,23,22,4590,18,3791,18,734,14,15,783.89,1093.79,NA,48520,91048,NA,00210,6,10
51009000106,51,009,000106,2087,2,1124,2,957,2,1,1564,1,860,1,699,2,1,267.1,372.7,NA,48520,91872,NA,00210,6,10
