GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
10001000401,10,001,000401,4429,3923,395,50,36,19,6,3151,2803,280,26,23,14,5,482.7,807.95,39100,91480,01620,1,1
10001000402,10,001,000402,10449,8819,1343,193,40,41,13,7880,6722,977,115,28,28,10,1207.14,2020.52,67310,93700,01620,1,1
10001000403,10,001,000403,184,182,1,1,0,0,0,137,135,1,1,0,0,0,20.99,35.13,41700,93700,01620,1,1
10001000404,10,001,000404,1226,1115,86,16,4,5,0,939,859,58,13,4,5,0,143.85,240.77,41700,90740,00190,1,1
10001000405,10,001,000405,5076,3483,1202,201,62,124,4,3849,2712,856,131,46,100,4,589.63,986.92,21200,90740,00190,1,1
10001000406,10,001,000406,1513,349,1107,26,11,15,5,1374,285,1040,24,9,11,5,210.48,352.31,21200,90740,00190,1,1
10001000407,10,001,000407,4206,3137,814,92,20,141,2,2868,2202,502,56,16,92,0,439.35,735.39,21200,90740,00190,1,1
10001000408,10,001,000408,2972,1676,1145,108,11,27,5,2256,1347,809,69,9,21,1,345.6,578.46,21200,90740,00190,1,1
10001000409,10,001,000409,2179,1885,211,50,6,27,0,1878,1653,158,35,6,26,0,287.69,481.54,21200,90740,00190,1,1
10001000410,10,001,000410,4613,3016,1308,155,21,112,1,3358,2345,820,95,17,80,1,514.41,861.03,21200,90740,00190,1,1
10001000411,10,001,000411,5473,3877,1154,266,25,146,5,3577,2553,743,164,18,98,1,547.96,917.18,21200,90740,00180,1,1
10001000412,10,001,000412,3077,1958,924,119,10,64,2,2161,1477,562,71,9,41,1,331.04,554.1,38710,90740,00180,1,1
10001000413,10,001,000413,2234,1368,769,52,14,31,0,1639,1148,435,30,8,18,0,251.08,420.26,21200,90740,00190,1,1
10001000414,10,001,000414,2848,1434,1293,63,16,39,3,2179,1188,905,42,10,34,0,333.8,558.72,21200,90740,00190,1,1
10001000415,10,001,000415,4259,3226,831,110,9,83,0,3134,2440,560,64,6,64,0,480.1,803.59,21200,90740,00180,1,1
10001000416,10,001,000416,2450,2190,144,49,4,61,2,1883,1700,94,40,1,46,2,288.46,482.82,34810,90740,00180,1,1
10001000417,10,001,000417,6080,4481,1315,172,14,95,3,4371,3300,879,104,12,74,2,669.59,1120.77,81350,90740,00180,1,1
