GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school,cd_1980,cd_1990
39035001072,39,035,001072,215,93,116,6,0,0,0,214,93,115,6,0,0,0,62.41,19.56,16000,16000,04378,15,6
39035001073,39,035,001073,55,37,5,0,0,13,0,51,37,5,0,0,9,0,14.87,4.66,16000,16000,04378,15,6
39035001074,39,035,001074,12,3,9,0,0,0,0,9,3,6,0,0,0,0,2.62,0.82,16000,16000,04378,15,6
39035001075,39,035,001075,269,152,13,14,0,88,2,213,128,9,8,0,67,1,62.12,19.47,16000,16000,04378,15,6
39035001076,39,035,001076,13,12,0,0,0,1,0,13,12,0,0,0,1,0,3.79,1.19,16000,16000,04378,15,13
39035001077,39,035,001077,521,94,416,9,1,1,0,492,92,389,9,1,1,0,143.49,44.98,16000,16000,04378,15,6
39035001078,39,035,001078,2367,1378,832,48,6,101,2,2320,1369,795,48,5,101,2,676.64,212.1,16000,16000,04378,15,6
39035001079,39,035,001079,1041,112,893,30,2,1,3,637,83,537,13,1,1,2,185.78,58.24,16000,16000,04378,1,13
39035001081,39,035,001081,33,22,10,0,1,0,0,30,22,7,0,1,0,0,8.75,2.74,16000,16000,04378,1,13
39035001082,39,035,001082,521,430,15,51,9,15,1,401,355,6,27,2,11,0,116.95,36.66,16000,16000,04378,1,13
39035001083,39,035,001083,1110,511,61,148,0,389,1,889,428,38,102,0,320,1,259.28,81.27,16000,16000,04378,15,13
39035001084,39,035,001084,1398,910,90,218,7,173,0,967,669,47,123,4,124,0,282.03,88.4,16000,16000,04378,1,13
39035001085,39,035,001085,99,65,18,8,1,7,0,79,52,16,5,1,5,0,23.04,7.22,16000,16000,04378,15,13
39035001086,39,035,001086,371,211,132,24,2,2,0,288,172,100,12,2,2,0,84,26.33,16000,16000,04378,1,13
39035001087,39,035,001087,412,98,310,1,0,3,0,354,92,258,1,0,3,0,103.25,32.36,16000,16000,04378,1,13
39035001088,39,035,001088,612,220,386,2,1,3,0,547,217,324,2,1,3,0,159.53,50.01,16000,16000,04378,1,13
39035001089,39,035,001089,1675,4,1663,5,3,0,0,924,3,918,0,3,0,0,269.49,84.47,16000,16000,04378,1,13
39035001091,39,035,001091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,04378,1,6
39035001092,39,035,001092,242,92,134,8,1,6,1,242,92,134,8,1,6,1,70.58,22.12,16000,16000,04378,1,13
39035001093,39,035,001093,1400,29,1351,10,7,3,0,746,19,714,5,6,2,0,217.57,68.2,16000,16000,04378,1,13
39035001096,39,035,001096,318,16,294,1,6,1,0,309,16,285,1,6,1,0,90.12,28.25,16000,16000,04378,1,13
39035001097,39,035,001097,2898,8,2872,16,0,0,2,1659,5,1646,7,0,0,1,483.85,151.67,16000,16000,04378,1,13
39035001098,39,035,001098,1841,8,1819,2,7,5,0,1045,5,1031,1,6,2,0,304.78,95.54,16000,16000,04378,1,13
39035001099,39,035,001099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,04378,1,13
39035001101,39,035,001101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,04378,1,13
39035001102,39,035,001102,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0.58,0.18,16000,16000,04378,15,13
39035001103,39,035,001103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,16000,04378,1,13
39035001104,39,035,001104,304,271,30,3,0,0,0,207,185,19,3,0,0,0,60.37,18.92,16000,16000,04378,15,13
39035001105,39,035,001105,1127,949,96,64,9,8,1,813,703,59,41,5,5,0,237.11,74.33,16000,16000,04378,15,13
39035001106,39,035,001106,541,485,35,20,1,0,0,359,325,22,11,1,0,0,104.7,32.82,16000,16000,04378,15,6
39035001107,39,035,001107,1127,1113,1,11,1,1,0,872,865,1,4,1,1,0,254.32,79.72,16000,16000,04378,15,6
39035001108,39,035,001108,2131,1845,59,204,10,9,4,1508,1332,29,132,8,5,2,439.81,137.86,16000,16000,04378,15,6
