GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,place,mcd,school_elm,school,cd_1980,cd_1990
29089009601,29,089,009601,2988,2761,200,11,13,2,1,2111,1946,148,7,8,2,0,185,189,27208,13222,NA,12900,6,6
29089009602,29,089,009602,2950,2878,39,17,12,4,0,2200,2153,22,11,10,4,0,464,505,51824,25642,NA,21940,6,6
29089009603,29,089,009603,3693,3163,493,17,3,11,6,2935,2537,374,8,3,10,3,765,752,23842,61652,NA,11990,6,6
29091009901,29,091,009901,4562,4503,5,16,19,19,0,3380,3347,2,8,16,7,0,432.81,807.43,80098,80116,NA,32070,3,8
29091009902,29,091,009902,3310,3276,4,13,10,7,0,2439,2415,1,8,9,6,0,382,741,50438,27748,NA,21540,3,8
29091009903,29,091,009903,3587,3521,7,33,19,5,2,2568,2526,1,24,12,4,1,163,248,78928,68078,15060,32070,3,8
29091009904,29,091,009904,3665,3628,1,17,17,2,0,2602,2581,0,7,12,2,0,333.19,621.57,NA,69644,11850,31680,3,8
29091009905,29,091,009905,3122,3092,1,7,17,5,0,2278,2257,1,5,12,3,0,291.94,705.29,78928,33382,11850,31680,3,8
29091009906,29,091,009906,3592,3547,4,8,31,2,0,2597,2567,3,7,18,2,0,332.82,804.06,7948,33382,15180,16860,3,8
29091009907,29,091,009907,4549,4450,30,44,20,5,0,3381,3321,22,19,15,4,0,433.3,1046.79,78928,33382,26370,31680,3,8
29091009908,29,091,009908,5060,4966,10,23,31,30,0,3940,3880,2,18,23,17,0,504.94,1219.86,78928,33382,26370,31680,3,8
29093009701,29,093,009701,3004,2982,2,11,5,3,1,2175,2157,2,8,5,3,0,307,385,76012,19108,04590,15510,3,8
29093009702,29,093,009702,2539,2518,1,11,1,6,2,1939,1930,0,4,1,2,2,559.5,626.62,1648,1666,04590,03150,3,8
29093009703,29,093,009703,3086,3048,21,8,3,3,3,2192,2170,13,6,3,0,0,632.5,708.38,35468,1666,NA,03150,3,8
29093009704,29,093,009704,2097,2053,25,14,5,0,0,1556,1531,12,8,5,0,0,416,223,19198,74698,NA,28470,3,8
29095000001,29,095,000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,38054,NA,16400,8,5
29095000002,29,095,000002,83,57,20,3,3,0,0,81,56,19,3,3,0,0,22.17,20.82,38000,38054,NA,16400,8,5
29095000003,29,095,000003,2060,730,551,163,3,604,9,1309,608,235,105,3,354,4,358.24,336.48,38000,38054,NA,16400,8,5
29095000004,29,095,000004,679,557,7,86,7,21,1,517,433,4,58,6,16,0,141.49,132.89,38000,38054,NA,16400,8,5
29095000006,29,095,000006,4141,3641,64,349,43,39,5,3175,2880,29,202,35,26,3,868.93,816.13,38000,6490,NA,16400,8,5
29095000007,29,095,000007,3619,3161,41,339,29,47,2,2802,2514,25,207,25,29,2,766.85,720.25,38000,38054,NA,16400,8,5
29095000008,29,095,000008,3797,3329,78,293,60,31,6,2815,2536,41,175,35,24,4,770.4,723.59,38000,38054,NA,16400,8,5
29095000009,29,095,000009,3214,2583,166,366,23,72,4,2433,2061,82,224,16,50,0,665.86,625.4,38000,38054,NA,16400,8,5
29095000010,29,095,000010,2907,1795,781,262,21,37,11,2195,1519,445,185,14,27,5,600.72,564.22,38000,38054,NA,16400,8,5
29095000011,29,095,000011,1504,1126,244,100,11,21,2,1470,1110,234,95,9,20,2,402.31,377.86,38000,38054,NA,16400,8,5
29095000012,29,095,000012,673,507,124,34,5,3,0,656,495,123,30,5,3,0,179.53,168.62,38000,38054,NA,16400,8,5
29095000013,29,095,000013,1013,772,184,23,7,27,0,990,766,172,21,7,24,0,270.94,254.48,38000,38054,NA,16400,8,5
29095000014,29,095,000014,853,310,485,35,13,10,0,825,298,469,35,13,10,0,225.78,212.07,38000,38054,NA,16400,8,5
29095000015,29,095,000015,951,158,722,63,4,4,0,557,135,368,46,4,4,0,152.44,143.18,38000,38054,NA,16400,8,5
29095000016,29,095,000016,1407,122,1260,16,8,0,1,961,109,830,16,5,0,1,263,247.02,38000,38054,NA,16400,8,5
29095000017,29,095,000017,1158,126,970,40,3,19,0,703,99,572,23,2,7,0,192.4,180.71,38000,38054,NA,16400,8,5
29095000018,29,095,000018,3435,2171,830,326,25,80,3,2365,1665,427,203,16,53,1,647.25,607.92,38000,38054,NA,16400,8,5
29095000019,29,095,000019,3581,2694,474,329,39,42,3,2455,1966,234,197,30,25,3,671.88,631.06,38000,38054,NA,16400,8,5
29095000020,29,095,000020,2240,1842,54,270,11,58,5,1633,1389,22,178,11,31,2,446.92,419.76,38000,6490,NA,16400,8,5
29095000021,29,095,000021,4779,2990,1372,273,27,117,0,3164,2263,645,166,20,70,0,865.92,813.3,38000,6490,NA,16400,8,5
29095000022,29,095,000022,3679,2376,953,247,26,74,3,2516,1857,454,138,20,44,3,688.57,646.74,38000,6490,NA,16400,8,5
29095000023,29,095,000023,2052,1202,602,207,11,27,3,1398,866,390,117,8,16,1,382.6,359.36,38000,6490,NA,16400,8,5
29095000024,29,095,000024,1134,526,500,75,5,28,0,760,389,302,47,3,19,0,208,195.36,38000,38054,NA,16400,8,5
29095000025,29,095,000025,1511,24,1475,9,0,1,2,1136,18,1108,7,0,1,2,310.9,292.01,38000,38054,NA,16400,8,5
29095000026,29,095,000026,28,13,15,0,0,0,0,15,8,7,0,0,0,0,4.11,3.86,38000,38054,NA,16400,8,5
29095000027,29,095,000027,170,92,72,2,3,1,0,170,92,72,2,3,1,0,46.53,43.7,38000,38054,NA,16400,8,5
29095000029,29,095,000029,1056,301,53,686,13,1,2,816,269,43,493,10,1,0,223.32,209.75,38000,38054,NA,16400,8,5
29095000030,29,095,000030,2050,122,644,1272,2,2,8,1192,95,274,817,1,2,3,326.22,306.4,38000,38054,NA,16400,8,5
29095000031,29,095,000031,205,107,79,16,2,1,0,137,75,47,12,2,1,0,37.49,35.22,38000,38054,NA,16400,8,5
29095000032,29,095,000032,810,4,799,3,4,0,0,510,3,502,2,3,0,0,139.58,131.1,38000,38054,NA,16400,8,5
29095000033,29,095,000033,1518,70,1418,17,13,0,0,1058,66,971,15,6,0,0,289.55,271.96,38000,38054,NA,16400,8,5
29095000034,29,095,000034,3962,1911,1578,398,25,36,14,2631,1497,873,221,21,16,3,720.05,676.3,38000,6490,NA,16400,8,5
29095000037,29,095,000037,1672,36,1606,12,10,2,6,1218,28,1170,7,9,1,3,333.34,313.09,38000,38054,NA,16400,8,5
29095000038,29,095,000038,2193,40,2138,7,7,1,0,1565,40,1515,4,5,1,0,428.31,402.28,38000,38054,NA,16400,8,5
29095000039,29,095,000039,1442,37,1384,7,9,5,0,1011,27,976,1,5,2,0,276.69,259.88,38000,38054,NA,16400,8,5
29095000040,29,095,000040,1300,20,1275,2,1,1,1,923,13,905,2,1,1,1,252.6,237.26,38000,38054,NA,16400,8,5
29095000041,29,095,000041,615,43,559,10,1,2,0,481,41,429,8,1,2,0,131.64,123.64,38000,38054,NA,16400,8,5
29095000042,29,095,000042,1536,70,1418,36,7,3,2,1067,56,989,16,3,1,2,292.01,274.27,38000,38054,NA,16400,8,5
29095000043,29,095,000043,1961,910,820,148,15,66,2,1446,783,500,100,9,53,1,395.74,371.69,38000,38054,NA,16400,8,5
29095000044,29,095,000044,970,691,204,48,4,21,2,880,663,157,35,4,19,2,240.84,226.2,38000,38054,NA,16400,8,5
29095000045,29,095,000045,1020,148,64,805,3,0,0,710,125,48,534,3,0,0,194.31,182.51,38000,38054,NA,16400,8,5
29095000046,29,095,000046,2720,1782,416,478,11,24,9,2182,1545,237,363,11,20,6,597.16,560.88,38000,38054,NA,16400,8,5
29095000047,29,095,000047,1233,653,348,192,5,30,5,1012,587,253,140,4,26,2,276.96,260.13,38000,38054,NA,16400,8,5
29095000048,29,095,000048,2994,2175,464,278,16,50,11,2704,2051,365,218,15,47,8,740.02,695.06,38000,38054,NA,16400,8,5
29095000049,29,095,000049,1875,1070,618,148,18,12,9,1561,958,473,101,14,12,3,427.21,401.25,38000,38054,NA,16400,8,5
29095000050,29,095,000050,2716,1421,1153,92,15,27,8,2412,1322,980,69,13,20,8,660.11,620,38000,38054,NA,16400,8,5
29095000051,29,095,000051,2080,1564,410,64,5,31,6,1806,1392,322,53,5,28,6,494.26,464.23,38000,38054,NA,16400,8,5
29095000052,29,095,000052,1496,150,1205,131,2,6,2,1124,135,863,119,2,4,1,307.61,288.92,38000,38054,NA,16400,8,5
29095000053,29,095,000053,1593,242,1249,77,8,15,2,1098,189,840,54,4,9,2,300.5,282.24,38000,38054,NA,16400,8,5
29095000054,29,095,000054,1315,32,1280,3,0,0,0,984,26,957,1,0,0,0,269.3,252.94,38000,38054,NA,16400,8,5
29095000055,29,095,000055,1668,24,1620,22,2,0,0,1146,22,1108,14,2,0,0,313.63,294.58,38000,38054,NA,16400,8,5
29095000057,29,095,000057,3069,60,2987,14,8,0,0,2282,58,2205,12,7,0,0,624.53,586.59,38000,38054,NA,16400,8,5
29095000060,29,095,000060,2121,40,2049,15,7,4,6,1522,33,1468,9,6,3,3,416.54,391.23,38000,38054,NA,16400,8,5
29095000061,29,095,000061,3930,57,3853,9,5,1,5,2840,54,2776,3,5,1,1,777.24,730.02,38000,38054,NA,16400,8,5
29095000062,29,095,000062,1549,24,1515,6,3,0,1,1099,23,1067,6,3,0,0,300.77,282.5,38000,38054,NA,16400,8,5
29095000063,29,095,000063,3267,192,3026,48,1,0,0,2140,173,1940,27,0,0,0,585.67,550.09,38000,38054,NA,16400,8,5
29095000064,29,095,000064,2219,222,1922,46,9,17,3,1469,181,1233,34,9,12,0,402.03,377.61,38000,38054,NA,16400,8,5
29095000065,29,095,000065,2002,1096,760,110,9,23,4,1549,970,471,77,9,21,1,423.93,398.17,38000,38054,NA,16400,8,5
29095000066,29,095,000066,2155,1559,450,68,18,58,2,1900,1433,347,59,13,47,1,519.99,488.39,38000,38054,NA,16400,8,5
29095000067,29,095,000067,2468,1580,750,100,13,21,4,2116,1452,548,80,13,21,2,579.1,543.92,38000,38054,NA,16400,8,5
29095000068,29,095,000068,807,601,127,48,8,21,2,732,562,99,44,8,17,2,200.33,188.16,38000,38054,NA,16400,8,5
29095000069,29,095,000069,1662,1433,127,83,3,16,0,1584,1384,112,69,3,16,0,433.51,407.17,38000,38054,NA,16400,8,5
29095000070,29,095,000070,2886,2093,200,523,14,46,10,2426,1854,158,363,11,37,3,663.94,623.6,38000,38054,NA,16400,8,5
29095000071,29,095,000071,2796,2253,212,281,11,35,4,2469,2066,160,200,10,32,1,675.71,634.66,38000,38054,NA,16400,8,5
29095000072,29,095,000072,2129,2016,15,79,1,17,1,1835,1746,15,60,1,12,1,502.2,471.69,38000,38054,NA,16400,8,5
29095000073,29,095,000073,3096,2818,145,82,10,36,5,3036,2777,137,73,10,36,3,830.89,780.4,38000,38054,NA,16400,8,5
29095000074,29,095,000074,3942,3321,187,118,25,284,7,3494,2944,168,96,18,264,4,956.23,898.13,38000,38054,NA,16400,8,5
29095000075,29,095,000075,3591,1088,2387,51,14,48,3,2626,991,1537,43,12,43,0,718.68,675.01,38000,38054,NA,16400,8,5
29095000076,29,095,000076,3709,157,3506,36,2,5,3,2557,144,2381,25,2,5,0,699.79,657.28,38000,38054,NA,16400,8,5
29095000077,29,095,000077,2221,78,2114,16,0,6,7,1655,73,1564,9,0,4,5,452.94,425.42,38000,38054,NA,16400,8,5
29095000079,29,095,000079,4827,295,4462,49,11,2,8,3387,257,3087,28,10,2,3,926.95,870.63,38000,8686,NA,16400,8,5
29095000080,29,095,000080,3985,95,3864,12,10,2,2,2687,83,2585,7,8,2,2,735.37,690.69,38000,8686,NA,16400,8,5
29095000081,29,095,000081,2865,252,2566,22,1,11,13,1917,225,1666,16,1,5,4,524.64,492.76,38000,38054,NA,16400,8,5
29095000082,29,095,000082,2995,2601,190,116,22,60,6,2430,2164,120,77,17,50,2,665.04,624.63,38000,38054,NA,16400,8,5
29095000083,29,095,000083,2469,2366,46,30,3,24,0,1887,1818,29,21,3,16,0,516.43,485.05,38000,38054,NA,16400,8,5
29095000084,29,095,000084,2772,2666,20,59,2,24,1,2079,2016,15,33,1,14,0,568.98,534.41,38000,38054,NA,16400,8,5
29095000085,29,095,000085,3372,3280,25,47,7,13,0,2573,2505,21,31,4,12,0,704.17,661.39,38000,38054,NA,16400,8,5
29095000086,29,095,000086,5572,5041,339,125,13,40,14,4438,4062,254,91,12,19,0,1214.58,1140.79,38000,38054,NA,16400,8,5
29095000087,29,095,000087,3523,490,2917,81,5,27,3,2422,436,1914,46,4,21,1,662.85,622.57,38000,8686,NA,16400,8,5
29095000088,29,095,000088,5036,348,4565,85,10,18,10,3320,313,2930,51,7,13,6,908.61,853.4,38000,8686,NA,16400,8,5
29095000089,29,095,000089,2484,162,2277,25,15,5,0,1647,145,1476,15,9,2,0,450.75,423.36,38000,8686,NA,16400,8,5
29095000090,29,095,000090,5079,792,4197,52,13,22,3,3543,693,2787,37,8,17,1,969.64,910.73,38000,8686,NA,16400,8,5
29095000091,29,095,000091,4013,3290,607,79,3,34,0,3229,2733,410,57,3,26,0,883.71,830.01,38000,38054,NA,16400,8,5
29095000092,29,095,000092,3008,2827,68,92,11,9,1,2422,2302,41,62,9,8,0,662.85,622.57,38000,38054,NA,16400,8,5
29095000093,29,095,000093,2530,2346,41,100,12,25,6,2142,2023,21,66,11,21,0,586.22,550.6,38000,38054,NA,16400,8,5
29095000094,29,095,000094,4818,3761,872,129,18,33,5,4010,3240,636,92,13,29,0,1097.45,1030.77,38000,38054,NA,16400,8,5
29095000095,29,095,000095,3703,2416,1156,65,24,31,11,2650,1834,731,42,20,21,2,725.25,681.18,38000,8686,NA,08250,8,5
29095000096,29,095,000096,1873,1160,631,37,20,25,0,1251,884,320,18,14,15,0,342.37,321.57,38000,8686,NA,08250,8,5
29095000097,29,095,000097,1673,1037,563,26,5,38,4,1273,829,390,19,4,31,0,348.39,327.22,38000,77506,NA,08250,8,5
29095000098,29,095,000098,3685,3344,200,91,12,35,3,2953,2714,144,65,8,21,1,808.17,759.07,38000,38054,NA,08250,8,5
29095000099,29,095,000099,2427,2218,56,68,13,72,0,2071,1933,41,40,8,49,0,566.79,532.35,38000,38054,NA,08250,8,5
29095000105,29,095,000105,5640,3819,1580,171,43,21,6,4103,2849,1114,94,31,13,2,1122.9,1054.67,38000,6490,NA,26070,8,5
29095000106,29,095,000106,3129,2996,26,42,22,43,0,2429,2338,18,26,16,31,0,664.76,624.37,38000,6490,NA,26070,8,5
29095000110,29,095,000110,5532,5274,36,132,33,52,5,4262,4103,19,82,24,31,3,1166.41,1095.54,35000,6490,NA,16400,8,5
29095000111,29,095,000111,3678,3521,8,94,28,26,1,2829,2724,7,57,23,17,1,774.23,727.19,71368,6490,NA,16400,8,5
29095000112,29,095,000112,3464,3315,28,74,20,26,1,2558,2463,17,51,11,15,1,700.07,657.53,35000,6490,NA,15480,8,5
29095000113,29,095,000113,5175,4847,140,121,21,45,1,3814,3597,105,74,14,24,0,1043.81,980.39,35000,6490,NA,15480,8,5
29095000115,29,095,000115,6351,5850,197,153,46,100,5,4574,4248,141,91,34,60,0,1251.8,1175.74,35000,6490,NA,15480,8,5
29095000116,29,095,000116,5795,5475,136,99,40,43,2,4556,4349,89,66,24,28,0,1246.88,1171.12,35000,6490,NA,15480,8,5
29095000117,29,095,000117,4912,4684,56,70,58,42,2,3727,3581,35,42,39,29,1,1020,958.02,35000,6490,NA,15480,8,5
29095000118,29,095,000118,5355,5079,72,102,55,45,2,4202,4028,38,70,34,31,1,1149.99,1080.12,35000,6490,NA,16400,8,5
29095000119,29,095,000119,3703,3590,17,53,18,25,0,3028,2953,8,39,13,15,0,828.7,778.35,35000,6490,NA,16400,8,5
29095000120,29,095,000120,3446,3310,50,53,9,22,2,2930,2828,29,44,8,19,2,801.88,753.15,35000,6490,NA,16400,8,5
29095000121,29,095,000121,5999,5765,41,107,38,47,1,4727,4581,27,66,26,26,1,1293.67,1215.07,35000,6490,NA,16400,8,5
29095000122,29,095,000122,6337,6097,26,97,33,81,3,4942,4780,20,62,25,53,2,1352.52,1270.34,35000,6490,NA,15480,8,5
29095000123,29,095,000123,3487,3337,42,69,23,13,3,2610,2549,9,33,13,6,0,714.3,670.9,35000,6490,NA,15480,8,5
29095000124,29,095,000124,4091,3962,45,60,10,13,1,3393,3302,33,45,6,6,1,928.59,872.17,35000,6490,NA,26070,8,5
29095000126,29,095,000126,4869,4591,166,64,18,23,7,3943,3752,106,40,15,23,7,1079.11,1013.55,60788,8686,NA,26070,8,5
29095000131,29,095,000131,3348,2471,774,54,26,22,1,2490,1904,516,39,14,16,1,681.46,640.05,38000,77506,NA,14340,8,5
29095000135,29,095,000135,4517,4404,64,16,16,17,0,3134,3051,46,12,15,10,0,857.71,805.59,41348,59564,NA,18300,8,5
29095000136,29,095,000136,5836,5708,71,34,7,12,4,4842,4752,52,19,7,10,2,1325.15,1244.63,41348,59564,NA,18300,8,5
29095000138,29,095,000138,10195,9747,193,135,48,71,1,6782,6510,122,77,25,48,0,1856.08,1743.31,41348,59564,NA,18300,4,5
29095000139,29,095,000139,10977,10666,67,134,32,69,9,7761,7572,45,72,23,45,4,905,1489,39980,75598,NA,18300,4,4
29095000140,29,095,000140,8875,8702,25,87,31,29,1,6064,5960,20,46,22,16,0,1659.58,1558.75,53624,68438,NA,23010,4,4
29095000143,29,095,000143,2840,2687,63,51,10,29,0,2180,2071,43,38,8,20,0,596.62,560.37,38000,8686,NA,26070,8,5
29095000144,29,095,000144,1858,1530,292,10,5,16,5,1484,1259,207,3,5,10,0,406.14,381.46,38000,8686,NA,14340,8,5
29095000145,29,095,000145,7233,6920,127,92,39,53,2,5592,5373,93,63,24,38,1,1530.41,1437.42,35000,6490,NA,15480,8,5
29095000147,29,095,000147,5516,5310,43,102,24,35,2,4070,3935,30,63,21,21,0,1113.87,1046.19,35000,6490,NA,15480,4,5
29095000149,29,095,000149,11584,11188,133,138,41,82,2,8043,7784,92,77,31,58,1,2201.19,2067.45,6652,68438,NA,12290,4,6
29095000150,29,095,000150,3548,3473,9,39,22,5,0,2492,2444,2,26,16,4,0,874,1247,41762,25282,NA,12290,6,6
29095000151,29,095,000151,5268,5064,23,107,13,61,0,3524,3421,13,53,6,31,0,964.44,905.84,71368,6490,NA,12290,4,5
29095000501,29,095,000501,173,157,4,9,1,2,0,107,99,1,4,1,2,0,29.28,27.5,38000,6490,NA,16400,8,5
29095000502,29,095,000502,1142,1077,8,42,7,7,1,814,773,5,25,6,5,0,222.77,209.24,38000,6490,NA,16400,8,5
29095002801,29,095,002801,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0.55,0.51,38000,38054,NA,16400,8,5
29095002802,29,095,002802,5,2,1,0,0,2,0,5,2,1,0,0,2,0,1.37,1.29,38000,38054,NA,16400,8,5
29095003501,29,095,003501,1757,977,640,99,7,30,4,1232,766,372,68,3,20,3,337.17,316.68,38000,6490,NA,16400,8,5
29095003502,29,095,003502,838,294,503,32,3,4,2,552,236,292,19,3,2,0,151.07,141.89,38000,6490,NA,16400,8,5
29095003601,29,095,003601,994,23,967,1,1,0,2,696,19,675,1,1,0,0,190.48,178.91,38000,6490,NA,16400,8,5
29095003602,29,095,003602,1748,30,1709,4,3,0,2,1306,25,1276,2,3,0,0,357.42,335.71,38000,38054,NA,16400,8,5
29095005601,29,095,005601,2292,47,2197,37,4,6,1,1720,40,1638,35,3,3,1,470.73,442.13,38000,38054,NA,16400,8,5
29095005602,29,095,005602,2476,32,2410,21,2,6,5,1746,30,1693,14,2,5,2,477.84,448.81,38000,38054,NA,16400,8,5
29095005801,29,095,005801,3753,170,3556,26,1,0,0,2391,159,2207,24,1,0,0,654.36,614.61,38000,38054,NA,16400,8,5
29095005802,29,095,005802,4212,139,3989,58,16,5,5,2871,127,2701,29,8,5,1,785.73,737.99,38000,38054,NA,16400,8,5
29095005901,29,095,005901,776,719,21,27,5,4,0,620,584,15,12,5,4,0,169.68,159.37,38000,6490,NA,16400,8,5
29095005902,29,095,005902,2842,1659,1086,56,9,30,2,2056,1285,704,37,6,24,0,562.68,528.49,38000,6490,NA,16400,8,5
29095007801,29,095,007801,941,35,895,10,1,0,0,714,30,679,5,0,0,0,195.41,183.53,38000,38054,NA,16400,8,5
29095007802,29,095,007802,2771,245,2492,19,12,2,1,2032,221,1786,16,6,2,1,556.11,522.32,38000,38054,NA,16400,8,5
29095010001,29,095,010001,1979,1874,27,46,1,31,0,1748,1671,22,31,1,23,0,478.39,449.32,38000,38054,NA,08250,8,5
29095010002,29,095,010002,3545,3243,217,42,3,40,0,3121,2887,161,36,2,35,0,854.15,802.25,38000,38054,NA,08250,8,5
29095010103,29,095,010103,2658,1805,765,47,18,21,2,2049,1486,494,35,13,20,1,560.77,526.69,38000,77506,NA,08250,8,5
29095010104,29,095,010104,682,655,14,12,1,0,0,549,532,6,10,1,0,0,150.25,141.12,38000,77506,NA,08250,8,5
29095010105,29,095,010105,3056,2912,88,20,1,34,1,2671,2561,72,18,1,18,1,730.99,686.58,38000,38054,NA,08250,8,5
29095010106,29,095,010106,2814,2684,75,27,2,26,0,2350,2259,46,21,2,22,0,643.14,604.07,38000,38054,NA,08250,8,5
29095010201,29,095,010201,2260,1905,296,29,5,21,4,1813,1557,206,26,5,18,1,496.18,466.03,38000,77506,NA,14340,8,5
29095010203,29,095,010203,4373,3611,583,87,14,78,0,3315,2792,402,63,10,48,0,907.24,852.12,38000,77506,NA,14340,8,5
29095010204,29,095,010204,4226,3659,444,87,16,16,4,3222,2844,292,65,8,13,0,881.79,828.21,38000,77506,NA,14340,8,5
29095010301,29,095,010301,619,467,138,8,0,6,0,524,404,106,8,0,6,0,143.41,134.69,38000,8686,NA,26070,8,5
29095010302,29,095,010302,4073,2783,1178,58,17,33,4,3153,2224,846,41,12,26,4,862.91,810.48,38000,8686,NA,26070,8,5
29095010401,29,095,010401,1402,991,372,20,4,12,3,1030,742,262,13,3,9,1,281.89,264.76,38000,8686,NA,26070,8,5
29095010402,29,095,010402,979,775,166,27,5,3,3,724,585,117,14,5,2,1,198.14,186.1,38000,8686,NA,26070,8,5
29095010701,29,095,010701,1269,1101,132,22,3,10,1,1040,906,104,19,3,7,1,284.62,267.33,38000,6490,NA,16400,8,5
29095010702,29,095,010702,2911,2157,627,84,6,33,4,2343,1843,411,56,6,24,3,641.23,602.27,38000,6490,NA,26070,8,5
29095010801,29,095,010801,1307,1231,14,38,14,10,0,1014,959,10,30,10,5,0,277.51,260.65,38000,6490,NA,16400,8,5
29095010802,29,095,010802,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0.27,0.26,38000,6490,NA,16400,8,5
29095010901,29,095,010901,2111,1985,43,45,20,18,0,1670,1587,24,28,18,13,0,457.04,429.27,35000,6490,NA,16400,8,5
29095010902,29,095,010902,826,791,9,13,9,4,0,617,589,7,12,7,2,0,168.86,158.6,38000,6490,NA,16400,8,5
29095011401,29,095,011401,6660,6343,50,160,23,82,2,4797,4604,34,99,14,46,0,1312.83,1233.07,35000,6490,NA,15480,4,5
29095011403,29,095,011403,8997,8313,267,212,84,116,5,6091,5735,119,121,49,67,0,1666.97,1565.69,35000,6490,NA,12290,4,5
29095011404,29,095,011404,3131,2919,52,87,16,57,0,1972,1878,7,42,12,33,0,539.69,506.9,35000,6490,NA,12290,4,5
29095012501,29,095,012501,3875,3555,201,77,15,27,0,3010,2797,130,56,11,16,0,823.77,773.72,60788,8686,NA,26070,8,5
29095012502,29,095,012502,2702,2609,24,35,19,12,3,2168,2109,16,21,12,10,0,593.33,557.28,60788,8686,NA,26070,8,5
29095012503,29,095,012503,3897,3619,162,60,23,32,1,2876,2690,112,36,18,19,1,787.1,739.27,38000,8686,NA,26070,8,5
29095012701,29,095,012701,6815,6472,205,79,27,32,0,5349,5113,146,56,18,16,0,1463.9,1374.96,60788,8686,NA,26070,8,5
29095012702,29,095,012702,871,848,12,8,2,1,0,633,618,9,4,1,1,0,173.24,162.71,38000,8686,NA,26070,8,5
29095012801,29,095,012801,8413,7941,271,136,30,34,1,6564,6246,181,90,25,21,1,1796.42,1687.27,60788,8686,NA,26070,8,5
29095012802,29,095,012802,3451,3269,98,47,7,25,5,2677,2552,75,29,4,17,0,732.64,688.12,60788,8686,NA,26070,8,5
29095012902,29,095,012902,5050,4158,692,122,34,39,5,3683,3116,432,77,24,31,3,1007.96,946.71,38000,77506,NA,14340,8,5
29095012903,29,095,012903,3915,3431,342,121,8,13,0,2946,2632,218,78,7,11,0,806.25,757.27,38000,77506,NA,14340,8,5
29095012904,29,095,012904,2820,2296,447,37,17,20,3,2025,1690,281,27,13,11,3,554.2,520.53,38000,77506,NA,14340,8,5
29095013001,29,095,013001,75,72,0,0,0,3,0,64,63,0,0,0,1,0,17.52,16.45,38000,77506,NA,14340,8,5
29095013002,29,095,013002,2754,1771,884,65,6,27,1,2218,1528,617,47,6,19,1,607.02,570.14,38000,77506,NA,14340,8,5
29095013003,29,095,013003,5295,4125,986,134,12,31,7,3997,3238,631,87,10,29,2,1093.89,1027.43,38000,77506,NA,14340,8,5
29095013202,29,095,013202,3115,1246,1804,32,7,20,6,2202,1027,1132,21,5,17,0,602.64,566.02,38000,77506,NA,14340,8,5
29095013203,29,095,013203,4330,3706,459,77,39,27,22,3020,2679,237,48,29,16,11,826.51,776.29,38000,77506,NA,14340,8,5
29095013204,29,095,013204,2928,2269,571,62,14,10,2,1988,1586,352,33,8,8,1,544.07,511.01,38000,77506,NA,14340,8,5
29095013301,29,095,013301,4101,3894,117,45,15,25,5,3136,2999,75,33,11,18,0,858.25,806.11,28324,77506,NA,13140,8,5
29095013302,29,095,013302,7590,5077,2273,138,31,58,13,5649,3974,1491,106,29,43,6,1546.01,1452.07,28324,77506,NA,13140,8,5
29095013303,29,095,013303,5130,4551,419,78,31,49,2,3714,3319,280,52,20,42,1,1016.44,954.68,28324,77506,NA,13140,8,5
29095013401,29,095,013401,3338,2479,721,49,27,59,3,2394,1872,431,29,23,39,0,655.18,615.38,28324,77506,NA,13140,8,5
29095013404,29,095,013404,70,66,0,1,3,0,0,53,51,0,1,1,0,0,14.5,13.62,38000,77506,NA,13140,8,5
29095013405,29,095,013405,1791,1523,199,32,18,17,2,1134,1017,88,10,7,11,1,310.35,291.49,38000,38054,NA,13140,8,5
29095013406,29,095,013406,4875,4002,728,69,32,39,5,3311,2758,458,47,19,29,0,906.15,851.09,28324,77506,NA,13140,8,5
29095013407,29,095,013407,2977,2775,110,33,1,58,0,2372,2212,89,25,1,45,0,649.16,609.72,38000,38054,NA,13140,8,5
29095013408,29,095,013408,4717,4304,263,83,12,55,0,3921,3606,199,57,8,51,0,1073.09,1007.89,38000,38054,NA,13140,8,5
29095013701,29,095,013701,2192,2135,10,20,14,13,0,1620,1584,6,9,11,10,0,443.36,416.42,41348,59564,NA,18300,8,5
29095013702,29,095,013702,3915,3818,33,30,18,15,1,2955,2888,24,18,13,11,1,808.72,759.58,41348,59564,NA,18300,8,5
29095013703,29,095,013703,5836,5557,182,54,16,25,2,4251,4123,79,23,13,12,1,1163.4,1092.72,41348,59564,NA,18300,8,5
29095013704,29,095,013704,4133,4034,37,35,10,17,0,2998,2927,25,27,8,11,0,820.49,770.63,41348,59564,NA,18300,8,5
29095014101,29,095,014101,5969,5765,74,69,26,34,1,4510,4373,48,46,20,22,1,1234.29,1159.29,6652,68438,NA,05310,4,4
29095014103,29,095,014103,10739,9999,375,185,55,123,2,7345,6888,228,113,34,82,0,2010.16,1888.03,6652,68438,NA,05310,4,6
29095014104,29,095,014104,7845,7435,166,141,36,67,0,5254,5005,106,71,25,47,0,1437.9,1350.54,6652,68438,NA,05310,4,5
