GEOID,state,county,tract,pop,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_other,vap,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_other,ndv,nrv,ai_an_nh,place,mcd,school,cd_1980,cd_1990
32001009502,32,001,009502,6417,5955,22,294,90,56,0,4583,4287,11,186,58,41,0,866.23,1135.52,81200,24100,94308,00030,2,1
32001009503,32,001,009503,7195,6157,99,488,186,259,6,5361,4684,72,313,117,172,3,1013.28,1328.29,24200,24100,94308,00030,2,1
32001009504,32,001,009504,1094,846,77,50,15,106,0,718,565,54,33,8,58,0,135.71,177.9,NA,24500,94308,00030,2,1
32001009505,32,001,009505,3054,2315,2,176,531,29,1,2093,1633,2,102,338,17,1,395.6,518.58,24300,24100,94308,00030,2,1
32001950198,32,001,950198,178,157,0,0,21,0,0,128,119,0,0,9,0,0,24.19,31.71,24300,NA,94238,00030,2,1
32001950687,32,001,950687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950688,32,001,950688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950689,32,001,950689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950690,32,001,950690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950691,32,001,950691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950692,32,001,950692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950693,32,001,950693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950694,32,001,950694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950695,32,001,950695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950696,32,001,950696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950697,32,001,950697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32001950698,32,001,950698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,94154,00030,2,1
32003000004,32,003,000004,6887,3471,777,2185,141,300,13,5391,3013,558,1495,93,223,9,803.42,622.71,40300,40000,94504,00060,1,2
32003000006,32,003,000006,2878,2022,277,447,32,98,2,2433,1776,236,310,29,82,0,362.59,281.04,NA,40000,94504,00060,1,2
32003000007,32,003,000007,3564,2200,797,420,20,114,13,3433,2164,779,355,19,103,13,511.62,396.54,NA,40000,94504,00060,1,2
32003000008,32,003,000008,2374,1695,133,291,26,222,7,2142,1589,123,236,21,168,5,319.22,247.42,NA,40000,94504,00060,1,2
32003000009,32,003,000009,1696,1076,174,325,22,96,3,1581,1038,168,263,20,90,2,235.62,182.62,NA,40000,94504,00060,1,2
32003000011,32,003,000011,4867,1829,316,2394,47,267,14,3786,1603,239,1680,32,221,11,564.23,437.32,NA,40000,94504,00060,1,2
32003000012,32,003,000012,3397,2595,70,525,19,184,4,2913,2325,50,371,17,146,4,434.13,336.48,NA,40000,94504,00060,1,2
32003000013,32,003,000013,4079,3109,76,697,44,148,5,3299,2616,40,490,34,116,3,491.65,381.07,NA,40000,94504,00060,1,2
32003000014,32,003,000014,5395,4160,151,778,42,262,2,4249,3373,94,543,31,208,0,633.23,490.8,NA,40000,94504,00060,1,2
32003000015,32,003,000015,5182,4384,132,517,36,112,1,4723,4104,108,385,34,91,1,703.87,545.55,NA,71400,94504,00060,1,2
32003000019,32,003,000019,8151,5748,519,1343,50,482,9,6787,4998,364,1004,39,378,4,1011.47,783.96,NA,84600,94504,00060,1,2
32003000020,32,003,000020,3895,3141,102,538,13,97,4,3625,2973,99,449,11,91,2,540.24,418.72,NA,84600,94504,00060,1,2
32003000023,32,003,000023,3944,3122,185,410,26,195,6,3704,3004,155,346,22,172,5,552.01,427.85,NA,54600,94504,00060,1,2
32003000026,32,003,000026,10914,8508,636,1223,43,497,7,10218,8152,587,995,41,439,4,1522.8,1180.28,NA,54600,94504,00060,1,2
32003000031,32,003,000031,7461,6210,472,528,61,186,4,5623,4767,316,353,47,138,2,838,649.51,NA,40000,94504,00060,2,1
32003000033,32,003,000033,4201,3823,101,203,30,40,4,3093,2841,70,128,25,27,2,460.95,357.27,NA,40000,94504,00060,2,1
32003000035,32,003,000035,2458,164,2143,136,5,7,3,1444,117,1245,73,5,2,2,215.2,166.8,NA,40000,94504,00060,1,2
32003000037,32,003,000037,3223,84,3066,59,6,8,0,2303,67,2188,37,6,5,0,343.22,266.02,NA,51800,94504,00060,1,2
32003000038,32,003,000038,3865,952,1452,1371,25,51,14,2424,773,808,782,20,33,8,361.25,280,NA,51800,94504,00060,1,2
32003000040,32,003,000040,2748,1503,311,850,11,61,12,1870,1102,183,522,8,49,6,278.69,216,NA,51800,94504,00060,1,2
32003000041,32,003,000041,4539,3059,355,963,42,112,8,3141,2231,206,594,26,80,4,468.11,362.82,NA,51800,94504,00060,1,2
32003000042,32,003,000042,4675,2406,770,1317,56,124,2,3074,1747,400,810,34,82,1,458.12,355.08,NA,51800,94504,00060,1,2
32003000043,32,003,000043,5637,1940,947,2520,70,137,23,3774,1424,584,1607,44,100,15,562.44,435.93,NA,51800,94504,00060,1,2
