GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSISAN,G18USSRZUP,G18USSIPEA,G18USSIBES,G18USSIGIL,G18USSIADE,G18USSISVI,G18USSIBUS,G18USSOKAN,G18USSOWRI,G18HALDWEL,G18HALRTYN,G18HALIERI,G18HALOPOT,G18HALOWRI,G18GOVDHAL,G18GOVRSCO,G18GOVIBAR,G18GOVILAR,G18GOVIERI,G18GOVOMAR,G18GOVOPEY,G18GOVOWRI,G18LTGPZUC,G18LTGRTUR,G18LTGONGO,G18LTGOWRI,G18ATGDDON,G18ATGRWIL,G18ATGOJAC,G18ATGOWRI,G18SOSDCON,G18SOSRPAI,G18SOSOHER,G18SOSOWRI,G18TREDPEA,G18TRERMOR,G18TREOWRI,G18AUDDHOF,G18AUDRKEN,G18AUDOBRO,G18AUDOWRI
50009500901,50,009,500901,5.16,3.11,0.01,0.01,0.01,0.01,0,0,0,0,5.17,3.09,1,0.02,0,2.09,6.19,0.02,0.01,0.02,0,0,0,4.11,4.18,0.01,0,5.18,3.13,0.01,0,4.17,4.12,0.01,0,4.15,4.14,0,3.15,4.13,1,0
50009500902,50,009,500902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500903,50,009,500903,32.11,36.09,1,2,1,0,2,0,0,0,32.13,34.08,5,1,0,20.04,48.17,3,1,0,2,0,0,31.08,40.14,0,0,29.12,38.08,2,1,26.11,40.1,3.01,0,32.09,39.11,0,24.08,36.12,8,0
50009500904,50,009,500904,235.04,182.29,2,3.01,7.03,6.01,3.02,2,3,0,240.99,188.3,7.05,5.05,0.01,118.45,305.87,5.02,3,5.06,2,3.03,0.03,185.82,251.55,6.03,0.01,225.14,209.16,11.03,0,214.03,211.25,16.08,0.01,225.03,216.3,0.01,176.78,209.33,55.19,0.01
50009500905,50,009,500905,23.69,18.75,0,0,0,0.99,0.99,0,0,0,27.63,17.77,0.99,0.99,0,7.9,36.52,0.99,0.99,0,0,0,0,15.79,29.61,0,0,24.67,17.77,0.99,0,22.7,20.73,1.97,0,18.75,22.7,0,17.77,25.66,0.99,0
50009500906,50,009,500906,178.17,113.47,2.99,4.98,3.98,5.97,0,1.99,0,1,181.16,102.52,19.91,6.97,0,81.62,211.02,8.96,3.98,7.96,1.99,1.99,1,133.38,164.23,4.98,1,184.14,120.44,3.98,0,160.25,136.36,3.98,1,150.3,146.32,0,128.4,141.34,20.9,0
50009500907,50,009,500907,178,192,13,8,5,4,1,1,3,0,197,187,16,6,0,83,293,9,5,9,2,6,4,160,243,3,0,192,202,10,0,181,209,11,0,179,223,0,157,215,24,0
50009500908,50,009,500908,46.05,51.04,2,1,6,0,0,0,1,0,55.05,45.04,6,0,0,26.02,76.07,2.01,2,2,2,1,0,43.04,63.06,1,0,57.05,48.05,2,0,57.04,47.05,1,0,55.04,49.06,0,50.03,48.05,4,0
50009500909,50,009,500909,0.99,0.99,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,0.99,0,0,0,0,0,0,0.99,0.99,0,0,0.99,0.99,0,0,0.99,0.99,0,0,0.99,0.99,0,0.99,0.99,0,0
50009500910,50,009,500910,17.95,13.96,0,1,0,0,1,0,0,0,18.95,15.96,1,1,0,5.98,27.92,1.99,0,0,1,0,0,14.96,21.94,0,0,17.95,17.95,0,0,14.96,18.95,0,0,14.96,21.94,0,12.96,19.94,1,0
50009500911,50,009,500911,36.75,34.5,1.5,0.75,2.25,0,0.75,0,0,0,37.5,39,2.25,0.75,0,21,56.25,0.75,0.75,0,1.5,0,0,32.25,46.5,1.5,0,36.75,38.25,2.25,0,33.75,39,3,0,30,46.5,0,30,41.25,3,0
50009500912,50,009,500912,22.44,15.28,1.01,0.01,1.01,0.01,1,0,1,0,17.45,18.26,6.05,0.02,0,7.2,32.53,0.02,1.01,0.02,1,0,0,18.33,19.41,2.01,0,22.46,13.3,4.01,0,20.4,16.34,3.01,0,19.37,19.36,0,15.32,18.35,4.05,0
50009500913,50,009,500913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500914,50,009,500914,176,188,2,7,7,1,0,2,1,0,180,185,16,11,0,85,286,10,6,3,1,5,1,141,240,5,0,175,195,8,0,162,208,11,0,163,214,1,140,217,15,0
50009500915,50,009,500915,50.2,48.16,1,1,0,0.01,0.01,0,0,0,51.24,45.15,3.01,1.01,0,24.07,77.31,0.01,0.01,0,0,1,0,38.14,56.25,2,0,46.21,49.15,2.01,0,42.2,52.18,3.02,0,41.16,54.2,0,36.15,54.22,3.01,0
50009500916,50,009,500916,29.8,38.59,0.99,0.99,0,0,0,0,0,0,31.78,35.63,1.03,0.99,0,11.92,55.48,0.99,0.99,0,0.99,0,0,21.87,45.54,1.97,0,34.73,33.66,0,0,24.83,40.61,1.97,0,30.74,37.65,0,19.85,44.55,3,0
50009500917,50,009,500917,15,29,1,1,1,0,0,0,1,0,17,28,2,1,0,5,42,0,1,1,0,0,0,13,35,0,0,18,26,3,0,13,28,6,0,16,30,0,11,28,6,0
50009500918,50,009,500918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009500919,50,009,500919,0.36,0.47,0.01,0.01,0,0,0,0,0,0,0.39,0.43,0.01,0.01,0,0.14,0.68,0.01,0.01,0,0.01,0,0,0.27,0.55,0.02,0,0.42,0.41,0,0,0.3,0.49,0.02,0,0.37,0.46,0,0.24,0.54,0.04,0
50011050113,50,011,050113,130.5,55.68,1.4,3.83,1.4,1.49,0.75,0.56,0.56,0.47,133.21,50.91,5.79,3.18,0,70.44,117.98,1.77,0.84,1.03,1.21,1.59,0.56,100.05,90.8,2.34,0,136.29,49.32,5.89,0.19,127.79,57.36,6.73,0.09,128.07,62.31,0,113.5,67.07,6.63,0
50011501101,50,011,501101,347.67,149.9,2,7,2,3,3,0,2,1,348.68,142.9,18.99,11.99,0,165.82,322.78,6,6.99,7.99,3.99,2,5.99,256.74,255.82,8.99,0,361.67,125.92,19.98,1,325.68,164.9,17.99,0,321.7,179.87,0,287.72,181.88,22.98,0
50011501102,50,011,501102,265.55,211.01,3.03,11.04,1.04,4.02,4.02,3.01,2.01,0,278.62,190.9,18.12,8.06,0.01,97.76,384.84,8.05,3.02,3.03,0.01,5.03,7.01,180.14,313.5,6.04,2,274.67,204.88,14.1,0.01,238.44,237.08,20.13,0,253.54,232.12,0,227.34,242.13,14.13,0
50011501103,50,011,501103,649.35,359.64,6.99,18.98,6.99,7.99,4.99,3,5,0,667.33,324.68,43.96,17.98,1,261.74,750.26,14.98,9.99,13.99,4,10.99,4,447.55,588.42,15.98,0,689.31,310.69,36.96,0,579.42,410.59,39.96,0,613.38,413.59,1,522.48,437.57,52.95,0
50011501104,50,011,501104,1195.81,778.35,21.03,22.19,18.19,15.01,11.07,5.02,8.07,0.03,1218.12,764,64.41,26.18,0,653.14,1370.97,19.06,16.09,5.07,15.06,9.12,5.1,872.06,1191.5,24.08,0.08,1293,718.96,55.47,0,1171.28,798.56,78.5,0,1167.47,867.94,0,1051.28,869.15,82.65,0
50011501105,50,011,501105,532.35,302.98,7.15,12.2,5.12,5.07,3.04,0.06,4.04,0.03,584.75,241.79,31.41,14.13,1.02,248.54,602.18,13.1,5.08,5.11,4.03,4.1,1.06,378.28,488.66,15.11,0.03,610.2,234.43,14.35,0.01,549.32,290.19,19.4,0.01,535.16,323.68,0.01,485.27,324.05,26.48,0.01
50011501106,50,011,501106,374.19,191.65,1.97,7.81,7.81,0.99,2.93,0.98,2.93,0.97,386.88,178,17.59,7.82,0,216.86,349.03,2.94,3.91,2.93,2.94,4.88,3.9,296.94,287.5,3.92,2.92,385,175.04,19.53,0,353.72,200.44,21.5,0,360.53,217.06,0,311.72,224.85,27.35,0
50011501107,50,011,501107,265,248,5,14,4,2,1,4,2,0,313,208,13,8,1,147,373,8,7,3,1,2,6,185,357,6,0,302,213,22,0,274,241,16,0,276,260,0,229,272,25,0
50011501108,50,011,501108,1099.22,852.77,18.19,30.26,19.09,17.12,10.11,8.04,6.09,6,1181.18,793.21,59.51,30.19,1,499.74,1509.77,11.19,12.15,10.07,9.05,7.11,17,720.34,1349.63,7.17,3,1233.57,761.96,49.34,1,1134.38,850.04,47.34,2,1100.78,907.78,1,936.96,973.83,70.5,2
50011501109,50,011,501109,527.9,532.6,7.98,12.98,9.98,4.99,4.99,5.98,8.98,1,556.87,502.66,29.93,17.95,1,200.57,859.97,13.96,5.98,5.99,7.97,6.99,9.98,356.24,753.14,10.98,0,595.76,477.71,26.94,0,492.01,574.47,33.92,1,526.82,570.58,0,441.05,593.51,44.9,1
50011501110,50,011,501110,403.91,167.96,5,4,1,2,4,1,4,0,381.92,163.97,24.99,11,1,278.94,289.94,5,1,6,5,4,1,341.93,231.95,12,2,389.92,166.96,21,0,361.92,178.96,32.99,0,362.92,202.96,0,328.93,192.96,30.99,1
50011501111,50,011,501111,349.14,236.74,6.96,7.96,9.95,3.98,5.97,2.98,0.99,0.99,367.04,209.88,26.86,14.92,2.98,178.05,415.78,12.93,2.98,7.96,0.99,5.97,2.98,260.61,342.17,9.95,0.99,376.99,206.9,21.88,2.98,328.25,248.67,31.83,0,350.13,259.61,0,306.36,258.62,30.84,0.99
50011501112,50,011,501112,363.57,263.75,3.03,14.03,5.03,5.01,2.02,2.02,6.03,0,403.62,235.67,13.1,8.06,0,121.62,514.68,5.05,2.02,3.02,3.03,7.02,8.03,234.08,417.4,8.03,1,411.77,221.6,18.08,0,342.46,284.89,17.11,1,321.63,317.82,0,284.34,320.91,29.14,1
50011501114,50,011,501114,549.7,234.52,5.9,16.13,5.9,6.3,3.15,2.36,2.36,1.97,561.12,214.45,24.4,13.38,0,296.69,496.98,7.48,3.54,4.33,5.12,6.69,2.36,421.43,382.47,9.84,0,574.1,207.76,24.79,0.79,538.29,241.6,28.33,0.39,539.47,262.46,0,478.09,282.53,27.94,0
50011501115,50,011,501115,154.16,65.77,1.66,4.52,1.66,1.77,0.88,0.66,0.66,0.55,157.36,60.14,6.84,3.75,0,83.2,139.37,2.1,0.99,1.21,1.43,1.88,0.66,118.18,107.26,2.76,0,161,58.26,6.95,0.22,150.96,67.75,7.95,0.11,151.29,73.6,0,134.08,79.23,7.83,0
50011501116,50,011,501116,70.84,30.22,0.76,2.08,0.76,0.81,0.41,0.3,0.3,0.25,72.31,27.64,3.14,1.72,0,38.24,64.05,0.96,0.46,0.56,0.66,0.86,0.3,54.31,49.29,1.27,0,73.99,26.78,3.19,0.1,69.37,31.14,3.65,0.05,69.53,33.82,0,61.61,36.41,3.6,0
50011501117,50,011,501117,210.05,89.61,2.26,6.16,2.26,2.41,1.2,0.9,0.9,0.75,214.41,81.94,9.32,5.11,0,113.37,189.9,2.86,1.35,1.65,1.95,2.56,0.9,161.03,146.15,3.76,0,219.37,79.39,9.47,0.3,205.69,92.32,10.83,0.15,206.14,100.29,0,182.68,107.96,10.68,0
50011501118,50,011,501118,278.41,118.78,2.99,8.17,2.99,3.19,1.59,1.2,1.2,1,284.19,108.61,12.36,6.78,0,150.26,251.7,3.79,1.79,2.19,2.59,3.39,1.2,213.44,193.71,4.98,0,290.76,105.22,12.56,0.4,272.63,122.36,14.35,0.2,273.22,132.93,0,242.14,143.09,14.15,0
50011501119,50,011,501119,1578.67,1031.97,26.86,48.85,17.95,14.93,15.92,5.98,8.93,0.01,1712.84,941.34,95.67,31.91,0,698.32,1988.88,31.87,21.88,9.96,11.99,14.94,0.02,1128.61,1638.2,21.91,0,1788.56,906.55,55.82,0,1583.47,1085.73,66.85,0,1518.05,1190.15,0,1366.45,1220.22,79.7,0
50011501120,50,011,501120,1144.56,859.31,24.83,34.77,19.87,12.92,6.95,8.94,7.95,4.97,1222.08,809.6,73.52,24.84,3.97,469.98,1598.46,19.87,13.91,18.87,5.96,15.89,9.93,776.97,1329.23,21.86,4.97,1299.56,752.98,58.61,1.99,1145.58,886.11,67.55,0.99,1115.77,971.55,1.99,963.78,1028.16,82.45,0.99
50013501203,50,013,501203,167,101,1,7,1,2,0,1,1,0,162,101,12,3,0,84,188,4,1,3,1,0,1,119,158,4,0,181,85,10,2,160,102,7,0,152,120,0,144,112,12,0
50013501301,50,013,501301,398,283,9,14,3,5,0,0,3,1,416,263,28,6,0,164,511,17,1,6,6,8,2,293,404,10,1,427,257,19,0,382,296,26,0,369,325,0,347,314,29,0
50013501302,50,013,501302,667,356,7,15,8,8,0,3,4,0,693,334,29,9,0,312,716,12,7,10,5,6,7,489,579,7,1,743,291,23,1,671,354,24,1,646,397,2,600,398,21,0
50013501304,50,013,501304,345,193,4,7,3,2,3,1,3,0,355,187,18,8,1,182,364,4,3,8,4,3,1,269,287,7,0,386,162,11,0,351,193,17,0,328,228,0,307,226,16,0
50013501305,50,013,501305,730,296,5,5,2,10,4,2,5,0,767,256,26,11,0,396,650,3,1,3,3,6,6,567,494,3,0,808,217,23,1,758,266,20,0,726,309,0,656,320,29,0
50015501501,50,015,501501,72.19,56.08,0,2,0,0,0,0,1,1,62.19,59.08,4.01,4.01,0,38.11,87.16,4,2,0,0,0,0,50.15,79.13,1.01,0,62.2,60.07,5.01,0,58.18,66.09,3.01,0,62.18,66.1,0,52.16,66.1,10.01,0
50015501502,50,015,501502,1253.31,444.56,12.02,21.03,8.02,10.01,6,3,9.01,2,1252.3,422.53,55.08,35.03,1,739.81,966.06,27.02,8,9.02,13.02,8.02,5.01,1031.12,713.79,20.03,3,1270.28,401.5,61.11,3,1181.17,493.62,61.11,1,1191.28,529.61,1,1062.07,549.65,82.11,1
50015501503,50,015,501503,233,144,3,4,6,3,3,0,2,1,234,141,12,7,0,113,279,0,1,2,1,4,4,189,209,4,0,245,137,16,0,218,142,37,0,221,175,0,193,171,27,0
50015501504,50,015,501504,382,109,1,3,5,2,0,1,1,0,393,98,13,5,0,230,264,1,2,4,2,4,0,324,177,3,0,367,111,21,0,360,124,11,0,355,133,0,324,134,28,0
50015501505,50,015,501505,943.66,375.01,10.24,12.3,7.29,3.09,3.12,2.08,4.09,1.03,940.83,373.39,37.05,9.47,0.01,507.27,829.85,6.22,4.15,7.21,3.18,4.1,6.12,748.37,587.81,17.52,0.05,932.82,361.24,37.15,0.02,874.66,430.17,30.33,0.04,887.47,425.42,1.02,781.76,447.58,62.55,0.05
50015501506,50,015,501506,796.83,338.23,9.95,16.91,9.95,6.96,1.99,2.98,6.96,0,792.85,324.3,48.74,18.9,1.99,493.42,643.63,11.94,2.98,9.95,10.94,11.94,4.97,682.43,482.47,16.91,0.99,778.92,306.4,67.65,0.99,712.27,379.02,66.65,0,776.93,368.07,0.99,647.61,394.93,65.66,0.99
50015501507,50,015,501507,1716.2,597.21,15.79,18.76,18.74,4.94,7.89,4.93,4.94,1.97,1728.02,558.78,66.12,28.6,0,938.51,1408.46,12.83,9.87,12.83,9.86,4.94,7.9,1417.08,926.92,34.54,2.96,1728.98,550.86,68.09,0.99,1588.9,676.19,78.91,2.96,1630.32,694.9,0.99,1458.56,703.83,100.68,2.96
50015501508,50,015,501508,1896,574,23,29,16,19,6,0,7,5,1988,504,63,27,2,1097,1476,18,7,5,17,13,2,1648,888,21,3,1885,551,60,4,1779,681,55,2,1759,709,4,1544,727,107,2
50015501509,50,015,501509,210.59,124.26,8,5.01,4,1.01,1.01,1,2,1,217.6,117.24,15.03,5.02,1,113.28,243.55,3.01,0.01,1.01,2.01,4,1.01,160.44,199.44,2.02,2,227.62,104.22,12.03,0,176.56,154.28,9.03,0,190.55,152.31,0,172.49,147.31,14.04,0
50015501510,50,015,501510,486.45,169.22,5.01,3,5.01,2,2,1,2,0,471.46,173.21,18.03,12.01,0,278.26,374.42,3.01,2.01,4.01,6,1,9,388.37,270.33,8.01,2,468.45,181.23,17.02,0,431.46,212.23,19.02,0,440.45,218.24,0,396.39,216.26,32.03,0
50017501701,50,017,501701,678,294,11,9,16,10,5,2,7,0,692,290,40,11,0,384,618,16,3,5,9,5,2,574,419,25,1,669,311,28,1,625,346,40,1,635,362,1,561,377,44,1
50017501702,50,017,501702,312.59,160.61,4.81,0.96,8.66,1.92,5.77,0.96,0,0,320.28,153.88,23.08,3.85,0,166.4,316.42,8.66,3.85,3.85,2.89,1.92,1.92,267.39,227.94,3.85,0,321.24,152.92,17.31,0,293.35,176.96,18.27,0,309.7,177.93,0,271.23,190.43,20.2,0
50017501703,50,017,501703,409.86,219.47,3.03,2.03,11.07,4.02,4.01,2.01,1.04,2,427.83,194.42,28.16,6.11,0.01,208.49,411.73,2.11,10.02,6.05,4.13,7.02,3.05,331.41,309.01,15.08,0.01,420.89,213.34,19.17,0.01,388.74,239.55,23.16,0,411.8,231.58,0.01,337.51,264.64,31.14,1
50017501704,50,017,501704,324.66,211.28,4,5,11.01,1.01,0.01,2,2,1,336.68,194.24,28.03,4.02,1,159.36,381.55,5,2.02,4.01,8.01,4.01,5,261.55,290.39,11.02,0,339.66,198.28,14.04,0,301.63,235.29,20.04,0,326.65,228.29,0,277.53,246.34,18.06,0
50017501705,50,017,501705,349.67,206.78,4.85,7.76,5.97,2.94,3.87,1.95,2.9,0.01,353.59,194.08,26.25,12.62,0.01,193.67,359.88,11.67,2.92,4.87,9.71,4.89,1.96,316.28,263.55,8.77,0,360.58,193.98,25.23,1.94,324.35,238.88,24.34,0,346.86,221.25,0.99,306.87,242.68,26.2,0.01
50017501706,50,017,501706,303,92.89,7.21,2.71,2.71,1.8,0,0.9,2.71,1.8,302.1,92.89,10.82,6.31,0,184.87,217.33,2.71,2.71,1.8,3.61,0.9,2.71,269.64,136.17,3.61,0,289.48,106.41,7.21,0,277.75,113.63,13.53,0,286.77,118.14,0,258.82,123.55,10.82,0
50017501707,50,017,501707,362.36,198.24,4.85,2.8,11.06,0.71,1.4,0.7,5.53,1.38,366.52,187.14,24.27,9.03,0,218.85,338.99,8.33,5.53,6.92,1.43,4.16,4.84,319.45,252.31,10.39,0.69,344.5,215.4,16.68,0.01,326.39,228.74,20.12,0,352.7,222.44,1.38,299.41,239.1,25.64,0
50017501708,50,017,501708,63.37,34.65,0.85,0.48,1.94,0.12,0.24,0.12,0.97,0.24,64.09,32.71,4.24,1.58,0,38.29,59.25,1.45,0.97,1.21,0.24,0.73,0.85,55.85,44.1,1.82,0.12,60.22,37.68,2.91,0,57.07,39.98,3.51,0,61.67,38.89,0.24,52.34,41.8,4.48,0
50017501709,50,017,501709,189.55,195.64,3.13,7.21,28.16,2.08,1.11,0.05,0.08,0,214.66,195.29,13.72,1.35,0,72.29,335.82,4.32,3.08,4.13,1.27,1.13,3.05,148.65,273.18,5.24,0,225.84,182.29,10.69,1.05,197.86,215.52,10.67,0,233.47,195.04,0.03,169.38,233.62,11.72,0
50017501710,50,017,501710,1328.56,579.73,16.01,12.01,29.02,14.01,9.01,2.01,14.02,2,1316.54,548.69,91.08,38.06,1,701.84,1219.36,28.05,11.02,12.03,22.06,10.01,5.02,1114.31,832.99,43.05,0,1286.54,601.68,70.09,5,1214.48,671.77,74.09,0,1259.51,697.78,1,1122.35,713.82,87.08,0
50017501711,50,017,501711,522.99,80.01,3,3,4,7,1,0,2,0,538.98,71.02,12,4,0,331.99,232.02,5,1,2,55.99,0,0,486.98,117.02,11,1,497.99,84.01,21,1,501.98,82.02,21,0,500.98,94.02,0,464.98,103.02,15,0
50017501712,50,017,501712,1120.08,215.05,7.31,12.4,8.68,6.72,1.86,1.03,9.61,0.2,1117.19,218.78,44.03,12.8,0.93,744.85,599.35,4.95,7.75,8.58,13.43,8.48,1.23,1027.02,313.85,29.27,0,1087.87,222.11,41.77,0.93,1049.33,264.82,38.73,0.93,1055.9,284.87,0,969.95,291.98,46.82,0
50017501713,50,017,501713,224,188,2,2,13,1,2,1,2,0,222,186,23,4,0,108,304,7,3,1,5,3,3,191,239,6,0,232,186,12,0,208,212,10,1,232,196,1,194,209,17,0
50017501714,50,017,501714,437.3,204.8,3.96,3.96,5.94,2.97,1.98,1.98,4.95,0.99,433.34,193.92,22.76,15.83,0.99,235.47,381.9,13.85,4.95,7.91,16.82,3.96,6.93,369.04,279,13.85,0.99,432.36,191.94,25.72,0.99,414.55,216.67,24.73,0,423.45,219.64,0.99,377.94,231.51,23.74,0
50017501715,50,017,501715,233.56,84.82,2,2,2,1,0,1,2,1,218.59,80.83,11.97,10.98,0,135.75,173.64,1,1,2,13.98,2.99,2,210.6,109.77,6.99,0,220.58,82.82,16.96,0,212.6,87.81,19.96,0,217.59,98.79,0,188.65,99.79,20.95,0
50017501716,50,017,501716,249.42,177.14,0.99,1.98,16.81,3.96,0,1.98,0,0.99,254.37,164.27,13.86,4.95,0.99,121.76,304.8,6.93,1.98,3.96,3.96,5.94,2.97,197,246.39,6.93,0,277.12,154.39,7.93,0.99,231.61,195.95,15.84,0,259.31,173.19,1.98,224.67,189.03,8.92,0.99
50017501717,50,017,501717,99.2,54.27,1.33,0.76,3.03,0.2,0.38,0.19,1.51,0.38,100.34,51.24,6.63,2.46,0,59.9,92.82,2.27,1.51,1.89,0.38,1.14,1.33,87.42,69.08,2.84,0.19,94.27,59,4.55,0,89.34,62.61,5.5,0,96.55,60.9,0.38,81.94,65.47,7.01,0
50017501718,50,017,501718,255.19,82.16,2.48,1.89,0.62,1.48,1.14,0.07,2.69,0,258.96,75.43,14.16,0.9,0.07,159.43,178.52,3.34,1.55,1.62,4.97,0.62,0.07,225.59,116.11,5.13,0,253.91,81.57,7.03,0.07,240.16,91.66,7.76,0.07,238.58,104.11,0,221.45,100.59,11.38,0
50017501719,50,017,501719,619.37,501.02,9.94,5.96,75.53,6.96,4.97,1.99,5.96,1,669.06,480.14,58.64,17.89,0,235.67,948.31,8.95,6.96,7.95,8.95,15.91,1,485.16,728.65,16.9,0,748.57,433.43,32.8,0,649.15,530.86,33.81,0,690.92,521.88,0,545.81,582.51,49.69,0
50019501901,50,019,501901,240.86,141.76,1,3.99,1,2,1,1,0.01,0,229.88,144.75,10,5.01,0,139.98,245.65,4,0,2,1.01,2,1,195.92,192.7,6.99,0,244.85,129.78,11,1,228.87,147.76,12.99,0,231.87,157.74,0,210.89,148.75,13.01,0
50019501902,50,019,501902,514.47,327.58,13.85,8.93,10.91,3.97,4.02,1.01,2.98,0,540.11,311.81,23.83,11.93,0,254.81,600.13,6.96,4.97,8.91,4.95,4.96,3.01,437.07,441.7,7.95,0,542.22,304.8,23.82,0,497.61,344.49,31.76,0,504.58,351.48,0,434.14,344.55,67.42,0
50019501903,50,019,501903,176.25,130.48,2.06,3.05,5.02,3.03,0.04,1.02,1.02,0.01,169.38,136.41,10.13,5.13,0,99.55,209.29,6.03,3.02,0.07,1.04,1.04,5,147.69,169.29,3.07,0.01,179.63,123.1,10.19,0,163.27,139.48,17.13,0,170.24,146.61,0,142.7,142.56,24.47,0
50019501904,50,019,501904,208.43,164.32,1.01,4.01,1.01,0.01,0,0,6,0,201.42,164.34,2.02,12.01,0,110.24,256.53,1.01,1.01,6,4,4,1.01,171.36,198.43,8.01,1,207.45,153.3,14.02,0,195.41,161.34,21.04,0,208.42,164.36,2,156.35,163.35,54.06,0
50019501905,50,019,501905,202.2,176.65,1.96,1.96,1.97,1.96,0.98,0.98,0.98,0,202.19,174.7,6.88,5.89,0,106.01,264.01,4.91,0.98,2.94,3.92,3.92,1.97,166.86,217.88,4.91,0,227.7,139.38,18.64,0,187.47,176.66,15.71,0,201.21,179.61,0,171.76,174.7,26.5,0
50019501906,50,019,501906,426.14,115.24,6,1.01,4,7,3,1,4.99,0,418.12,107.25,26,15.99,1,297.02,251.35,5,1,4,7.99,2,2,376.08,177.3,11.01,0,419.15,103.22,25,0,407.13,123.24,24.01,0,413.13,130.26,0,378.11,121.25,40.99,0
50019501907,50,019,501907,940.28,721.15,14.72,16.68,11.78,12.76,9.81,7.84,5.89,1.96,945.15,729.99,46.12,39.26,0.98,474.09,1227.53,14.72,8.85,13.73,7.85,8.85,10.79,774.42,960.6,19.62,2.94,1018.67,639.82,52.04,0,935.3,735.93,49.08,0,925.53,788.9,0.98,761.61,772.24,139.4,0
50019501908,50,019,501908,320,178,7,4,4,3,2,1,0,0,345,156,8,7,0,184,325,3,2,5,0,2,4,259,248,8,0,329,159,16,0,314,165,30,0,324,177,0,286,176,25,0
50019501909,50,019,501909,275.38,70.65,3.08,0.04,1.17,3.01,1.04,2.04,0.05,2.03,277.49,71.54,10.33,5.1,1.02,169.07,180.04,5.1,2.09,1.07,2.04,1.01,4.04,239.39,120.94,3.12,1,275.39,72.69,9.27,1,274.41,74.7,10.25,2,278.35,76.89,1,254.61,81.05,14.41,1.01
50019501910,50,019,501910,104.06,134.08,2,3,3,3,2,4,1,1,99.06,141.07,11,6,0,54.02,190.11,3,5,4,0,3,3,86.04,153.09,18,0,115.07,127.07,9,0,96.05,144.08,12,0,109.06,141.07,0,87.04,140.09,18.01,0
50019501911,50,019,501911,213.5,216.51,3.13,5.07,4.1,1.04,15.97,3,2.02,1,215.77,216.35,16.18,11.08,0,102.25,339.86,3.06,3.04,4.08,1.05,4.03,3.02,165.89,293.38,8.05,0,233.71,212.29,14.19,0,215.32,233.62,14.27,0,218.38,240.66,0,179.8,242.58,29.58,0
50019501912,50,019,501912,117.65,79.44,2.01,0.01,4.02,1.01,0.01,1.01,1,0,112.68,85.39,5.05,4.03,0.01,64.33,134.77,2.02,1.01,1.01,2,2.01,0.01,98.48,105.64,1.02,0,98.7,87.38,17.04,0.01,105.61,91.46,6.06,0,109.65,92.48,0,82.57,90.48,24.06,0
50019501913,50,019,501913,144.22,162.17,1,6.01,1.01,1,1,0,1,0,129.22,158.17,18,10.01,0,76.13,224.26,3,2,7.01,4,1,0,98.21,214.2,2,0,140.23,158.15,12,0,128.23,175.16,8.01,0,132.2,175.2,0,122.18,166.17,19.03,0
50019501914,50,019,501914,120.97,150.71,0,0.99,2.97,0.99,1.98,0,0,0,115.02,151.71,5.95,5.95,0.99,52.55,219.13,1.98,0,6.94,0,2.97,2.97,95.19,181.45,2.97,0.99,132.87,134.85,2.97,0,119.98,145.76,9.92,0.99,119.98,151.71,0.99,91.22,155.67,22.81,0.99
50019501915,50,019,501915,748.51,470.88,9,9.03,11.86,9.93,6,2.08,3.99,1.98,738.88,478.8,33.82,31.76,0.02,385.97,843.82,9,15.69,8.01,4.99,11.81,4.07,620.36,645.94,12.96,1.02,756.67,461.69,49.46,0.97,716.38,507.06,41.64,0,725.92,534.2,0.02,590.04,531,121.86,0
50019501916,50,019,501916,298.3,245.52,6.3,4.3,7.47,3.31,7.23,2.08,1.12,1.05,306.99,244.81,14.16,14.04,0,154.51,408.54,7.41,0.46,1.3,1.21,9.43,1.15,232.81,339.51,6.53,0.03,329.9,212.71,31.82,0.03,283.99,257.76,31.53,0,305.64,267.48,0,239.99,262.32,47.19,0
50019501917,50,019,501917,281.2,206.97,3.97,4.98,9.88,1.99,3.95,0.99,0,0,279.24,215.87,10.86,7.92,0,143.65,350.43,7.91,1.99,5.96,0.99,3.96,0.99,243.66,260.37,6.9,0,285.22,200.97,13.82,0,272.39,221.73,16.83,0,270.25,233.75,0,226.77,222.77,46.51,0
50019501918,50,019,501918,146.62,92.76,1,4.99,2.99,1.99,1.99,1.99,1,0,148.61,97.75,4.99,4.99,0,84.78,161.58,1,1,2.99,0,2.99,1.99,132.65,120.69,1.99,0,158.59,90.76,7.98,0,152.6,95.75,3.99,0,147.62,101.73,0,137.64,100.74,12.97,0
