GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSISAN,G18USSRZUP,G18USSIPEA,G18USSIBES,G18USSIGIL,G18USSIADE,G18USSISVI,G18USSIBUS,G18USSOKAN,G18USSOWRI,G18HALDWEL,G18HALRTYN,G18HALIERI,G18HALOPOT,G18HALOWRI,G18GOVDHAL,G18GOVRSCO,G18GOVIBAR,G18GOVILAR,G18GOVIERI,G18GOVOMAR,G18GOVOPEY,G18GOVOWRI,G18LTGPZUC,G18LTGRTUR,G18LTGONGO,G18LTGOWRI,G18ATGDDON,G18ATGRWIL,G18ATGOJAC,G18ATGOWRI,G18SOSDCON,G18SOSRPAI,G18SOSOHER,G18SOSOWRI,G18TREDPEA,G18TRERMOR,G18TREOWRI,G18AUDDHOF,G18AUDRKEN,G18AUDOBRO,G18AUDOWRI
50005050501,50,005,050501,476.07,277.29,10.93,8.94,9.94,4.97,0.99,1.99,2.98,0,509.86,261.39,16.9,4.97,0,301.15,470.11,3.98,5.96,1.99,6.96,5.96,2.98,432.34,349.85,8.94,0,470.11,295.18,19.88,0,472.1,292.2,19.88,0,462.16,309.1,0.99,432.34,312.08,27.83,0
50005500501,50,005,500501,433.67,240.71,5.06,3.99,6.06,7.06,1.21,0,3,2,424,244.65,22.06,8.04,1,239.83,431.89,17.02,2.02,5.99,5.02,2.04,2.04,376.35,312.39,8.01,0,386.89,280.75,21.09,1,401.77,262.77,21.14,0,391.79,288.87,2.02,352.65,278.82,41.15,0
50005500503,50,005,500503,647.73,412.54,7.95,9.9,14.92,5.95,1,3.96,4.97,0,706.26,367.88,35.73,13.92,0,349.15,745.8,9.95,6.95,3.97,6.95,4.99,1.02,549.65,554.28,11.92,0.99,664.65,408.51,21.87,0.99,685.47,400.59,17.88,0.01,676.58,414.48,0,627.76,427.42,26.85,0
50005500504,50,005,500504,203,176,3,4,17,0,1,0,2,0,209,170,20,9,0,96,289,7,5,3,2,5,2,160,239,5,0,197,184,14,0,182,201,16,0,200,188,1,161,207,18,0
50005500505,50,005,500505,720.68,354.89,10.9,5.95,22.8,0.99,4.96,4.96,6.94,3.97,735.55,340.02,43.62,12.89,2.97,411.39,674.09,13.88,11.9,8.92,5.95,1.98,5.95,587.85,527.38,15.86,0,721.67,359.85,35.69,0,723.66,361.83,33.7,0,715.72,386.61,0,616.59,408.42,55.51,0.99
50005500506,50,005,500506,135.8,84.02,2.93,0,2.93,2.93,8.79,0,0,0,148.49,82.06,3.91,1.95,0,89.88,143.61,1.96,0.98,0,0.98,1.95,1.95,119.19,116.25,0.98,0,141.65,87.93,4.89,0,137.75,87.93,6.84,0,137.75,93.79,0.98,129.93,90.86,8.8,0
50005500508,50,005,500508,141.57,100.46,4.95,0.99,1.08,1.98,0.99,0.04,2,0.99,139.67,97.38,9.94,5.03,1.98,88.29,151.85,3.01,2,1.01,1.98,2,3.98,116.55,127.58,4.04,0,124.87,112.35,8.95,0,120.94,111.31,14.92,1.98,130.58,114.56,0,112.53,111.55,13.13,0
50005500509,50,005,500509,286.03,111.84,3.96,0.99,7.92,1.98,0.99,0,1.98,0,303.84,96,12.87,6.93,0,196.95,206.85,5.94,2.97,0.99,2.97,3.96,2.97,269.2,143.51,4.95,0,296.91,104.91,10.89,0,301.86,103.92,7.92,0.99,302.85,107.88,0,267.22,115.8,14.85,0
50005500510,50,005,500510,248.99,165.97,1,3,5,6.99,2,1,1,0,257.98,163.96,8.01,2,0,109.03,310.92,3,1,1,4,1,1,201,224.94,5,0,245.98,168.97,9,0,236.98,180.97,9,0,257.97,167.98,0,210.98,200.96,10.01,0
50005500511,50,005,500511,142.91,99.11,3.11,2.04,4.11,0,1.04,1.02,1.04,0,146.09,96.94,6.24,4.17,0,66.75,174.49,6.02,1,1.02,2.11,4.04,2.09,112.18,138.15,4.06,0,136.76,105.33,8.28,0,126.98,108.18,10.24,0,131.87,118.5,0.02,109.01,113.61,15.58,0
50005500512,50,005,500512,1494.64,843.74,22.21,21.27,31.24,10.25,9.09,9.03,15.95,4.1,1547.55,806.67,76.73,35.12,0,890.8,1505.31,19.06,14.13,11.08,18,16.07,7.26,1260.03,1179.12,29.08,1,1453.98,923.34,68.47,2.99,1495.81,878.92,77.33,0,1478.85,944.84,1,1291.33,965.23,128.69,1
50005500513,50,005,500513,75.57,14.33,0.01,0,3.02,0,0,0.01,0.01,0,70.59,14.32,5.02,3.02,0,56.34,30.56,1.02,0.01,0.01,2.01,1,0.02,70.52,18.43,1.02,0,70.57,13.33,6.03,0,63.55,16.35,7.03,0,73.59,15.35,0,60.5,16.36,7.07,0
50005500514,50,005,500514,178.51,141.87,4.94,1.97,4.9,0.02,1.97,0.98,1.98,0.01,186.3,134.02,10.87,7.87,0.02,80.2,249.93,1.01,0.02,0.99,4.91,1.98,3.96,145,189.08,2.98,0,171.47,151.79,12.81,0,181.18,144.94,10.93,0.02,176.43,159.62,0.98,137.14,164.47,26.53,0
50005500515,50,005,500515,260.01,151.06,2.95,0.98,8.83,0,0,2.94,2.94,0.98,268.83,147.13,10.8,8.82,0,155.01,255.08,6.86,5.88,2.94,3.92,1.96,6.86,235.44,195.24,6.87,0,259.03,152.04,13.73,0.98,252.18,160.85,14.71,0,267.84,157.93,0,226.64,163.82,31.38,0
50005500516,50,005,500516,273.02,258.58,4.79,5.72,5.73,4.75,1.89,0.96,0.02,1.89,291.17,238.65,16.16,3.81,0,143.51,403.31,1.91,2.87,1.9,0.99,1.93,4.74,234.03,315.69,2.89,0,276.76,255.85,11.45,0,275.83,263.39,9.57,0,258.77,282.38,0.01,240.64,272.96,18.11,0
50005500517,50,005,500517,187.99,130.99,2,1,2,0,5,0,0,0,183.99,124.99,15,3,0,124.99,190.99,1,1,1,2,2,4,163.99,158.99,4,0,177.99,130.99,12,0,178.99,127.99,17,0,181.99,137.99,0,163.99,134.99,18,0
50007500701,50,007,500701,476.58,167.11,4.55,7.2,5.61,4.27,2.14,3.07,1.34,0,482.17,166.11,17.43,8.02,0,287.04,360.67,3.34,4.27,6.2,3.2,3.2,5.14,422.24,248.56,3.48,0,483.78,140.75,40.11,0,468.42,181.34,17.5,0.07,458.22,201.02,0.07,420.81,207.04,19.91,0
50007500702,50,007,500702,16.38,4.03,0.02,0.05,0.04,0.03,0.02,0.02,0.01,0.01,16.34,3.99,0.12,0.09,0,10.83,9.59,0.04,0.02,0.04,0.03,0.02,0.02,14.93,5.55,0.04,0.01,16.37,3.94,0.13,0.01,16.27,4.08,0.15,0,16.29,4.11,0,14.97,4.16,0.16,0
50007500703,50,007,500703,2064.99,127.57,34.37,41.64,1.05,29.19,5.53,5.46,5.51,3.2,1997.48,127.73,91.39,74.36,1.94,1685.52,507.99,36.63,15.6,15.46,33.2,21.05,2.3,1957.85,234.94,66.85,4.23,1984.99,133.49,120.5,2.58,1965.65,152.37,113.26,2.23,2030.27,188.93,3.52,1847.54,176.59,143.8,1.6
50007500704,50,007,500704,1782.37,110.85,26.05,27.51,3.43,25.34,6.46,3.48,8.83,2.59,1699.63,108.37,83.76,75.9,3.75,1474.59,417.54,20.47,14.41,14.45,31.65,21.92,3.9,1709.39,188.57,59.56,2.3,1704.32,113.48,112.73,1.65,1691.23,136.42,100.34,2.24,1752.28,163.32,2.87,1604.81,146.16,124.94,2.81
50007500705,50,007,500705,1756.98,154.14,21.53,27.89,4.22,25.94,6.35,2.47,8.85,1.8,1697.09,146.87,76.9,67.16,3.58,1411.41,511.05,17.82,9.7,14.07,25.57,19.16,4.88,1668.87,255.51,55.54,2.08,1700.43,141.49,104.9,1.05,1687.11,168.99,93.27,2.11,1724.72,208.64,2.8,1591.85,193.67,115.03,2.83
50007500706,50,007,500706,1352.87,264.06,12,34.41,4.46,15.03,3.55,2.23,4.66,1.74,1384.71,244.52,43.93,23.62,0.54,913.83,742.77,16.47,3.44,8.99,8.66,6.76,5.53,1208.64,447.9,27.84,2.48,1400.28,208.64,51.82,1.99,1356.8,255.77,51.4,0.78,1327.12,317.47,2.19,1253.24,313.68,57.37,0.78
50007500707,50,007,500707,3664.21,386.9,31.17,86.25,4.65,53.42,10.08,4.77,7.98,4.56,3703.67,324.37,121.95,84.61,5.24,2782.13,1324.1,34.97,17.66,17.55,35.93,38.07,11.01,3431.08,646.41,83.76,13.04,3671.63,299.13,148.43,5.77,3586.8,374.45,157.12,3.86,3612.63,478.39,4.88,3315.62,478.74,179.81,2.61
50007500708,50,007,500708,1428.64,138.98,14.33,34.24,1.74,21.07,4.57,2.32,4.05,2.6,1434.07,118.29,52.35,38.39,2.87,1108.6,476.75,16.93,8.13,7.19,17.03,16.86,3.6,1349.83,230.44,34.43,4.74,1427.76,112.68,62.19,1.76,1394.05,137.77,65.67,1.47,1408.79,178.31,2.32,1288.16,171.41,80.48,1.14
50007500709,50,007,500709,2649.57,563.33,23.47,71.59,9.54,27.46,6.95,4.74,9.28,4.21,2730.3,519.11,85.96,41.08,0.98,1740.95,1556.39,32.85,8.06,17.5,16.38,12.79,11.39,2350.65,952.78,50.16,4.97,2774.34,440.92,94.86,4.44,2673.23,543.68,96.97,1.23,2602.52,671.21,4.31,2464.09,664.1,104.55,1.23
50007500710,50,007,500710,839.54,59.04,12.51,18.64,0.82,11.98,3.19,2.17,3.42,2.16,818.24,56.61,37.28,31.74,2.1,688.67,212.25,14.76,6.41,5.31,14.39,11.09,1.04,804.26,100.05,24.9,1.88,820.17,59.01,46.18,0.5,805.6,67.02,45.36,0.88,825.27,87.39,1.85,749.43,75.05,62.67,0.85
50007500711,50,007,500711,1745,494,14,18,6,28,7,3,5,5,1837,440,41,25,1,1056,1237,15,7,6,9,14,3,1552,754,25,0,1814,410,47,0,1753,467,52,0,1692,553,0,1542,563,54,0
50007500712,50,007,500712,4465.56,2031.68,50.27,101.47,28.46,33.84,15.32,11.28,14.4,12.04,4692.79,1854.54,148.19,66.16,2.06,2357.19,4240.95,52.37,27.48,30.71,39.69,35.47,27.31,3633.01,3066.4,61.2,3.27,4891.94,1629.35,155.89,1.13,4628.21,1886.37,147.51,1.04,4374.75,2179.63,5.08,3998.49,2191.75,217.67,5.04
50007500713,50,007,500713,2514.95,1065.06,39.38,53.31,18.38,24.29,9.36,8.93,13.72,1.84,2642.51,994.75,86.45,32.08,1.84,1322.67,2358.02,34.11,14.05,13.28,15.52,14.29,10.1,2104.22,1610.63,31.53,1.09,2747.99,877.31,68.47,0.95,2585.97,1032.82,70.77,0.01,2475.99,1141.04,0.12,2258.71,1194,115.52,0.95
50007500714,50,007,500714,818,395,14,6,4,8,2,2,2,0,878,337,23,5,1,458,764,11,4,3,5,4,3,692,544,7,2,905,316,14,0,842,365,24,0,823,393,0,750,416,25,0
50007500715,50,007,500715,3349.61,1200.87,33.84,52.79,21.25,41.57,13.68,6.69,8.94,3.09,3450.25,1131.72,106.84,48.1,4.1,1936.23,2663.08,36.21,23.89,18.93,21.99,28.89,20.51,2778.76,1848.8,49,4.13,3511.74,1025.74,109.27,2.05,3379.6,1140.44,122.48,2,3211.89,1325.89,1,2953.29,1341.59,167.92,1.05
50007500717,50,007,500717,1691.81,559.27,21.01,25.01,8,32.01,7,1,6,11,1749.82,527.25,62.03,19.02,1,1051.52,1244.57,12.01,13,12.01,13.01,8.01,12,1544.72,777.38,20.01,4,1784.83,465.24,56.04,2,1726.81,533.27,53.03,1,1633.81,629.3,1,1522.73,624.31,68.04,1
50007500718,50,007,500718,843.84,199.36,3.95,8.88,6.91,5.92,2.96,2.96,0.99,0.99,836.93,190.48,23.69,17.77,0,545.78,499.4,6.91,2.96,6.91,5.92,3.95,2.96,757.98,299.05,6.91,0.99,842.86,180.61,24.67,0.99,823.12,208.25,29.61,0,827.06,214.17,0,765.87,224.04,30.6,0
50007500719,50,007,500719,1991.9,781.03,38.92,31.98,3.03,19.98,7.99,3.03,5.02,2.99,2015.71,768.15,61.06,27,1,1180.34,1632.49,26.95,10.99,10.03,11.05,10,7.02,1735.57,1104.22,16.04,2,2065.58,683.28,68.96,3.99,1992.67,770.19,67.96,1.99,1948.54,835.22,1.99,1801.42,863.11,69.15,1
50007500720,50,007,500720,2389.3,1780.39,40.77,65.48,48.65,34.65,16.94,11.83,10.94,2,2497.19,1719.98,127.89,49.77,1,1077.73,3238.8,40.83,19.83,17.88,17.83,11.94,28.94,1309.8,3124.85,27.88,2,2770.15,1485.07,95.42,0,2433.42,1771.92,122.3,2,2273.34,1990.94,2,2053.8,1975.17,137.24,3
50007500721,50,007,500721,1751.11,494.47,6.99,20.98,6.99,21.98,6.99,0,5.99,1,1792.06,452.51,50.94,27.97,0,1101.81,1175.73,13.98,5.99,15.98,11.99,2,2,1519.36,747.19,29.97,3,1797.06,423.54,54.94,0,1766.09,479.48,32.96,0,1732.13,532.43,0,1581.29,563.39,63.93,0
50007500722,50,007,500722,198,102,4,2,1,4,1,0,1,0,210,95,6,2,0,107,196,0,1,1,2,3,2,167,145,3,0,217,83,7,0,206,93,6,1,181,119,2,177,117,6,0
50007500724,50,007,500724,3289.67,968.8,35.05,46.26,15.96,95.38,8.96,3.12,9.24,10.24,3571.34,849.93,75.55,31.81,7.12,1966.18,2504.86,26.65,15.97,19.96,11.97,9.72,7.84,2937.71,1538.44,33.05,5.6,3611.25,759.24,76.82,1.24,3482.12,894.21,74.82,3.12,3338.34,1070.39,5.12,3052.51,1122.47,106.15,2.36
50007500725,50,007,500725,1565.67,370.31,14.95,23.75,7.04,24.63,7.04,0.88,1.76,1.76,1658.03,320.17,40.46,13.19,0.88,1008.01,990.42,19.35,7.04,7.04,7.04,5.28,6.16,1405.58,593.72,14.95,4.4,1701.13,256.84,35.18,1.76,1649.23,314.89,35.18,0.88,1555.99,403.73,0.88,1447.81,411.65,44.86,2.64
50007500726,50,007,500726,1976.66,644.89,17,44.99,7,30.99,8,4,1,4,2120.64,566.9,51.99,15,2,1101.81,1611.72,19,14,3,11,9,3,1740.7,966.83,13,4,2207.62,460.92,38.99,1,2054.65,589.9,43.99,3,1983.66,686.88,0,1820.69,718.88,45.99,0
50007500727,50,007,500727,1955.27,403.24,14.8,38.02,11.08,30.43,5.29,4.3,9.28,7.13,1994.14,390.43,61.59,29.14,1.05,1307.09,1078.26,18.76,14.91,16.79,18.8,14.05,6.15,1782.64,635.36,30.54,2.23,2016.37,337.58,70.39,3.18,1951.42,402.91,72.77,0.13,1890.04,498.49,1.18,1778.33,458.85,84.56,2.09
50007500728,50,007,500728,1351.64,421.23,15.96,37.86,8.43,30.24,6.48,0.14,5.62,0.94,1419.48,383.09,53.82,26.75,0.94,814.33,1011.4,17.71,10.19,11.97,5.69,13.82,4.72,1222.5,635.35,18.63,2.74,1462.53,347.84,38.27,0.92,1399.55,407.06,45.57,0.01,1356.03,464.16,1.81,1267.51,457.67,60.73,0.92
50007500729,50,007,500729,1287.74,450.64,12.1,14.05,5.98,7.05,3.02,5.98,5.98,1.01,1260.03,468.47,44.99,15.03,0,750.52,990.03,9.06,4.02,9.98,14.95,5.01,7.98,1094.82,655.79,14.98,1,1261.25,442.25,37.07,2.01,1241.05,474.44,35.08,0.01,1203.09,509.51,0.01,1105.06,511.62,58.93,0
50007500730,50,007,500730,734.27,306.09,6,13,7,9,9,3,5,0,754.26,278.1,38.01,18,0,402.16,658.21,6,5,2,14,2,8,569.23,512.14,7,0,756.26,260.09,46.01,0,725.26,299.1,34.01,0,713.25,338.11,0,618.23,341.11,47.01,0
50007500731,50,007,500731,3453.19,1408.16,44.14,68.43,20.58,40.63,17.21,11.24,8.49,0.1,3628.26,1310.36,105.63,44.95,2.07,1827.72,3158.01,27.23,19.44,22.32,15.57,24.4,6.48,2924.25,2088.59,38.07,8.93,3786.39,1137.55,79.4,1.04,3576.21,1330.62,98.26,1.99,3397.28,1521.42,0.99,3086.36,1532.58,171.27,0.04
50007500732,50,007,500732,2289.81,398.13,43.39,48.45,5.24,44.92,9.03,3.96,8.02,2.02,2291.61,382.9,110.05,58.22,3.95,1658.2,1094.86,33.89,23.81,20.61,19.11,13.42,4.14,2079.85,681.88,51.13,7.9,2337.32,354.45,93.29,1.99,2285.6,412.05,115.92,0.02,2267.59,490.35,1.08,2115.32,470.62,133.38,0.04
