GEOID,area_land,area_water,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREADEL,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230110106021032,209984,0,12,18,0,0,0,9,20,1,1
230110106021033,5999,0,2,3,0,0,0,1,3,0,0
230110106021034,16483,0,4,5,0,0,0,3,6,0,0
230110106022000,46826,0,2,4,0,0,0,2,4,0,0
230110106022001,505744,0,68,102,3,2,0,51,111,8,3
230110106022002,176285,0,8,12,0,0,0,6,13,1,0
230110106022003,44856,0,49,74,2,1,0,37,81,6,2
230110106022004,0,7847,0,0,0,0,0,0,0,0,0
230110106022005,2134,0,1,2,0,0,0,1,2,0,0
230110106022006,16812,0,4,6,0,0,0,3,7,0,0
230110106022007,53537,0,35,53,1,1,0,27,58,4,2
230110106022008,144118,0,39,59,1,1,0,30,65,5,2
230110106022009,245552,0,7,11,0,0,0,6,12,1,0
230110106022010,139647,0,1,1,0,0,0,1,1,0,0
230110106022011,873535,0,4,7,0,0,0,3,7,1,0
230110106022012,23593,0,0,0,0,0,0,0,0,0,0
230110106022013,12331274,102542,5,8,0,0,0,4,8,1,0
230110106022014,1685864,95989,17,26,1,0,0,13,29,2,1
230110106022015,7778,0,4,5,0,0,0,3,6,0,0
230110106022016,1595257,0,23,35,1,1,0,17,38,3,1
230110106022017,45527,0,4,6,0,0,0,3,7,0,0
230110106022018,1760234,0,0,0,0,0,0,0,0,0,0
230110106022019,1398145,0,0,0,0,0,0,0,0,0,0
230110106022020,30932,0,20,30,1,0,0,15,33,2,1
230110106022021,10228,0,1,2,0,0,0,1,2,0,0
230110107001000,0,116898,23,8,1,0,0,19,10,3,0
230110107001001,112497,0,25,9,1,1,0,21,11,3,0
230110107001002,19330,0,23,8,1,0,0,19,10,3,0
230110107001003,106403,0,91,31,2,2,0,74,41,11,1
230110107001004,33695,0,4,1,0,0,0,3,2,0,0
230110107001005,1047329,0,21,7,0,0,0,17,9,2,0
230110107001006,134473,0,14,5,0,0,0,12,6,2,0
230110107001007,12005,0,5,2,0,0,0,4,2,1,0
230110107001008,9712,0,0,0,0,0,0,0,0,0,0
230110107001009,137816,0,0,0,0,0,0,0,0,0,0
230110107001010,472907,0,45,15,1,1,0,37,20,5,1
230110107001011,133517,0,0,0,0,0,0,0,0,0,0
230110107001012,45464,0,0,0,0,0,0,0,0,0,0
230110107001013,11439,0,0,0,0,0,0,0,0,0,0
230110107001014,9485,0,26,9,1,1,0,22,12,3,0
230110107001015,22270,0,10,3,0,0,0,8,4,1,0
230110107001016,2996,0,56,19,1,1,0,46,25,7,1
230110107001017,5739,0,0,0,0,0,0,0,0,0,0
230110107001018,6150,0,22,8,0,0,0,18,10,3,0
230110107001019,7135,0,7,2,0,0,0,6,3,1,0
230110107001020,4957,0,35,12,1,1,0,28,15,4,0
230110107001021,5555,0,4,1,0,0,0,4,2,1,0
230110107001022,17963,0,45,15,1,1,0,37,20,5,1
230110107001023,23764,0,0,0,0,0,0,0,0,0,0
230110107001024,10787,0,0,0,0,0,0,0,0,0,0
230110107001025,21131,0,0,0,0,0,0,0,0,0,0
230110107002000,28773,378484,13,4,0,0,0,11,6,2,0
230110107002001,50397,0,32,11,1,1,0,26,14,4,0
230110107002002,82686,0,14,5,0,0,0,11,6,2,0
230110107002003,10344,0,19,7,0,0,0,16,9,2,0
230110107002004,3044,0,89,31,2,2,0,73,40,10,1
230110107002005,5722,0,29,10,1,1,0,23,13,3,0
230110107002006,4357,0,5,2,0,0,0,4,2,1,0
230110107002007,7282,0,38,13,1,1,0,31,17,4,0
230110107002008,9034,0,0,0,0,0,0,0,0,0,0
230110107002009,4164,0,0,0,0,0,0,0,0,0,0
230110107002010,12645,0,0,0,0,0,0,0,0,0,0
230110107002011,51458,0,0,0,0,0,0,0,0,0,0
230110107002012,825643,0,4,1,0,0,0,3,2,0,0
230110107002013,37796,0,0,0,0,0,0,0,0,0,0
230110107002014,32859,0,20,7,0,0,0,17,9,2,0
230110107002015,15155,0,0,0,0,0,0,0,0,0,0
230110107002016,16019,0,0,0,0,0,0,0,0,0,0
230110107002017,19706,0,18,6,0,0,0,15,8,2,0
230110107002018,22323,0,12,4,0,0,0,10,5,1,0
230110107002019,40261,0,5,2,0,0,0,4,2,1,0
230110107002020,29274,0,6,2,0,0,0,5,3,1,0
230110107002021,190708,0,43,15,1,1,0,35,19,5,1
230110107002022,16091,0,68,24,2,1,0,56,31,8,1
230110107002023,38657,0,16,6,0,0,0,13,7,2,0
230110107002024,151474,0,0,0,0,0,0,0,0,0,0
230110107002025,738069,28482,10,3,0,0,0,8,4,1,0
230110107002026,46972,0,1,0,0,0,0,1,0,0,0
230110107002027,85343,0,0,0,0,0,0,0,0,0,0
230110107002028,144340,0,21,7,0,0,0,17,9,2,0
230110107002029,10735,0,0,0,0,0,0,0,0,0,0
230110107003000,1260845,0,122,42,3,3,0,99,54,14,2
230110107003001,68684,0,5,2,0,0,0,4,2,1,0
230110107003002,286749,0,0,0,0,0,0,0,0,0,0
230110107003003,19530,0,0,0,0,0,0,0,0,0,0
230110107003004,4035849,45703,23,8,1,0,0,19,10,3,0
230110107003005,64692,0,0,0,0,0,0,0,0,0,0
230110107003006,722828,0,23,8,1,0,0,18,10,3,0
230110107003007,15544,0,1,0,0,0,0,1,0,0,0
230110107003008,25200,0,3,1,0,0,0,3,1,0,0
230110107003009,1799414,0,19,7,0,0,0,16,9,2,0
230110107003010,185781,0,26,9,1,1,0,21,12,3,0
230110107003011,304135,0,7,2,0,0,0,6,3,1,0
230110107003012,109747,0,0,0,0,0,0,0,0,0,0
230110107003013,27382,0,48,17,1,1,0,39,21,6,1
230110107003014,523557,0,0,0,0,0,0,0,0,0,0
230110107003015,10136,0,32,11,1,1,0,26,14,4,0
230110107003016,182785,0,10,3,0,0,0,8,4,1,0
230110107003017,101642,0,2,1,0,0,0,2,1,0,0
230110107003018,296880,0,50,17,1,1,0,41,22,6,1
230110108011000,7601891,227990,26,26,1,0,0,20,31,2,1
230110108011001,290336,0,6,6,0,0,0,5,7,0,0
230110108011002,634829,0,0,0,0,0,0,0,0,0,0
230110108011003,6805777,0,2,2,0,0,0,1,2,0,0
230110108011004,712457,0,0,0,0,0,0,0,0,0,0
230110108011005,2705595,0,2,2,0,0,0,1,2,0,0
230110108011006,16499,0,2,1,0,0,0,1,2,0,0
230110108011007,4158260,0,1,1,0,0,0,1,1,0,0
230110108011008,1583779,177685,1,1,0,0,0,0,1,0,0
230110108011009,1393046,0,3,3,0,0,0,2,4,0,0
230110108011010,149424,0,11,10,0,0,0,8,12,1,0
230110108011011,34981,0,0,0,0,0,0,0,0,0,0
230110108011012,42245,0,8,8,0,0,0,6,9,1,0
230110108011013,65126,0,3,3,0,0,0,2,4,0,0
230110108011014,387243,0,4,4,0,0,0,3,5,0,0
230110108011015,55173,0,11,10,0,0,0,8,13,1,0
230110108011016,192143,0,2,1,0,0,0,1,2,0,0
230110108011017,1977414,0,123,119,5,2,0,92,144,8,5
230110108011018,9020,0,8,8,0,0,0,6,9,1,0
230110108011019,1878733,0,2,2,0,0,0,2,2,0,0
230110108011020,66510,0,0,0,0,0,0,0,0,0,0
230110108011021,465856,0,0,0,0,0,0,0,1,0,0
230110108011022,727127,0,8,8,0,0,0,6,9,1,0
230110108011023,168567,0,6,5,0,0,0,4,7,0,0
230110108011024,129399,0,14,13,1,0,0,10,16,1,1
230110108012000,874116,0,0,0,0,0,0,0,0,0,0
230110108012001,365029,0,0,0,0,0,0,0,0,0,0
230110108012002,392718,0,13,12,1,0,0,9,15,1,0
230110108012003,124745,0,24,23,1,0,0,18,28,2,1
230110108012004,17596,0,11,10,0,0,0,8,13,1,0
230110108012005,2911154,0,8,8,0,0,0,6,10,1,0
230110108012006,169565,0,51,49,2,1,0,38,59,3,2
230110108012007,1091,0,3,3,0,0,0,2,3,0,0
230110108012008,655614,0,17,16,1,0,0,13,20,1,1
230110108012009,18273,0,1,1,0,0,0,0,1,0,0
230110108012010,14559,0,1,1,0,0,0,0,1,0,0
230110108012011,41959,0,0,0,0,0,0,0,0,0,0
230110108012012,3124830,7894,62,60,3,1,0,47,73,4,2
230110108012013,49937,0,11,10,0,0,0,8,13,1,0
230110108012014,1071824,0,74,71,3,1,0,55,86,5,3
230110108012015,7758,0,0,0,0,0,0,0,0,0,0
230110108012016,34121,2192552,11,11,0,0,0,8,13,1,0
230110108012017,58871,0,2,2,0,0,0,2,3,0,0
230110108012018,46599,0,72,69,3,1,0,54,84,5,3
230110108012019,53732,0,30,29,1,0,0,22,35,2,1
230110108012020,39742,0,21,21,1,0,0,16,25,1,1
230110108012021,649671,0,50,49,2,1,0,38,59,3,2
230110108012022,96676,0,1,1,0,0,0,0,1,0,0
230110108012023,1432346,0,3,3,0,0,0,2,3,0,0
230110108012024,716876,0,11,11,0,0,0,9,13,1,0
230110108012025,3394655,0,70,68,3,1,0,53,83,5,3
230110108012026,10116,301175,12,12,0,0,0,9,14,1,0
230110108012027,2665910,0,0,0,0,0,0,0,0,0,0
230110108012028,1594589,0,0,0,0,0,0,0,0,0,0
230110108012029,234165,0,0,0,0,0,0,0,0,0,0
230110108012030,154364,0,28,27,1,0,0,21,32,2,1
230110108012031,91368,0,0,0,0,0,0,0,0,0,0
230110108012032,1813602,20564,4,4,0,0,0,3,5,0,0
230110108012033,0,243789,0,0,0,0,0,0,0,0,0
230110108012034,218501,0,10,10,0,0,0,8,12,1,0
230110108031000,730825,0,0,0,0,0,0,0,0,0,0
230110108031001,6461494,5710,5,4,0,0,0,4,5,0,0
230110108031002,557366,0,18,15,1,0,0,14,18,2,1
230110108031003,15968,0,0,0,0,0,0,0,0,0,0
230110108031004,0,146582,10,8,0,0,0,8,10,1,0
230110108031005,335182,0,0,0,0,0,0,0,0,0,0
230110108031006,0,108903,6,5,0,0,0,5,6,1,0
230110108031007,330372,0,3,2,0,0,0,2,3,0,0
230110108031008,648004,0,43,36,2,1,0,34,43,4,2
230110108031009,452328,0,0,0,0,0,0,0,0,0,0
230110108031010,368422,0,3,3,0,0,0,3,3,0,0
230110108031011,3573752,0,17,15,1,0,0,14,17,2,1
230110108031012,347868,0,0,0,0,0,0,0,0,0,0
230110108031013,1094911,0,9,7,0,0,0,7,9,1,0
230110108031014,387182,0,34,29,2,1,0,27,35,3,1
230110108031015,71330,0,4,3,0,0,0,3,4,0,0
230110108031016,566926,0,37,31,2,1,0,29,37,3,2
230110108031017,742230,0,6,5,0,0,0,5,6,1,0
230110108031018,343467,0,11,9,1,0,0,9,11,1,0
230110108031019,91126,0,31,26,1,1,0,24,31,3,1
230110108031020,2651812,0,9,8,0,0,0,7,9,1,0
230110108032000,0,264035,0,0,0,0,0,0,0,0,0
230110108032001,4855,0,4,3,0,0,0,3,4,0,0
230110108032002,52236,0,0,0,0,0,0,0,0,0,0
230110108032003,380483,0,16,14,1,0,0,13,16,1,1
230110108032004,222459,0,9,7,0,0,0,7,9,1,0
230110108032005,11947,0,32,27,2,1,0,26,33,3,1
230110108032006,124633,0,0,0,0,0,0,0,0,0,0
230110108032007,8431,0,29,25,1,1,0,23,29,3,1
230110108032008,24772,0,17,14,1,0,0,13,17,1,1
230110108032009,11474,0,11,9,0,0,0,8,11,1,0
230110108032010,1083619,0,40,34,2,1,0,31,40,3,2
230110108032011,10554,0,10,8,0,0,0,8,10,1,0
230110108032012,21348,0,0,0,0,0,0,0,0,0,0
230110108032013,27252,0,6,5,0,0,0,5,6,1,0
230110108032014,13326,0,13,11,1,0,0,10,13,1,1
230110108032015,21051,0,0,0,0,0,0,0,0,0,0
230110108032016,23023,0,0,0,0,0,0,0,0,0,0
230110108032017,27076,0,1,1,0,0,0,1,1,0,0
230110108032018,16137,0,9,8,0,0,0,7,9,1,0
230110108032019,1097338,0,15,13,1,0,0,12,15,1,1
230110108032020,551585,0,27,23,1,1,0,21,27,2,1
230110108032021,16417,0,23,20,1,0,0,18,23,2,1
230110108032022,22151,0,0,0,0,0,0,0,0,0,0
230110108032023,114105,0,0,0,0,0,0,0,0,0,0
230110108032024,147104,0,0,0,0,0,0,0,0,0,0
230110108032025,29299,0,31,26,1,1,0,24,31,3,1
230110108032026,16454,0,11,9,1,0,0,9,11,1,0
230110108032027,28036,0,28,24,1,1,0,22,28,2,1
230110108032028,39428,0,0,0,0,0,0,0,0,0,0
230110108032029,16642,0,15,12,1,0,0,12,15,1,1
230110108032030,30613,0,5,4,0,0,0,4,5,0,0
230110108033000,0,265714,82,69,4,2,1,65,83,7,3
230110108033001,11703,0,4,3,0,0,0,3,4,0,0
230110108033002,59437,1959,14,11,1,0,0,11,14,1,1
230110108033003,54781,0,18,15,1,0,0,14,18,2,1
230110108033004,584265,0,0,0,0,0,0,0,0,0,0
230110108033005,296374,0,1,0,0,0,0,0,1,0,0
230110108033006,760734,0,8,7,0,0,0,6,8,1,0
230110108033007,5117,0,0,0,0,0,0,0,0,0,0
230110108033008,19398,0,8,7,0,0,0,6,8,1,0
230110108033009,6520,0,8,7,0,0,0,7,8,1,0
230110108033010,285073,0,19,16,1,0,0,15,19,2,1
230110108033011,7778,0,1,1,0,0,0,1,1,0,0
230110108033012,486107,0,0,0,0,0,0,0,0,0,0
230110108033013,10570,0,0,0,0,0,0,0,0,0,0
230110108033014,1252075,0,0,0,0,0,0,0,0,0,0
230110108033015,591646,0,0,0,0,0,0,0,0,0,0
230110108033016,289113,0,15,12,1,0,0,12,15,1,1
230110108033017,147893,0,3,3,0,0,0,3,3,0,0
230110108033018,56771,0,124,104,6,3,1,98,124,11,5
230110108033019,43570,0,0,0,0,0,0,0,0,0,0
230110108033020,149813,0,8,7,0,0,0,7,8,1,0
230110108033021,26387,0,1,1,0,0,0,1,1,0,0
230110108041000,657328,0,8,11,0,0,0,6,12,1,0
230110108041001,24883,0,35,45,1,1,0,26,51,3,1
230110108041002,3070706,0,24,31,1,0,0,18,36,2,1
230110108041003,529559,0,13,17,1,0,0,10,20,1,1
230110108041004,2082593,0,0,0,0,0,0,0,0,0,0
230110108041005,548984,0,5,6,0,0,0,4,7,0,0
230110108041006,277982,0,2,3,0,0,0,2,4,0,0
230110108041007,1289023,0,4,5,0,0,0,3,6,0,0
230110108041008,2170511,171474,19,25,1,0,0,14,28,2,1
230110108041009,1527695,0,0,0,0,0,0,0,0,0,0
230110108041010,697700,23628,25,32,1,0,0,19,37,2,1
230110108041011,2611311,0,129,168,5,2,1,97,191,11,5
230110108041012,17273,0,1,1,0,0,0,1,1,0,0
230110108041013,1473516,0,8,10,0,0,0,6,12,1,0
230110108041014,1340984,0,0,0,0,0,0,0,0,0,0
230110108041015,151057,0,0,0,0,0,0,0,0,0,0
230110108041016,3269534,28506,0,0,0,0,0,0,0,0,0
230110108041017,3882101,0,0,0,0,0,0,0,0,0,0
230110108041018,277396,0,1,1,0,0,0,0,1,0,0
230110108041019,742873,0,7,10,0,0,0,6,11,1,0
230110108041020,37271,0,0,0,0,0,0,0,0,0,0
230110108041021,256805,4717287,41,53,2,1,0,31,61,3,2
230110108041022,4510,0,0,0,0,0,0,0,0,0,0
230110108041023,910814,0,0,0,0,0,0,0,0,0,0
230110108042000,292857,0,0,0,0,0,0,0,0,0,0
230110108042001,107517,0,5,7,0,0,0,4,8,0,0
230110108042002,13921,0,0,0,0,0,0,0,0,0,0
230110108042003,311545,0,8,11,0,0,0,6,13,1,0
230110108042004,229821,0,0,0,0,0,0,0,0,0,0
230110108042005,339356,0,10,12,0,0,0,7,14,1,0
230110108042006,56333,0,8,10,0,0,0,6,11,1,0
230110108042007,41132,0,0,0,0,0,0,0,0,0,0
230110108042008,124824,0,13,17,1,0,0,10,20,1,1
230110108042009,429022,0,13,16,1,0,0,10,19,1,1
230110108042010,326747,0,0,0,0,0,0,0,0,0,0
230110108042011,137876,0,7,9,0,0,0,5,10,1,0
230110108042012,100148,0,36,47,2,1,0,27,53,3,2
230110108042013,444248,0,4,5,0,0,0,3,5,0,0
230110108042014,14074,0,25,33,1,0,0,19,37,2,1
230110108042015,181881,0,24,32,1,0,0,18,36,2,1
230110108042016,167304,0,0,0,0,0,0,0,0,0,0
230110108042017,99300,0,5,7,0,0,0,4,8,0,0
230110108042018,201582,0,5,6,0,0,0,4,7,0,0
230110108042019,0,4058,7,9,0,0,0,5,10,1,0
230110108042020,0,270133,10,13,0,0,0,7,15,1,0
230110108042021,4177742,0,1,1,0,0,0,0,1,0,0
230110108042022,119231,0,0,0,0,0,0,0,0,0,0
230110108042023,63762,0,11,14,0,0,0,8,16,1,0
230110108042024,2456118,0,11,15,0,0,0,8,17,1,0
230110108042025,3363079,0,42,55,2,1,0,32,62,4,2
230110108042026,65039,0,18,24,1,0,0,14,27,2,1
230110108042027,17497,0,2,2,0,0,0,1,2,0,0
230110108042028,21121,0,0,0,0,0,0,0,0,0,0
230110108042029,1841933,0,33,43,1,1,0,25,49,3,1
230110108042030,122139,0,1,1,0,0,0,0,1,0,0
230110108042031,16427,0,24,31,1,0,0,18,35,2,1
230110108042032,76654,0,8,11,0,0,0,6,13,1,0
230110108042033,41597,0,0,0,0,0,0,0,0,0,0
230110108042034,2667580,0,8,10,0,0,0,6,12,1,0
230110108042035,241739,0,10,13,0,0,0,8,15,1,0
230110108042036,80748,0,52,68,2,1,0,39,77,4,2
230110108042037,31394,0,0,0,0,0,0,0,0,0,0
230110108042038,0,22052,6,8,0,0,0,5,9,1,0
230110108042039,2671683,0,4,5,0,0,0,3,6,0,0
230110108042040,194937,0,13,16,1,0,0,10,19,1,1
230110108042041,1336117,0,0,0,0,0,0,0,0,0,0
230110108042042,1246490,0,14,18,1,0,0,10,20,1,1
230110108042043,227529,0,22,29,1,0,0,17,33,2,1
230110108042044,3958723,0,14,19,1,0,0,11,21,1,1
230110108042045,582516,0,0,0,0,0,0,0,0,0,0
230110108042046,0,213430,52,67,2,1,0,39,76,4,2
230110108042047,13547,0,8,10,0,0,0,6,12,1,0
230110108042048,0,85675,4,5,0,0,0,3,6,0,0
230110108042049,7703,0,0,0,0,0,0,0,0,0,0
230110108042050,309619,0,7,9,0,0,0,5,11,1,0
230110108042051,0,261919,14,18,1,0,0,10,20,1,1
230110108042052,0,1065,12,16,1,0,0,9,18,1,1
230110108042053,54430,0,0,0,0,0,0,0,0,0,0
230110108042054,2100711,0,17,22,1,0,0,13,25,1,1
230110108042055,283686,0,20,27,1,0,0,15,30,2,1
230110108042056,570724,0,22,29,1,0,0,17,32,2,1
230110108042057,1215309,0,1,2,0,0,0,1,2,0,0
230110108042058,0,76179,14,18,1,0,0,10,20,1,1
230110108042059,0,1297,0,0,0,0,0,0,0,0,0
230110108042060,21485,0,0,0,0,0,0,0,0,0,0
230110108042061,18861,0,8,11,0,0,0,6,12,1,0
230110108042062,0,16110,13,16,1,0,0,10,19,1,1
230110108042063,0,435156,13,17,1,0,0,10,19,1,1
230110108042064,2103810,0,13,17,1,0,0,10,19,1,1
230110109001000,0,16015,67,58,3,1,0,55,66,6,2
230110109001001,10254,0,19,17,1,0,0,16,19,2,1
230110109001002,176612,0,3,2,0,0,0,2,3,0,0
230110109001003,1104,0,0,0,0,0,0,0,0,0,0
230110109001004,6175,0,19,16,1,0,0,15,18,2,1
230110109001005,222733,0,42,36,2,1,0,34,41,4,1
230110109001006,30787,0,1,0,0,0,0,0,1,0,0
230110109001007,19137,0,0,0,0,0,0,0,0,0,0
230110109001008,21709,0,7,6,0,0,0,6,7,1,0
230110109001009,824646,0,8,7,0,0,0,7,8,1,0
230110109001010,32136,0,0,0,0,0,0,0,0,0,0
230110109001011,80529,0,0,0,0,0,0,0,0,0,0
230110109001012,922,0,0,0,0,0,0,0,0,0,0
230110109001013,713,1284,9,8,0,0,0,7,9,1,0
230110109001014,0,31881,1,1,0,0,0,1,1,0,0
230110109001015,19926,0,4,3,0,0,0,3,4,0,0
230110109001016,48397,0,17,14,1,0,0,14,16,2,1
230110109002000,78269,0,18,16,1,0,0,15,18,2,1
230110109002001,35799,0,0,0,0,0,0,0,0,0,0
230110109002002,16767,0,30,26,1,1,0,25,30,3,1
230110109002003,18156,0,18,15,1,0,0,14,17,2,1
230110109002004,256199,0,47,40,2,1,0,38,46,4,1
230110109002005,18399,0,33,29,1,1,0,27,33,3,1
230110109002006,11077,0,0,0,0,0,0,0,0,0,0
230110109002007,34072,0,6,5,0,0,0,5,5,1,0
230110109002008,1708599,0,0,0,0,0,0,0,0,0,0
230110109002009,390107,0,6,5,0,0,0,5,5,1,0
230110109002010,65108,0,34,29,1,1,0,28,33,3,1
230110109002011,143135,0,0,0,0,0,0,0,0,0,0
230110109002012,0,160055,0,0,0,0,0,0,0,0,0
230110109002013,7259,0,0,0,0,0,0,0,0,0,0
230110110001000,0,161877,17,15,1,0,0,14,17,2,1
230110110001001,11785,0,0,0,0,0,0,0,0,0,0
230110110001002,11663,0,0,0,0,0,0,0,0,0,0
230110110001003,17622,0,87,75,4,2,0,72,86,8,3
230110110001004,21652,0,0,0,0,0,0,0,0,0,0
230110110001005,9662,0,0,0,0,0,0,0,0,0,0
230110110001006,49371,0,12,10,1,0,0,10,12,1,0
230110110001007,14130,0,14,12,1,0,0,12,14,1,0
230110110001008,24182,0,0,0,0,0,0,0,0,0,0
230110110001009,15079,0,0,0,0,0,0,0,0,0,0
230110110001010,39028,0,7,6,0,0,0,5,7,1,0
230110110001011,23861,0,74,64,3,2,0,61,73,7,2
230110110001012,26398,0,4,4,0,0,0,4,4,0,0
230110110001013,45023,0,0,0,0,0,0,0,0,0,0
230110110001014,40331,0,3,3,0,0,0,2,3,0,0
230110110001015,267650,0,3,2,0,0,0,2,3,0,0
230110110001016,65735,0,3,2,0,0,0,2,3,0,0
230110110002000,17367,0,25,22,1,1,0,21,25,2,1
230110110002001,78774,0,0,0,0,0,0,0,0,0,0
230110110002002,38470,0,14,12,1,0,0,12,14,1,0
230110110002003,148175,0,25,22,1,1,0,21,25,2,1
230110110002004,22664,0,0,0,0,0,0,0,0,0,0
230110110002005,14730,0,0,0,0,0,0,0,0,0,0
230110110002006,8584,0,19,16,1,0,0,15,18,2,1
230110110002007,16647,0,0,0,0,0,0,0,0,0,0
230110110002008,21098,0,12,10,0,0,0,10,11,1,0
230110110002009,28178,0,33,28,1,1,0,27,32,3,1
230110110002010,31439,0,22,19,1,0,0,18,21,2,1
230110110002011,25377,0,0,0,0,0,0,0,0,0,0
230110110002012,262149,0,69,59,3,2,0,57,68,6,2
230110110002013,24518,0,0,0,0,0,0,0,0,0,0
230110110002014,20101,0,13,11,1,0,0,11,13,1,0
230110110002015,17593,0,30,26,1,1,0,24,29,3,1
230110110002016,25517,0,21,18,1,0,0,17,21,2,1
230110110002017,19512,0,8,7,0,0,0,7,8,1,0
230110110002018,256565,0,0,0,0,0,0,0,0,0,0
230110110002019,67043,0,0,0,0,0,0,0,0,0,0
230110110002020,18812,0,0,0,0,0,0,0,0,0,0
230110110002021,18505,0,22,19,1,0,0,18,22,2,1
230110110002022,37012,0,0,0,0,0,0,0,0,0,0
230110110003000,0,338626,14,12,1,0,0,11,14,1,0
230110110003001,98403,0,0,0,0,0,0,0,0,0,0
230110110003002,277676,0,7,6,0,0,0,6,7,1,0
230110110003003,221687,0,28,24,1,1,0,23,28,3,1
230110110003004,1749577,0,26,23,1,1,0,22,26,2,1
230110110003005,209608,0,10,9,0,0,0,8,10,1,0
230110110003006,1558143,0,66,57,3,1,0,54,65,6,2
230110110003007,50172,0,0,0,0,0,0,0,0,0,0
230110110003008,35814,0,31,27,1,1,0,26,31,3,1
230110110003009,2102,0,2,1,0,0,0,1,2,0,0
230110110003010,2135413,0,5,5,0,0,0,4,5,1,0
230110110003011,17390,0,4,4,0,0,0,4,4,0,0
230110110003012,169852,0,0,0,0,0,0,0,0,0,0
230110110003013,128921,0,0,0,0,0,0,0,0,0,0
230110110003014,0,15002,0,0,0,0,0,0,0,0,0
230110110004000,82044,0,100,86,4,2,0,82,99,9,3
230110110004001,1475874,0,16,14,1,0,0,13,16,2,1
230110110004002,96961,0,12,10,1,0,0,10,12,1,0
230110110004003,3088006,0,1,1,0,0,0,1,1,0,0
230110110004004,35747,0,11,10,0,0,0,9,11,1,0
230110110004005,1599381,0,29,25,1,1,0,24,29,3,1
230110110004006,35610,0,1,1,0,0,0,1,1,0,0
230110110004007,2650662,0,31,26,1,1,0,25,30,3,1
230110110004008,0,93153,69,59,3,2,0,57,68,6,2
230110110004009,2177094,0,4,3,0,0,0,3,4,0,0
230110110004010,1175060,0,5,5,0,0,0,4,5,0,0
230110110004011,279210,0,0,0,0,0,0,0,0,0,0
230110110004012,914864,0,0,0,0,0,0,0,0,0,0
230110110004013,272798,0,2,1,0,0,0,1,2,0,0
230110110004014,103895,0,38,33,2,1,0,31,37,4,1
230110110004015,0,1080,3,2,0,0,0,2,3,0,0
230110110004016,0,421350,42,37,2,1,0,35,42,4,1
230110110004017,837420,0,6,5,0,0,0,5,5,1,0
230110110004018,767931,0,3,2,0,0,0,2,3,0,0
230110110004019,114011,0,13,11,1,0,0,10,12,1,0
230110110005000,9537,1071289,3,2,0,0,0,2,3,0,0
230110110005001,194417,0,4,4,0,0,0,4,4,0,0
230110110005002,0,2490,0,0,0,0,0,0,0,0,0
230110110005003,54361,0,7,6,0,0,0,5,7,1,0
230110110005004,45540,0,1,1,0,0,0,1,1,0,0
230110110005005,1118810,0,60,51,3,1,0,49,59,6,2
230110110005006,7364,0,7,6,0,0,0,5,7,1,0
230110110005007,13302,0,3,2,0,0,0,2,3,0,0
230110110005008,158604,0,29,25,1,1,0,24,29,3,1
230110110005009,158996,0,1,0,0,0,0,0,1,0,0
230110110005010,3722044,0,0,0,0,0,0,0,0,0,0
230110110005011,37250,0,28,24,1,1,0,23,27,3,1
230110110005012,2971138,0,31,27,1,1,0,26,31,3,1
230110110005013,33646,0,1,1,0,0,0,1,1,0,0
230110110005014,64667,0,19,16,1,0,0,15,18,2,1
230110110005015,13197,0,6,5,0,0,0,5,5,1,0
230110110005016,1044060,0,0,0,0,0,0,0,0,0,0
230110110005017,1837115,0,1,1,0,0,0,1,1,0,0
230110110005018,140641,0,4,4,0,0,0,3,4,0,0
230110110005019,396117,0,2,1,0,0,0,1,2,0,0
230110110005020,17012,0,0,0,0,0,0,0,0,0,0
230110110005021,18603,0,0,0,0,0,0,0,0,0,0
230110120001000,2203161,7481,7,10,0,0,0,5,12,1,0
230110120001001,0,20648,0,0,0,0,0,0,0,0,0
230110120001002,5054,617232,9,13,0,0,0,7,15,1,0
230110120001003,1048740,0,29,42,2,1,0,21,47,3,2
230110120001004,1080301,233479,72,106,4,2,0,53,117,9,4
230110120001005,77357,0,3,4,0,0,0,2,5,0,0
230110120001006,15553,0,20,29,1,0,0,14,32,2,1
230110120001007,79576,0,18,26,1,0,0,13,29,2,1
230110120001008,0,5293,0,0,0,0,0,0,0,0,0
230110120001009,417733,0,1,1,0,0,0,1,2,0,0
230110120001010,416194,0,0,0,0,0,0,0,0,0,0
230110120001011,1110,0,21,31,1,0,0,15,34,3,1
230110120001012,865480,0,51,75,3,1,0,37,83,6,3
230110120001013,14190,0,1,2,0,0,0,1,2,0,0
230110120001014,0,1847273,4,6,0,0,0,3,6,0,0
230110120001015,1914271,0,42,61,2,1,0,31,68,5,2
230110120001016,16184,0,0,1,0,0,0,0,1,0,0
230110120001017,15275,0,2,3,0,0,0,2,4,0,0
230110120001018,29867,0,9,13,0,0,0,6,14,1,0
230110120001019,761401,0,0,1,0,0,0,0,1,0,0
230110120001020,0,207766,0,0,0,0,0,0,0,0,0
230110120001021,4304007,0,0,0,0,0,0,0,0,0,0
230110120001022,606242,0,2,4,0,0,0,2,4,0,0
230110120001023,706988,12715,0,0,0,0,0,0,0,0,0
230110120001024,0,32194,3,5,0,0,0,3,6,0,0
