GEOID,area_land,area_water,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PREADEL,G20USSDGID,G20USSRCOL,G20USSISAV,G20USSILIN
230039523001000,1187162,0,2,6,0,0,0,2,7,0,0
230039523001001,594744,0,2,5,0,0,0,1,5,0,0
230039523001002,1809502,0,6,18,0,0,0,4,19,1,0
230039523001003,2431341,0,0,1,0,0,0,0,1,0,0
230039523001004,2656505,0,0,0,0,0,0,0,0,0,0
230039523001005,780276,0,1,3,0,0,0,1,3,0,0
230039523001006,5314810,114474,1,2,0,0,0,0,2,0,0
230039523001007,1558491,0,5,14,0,0,0,3,15,0,0
230039523001008,12730933,145372,19,52,0,0,0,13,56,2,0
230039523001009,159798,0,1,4,0,0,0,1,4,0,0
230039523001010,57609,0,0,0,0,0,0,0,0,0,0
230039523001011,12208729,25028,3,7,0,0,0,2,8,0,0
230039523001012,1010638,0,0,0,0,0,0,0,0,0,0
230039523001013,6402797,0,5,14,0,0,0,4,15,0,0
230039523001014,1249573,0,0,0,0,0,0,0,0,0,0
230039523001015,55163,0,0,0,0,0,0,0,0,0,0
230039523001016,42998,0,2,6,0,0,0,2,7,0,0
230039523001017,1414663,0,5,13,0,0,0,3,14,0,0
230039523001018,247244,0,0,0,0,0,0,0,0,0,0
230039523001019,584881,0,3,9,0,0,0,2,10,0,0
230039523001020,24326,0,0,0,0,0,0,0,0,0,0
230039523001021,38997,0,0,0,0,0,0,0,0,0,0
230039523001022,52120,0,0,1,0,0,0,0,1,0,0
230039523001023,66594,0,0,1,0,0,0,0,1,0,0
230039523001024,6124832,0,0,0,0,0,0,0,0,0,0
230039523001025,672324,0,1,2,0,0,0,1,2,0,0
230039523001026,68264,0,1,3,0,0,0,1,3,0,0
230039523001027,19855254,0,2,5,0,0,0,1,5,0,0
230039523001028,1883294,0,4,10,0,0,0,3,11,0,0
230039523001029,82357,0,0,0,0,0,0,0,0,0,0
230039523001030,1525440,0,0,0,0,0,0,0,0,0,0
230039523001031,21401,0,0,0,0,0,0,0,0,0,0
230039523001032,278420,0,1,3,0,0,0,1,3,0,0
230039523001033,1918695,0,4,11,0,0,0,3,12,0,0
230039523001034,7859439,156725,2,7,0,0,0,2,7,0,0
230039523001035,3745234,0,2,5,0,0,0,1,5,0,0
230039523001036,1873480,0,3,7,0,0,0,2,8,0,0
230039523001037,1776215,0,2,6,0,0,0,2,7,0,0
230039523002000,2447341,0,27,71,1,0,0,18,72,3,3
230039523002001,4703045,18727,2,6,0,0,0,1,6,0,0
230039523002002,3971312,0,0,0,0,0,0,0,0,0,0
230039523002003,64100,0,0,0,0,0,0,0,0,0,0
230039523002004,2651819,0,0,0,0,0,0,0,0,0,0
230039523002005,7366536,0,2,6,0,0,0,1,6,0,0
230039523002006,60268,0,0,1,0,0,0,0,1,0,0
230039523002007,677226,0,0,1,0,0,0,0,1,0,0
230039523002008,246573,0,1,4,0,0,0,1,4,0,0
230039523002009,856879,0,0,0,0,0,0,0,0,0,0
230039523002010,6166086,112025,1,2,0,0,0,1,2,0,0
230039523002011,362649,0,0,0,0,0,0,0,0,0,0
230039523002012,1780249,0,15,41,1,0,0,11,42,2,2
230039523002013,3073313,0,1,3,0,0,0,1,3,0,0
230039523002014,3516122,0,4,9,0,0,0,2,10,0,0
230039523002015,334030,0,0,0,0,0,0,0,0,0,0
230039523002016,3060905,117578,3,7,0,0,0,2,7,0,0
230039523002017,0,104701,0,0,0,0,0,0,0,0,0
230039523002018,2809836,0,0,1,0,0,0,0,1,0,0
230039523002019,1522247,32023,1,2,0,0,0,1,2,0,0
230039523002020,3034664,0,0,0,0,0,0,0,0,0,0
230039523002021,2064875,0,6,17,0,0,0,4,18,1,1
230039523002022,210312,0,0,0,0,0,0,0,0,0,0
230039523002023,328703,0,0,0,0,0,0,0,0,0,0
230039523002024,425394,0,1,2,0,0,0,1,2,0,0
230039523002025,45229,0,0,0,0,0,0,0,0,0,0
230039523002026,2852571,0,7,18,0,0,0,5,18,1,1
230039523002027,5295147,0,0,0,0,0,0,0,0,0,0
230039523002028,57623,0,0,0,0,0,0,0,0,0,0
230039523002029,74681,0,0,1,0,0,0,0,1,0,0
230039523002030,453856,0,0,0,0,0,0,0,0,0,0
230039523002031,41246,0,11,28,1,0,0,7,29,1,1
230039523002032,3073419,0,0,0,0,0,0,0,0,0,0
230039523002033,3390236,0,1,3,0,0,0,1,3,0,0
230039523002034,4682124,34793,6,16,0,0,0,4,16,1,1
230039523002035,82563,0,4,11,0,0,0,3,11,1,1
230039523002036,244309,0,0,0,0,0,0,0,0,0,0
230039523002037,253392,0,2,6,0,0,0,2,6,0,0
230039523002038,3956717,0,2,6,0,0,0,2,6,0,0
230039523002039,1898098,0,1,2,0,0,0,0,2,0,0
230039523002040,2381296,0,1,2,0,0,0,1,2,0,0
230039523002041,494409,0,0,0,0,0,0,0,0,0,0
230039523002042,3119566,0,3,8,0,0,0,2,9,0,0
230039523002043,972645,0,0,0,0,0,0,0,0,0,0
230039523002044,117369,0,0,0,0,0,0,0,0,0,0
230039523002045,369792,0,0,0,0,0,0,0,0,0,0
230039523002046,3232575,0,0,0,0,0,0,0,0,0,0
230039523002047,469492,22653,1,3,0,0,0,1,3,0,0
230039523002048,836657,0,2,6,0,0,0,2,6,0,0
230039523002049,1183800,0,1,4,0,0,0,1,4,0,0
230039523002050,1113901,0,0,0,0,0,0,0,0,0,0
230039523002051,199123,4414,3,9,0,0,0,2,9,0,0
230039523002052,384921,18933,1,3,0,0,0,1,3,0,0
230039523002053,343303,1910,16,42,1,0,0,11,43,2,2
230039523002054,2328312,62885,0,0,0,0,0,0,0,0,0
230039523002055,58260,0,12,31,1,0,0,8,32,1,1
230039523002056,1488430,0,0,0,0,0,0,0,0,0,0
230039523002057,442367,0,0,1,0,0,0,0,1,0,0
230039523002058,247816,0,2,4,0,0,0,1,4,0,0
230039523002059,150349,0,1,3,0,0,0,1,3,0,0
230039523002060,756119,0,0,0,0,0,0,0,0,0,0
230039523003000,15302675,0,0,0,0,0,0,0,0,0,0
230039523003001,78688,0,1,1,0,0,0,1,1,0,0
230039523003002,4342271,0,1,2,0,0,0,1,2,0,0
230039523003003,1256952,0,0,0,0,0,0,0,0,0,0
230039523003004,14940371,0,0,0,0,0,0,0,0,0,0
230039523003005,3768841,0,0,0,0,0,0,0,0,0,0
230039523003006,26655941,0,3,5,0,0,0,3,4,1,0
230039523003007,622510,0,0,1,0,0,0,0,1,0,0
230039523003008,18812932,0,0,0,0,0,0,0,0,0,0
230039523003009,38356,18842864,0,0,0,0,0,0,0,0,0
230039523003010,107107,0,0,0,0,0,0,0,0,0,0
230039523003011,10030,0,0,0,0,0,0,0,0,0,0
230039523003012,0,17086,0,0,0,0,0,0,0,0,0
230039523003013,342011,0,0,0,0,0,0,0,0,0,0
230039523003014,0,416240,0,0,0,0,0,0,0,0,0
230039523003015,2039739,0,0,0,0,0,0,0,0,0,0
230039523003016,307521,0,0,0,0,0,0,0,0,0,0
230039523003017,7419949,0,0,0,0,0,0,0,0,0,0
230039523003018,49516066,0,0,0,0,0,0,0,0,0,0
230039523003019,1685157,0,0,0,0,0,0,0,0,0,0
230039523003020,0,92346,0,0,0,0,0,0,0,0,0
230039523003021,4907453,0,0,0,0,0,0,0,0,0,0
230039523003022,10819178,0,0,0,0,0,0,0,0,0,0
230039523003023,1594608,0,0,0,0,0,0,0,0,0,0
230039523003024,1623287,0,0,0,0,0,0,0,0,0,0
230039523003025,1872611,0,0,0,0,0,0,0,0,0,0
230039523003026,22739587,0,0,0,0,0,0,0,0,0,0
230039523003027,3151898,0,0,0,0,0,0,0,0,0,0
230039523003028,3307126,0,0,0,0,0,0,0,0,0,0
230039523003029,6002816,0,0,0,0,0,0,0,0,0,0
230039523003030,3983084,0,0,0,0,0,0,0,0,0,0
230039523003031,6421084,0,0,0,0,0,0,0,0,0,0
230039523003032,3492746,0,0,0,0,0,0,0,0,0,0
230039523003033,3852708,0,0,0,0,0,0,0,0,0,0
230039523003034,18062991,0,0,0,0,0,0,0,0,0,0
230039523003035,1390632,0,0,0,0,0,0,0,0,0,0
230039523003036,14401524,0,0,0,0,0,0,0,0,0,0
230039523003037,10697616,0,0,0,0,0,0,0,0,0,0
230039523003038,20915190,89882,0,0,0,0,0,0,0,0,0
230039523003039,4857493,0,0,0,0,0,0,0,0,0,0
230039523003040,1997375,0,0,0,0,0,0,0,0,0,0
230039523003041,1624282,0,0,0,0,0,0,0,0,0,0
230039523003042,10357707,0,0,0,0,0,0,0,0,0,0
230039523003043,18234558,0,0,0,0,0,0,0,0,0,0
230039523003044,1680633,138868,0,0,0,0,0,0,0,0,0
230039523003045,13708801,0,0,0,0,0,0,0,0,0,0
230039523003046,6031882,0,0,0,0,0,0,0,0,0,0
230039523003047,6594350,0,0,0,0,0,0,0,0,0,0
230039523003048,17985315,0,3,8,0,0,0,1,8,1,0
230039523003049,445603,0,0,0,0,0,0,0,0,0,0
230039523003050,1035372,0,7,18,0,0,0,3,18,2,1
230039523003051,2020693,0,0,0,0,0,0,0,0,0,0
230039523003052,524117,0,0,0,0,0,0,0,0,0,0
230039523003053,22639,0,0,0,0,0,0,0,0,0,0
230039523003054,12640851,0,0,0,0,0,0,0,0,0,0
230039523003055,3002010,0,0,0,0,0,0,0,0,0,0
230039523003056,4289037,0,0,0,0,0,0,0,0,0,0
230039523003057,5342264,0,0,0,0,0,0,0,0,0,0
230039523003058,406073,0,3,7,0,0,0,1,7,1,0
230039523003059,1156962,0,0,0,0,0,0,0,0,0,0
230039523003060,3212147,0,0,0,0,0,0,0,0,0,0
230039523003061,9537182,34042,0,0,0,0,0,0,0,0,0
230039523003062,352745,0,0,0,0,0,0,0,0,0,0
230039523003063,112144,0,0,0,0,0,0,0,0,0,0
230039523003064,220028,0,0,0,0,0,0,0,0,0,0
230039523003065,135023,0,0,0,0,0,0,0,0,0,0
230039523003066,203041,0,0,0,0,0,0,0,0,0,0
230039523003067,6030630,0,0,0,0,0,0,0,0,0,0
230039523003068,561612,0,0,0,0,0,0,0,0,0,0
230039523003069,3887468,0,0,0,0,0,0,0,0,0,0
230039523003070,107739,0,0,0,0,0,0,0,0,0,0
230039523003071,1027082,0,0,0,0,0,0,0,0,0,0
230039523003072,4198623,0,0,0,0,0,0,0,0,0,0
230039523003073,16832829,0,3,0,0,0,0,2,1,0,0
230039523003074,1586411,0,0,0,0,0,0,0,0,0,0
230039523003075,389725,0,0,0,0,0,0,0,0,0,0
230039523003076,1783573,0,0,0,0,0,0,0,0,0,0
230039523003077,5819746,0,0,0,0,0,0,0,0,0,0
230039523003078,4375205,0,0,0,0,0,0,0,0,0,0
230039523003079,4256726,0,0,0,0,0,0,0,0,0,0
230039523003080,1199742,0,0,0,0,0,0,0,0,0,0
230039523003081,0,395443,0,0,0,0,0,0,0,0,0
230039523003082,1661612,0,0,0,0,0,0,0,0,0,0
230039523003083,20430934,21666,0,0,0,0,0,0,0,0,0
230039523003084,188873,0,0,0,0,0,0,0,0,0,0
230039523003085,5037452,0,0,0,0,0,0,0,0,0,0
230039523003086,3886710,0,0,0,0,0,0,0,0,0,0
230039523003087,14609194,25394,4,14,0,0,0,3,14,0,1
230039523003088,2151301,33352,4,15,0,0,0,3,15,0,1
230039523003089,593907,0,0,0,0,0,0,0,0,0,0
230039523003090,364645,0,0,0,0,0,0,0,0,0,0
230039523003091,1781584,0,0,0,0,0,0,0,0,0,0
230039523003092,4638986,12782,0,0,0,0,0,0,0,0,0
230039523003093,581060,0,6,21,0,0,0,4,22,1,1
230039523003094,101164,0,0,0,0,0,0,0,0,0,0
230039523003095,6160183,0,1,3,0,0,0,1,3,0,0
230039523003096,49097,0,0,0,0,0,0,0,0,0,0
230039523003097,1299105,0,0,0,0,0,0,0,0,0,0
230039523003098,919495,0,3,11,0,0,0,2,11,0,0
230039523003099,1363532,0,0,0,0,0,0,0,0,0,0
230039523003100,669581,0,0,1,0,0,0,0,1,0,0
230039523003101,2067519,0,6,22,0,0,0,4,22,1,1
230039523003102,1479070,0,1,5,0,0,0,1,5,0,0
230039523003103,2194071,0,0,0,0,0,0,0,0,0,0
230039523003104,1947399,27039,2,7,0,0,0,1,7,0,0
230039523003105,2204634,0,0,0,0,0,0,0,0,0,0
230039523003106,4821347,71816,10,34,0,0,0,6,35,1,1
230039523003107,9074908,96925,3,12,0,0,0,2,12,0,0
230039523003108,5461182,0,0,0,0,0,0,0,0,0,0
230039523003109,213618,0,0,0,0,0,0,0,0,0,0
230039523003110,1681650,0,0,0,0,0,0,0,0,0,0
230039523003111,2804339,0,0,0,0,0,0,0,0,0,0
230039523003112,5554410,56832,0,0,0,0,0,0,0,0,0
230039523003113,179427,0,0,0,0,0,0,0,0,0,0
230039523003114,8108183,17403,0,0,0,0,0,0,0,0,0
230039523003115,746128,0,0,0,0,0,0,0,0,0,0
230039523003116,4484556,0,0,0,0,0,0,0,0,0,0
230039523003117,4817567,0,0,0,0,0,0,0,0,0,0
230039523003118,13544139,0,0,0,0,0,0,0,0,0,0
230039523003119,3261360,0,0,0,0,0,0,0,0,0,0
230039523003120,3727094,0,0,0,0,0,0,0,0,0,0
230039523003121,536675,0,0,0,0,0,0,0,0,0,0
230039523003122,103679,0,0,0,0,0,0,0,0,0,0
230039523003123,10350632,0,0,0,0,0,0,0,0,0,0
230039523003124,5699634,16845,0,0,0,0,0,0,0,0,0
230039523003125,4706782,0,0,0,0,0,0,0,0,0,0
230039523003126,2282526,0,0,0,0,0,0,0,0,0,0
230039523003127,312621,0,0,0,0,0,0,0,0,0,0
230039523003128,118310,0,0,0,0,0,0,0,0,0,0
230039523003129,10673086,0,0,0,0,0,0,0,0,0,0
230039523003130,2527801,0,0,0,0,0,0,0,0,0,0
230039523003131,5068722,0,0,0,0,0,0,0,0,0,0
230039523003132,137145,0,0,0,0,0,0,0,0,0,0
230039523003133,1090874,0,0,0,0,0,0,0,0,0,0
230039523003134,1406907,0,0,0,0,0,0,0,0,0,0
230039523003135,332903,0,0,0,0,0,0,0,0,0,0
230039523003136,2552192,0,0,0,0,0,0,0,0,0,0
230039523003137,5053536,28870,0,0,0,0,0,0,0,0,0
230039523003138,1439274,0,0,0,0,0,0,0,0,0,0
230039523003139,3255208,0,0,0,0,0,0,0,0,0,0
230039523003140,4662344,0,0,0,0,0,0,0,0,0,0
230039523003141,10537903,175449,0,0,0,0,0,0,0,0,0
230039523003142,1058362,0,0,0,0,0,0,0,0,0,0
230039523003143,2368887,0,0,0,0,0,0,0,0,0,0
230039523003144,1315267,0,0,0,0,0,0,0,0,0,0
230039523003145,8593965,0,0,0,0,0,0,0,0,0,0
230039523003146,30762209,61787,0,0,0,0,0,0,0,0,0
230039523003147,790053,0,0,0,0,0,0,0,0,0,0
230039523003148,6630512,0,0,0,0,0,0,0,0,0,0
230039523003149,4475472,0,0,0,0,0,0,0,0,0,0
230039523003150,3833740,0,0,0,0,0,0,0,0,0,0
230039523003151,8559875,0,0,0,0,0,0,0,0,0,0
230039523003152,86222,0,0,0,0,0,0,0,0,0,0
230039523003153,415359,0,0,0,0,0,0,0,0,0,0
230039523003154,58010,0,0,0,0,0,0,0,0,0,0
230039523003155,1102238,0,0,0,0,0,0,0,0,0,0
230039523003156,1999936,0,0,0,0,0,0,0,0,0,0
230039523003157,85326,0,0,0,0,0,0,0,0,0,0
230039523003158,6188709,0,0,0,0,0,0,0,0,0,0
230039523003159,337119,0,0,0,0,0,0,0,0,0,0
230039523003160,277810,0,0,0,0,0,0,0,0,0,0
230039523003161,75359,0,0,0,0,0,0,0,0,0,0
230039523003162,8796694,0,0,0,0,0,0,0,0,0,0
230039523003163,7097871,0,0,0,0,0,0,0,0,0,0
230039523003164,7892397,0,0,0,0,0,0,0,0,0,0
230039523003165,1860637,0,0,0,0,0,0,0,0,0,0
230039523003166,8996658,0,0,0,0,0,0,0,0,0,0
230039523003167,1626826,0,0,0,0,0,0,0,0,0,0
230039523003168,4222596,0,0,0,0,0,0,0,0,0,0
230039523003169,13442792,385109,0,0,0,0,0,0,0,0,0
230039523003170,0,161824,0,0,0,0,0,0,0,0,0
230039523003171,233232,0,0,0,0,0,0,0,0,0,0
230039523003172,7314415,0,0,0,0,0,0,0,0,0,0
230039523003173,11003,363155,0,0,0,0,0,0,0,0,0
230039523003174,5157864,0,0,0,0,0,0,0,0,0,0
230039523003175,13060478,0,0,0,0,0,0,0,0,0,0
230039523003176,0,1113023,0,0,0,0,0,0,0,0,0
230039523003177,24536938,0,2,4,0,0,0,1,4,0,0
230039523003178,587750,0,0,0,0,0,0,0,0,0,0
230039523003179,5367265,0,0,0,0,0,0,0,0,0,0
230039523003180,2336879,0,0,0,0,0,0,0,0,0,0
230039523003181,891608,0,3,6,0,0,0,2,6,1,0
230039523003182,946013,0,0,0,0,0,0,0,0,0,0
230039523003183,2797482,14988,3,5,0,0,0,2,5,0,0
230039523003184,0,77142,0,0,0,0,0,0,0,0,0
230039523003185,3796681,0,0,0,0,0,0,0,0,0,0
230039523003186,5210625,6382,0,0,0,0,0,0,0,0,0
230039523003187,1307279,0,0,0,0,0,0,0,0,0,0
230039523003188,114112,0,0,0,0,0,0,0,0,0,0
230039523003189,682007,0,0,0,0,0,0,0,0,0,0
230039523003190,18583518,162743,0,0,0,0,0,0,0,0,0
230039523003191,2377015,0,0,0,0,0,0,0,0,0,0
230039523003192,17334494,48876,0,0,0,0,0,0,0,0,0
230039523003193,9729012,9159,0,0,0,0,0,0,0,0,0
230039523003194,10497763,0,0,0,0,0,0,0,0,0,0
230039523003195,6832954,239805,0,0,0,0,0,0,0,0,0
230039523003196,98707,0,0,0,0,0,0,0,0,0,0
230039523003197,49396,0,0,0,0,0,0,0,0,0,0
230039523003198,11795421,47378,0,0,0,0,0,0,0,0,0
230039523003199,1290346,0,0,0,0,0,0,0,0,0,0
230039523003200,2786999,0,3,5,0,0,0,2,5,0,0
230039523003201,12932375,0,0,0,0,0,0,0,0,0,0
230039523003202,2341695,0,0,0,0,0,0,0,0,0,0
230039523003203,12541477,0,1,1,0,0,0,0,1,0,0
230039523003204,1228237,0,1,1,0,0,0,0,1,0,0
230039523003205,3553725,0,0,0,0,0,0,0,0,0,0
230039523003206,2333090,0,0,0,0,0,0,0,0,0,0
230039523003207,4559410,0,0,0,0,0,0,0,0,0,0
230039523003208,271164,0,0,0,0,0,0,0,0,0,0
230039523003209,6003022,0,0,0,0,0,0,0,0,0,0
230039523003210,1038656,0,0,0,0,0,0,0,0,0,0
230039523003211,2297556,0,0,0,0,0,0,0,0,0,0
230039523003212,2810330,0,0,0,0,0,0,0,0,0,0
230039523003213,272204,0,0,0,0,0,0,0,0,0,0
230039523003214,1381334,0,0,0,0,0,0,0,0,0,0
230039523003215,1818011,0,0,0,0,0,0,0,0,0,0
230039523003216,0,72375,0,0,0,0,0,0,0,0,0
230039523003217,3179387,0,0,0,0,0,0,0,0,0,0
230039523003218,1060226,0,0,0,0,0,0,0,0,0,0
230039523003219,414736,0,0,0,0,0,0,0,0,0,0
230039523003220,7550870,0,0,0,0,0,0,0,0,0,0
230039523003221,20134839,296415,0,0,0,0,0,0,0,0,0
230039523003222,2537606,0,0,0,0,0,0,0,0,0,0
230039523003223,1220704,0,0,0,0,0,0,0,0,0,0
230039523003224,22942727,0,0,0,0,0,0,0,0,0,0
230039523003225,0,472193,0,0,0,0,0,0,0,0,0
230039523003226,1862637,0,0,0,0,0,0,0,0,0,0
230039523003227,2186129,0,0,0,0,0,0,0,0,0,0
230039523003228,1227735,0,0,0,0,0,0,0,0,0,0
230039523003229,884639,0,0,0,0,0,0,0,0,0,0
230039523003230,7084793,129162,0,0,0,0,0,0,0,0,0
230039523003231,2936915,0,0,0,0,0,0,0,0,0,0
230039523003232,0,104660,0,0,0,0,0,0,0,0,0
230039523003233,0,1543395,0,0,0,0,0,0,0,0,0
230039523003234,4328522,0,0,0,0,0,0,0,0,0,0
230039523003235,1374999,0,0,0,0,0,0,0,0,0,0
230039523003236,2380075,0,0,0,0,0,0,0,0,0,0
230039523003237,3686828,0,0,0,0,0,0,0,0,0,0
230039523003238,14461284,0,0,0,0,0,0,0,0,0,0
230039523003239,6125865,0,0,0,0,0,0,0,0,0,0
230039523003240,1278460,0,0,0,0,0,0,0,0,0,0
230039523003241,13017217,0,0,0,0,0,0,0,0,0,0
230039523003242,1443427,0,0,0,0,0,0,0,0,0,0
230039523003243,2787665,0,0,0,0,0,0,0,0,0,0
230039523003244,2585762,0,0,0,0,0,0,0,0,0,0
230039523003245,1868448,0,0,1,0,0,0,0,1,0,0
230039523003246,1210643,0,0,0,0,0,0,0,0,0,0
230039523003247,9016716,41054,0,0,0,0,0,0,0,0,0
230039523003248,1140654,0,0,0,0,0,0,0,0,0,0
230039523003249,1878586,0,0,0,0,0,0,0,0,0,0
230039523003250,10002641,0,0,0,0,0,0,0,0,0,0
230039523003251,4201517,0,0,0,0,0,0,0,0,0,0
230039523003252,29005244,0,0,0,0,0,0,0,0,0,0
230039523003253,3393928,0,0,0,0,0,0,0,0,0,0
230039523003254,2405090,0,0,0,0,0,0,0,0,0,0
230039523003255,9334194,0,0,0,0,0,0,0,0,0,0
230039523003256,2497344,0,0,0,0,0,0,0,0,0,0
230039523003257,1728396,0,0,0,0,0,0,0,0,0,0
230039523003258,4617296,0,0,0,0,0,0,0,0,0,0
230039523003259,7890452,0,0,0,0,0,0,0,0,0,0
230039523003260,0,649259,0,0,0,0,0,0,0,0,0
230039523003261,0,1237315,0,0,0,0,0,0,0,0,0
230039523003262,462689,0,0,0,0,0,0,0,0,0,0
230039523003263,318086,0,0,0,0,0,0,0,0,0,0
230039523003264,117468,0,0,0,0,0,0,0,0,0,0
230039523003265,454434,0,0,0,0,0,0,0,0,0,0
230039523003266,1199814,0,0,0,0,0,0,0,0,0,0
230039523003267,3615247,0,0,0,0,0,0,0,0,0,0
230039523003268,6511450,0,0,0,0,0,0,0,0,0,0
230039523003269,1456202,0,0,0,0,0,0,0,0,0,0
230039523003270,2411211,0,0,0,0,0,0,0,0,0,0
230039523003271,1103465,0,0,0,0,0,0,0,0,0,0
230039523003272,368788,0,0,0,0,0,0,0,0,0,0
230039523003273,1332529,0,0,0,0,0,0,0,0,0,0
230039523003274,3534719,0,0,0,0,0,0,0,0,0,0
230039523003275,2194959,0,0,0,0,0,0,0,0,0,0
230039523003276,1451141,0,0,0,0,0,0,0,0,0,0
230039523003277,2459503,0,0,0,0,0,0,0,0,0,0
230039523003278,5911443,34048,0,0,0,0,0,0,0,0,0
230039523003279,233952,0,0,0,0,0,0,0,0,0,0
230039523003280,916142,0,0,0,0,0,0,0,0,0,0
230039523003281,531005,0,0,0,0,0,0,0,0,0,0
230039523003282,4512000,23589,0,0,0,0,0,0,0,0,0
230039523003283,519630,0,0,0,0,0,0,0,0,0,0
230039523003284,3297672,0,0,0,0,0,0,0,0,0,0
230039523003285,1841362,0,0,0,0,0,0,0,0,0,0
230039523003286,9907128,0,0,0,0,0,0,0,0,0,0
230039523003287,2582019,0,0,0,0,0,0,0,0,0,0
230039523003288,3249680,0,0,0,0,0,0,0,0,0,0
230039523003289,1203647,0,0,0,0,0,0,0,0,0,0
230039523003290,3725999,0,0,0,0,0,0,0,0,0,0
230039523003291,3976903,12181,0,0,0,0,0,0,0,0,0
230039523003292,7886051,137330,0,0,0,0,0,0,0,0,0
230039523003293,10870827,0,0,0,0,0,0,0,0,0,0
230039523003294,5191905,0,0,0,0,0,0,0,0,0,0
230039523003295,1831140,0,0,0,0,0,0,0,0,0,0
230039523003296,3406825,0,0,0,0,0,0,0,0,0,0
230039523003297,5559200,0,0,0,0,0,0,0,0,0,0
230039523003298,3669934,0,0,0,0,0,0,0,0,0,0
230039523003299,5005226,0,0,0,0,0,0,0,0,0,0
230039523003300,2226398,0,0,0,0,0,0,0,0,0,0
230039523003301,11854398,0,0,0,0,0,0,0,0,0,0
230039523003302,299110,0,0,0,0,0,0,0,0,0,0
230039523003303,11857855,0,0,0,0,0,0,0,0,0,0
230039523003304,105156,0,0,0,0,0,0,0,0,0,0
230039523003305,490231,0,0,0,0,0,0,0,0,0,0
230039523003306,6786516,105104,5,17,0,0,0,3,17,1,1
230039523003307,21251,0,0,0,0,0,0,0,0,0,0
230039523003308,9449,0,0,0,0,0,0,0,0,0,0
230039523003309,468692,0,0,0,0,0,0,0,0,0,0
230039523003310,2717,0,0,1,0,0,0,0,1,0,0
230039523003311,43288,0,1,3,0,0,0,1,3,0,0
230039523003312,314750,0,8,27,0,0,0,5,28,1,1
230039523003313,1087738,0,0,0,0,0,0,0,0,0,0
230039523003314,5115331,0,0,0,0,0,0,0,0,0,0
230039523003315,1885212,0,0,0,0,0,0,0,0,0,0
230039523003316,2932082,0,3,9,0,0,0,2,10,0,0
230039523003317,356788,0,0,0,0,0,0,0,0,0,0
230039523003318,99113,0,0,0,0,0,0,0,0,0,0
230039523003319,320473,16088,3,10,0,0,0,2,11,0,0
230039523003320,468668,0,0,0,0,0,0,0,0,0,0
230039523003321,2076054,0,1,2,0,0,0,0,2,0,0
230039523003322,1223669,0,8,28,0,0,0,5,29,1,1
230039523003323,16749,0,9,31,0,0,0,6,31,1,1
230039523003324,36759,0,0,2,0,0,0,0,2,0,0
230039523003325,47204,0,1,3,0,0,0,1,3,0,0
230039523003326,620117,0,1,3,0,0,0,1,3,0,0
230039523003327,5726039,0,5,17,0,0,0,3,18,1,1
230039523003328,4213695,0,0,1,0,0,0,0,1,0,0
230039523003329,716620,0,0,0,0,0,0,0,0,0,0
230039523003330,269287,0,0,0,0,0,0,0,0,0,0
230039523003331,1170962,0,2,9,0,0,0,2,9,0,0
230039523003332,776843,0,0,1,0,0,0,0,1,0,0
230039523003333,681459,0,0,0,0,0,0,0,0,0,0
230039523003334,1214052,0,0,0,0,0,0,0,0,0,0
230039523003335,154985,0,0,0,0,0,0,0,0,0,0
230039523003336,3920245,44365,0,0,0,0,0,0,0,0,0
230039523003337,21647,0,0,0,0,0,0,0,0,0,0
230039523003338,2721919,0,1,5,0,0,0,1,5,0,0
230039523003339,857495,0,0,1,0,0,0,0,1,0,0
230039523003340,575613,0,2,7,0,0,0,1,7,0,0
230039523003341,239448,0,1,4,0,0,0,1,4,0,0
230039523003342,624864,0,3,11,0,0,0,2,12,0,0
230039523003343,2532072,0,0,0,0,0,0,0,0,0,0
230039523003344,1368980,0,0,0,0,0,0,0,0,0,0
230039523003345,96736,0,0,0,0,0,0,0,0,0,0
230039523003346,1594718,0,0,0,0,0,0,0,0,0,0
230039523003347,9426800,0,0,0,0,0,0,0,0,0,0
230039523003348,577241,0,0,0,0,0,0,0,0,0,0
230039523003349,1171556,0,0,0,0,0,0,0,0,0,0
230039523003350,4001021,0,0,0,0,0,0,0,0,0,0
230039523003351,6833342,0,0,0,0,0,0,0,0,0,0
230039523003352,11329769,0,0,0,0,0,0,0,0,0,0
230039523003353,5065513,0,0,0,0,0,0,0,0,0,0
230039523003354,2456914,0,0,0,0,0,0,0,0,0,0
230039523003355,3273289,0,0,0,0,0,0,0,0,0,0
230039523003356,7682598,5432,0,0,0,0,0,0,0,0,0
230039523003357,0,100423,0,0,0,0,0,0,0,0,0
230039523003358,4427826,30785,0,0,0,0,0,0,0,0,0
230039523003359,510739,0,0,0,0,0,0,0,0,0,0
230039523003360,488521,0,0,0,0,0,0,0,0,0,0
230039523003361,1686659,0,0,0,0,0,0,0,0,0,0
230039523003362,754099,0,0,0,0,0,0,0,0,0,0
230039523003363,671820,0,0,0,0,0,0,0,0,0,0
230039523003364,6234659,0,0,0,0,0,0,0,0,0,0
230039523003365,9777860,111083,0,0,0,0,0,0,0,0,0
230039523003366,525854,0,0,0,0,0,0,0,0,0,0
230039523003367,0,91883,0,0,0,0,0,0,0,0,0
